"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"DIST_RATIO_1"|"DIST_RATIO_2"|"DIST_RATIO_3"|"DIST_RATIO_4"|"DIST_RATIO_5"|"AVG_DIST_RATIO"|"VALUE_NONCHAR_ASSETS"|"ONE_PCT_INV_INC"|"RATIO_PLUS_INV_INC"|"QUAL_DIST_V"|"DIST_RATIO_NONCHAR_ASSETS"
"03-0345055"|"GEORGE W. MERGENS FOUNDATION"|"1076339"|"0.0420080000"|"0.0592350000"|"0.0723280000"|"0.0699590000"|"0.0827710000"|""|""|""|""|""|""
"03-0496899"|"THE MOORE FAMILY FOUNDATION"|"1076340"|""|""|""|""|""|""|""|""|""|""|""
"03-6007183"|"FLECTHER FARM FOUNDATION, INC."|"1076341"|""|""|""|""|""|""|""|""|""|""|""
"03-6016628"|"MERCHANTS BANK FOUNDATION, INC."|"1076343"|"0.1392400000"|"0.1247930000"|"0.2034710000"|"0.1437730000"|"0.1304620000"|""|""|""|""|""|""
"03-6088605"|"FRANK & ELLEN COBB MEMORIAL SCHOLARS"|"1076344"|"0.0444930000"|"0.0488140000"|"0.0723080000"|"0.0536030000"|"0.0483190000"|""|""|""|""|""|""
"03-6117463"|"JAMES F KELLY AND FERNANDE KELLY CHARITANLE TR 429823016"|"1076345"|""|""|""|""|""|""|""|""|""|""|""
"04-2111219"|"Newburyport Society for the Relief of Aged Men"|"1076346"|""|""|""|""|""|""|""|""|""|""|""
"04-2121342"|"METROWEST COMMUNITY HEALTH CARE FOUNDATION, INC."|"1076347"|"0.0550390000"|"0.0557730000"|"0.0680660000"|"0.0648440000"|""|""|""|""|""|""|""
"04-2203700"|"JOSIAH WILLARD HAYDEN RECREATION CENTRE, INC."|"1076348"|""|""|""|""|""|""|""|""|""|""|""
"04-2648729"|"SWEATT WILLIAM H TR U/WILL"|"1076349"|"0.0484500000"|"0.0476080000"|"0.0630730000"|"0.0663580000"|"0.0393490000"|""|""|""|""|""|""
"04-2679904"|"STEPHEN J. MEOLI MEMORIAL FOUNDATION"|"1076350"|"0.0473940000"|"0.0498290000"|"0.0731660000"|"0.0430610000"|"0.0384340000"|""|""|""|""|""|""
"04-2680681"|"ALBERT E. MARKS CHARITABLE TRUST"|"1076351"|"0.0394110000"|"0.0332570000"|"0.0764900000"|"0.0494890000"|"0.0411720000"|""|""|""|""|""|""
"04-2775692"|"HART FOUNDATION"|"1076352"|"0.0410090000"|"0.0520920000"|"0.0554840000"|"0.0442680000"|"0.0534510000"|""|""|""|""|""|""
"04-3216632"|"CATHERINE & PAUL BUTTENWIESER FOUNDATION"|"1076354"|"3.5922180000"|"3.2884030000"|"3.9032800000"|"0.6705940000"|"1.6429120000"|""|""|""|""|""|""
"04-3226725"|"KARP FAMILY FOUNDATION, STEPHEN R. AND JILL E. KARP, TRUSTEES"|"1076355"|"0.1020650000"|"0.2549540000"|"0.3992250000"|"0.0468370000"|"0.0293850000"|""|""|""|""|""|""
"04-3340295"|"THE WALLACE FAMILY FOUNDATION"|"1076358"|"0.0474870000"|"0.0311870000"|"0.0861840000"|"0.0495750000"|"0.0257150000"|""|""|""|""|""|""
"04-3357627"|"MARTIN SALOMON MORTON AND GUSTEL SCHREIBER MORTON FOUNDATION"|"1076359"|"0.0466170000"|"0.0445290000"|"0.0719730000"|"0.0496490000"|"0.0479770000"|""|""|""|""|""|""
"04-3435338"|"FLORENCE E SEELEY EDUCATION FDTN+"|"1076360"|"0.0456530000"|"0.0462430000"|"0.0660630000"|"0.0542350000"|"0.0481270000"|""|""|""|""|""|""
"04-3446684"|"THE BADDOUR FAMILY FOUNDATION"|"1076361"|"0.1526500000"|"0.0837910000"|"0.0435530000"|"0.0418960000"|"0.0368950000"|""|""|""|""|""|""
"04-3464255"|"F. Felix Foundation"|"1076362"|"0.0641580000"|"0.0589330000"|"0.0466520000"|"0.1079840000"|"0.1056130000"|""|""|""|""|""|""
"04-3492839"|"Savage Family Foundation"|"1076364"|"0.0463080000"|"0.0450150000"|"0.0096590000"|"0.0789120000"|"0.0481890000"|""|""|""|""|""|""
"04-3731472"|"ELIZABETH S BLACK CHARITABLE TRUST PNC BANK NA"|"1076365"|"0.0497330000"|"0.0379530000"|"0.0363750000"|"0.0368860000"|"0.0569380000"|""|""|""|""|""|""
"04-6008242"|"J F&W S SCHOELLKOPF FDN BANK OF AMERICA"|"1076368"|"0.0166290000"|"0.0099620000"|"0.0109740000"|"0.0079110000"|"0.0123310000"|""|""|""|""|""|""
"04-6008252"|"CHARLES W. HOLTZER FUND NO.3"|"1076369"|"0.0517190000"|"0.0502120000"|"0.0611930000"|"0.0510180000"|"0.0461690000"|""|""|""|""|""|""
"04-6008332"|"ANDREW W PRESTON CHARITY FD TR"|"1076370"|"0.0471840000"|"0.0462440000"|"0.0571420000"|"0.0512660000"|"0.0463220000"|""|""|""|""|""|""
"04-6008355"|"GEORGE E. BARNARD TRUST"|"1076371"|"0.0464070000"|"0.0425350000"|"0.0454920000"|""|""|""|""|""|""|""|""
"04-6008364"|"ALMIRA N SIMONS TRUST"|"1076372"|"0.0485830000"|"0.0444640000"|"0.0603410000"|"0.0498950000"|"0.0746180000"|""|""|""|""|""|""
"04-6008387"|"HENRY HERBERT SMYTHE TRUST"|"1076373"|"0.0454120000"|"0.0461840000"|"0.0643600000"|"0.0505460000"|"0.0466330000"|""|""|""|""|""|""
"04-6008408"|"LEROY M BICKFORD TRUST"|"1076374"|"0.0471730000"|"0.0455860000"|"0.0578830000"|"0.0450870000"|"0.0353910000"|""|""|""|""|""|""
"04-6008443"|"BERNARD W DOYLE TRUST"|"1076375"|"0.0394390000"|"0.0424260000"|"0.0477120000"|""|""|""|""|""|""|""|""
"04-6008674"|"FLORIAN O. BAUTLETT TRUST"|"1076376"|"0.0503540000"|"0.0481090000"|"0.0574880000"|"0.0463790000"|"0.0501790000"|""|""|""|""|""|""
"04-6008730"|"EDWIN M. THAYER TRUST"|"1076377"|"0.0368280000"|"0.0500470000"|"0.0570890000"|""|""|""|""|""|""|""|""
"04-6009000"|"FREDERICK H JONES"|"1076378"|"0.0489160000"|"0.0364500000"|"0.0493610000"|""|""|""|""|""|""|""|""
"04-6009066"|"FLORENCE L. MACKAY TRUST"|"1076379"|"0.0471490000"|"0.0415260000"|"0.0471550000"|""|""|""|""|""|""|""|""
"04-6009170"|"MARGARET M HURLEY RES TR"|"1076380"|"0.0413390000"|"0.0462500000"|"0.0519410000"|""|""|""|""|""|""|""|""
"04-6009247"|"JENNIE SEARS MCSHANE TRUST"|"1076381"|"0.0440520000"|"0.0382880000"|"0.0466980000"|""|""|""|""|""|""|""|""
"04-6009254"|"IDA S. BARTER TRUST"|"1076382"|"0.0475950000"|"0.0443710000"|"0.0555990000"|"0.0482800000"|"0.0490660000"|""|""|""|""|""|""
"04-6009458"|"CHARLES H PEARSON TRUST"|"1076383"|"0.0543800000"|"0.0477000000"|"0.0657400000"|"0.0481370000"|"0.0470160000"|""|""|""|""|""|""
"04-6011097"|"GEORGE W.P. MAGEE TRUST"|"1076384"|"0.0397020000"|"0.0488210000"|"0.0645810000"|""|""|""|""|""|""|""|""
"04-6011911"|"EARLE P CHARLTON TRUST"|"1076385"|"0.0472550000"|"0.0451840000"|"0.0638900000"|""|""|""|""|""|""|""|""
"04-6011912"|"IDA S. CHARLTON FUND"|"1076386"|"0.0414710000"|"0.0419280000"|"0.0453100000"|""|""|""|""|""|""|""|""
"04-6011934"|"GENNIE B ROBINSON TRUST"|"1076387"|"0.0377000000"|"0.0393380000"|"0.0587320000"|""|""|""|""|""|""|""|""
"04-6012026"|"FRANK R PETERS TRUST"|"1076388"|"0.0446910000"|"0.0454940000"|"0.0621630000"|"0.0445880000"|"0.0408340000"|""|""|""|""|""|""
"04-6012091"|"EARLE P. CHARLTON TRUST"|"1076389"|"0.0415440000"|"0.0419840000"|"0.0453950000"|""|""|""|""|""|""|""|""
"04-6019146"|"MAUDE-FRANCES CHILDREN'S FUND"|"1076391"|"0.0458980000"|"0.0419290000"|"0.0640590000"|"0.0531130000"|"0.0488770000"|""|""|""|""|""|""
"04-6019793"|"ALICE W MILES T/U/W-WORC HS"|"1076392"|"0.0524930000"|"0.0594820000"|"0.0546340000"|"0.0500570000"|"0.0446750000"|""|""|""|""|""|""
"04-6020426"|"CHARLES G PRINGLE FOUNDATION"|"1076393"|"0.0573020000"|"0.0552660000"|"0.0581340000"|"0.0591830000"|"0.0567220000"|""|""|""|""|""|""
"04-6024733"|"TTEE U/W OF CLARK HARWOOD"|"1076394"|"0.0447090000"|"0.0368340000"|"0.0498730000"|""|""|""|""|""|""|""|""
"04-6025910"|"THOMAS MINNS FUND"|"1076395"|"0.0458510000"|"0.0408140000"|"0.0458070000"|""|""|""|""|""|""|""|""
"04-6025922"|"F S PARMENTER B/O A C P U/W"|"1076396"|"0.0452640000"|"0.0501010000"|"0.0567510000"|"0.0491970000"|"0.0463180000"|""|""|""|""|""|""
"04-6025957"|"MEMORIAL FUND"|"1076397"|"0.0510640000"|"0.0446110000"|"0.0461740000"|"0.0515810000"|"0.0484430000"|""|""|""|""|""|""
"04-6026051"|"CAROLINE FABENS-APPTD FD U/W"|"1076398"|"0.0359390000"|"0.0407050000"|"0.0479950000"|""|""|""|""|""|""|""|""
"04-6026213"|"TTEE U/D OF GEORGE NORMAN ALBREE +"|"1076399"|"0.0491030000"|"0.0458180000"|"0.0468010000"|"0.0465590000"|"0.0473980000"|""|""|""|""|""|""
"04-6027776"|"CORNERSTONE FOUNDATION"|"1076400"|"0.0466340000"|"0.0399800000"|"0.0686500000"|"0.0427330000"|"0.0458740000"|""|""|""|""|""|""
"04-6033442"|"CALKINS FBO SALVATION ARMY UW FLEET NATIONAL BANK"|"1076402"|"0.0410580000"|"0.0402440000"|"0.0410350000"|""|""|""|""|""|""|""|""
"04-6033568"|"FLORENCE J TRYON TR UW"|"1076403"|"0.0503450000"|"0.0444320000"|"0.0613640000"|"0.0517420000"|"0.0459210000"|""|""|""|""|""|""
"04-6033865"|"ARTHUR D. BUDD U/A"|"1076404"|"0.0518690000"|"0.0584530000"|"0.0712670000"|""|""|""|""|""|""|""|""
"04-6041304"|"NEWBURYPORT HOWARD BENEVOLENT SOCIETY"|"1076405"|"0.0212870000"|"0.0288560000"|"0.0271180000"|"0.0306100000"|"0.0418540000"|""|""|""|""|""|""
"04-6046234"|"HELEN G. BUDD MEMORIAL FUND"|"1076407"|"0.0517770000"|"0.0583290000"|"0.0711930000"|""|""|""|""|""|""|""|""
"04-6047134"|"CHRLES MONTAGUE CHARITABLE TR"|"1076408"|"0.0451780000"|"0.0467600000"|"0.0560090000"|"0.0506870000"|"0.0469100000"|""|""|""|""|""|""
"04-6051719"|"CLYDE PARK CHARITABLE FOUDNATION"|"1076410"|"0.0982550000"|"0.1054100000"|"0.0043350000"|"0.0268340000"|"0.0393080000"|""|""|""|""|""|""
"04-6054630"|"POMROY REBECCA FOUNDATION INC (CUST)"|"1076411"|"0.0475480000"|"0.0537200000"|"0.0638770000"|"0.0468360000"|"0.0487490000"|""|""|""|""|""|""
"04-6060558"|"TAZEWELL FOUNDATION"|"1076412"|"0.0604670000"|"0.0631740000"|"0.0682600000"|"0.0558990000"|"0.0517860000"|""|""|""|""|""|""
"04-6069834"|"The Fragment Society"|"1076413"|""|""|""|""|""|""|""|""|""|""|""
"04-6089241"|"MABEL A. HORNE FUND FLEET NATIONAL BANK"|"1076414"|"0.0514450000"|"0.0454000000"|"0.0575030000"|"0.0534860000"|"0.0489170000"|""|""|""|""|""|""
"04-6089261"|"BEATRICE D PIERCE TRUST"|"1076415"|"0.0459660000"|"0.0477650000"|"0.0670790000"|"0.0554500000"|"0.0456500000"|""|""|""|""|""|""
"04-6091333"|"BUSIEL FRANK E TR U/WILL"|"1076416"|"0.0596730000"|"0.0443620000"|"0.0632200000"|"0.0476430000"|"0.0466780000"|""|""|""|""|""|""
"04-6091358"|"CONANT WILLIAM H TR U/IND"|"1076417"|"0.0462100000"|"0.0438110000"|"0.0337820000"|"0.0704400000"|"0.0465120000"|""|""|""|""|""|""
"04-6091664"|"SMITH TIMOTHY TR U/WILL"|"1076418"|"0.0473990000"|"0.0038170000"|"0.0060630000"|"0.0038740000"|"0.0044340000"|""|""|""|""|""|""
"04-6091666"|"SMITH TIMOTHY TR U/WILL"|"1076419"|"0.0455410000"|"0.0439940000"|"0.0675300000"|"0.0500080000"|"0.0444580000"|""|""|""|""|""|""
"04-6091682"|"STRAUSS PETER E TR U/WILL"|"1076420"|"0.0638800000"|"0.0439430000"|"0.0454100000"|"0.0000000000"|"0.0000000000"|""|""|""|""|""|""
"04-6092559"|"REED FANNY B TR U/WILL"|"1076421"|"0.0483160000"|"0.0480210000"|"0.0600670000"|"0.0433160000"|"0.0352830000"|""|""|""|""|""|""
"04-6092890"|"WHITNEY MARY D TR U/WILL"|"1076422"|"0.0636710000"|"0.0539310000"|"0.0476240000"|"0.0492600000"|"0.0585660000"|""|""|""|""|""|""
"04-6092957"|"AUNCE EDWARD P TR U/WILL"|"1076423"|"0.0526850000"|"0.0512730000"|"0.0544860000"|"0.0000000000"|"0.0000000000"|""|""|""|""|""|""
"04-6093047"|"WARREN FRANCES KNOWLES TP U/IND"|"1076424"|"0.0477510000"|"0.0514560000"|"0.0646620000"|"0.0000000000"|"0.0000000000"|""|""|""|""|""|""
"04-6093280"|"PETHYBRIDGE HARRY M-TR"|"1076425"|"0.0486380000"|"0.0482860000"|"0.0576510000"|"0.0000000000"|"0.0000000000"|""|""|""|""|""|""
"04-6093316"|"EMERY GEORGIANA TR U/WILL"|"1076426"|"0.0507080000"|"0.0455240000"|"0.0517990000"|"0.0000000000"|"0.0000000000"|""|""|""|""|""|""
"04-6093516"|"WARREN FRANCES KNOWLES TR U/AGREE"|"1076428"|"0.0478040000"|"0.0512220000"|"0.0647430000"|"0.0000000000"|"0.0000000000"|""|""|""|""|""|""
"04-6093518"|"WARREN FRANCES KNOWLES TR U/AGREE"|"1076429"|"0.0476900000"|"0.0511760000"|"0.0647350000"|"0.0000000000"|"0.0000000000"|""|""|""|""|""|""
"04-6093554"|"EIGHTON EDWARD K TR U/WILL"|"1076430"|"0.0519780000"|"0.0509450000"|"0.0534520000"|"0.0000000000"|"0.0000000000"|""|""|""|""|""|""
"04-6093555"|"LEIGHTON EDWARD K TR U/WILL"|"1076431"|"0.0482890000"|"0.0503900000"|"0.0535260000"|"0.0000000000"|"0.0000000000"|""|""|""|""|""|""
"04-6093840"|"SNEATH DOROTHY MELCHER TR C/IND"|"1076432"|"0.0465050000"|"0.0541350000"|"0.0649290000"|"0.0499970000"|"0.0491960000"|""|""|""|""|""|""
"04-6093897"|"CHASE ALICE P TR U/IND"|"1076433"|"0.0543930000"|"0.0459910000"|"0.0478000000"|"0.0489060000"|"0.0475530000"|""|""|""|""|""|""
"04-6094293"|"TR U/WILL COLMAN BLANCHE E"|"1076434"|"0.0606500000"|"0.0551350000"|"0.0673890000"|"0.0458110000"|"0.0441850000"|""|""|""|""|""|""
"04-6096914"|"RUSSELL W S UW BEN G A RUSSELL"|"1076435"|"0.0893170000"|"0.0352280000"|"0.0649200000"|"0.0432790000"|"0.0342850000"|""|""|""|""|""|""
"04-6096926"|"COX CHARLES M U IND DTD 12 31 34"|"1076436"|"0.0444950000"|"0.0753340000"|"0.0401110000"|"0.0298930000"|"0.0285410000"|""|""|""|""|""|""
"04-6137368"|"WILLIAM L PULLEN TRUST"|"1076437"|"0.0461480000"|"0.0412570000"|"0.0487040000"|""|""|""|""|""|""|""|""
"04-6154761"|"ELIZABETH TANNATT BUFFUM U/A"|"1076438"|"0.0385040000"|"0.0391250000"|"0.0404380000"|""|""|""|""|""|""|""|""
"04-6171963"|"HORACE C HUNT MEMORIAL FOUNDATION"|"1076439"|"0.0436360000"|"0.0473840000"|"0.0571130000"|"0.0518030000"|"0.0460070000"|""|""|""|""|""|""
"04-6173120"|"TEKULSKY ANNA HARVEY TR U/DECL"|"1076440"|"0.0544970000"|"0.0441740000"|"0.0345010000"|"0.0607800000"|"0.0485830000"|""|""|""|""|""|""
"04-6191561"|"TRASK JOSEPHINE B IRR TR DTD 7/24/68"|"1076441"|"0.0367770000"|"0.0602530000"|"0.0661110000"|""|""|""|""|""|""|""|""
"04-6197659"|"JOAN GOODSPEED TR/U/W"|"1076442"|"0.0236880000"|"0.0307540000"|"0.0436100000"|""|""|""|""|""|""|""|""
"04-6237788"|"PRINCE LUCINDA WYMAN TR U/WILL"|"1076443"|"0.0484930000"|"0.0482600000"|"0.0592920000"|"0.0000000000"|"0.0000000000"|""|""|""|""|""|""
"04-6240765"|"ROSE KNOOP"|"1076444"|"0.0457320000"|"0.0456990000"|"0.0639990000"|"0.0484010000"|"0.0484480000"|""|""|""|""|""|""
"04-6246000"|"BAYLEY HARRIET B TR U/IND"|"1076445"|"0.0553710000"|"0.0564330000"|"0.0485590000"|"0.0446070000"|"0.0414780000"|""|""|""|""|""|""
"04-6384106"|"BURROUGHS HARRY F TR U/IND"|"1076446"|"0.0464320000"|"0.0436290000"|"0.0570220000"|"0.0543260000"|"0.0466040000"|""|""|""|""|""|""
"04-6384971"|"FOX MARION TR U/WILL ART4"|"1076447"|"0.0654600000"|"0.0612320000"|"0.1119750000"|"0.0000000000"|"0.0000000000"|""|""|""|""|""|""
"04-6418554"|"BETSEY W. TABER TR/U/W+"|"1076448"|"0.0399140000"|"0.0406540000"|"0.0587100000"|"0.0752470000"|"0.0372340000"|""|""|""|""|""|""
"04-6423442"|"TOMPKINS EDNA H TR U/WILL"|"1076449"|"0.0408040000"|"0.0466230000"|"0.0589800000"|"0.0554930000"|"0.0029090000"|""|""|""|""|""|""
"04-6477185"|"MEYER HAROLD F TR U/AGREE"|"1076450"|"0.0643990000"|"0.0546760000"|"0.0558670000"|"0.0000000000"|"0.0000000000"|""|""|""|""|""|""
"04-6508843"|"TTEE U/W OF AMANDA BESSE"|"1076451"|"0.0433430000"|"0.0389190000"|"0.1126630000"|"0.0491810000"|"0.0468870000"|""|""|""|""|""|""
"04-6595469"|"SHAUGHNESSY CHARITABLE TRUST"|"1076452"|"0.2166610000"|"0.1787720000"|"0.1644850000"|"0.1016390000"|"0.1192600000"|""|""|""|""|""|""
"04-6607402"|"BEN & ZELMA DORSON CHRTBLE FNDN IMA 1-04015"|"1076453"|"0.0477270000"|"0.0479960000"|"0.0651320000"|"0.0408950000"|"0.0465440000"|""|""|""|""|""|""
"04-6747335"|"BEMIS-TRUST IN DIVERSITY, THOMAS E. PECKHAM, TRUSTEE"|"1076454"|"0.0101630000"|"0.0205840000"|"0.0520970000"|"0.2244520000"|"0.0350730000"|""|""|""|""|""|""
"04-6749251"|"FIELDS/HANNAGAN/WALTERS FNDN"|"1076455"|"0.0652850000"|"0.0679070000"|"0.0683670000"|"0.0358170000"|"0.0313620000"|""|""|""|""|""|""
"04-6822881"|"ALTURAS ENDOWMENT"|"1076456"|"0.0550600000"|"0.0791820000"|"0.0576010000"|"0.0318700000"|"0.0423080000"|""|""|""|""|""|""
"04-6898402"|"Philippe Cittron Charitable Foundation Trust"|"1076457"|"0.3301360000"|"0.2410960000"|"0.1033370000"|"0.0910370000"|"0.0595750000"|""|""|""|""|""|""
"04-6043096"|"MacPherson Fund Inc"|"1077460"|"0.0206830000"|"0.0284010000"|"0.0462600000"|"0.0527720000"|"0.0585550000"|""|""|""|""|""|""
"02-0738401"|"INTERNATIONAL OSTEOPOROSIS FOUNDATION - USA INC."|"1082138"|""|""|""|""|""|""|""|""|""|""|""
"04-3032409"|"BUTLER CONSERVATION FUND INC"|"1082140"|"0.0423660000"|"0.0398290000"|"0.0320250000"|"0.0452360000"|"0.0494680000"|""|""|""|""|""|""
"02-6059690"|"WALDO & ALICE AYER TRUST 3035010252"|"1082328"|"0.0222660000"|"0.0415080000"|"0.0523200000"|"0.0506000000"|"0.0466940000"|""|""|""|""|""|""
"02-6080902"|"Anne S Howells Charitable Trust"|"1082329"|"0.0357470000"|"0.0511170000"|"0.0396980000"|"0.0447530000"|"0.0467450000"|""|""|""|""|""|""
"04-2111388"|"The Fitch Home, Inc."|"1082332"|""|""|""|""|""|""|""|""|""|""|""
"04-3400633"|"THE DURANT FAMILY FOUNDATION #0745364"|"1082342"|"0.0482890000"|"0.0513660000"|"0.0479990000"|"0.0524510000"|"0.0430340000"|""|""|""|""|""|""
"04-3496080"|"THE GREGORY FOUNDATION TRUST"|"1082347"|"0.0590890000"|"0.0454650000"|"0.0040250000"|"0.0032670000"|"0.0054640000"|""|""|""|""|""|""
"04-6014190"|"SALEM FEMALE CHARITABLE SOCIETY"|"1082351"|"0.0546420000"|"0.0471100000"|"0.0654140000"|"0.0521530000"|"0.0468050000"|""|""|""|""|""|""
"04-6065495"|"NATHANIEL TAYLOR FUND, INC"|"1082353"|"0.0500740000"|"0.0480070000"|"0.0411650000"|"0.0420280000"|"0.0423440000"|""|""|""|""|""|""
"04-6091533"|"LAWRENCE DANIEL W TR U/AGREE"|"1082354"|"0.0538950000"|"0.0526560000"|"0.0549080000"|"0.0000000000"|"0.0000000000"|""|""|""|""|""|""
"04-6745180"|"THE IORIO CHARITABLE FOUNDATION"|"1082357"|"0.0443710000"|"0.0258330000"|"0.0215620000"|"0.0172320000"|"0.0225270000"|""|""|""|""|""|""
"01-0617948"|"S O CHARITABLE TRUST"|"1083283"|"0.0394600000"|"0.0821420000"|"0.0660930000"|"0.4631340000"|"0.5096230000"|""|""|""|""|""|""
"02-0747955"|"THE VINCENT AND CAROL W DEAN FAMILY CHARITABLE FOUNDATION"|"1083284"|"0.0306940000"|"0.0028050000"|"0.0717030000"|"0.0385260000"|"0.0514720000"|""|""|""|""|""|""
"04-3408722"|"THE UPSTREAM FOUNDATION"|"1083285"|"0.2102140000"|"0.1852110000"|"0.1176050000"|"0.0620650000"|"0.0533830000"|""|""|""|""|""|""
"01-0211537"|"OAK GROVE SCHOOL"|"1083584"|"0.1134240000"|"0.0812780000"|"0.0996560000"|"0.0759120000"|"0.0831720000"|""|""|""|""|""|""
"01-0537127"|"VIRGINIA HODGKINS SOMERS FOUNDATION, INC"|"1083588"|"0.0478540000"|"0.0472020000"|"0.0571420000"|"0.0572650000"|"0.0512030000"|""|""|""|""|""|""
"01-0626611"|"WALTER PAYNE FOUNDATION"|"1083589"|"0.0504700000"|"0.0514190000"|"0.0591840000"|"0.0507980000"|"0.0471540000"|""|""|""|""|""|""
"01-6009168"|"KING SPRUCE COMPANY"|"1083590"|"0.0478710000"|"0.0488280000"|"0.0631910000"|"0.0407880000"|"0.0299930000"|""|""|""|""|""|""
"01-6128257"|"JAMES JACKSON TRUST 10 -101200051000"|"1083591"|"0.1035150000"|"0.0316990000"|"0.0516360000"|"0.0547880000"|"0.0590340000"|""|""|""|""|""|""
"01-6173503"|"EVELYN E. STRICKLIN SCHOLARSHIP FOUNDATION"|"1083592"|"0.0408990000"|"0.0508210000"|"0.0632540000"|"0.0551020000"|"0.0499070000"|""|""|""|""|""|""
"02-0434037"|"FOUNDATION FOR INFORMED MEDICAL DECISION MAKING, INC."|"1083595"|"0.6190640000"|"0.6235980000"|"0.6705760000"|"0.8787610000"|"1.8661720000"|""|""|""|""|""|""
"02-0511160"|"HELEN & WILLIAM MAZER FOUNDATION"|"1083597"|"0.0463520000"|"0.0489430000"|"0.0492610000"|"0.0520540000"|"0.0426780000"|""|""|""|""|""|""
"02-0685568"|"HARPER FAMILY CHARITABLE FOUNDATION INC"|"1083599"|"0.0525900000"|"0.0527800000"|"0.0514950000"|"0.0566710000"|"0.0584110000"|""|""|""|""|""|""
"03-0323120"|"THE MORRIS & BESSIE ALTMAN FOUNDATION"|"1083604"|"0.1102710000"|"0.0992510000"|"0.0952050000"|"0.0887750000"|"0.0842230000"|""|""|""|""|""|""
"04-2104858"|"ROXBURY HOME FOR AGED WOMEN"|"1083609"|"0.0413130000"|"0.2614050000"|"0.0110440000"|""|""|""|""|""|""|""|""
"04-2129132"|"HOWARD BENEVOLENT SOCIETY"|"1083611"|"0.0536970000"|"0.0586040000"|"0.0608020000"|"0.0529070000"|"0.0467660000"|""|""|""|""|""|""
"04-2131415"|"SARAH GILLETT SERVICES FOR THE ELDERLY, INC"|"1083612"|"0.0562640000"|"0.0683270000"|"0.0583840000"|"0.0651990000"|"0.0606980000"|""|""|""|""|""|""
"04-3134266"|"JOHN & SONIA LINGOS FAMILY FOUNDATION INC"|"1083624"|"0.0414760000"|"0.0462640000"|"0.0586750000"|"0.0455960000"|"0.0412520000"|""|""|""|""|""|""
"04-3212098"|"HINDA L & ARTHUR MARCUS FOUNDATION FKA FRED & HINDA SHUMAN FOUNDATION"|"1083625"|"0.0560330000"|"0.0570510000"|"0.0559240000"|"0.0629990000"|"0.0632710000"|""|""|""|""|""|""
"04-3214315"|"PAUL & ELAINE CHERVINSKY CHARITABLE FOUNDATION"|"1083626"|"0.0295110000"|"0.0686880000"|"0.0453740000"|"0.0755370000"|"0.0438050000"|""|""|""|""|""|""
"04-3254104"|"FREDERICK OJ MUZI FOUNDATION"|"1083627"|"5.0659630000"|"5.8546430000"|"10.2859730000"|"116.8300650000"|"6.0746310000"|""|""|""|""|""|""
"04-3303760"|"WEBSTER FIVE FOUNDATION, INC."|"1083629"|"1.1317230000"|"2.6616930000"|"1.7745130000"|"2.5745310000"|"3.4872020000"|""|""|""|""|""|""
"04-3335235"|"THE LADD FAMILY FOUNDATION"|"1083631"|"0.0494210000"|"0.0547890000"|"0.0552610000"|"0.0547670000"|"0.0408820000"|""|""|""|""|""|""
"04-3340127"|"PIECEWORK PARTNERS"|"1083632"|"0.0921000000"|"0.0886810000"|"0.0925730000"|"0.0949410000"|"0.0815490000"|""|""|""|""|""|""
"04-3525914"|"YOUNG FAMILY FOUNDATION"|"1083638"|"0.0484000000"|"0.0483600000"|"0.0593400000"|"0.0513800000"|"0.0475500000"|""|""|""|""|""|""
"04-3542326"|"The Halfway Rock Foundation"|"1083639"|"0.0948900000"|"0.0940900000"|"0.0759300000"|"0.0435100000"|"0.0471400000"|""|""|""|""|""|""
"04-6044779"|"THE HOPEDALE FOUNDATION"|"1083644"|"0.0549800000"|"0.0641120000"|"0.0778760000"|"0.0594440000"|"0.0672640000"|""|""|""|""|""|""
"04-6049543"|"GERMAN LADIES AID SOCIETY OF BOSTON, INC"|"1083645"|"0.0824760000"|"0.0767590000"|"0.0749640000"|"0.0731440000"|"0.0705580000"|""|""|""|""|""|""
"04-6057931"|"TRUST U/W HENRY FARNAM LINDA S. DALBY ET AL TRUSTEES"|"1083646"|"0.0354790000"|"0.0469360000"|"0.0487230000"|"0.0344810000"|"0.0443530000"|""|""|""|""|""|""
"04-6060265"|"RUDNICK CHARITABLE FOUNDATION, INC."|"1083647"|"0.1623020000"|"0.0457310000"|"0.0374540000"|"0.0407020000"|"0.0385080000"|""|""|""|""|""|""
"04-6091426"|"FAY EUGENE F TR U/WILL"|"1083649"|"0.0534790000"|"0.0467830000"|"0.0543700000"|"0.0607260000"|"0.0337970000"|""|""|""|""|""|""
"04-6091916"|"KELLY ROBERT H TR U/IND"|"1083650"|"0.0531240000"|"0.0526300000"|"0.0785270000"|"0.0000000000"|"0.0000000000"|""|""|""|""|""|""
"04-6092036"|"RICHARDS HELEN R TR U/WILL"|"1083651"|"0.0511590000"|"0.0504080000"|"0.0530190000"|"0.0000000000"|"0.0000000000"|""|""|""|""|""|""
"04-6198798"|"The Fisher-Renkert Foundation"|"1083655"|"0.0734560000"|"0.0865430000"|"0.1399830000"|"0.1031150000"|"0.1010430000"|""|""|""|""|""|""
