"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"COMPENSATION"|"OTHER_SALARIES"|"PENSION_PLANS"|"LEGAL_FEES"|"ACCOUNTING_FEES"|"PROFESSIONAL_FEES"|"INTEREST"|"TAXES"|"DEPRECIATION"|"OCCUPANCY"|"CONFERENCES"|"PRINTING"|"OTHER_EXPENSES"|"TOTAL_OPERATING_EXPENSES"|"CONTRIBUTIONS"|"TOTAL_EXPENSES"|"NET_INVESTMENT_INCOME"|"ADJUSTED_NET_INCOME"|"INTEREST_SAVINGS"|"DIVIDENDS_SECURITIES"|"GROSS_RENTS"|"SALE_ASSETS"|"PROFIT_SALES"|"OTHER_INC"|"TOTAL_INC"|"REV_INVEST_INC"|"COMPENSATION_INV"|"COMPENSATION_DIS"|"OTHER_SALARIES_INV"|"OTHER_SALARIES_DIS"|"PENSION_PLANS_INV"|"PENSION_PLANS_DIS"|"LEGAL_FEES_INV"|"LEGAL_FEES_DIS"|"ACCOUNTING_FEES_INV"|"ACCOUNTING_FEES_DIS"|"PROFESSIONAL_FEES_CBX"|"PROFESSIONAL_FEES_INV"|"PROFESSIONAL_FEES_DIS"|"INTEREST_DIS"|"TAXES_DIS"|"OCCUPANCY_DIS"|"CONFERENCES_DIS"|"PRINTING_DIS"|"OTHER_EXPENSES_CBX"|"OTHER_EXPENSES_DIS"|"TOTAL_OA_EXPENSES_INV"|"TOTAL_OA_EXPENSES_DIS"|"CONTRIBUTIONS_DIS"|"TOTAL_EXPENSES_INV"|"TOTAL_EXPENSES_DIS"|"CONTRIBUTIONS_RCVD"
"04-6012150"|"HIRAM FRANCIS MILLS TRUST U/WILL"|"1013049"|"0.0000"|""|""|"5682.0000"|"1750.0000"|"7906.0000"|""|"667.0000"|""|""|""|""|"35.0000"|"16040.0000"|"36690.0000"|"52730.0000"|"27546.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6112820"|"GEORGIANA GODDARD EATON MEMORIAL FUND"|"1013050"|"0.0000"|""|""|"757.0000"|"2160.0000"|"49491.0000"|""|"44903.0000"|"66369.0000"|""|""|""|"23508.0000"|"187188.0000"|"387859.0000"|"575047.0000"|"194022.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6856264"|"THE ROBERT G SEGEL AND JANICE L SHERMAN FAMILY FOUNDATION"|"1013051"|"0.0000"|""|""|""|"4950.0000"|""|""|"43.0000"|""|""|""|""|"125.0000"|"5118.0000"|"162205.0000"|"167323.0000"|"11801.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0421806"|"THE BILL AND JOAN ALFOND FOUNDATION"|"1013227"|"0.0000"|""|""|""|"3000.0000"|"102349.0000"|"28.0000"|"41.0000"|""|""|""|""|"59358.0000"|"164776.0000"|"414211.0000"|"578987.0000"|"113725.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0705507"|"IRAIDA CADANO CHARITABLE FOUNDATION"|"1013228"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|"3128.0000"|"3128.0000"|"135056.0000"|"138184.0000"|"44.0000"|"44.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0516305"|"LYMAN B POPE JR FOUNDATION"|"1013229"|"0.0000"|""|""|"36.0000"|"1840.0000"|""|""|"1308.0000"|""|""|""|""|"75.0000"|"3259.0000"|"560800.0000"|"564059.0000"|"48316.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0524940"|"SKRUNGLOO FARM, INC."|"1013230"|"48087.0000"|""|""|"10267.0000"|"3310.0000"|"190.0000"|""|"1263.0000"|""|""|""|""|"11627.0000"|"74744.0000"|"85000.0000"|"159744.0000"|"77507.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0718525"|"KOOK MIN HUR FOUNDATION"|"1013231"|"0.0000"|""|""|""|"969.0000"|"6275.0000"|""|""|""|""|""|""|"-35.0000"|"7209.0000"|"25000.0000"|"32209.0000"|"32405.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-6007760"|"J WILFRED ANCTIL FOUNDATION"|"1013232"|"10499.0000"|""|""|""|"500.0000"|""|""|"1773.0000"|""|""|""|""|"5706.0000"|"18478.0000"|"69950.0000"|"88428.0000"|"61110.0000"|"500.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"03-0460786"|"THE JANE & ALAN CORNELL FOUNDATION INC."|"1013234"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"21386.0000"|"21386.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-2690883"|"CLIFFORD CHARITABLE FOUNDATION"|"1013235"|"0.0000"|""|""|""|"3900.0000"|"14491.0000"|""|"4558.0000"|""|""|""|""|"35.0000"|"22984.0000"|"241000.0000"|"263984.0000"|"43510.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-2768239"|"YAWKEY FOUNDATION II"|"1013236"|"182500.0000"|""|""|"10134.0000"|"100775.0000"|"2500594.0000"|""|"631339.0000"|""|""|"12115.0000"|""|"2240166.0000"|"5677623.0000"|"20912439.0000"|"26590062.0000"|"20556267.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-3294783"|"JULIA CHILD FOUNDATION FOR GASTRONOMY AND THE CULINARY ARTS"|"1013237"|"0.0000"|""|""|"12538.0000"|"22863.0000"|"41038.0000"|""|"935.0000"|""|""|"2045.0000"|""|"16618.0000"|"96037.0000"|"119500.0000"|"215537.0000"|"780158.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-3541560"|"THE GOODTREE/GORDON CHARITABLE FOUNDATION"|"1013239"|"0.0000"|""|""|""|"2032.0000"|"3300.0000"|""|""|""|""|""|""|""|"5332.0000"|"59800.0000"|"65132.0000"|"20833.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-3581722"|"THE CEDAR STREET FOUNDATION JH1204"|"1013241"|""|""|""|""|"2784.0000"|"29031.0000"|""|"22539.0000"|""|""|""|""|"968.0000"|"55322.0000"|"420000.0000"|"475322.0000"|"706616.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6009552"|"DANIEL W FIELD TRUST"|"1013242"|"58179.0000"|""|""|""|"1250.0000"|""|""|"9399.0000"|""|""|""|""|"125.0000"|"68953.0000"|"423620.0000"|"492573.0000"|"822843.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6019020"|"T WALTER CARMAN T/U/W SHRINERS"|"1013243"|"45820.0000"|""|""|""|"980.0000"|""|""|"18264.0000"|""|""|""|""|"470.0000"|"65534.0000"|"155195.0000"|"220729.0000"|"296034.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6019038"|"JAMES P GRAY"|"1013244"|"11491.0000"|""|""|""|"935.0000"|""|""|"10645.0000"|""|""|""|""|"435.0000"|"23506.0000"|"168221.0000"|"191727.0000"|"310450.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6019088"|"WILLIAM B WALKER"|"1013246"|"32571.0000"|""|""|""|"935.0000"|""|""|"8567.0000"|""|""|""|""|"435.0000"|"42508.0000"|"148533.0000"|"191041.0000"|"271077.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6019105"|"FREDERICK H GILLETT B/O YMCA"|"1013247"|"41141.0000"|""|""|""|"1250.0000"|""|""|"15401.0000"|""|""|""|""|"470.0000"|"58262.0000"|"308496.0000"|"366758.0000"|"310471.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6028223"|"TR U/W JOHN H SANDERSON"|"1013248"|"28299.0000"|""|""|"1027.0000"|"935.0000"|""|""|"17224.0000"|""|""|""|""|"585.0000"|"48070.0000"|"175755.0000"|"223825.0000"|"223216.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6033808"|"HERVEY L SMITH UA"|"1013249"|"35697.0000"|""|""|""|"1250.0000"|""|""|"13412.0000"|""|""|""|""|"70.0000"|"50429.0000"|"169177.0000"|"219606.0000"|"382882.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6035855"|"WILLIAM SKINNER HOLYOKE HOSP"|"1013250"|"23273.0000"|""|""|""|""|""|""|"5122.0000"|""|""|""|""|"35.0000"|"28430.0000"|"64847.0000"|"93277.0000"|"97926.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6050704"|"THE ELLISON FOUNDATION ELTON DREW, TRUS C/O ELTON DREW"|"1013251"|"180000.0000"|""|""|""|"54500.0000"|"428107.0000"|""|"78567.0000"|""|""|""|""|"2504.0000"|"743678.0000"|"3935000.0000"|"4678678.0000"|"6810054.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6060702"|"JOHN MCELANEY TRUST U/W FBO TOWN OF AVON"|"1013252"|"3000.0000"|""|""|"757.0000"|"1475.0000"|""|""|"160.0000"|""|""|""|""|"1858.0000"|"7250.0000"|"13500.0000"|"20750.0000"|"4800.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6135027"|"CARL & RUTH SHAPIRO FAMILY FOUNDATION"|"1013253"|"155007.0000"|"22000.0000"|"2065.0000"|"11016.0000"|"5390.0000"|"39099.0000"|""|"9373.0000"|"37975.0000"|"129206.0000"|"3676.0000"|""|"21561.0000"|"436368.0000"|"13549117.0000"|"13985485.0000"|"1680025.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6136011"|"JAMES B CORCORAN"|"1013254"|"22841.0000"|""|""|"255.0000"|""|""|""|"5600.0000"|""|""|""|""|"435.0000"|"29131.0000"|"95574.0000"|"124705.0000"|"104033.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6142600"|"WYMAN-GORDON FOUNDATION"|"1013255"|"6000.0000"|""|""|""|"20750.0000"|""|""|"8267.0000"|""|""|""|""|"22974.0000"|"57991.0000"|"232850.0000"|"290841.0000"|"213527.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6427501"|"BECK CHRISTINE L TRUST U/A"|"1013256"|"15817.0000"|""|""|""|"1250.0000"|""|""|"4998.0000"|""|""|""|""|"35.0000"|"22100.0000"|"161041.0000"|"183141.0000"|"299061.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6512448"|"E BROOKS TR FBO ANIMAL RESCUE"|"1013257"|"24910.0000"|""|""|""|"890.0000"|""|""|"2293.0000"|""|""|""|""|"35.0000"|"28128.0000"|"138512.0000"|"166640.0000"|"259873.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6512450"|"E BROOKS TR - ANGELL EME HOSP"|"1013258"|"25089.0000"|""|""|""|"935.0000"|""|""|"2313.0000"|""|""|""|""|"35.0000"|"28372.0000"|"139848.0000"|"168220.0000"|"271782.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6705444"|"CHELONIAN RESEARCH FOUNDATION"|"1013259"|"0.0000"|"9971.0000"|""|""|"7500.0000"|""|"36.0000"|"131.0000"|""|""|"19706.0000"|"11216.0000"|"3255.0000"|"51815.0000"|"121180.0000"|"172995.0000"|"436.0000"|"2879.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6728351"|"THE VIRGINIA WELLINGTON CABOT FOUNDATION CO CABOT-WELLINGTON LLC"|"1013260"|"0.0000"|""|""|""|"33750.0000"|"389306.0000"|""|"11648.0000"|""|"22025.0000"|"9107.0000"|"1542.0000"|"10729.0000"|"478107.0000"|"952481.0000"|"1430588.0000"|"935289.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6007242"|"RALPH AND MARY SIMMONS WELFARE FND 10 - 101160023000"|"1013706"|"1283.0000"|""|""|""|""|""|""|"495.0000"|""|""|""|""|""|"1778.0000"|"27469.0000"|"29247.0000"|"13455.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6007504"|"JOHN W MANSON TRUST 10 - 101200039320"|"1013707"|"14908.0000"|""|""|""|"2500.0000"|""|""|"2156.0000"|""|""|""|""|""|"19564.0000"|"70000.0000"|"89564.0000"|"116433.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6065594"|"DOROTHY AMES TRUST 10 -101160032580"|"1013708"|"8648.0000"|""|""|""|"1500.0000"|""|""|"428.0000"|""|""|""|""|""|"10576.0000"|"21092.0000"|"31668.0000"|"6026.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6076500"|"RICHARD S HUESTIS TRUST U/W 8/9/57 10-101200148440"|"1013710"|"23554.0000"|""|""|""|"2300.0000"|""|""|"3821.0000"|""|""|""|""|""|"29675.0000"|"132000.0000"|"161675.0000"|"49533.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-6007727"|"SCEVA SPEARE TR FBO BROOKHAVEN HOME FOR BOYS"|"1013711"|"19846.0000"|""|""|""|"1250.0000"|""|""|"5296.0000"|""|""|""|""|"75.0000"|"26467.0000"|"83931.0000"|"110398.0000"|"257120.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-6021464"|"ABBIE M GRIFFIN HOSPITAL FUND"|"1013712"|"2000.0000"|""|""|"223.0000"|"1450.0000"|"3463.0000"|""|"209.0000"|""|""|""|"171.0000"|"666.0000"|"8182.0000"|"11577.0000"|"19759.0000"|"10325.0000"|"3305.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-6021465"|"ABBIE M GRIFFIN MEMORIAL FUND"|"1013713"|"1000.0000"|""|""|"223.0000"|"1450.0000"|"3509.0000"|""|"159.0000"|""|""|""|"21.0000"|"666.0000"|"7028.0000"|"18366.0000"|"25394.0000"|"7046.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"03-6087553"|"HELEN P. LEFEVRE CHARITABLE TRUST"|"1013715"|"16761.0000"|""|""|""|"533.0000"|""|""|"3348.0000"|""|""|""|"7.0000"|"250.0000"|"20899.0000"|"92956.0000"|"113855.0000"|"186368.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-2103875"|"BERKSHIRE RETIREMENT HOME, INC"|"1013716"|"138529.0000"|"1697002.0000"|"231982.0000"|""|"11913.0000"|"52037.0000"|""|""|"166184.0000"|"148557.0000"|""|""|"1004279.0000"|"3450483.0000"|"0.0000"|"3450483.0000"|"295169.0000"|"3651449.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-2700063"|"TAPPER CHARITABLE FOUNDATION"|"1013717"|"0.0000"|""|""|""|"1300.0000"|""|""|"6417.0000"|""|""|""|""|"171.0000"|"7888.0000"|"179535.0000"|"187423.0000"|"150341.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-3341720"|"THE SPILLANE CHARITABLE FOUNDATION"|"1013718"|"0.0000"|""|""|""|"2642.0000"|""|""|"81.0000"|""|""|""|""|"35.0000"|"2758.0000"|"64000.0000"|"66758.0000"|"8387.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-3608094"|"LAWRENCE E WIHTIE FAMIL Y FOUNDATION"|"1013719"|"0.0000"|""|""|""|""|""|"65725.0000"|""|""|""|""|""|""|"65725.0000"|"137500.0000"|"203225.0000"|"9.0000"|"9.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6015548"|"MYRON L. FULLER TRUST"|"1013720"|"45324.0000"|""|""|""|"1250.0000"|""|""|"3708.0000"|""|""|""|""|"70.0000"|"50352.0000"|"224141.0000"|"274493.0000"|"374671.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6019494"|"MELLA M GRIMM FOX FOUNDATION"|"1013721"|"48652.0000"|""|""|""|"1250.0000"|""|""|"7768.0000"|""|""|""|""|""|"57670.0000"|"464902.0000"|"522572.0000"|"447161.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6044620"|"EASTERN CHARITABLE FOUNDATION"|"1013722"|"0.0000"|""|""|""|"1410.0000"|"9726.0000"|""|"730.0000"|""|""|""|""|"269.0000"|"12135.0000"|"52600.0000"|"64735.0000"|"25282.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6095808"|"BAILEY CO DECL 11 30 53 CHAR FD"|"1013723"|"7520.0000"|""|""|""|""|""|""|"365.0000"|""|""|""|""|"158.0000"|"8043.0000"|"37000.0000"|"45043.0000"|"56896.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6111827"|"TR U/W G GORHAM PETERS 7567-07552007373"|"1013724"|"11827.0000"|""|""|""|"1935.0000"|"73425.0000"|""|"15667.0000"|""|""|""|""|"250.0000"|"103104.0000"|"770000.0000"|"873104.0000"|"286009.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6421513"|"PETSAS CHARITABLE TRUST UA"|"1013725"|"10611.0000"|""|""|""|"935.0000"|""|""|"2789.0000"|""|""|""|""|"35.0000"|"14370.0000"|"27306.0000"|"41676.0000"|"45150.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6869254"|"ESTHER B. KAHN CHARITABLE FOUNDATION"|"1013727"|"20000.0000"|""|""|"492.0000"|""|"51650.0000"|""|"10880.0000"|""|""|""|""|"70.0000"|"83092.0000"|"166000.0000"|"249092.0000"|"263998.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6935987"|"EDITH CROCKER CHARITABLE TRUST"|"1013728"|"0.0000"|""|""|""|"2500.0000"|"4973.0000"|""|"496.0000"|""|""|""|""|"35.0000"|"8004.0000"|"29104.0000"|"37108.0000"|"21054.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0651698"|"WESTERN VIRGINIA ENVIRONMENTAL AND SOCIAL TRUST FOUNDATION"|"1015582"|"0.0000"|""|""|""|"475.0000"|"4167.0000"|""|""|""|""|""|""|""|"4642.0000"|"22825.0000"|"27467.0000"|"44769.0000"|"16566.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"03-0287574"|"BRYAN MEMORIAL GALLERY FOUNDATION, INC"|"1015626"|"67501.0000"|"34888.0000"|""|""|"1653.0000"|""|"1921.0000"|"9417.0000"|"7630.0000"|""|"356.0000"|"6017.0000"|"72775.0000"|"202158.0000"|"97.0000"|"202255.0000"|"2218.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-3684566"|"The Conduit Foundation"|"1015627"|"0.0000"|""|""|"172199.0000"|"4500.0000"|"26030.0000"|""|""|""|""|""|""|"25.0000"|"202754.0000"|"3104878.0000"|"3307632.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6021061"|"J EMMA GRAY"|"1015628"|"25740.0000"|""|""|"1861.0000"|"890.0000"|""|""|"29524.0000"|""|""|""|""|"470.0000"|"58485.0000"|"359612.0000"|"418097.0000"|"563057.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6055699"|"MADELAINE G. VONWEBER TRUST TODD FAHEY & WILLIAM TUCKER, CO-TRUSTEES"|"1015629"|"30000.0000"|""|""|""|"2593.0000"|"18574.0000"|""|"1286.0000"|""|""|""|""|"95.0000"|"52548.0000"|"372500.0000"|"425048.0000"|"124696.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6067779"|"ANSIN FOUNDATION"|"1015630"|"0.0000"|""|""|""|""|"42198.0000"|""|"3648.0000"|""|""|""|""|"3456.0000"|"49302.0000"|"215500.0000"|"264802.0000"|"263825.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0371179"|"LONGLEY SCHOLARSHIP FOUNDATION 43M133013"|"1015758"|"3076.0000"|""|""|"188.0000"|"1747.0000"|""|""|"46.0000"|""|""|""|""|"286.0000"|"5343.0000"|"13800.0000"|"19143.0000"|"8492.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0441158"|"HAWKES SCHOLARSHIP FUND 10 -101160367540"|"1015759"|"12332.0000"|""|""|""|"1250.0000"|""|""|"512.0000"|""|""|""|""|""|"14094.0000"|"47716.0000"|"61810.0000"|"123884.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6007198"|"RAY G MARSTON TRUST U/W FBO PINE TREE SOCIETY"|"1015760"|"7356.0000"|""|""|""|"1500.0000"|""|""|"2102.0000"|""|""|""|""|""|"10958.0000"|"26316.0000"|"37274.0000"|"10178.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-6008379"|"THE GREENSPAN FOUNDATION"|"1015761"|"9000.0000"|""|""|""|"1750.0000"|"13292.0000"|""|"3070.0000"|""|""|""|""|"1018.0000"|"28130.0000"|"118550.0000"|"146680.0000"|"66124.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-3466878"|"RCB CHARITABLE FOUNDATION, INC."|"1015763"|"0.0000"|""|""|""|"1500.0000"|""|""|"6319.0000"|""|""|""|""|"15121.0000"|"22940.0000"|"65389.0000"|"88329.0000"|"33987.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6022766"|"THE S. S. FORBES TEACHERS FUND"|"1015764"|"0.0000"|""|""|""|"3000.0000"|"15847.0000"|""|"752.0000"|""|""|""|""|"666.0000"|"20265.0000"|"101115.0000"|"121380.0000"|"47044.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6500798"|"LOU & LUCIENNE BRIGHTMAN SCHOLARSHIP FDN EASTERN BANK, TRUSTEE"|"1015765"|"5006.0000"|""|""|"35.0000"|""|""|""|"226.0000"|""|""|""|""|""|"5267.0000"|"21000.0000"|"26267.0000"|"25301.0000"|"1672.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-3536335"|"MASSIAH FOUNDATION, INC."|"1016712"|"0.0000"|""|""|""|"26690.0000"|""|""|"16390.0000"|""|""|""|""|"17607.0000"|"60687.0000"|"3334892.0000"|"3395579.0000"|"497702.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
