"C_EIN"|"C_Org_Name"|"activity_id"|"XML_DOCUMENT_ID"|"ACTIVITY"|"EXPENSES"
"04-6705444"|"CHELONIAN RESEARCH FOUNDATION"|"56200"|"1013259"|"PROGRAM FUNDING THROUGH CHELONIAN RESEARCH FOUNDATION - FUNDING MARINE TURTLE SPECIALIST GROUP PROGRAM AND RESEARCH AND THE UNIVERSITY OF EXETER GRANT"|"123732.0000"
"04-3608094"|"LAWRENCE E WIHTIE FAMIL Y FOUNDATION"|"56370"|"1013719"|"DIRECT DISTRIBUTIONS TO OTHER CHARITABLE ENTITIES SEE DETAILS SUPPORTING PART 1, LINE 25"|"0.0000"
"03-0287574"|"BRYAN MEMORIAL GALLERY FOUNDATION, INC"|"56503"|"1015626"|"Provide housing and administrative support for the ""Today's Legacy"" Winter Exhibition and featuring the works of deceased member Bradley Fox, covering 5 weeks of exhibition time from 01/21/12-02/26/12, ""Family Ties Exhibition"" and featuring the works of Julie Baker Albright covering 7 weeks of exhibition time from 09/09/12-10/30/12 and ""Trees: Annual Members' Theme Exhibition"" and featuring the works of Jeanette Fournier covering 7 weeks of exhibition time from 11/04/12-12/23/12."|"49596.0000"
"03-0287574"|"BRYAN MEMORIAL GALLERY FOUNDATION, INC"|"56504"|"1015626"|"Provide housing and administrative support for our annual ""Land, Light Water and Air"" juried exhibition and featuring the works of Peg Racine covering 6 weeks of exhibition time and ran 05/06/12-06/25/12 and ""Masters of Vermont: The Watercolorists Exhibition"" and featuring the works of Vladimir Vagin covering 10 weeks of exhibition time from 7/01/12-9/05/12. We are open to the community, free of charge, during all exhibitions 7 days per week."|"41766.0000"
"03-0287574"|"BRYAN MEMORIAL GALLERY FOUNDATION, INC"|"56505"|"1015626"|"Provide housing and administrative support for ""The Legacy Collection"" Exhibition. This exhibition covered 33 weeks of exhibition time. We are open to the community, free of charge, during all exhibitions 7 days per week."|"86141.0000"
"03-0287574"|"BRYAN MEMORIAL GALLERY FOUNDATION, INC"|"56506"|"1015626"|"Provide space for artist receptions, art classes, artist's roundtable discussion groups, artist's workshops, student group tours from area schools, our annual awards for Outstanding Community Service and volunteerism, a ""Festival of the Arts"" community event, various meetings for community non-profit organizations, as well as events for our volunteer staff."|"10442.0000"
"01-0371179"|"LONGLEY SCHOLARSHIP FOUNDATION 43M133013"|"56547"|"1015758"|"PER TERMS OF THE TRUST DOCUMENT, DISTRIBUTIONS/AWARDS MADE IN THE FORM OF SCHOLARSHIPS TO COLLEGES FBO WORTHY STUDENTS"|"13800.0000"
"02-0406835"|"NASH FOUNDATION, INC."|"56592"|"1016730"|"HOME, HEALTH, AND HOSPICE"|"2500.0000"
"02-0406835"|"NASH FOUNDATION, INC."|"56593"|"1016730"|"GIRLS INC."|"2250.0000"
"02-0406835"|"NASH FOUNDATION, INC."|"56594"|"1016730"|"BOYS AND GIRLS CLUB"|"2200.0000"
"02-0406835"|"NASH FOUNDATION, INC."|"56595"|"1016730"|"HUDSON HISTORICAL SOCIETY"|"2000.0000"
"04-2763837"|"THE FLATLEY FOUNDATION"|"56659"|"1031624"|"THE CFRX LAB IS A BRANCH OF THE FLATLEY FOUNDATION, CREATED TO CARRY OUT CHARITABLE ACTIVITIES OF THE FLATLEY FOUNDATION. THE CFRX LAB CONDUCTS IN-HOUSE RESEARCH FOR THE PURPOSE OF DISCOVERING A CURE FOR CYSTIC FIBROSIS."|"3631111.0000"
"01-0446023"|"The Bank of Maine Charitable Foundation"|"56699"|"1035878"|"Provides community enhancement grants to approximately 250 communities within the state of Maine focusing on education, social services, and the environment."|"295858.0000"
"01-0471533"|"Maine Education Services"|"56700"|"1035879"|"To assist and promote access to the financing of education for Maine students, by the administration, coordination and marketing of all related activities, including student and parent loans and to assist and work in conjunction with any and all entities similarly engaged."|"938377.0000"
"01-0471533"|"Maine Education Services"|"56701"|"1035879"|"Provide guidance on financial aid products available, including the production and distribution of the ""College Road Map"", and scholarship administration on behalf of other entities."|"95837.0000"
"01-0471533"|"Maine Education Services"|"56702"|"1035879"|"Scholarship awards"|"35000.0000"
"01-0471533"|"Maine Education Services"|"56703"|"1035879"|"Provide educational loans to Maine students and families"|"18851.0000"
"03-6070736"|"MOYNEHAN P MEM FD CHARITABLE TR 403051014"|"56705"|"1035894"|"SCHOLARSHIPS TO GRADUATES OF ST MARYS ACADEMY IN GLENS FALLS, NY"|"21004.0000"
"04-2105936"|"MASON-WRIGHT FOUNDATION, INC."|"56706"|"1035897"|"THE FOUNDATION PROVIDES HOUSING AND DAILY LIVING SERVICES FOR SENIORS."|"315185.0000"
"04-2607227"|"MARY A CRABTREE FUND"|"56707"|"1035898"|"SEE PAGE 11"|"20511.0000"
"04-3148824"|"BLUE CROSS AND BLUE SHIELD OF MASSACHUSETTS FOUNDATION FOR EXPANDING HEALTHCARE ACCESS"|"56708"|"1035901"|"THE MISSION (PURPOSE) OF THE BLUE CROSS AND BLUE SHIELD OF MASSACHUSETTS FOUNATION INC. IS TO EXPAND ACCESS TO HEALTH CARE THROUGH GRANTS & POLICY INITIATIVES, THE FOUNDATION WORKS WILL FOCUS ON DEVELOPING SOLUTIONS THAT BENEFIT UNINSURED, VULNERABLE & LOW INCOME INDIVIDUALS AND FAMILIES IN THE COMMONWEALTH."|""
"04-3148824"|"BLUE CROSS AND BLUE SHIELD OF MASSACHUSETTS FOUNDATION FOR EXPANDING HEALTHCARE ACCESS"|"56709"|"1035901"|"THROUGH CATALYST GRANTS, THE FOUNDATION IS A RESOURCE FOR MINI GRANTS OF UP TO $5,000 TO ORGANIZATIONS SERVING THE HEALTH NEEDS OF LOW INCOME AND UNINSURED RESIDENTS OF MA."|""
"04-3221224"|"OLD MUTUAL ASSET MANAGEMENT CHARITABLE FOUNDATION, INC."|"56710"|"1035904"|"The Foundation was created to be the charitable vehicle of Old Mutual (US) Holdings Inc. (EIN: 04-2714625)"|""
"04-3221224"|"OLD MUTUAL ASSET MANAGEMENT CHARITABLE FOUNDATION, INC."|"56711"|"1035904"|"The Foundation's directors meet periodically to agree amounts and charitable organizations for specific donations to be me from the Foundation."|""
"04-3397818"|"TURNING LEAF FOUNDATION INC"|"56712"|"1035908"|"TO PROVIDE OPPORTUNITIES FOR POST-SECONDARY EDUCATION TO STUDENTS FOR WHOM SUCH EDUCATION WOULD NOT OTHERWISE BE AVAILABLE"|"106492.0000"
"04-3397818"|"TURNING LEAF FOUNDATION INC"|"56713"|"1035908"|"GRANTS TO 501(C)(3) OR EQUIVALENT ORGANIZATIONS"|"30000.0000"
"04-3424527"|"THE BIRCHROCK FOUNDATION"|"56714"|"1035909"|"PLEASE MOTE, THE FOUNDATION IS NOT INVOLVED IN ANY DIRECT CHARITABLE ACTIVITIES. ITS PRIMARY PURPOSE IS TO SUPPORT, BY CONTRIBUTIONS, OTHER CHARITABLE ORGANIZATIONS EXEMPT UNDER INTERNAL REVENUE CODE SECTION 501 (C) (3)."|""
"04-3477836"|"THE JOSEPH R. LEVIS FOUNDATION, INC."|"56715"|"1035911"|"LAZARUS HOUSE MINISTRIES"|"0.0000"
"04-3477836"|"THE JOSEPH R. LEVIS FOUNDATION, INC."|"56716"|"1035911"|"ST. JOHN'S PREP"|"0.0000"
"04-3477836"|"THE JOSEPH R. LEVIS FOUNDATION, INC."|"56717"|"1035911"|"HOLY CROSS"|"0.0000"
"04-3477836"|"THE JOSEPH R. LEVIS FOUNDATION, INC."|"56718"|"1035911"|"NOTRE DAME ACADEMY"|"0.0000"
"04-3522036"|"FROG POND FOUNDATION, INC."|"56719"|"1035914"|"PRESERVATION AND MAINTENANCE OF A PUBLIC PARK NEAR THE BOSTON WATERFRONT."|"288045.0000"
"04-6054237"|"SCOTS CHARITABLE SOCIETY BOSTON-WOMANS AUXILIARY BOARD"|"56720"|"1035925"|"SCHOLARSHIPS GIVEN TO SEVEN STUDENTS"|"0.0000"
"04-6854624"|"SCOTT A NATHAN CHARITABLE TR"|"56721"|"1035930"|"THE SCOTT A NATHAN CHARITABLE TR IS A PRIVATE FOUNDATION WHICH RECEIVES INVESTMENT INCOME & DISTRIBUTES SUCH INCOME & DONATIONS RECEIVED TO VARIOUS PUBLIC CHARITABLE ORGANIZATIONS PUBLIC CHARITABLE ORGANIZATIONS"|"0.0000"
"01-0521503"|"WINSLOW - JOHNSON SCHOLARSHIP TRUST"|"57110"|"1037345"|"SCHOLARSHIP AWARDS TO RESIDENTS OF PHIPPSBURG, MAINE"|"20456.0000"
"02-0519812"|"CENTENNIAL SENIOR CENTER, INC."|"57111"|"1037349"|"SENIOR ACTIVITIES INCLUDING YOGA AND OTHER EXERCISE PROGRAMS AND SENIOR SAFETY PROGRAMS."|"78318.0000"
"02-0787615"|"CALABAR FOUNDATION"|"57112"|"1037350"|"ACTIVITIES INCLUDE PROVIDING GUIDANCE AND SUPPORT OF INSTRUCTIONAL ACTIVITIES TO PRIMARY AND SECONDARY SCHOOLS."|""
"04-3582018"|"BROOKS FAMILY FOUNDATION"|"57113"|"1037354"|"THE FOUNDATION'S SOLE CHARITABLE ACTIVITY DURING THE TAX YEAR WAS TO MAKE CASH CONTRIBUTIONS TO CHARITABLE ORGANIZATIONS, EACH OF WHICH IS AN IRC SEC. 501(C)(3) ORG."|"0.0000"
"04-2658294"|"THE COLLINGS FOUNDATION"|"57182"|"1038600"|"THE FOUNDATION PROVIDED FUNDING FOR THE TOURS OF MULTIPLE ANTIQUE U.S. MILITARY AIRCRAFT TO VARIOUS AIRSHOWS THROUGHOUT THE COUNTRY. APPROXIMATELY 113 STOPS WERE MADE. MANY THOUSANDS VISITED THESE PLANES. SEE ATTACHED SCHEDULE OF TOUR STOPS."|"0.0000"
"04-2658294"|"THE COLLINGS FOUNDATION"|"57183"|"1038600"|"THE FOUNDATION HOSTED MULTIPLE EVENTS IN STOW, MA WHERE PEOPLE CAN ENJOY THE FOUNDATION'S COLLECTION OF ANTIQUE AUTOMOBILES, MILITARY VEHICLES AND VINTAGE CLOTHING. SEE ATTACHED SCHEDULE OF THESE EVENTS."|"0.0000"
"01-0706738"|"The Marshall Mathers Foundation"|"57184"|"1038603"|"To provide and to impoverished children"|"0.0000"
"02-0471515"|"LYMAN FUN INC"|"57252"|"1039895"|"PROVIDE SCHOLARSHIPS TO INDIVIDUALS FOR EDUCATIONAL PURPOSES"|"36500.0000"
"02-0471515"|"LYMAN FUN INC"|"57253"|"1039895"|"SPONSOR GATHERING TO DISCUSS ACCOMPLISHMENTS WITH PRIOR YEAR'S GRANT RECIPIENTS"|"5273.0000"
"01-0760054"|"RICHARD W. HOTES FOUNDATION"|"57277"|"1042087"|"FOOD, TEMPORARY SHELTER, MEDICAL CARE, AND OTHER HUMANITARIAN AID TO HAITIANS AFFECTED BY THE JANUARY 2010 EARTHQUAKE."|"3260682.0000"
"01-0760054"|"RICHARD W. HOTES FOUNDATION"|"57278"|"1042087"|"HUMANITARIAN AID TO DISPLACED PERSONS FROM SOMALIA."|"313449.0000"
"02-0788451"|"THE MCKELVEY ENTREPRENEURIAL FOUNDATION"|"57279"|"1042094"|"PAYMENT OF 285 GRANTS TOTALING $454,244 TO ELIGIBLE STUDENTS. THE FOUNDATION WAS ESTABLISHED TO ENCOURAGE AND ASSIST DESERVING INDIVIDUALS IN THEIR PURSUITE OF HIGHER EDUCATION, WITH A SPECIAL EMPHASIS ON INDIVIDUALS WHO EXHIBIT EVIDENCE OF AN ENTREPRENEURIAL SPIRIT."|"454244.0000"
"04-2752893"|"HYDE CHARITABLE FOUNDATION"|"57280"|"1042098"|"CONTRIBUTIONS, GIFTS, GRANTS - SEE STATEMENT 8."|"170700.0000"
"04-3211653"|"EGAN FAMILY FOUNDATION"|"57281"|"1042100"|"THE ORGANIZATION DOES NOT CONDUCT ANY DIRECT CHARITABLE ACTIVITIES. THE FOUNDATION'S ONLY ACTIVITY IS TO MAKE CHARITABLE CONTRIBUTIONS TO APPROVED ORGANIZATIONS."|"0.0000"
"04-3452643"|"GORONGOSA RESTORATION PROJECT, INC."|"57282"|"1042103"|"GORONGOSA NATIONAL PARK"|"1047156.0000"
"04-3757853"|"LINDA PACE FOUNDATION"|"57283"|"1042108"|"GRANTS SUPPORT THE OPERATION OF ARTPACE, INC., CHRISPARK, LLC, THE PUBLIC EXHIBITION OF THE CONTEMPORARY ART COLLECTION OF ITS FOUNDER, LINDA PACE, AND THE PUBLIC EXHIBITION OF THE WORK OF CONTEMPORARY ARTISTS. THE FOUNDATION SUPPORTED SIX OTHER ORGANIZATIONS DESCRIBED IN SECTION 170(C) OF THE INTERNAL REVENUE CODE. ARTPACE, INC. PROVIDES A CENTER FOR RESIDENCY AND EXCHANGE FOR ARTISTS. CHRISPARK, LLC IS A FREE PUBLIC PARK FOR THE CITIZENS OF SAN ANTONIO."|"1652855.0000"
"04-6108344"|"EDWARD C. JOHNSON FUND"|"57284"|"1042117"|"DESIGN, PLANNING AND CONSTRUCTION FOR EDUCATIONAL SUMMER CAMP"|"9650852.0000"
"04-6155696"|"THE ART COMPLEX INC"|"57285"|"1042118"|"OPERATION OF MUSEUM"|"643456.0000"
"02-0222149"|"TAYLOR COMMUNITY"|"57552"|"1043075"|"OPERATION AND MAINTENANCE OF 250 UNITS OF INDEPENDENT HOUSING AND 82 ASSISTED LIVING/NURSING UNITS TO PROVIDE HEALTH CARE MANAGEMENT AND LONG-TERM HEALTH CARE FOR ELDERLY PERSONS"|"9908338.0000"
"02-6134751"|"MARY DALY MACFARLAND FOUNDATION"|"57554"|"1043078"|"FOUNDATION IS NOT ENGAGED IN ANY DIRECT CHARITABLE ACTIVITIES. IT PROVIDES GRANTS AND CONTRIBUTIONS TO CHARITABLE ORGANIZATIONS."|"0.0000"
"04-2761754"|"THE WHITE FUND INC"|"57555"|"1043083"|"LECTURE SERIES"|"11967.0000"
"02-6007487"|"New London Service Organization, Inc."|"57604"|"1047453"|"Educational scholarships, benefiting 7 individuals."|"0.0000"
"02-6007487"|"New London Service Organization, Inc."|"57605"|"1047453"|"Community support/ benefiting 5 organizations."|"0.0000"
"02-6007487"|"New London Service Organization, Inc."|"57606"|"1047453"|"Family support, benefiting 1 individual."|"0.0000"
"04-3382858"|"NARGARET S LINDSAY FDN OF 1989"|"57607"|"1047457"|"MARGARET S LINDSAY FDN OF 1989 MAKES DONATIONS TO CHARITABLE ORGANIZATIONS THIRTEEN DONATIONS WERE MADE IN 2011"|"557500.0000"
"01-0211545"|"PORTLAND SEAMEN'S FRIEND SOCIETY"|"57812"|"1048896"|"SUSISTENCE GRANTS TO INDIGENT SEAMEN BENEFICIARIES. PAID TO 37 SEAMEN IN 2011."|"65160.0000"
"01-0211545"|"PORTLAND SEAMEN'S FRIEND SOCIETY"|"57813"|"1048896"|"EMERGENCY AID TO INDIGENT SEAMEN, PAID TO 2 BENEFICIARIES IN 2011."|"2000.0000"
"02-0511758"|"MASIPHUMELELE CORPORATION"|"57814"|"1048899"|"EDUCATION/SCHOOL PROJECTS (THE FOUNDATION WORKED TO INCREASETHE EDUCATION OPPORTUNITIES AVAILABLE TO THE CHILDREN OF THETOWNSHIP)"|"134872.0000"
"02-0511758"|"MASIPHUMELELE CORPORATION"|"57815"|"1048899"|"COMMUNITY BETTERMENT PROJECTS (THE MAJOR INITIATIVE CONTINUESTO BE AN AIDS AWARENESS PROGRAM)"|"13169.0000"
"02-6019759"|"ACA SCHOLARSHIP TRUST"|"57816"|"1048900"|"GRANTS COLLEGE SCHOLARSHIPS"|"27000.0000"
"04-3105768"|"THE KLARMAN FAMILY FOUNDATION"|"57817"|"1048902"|"THE KLARMAN FAMILY FOUNDATION IS A PRIVATE FOUNDATION WHICH RECEIVES INVESTMENT INCOME AND DISTRIBUTES THAT INCOME TO VARIOUS CHARITABLE ORGANIZATIONS SELECTED BY ITS TRUSTEES."|"0.0000"
"04-6128361"|"The Koussevitzky Music Foundation, Inc."|"57818"|"1048908"|"Grants to eighteen (18) individual composers as commissions for specific works to be produced by them totaling $153,750."|"153750.0000"
"04-6147160"|"BERYL DAVID AND HARRY NGORIN FOUNDATION"|"57819"|"1048909"|"DONATIONS TO EDUCATIONAL ORGANIZATIONS AND OTHER QUALIFIED CHARITIES"|"0.0000"
"04-6197960"|"WILLIAM H. HARRIS FOUNDATION"|"57820"|"1048910"|"SUPPORT OF ORTHOPAEDIC BIOMECHANICS AND BIOMATERIALS RESEARCH AT THE MASS. GENERAL HOSPITAL, PARTICIPATION IN NATIONAL SEMINARS AND CONFERENCES, PUBLICATION OF RESEARCH PAPERS"|"0.0000"
"04-6197960"|"WILLIAM H. HARRIS FOUNDATION"|"57821"|"1048910"|"AND SUPPORT OF HIGHER EDUCATION, CONSERVATION AND ENVIRONMENTAL ORGANIZATIONS."|"0.0000"
"04-2961763"|"EAST LONGMEADOW ROTARY MEMORIAL SCHOLARSHIP FOUNDATION, INC."|"57930"|"1049269"|"PROVIDE SCHOLARSHIPS TO COLLEGE BOUND HIGH SCHOOL SENIORS"|"13000.0000"
"01-0739379"|"Douglas E Mitchell Charitable Foundation"|"57967"|"1049393"|"THE FOUNDATION'S LARGEST CHARITABLE ACTIVITY INVOLVES MAKING GIFTS, GRANTS, CONTRIBUTIONS AND SCHOLARSHIPS TO VARIOUS CHARITABLE ORGANIZATIONS AND EDUCATIONAL INSTITUTIONS"|"0.0000"
"01-6220476"|"ANNE AND PAUL MARCUS FAMILY FOUNDATION"|"57968"|"1049395"|"DESIGN AND IMPLEMENTATION OF AUTISM RESEARCH COORDINATION AND MANAGEMENT OF THE AUTISM CONSORTIUM."|"135628.0000"
"04-2023566"|"MASSACHUSETTS CHARITABLE MECHANIC"|"57969"|"1049400"|"DIRECT CONTRIBUTIONS BY CASH OR THE PURCHASE OF EQUIPMENT TO BE USED BY SCHOOLS AND OTHER CHARITABLE ORGANIZATIONS"|"91324.0000"
"04-2023566"|"MASSACHUSETTS CHARITABLE MECHANIC"|"57970"|"1049400"|"RELIEF DISTRIBUTIONS"|"3000.0000"
"04-2131404"|"THE STANLEY PARK OF WESTFIELD INC"|"57971"|"1049402"|"TO MAINTAIN A REFUGE OF PHYSICAL AND SPIRITUAL BEAUTY WHERE PEOPLE MAY ENJOY GARDENS, TRAILS, MUSIC, EDUCATIONAL, SPORTING, AND CULTURAL ACTVITIES AND RETAIN WILDLIFE HABITAT"|"0.0000"
"04-2309470"|"WARREN BENEVOLENT FUND INC"|"57972"|"1049403"|"Scholarships awarded"|"10000.0000"
"04-2309470"|"WARREN BENEVOLENT FUND INC"|"57973"|"1049403"|"Donation"|"75.0000"
"04-2610674"|"LOTTA AGRICULTURAL FUND"|"57974"|"1049404"|"UNIVERSITY OF MASSACHUSETTS SCHOOL OF AGRICULTURE"|"164960.0000"
"04-3397500"|"HUNT ALTERNATIVES FUND"|"57975"|"1049410"|"INCLUSIVE SECURITY ADVOCATES FOR THE FULL PARTICIPATION OF ALL STAKEHOLDERS, ESPECIALLY WOMEN, IN PEACE PROCESSES. ACTIVITIES INCLUDE TRAININGS, MEETINGS, CONFERENCES."|"3498152.0000"
"04-3397500"|"HUNT ALTERNATIVES FUND"|"57976"|"1049410"|"DEMAND ABOLITION SEEKS TO ABOLISH THE ILLEGAL COMMERCIAL SEX INDUSTRY IN THE UNITED STATES BY ERADICAUING THE DEMAND FOR PURCHASED SEX."|"872913.0000"
"04-3397500"|"HUNT ALTERNATIVES FUND"|"57977"|"1049410"|"POLITICAL PARITY'S GOAL IS TO INCREASE THE NUMBER OF WOMEN IN HIGH-LEVEL POLITICAL OFFICES VIA NONPARTISAN ACTIVITIES WHICH EDUCATE ALL STAKEHOLDERS FOR THE NEED FOR MORE WOMEN IN HIGH ELECTED OFFICES IN THE U.S."|"314982.0000"
"04-3537378"|"TRESORELLE FOUNDATION"|"57978"|"1049416"|"THE FOUNDATION IS A GRANT-MAKING PRIVATE CHARITABLE FOUNDATION DEDICATED TO SUPPORTING CHARITABLE ORGANIZATIONS IN THE BROAD PROGRAM AREAS OF CHILDREN, FAMILIES, COMMUNITIES, ARTS, EDUCATION, HEALTH, SCIENCE, AND THE ENVIRONMENT. ITS ACTIVITIES CONSIST SOLELY OF MAKING GRANTS TO BE USED FOR CHARITABLE PURPOSES. DURING FYE 12-31-11, NINETEEN PUBLIC CHARITIES WERE GIVEN SUPPORT."|"341667.0000"
"04-6012768"|"MICHAEL ANAGNOS SCHOOLS"|"57979"|"1049418"|"OPERATES A SCHOOL IN EPIROS, GREECE PROVIDE GRANTS AND SCHOLARSHIPS"|""
"04-6660300"|"Francis H LeBlanc Charitable Trust"|"57980"|"1049424"|"Levi Heywood Memorial Library Association, Gardner, MA"|"26415.0000"
"02-6098262"|"EDWIN C. REMICK TESTAMENTARY TRUST"|"58244"|"1050301"|"THE TESTAMENTARY TRUST PROVIDES FUNDING FOR THE PRIMARY BENEFICIARY, THE EDWIN C. REMICK FOUNDATION"|"666000.0000"
"04-3321452"|"THE RICHARD ERIC ROSENBERG FOUNDATION, INC."|"58245"|"1050305"|"PROVIDE CONTRIBUTIONS TO ORGANIZATIONS THAT PROMOTE THE IMPROVEMENT OF THE HUMAN CONDITION"|"10000.0000"
"04-3255974"|"SWARTZ FOUNDATION"|"58283"|"1050757"|"THE SWARTZ FOUNDATION IS A PRIVATE FOUNDATION WHICH RECEIVES INVESTMENT INCOME AND DISTRIBUTES THAT INCOME TO THE VARIOUS CHARITIES SELECTED BY THE FOUNDATION'S DIRECTORS. EXPENSES ALLOCATED TO DIRECT CHARITABLE ACTIVITIES"|"134182.0000"
"04-6035572"|"HARRIET FAUNCE TRUST UWILL"|"58284"|"1050762"|"SCHOLARSHIPS FOR STUDENTS OF BOURNE, MA AND SANDWICH, MA"|"21000.0000"
"04-6035572"|"HARRIET FAUNCE TRUST UWILL"|"58285"|"1050762"|"LIST OF BENEFICIARIES AND AMOUNTS LISTED IN PT XV"|"500.0000"
"04-6707573"|"JAMES N ABBOTT JR TRUST UW ARTICLE 4"|"58286"|"1050764"|"SCHOLARSHIPS AWARDED TO AREA STUDENTS IN THE AMOUNT OF 3000 EACH"|"35000.0000"
"01-0388680"|"Margaret Chase Smith Foundation"|"58370"|"1051421"|"Margaret Chase Smith Library - The Library opened in 1982 and encompasses the archival and library collections, memorabilia and residence of Senator Margaret Chase Smith. The Library has a three fold mission of serving as an archive, as a museum and as an educational and public policy center. It is recognized as one of the premier Congressional libraries in the United States. Since the founding of the Library, the Margaret Chase Smith Foundation has provided financial support."|"814000.0000"
"04-3547684"|"WINTERLINE FOUNDATION GLENN CONRAD, EXECUTIVE DIRECTOR"|"58371"|"1051424"|"PARTIAL PAYMENT ON MANUSCRIPT CONTRACT(S) FOR 5-K CLASSROOM BOOKLETS"|"2000.0000"
"04-3547684"|"WINTERLINE FOUNDATION GLENN CONRAD, EXECUTIVE DIRECTOR"|"58372"|"1051424"|"GRANT 1004 IMPLEMENTATION CONSULTANT (5-K CLASSROOM BOOKLETS)"|"2000.0000"
"04-3547684"|"WINTERLINE FOUNDATION GLENN CONRAD, EXECUTIVE DIRECTOR"|"58373"|"1051424"|"MT. HERMON REMODELING & UPKEEP -MAINTENANCE, REMODELING & ONGOING UPKEEP OF WOODSTOCK SCHOOL APARTMENT FOR STAFF. VISITING ALUMNI, AND OTHER SHORT TERM USES BY THE SCHOOL'"|"12403.0000"
"04-3547684"|"WINTERLINE FOUNDATION GLENN CONRAD, EXECUTIVE DIRECTOR"|"58374"|"1051424"|"KAPLANI HS BUILDING LIAISION CONTRACT - SET OF 2 CONTRACTS TO PROVIDE SUPPORT FOR CONSTRUCTION OF NEW CLASSROOM BUILDING TO BE USED IN PART FOR NEW HIGH SCHOOL CLASSES"|"39039.0000"
"04-6112483"|"THE BARUCJ FUND"|"58375"|"1051428"|"THE FOUNDATION'S ONLY CHARITABLE ACTIVITY IS FOR GRANTS OF MONEY TO PUBLIC ORGANIZATIONS. IN THIS REGARD, GRANTS WERE MADE TO 157 ORGANIZATIONS."|"735180.0000"
"04-3049521"|"MAYOR GAYDEN MORRILL CHARITABLE FOUNDATION"|"58437"|"1051592"|"GIFT MADE TO CITY OF NEWBURYPORT FOR PARKS BEAUTIFICATION"|"87500.0000"
"04-3424620"|"THE BLAIS FOUNDATION"|"58438"|"1051594"|"GRANTS TO EDUCATIONAL INSTITUTIONS FOR SCHOLARSHIPS"|"32000.0000"
"04-2104384"|"LEND A HAND SOCIETY"|"58588"|"1052326"|"FINANCIAL ASSISTANCE INCLUDING APPEALS FOR FOOD, RENT, CLOTHING, MEDICINE, UTILITIES, ETC. FROM THE PUBLIC AND SOCIAL WORKERS(SEE ATTACHED)."|"128169.0000"
"04-3212851"|"HOME BUILDERS FOUNDATION OF WESTERN MASS, INC."|"58589"|"1052328"|"GRANT SCHOLARSHIPS TO INDIVIDUALS INTERESTED IN PURSUING A CAREER IN CONSTRUCTION OR A RELATED FIELD"|"11500.0000"
"04-3212851"|"HOME BUILDERS FOUNDATION OF WESTERN MASS, INC."|"58590"|"1052328"|"OTHER DONATIONS AWARDED"|"4000.0000"
"04-6047379"|"STONEMAN FAMILY FOUNDATION"|"58591"|"1052332"|"NONE - GRANT MAKING ORGANIZATION"|"0.0000"
"04-3250513"|"MARK S & DONNA LEVENTHAL FAMILY FOUNDATION INC"|"58621"|"1052699"|"DIRECT SUPPORT CHARITABLE ACTIVITY"|"254200.0000"
"04-6111819"|"HISTORIC BOSTON INCORPORATED"|"58635"|"1054354"|"STEEPLE PROJECT - INTRODUCED IN 1993 TO STRENGTHEN URBAN NEIGHBO RHOODS BY PRESERVING HISTORIC HOUSES OF WORSHIP THROUGH FINANCIAL AND TECHNICAL ASSISTANCE"|"13243.0000"
"04-6111819"|"HISTORIC BOSTON INCORPORATED"|"58636"|"1054354"|"HISTORIC NEIGHBORHOOD CENTERS - LAUNCHED IN 2007 TO SUPPORT REVITALIZATION OF BOSTON'S HISTORIC COMMERCIAL DISTRICTS BY IDENTIFYING REHABILITATION PROJECTS THAT WILL PROTECT THEIR DISTRICT'S HERITAGE, STIMULATE ECONOMIC DEVELOPMENT AND ENGAGE CITIZENS WITH THE HISTORY AND CULTURAL DEVELOPMENT OF THEIR COMMUNITY"|"8573.0000"
"04-6111819"|"HISTORIC BOSTON INCORPORATED"|"58637"|"1054354"|"HISTORIC PRESERVATION REVOLVING FUND - THE CORE INVESTMENT VEHICLE HBI USES TO INVEST IN AND/OR DEVELOP AT-RISK HISTORIC PROPERTIES IN 2008, HBI WAS DESIGNATED BY THE CITY OF BOSTON DEPARTMENT OF NEIGHBORHOOD DEVELOPMENT TO RESTORE THE EUSTIS STREET FIREHOUSE IN DUDLEY SQUARE, BOSTON, MASSACHUSETTS THE EUSTIS STREET FIREHOUSE RESTORATION WAS COMPLETED IN SEPTEMBER, 2011"|"507231.0000"
"04-6111819"|"HISTORIC BOSTON INCORPORATED"|"58638"|"1054354"|"NEIGHBORHOOD FIELD SERVICES - WORKING WITH LOCAL PRESERVATION PARTNERS AND COMMUNITY BASEDPARTNERS TO PROVIDE PRESERVATION PLANNING AND TECHNICAL ASSISTASNCE IN BOSTON'S NEIGHBORHOOD COMMERCIAL DISTRICTS"|"46965.0000"
