"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"EFILE"|"ORGNAME"|"PERIOD_BEGIN"|"PERIOD_END"|"CO_ATTN"|"STREET"|"SUITE"|"CITY"|"STATE"|"COUNTRY"|"ZIP"|"PHONE"|"TYPE"|"FAIR_MARKET_VALUE"|"last_modified"|"TERMINATED_CBX"|"FINAL_RETURN_CBX"|"INIT_RET_CBX"|"INITIAL_RETURN_FORMER_PC"|"CHANGE_ADDRESS_CBX"|"CHANGE_NAME_CBX"
"04-3109508"|"FRANK R. AND ELIZABETH SIMONI FOUNDATION INC."|"942197"|"N"|"FRANK R. AND ELIZABETH SIMONI FOUNDATION INC."|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"29 PALMER DRIVE"|""|"CANTON"|"MA"|"USA"|"02021"|"781-762-3449"|"F"|"2872202.0000"|"3/11/2013 10:05:37 PM"|""|""|""|""|""|""
"04-3396602"|"NORMAN M SHACK CHARITABLE FOUNDATION"|"942198"|"N"|"NORMAN M SHACK CHARITABLE FOUNDATION"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|"SHACK LAW OFFICE"|"ONE BRANCH ST."|""|"METHUEN"|"MA"|"USA"|"01844-1923"|"978-688-0292"|"F"|"310563.0000"|"3/11/2013 10:05:39 PM"|""|""|""|""|""|""
"04-3541108"|"EPKER-SINHA FOUNDATION"|"942199"|"N"|"EPKER-SINHA FOUNDATION"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"31 CANDLEBERRY LANE"|""|"WESTON"|"MA"|"USA"|"02493"|"617-526-8992"|"F"|"9734065.0000"|"3/11/2013 10:05:41 PM"|""|""|""|""|""|""
"04-6027800"|"TAMARACK FOUNDATION"|"942200"|"N"|"TAMARACK FOUNDATION"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"WOODSTOCK SERVICES CO LLC, 27 SCHOOL ST"|"300"|"BOSTON"|"MA"|"USA"|"02108"|"617-227-0600"|"F"|"815066.0000"|"3/11/2013 10:05:42 PM"|""|""|""|""|""|""
"04-6605802"|"THE DAVID AND NATALIE LEDERMAN FOUNDATION"|"942201"|"N"|"THE DAVID AND NATALIE LEDERMAN FOUNDATION"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"P.O. BOX 426"|""|"MARBLEHEAD"|"MA"|"USA"|"01945"|"978-232-1200"|"F"|"1192843.0000"|"3/11/2013 10:05:44 PM"|""|""|""|""|""|""
"04-6691809"|"VAN SLOUN FOUNDATION"|"942202"|"N"|"VAN SLOUN FOUNDATION"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"PO BOX 116, 1787E SCOTCH PINE LANE"|""|"WESTPORT POINT"|"MA"|"USA"|"02791"|"508-748-1665"|"F"|"7767893.0000"|"3/11/2013 10:05:46 PM"|""|""|""|""|""|""
"04-6904109"|"THE BRESLOW FAMILY FOUNDATION TRUST"|"942203"|"N"|"THE BRESLOW FAMILY FOUNDATION TRUST"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"461 MAIN STREET"|""|"OSTERVILLE"|"MA"|"USA"|"02655"|"508-477-7654"|"F"|"1027735.0000"|"3/11/2013 10:05:48 PM"|""|""|""|""|""|""
"04-3190300"|"TUCO DR ANTON FRIED MEM'L TRUST"|"942411"|"N"|"TUCO DR ANTON FRIED MEM'L TRUST"|"3/1/2011 12:00:00 AM"|"2/29/2012 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"1356170.0000"|"3/11/2013 10:11:28 PM"|""|""|""|""|""|""
"04-6118587"|"CHARLES B & LOUIS R PERINI FAMILY"|"944684"|"N"|"CHARLES B & LOUIS R PERINI FAMILY"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"401-278-6848"|"F"|"1234081.0000"|"3/12/2013 9:02:46 PM"|""|""|""|""|""|""
"01-0576324"|"STEVAN & CYNTHIA PEARCE CHARITABLE FOUNDATION"|"955773"|"Y"|"STEVAN & CYNTHIA PEARCE CHARITABLE FOUNDATION"|"10/1/2010 12:00:00 AM"|"9/30/2011 12:00:00 AM"|""|"PO BOX 1830"|""|"HOBBS"|"NM"|"USA"|"88241"|"575-397-2253"|"F"|"1353648.0000"|"3/21/2013 9:04:36 PM"|""|""|""|""|""|""
"01-6007022"|"LEVEY, A S PERP FOUNDATION 10 -101200367720"|"955774"|"N"|"LEVEY, A S PERP FOUNDATION 10 -101200367720"|"11/1/2010 12:00:00 AM"|"10/31/2011 12:00:00 AM"|""|"KEYBANK N.A. 10 WEST SECOND ST, 26TH FL"|""|"DAYTON"|"OH"|"USA"|"45402"|""|"F"|"1059474.0000"|"3/21/2013 9:04:38 PM"|""|""|""|""|""|""
"01-6007111"|"CLOVER C CLARK MEMORIAL TR 10 -101230022380"|"955775"|"N"|"CLOVER C CLARK MEMORIAL TR 10 -101230022380"|"9/1/2010 12:00:00 AM"|"8/31/2011 12:00:00 AM"|""|"KEYBANK 4900 TIEDEMAN RD. OH-01-49-0150"|""|"BROOKLYN"|"OH"|"USA"|"44144-2302"|"207-623-5624"|"F"|"2127072.0000"|"3/21/2013 9:04:39 PM"|""|""|""|""|""|""
"01-6035550"|"EDWARD P CLARK MEMORIAL TR 10 -101230022400"|"955776"|"N"|"EDWARD P CLARK MEMORIAL TR 10 -101230022400"|"9/1/2010 12:00:00 AM"|"8/31/2011 12:00:00 AM"|""|"KEYBANK, 4900 TIEDEMAN OH-01-49-0150"|""|"BROOKLYN"|"OH"|"USA"|"44144-2302"|"207-623-5624"|"F"|"6865643.0000"|"3/21/2013 9:04:41 PM"|""|""|""|""|""|""
"02-0759145"|"DOWNEY-SHORT FOUNDATION"|"955777"|"N"|"DOWNEY-SHORT FOUNDATION"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|"23 BROOKLINE"|""|"ALISO VIEJO"|"CA"|"USA"|"92656"|"949-474-0900"|"F"|"4180171.0000"|"3/21/2013 9:04:42 PM"|""|""|""|""|""|""
"03-0558277"|"PRAYER CHILD FOUNDATION"|"955778"|"Y"|"PRAYER CHILD FOUNDATION"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|"3903 E HUBER STREET"|""|"MESA"|"AZ"|"USA"|"85205"|"480-633-2188"|"F"|"47017.0000"|"3/21/2013 9:04:44 PM"|""|""|""|""|""|""
"04-3526333"|"THE ASTRA FOUNDATION INC"|"955780"|"Y"|"THE ASTRA FOUNDATION INC"|"6/1/2010 12:00:00 AM"|"5/31/2011 12:00:00 AM"|""|"524 MAIN STREET"|""|"ACTON"|"MA"|"USA"|"01720-3301"|"978-266-3700"|"F"|"9366566.0000"|"3/21/2013 9:04:48 PM"|""|""|""|""|""|""
"04-6183662"|"SHOLES CHARITABLE FOUNDATION"|"955781"|"Y"|"SHOLES CHARITABLE FOUNDATION"|"12/1/2010 12:00:00 AM"|"11/30/2011 12:00:00 AM"|""|"1375 WARWICK AVENUE"|""|"WARWICK"|"RI"|"USA"|"02888"|"401-463-5600"|"F"|"125204.0000"|"3/21/2013 9:04:49 PM"|""|""|""|""|""|""
"01-0493311"|"Francis T. and Louise Nichols Foundation"|"955954"|"N"|"Francis T. and Louise Nichols Foundation"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"PO Box 1210"|""|"Bangor"|"ME"|"USA"|"04402-1210"|"207-947-0111"|"F"|"17133035.0000"|"3/21/2013 9:09:32 PM"|""|""|""|""|""|""
"01-0557030"|"LINDSAY FAMILY FOUNDATION 58034730"|"955955"|"N"|"LINDSAY FAMILY FOUNDATION 58034730"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"P O BOX 64713; TRUST TAX SERVICES"|""|"ST. PAUL"|"MN"|"USA"|"55164-0713"|"402-963-2154"|"F"|"563106.0000"|"3/21/2013 9:09:34 PM"|""|""|""|""|""|""
"01-0617231"|"FORDNEY FOUNDATION"|"955956"|"N"|"FORDNEY FOUNDATION"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"5743 FAIRVIEW PLACE"|""|"AGOURA HILLS"|"CA"|"USA"|"91301-2229"|"818-532-7341"|"F"|"1128463.0000"|"3/21/2013 9:09:36 PM"|""|""|""|""|""|""
"01-0854918"|"Oreggia Family Foundation"|"955958"|"N"|"Oreggia Family Foundation"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"955 Blanco Circle"|"B"|"Salinas"|"CA"|"USA"|"93901"|"831-422-2611"|"F"|"17940351.0000"|"3/21/2013 9:09:39 PM"|""|""|""|""|""|""
"01-0936787"|"NARROW GATE FOUNDATION"|"955959"|"N"|"NARROW GATE FOUNDATION"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"98 NUTTAL ROAD"|""|"RIVERSIDE"|"IL"|"USA"|"60546"|"630-546-4463"|"F"|"340524.0000"|"3/21/2013 9:09:41 PM"|""|""|""|""|""|""
"01-6009698"|"WILLIAM SEARLS SCHOLARSHIP FUND THE FIRST NA"|"955960"|"N"|"WILLIAM SEARLS SCHOLARSHIP FUND THE FIRST NA"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"PO BOX 940"|""|"DAMARISCOTTA"|"ME"|"USA"|"04543"|"207-563-1900"|"F"|"340797.0000"|"3/21/2013 9:09:42 PM"|""|""|""|""|""|""
"01-6059906"|"THE ALDERMERE FOUNDATION"|"955961"|"N"|"THE ALDERMERE FOUNDATION"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"C/O RAM TRUST CO. DBA RAM TRUST SERVICES, 45 EXCHANGE STREET"|""|"PORTLAND"|"ME"|"USA"|"04101"|"207-775-2354"|"T"|"5015711.0000"|"3/21/2013 9:09:44 PM"|""|""|""|""|""|""
"02-0583552"|"James R. Dougherty, Jr. Foundation, Inc."|"955962"|"N"|"James R. Dougherty, Jr. Foundation, Inc."|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"Post Office Box 640"|""|"Beeville"|"TX"|"USA"|"78104-0640"|"361-358-3560"|"F"|"6301326.0000"|"3/21/2013 9:09:46 PM"|""|""|""|""|""|""
"02-6100725"|"ELIZABETH PARKHILL CHARITABLE TRUST DAVID ROBY & EDWIN CHAMBERLAIN, TRUSTEES"|"955963"|"N"|"ELIZABETH PARKHILL CHARITABLE TRUST DAVID ROBY & EDWIN CHAMBERLAIN, TRUSTEES"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"20 WOLFEBORO ROAD"|""|"ETNA"|"NH"|"USA"|"03750"|"603-643-4150"|"F"|"353718.0000"|"3/21/2013 9:09:47 PM"|""|""|""|""|""|""
"03-0518473"|"THE LESSING FAMILY FOUNDATION STEPHEN&SANDRA LESSING, TTEES; U/A/D 5/19/03"|"955964"|"N"|"THE LESSING FAMILY FOUNDATION STEPHEN&SANDRA LESSING, TTEES; U/A/D 5/19/03"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"9 SNAKE HILL ROAD"|""|"COLD SPRING HARBOR"|"NY"|"USA"|"11724"|"518-886-4220"|"F"|"1325178.0000"|"3/21/2013 9:09:49 PM"|""|""|""|""|""|""
"03-0533223"|"GALANTA FOUNDATION, INC"|"955965"|"N"|"GALANTA FOUNDATION, INC"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|"ROYAL WINE CORP."|"63 LEFANTE LANE"|""|"BAYONNE"|"NJ"|"USA"|"07002"|"201-535-9006"|"F"|"179340.0000"|"3/21/2013 9:09:51 PM"|""|""|""|""|""|""
"04-3241999"|"THE JOHN & KATHERINE MORRIS FOUNDATION"|"955967"|"N"|"THE JOHN & KATHERINE MORRIS FOUNDATION"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"24 CHERRY HILL ROAD"|""|"STOCKBRIDGE"|"MA"|"USA"|"01262"|"212-410-7771"|"F"|"2864063.0000"|"3/21/2013 9:09:54 PM"|""|""|""|""|""|""
"04-3388014"|"SEA BREEZE FOUNDATION-TR"|"955969"|"N"|"SEA BREEZE FOUNDATION-TR"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"Hope L. Baker c/o BNY Mellon, NA -P.O Box 185"|""|"Pittsburgh"|"PA"|"USA"|"15230-0185"|"617-722-7316"|"F"|"1660644.0000"|"3/21/2013 9:09:57 PM"|""|""|""|""|""|""
"04-3428896"|"The Edwin and Sara Brody Family Charitable Foundation"|"955971"|"N"|"The Edwin and Sara Brody Family Charitable Foundation"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"5550 Heron Pointe Dr"|"601"|"Naples"|"FL"|"USA"|"34108"|"617-338-2800"|"F"|"328690.0000"|"3/21/2013 9:10:01 PM"|""|""|""|""|""|""
"04-3477129"|"AMERICAN DENTAL PARTNERS FOUNDATION, INC."|"955972"|"N"|"AMERICAN DENTAL PARTNERS FOUNDATION, INC."|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"401 EDGEWATER PLACE"|"430"|"WAKEFIELD"|"MA"|"USA"|"01880"|"781-224-0880"|"F"|"748111.0000"|"3/21/2013 9:10:02 PM"|""|""|""|""|""|""
"04-3493854"|"PRIVITERA FAMILY CHARITABLE FOUNDATION"|"955974"|"N"|"PRIVITERA FAMILY CHARITABLE FOUNDATION"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"P.O. Box 1501, NJ2-130-03-31"|""|"PENNINGTON"|"NJ"|"USA"|"08534-1501"|"609-274-6834"|"F"|"414590.0000"|"3/21/2013 9:10:06 PM"|""|""|""|""|""|""
"04-3535723"|"GANSETT FOUNDATION"|"955975"|"N"|"GANSETT FOUNDATION"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|"FOUGERE & ASSOCIATES, INC."|"27 CHURCH STREET"|""|"WINCHESTER"|"MA"|"USA"|"01890"|"781-729-4949"|"F"|"1504973.0000"|"3/21/2013 9:10:07 PM"|""|""|""|""|""|""
"04-3538396"|"CLINTON SAVINGS CHARITABLE FOUNDATION, INC."|"955976"|"N"|"CLINTON SAVINGS CHARITABLE FOUNDATION, INC."|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"200 CHURCH STREET"|""|"CLINTON"|"MA"|"USA"|"01510-0770"|"978-365-3700"|"F"|"191011.0000"|"3/21/2013 9:10:09 PM"|""|""|""|""|""|""
"04-3541231"|"ROBERT W. MURRAY CHARITABLE FOUNDATION"|"955977"|"N"|"ROBERT W. MURRAY CHARITABLE FOUNDATION"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"20 ROWES WHARF"|"709"|"BOSTON"|"MA"|"USA"|"02110"|"781-273-1000"|"F"|"1011228.0000"|"3/21/2013 9:10:11 PM"|""|""|""|""|""|""
"04-3562515"|"GRACE RIVER FOUNDATION JH1361"|"955978"|"N"|"GRACE RIVER FOUNDATION JH1361"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"50 CONGRESS STREET"|""|"BOSTON"|"MA"|"USA"|"02109"|"617-523-6800"|"F"|"301156.0000"|"3/21/2013 9:10:12 PM"|""|""|""|""|""|""
"04-3613060"|"ALLAN LOUIS LOEB FOUNDATION"|"955979"|"N"|"ALLAN LOUIS LOEB FOUNDATION"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"38 Wilford Road"|""|"Branford"|"CT"|"USA"|"06405"|"203-481-4995"|"F"|"731477.0000"|"3/21/2013 9:10:14 PM"|""|""|""|""|""|""
"04-3666136"|"C & Y FOUNDATION, INC."|"955980"|"N"|"C & Y FOUNDATION, INC."|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"218 BROADWAY"|""|"LAWRENCE"|"NY"|"USA"|"11559"|"718-972-9652"|"F"|"6670879.0000"|"3/21/2013 9:10:16 PM"|""|""|""|""|""|""
"04-3729982"|"THE PAUL D. WASSEROTT FOUNDATION"|"955981"|"N"|"THE PAUL D. WASSEROTT FOUNDATION"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"PO BOX 349"|""|"WILKES BARRE"|"PA"|"USA"|"18703"|"570-696-4250"|"F"|"3255260.0000"|"3/21/2013 9:10:17 PM"|""|""|""|""|""|""
"04-6042267"|"JAMES C BOWDRING TRUSTEE"|"955983"|"N"|"JAMES C BOWDRING TRUSTEE"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"94 HAMMONDSWOOD ROAD"|""|"CHESTNUT HILL"|"MA"|"USA"|"02467"|"617-965-1205"|"T"|"1575953.0000"|"3/21/2013 9:10:21 PM"|""|""|""|""|""|""
"04-6057388"|"THE CRANE & CO. FUND"|"955984"|"N"|"THE CRANE & CO. FUND"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"30 SOUTH STREET"|""|"DALTON"|"MA"|"USA"|"01226"|"413-684-2600"|"F"|"0.0000"|"3/21/2013 9:10:22 PM"|""|""|""|""|""|""
"04-6089310"|"GEORGE B. HENDERSON FOUNDATION"|"955985"|"N"|"GEORGE B. HENDERSON FOUNDATION"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"HEMENWAY & BARNES, PO BOX 961209"|""|"BOSTON"|"MA"|"USA"|"02196-1209"|"617-523-6800"|"F"|"7309323.0000"|"3/21/2013 9:10:24 PM"|""|""|""|""|""|""
"04-6092821"|"CROPPER WILLIAM H TR U/WILL"|"955986"|"N"|"CROPPER WILLIAM H TR U/WILL"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"BNY Mellon, N A - P O BOX 185"|""|"Pittsburgh"|"PA"|"USA"|"15230-0185"|"617-722-7415"|"F"|"2337662.0000"|"3/21/2013 9:10:26 PM"|""|""|""|""|""|""
"04-6109594"|"THE ROBERTSON TRUST PHILIP S. ROBERTSON ET AL TRUSTEES"|"955987"|"N"|"THE ROBERTSON TRUST PHILIP S. ROBERTSON ET AL TRUSTEES"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"36 RANDOLPH AVE."|""|"MILTON"|"MA"|"USA"|"02186-3405"|"617-698-1230"|"F"|"965528.0000"|"3/21/2013 9:10:27 PM"|""|""|""|""|""|""
"04-6125606"|"The George F. & Sybil H. Fuller Foundation"|"955988"|"N"|"The George F. & Sybil H. Fuller Foundation"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"370 Main Street"|"660"|"Worcester"|"MA"|"USA"|"01608"|"508-755-1684"|"F"|"48569092.0000"|"3/21/2013 9:10:29 PM"|""|""|""|""|""|""
"04-6210177"|"DAVID E. MOESER TR/IND #0709485"|"955989"|"N"|"DAVID E. MOESER TR/IND #0709485"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"NUTTER MCCLENNEN & FISH, LLP, BOX 51400"|""|"BOSTON"|"MA"|"USA"|"02205-8982"|"617-439-2498"|"F"|"337239.0000"|"3/21/2013 9:10:31 PM"|""|""|""|""|""|""
"04-6676539"|"CAROLINE BLANTON THAYER CHARITABLE TRUST #1011477"|"955991"|"N"|"CAROLINE BLANTON THAYER CHARITABLE TRUST #1011477"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"HEMENWAY & BARNES LLP PO BOX 961209"|""|"BOSTON"|"MA"|"USA"|"02196-1209"|"617-227-7940"|"F"|"3700473.0000"|"3/21/2013 9:10:34 PM"|""|""|""|""|""|""
"04-6726873"|"N C DRAPER CHARITABLE FOUNDATION"|"955992"|"N"|"N C DRAPER CHARITABLE FOUNDATION"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"WILMINGTON TRUST CO, 1100 N MARKET ST"|""|"WILMINGTON"|"DE"|"USA"|"19890-0900"|"302-651-1942"|"F"|"15116098.0000"|"3/21/2013 9:10:36 PM"|""|""|""|""|""|""
"04-6762777"|"KATHLEEN & RONALD J. JACKSON FOUNDATION"|"955994"|"N"|"KATHLEEN & RONALD J. JACKSON FOUNDATION"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"11 LENOX CIRCLE"|""|"ANDOVER"|"MA"|"USA"|"01810-5428"|"978-474-4128"|"F"|"2845555.0000"|"3/21/2013 9:10:39 PM"|""|""|""|""|""|""
"04-6771029"|"BELL FAMILY FOUNDATION"|"955995"|"N"|"BELL FAMILY FOUNDATION"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"611 WASHINGTON STREET"|"2502"|"SAN FRANCISCO"|"CA"|"USA"|"94111"|"978-296-3318"|"F"|"6077811.0000"|"3/21/2013 9:10:41 PM"|""|""|""|""|""|""
"04-6834092"|"Becton Family Foundation Justin W. Heatter, Trustee"|"955996"|"N"|"Becton Family Foundation Justin W. Heatter, Trustee"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"930 Caxambas Drive"|""|"Marco Island"|"FL"|"USA"|"34145"|"239-755-4466"|"F"|"4048064.0000"|"3/21/2013 9:10:42 PM"|""|""|""|""|""|""
"04-6847260"|"FREEDOM CHARITABLE FOUNDATION"|"955997"|"N"|"FREEDOM CHARITABLE FOUNDATION"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"P.O. BOX 465"|""|"FREEDOM"|"NH"|"USA"|"03836-0465"|"603-539-6591"|"T"|"301511.0000"|"3/21/2013 9:10:44 PM"|""|""|""|""|""|""
"05-0509060"|"THE BANCROFT FAMILY FOUNDATION"|"956001"|"N"|"THE BANCROFT FAMILY FOUNDATION"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"55 HAMMARLUND WAY, TECH II"|""|"MIDDLETOWN"|"RI"|"USA"|"02842-5201"|"401-841-8880"|"F"|"552806.0000"|"3/21/2013 9:10:51 PM"|""|""|""|""|""|""
"01-0721940"|"FRED J HARDER FOUNDATION"|"957241"|"N"|"FRED J HARDER FOUNDATION"|"4/1/2011 12:00:00 AM"|"3/31/2012 12:00:00 AM"|""|"PO BOX 4967"|""|"SYRACUSE"|"NY"|"USA"|"13221"|"315-474-7571"|"F"|"2719630.0000"|"3/21/2013 10:13:41 PM"|""|""|""|""|""|""
"04-3547221"|"TALBOTS CHARITABLE FOUNDATION, INC."|"957244"|"N"|"TALBOTS CHARITABLE FOUNDATION, INC."|"1/30/2011 12:00:00 AM"|"1/28/2012 12:00:00 AM"|""|"175 BEAL STREET"|""|"HINGHAM"|"MA"|"USA"|"02043"|"781-749-7600"|"F"|""|"3/21/2013 10:13:46 PM"|""|""|""|""|""|""
"04-6072512"|"34-398781868421 FRED & SARAH LIPSKY FOUNDATION"|"957245"|"N"|"34-398781868421 FRED & SARAH LIPSKY FOUNDATION"|"2/1/2011 12:00:00 AM"|"1/31/2012 12:00:00 AM"|""|"ONE COURT SQUARE - 29TH FLOOR"|""|"LONG ISLAND CITY"|"NY"|"USA"|"11120"|""|"F"|"1959711.0000"|"3/21/2013 10:13:47 PM"|""|""|""|""|""|""
"04-6385523"|"ELIZABETH KILLAM RODGERS TR U/W #0713941"|"957246"|"N"|"ELIZABETH KILLAM RODGERS TR U/W #0713941"|"5/1/2011 12:00:00 AM"|"4/30/2012 12:00:00 AM"|""|"NUTTER, MCCLENNEN &FISH LLP PO BOX 51400"|""|"BOSTON"|"MA"|"USA"|"02205-8982"|"617-439-2458"|"F"|"2349038.0000"|"3/21/2013 10:13:49 PM"|""|""|""|""|""|""
"04-6918010"|"THE ALFRED BERNHARD JACOBSEN TRUST OF 1996"|"957247"|"N"|"THE ALFRED BERNHARD JACOBSEN TRUST OF 1996"|"3/1/2011 12:00:00 AM"|"2/29/2012 12:00:00 AM"|""|"C/O GLENN H. ROWLEY, TRUSTEE, PO BOX 14"|""|"WEST CHATHAM"|"MA"|"USA"|"02669"|"508-945-1000"|"T"|"2449904.0000"|"3/21/2013 10:13:51 PM"|""|""|""|""|""|""
"01-0211537"|"OAK GROVE SCHOOL"|"957930"|"Y"|"OAK GROVE SCHOOL"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|"PO BOX 25"|""|"VASSALBORO"|"ME"|"USA"|"04989"|"207-622-6339"|"F"|"1709927.0000"|"3/22/2013 9:05:28 PM"|""|""|""|""|""|""
"04-2105854"|"WORLD PEACE FOUNDATION"|"957932"|"Y"|"WORLD PEACE FOUNDATION"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|"169 HOLLAND STREET"|"209"|"SOMERVILLE"|"MA"|"USA"|"02144"|"617-627-2255"|"F"|"18192211.0000"|"3/22/2013 9:05:32 PM"|""|""|""|""|""|""
"01-6115166"|"Lois M. Gauthier Charitable Trust"|"957988"|"N"|"Lois M. Gauthier Charitable Trust"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"PO Box 1210"|""|"Bangor"|"ME"|"USA"|"04402-1210"|"207-947-0111"|"F"|""|"3/22/2013 9:07:16 PM"|""|""|""|""|""|""
"02-0704231"|"LAURENCE LEVINE CHARITABLE FUND, INC."|"957989"|"N"|"LAURENCE LEVINE CHARITABLE FUND, INC."|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"800 FIFTH AVENUE, 28-A"|""|"NEW YORK"|"NY"|"USA"|"10065"|"212-758-4101"|"F"|"1360274.0000"|"3/22/2013 9:07:18 PM"|""|""|""|""|""|""
"02-0788743"|"ELLIS FAMILY CHARITABLE FOUNDATION"|"957990"|"N"|"ELLIS FAMILY CHARITABLE FOUNDATION"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"5200 E. LA PALMA AVENUE"|""|"ANAHEIM"|"CA"|"USA"|"92807"|"714-777-8600"|"F"|"3303301.0000"|"3/22/2013 9:07:20 PM"|""|""|""|""|""|""
"03-0435755"|"M W ARMISTEAD III FAMILY FOUNDATION"|"957991"|"N"|"M W ARMISTEAD III FAMILY FOUNDATION"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|"TRUST CO OF VA"|"204 SOUTH JEFFERSON"|"200"|"ROANOKE"|"VA"|"USA"|"24011-1708"|"540-343-1500"|"F"|"2335195.0000"|"3/22/2013 9:07:21 PM"|""|""|""|""|""|""
"04-2210741"|"DEAN FOUNDATION CHILDREN (IMA)"|"957993"|"N"|"DEAN FOUNDATION CHILDREN (IMA)"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"BNY Mellon, N A - P O BOX 185"|""|"Pittsburgh"|"PA"|"USA"|"15230-0185"|"617-722-6922"|"F"|"2627344.0000"|"3/22/2013 9:07:25 PM"|""|""|""|""|""|""
"04-3490346"|"ALBERT & AMELIA FERST CHARITABLE FOUNDATION"|"957994"|"N"|"ALBERT & AMELIA FERST CHARITABLE FOUNDATION"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|"BESSEMER TRUST"|"630 FIFTH AVENUE"|""|"NEW YORK"|"NY"|"USA"|"10111"|"212-708-9216"|"F"|"965188.0000"|"3/22/2013 9:07:27 PM"|""|""|""|""|""|""
