"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"INVESTMENTS_GOV_FAIR_MARKET"|"INVESTMENTS_STOCKS_FAIR_MARKET"|"INVESTMENTS_BONDS_FAIR_MARKET"|"INVESTMENTS_DEPRECIATION_FAIR_MARKET"|"INVESTMENTS_LOANS_FAIR_MARKET"|"INVESTMENTS_OTHER_FAIR_MARKET"|"LAND_DEPRECIATION_FAIR_MARKET"|"OTHER_ASSETS_FAIR_MARKET"|"TOTAL_ASSETS_BOOK"|"TOTAL_ASSETS_FAIR_MARKET"|"TOTAL_LIABILITIES"|"CASH_NONINT"|"SAV_TEMPCASH"
"01-6009698"|"WILLIAM SEARLS SCHOLARSHIP FUND THE FIRST NA"|"955960"|"20008.0000"|""|""|""|""|"308742.0000"|""|""|"361393.0000"|"340797.0000"|"0.0000"|"12047.0000"|""
"01-6059906"|"THE ALDERMERE FOUNDATION"|"955961"|"0.0000"|"4072436.0000"|"499272.0000"|""|""|""|""|""|"4714890.0000"|"5015711.0000"|"0.0000"|""|"444003.0000"
"02-0583552"|"James R. Dougherty, Jr. Foundation, Inc."|"955962"|"0.0000"|"3254063.0000"|"1502187.0000"|"495000.0000"|""|""|"200.0000"|"0.0000"|"5442835.0000"|"6301326.0000"|"2375.0000"|""|"1049876.0000"
"02-6100725"|"ELIZABETH PARKHILL CHARITABLE TRUST DAVID ROBY & EDWIN CHAMBERLAIN, TRUSTEES"|"955963"|""|"346867.0000"|""|""|""|""|""|"5440.0000"|"410914.0000"|"353718.0000"|"0.0000"|""|"1411.0000"
"03-0518473"|"THE LESSING FAMILY FOUNDATION STEPHEN&SANDRA LESSING, TTEES; U/A/D 5/19/03"|"955964"|""|""|""|""|""|"1227181.0000"|""|""|"1383480.0000"|"1325178.0000"|"0.0000"|""|"97997.0000"
"03-0533223"|"GALANTA FOUNDATION, INC"|"955965"|""|""|""|""|""|""|""|"41593.0000"|"179340.0000"|"179340.0000"|"0.0000"|"137747.0000"|""
"04-3241999"|"THE JOHN & KATHERINE MORRIS FOUNDATION"|"955967"|""|"2526106.0000"|""|""|""|""|""|""|"2982116.0000"|"2864063.0000"|"0.0000"|""|"337957.0000"
"04-3388014"|"SEA BREEZE FOUNDATION-TR"|"955969"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|"1648519.0000"|"0.0000"|"0.0000"|"1930155.0000"|"1660644.0000"|"0.0000"|""|"12125.0000"
"04-3428896"|"The Edwin and Sara Brody Family Charitable Foundation"|"955971"|""|"177151.0000"|""|""|""|""|""|""|"356707.0000"|"328690.0000"|"0.0000"|"43159.0000"|"108380.0000"
"04-3477129"|"AMERICAN DENTAL PARTNERS FOUNDATION, INC."|"955972"|""|""|""|""|""|""|""|""|"748111.0000"|"748111.0000"|"0.0000"|""|"748111.0000"
"04-3493854"|"PRIVITERA FAMILY CHARITABLE FOUNDATION"|"955974"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|"120384.0000"|"0.0000"|"0.0000"|"406820.0000"|"414590.0000"|"0.0000"|"289784.0000"|"4422.0000"
"04-3535723"|"GANSETT FOUNDATION"|"955975"|""|""|""|""|""|"1504973.0000"|""|""|"1504973.0000"|"1504973.0000"|"3520.0000"|""|""
"04-3538396"|"CLINTON SAVINGS CHARITABLE FOUNDATION, INC."|"955976"|""|"147430.0000"|""|""|""|""|""|"7.0000"|"191011.0000"|"191011.0000"|"0.0000"|"25565.0000"|"18009.0000"
"04-3541231"|"ROBERT W. MURRAY CHARITABLE FOUNDATION"|"955977"|""|"1006756.0000"|""|""|""|""|""|""|"1015850.0000"|"1011228.0000"|"0.0000"|""|"4472.0000"
"04-3562515"|"GRACE RIVER FOUNDATION JH1361"|"955978"|"41818.0000"|"210719.0000"|""|""|""|""|""|""|"217735.0000"|"301156.0000"|""|""|"48619.0000"
"04-3613060"|"ALLAN LOUIS LOEB FOUNDATION"|"955979"|""|"722449.0000"|""|""|""|""|""|""|"731477.0000"|"731477.0000"|"0.0000"|""|"9028.0000"
"04-3666136"|"C & Y FOUNDATION, INC."|"955980"|""|"2590369.0000"|""|""|""|""|""|""|"4678035.0000"|"6670879.0000"|""|""|"4080510.0000"
"04-3729982"|"THE PAUL D. WASSEROTT FOUNDATION"|"955981"|""|""|""|""|""|"3102442.0000"|""|""|"3149439.0000"|"3255260.0000"|"0.0000"|""|"152818.0000"
"04-6042267"|"JAMES C BOWDRING TRUSTEE"|"955983"|""|""|""|""|""|""|""|""|"1575953.0000"|"1575953.0000"|"0.0000"|"1575953.0000"|""
"04-6057388"|"THE CRANE & CO. FUND"|"955984"|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|""|""
"04-6089310"|"GEORGE B. HENDERSON FOUNDATION"|"955985"|"1791187.0000"|"5139436.0000"|""|""|""|""|""|""|"5509056.0000"|"7309323.0000"|"0.0000"|"18802.0000"|"359898.0000"
"04-6092821"|"CROPPER WILLIAM H TR U/WILL"|"955986"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|"2307271.0000"|"0.0000"|"0.0000"|"2261501.0000"|"2337662.0000"|"0.0000"|""|"30391.0000"
"04-6109594"|"THE ROBERTSON TRUST PHILIP S. ROBERTSON ET AL TRUSTEES"|"955987"|""|"787153.0000"|""|""|""|"155620.0000"|""|""|"590854.0000"|"965528.0000"|"0.0000"|"1044.0000"|"21711.0000"
"04-6125606"|"The George F. & Sybil H. Fuller Foundation"|"955988"|"0.0000"|"3112736.0000"|"0.0000"|"0.0000"|""|"45098492.0000"|"7781.0000"|"0.0000"|"48569092.0000"|"48569092.0000"|"2131.0000"|"230869.0000"|"119214.0000"
"04-6210177"|"DAVID E. MOESER TR/IND #0709485"|"955989"|"0.0000"|"307944.0000"|""|""|""|""|""|""|"223687.0000"|"337239.0000"|"0.0000"|"500.0000"|"28795.0000"
"04-6676539"|"CAROLINE BLANTON THAYER CHARITABLE TRUST #1011477"|"955991"|"259278.0000"|"2871256.0000"|"497999.0000"|""|""|""|""|""|"2828929.0000"|"3700473.0000"|"0.0000"|"1369.0000"|"70571.0000"
"04-6726873"|"N C DRAPER CHARITABLE FOUNDATION"|"955992"|"615437.0000"|"7786807.0000"|"408794.0000"|""|""|""|""|"156327.0000"|"13807506.0000"|"15116098.0000"|"0.0000"|""|"6148733.0000"
"04-6762777"|"KATHLEEN & RONALD J. JACKSON FOUNDATION"|"955994"|""|""|""|""|""|"2836256.0000"|""|""|"2219332.0000"|"2845555.0000"|"0.0000"|"9299.0000"|""
"04-6771029"|"BELL FAMILY FOUNDATION"|"955995"|"920426.0000"|"3763804.0000"|"1145225.0000"|""|""|""|""|""|"5244213.0000"|"6077811.0000"|"0.0000"|""|"248356.0000"
"04-6834092"|"Becton Family Foundation Justin W. Heatter, Trustee"|"955996"|""|"4019189.0000"|""|""|""|""|""|""|"1255959.0000"|"4048064.0000"|"0.0000"|""|"28875.0000"
"04-6847260"|"FREEDOM CHARITABLE FOUNDATION"|"955997"|"5904.0000"|"286720.0000"|""|""|""|""|""|""|"301511.0000"|"301511.0000"|"0.0000"|""|"8887.0000"
"05-0509060"|"THE BANCROFT FAMILY FOUNDATION"|"956001"|""|"499208.0000"|""|""|""|""|""|""|"417026.0000"|"552806.0000"|"0.0000"|"53598.0000"|""
"01-0721940"|"FRED J HARDER FOUNDATION"|"957241"|""|""|""|""|""|""|""|"2502255.0000"|"2712686.0000"|"2719630.0000"|"0.0000"|""|"217375.0000"
"04-3547221"|"TALBOTS CHARITABLE FOUNDATION, INC."|"957244"|""|""|""|""|""|""|""|""|"448729.0000"|"448729.0000"|""|"448729.0000"|""
"04-6072512"|"34-398781868421 FRED & SARAH LIPSKY FOUNDATION"|"957245"|""|""|""|""|""|"1883445.0000"|""|""|"1607928.0000"|"1959711.0000"|""|""|"76266.0000"
"04-6385523"|"ELIZABETH KILLAM RODGERS TR U/W #0713941"|"957246"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|"2349038.0000"|"2349038.0000"|"0.0000"|"500.0000"|"2348538.0000"
"04-6918010"|"THE ALFRED BERNHARD JACOBSEN TRUST OF 1996"|"957247"|""|"1288304.0000"|"118380.0000"|""|""|"1024245.0000"|""|""|"1716115.0000"|"2449904.0000"|"112063.0000"|""|"18025.0000"
"01-0211537"|"OAK GROVE SCHOOL"|"957930"|""|"1436251.0000"|""|""|""|""|""|"162000.0000"|"1417045.0000"|"1709927.0000"|"37307.0000"|"12385.0000"|"99291.0000"
"04-2105854"|"WORLD PEACE FOUNDATION"|"957932"|""|"7638059.0000"|""|""|""|""|""|"9851114.0000"|"18192211.0000"|"18192211.0000"|"11417.0000"|""|"703019.0000"
"01-6115166"|"Lois M. Gauthier Charitable Trust"|"957988"|""|"396049.0000"|""|""|""|""|""|""|"425962.0000"|"421437.0000"|""|"750.0000"|"24638.0000"
"02-0704231"|"LAURENCE LEVINE CHARITABLE FUND, INC."|"957989"|""|"1007553.0000"|""|""|""|""|"27649.0000"|"17600.0000"|"1360274.0000"|"1360274.0000"|"1909.0000"|""|"307472.0000"
"02-0788743"|"ELLIS FAMILY CHARITABLE FOUNDATION"|"957990"|""|"1011794.0000"|""|""|""|"1624912.0000"|"8772.0000"|""|"3079937.0000"|"3303301.0000"|"0.0000"|"529665.0000"|"128158.0000"
"03-0435755"|"M W ARMISTEAD III FAMILY FOUNDATION"|"957991"|""|""|""|""|""|"2269161.0000"|""|"0.0000"|"2098759.0000"|"2335195.0000"|"0.0000"|""|"66034.0000"
"04-2210741"|"DEAN FOUNDATION CHILDREN (IMA)"|"957993"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|"2555761.0000"|"0.0000"|"0.0000"|"2398101.0000"|"2627344.0000"|"0.0000"|""|"71583.0000"
"04-3490346"|"ALBERT & AMELIA FERST CHARITABLE FOUNDATION"|"957994"|""|""|""|""|""|""|""|"859142.0000"|"935149.0000"|"965188.0000"|"0.0000"|""|"106046.0000"
"04-3493147"|"THE HAMERMESH FAMILY CHARITABLE FOUNDATION"|"957995"|""|"579529.0000"|""|""|""|""|""|""|"579529.0000"|"579529.0000"|""|""|""
"04-3493830"|"Santos Family Foundation"|"957996"|""|"1325533.0000"|"1235038.0000"|""|"811130.0000"|""|""|"1769.0000"|"3206193.0000"|"3448792.0000"|"0.0000"|""|"75322.0000"
"04-6020729"|"SARAH G MCCARTHY MEMORIAL FNDTN"|"957997"|""|"920525.0000"|""|""|""|""|""|""|"941564.0000"|"963142.0000"|""|""|"42617.0000"
"04-6057747"|"JOSEPH PERSKY FOUNDATION"|"957999"|""|"3473539.0000"|""|""|""|""|""|"2278.0000"|"3802263.0000"|"3802263.0000"|"33900.0000"|""|"326446.0000"
"04-6064648"|"BROOKLINE TUBERCULOSIS & HEALTHY SOCIETY"|"958000"|"0.0000"|"312158.0000"|"106884.0000"|"0.0000"|""|"0.0000"|"0.0000"|"5222.0000"|"332886.0000"|"440971.0000"|"0.0000"|"16707.0000"|""
"04-6067737"|"ABRAHAM KAPLAN CHARITABLE FOUNDATION"|"958001"|""|"585777.0000"|""|"1300000.0000"|""|""|""|"44422.0000"|"1228200.0000"|"2386606.0000"|"8000.0000"|""|"456407.0000"
"04-6112346"|"SIFF CHARITABLE FOUNDATION"|"958002"|""|"38155.0000"|""|""|""|""|""|""|"45913.0000"|"46132.0000"|"0.0000"|""|"7977.0000"
"04-6115419"|"Eastman Charitable Foundation"|"958003"|""|"1539238.0000"|""|""|""|""|""|""|"887088.0000"|"1772619.0000"|"0.0000"|"143345.0000"|"90036.0000"
"04-6118955"|"THE COVE CHARITABLE TRUST"|"958004"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|"4019764.0000"|"0.0000"|"0.0000"|"4192688.0000"|"4118433.0000"|"0.0000"|""|"98669.0000"
"04-6125734"|"THE CARRICK FOUNDATION MICHAEL BROCKELMAN ET. AL. TRUSTEES 21045000073"|"958005"|"20701.0000"|"191323.0000"|"139292.0000"|""|""|""|""|""|"301429.0000"|"358278.0000"|""|""|"6962.0000"
"04-6144732"|"ANNA B. STEARNS CHARITABLE FOUNDATION, INC."|"958006"|"2196175.0000"|"8878229.0000"|"2077218.0000"|""|""|""|""|""|"10222794.0000"|"13560117.0000"|""|"111504.0000"|"296991.0000"
"04-6677641"|"NBT CHARITABLE TRUST JH3541"|"958008"|"681667.0000"|"2790687.0000"|""|""|""|""|""|""|"2118491.0000"|"3530323.0000"|""|""|"57969.0000"
"04-6782460"|"SUSAN A & DONALD P BABSON FOUNDATION"|"958009"|"579836.0000"|"3414589.0000"|""|""|""|"319868.0000"|""|""|"3560279.0000"|"4492655.0000"|"0.0000"|""|"178362.0000"
"01-0514859"|"THE OLD BUG LIGHT CHARITABLE FOUNDATION"|"958428"|""|"656163.0000"|"555987.0000"|""|""|"980395.0000"|""|""|"2043072.0000"|"2299236.0000"|"0.0000"|""|"106691.0000"
"01-6077631"|"CAMPBELL E W FOUNDATION TR"|"958429"|""|"2230854.0000"|""|""|""|""|""|""|"2171260.0000"|"2259051.0000"|""|""|"28197.0000"
"04-6460749"|"ELMER DELOURA FOR SCHOLARSHIPS"|"958432"|""|"4192885.0000"|""|""|""|""|""|""|"4421224.0000"|"4261489.0000"|""|""|"68604.0000"
"03-0410199"|"Praise Him Ministries, Inc."|"958725"|""|"101245.0000"|""|""|""|""|"1582124.0000"|"251949.0000"|"4344626.0000"|"2584183.0000"|"190657.0000"|""|"31606.0000"
"04-3583365"|"HAMPDEN SAVINGS FOUNDATION INC"|"958726"|""|"591944.0000"|""|""|""|""|""|"4418.0000"|"749305.0000"|"819505.0000"|"50000.0000"|"9169.0000"|"213974.0000"
"04-6032773"|"MACK INDUSTRIAL SCHOOL"|"958727"|"95332.0000"|"234113.0000"|"62304.0000"|""|""|"11676.0000"|""|""|"393473.0000"|"442630.0000"|"0.0000"|"417.0000"|"38788.0000"
"01-6136971"|"ALBERT H. YOUNG BANGOR SAVINGS BANK TRUSTEE"|"958781"|""|""|""|""|""|"844662.0000"|""|""|"769509.0000"|"844662.0000"|""|""|""
"01-6162463"|"BARBARA CASSIDY FOUNDATION"|"958782"|""|"1705043.0000"|"622261.0000"|""|""|""|""|""|"2256048.0000"|"2647657.0000"|"0.0000"|""|"320353.0000"
"02-0735167"|"NANCY JONES BEARD FOUNDATION"|"958783"|""|"1941774.0000"|""|""|""|"824047.0000"|""|""|"2598666.0000"|"2916079.0000"|"37503.0000"|"150258.0000"|""
"02-6004471"|"SAMUEL P. HUNT FOUNDATION"|"958784"|"1193370.0000"|"1470742.0000"|"0.0000"|""|""|"7200064.0000"|""|"2556.0000"|"8520786.0000"|"10007518.0000"|"0.0000"|""|"140786.0000"
"04-2104686"|"MALDEN INDUSTRIAL AID SOCIETY"|"958785"|""|""|""|""|""|"959752.0000"|""|""|"942070.0000"|"959752.0000"|""|""|""
"04-2307820"|"BABSON-WEBBER-MUSTARD FUND"|"958786"|""|"2935819.0000"|""|""|""|"1487601.0000"|""|""|"4457699.0000"|"4457699.0000"|"0.0000"|""|"34279.0000"
"04-2716893"|"FOLEY HOAG FOUNDATION"|"958787"|""|"34679.0000"|""|""|""|""|""|""|"28845.0000"|"36622.0000"|"0.0000"|"243.0000"|"1700.0000"
"04-3166698"|"THE KEEL FOUNDATION"|"958788"|"324074.0000"|"3354146.0000"|"288493.0000"|""|""|""|""|""|"2884979.0000"|"4021876.0000"|"0.0000"|""|"55163.0000"
"04-3441495"|"The LeBaron Foundation"|"958789"|"4981604.0000"|""|""|""|""|""|""|""|"4802532.0000"|"4981604.0000"|""|""|""
"04-3462645"|"ROHDA FAMILY CHARITABLE FOUNDATION"|"958790"|""|""|""|""|""|"828207.0000"|""|""|"794046.0000"|"874443.0000"|"0.0000"|""|"46236.0000"
"04-3541593"|"THE DOWNS FOUNDATION"|"958791"|""|""|""|""|""|"279679.0000"|""|""|"305267.0000"|"305267.0000"|"0.0000"|""|"25588.0000"
"04-3541874"|"THE SISTER AND JOHNNY FOUNDATION"|"958792"|"53953.0000"|"596896.0000"|"276898.0000"|""|""|""|""|""|"1020384.0000"|"1128601.0000"|"0.0000"|""|"200854.0000"
"04-3567545"|"THE CRAWFORD FOUNDATION 23-10371"|"958793"|""|"1244913.0000"|"464622.0000"|""|""|"91.0000"|""|""|"1922859.0000"|"1809427.0000"|""|""|"99801.0000"
"04-6012767"|"THE CHICKERING FOUNDATION (FORMERLY DEDHAM TEMP HOME FOR WOMEN & CHILDREN)"|"958794"|""|"2669000.0000"|""|""|""|""|""|""|"2708959.0000"|"2801291.0000"|""|"19648.0000"|"112643.0000"
"04-6019896"|"JH2550"|"958795"|"6065245.0000"|"20169800.0000"|""|""|""|""|""|""|"13821129.0000"|"26476652.0000"|""|""|"241607.0000"
"04-6023784"|"THE GEORGE I. ALDEN TRUST"|"958797"|""|"138938530.0000"|"0.0000"|""|""|"12598088.0000"|""|""|"129951782.0000"|"151639715.0000"|"2895000.0000"|"103097.0000"|""
"04-6024599"|"TTEE U/I OF ELLEN A STONE"|"958798"|""|"1465754.0000"|""|""|""|""|""|""|"1453852.0000"|"1525894.0000"|""|""|"60140.0000"
"04-6028085"|"TR U/A ALBERT W RICE CHAR"|"958799"|""|""|""|""|""|"6147169.0000"|""|""|"6371034.0000"|"6353304.0000"|""|""|"206135.0000"
"04-6037891"|"PAUL & EDITH BABSON FOUNDATION JH0200"|"958800"|"2019996.0000"|"8549764.0000"|""|""|""|""|""|""|"5387297.0000"|"10885417.0000"|""|""|"315657.0000"
"04-6038185"|"MASSACHUSETTS LIBRARY AID ASSOCIATION"|"958801"|""|""|"5878.0000"|""|""|"215215.0000"|""|""|"273366.0000"|"273366.0000"|"0.0000"|""|"52273.0000"
"04-6046475"|"OLIVE HIGGINS PROUTY FOUNDATION"|"958802"|""|"3151874.0000"|""|""|""|""|""|"250.0000"|"2606445.0000"|"3254519.0000"|""|""|"102395.0000"
"04-6072097"|"TR U/A E ROBBINS-ROBBINS MEM"|"958803"|""|"750803.0000"|""|""|""|""|""|""|"808427.0000"|"781035.0000"|""|""|"30232.0000"
"04-6133986"|"THE MARION W RICH FUND"|"958804"|""|"705983.0000"|""|""|""|""|""|""|"758792.0000"|"733130.0000"|""|""|"27147.0000"
"04-6317598"|"FOX FLORA TR U/WILL"|"958805"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|"1228769.0000"|"0.0000"|"0.0000"|"1196733.0000"|"1234962.0000"|"0.0000"|""|"6193.0000"
"04-6580695"|"FALLONA RAYMOND AND LAURA CHARITABLE 10153547005"|"958806"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|"4434736.0000"|"0.0000"|"0.0000"|"4512292.0000"|"4547934.0000"|"0.0000"|""|"113198.0000"
"04-6745184"|"JOHN & BARBARA GIUGGIO FDN."|"958807"|""|"448403.0000"|"25644.0000"|""|""|""|""|""|"469326.0000"|"530579.0000"|""|""|"56532.0000"
"04-6752868"|"ARGOSY FOUNDATION"|"958808"|""|"15774669.0000"|""|""|""|""|"89912.0000"|""|"16805272.0000"|"16805272.0000"|"0.0000"|"433752.0000"|"506939.0000"
"04-6902384"|"THE HOPE FOUNDATION - USA 1999 TRUST"|"958811"|""|"369002.0000"|"879821.0000"|""|""|"1549041.0000"|""|""|"2710449.0000"|"2938562.0000"|"0.0000"|""|"140698.0000"
"05-0466295"|"TRUST U/W DIANA S ADELSON"|"958815"|""|"0.0000"|""|""|""|"272245.0000"|""|""|"274753.0000"|"283195.0000"|"0.0000"|"2713.0000"|"8237.0000"
"02-0582343"|"GEORGE V DURGIN TRUST U/W SCHOLARSHIP FUND"|"959255"|"130687.0000"|"312340.0000"|"147537.0000"|""|""|"212795.0000"|""|""|"750098.0000"|"829482.0000"|"0.0000"|"26123.0000"|""
"04-6420685"|"CONSTANCE KILLAM TRUST U/W #0714865"|"959256"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|"388329.0000"|"388329.0000"|"0.0000"|"500.0000"|"387829.0000"
"01-6135476"|"BREWER & MCKAY SCHOLARSHIP PFDN 10 -101230378020"|"963296"|""|""|""|""|""|"352921.0000"|""|""|"349408.0000"|"352921.0000"|""|""|""
"04-6176476"|"CHISHOLM W FBO CHRIST CHURCH ETAL-TR"|"963300"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|"1185723.0000"|"0.0000"|"0.0000"|"1182841.0000"|"1216998.0000"|"0.0000"|"31275.0000"|""
"03-0375665"|"ARLENE AND DANIEL FISHER FOUNDATION"|"963325"|"4004659.0000"|""|""|""|""|""|""|""|"4578184.0000"|"4209904.0000"|"675358.0000"|"205006.0000"|""
"04-2306840"|"THE SWAN SOCIETY IN BOSTON, INC."|"963326"|"932309.0000"|"2691566.0000"|""|""|""|""|""|""|"4600201.0000"|"4600201.0000"|"757.0000"|"125230.0000"|"851096.0000"
"04-2738800"|"COSTAS AND MARY MALIOTIS CHARITABLE FOUNDATION-1981"|"963327"|""|""|""|""|""|""|""|""|"1849533.0000"|"0.0000"|"2550.0000"|""|""
"04-3683205"|"THE JOHN WHITEHEAD FAMILY FOUNDATION, INC."|"963328"|""|""|""|""|""|""|""|""|"687.0000"|"687.0000"|"0.0000"|""|""
"04-6131903"|"WALNUT HILL FOUNDATION"|"963330"|""|""|""|""|""|"257984.0000"|""|""|"440462.0000"|"445005.0000"|"1567.0000"|"187021.0000"|""
"04-6824225"|"MICHAEL R. KIDDER FAMILY FOUNDATION"|"963331"|""|""|""|""|""|"7394234.0000"|""|"2062587.0000"|"9749026.0000"|"9769488.0000"|"0.0000"|"617.0000"|"112050.0000"
"05-0487100"|"THE PICERNE CHARITABLE TRUST"|"963332"|""|"1414377.0000"|""|""|""|""|""|""|"775218.0000"|"1511098.0000"|"0.0000"|"959.0000"|"95762.0000"
"02-0588501"|"THE MADDEN FAMILY FOUNDATION, INC."|"963451"|""|"982561.0000"|"124967.0000"|""|""|""|""|""|"1172423.0000"|"1165497.0000"|"0.0000"|"57969.0000"|""
"02-0595263"|"GOULD FAMILY FOUNDATION"|"963452"|"2562645.0000"|"14308486.0000"|"5180833.0000"|""|""|""|""|""|"19814380.0000"|"22801677.0000"|"0.0000"|""|"749713.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"963454"|"8709740.0000"|"70606987.0000"|"32716636.0000"|""|""|""|"29285.0000"|"161079.0000"|"114248653.0000"|"114248653.0000"|"8021964.0000"|""|"2018474.0000"
"04-2121325"|"UNITED FUND & COUNCIL OF GREATER LYNN, INC."|"963455"|""|"121540.0000"|"20648.0000"|""|""|""|""|""|"175262.0000"|"175262.0000"|"0.0000"|""|"33074.0000"
"04-2269072"|"TRUST U/W EMMA R. TRAVELLI"|"963456"|"1356688.0000"|"5633861.0000"|"1416203.0000"|""|""|"110615.0000"|""|""|"6139589.0000"|"9619056.0000"|"0.0000"|""|"1101689.0000"
"04-3414101"|"THE EDITH GLICK SHOOLMAN CHILDREN'S FOUNDATION"|"963457"|""|""|""|""|""|"21133669.0000"|""|""|"21693104.0000"|"21693104.0000"|"0.0000"|""|"559435.0000"
"04-3414102"|"WILLIAM LOWELL PUTNAM PRIZE FUND FOR THE PROMOTION OF SCHOLARSHIP"|"963458"|""|"8706901.0000"|""|""|""|"441689.0000"|""|""|"2834805.0000"|"9277371.0000"|"0.0000"|"128781.0000"|""
"04-3425988"|"ROBERT AND IRIS FANGER FAMILY FOUNDATION"|"963459"|"314294.0000"|"173060.0000"|"45304.0000"|""|""|"47043.0000"|""|""|"524642.0000"|"621407.0000"|"0.0000"|"41706.0000"|""
"04-3446341"|"THE CHARLES AND CERISE JACOBS CHARITABLE FOUNDATION"|"963460"|""|"5539879.0000"|""|""|""|"222817.0000"|""|""|"5965578.0000"|"5930345.0000"|"0.0000"|""|"167649.0000"
"04-6027900"|"TRUST U/IND 3/1/52 EMMA R. TRAVELLI"|"963461"|"1838642.0000"|"8442342.0000"|"2427430.0000"|""|""|"90339.0000"|""|""|"8926248.0000"|"14549603.0000"|"0.0000"|""|"1750850.0000"
"04-6186166"|"CALDERWOOD CHARITABLE FOUNDATION"|"963462"|"794238.0000"|"23767185.0000"|"7390886.0000"|""|""|""|""|""|"28691199.0000"|"32438705.0000"|"0.0000"|"33093.0000"|"453303.0000"
"04-6560021"|"ROSALYN AND RICHARD SLIFKA CHARITABLE TRUST"|"963463"|""|""|""|""|""|""|""|""|"115108.0000"|"115108.0000"|"0.0000"|""|"115108.0000"
"02-0536250"|"THE MATTHEW J & ANNE B SMITH FOUNDATION INC"|"963809"|"2484885.0000"|"2064083.0000"|"0.0000"|"0.0000"|""|"0.0000"|"0.0000"|"0.0000"|"4321417.0000"|"4783327.0000"|"0.0000"|"9829.0000"|"224530.0000"
"02-6055400"|"ANNIE L ROWELL CHARITABLE REMAINDER TRUST 401451018"|"963811"|"978706.0000"|"3458521.0000"|"628970.0000"|""|""|""|""|""|"4568722.0000"|"5100859.0000"|""|""|"34662.0000"
"02-6068307"|"RAYMOND L JENKINS CHARITABLE TR #3035010341"|"963812"|"267095.0000"|"485514.0000"|"336366.0000"|""|""|"896038.0000"|""|""|"1756017.0000"|"2010586.0000"|""|""|"25573.0000"
"02-6110470"|"ANNIE L ROWELL INTERVIVOS TRUST 426245015"|"963813"|"3674941.0000"|"11084475.0000"|"3712423.0000"|""|""|""|""|""|"16582016.0000"|"18489485.0000"|""|""|"17646.0000"
"03-0433603"|"LYDIA COLLINS DEFOREST CHAR TR U/W BANK OF AMERICA, NA"|"963814"|""|"8575874.0000"|""|""|""|""|""|""|"8991031.0000"|"9585240.0000"|""|""|"1009366.0000"
"04-2743143"|"THE VANDERBILT FAMILY FOUNDATION"|"963815"|""|"3992916.0000"|"434581.0000"|""|""|"472127.0000"|""|""|"4057094.0000"|"5219449.0000"|"3451.0000"|""|"319825.0000"
"04-3359500"|"THE DRIFTWOOD CHARITABLE FOUNDATION"|"963816"|"0.0000"|"407802.0000"|""|""|""|"586052.0000"|""|""|"979429.0000"|"1080140.0000"|"0.0000"|""|"86286.0000"
"04-6429961"|"BROWN EMMA S U/DECL 3/12/79"|"963817"|""|"5962306.0000"|""|""|""|""|""|""|"5963488.0000"|"6083612.0000"|""|""|"121306.0000"
"02-0312307"|"MARY A. SWEENEY HOME"|"966060"|""|"3719180.0000"|"2688764.0000"|""|""|""|"614623.0000"|""|"6253906.0000"|"7098079.0000"|"2232.0000"|"7239.0000"|"68273.0000"
"04-6023807"|"ISAAC HARRIS CARY EDUCATIONAL FUND"|"966061"|"45465.0000"|"960576.0000"|"198587.0000"|""|""|""|""|""|"982746.0000"|"1263796.0000"|"0.0000"|"15083.0000"|"44085.0000"
"04-6006506"|"BOSTON FATHERLESS & WIDOWS SOCIETY"|"967615"|"657414.0000"|"3797320.0000"|"1438862.0000"|""|""|"337674.0000"|""|"0.0000"|"5170452.0000"|"6471596.0000"|"0.0000"|""|"240326.0000"
"04-2062107"|"EVERETT FOUNDATION FOR AGED PERSONS INC"|"967621"|"356896.0000"|"648781.0000"|"962092.0000"|""|"37294.0000"|"202481.0000"|""|""|"2036964.0000"|"2294297.0000"|"0.0000"|"8622.0000"|"78131.0000"
"01-0391038"|"Rosscare"|"967649"|""|""|""|""|""|""|"22149997.0000"|"11253186.0000"|"29214908.0000"|"34852474.0000"|"28413723.0000"|"665.0000"|"1003067.0000"
"01-6115928"|"STANDISH LAWRENCE SCHOLARSHIP TW 10-101160020340"|"967650"|""|"812111.0000"|""|""|""|""|""|""|"844095.0000"|"812111.0000"|""|""|""
"01-0575520"|"Merck Patient Assistance Program, Inc."|"967746"|""|""|""|""|""|""|""|""|"10234569.0000"|"10234569.0000"|"10234569.0000"|""|""
