"C_EIN"|"C_Org_Name"|"QUAL_DIST_XIII"|"EXCESS_DIST_CORPUS_XIII"|"EXCESS_DIST_CUR_YR_XIII"|"EXCESS_DIST_NEXT_YR_XIII"|"XML_DOCUMENT_ID"
"04-3533126"|"Wechsles Family Foundation"|""|"8523.0000"|"8523.0000"|"306798.0000"|"1297019"
"01-0351827"|"HELEN R COE TRUST"|"23384.0000"|""|""|""|"1297082"
"02-6100139"|"DIXIE WONDERS IRREV TRUST 3035006329"|""|"5654.0000"|"5654.0000"|""|"1297083"
"04-3489794"|"The Zoller Family Founation, Inc."|"0.0000"|""|""|"400342.0000"|"1297100"
"01-0702653"|"DAMICO FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"55026.0000"|"1297258"
"01-0752611"|"THE FAULCONER SCHOLARSHIP PROGRAMS"|""|""|""|"5449505.0000"|"1297259"
"01-6162330"|"EDWARD PAYSON GEORGE CHARITABLE TRUST"|"0.0000"|"0.0000"|"0.0000"|"1449445.0000"|"1297260"
"01-6182253"|"LOUIS PLANSEON FDN CO-TTEE 485-25198985921"|"26741.0000"|"0.0000"|"0.0000"|"0.0000"|"1297261"
"02-0488551"|"ROBERT S BRISTOL CHARITABLE TRUST"|"63688.0000"|""|""|""|"1297262"
"02-0569535"|"THE MAYER FOUNDATION"|""|""|""|"209668.0000"|"1297263"
"02-0774236"|"THE NORMAN A SCHOELL CHARITABLE FOUNDATION INC"|""|""|""|"13675.0000"|"1297265"
"02-6113705"|"FELLER FAMILY CHARITABLE FOUNDATION TRUST"|"0.0000"|"0.0000"|"0.0000"|"488260.0000"|"1297267"
"03-0369213"|"S D Ireland Cancer Research Fund Inc"|""|""|""|"1490123.0000"|"1297268"
"03-0594338"|"SWIFTWATER FOUNDATION INC"|"0.0000"|"0.0000"|"0.0000"|"125102.0000"|"1297269"
"03-6070736"|"P MOYNEHAN MEM FD CHARITABLE TR 403051014"|"5867.0000"|"0.0000"|"0.0000"|"0.0000"|"1297270"
"04-2103827"|"NEW BEDFORD DAY NURSERY INC"|"0.0000"|"0.0000"|"0.0000"|"29683.0000"|"1297273"
"04-2104834"|"PILGRIM FOUNDATION"|"29230.0000"|""|""|""|"1297274"
"04-3257822"|"THE BOSTON CAPITAL FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"585839.0000"|"1297275"
"04-3371801"|"THE REDMOND FAMILY FOUNDATION"|"1492.0000"|"0.0000"|"0.0000"|"17405.0000"|"1297276"
"04-3406251"|"THE PETER AND DEBORAH LAMM FOUNDATION R BRADFORD MALT ET AL TRUSTEES"|"0.0000"|"0.0000"|"0.0000"|"1485545.0000"|"1297277"
"04-3442439"|"THOMAS A RODGERS JR FAMILY FOUNDATION"|"1199082.0000"|"0.0000"|"0.0000"|"0.0000"|"1297278"
"04-3494455"|"THE GERALD AND JUDITH FELDMAN CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"294815.0000"|"1297279"
"04-3498622"|"MISSION HILLFENWAY NEIGHBORHOOD TRUST INC"|"61113.0000"|"0.0000"|"0.0000"|"0.0000"|"1297280"
"04-3517737"|"COGHLIN SERVICES FUND"|"0.0000"|"0.0000"|"0.0000"|"458556.0000"|"1297281"
"04-3581722"|"THE CEDAR STREET FOUNDATION JH1204"|"117524.0000"|""|""|""|"1297282"
"04-3662001"|"SIEBENTHALER FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"155476.0000"|"1297283"
"04-3674511"|"THE PETRA FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"596402.0000"|"1297284"
"04-6012009"|"FRANK R PETERS TRUST"|"297790.0000"|""|""|""|"1297285"
"04-6026301"|"PERPETUAL TR-UNDESIGNATED"|"866588.0000"|""|""|""|"1297286"
"04-6037206"|"LANCASTER FOUNDATION"|"4360.0000"|"0.0000"|"0.0000"|"22234.0000"|"1297287"
"04-6039510"|"FOUNDATION, INC"|""|""|""|"1548003.0000"|"1297288"
"04-6044429"|"Charles Robert Gens Foundation"|"13994.0000"|"0.0000"|"0.0000"|"0.0000"|"1297289"
"04-6050746"|"Church of the Good Shepherd"|"103139.0000"|"0.0000"|"0.0000"|"0.0000"|"1297290"
"04-6060903"|"RIMER TRUST"|""|""|""|"98611.0000"|"1297291"
"04-6136550"|"SAQUISH FOUNDATION"|"352320.0000"|"0.0000"|"0.0000"|"0.0000"|"1297292"
"04-6742955"|"EDWARD A BOND FOUNDATION"|"0.0000"|"15289.0000"|"15289.0000"|"45488.0000"|"1297293"
"04-6799734"|"MARY FIELD AND VINCENT DEPAUL GOUBEAU CHARITABLE TR 1996"|"0.0000"|"53383.0000"|"53383.0000"|"4626.0000"|"1297294"
"04-6833651"|"JAMES L RUBENSTEIN FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"578769.0000"|"1297295"
"04-6906429"|"STEPHEN AND ALICE CUTLER FAMILY FNDTN"|"81455.0000"|"0.0000"|"0.0000"|"0.0000"|"1297296"
"04-6908113"|"QUIRK MARY E IRREV TRUST"|"94697.0000"|"0.0000"|"0.0000"|"0.0000"|"1297297"
"04-6914538"|"BROWN CHARITABLE FOUNDATION"|"64902.0000"|"0.0000"|"0.0000"|"0.0000"|"1297298"
"01-6007111"|"CLOVER C CLARK MEMORIAL TR 10 -101230022380"|"100454.0000"|""|""|""|"1298145"
"01-6035550"|"EDWARD P CLARK MEMORIAL TR 10-101230022400"|"49456.0000"|""|""|""|"1298146"
"02-6012645"|"DEERING FOUNDATION, INC."|""|""|""|"30690.0000"|"1298148"
"04-3335235"|"THE LADD FAMILY FOUNDATION"|"188506.0000"|"0.0000"|"0.0000"|"0.0000"|"1298149"
"04-6024733"|"TTEE U/W OF CLARK HARWOOD"|"15612.0000"|""|""|""|"1298150"
"04-6412350"|"FRED W. WELLS TRUST FUND"|"180902.0000"|""|""|""|"1298151"
"04-6708737"|"I & E USEN FAMILY CHARITABLE FDN"|""|""|""|"77365.0000"|"1298152"
"04-6720803"|"HARPLEY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"26010.0000"|"1298153"
"05-0467833"|"NICHOLAS CALDARONE FOUNDATION 1030064973"|""|""|""|"86543.0000"|"1298155"
"01-0854918"|"Orcqqia Family Foundation"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"1300524"
"02-6015114"|"HUBBARD FARMS CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|""|"40857.0000"|"1300526"
"03-0213310"|"RONALD TERRILL MEMORIAL FUND, INC."|""|""|""|""|"1300527"
"03-0346513"|"THE ORTON FAMILY FOUNDATION, INC."|""|""|""|""|"1300528"
"03-0363118"|"THE JACK AND DOROTHY BYRNE FOUNDATION, INC."|"0.0000"|"0.0000"|"0.0000"|"14995859.0000"|"1300529"
"03-6090117"|"ROBERT AND JUDITH STURGIS FAMILY FOUNDATION TRUST"|""|""|""|"2219.0000"|"1300530"
"04-2776213"|"NEW ENGLAND BIOLABS FOUNDATION"|""|""|""|"1115954.0000"|"1300531"
"04-3198713"|"RUSSELL-DAVIDSON FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"127269.0000"|"1300532"
"04-3369620"|"GOESSEL FAMILY FOUNDATION INC"|""|""|""|"94156.0000"|"1300533"
"04-3371516"|"AVIDIA CHARITABLE FOUNDATION, INC."|""|""|""|"234628.0000"|"1300534"
"04-3388013"|"JORDAN TORCH FOUNDATION - TR"|""|""|""|"271488.0000"|"1300535"
"04-3473310"|"THE CRAWFORD IDEMA FAMILY FOUNDATION, INC."|"0.0000"|"0.0000"|"0.0000"|"197443.0000"|"1300536"
"04-6038620"|"FLORENCE & ROBERT SPRAGUE FOUNDATION"|"0.0000"|"15691.0000"|"15691.0000"|"70469.0000"|"1300540"
"04-6046113"|"ANSIN FOUNDATION"|""|"735995.0000"|"735995.0000"|"511643.0000"|"1300541"
"04-6092821"|"CROPPER WILLIAM H TR U/WILL"|""|""|""|"20090.0000"|"1300542"
"04-6614314"|"PATRICK CARNEY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"3439506.0000"|"1300543"
"04-6820320"|"KINGSBURY ROAD CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"701839.0000"|"1300544"
"04-6869215"|"THE DICENSO FAMILY CHARITABLE TRUST"|"0.0000"|"0.0000"|"0.0000"|"5803.0000"|"1300545"
"02-6086221"|"THE FANNIE COX FOUNDATION"|""|"0.0000"|"0.0000"|"4364893.0000"|"1301859"
"04-2210741"|"DEAN FOUNDATION CHILDREN (IMA)"|""|""|""|"33519.0000"|"1301860"
"04-6232521"|"C JORDON TUA"|"92774.0000"|""|""|""|"1301861"
"04-6677641"|"JBT CHARITABLE TRUST JH3541"|""|"800.0000"|"800.0000"|""|"1301862"
"04-3222995"|"MILLER UA MOREY & HELEN SCHOL"|"6512.0000"|""|""|""|"1301911"
"01-0498551"|"John T. Gorman Foundation"|"3676424.0000"|"0.0000"|"0.0000"|"0.0000"|"1301942"
"01-0549309"|"THE ROBERTS FOUNDATION"|"57156.0000"|"0.0000"|"0.0000"|"0.0000"|"1301943"
"02-0549409"|"Maine Orthopaedic Foundation"|""|""|""|""|"1301944"
"04-2607210"|"LOTTA THEATRICAL FUND"|"10480.0000"|""|""|""|"1301945"
"04-2607227"|"MARY A CRABTREE FUND"|"20204.0000"|""|""|""|"1301946"
"04-3066922"|"BRIGHAM HILL FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"355727.0000"|"1301947"
"04-6660300"|"Francis H LeBlanc Charitable Trust"|"25915.0000"|""|""|""|"1301949"
"04-3382001"|"SOMERVILLE HEALTH FOUNDATION"|""|""|""|"35701.0000"|"1302181"
"04-3538929"|"BEN E FACTORS FOUNDATION 7565-07560016259"|"53981.0000"|"0.0000"|"0.0000"|"0.0000"|"1302182"
"04-6838152"|"ESMOND HARMSWORTH 1997 CHARITABLE FOUNDATION"|""|""|""|"2918975.0000"|"1302183"
"04-6864140"|"CATHERINE HAWKINS FOUNDATION JOHN I. & ELIZABETH TAYLOR, TTEES"|"216468.0000"|"0.0000"|"0.0000"|"0.0000"|"1302184"
"02-0709426"|"The Foster Family Private Foundation Inc"|"61029.0000"|""|""|""|"1302987"
"02-6004808"|"TRUST UW BENJAMIN COUCH 360107015"|"0.0000"|"0.0000"|"0.0000"|"3456.0000"|"1302988"
"02-6010880"|"MARY E ELLIOTT TRUST"|"29059.0000"|""|""|""|"1302989"
"02-6019759"|"ACA SCHOLARSHIP TRUST"|""|""|""|""|"1302990"
"03-6016085"|"IVAN W AND BERNICK K BURNHAM EDUCATION"|"9694.0000"|"0.0000"|"0.0000"|"0.0000"|"1302992"
"03-6044565"|"E DANTE BOGNI TR 420260010"|"15491.0000"|"0.0000"|"0.0000"|"0.0000"|"1302993"
"03-6064491"|"WILLIAM H JAMES AND GLENNA JAMES SCHOLARSHIP"|"19203.0000"|"0.0000"|"0.0000"|"0.0000"|"1302994"
"03-6066372"|"WALTER IRISH CHURCH FUND 420361016"|"4436.0000"|"0.0000"|"0.0000"|"0.0000"|"1302995"
"04-2610674"|"LOTTA AGRICULTURAL FUND"|""|""|""|"450106.0000"|"1302996"
"04-2915665"|"THE DR A EVERETT AND RUTH E ROSEN F ROSEN FOUNDATION"|""|""|""|"207209.0000"|"1302997"
"04-3195994"|"HILDRETH STEWART CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"1542129.0000"|"1302998"
"04-3243059"|"THE OHANIAN FAMILY FOUNDATION, INC."|"0.0000"|"0.0000"|"0.0000"|"449119.0000"|"1303000"
"04-3530777"|"AKAMAI FOUNDATION INC"|"0.0000"|"0.0000"|"0.0000"|"1158308.0000"|"1303001"
"04-3536671"|"GREEN LEAF FOUNDATION WILLIAM B PERKINS ET AL TRUSTEES"|"0.0000"|"14600.0000"|"14600.0000"|"110235.0000"|"1303002"
"04-3541069"|"ORISTAGLIO FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"1170306.0000"|"1303003"
"04-6010559"|"MARION G JACKSON CHAR TR"|"418548.0000"|""|""|""|"1303004"
"04-6067847"|"JOHN D BRYANT TRUST UW WINIFRED I LI TRUSTEE"|"0.0000"|"0.0000"|"0.0000"|"34579.0000"|"1303005"
"04-6130518"|"GEORGE R WALLACE FOUNDATION"|"0.0000"|"30100.0000"|"30100.0000"|"0.0000"|"1303006"
"04-6497465"|"MIRIAM SHAW FUND U/W"|"439224.0000"|""|""|""|"1303007"
"04-6967568"|"RAWSON FAMILY FOUNDATION TRUST"|"0.0000"|"0.0000"|"0.0000"|"77784.0000"|"1303010"
"04-6019494"|"NELLA M GRIMM FOX FOUNDATION"|"307017.0000"|""|""|""|"1303750"
"04-6487087"|"HARVEY H & CATHERINE MOSES EDUCATION FUND"|"11600.0000"|""|""|""|"1303752"
"04-6504871"|"DORIS L. BENZ TRUST"|"381795.0000"|"0.0000"|"0.0000"|"0.0000"|"1303753"
"01-0739379"|"Douglas E Mitchell Charitable Foundation"|""|"254.0000"|"254.0000"|"71.0000"|"1304849"
"01-0800004"|"Pierce Family Foundation"|""|""|""|"128847.0000"|"1304850"
"01-6009698"|"WILLIAM SEARLS SCHOLARSHIP FUND THE FIRST NA"|"15807.0000"|"0.0000"|"0.0000"|"0.0000"|"1304851"
"02-6004790"|"CLARA SALTUS TRUST UW 360145015"|"0.0000"|"5889.0000"|"5889.0000"|"10299.0000"|"1304852"
"04-3014763"|"THE SHANE FOUNDATION 15009232"|"0.0000"|"0.0000"|"0.0000"|"106601.0000"|"1304854"
"04-3049521"|"MAYOR GAYDEN MORRILL CHARITABLE FOUNDATION"|""|""|""|""|"1304855"
"04-3422324"|"RUSSO FAMILY CHARITABLE FOUNDATION TRUST"|"0.0000"|"0.0000"|"0.0000"|"301498.0000"|"1304856"
"04-3494798"|"THE WADE FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"2091323.0000"|"1304857"
"04-3509776"|"THE HICKS FAMILY CHARITABLE FOUNDATION JUTTA B. HICKS ET AL, TRUSTEES"|"0.0000"|"0.0000"|"0.0000"|"727160.0000"|"1304858"
"04-3528004"|"POPPLESTONE FOUNDATION"|"2467001.0000"|"0.0000"|"0.0000"|"0.0000"|"1304859"
"04-6012784"|"KENWOOD FOUNDATION 7560-07552021240"|"0.0000"|"0.0000"|"0.0000"|"767338.0000"|"1304860"
"04-6029004"|"JAMES C MELVIN TRUST UW FRANCIS L COOLIDGE ET AL TRUSTEES"|"210924.0000"|"0.0000"|"0.0000"|"0.0000"|"1304861"
"04-6043096"|"Macpherson Fund Inc"|"30034.0000"|"0.0000"|"0.0000"|"0.0000"|"1304862"
"04-6088114"|"JUSTIN & GENEVIEVE WYNER TRUST"|"0.0000"|"0.0000"|"0.0000"|"214337.0000"|"1304863"
"04-6215821"|"JOSEPH & CLARA FLYNN SCHOLARSHIP TRUST"|"23510.0000"|"0.0000"|"0.0000"|"0.0000"|"1304865"
"04-6528704"|"LOEWY CHARITABLE FOUNDATION ARTHUR F LOEWY TRISTEE"|"0.0000"|"0.0000"|"0.0000"|"227315.0000"|"1304866"
"04-6644020"|"THE IVES FAMILY CHARITABLE TRUST"|"136561.0000"|"0.0000"|"0.0000"|"0.0000"|"1304867"
"04-6668886"|"METANOIA FUND 90151348"|"0.0000"|"0.0000"|"0.0000"|"1111595.0000"|"1304868"
"04-6744975"|"KERSHAW FOUNDATION CHARITABLE TRUST"|"0.0000"|"0.0000"|"0.0000"|"655735.0000"|"1304869"
"01-0371179"|"LONGLEY SCHOLARSHIP FOUNDATION 43M133013"|""|""|""|"14601.0000"|"1305584"
"01-6007504"|"JOHN W MANSON TRUST 10-101160039320"|""|""|""|"25764.0000"|"1305586"
"02-6008379"|"THE GREENSPAN FOUNDATION"|""|"14901.0000"|"14901.0000"|"17222.0000"|"1305588"
"03-0341004"|"BETTER AND BETTER FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"2213780.0000"|"1305589"
"03-6070999"|"HARRY WOLFF TRUST"|"55059.0000"|""|""|""|"1305590"
"03-6089090"|"BONBRIGHT FAMILY FOUNDATION"|"46759.0000"|"0.0000"|"0.0000"|"0.0000"|"1305591"
"04-2613244"|"JAMES G. MARTIN MEMORIAL TRUST"|""|""|""|"2657657.0000"|"1305592"
"04-6024320"|"TTEE U/W OF L. GILBERT FBO LANE HOSP"|"107392.0000"|""|""|""|"1305593"
"04-6044620"|"EASTERN CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"41113.0000"|"1305594"
"04-6066081"|"TRAYLOR CHARITABLE FUND"|"0.0000"|""|""|"9636.0000"|"1305595"
"04-6191561"|"TRASK JOSEPHINE B IRR TR DTD 7/24/68"|""|"8886.0000"|"8886.0000"|""|"1305596"
"01-0705507"|"IRAIDA CADANO CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"598099.0000"|"1307551"
"01-0446023"|"The Bank of Maine Charitable Foundation"|"0.0000"|"0.0000"|"0.0000"|"1951180.0000"|"1308163"
"01-0514175"|"Machias Savings Bank Community Development Foundation"|"0.0000"|"0.0000"|"0.0000"|"17767.0000"|"1308164"
"01-0737173"|"SUZANNE WESTER MATTEO MD CHARITABLE FNDN"|""|""|""|"47221.0000"|"1308165"
"01-6148895"|"The S Douglas and Rita C Sukeforth Charitable Foundation"|"242406.0000"|"0.0000"|"0.0000"|"0.0000"|"1308166"
"01-6226621"|"WILLIAM F TROXELL CHARITABLE TRUST PNC BANK NA"|"56404.0000"|"0.0000"|"0.0000"|"0.0000"|"1308167"
"03-0355842"|"Antonio B and Rita M Pomerleau Foundation Inc"|""|""|""|"1809880.0000"|"1308168"
"04-2585160"|"BENJAMIN D and RUBY G SCHULMAN FOUNDATION"|""|"38402.0000"|"38402.0000"|"256484.0000"|"1308169"
"04-2625173"|"THE LINNELL FOUNDATION"|"205133.0000"|""|""|""|"1308170"
"04-2670567"|"ISLAND FOUNDATION INC"|"0.0000"|"0.0000"|"0.0000"|"130238.0000"|"1308171"
"04-3422869"|"Florence Savings Charitable Foundation Inc"|"0.0000"|"5320.0000"|"5320.0000"|"13094.0000"|"1308173"
"04-3467074"|"DE BEAUMONT FOUNDATION INC"|"0.0000"|"0.0000"|"0.0000"|"3696417.0000"|"1308174"
"04-3476677"|"NEIGHBORHOOD PARTNERS FUND INC"|""|""|""|""|"1308175"
"04-3493460"|"ROSENBAUMSTEINBERG FAMILY FOUNDATION"|"708.0000"|"0.0000"|"0.0000"|"0.0000"|"1308176"
"04-3690323"|"FRANK SARAH AND MYER J MONUS FOUNDATION"|"33087.0000"|"0.0000"|"0.0000"|"0.0000"|"1308178"
"04-6039173"|"WELD FOUNDATION 15007564"|"179047.0000"|"0.0000"|"0.0000"|"0.0000"|"1308179"
"04-6142795"|"ALFRED L MORSE & ANNETTE S MORSE FOUNDATION"|"57958.0000"|"0.0000"|"0.0000"|"0.0000"|"1308180"
"04-6677395"|"MARK & CAROL HYMAN FUND"|"183793.0000"|"0.0000"|"0.0000"|"0.0000"|"1308181"
"04-6707573"|"JAMES N ABBOTT JR TRUST UW ARTICLE 4"|"0.0000"|"0.0000"|"0.0000"|"16527.0000"|"1308182"
"04-6049261"|"THE JAFFE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"1038051.0000"|"1308525"
"01-0752786"|"Zachary and Lindsey Gund Foundation"|"0.0000"|"0.0000"|"0.0000"|"90176.0000"|"1308784"
"04-2103780"|"FRANKLIN SQUARE HOUSE FOUNDATION INC"|"0.0000"|"0.0000"|"0.0000"|"929918.0000"|"1308785"
"04-2104688"|"Managers of Boston Port and Seamen's Aid Society"|"0.0000"|"0.0000"|"0.0000"|"1710239.0000"|"1308786"
"04-3484588"|"Florence SavingsEasthampton Branch Charitable Foundation Inc"|"0.0000"|"5916.0000"|"5916.0000"|"10896.0000"|"1308787"
"04-3511089"|"THE SHILLMAN FOUNDATION"|""|"700283.0000"|"700283.0000"|"9570779.0000"|"1308788"
"04-6039595"|"SIDNEY & ESTHER RABB CHARITABLE FOUNDATION"|"0.0000"|"108458.0000"|"108458.0000"|"320353.0000"|"1308789"
"01-6008389"|"SHAW'S SUPERMARKETS CHAR FOUNDATION"|""|""|""|"1025562.0000"|"1308908"
"02-6005491"|"EDWARD WAGNER & GEORGE HOSSER SCH FUND 3020003262"|""|""|""|"298449.0000"|"1308909"
"04-6011995"|"CHARLES E & CAROLINE J ADAMS TRUST"|"561089.0000"|""|""|""|"1308911"
"02-0694762"|"J&L FOUNDATION"|"169400.0000"|"0.0000"|"0.0000"|"0.0000"|"1312465"
"02-6076262"|"THE MCININCH SCHOLARSHIP FUND 407385012"|"0.0000"|"843.0000"|"843.0000"|"0.0000"|"1312466"
"03-0518473"|"THE LESSING FAMILY FOUNDATION STEPHEN&SANDRA LESSING TTEES U/A/D 5/19/03"|"0.0000"|""|""|"2665597.0000"|"1312467"
"03-6016072"|"JOHN R WILSON SCHOLARSHIP TR 430004010"|"0.0000"|"7346.0000"|"7346.0000"|"6194.0000"|"1312468"
"04-3310863"|"John C. and Eunice B. Morrison Charitable Foundation"|"0.0000"|"36817.0000"|"36817.0000"|"0.0000"|"1312469"
"04-3334973"|"RUDERMAN FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"9919781.0000"|"1312470"
"04-3489662"|"F.E and A.R. Barstow Charitable Trust"|"126711.0000"|""|""|""|"1312471"
"04-3837163"|"ECHOES OF LASTING PEACE, INC."|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"1312472"
"02-6098262"|"EDWIN C. REMICK TESTAMENTARY TRUST"|"0.0000"|"0.0000"|"0.0000"|"752177.0000"|"1312656"
"02-0649872"|"LAM YAU JONG CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"1313217"
"03-0374762"|"HUGIN FAMILY FOUNDATION INC"|""|""|""|"1241258.0000"|"1313218"
"04-3339572"|"THE MORNINGSIDE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"6021128.0000"|"1313219"
"04-3371173"|"LAURING CHARITABLE FOUNDATION"|"531983.0000"|"0.0000"|"0.0000"|"0.0000"|"1313220"
"01-6138763"|"GLADYS F O'NEIL CHARITABLE TRUST"|"77034.0000"|"0.0000"|"0.0000"|"0.0000"|"1315406"
"04-3133703"|"SOUTH SHORE ANTIQUE AUTO FOUNDATION, INC"|"0.0000"|"1891.0000"|"1891.0000"|"67000.0000"|"1315836"
"01-0537471"|"Planet Dog Foundation"|"0.0000"|"0.0000"|"0.0000"|"93749.0000"|"1315875"
"01-6020765"|"JEWISH COMMUNITY ENDOWMENT ASSOCIATES"|"30588.0000"|"0.0000"|"0.0000"|"0.0000"|"1315876"
"02-0513464"|"HESED FOUNDATION INC."|""|""|""|"56025.0000"|"1315877"
"02-0659001"|"Edward L Williams and Mary B Williams Foundation"|"241677.0000"|""|""|""|"1315878"
"02-0738401"|"FOUNDATION - USA INC."|""|""|""|"261273.0000"|"1315879"
"03-0300865"|"Ben & Jerry's Foundation, Inc."|""|""|""|"9202039.0000"|"1315880"
"03-0460786"|"THE JANE & ALAN CORNELL FOUNDATION INC."|"261.0000"|"0.0000"|"0.0000"|"3029.0000"|"1315882"
"04-3234201"|"WOLF & COMPANY, PC"|"0.0000"|"0.0000"|"0.0000"|"705604.0000"|"1315883"
"04-3371601"|"THE LITTLE OAK HILL FOUNDATION"|"31316.0000"|""|""|""|"1315884"
"04-6131201"|"FIDELITY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"12987871.0000"|"1315885"
"04-6139986"|"JOSEPH PERINI MEMORIAL FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"103500.0000"|"1315886"
"04-6661364"|"CAROL AND ALAN J. BERNON FAMILY CHARITABLE FOUNDATION"|"0.0000"|"239329.0000"|"239329.0000"|"2176903.0000"|"1315887"
"02-6021464"|"ABBIE M GRIFFIN HOSPITAL FUND"|"7711.0000"|""|""|"0.0000"|"1316151"
"02-6021465"|"ABBIE M GRIFFIN MEMORIAL FUND"|"697.0000"|""|""|"0.0000"|"1316152"
"02-6086871"|"THE STANNARD & DOROTHY DUNN CHARITABLE TRUST"|"71400.0000"|"0.0000"|"0.0000"|"0.0000"|"1316153"
"04-3340270"|"PEMBERTON FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"394996.0000"|"1316154"
"04-3425071"|"THE ALCES FOUNDATION 7562-07552012606"|"0.0000"|"0.0000"|"0.0000"|"2579.0000"|"1316155"
"04-3534471"|"Irene Stiver Scholarship Fund"|""|""|""|"72483.0000"|"1317362"
"04-6195965"|"Frank Gerrity Charitable Trust"|"173250.0000"|"0.0000"|"0.0000"|"0.0000"|"1317363"
"05-0260671"|"BALLOU HOME FOR THE AGED"|""|""|""|""|"1317364"
"01-0512082"|"FISHER CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"224790.0000"|"1318486"
"01-0931287"|"THE PETE & RUTH LESLIE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"206005.0000"|"1318488"
"01-6085692"|"ROSE M CLARK TRUST"|"38026.0000"|""|""|"319.0000"|"1318489"
"02-0794202"|"COTSEN FOUNDATION FOR ACADEMIC RESEARCH"|""|""|""|"29788663.0000"|"1318491"
"02-6007487"|"New London Service Organization, Inc."|""|""|""|""|"1318492"
"03-6072967"|"FRANCIS EARL AND EDWINA JONES CLARK TRUST"|"0.0000"|"2187.0000"|"2187.0000"|"8863.0000"|"1318493"
"03-6091970"|"FRANK & ZADA CHASE CHARITABLE TRUST 1576"|"98002.0000"|"0.0000"|"0.0000"|"0.0000"|"1318494"
"04-2111393"|"ELLA LYMAN CABOT TRUST INC"|"137831.0000"|""|""|""|"1318495"
"04-2690883"|"CLIFFORD CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"840711.0000"|"1318496"
"04-3365903"|"CALEB DEVELOPMENT CORPORATION"|"0.0000"|"0.0000"|"0.0000"|"431370.0000"|"1318497"
"04-3397818"|"TURNING LEAF FOUNDATION INC"|"0.0000"|"0.0000"|"0.0000"|"440352.0000"|"1318498"
"04-3516466"|"THE JUNE RICHARD MATTHEWS CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"31311.0000"|"1318499"
"04-3540667"|"YEARLEY FAMILY FOUNDATION"|"182348.0000"|""|""|"0.0000"|"1318500"
"04-3580383"|"The Linda Wisnewski and William Collatos Family Foundation"|"0.0000"|"110143.0000"|"110143.0000"|"361077.0000"|"1318501"
"04-6112483"|"THE BARUCH FUND"|""|""|""|"2098597.0000"|"1318502"
"04-6169683"|"DIRLAM CHARITABLE TRUST"|"0.0000"|"0.0000"|"0.0000"|"42796.0000"|"1318503"
"04-6663582"|"THE LUDCKE FOUNDATION"|"1193448.0000"|""|""|""|"1318504"
"04-6896202"|"JOHN AND JUDITH NELSON FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"722919.0000"|"1318505"
"01-0521503"|"WINSLOW-JOHNSON SCHOLARSHIP TRUST"|"2604.0000"|"0.0000"|"0.0000"|"0.0000"|"1319064"
"01-6017314"|"SYLVIA E ROSS TRUST"|"52856.0000"|""|""|""|"1319066"
"02-6004792"|"HERBERT G ABBOT TESTAMENTARY TRUST 360090013"|"0.0000"|"0.0000"|"0.0000"|"1636.0000"|"1319067"
"04-3582018"|"BROOKS FAMILY FOUNDATION"|"207011.0000"|"0.0000"|"0.0000"|"93978.0000"|"1319068"
"04-6013418"|"ALICE PLIMPTON EDUCATION UNDER WILL 52723467"|""|"6065.0000"|"6065.0000"|"16244.0000"|"1319069"
"04-6051719"|"CLYDE PARK CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"80329.0000"|"1319070"
