"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"FMV_NON_CHAR_TOTAL"|"NET_NON_CHAR"|"MIN_INVEST_RETURN"
"04-6011995"|"CHARLES E & CAROLINE J ADAMS TRUST"|"1308911"|"14000248.0000"|"13790244.0000"|"689512.0000"
"02-0694762"|"J&L FOUNDATION"|"1312465"|"3529282.0000"|"3476343.0000"|"173817.0000"
"02-6076262"|"THE MCININCH SCHOLARSHIP FUND 407385012"|"1312466"|"1557327.0000"|"1533967.0000"|"76698.0000"
"03-0518473"|"THE LESSING FAMILY FOUNDATION STEPHEN&SANDRA LESSING TTEES U/A/D 5/19/03"|"1312467"|"689205.0000"|"678867.0000"|"33943.0000"
"03-6016072"|"JOHN R WILSON SCHOLARSHIP TR 430004010"|"1312468"|"416572.0000"|"410323.0000"|"20516.0000"
"04-3310863"|"John C. and Eunice B. Morrison Charitable Foundation"|"1312469"|"11747089.0000"|"11570883.0000"|"578544.0000"
"04-3334973"|"RUDERMAN FAMILY FOUNDATION"|"1312470"|"69533599.0000"|"68490595.0000"|"3424530.0000"
"04-3489662"|"F.E and A.R. Barstow Charitable Trust"|"1312471"|"4439842.0000"|"4373244.0000"|"218662.0000"
"04-3837163"|"ECHOES OF LASTING PEACE, INC."|"1312472"|"3627246.0000"|"3572837.0000"|"178642.0000"
"02-6098262"|"EDWIN C. REMICK TESTAMENTARY TRUST"|"1312656"|"12018872.0000"|"11355872.0000"|"567794.0000"
"02-0649872"|"LAM YAU JONG CHARITABLE FOUNDATION"|"1313217"|"794115.0000"|"782203.0000"|"39110.0000"
"03-0374762"|"HUGIN FAMILY FOUNDATION INC"|"1313218"|"2151458.0000"|"2119186.0000"|"105959.0000"
"04-3339572"|"THE MORNINGSIDE FOUNDATION"|"1313219"|"49096211.0000"|"48359768.0000"|"2417988.0000"
"04-3371173"|"LAURING CHARITABLE FOUNDATION"|"1313220"|"10508623.0000"|"10350994.0000"|"517550.0000"
"01-6138763"|"GLADYS F O'NEIL CHARITABLE TRUST"|"1315406"|"2668578.0000"|"2628549.0000"|"131427.0000"
"04-3133703"|"SOUTH SHORE ANTIQUE AUTO FOUNDATION, INC"|"1315836"|"38404.0000"|"37828.0000"|"1891.0000"
"01-0537471"|"Planet Dog Foundation"|"1315875"|"349221.0000"|"343983.0000"|"17199.0000"
"01-6020765"|"JEWISH COMMUNITY ENDOWMENT ASSOCIATES"|"1315876"|"772847.0000"|"761254.0000"|"38063.0000"
"02-0513464"|"HESED FOUNDATION INC."|"1315877"|"929848.0000"|"915900.0000"|"45795.0000"
"02-0659001"|"Edward L Williams and Mary B Williams Foundation"|"1315878"|"5402040.0000"|"5321009.0000"|"266050.0000"
"02-0738401"|"FOUNDATION - USA INC."|"1315879"|"206632.0000"|"203533.0000"|"10177.0000"
"03-0300865"|"Ben & Jerry's Foundation, Inc."|"1315880"|"6056735.0000"|"5965884.0000"|"298294.0000"
"03-0460786"|"THE JANE & ALAN CORNELL FOUNDATION INC."|"1315882"|"480301.0000"|"473096.0000"|"23655.0000"
"04-3234201"|"WOLF & COMPANY, PC"|"1315883"|"559362.0000"|"550972.0000"|"27549.0000"
"04-3371601"|"THE LITTLE OAK HILL FOUNDATION"|"1315884"|"1052091.0000"|"1036310.0000"|"51816.0000"
"04-6131201"|"FIDELITY FOUNDATION"|"1315885"|"337658544.0000"|"332593666.0000"|"16629683.0000"
"04-6139986"|"JOSEPH PERINI MEMORIAL FOUNDATION"|"1315886"|"2302820.0000"|"2268278.0000"|"113414.0000"
"04-6661364"|"CAROL AND ALAN J. BERNON FAMILY CHARITABLE FOUNDATION"|"1315887"|"9660473.0000"|"9515566.0000"|"475778.0000"
"02-6021464"|"ABBIE M GRIFFIN HOSPITAL FUND"|"1316151"|"358775.0000"|"353393.0000"|"17670.0000"
"02-6021465"|"ABBIE M GRIFFIN MEMORIAL FUND"|"1316152"|"357886.0000"|"352518.0000"|"17626.0000"
"02-6086871"|"THE STANNARD & DOROTHY DUNN CHARITABLE TRUST"|"1316153"|"5339287.0000"|"5259198.0000"|"262960.0000"
"04-3340270"|"PEMBERTON FAMILY FOUNDATION"|"1316154"|"1592285.0000"|"1568401.0000"|"78420.0000"
"04-3425071"|"THE ALCES FOUNDATION 7562-07552012606"|"1316155"|"1697926.0000"|"1672457.0000"|"83623.0000"
"04-3534471"|"Irene Stiver Scholarship Fund"|"1317362"|"0.0000"|"0.0000"|"0.0000"
"04-6195965"|"Frank Gerrity Charitable Trust"|"1317363"|"3984366.0000"|"3924601.0000"|"196230.0000"
"05-0260671"|"BALLOU HOME FOR THE AGED"|"1317364"|"6331595.0000"|"6236621.0000"|"311831.0000"
"01-0512082"|"FISHER CHARITABLE FOUNDATION"|"1318486"|"6314814.0000"|"6220092.0000"|"311005.0000"
"01-0931287"|"THE PETE & RUTH LESLIE FOUNDATION"|"1318488"|"32570.0000"|"32081.0000"|"1604.0000"
"01-6085692"|"ROSE M CLARK TRUST"|"1318489"|"2332226.0000"|"2297243.0000"|"114862.0000"
"02-0794202"|"COTSEN FOUNDATION FOR ACADEMIC RESEARCH"|"1318491"|"145926.0000"|"143737.0000"|"7187.0000"
"02-6007487"|"New London Service Organization, Inc."|"1318492"|"583600.0000"|"574846.0000"|"28742.0000"
"03-6072967"|"FRANCIS EARL AND EDWINA JONES CLARK TRUST"|"1318493"|"514734.0000"|"507013.0000"|"25351.0000"
"03-6091970"|"FRANK & ZADA CHASE CHARITABLE TRUST 1576"|"1318494"|"8565671.0000"|"8437186.0000"|"421859.0000"
"04-2111393"|"ELLA LYMAN CABOT TRUST INC"|"1318495"|"3321486.0000"|"3271664.0000"|"163583.0000"
"04-2690883"|"CLIFFORD CHARITABLE FOUNDATION"|"1318496"|"1346168.0000"|"1325975.0000"|"66299.0000"
"04-3365903"|"CALEB DEVELOPMENT CORPORATION"|"1318497"|"0.0000"|"0.0000"|"0.0000"
"04-3397818"|"TURNING LEAF FOUNDATION INC"|"1318498"|"783630.0000"|"771876.0000"|"38594.0000"
"04-3516466"|"THE JUNE RICHARD MATTHEWS CHARITABLE FOUNDATION"|"1318499"|"1661620.0000"|"1636696.0000"|"81835.0000"
"04-3540667"|"YEARLEY FAMILY FOUNDATION"|"1318500"|"4265207.0000"|"4201229.0000"|"210061.0000"
"04-3580383"|"The Linda Wisnewski and William Collatos Family Foundation"|"1318501"|"5606728.0000"|"5522627.0000"|"276131.0000"
"04-6112483"|"THE BARUCH FUND"|"1318502"|"5770077.0000"|"5683526.0000"|"284176.0000"
"04-6169683"|"DIRLAM CHARITABLE TRUST"|"1318503"|"280409.0000"|"276203.0000"|"13810.0000"
"04-6663582"|"THE LUDCKE FOUNDATION"|"1318504"|"38908068.0000"|"38324447.0000"|"1916222.0000"
"04-6896202"|"JOHN AND JUDITH NELSON FAMILY FOUNDATION"|"1318505"|"770399.0000"|"758843.0000"|"37942.0000"
"01-0521503"|"WINSLOW-JOHNSON SCHOLARSHIP TRUST"|"1319064"|"483768.0000"|"476511.0000"|"23826.0000"
"01-6017314"|"SYLVIA E ROSS TRUST"|"1319066"|"6613910.0000"|"6514701.0000"|"325735.0000"
"02-6004792"|"HERBERT G ABBOT TESTAMENTARY TRUST 360090013"|"1319067"|"1705550.0000"|"1679967.0000"|"83998.0000"
"04-3582018"|"BROOKS FAMILY FOUNDATION"|"1319068"|"10668407.0000"|"10508381.0000"|"525419.0000"
"04-6013418"|"ALICE PLIMPTON EDUCATION UNDER WILL 52723467"|"1319069"|"1094364.0000"|"1077949.0000"|"53897.0000"
"04-6051719"|"CLYDE PARK CHARITABLE FOUNDATION"|"1319070"|"511981.0000"|"504301.0000"|"25215.0000"
"04-6718867"|"KAHN CHARITABLE FOUNDATION"|"1319071"|"15105792.0000"|"14879205.0000"|"743960.0000"
"04-6815282"|"F ROSCOE & VILA WEBBER CHARITABLE TRUST"|"1319072"|"1309611.0000"|"1289967.0000"|"64498.0000"
"01-0644503"|"MILL PARK FOUNDATION, INC"|"1322051"|"83958478.0000"|"82699396.0000"|"4134970.0000"
"04-3213614"|"KESSLER FAMILY FOUNDATION"|"1322052"|"36799337.0000"|"36247347.0000"|"1812367.0000"
"04-6044714"|"Arthur Ashley Williams Foundation"|"1322053"|"3362595.0000"|"3312156.0000"|"165608.0000"
"04-3399319"|"EAST CAMBRIDGE SAVINGS CHARITABLE FOUNDATION, INC."|"1322440"|"115573.0000"|"113839.0000"|"5692.0000"
"04-6186166"|"CALDERWOOD CHARITABLE FOUNDATION"|"1322441"|"32266393.0000"|"31782397.0000"|"1589120.0000"
"01-0516587"|"Saco & Biddeford Savings Charitable Foundation"|"1322706"|"175867.0000"|"173229.0000"|"8661.0000"
"04-3294783"|"JULIA CHILD FOUNDATION FOR GASTRONOMY AND THE CULINARY ARTS"|"1322707"|"7247113.0000"|"7138406.0000"|"356920.0000"
"01-0566881"|"WENDY & DEREK PEW FOUNDATION, INC."|"1323114"|"187481.0000"|"184669.0000"|"9233.0000"
"02-0779716"|"WTC FOUNDATION"|"1323115"|"70969.0000"|"69904.0000"|"3495.0000"
"04-2104317"|"WINCHESTER MOUNT VERNON HOUSE"|"1323116"|"13972853.0000"|"13763260.0000"|"688163.0000"
"04-2651199"|"THE WILLIAM & LIA G. POORVU FAMILY FOUNDATION"|"1323117"|"67147425.0000"|"66140214.0000"|"3307011.0000"
"04-3241999"|"THE JOHN & KATHERINE MORRIS FOUNDATION"|"1323119"|"3313470.0000"|"3263768.0000"|"163188.0000"
"04-3368616"|"HARRIS A BERMAN & RUTH E NEMZOFF FAMILY FOUNATION"|"1323120"|"726619.0000"|"715720.0000"|"35786.0000"
"04-3485516"|"GERMESHAUSEN FOUNDATION, INC"|"1323121"|"24816128.0000"|"24443886.0000"|"1222194.0000"
"04-6007299"|"F.C. & C.W. NICHOLS CHARITY FD"|"1323123"|"5779798.0000"|"5693101.0000"|"284655.0000"
"04-6009617"|"MARTHA DANA MERCER TRUST"|"1323124"|"58718160.0000"|"57837388.0000"|"2891869.0000"
"04-6050716"|"ROBERT & MYRA KRAFT FAMILY FOUNATION, INC."|"1323125"|"61389819.0000"|"60468972.0000"|"3023449.0000"
"04-6055699"|"MADELAINE G. VONWEBER TRUST TODD FAHEY & WILLIAM TUCKER"|"1323126"|"7289621.0000"|"7180277.0000"|"359014.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"1323127"|"24516815.0000"|"24149063.0000"|"1207453.0000"
"04-6142600"|"WYMAN-GORDON FOUNDATION"|"1323128"|"5606159.0000"|"5522067.0000"|"276103.0000"
"04-6269700"|"ALTA W FOSTER TRUST"|"1323129"|"27816595.0000"|"27399346.0000"|"1369967.0000"
"04-6529891"|"MAKEPEACE ISAB CHARITABLE TRUST 422129015"|"1323130"|"7422570.0000"|"7311231.0000"|"365562.0000"
"04-6816680"|"THE JOHN J AND LILLIAN M TAYLOR FOUNDATION"|"1323131"|"107938.0000"|"106319.0000"|"5316.0000"
"04-6820699"|"MARJORIE HARRIS REYNOLDS FDN JANNA ODDLEIFSON, TRUSTEE"|"1323132"|"1886001.0000"|"1857711.0000"|"92886.0000"
"04-6906900"|"THE ROBERT F. HIGGINS FOUNDATION"|"1323133"|"6672983.0000"|"6572888.0000"|"328644.0000"
"01-0756380"|"BANGS FAMILY FOUNDATION"|"1323619"|"1941217.0000"|"1912099.0000"|"95605.0000"
"01-0782316"|"THE HERITAGE FUND, INC."|"1323620"|"1377660.0000"|"1356995.0000"|"67850.0000"
"02-6004800"|"ARTHUR H BRITTON TESTAMENTARY TRUST 360097018"|"1323622"|"2209251.0000"|"2176112.0000"|"108806.0000"
"03-6003333"|"FRANCES HICKS MEMORIAL FUND"|"1323623"|"0.0000"|"518524.0000"|"25926.0000"
"01-0471533"|"Maine Education Services"|"1325691"|"2882075.0000"|"2838844.0000"|"141942.0000"
"01-0561381"|"THE LYNCH FAMILY CHARITABLE FOUNDATION GOVERNOR JOHN H. LYNCH"|"1325692"|"3067620.0000"|"3021606.0000"|"151080.0000"
"04-2137061"|"ARTEMAS W STEARNS TRUST"|"1325693"|"4684703.0000"|"4614432.0000"|"230722.0000"
"04-2157061"|"TRUSTEES OF THE AYER HOME"|"1325694"|"1580131.0000"|"1556429.0000"|"77821.0000"
"04-3369981"|"ROCKWELL FOUNDATION"|"1325695"|"1869288.0000"|"1841249.0000"|"92062.0000"
"04-3416880"|"THE COSETTE CHARITABLE FUND"|"1325696"|"11268837.0000"|"11099804.0000"|"554990.0000"
"04-6023791"|"STODDARD CHARITABLE TRUST"|"1325697"|"79015563.0000"|"77830330.0000"|"3891517.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"1325698"|"103409867.0000"|"101858719.0000"|"5092936.0000"
"01-0519633"|"THE DUGAS FAMILY FOUNDATION"|"1325802"|"395102.0000"|"389175.0000"|"19459.0000"
"04-2192696"|"NEW ENGLAND GRENFELL ASSOCIATION INC"|"1326485"|"8671413.0000"|"8541342.0000"|"427067.0000"
"01-0441043"|"COURI FOUNDAITON INC"|"1329622"|"1344560.0000"|"1324392.0000"|"66220.0000"
"01-0683207"|"THE DEWBERRY FOUNDATION, INC."|"1329623"|"91295.0000"|"89926.0000"|"4496.0000"
"02-0788451"|"THE MCKELVEY ENTREPRENEURIAL FOUNDATION"|"1329624"|"3551726.0000"|"3498450.0000"|"174923.0000"
"02-6074479"|"BUSI SCHOLARSHIP FUND 362665010"|"1329625"|"796406.0000"|"784460.0000"|"39223.0000"
"04-3452643"|"GORONGOSA RESTORATION PROJECT, INC."|"1329626"|"137970.0000"|"135900.0000"|"6795.0000"
"04-3483851"|"THE THIBAULT FOUNDATION"|"1329627"|"2410495.0000"|"2374338.0000"|"118717.0000"
"04-3496738"|"THE LINDA LORING NATURE FOUNDATION INC"|"1329628"|"6517751.0000"|"6419985.0000"|"320999.0000"
"04-3781038"|"ALFRED A IVERSEN AND FAMILY FOUNDATION"|"1329629"|"7358159.0000"|"7247787.0000"|"362389.0000"
"04-6044854"|"RUTH H HOLMES TRUST UWILL"|"1329630"|"606913.0000"|"597809.0000"|"29890.0000"
"04-6640238"|"WILLIAM J. MCKEE CHARITABLE FOUNDATION"|"1329631"|"4658540.0000"|"4588662.0000"|"229433.0000"
"03-6004154"|"MOUNT LAUREL FOUNDATION INC"|"1329899"|"733679.0000"|"722674.0000"|"36134.0000"
"04-6508843"|"TTEE U/W OF AMANDA BESSE"|"1329900"|"1420727.0000"|"1399416.0000"|"69971.0000"
"04-6753154"|"WILLIAM VANDERHOUT TRUST 42C129014"|"1329901"|"1331356.0000"|"1311386.0000"|"65569.0000"
"01-0539790"|"JACK AND DEBORAH DAW HEFFERNAN FOUNDATION"|"1332718"|"0.0000"|"0.0000"|"0.0000"
"01-0570536"|"THE FRY FOUNDATION"|"1332721"|"2831390.0000"|"2788919.0000"|"139446.0000"
"01-0628246"|"THOUSAND ISLANDS FOUNDATION INC"|"1332722"|"816137.0000"|"803895.0000"|"40195.0000"
"01-0722408"|"THE WASSERMAN FOUNDATON"|"1332723"|"2890228.0000"|"2846875.0000"|"142344.0000"
"01-0757068"|"JOHN AND BERNICE PLUTA FAMILY FOUNDATION INC"|"1332724"|"1679259.0000"|"1654070.0000"|"82704.0000"
"01-0885745"|"BETTY & JAMES MUNS FOUNDATION"|"1332725"|"1812240.0000"|"1785056.0000"|"89253.0000"
"01-6124732"|"Carol and David Hancock Charitable Trust"|"1332727"|"663978.0000"|"654018.0000"|"32701.0000"
"02-0514457"|"AMY E. TARRANT FOUNDATION INC."|"1332728"|"13017669.0000"|"12822404.0000"|"641120.0000"
"02-0519941"|"LEIGHTON FAMILY FOUNDATION"|"1332729"|"0.0000"|"0.0000"|"0.0000"
"02-0657537"|"The Louise Merage Family Foundation"|"1332730"|"3645759.0000"|"3591073.0000"|"179554.0000"
"02-6004809"|"GERTRUDE COUCH IRREV TUW 360109011"|"1332732"|"1405211.0000"|"1384133.0000"|"69207.0000"
"02-6004820"|"BENJAMIN KIMBALL TRUST UW 360126015"|"1332733"|"6292112.0000"|"6197730.0000"|"309887.0000"
"02-6005330"|"THE BEAN FOUNDATION"|"1332734"|"1015393.0000"|"1000162.0000"|"50008.0000"
"02-6048930"|"Trust UW Oleonda Jameson"|"1332735"|"5159687.0000"|"5082292.0000"|"254115.0000"
"02-6050390"|"OLIN J COCHRAN TR UW 361042013"|"1332736"|"4021983.0000"|"3961653.0000"|"198083.0000"
"02-6091650"|"ROBIN COLSON MEMORIAL FOUNDATION TR 404620015"|"1332737"|"665737.0000"|"655751.0000"|"32788.0000"
"02-6123358"|"JASPER W & CATHERINE L BLANDIN SCHOLARSHIP"|"1332738"|"546916.0000"|"538712.0000"|"26936.0000"
"02-6124449"|"THE MAE CASALI BONVICINI CHARITABLE FOUNDATION"|"1332739"|"2350184.0000"|"2314931.0000"|"115747.0000"
"02-6151036"|"PSALM 11612 FOUNDATION TRUST"|"1332740"|"2588822.0000"|"2549990.0000"|"127500.0000"
"03-0287574"|"BRYAN MEMORIAL GALLERY FOUNDATION INC"|"1332741"|"97735.0000"|"96269.0000"|"4813.0000"
"03-0354374"|"HOEHL FAMILY FOUNDATION"|"1332742"|"24269299.0000"|"23905260.0000"|"1195263.0000"
"03-0486725"|"Lawless Family Foundation"|"1332743"|"4655536.0000"|"4585703.0000"|"229285.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"1332744"|"120716050.0000"|"114803897.0000"|"5740195.0000"
"03-0576552"|"ARORA FOUNDATION INC"|"1332745"|"1970367.0000"|"1940811.0000"|"97041.0000"
"03-6004915"|"ELEANOR WHITE TR 430012013"|"1332746"|"388894.0000"|"383061.0000"|"19153.0000"
"04-1091024"|"ROBERE M. BIRMINGHAM TRUST"|"1332747"|"396697.0000"|"390747.0000"|"19537.0000"
"04-2136910"|"JOSEPHINE G RUSSELL TRUST"|"1332748"|"9497057.0000"|"9354601.0000"|"467730.0000"
"04-2900424"|"EDMUND & BETSY CABOT CHARITABLE FNDN"|"1332749"|"2630481.0000"|"2591024.0000"|"129551.0000"
"04-3127721"|"THE A & A FUND"|"1332753"|"7943001.0000"|"7823856.0000"|"391193.0000"
"04-3372484"|"ENABLE HOPE FOUNDATION"|"1332755"|"1064567.0000"|"1048598.0000"|"52430.0000"
"04-3382858"|"MARGARET S LINDSAY FDN OF 1989"|"1332756"|"4310925.0000"|"4246261.0000"|"212313.0000"
"04-3424620"|"THE BLAIS FOUNDATION CO BLAISCO LLC"|"1332757"|"348929.0000"|"343695.0000"|"17185.0000"
"04-3428609"|"THE KIVA FOUNDATION"|"1332758"|"17477239.0000"|"17215080.0000"|"860754.0000"
"04-3474541"|"THE JOAN & LEO MAHONEY FAMILY FOUNDATION"|"1332760"|"1893334.0000"|"1745925.0000"|"87296.0000"
"04-3493753"|"WEBBER FAMILY FOUNDATION INC"|"1332761"|"426457.0000"|"420060.0000"|"21003.0000"
"04-3494542"|"THE BATY FAMILY FOUNDATION TRUST"|"1332762"|"441873.0000"|"435245.0000"|"21762.0000"
"04-3496505"|"THE DOLCE FAMILY FOUNDATION TRUST"|"1332763"|"2570455.0000"|"2531898.0000"|"126595.0000"
"04-3522054"|"ROBERTS FAMILY FOUNDATION"|"1332766"|"7971156.0000"|"7851589.0000"|"392579.0000"
"04-3528932"|"THE LUCILLE FOUNDATION"|"1332767"|"2398766.0000"|"2362785.0000"|"118139.0000"
"04-3536335"|"MASSIAH FOUNDATION, INC."|"1332768"|"10394834.0000"|"10238911.0000"|"511946.0000"
"04-3541830"|"THE ALCHEMY FOUNDATION"|"1332769"|"3929441.0000"|"3870499.0000"|"193525.0000"
"04-3556853"|"THE SCULLY FAMILY FOUNDATION INC"|"1332770"|"51396.0000"|"50625.0000"|"2531.0000"
"04-3565658"|"BIRKAT ESTHER INC"|"1332771"|"16990.0000"|"16735.0000"|"837.0000"
"04-3647404"|"HASCOE CHARITABLE FOUNDATION"|"1332773"|"2297089.0000"|"2262633.0000"|"113132.0000"
"04-3732711"|"BARRETTE FAMILY FUND"|"1332774"|"2308866.0000"|"2274233.0000"|"113712.0000"
"04-3732752"|"THE GILBERT FAMILY FOUNDATION"|"1332775"|"13060.0000"|"12864.0000"|"643.0000"
"04-6013075"|"GEORGE H MORRISON TRUST UWILL FBO MORRISON"|"1332776"|"1710692.0000"|"1685032.0000"|"84252.0000"
"04-6027441"|"MARY E WOOD FOUNDATION MATHANIEL S COOLIDGE ET AL TRUSTEES"|"1332777"|"307510.0000"|"302897.0000"|"15145.0000"
"04-6032804"|"UBS FOUNDATION USA"|"1332778"|"158694.0000"|"156314.0000"|"7816.0000"
"04-6035506"|"J HENRY KENDALL TRUST"|"1332779"|"2450804.0000"|"2414042.0000"|"120702.0000"
"04-6037210"|"TR U/W OF ANNIE E WILSON"|"1332780"|"3732193.0000"|"3676210.0000"|"183811.0000"
"04-6042274"|"Mary A Kelly Scholarship Fund"|"1332781"|"734166.0000"|"723154.0000"|"36158.0000"
"04-6112346"|"SIFF CHARITABLE FOUNDATION CO GRKB"|"1332783"|"39056.0000"|"38470.0000"|"1924.0000"
"04-6148959"|"VIPONT DE MERWIN RD TR 151872 FBO 312065014"|"1332784"|"1846493.0000"|"1818796.0000"|"90940.0000"
"04-6387242"|"GRACE HOWE FAMILY TRUST 31A015010"|"1332785"|"455236.0000"|"448407.0000"|"22420.0000"
"04-6579815"|"BARR FOUNDATION"|"1332786"|"1255642548.0000"|"1236807910.0000"|"61840396.0000"
"04-6675875"|"MARSHALL M & BARBARA J SLOANE PVT FOUND"|"1332787"|"1307379.0000"|"1287768.0000"|"64388.0000"
"04-6691809"|"Van Sloun Foundation"|"1332788"|"8078127.0000"|"7956955.0000"|"397848.0000"
"04-6725453"|"GEORGE B FOSTER MEMORIAL TRUST"|"1332789"|"249523.0000"|"245780.0000"|"12289.0000"
"04-6772532"|"THE MCCANCE FOUNDATION"|"1332790"|"26504622.0000"|"26107053.0000"|"1305353.0000"
"04-6837456"|"THE BRESSLER FAMILY FOUNDATION"|"1332791"|"4344880.0000"|"4279707.0000"|"213985.0000"
"04-6863845"|"THE MAURICE AND ANNE MAKEPEACE FAMILY FOUNDATION"|"1332792"|"2596602.0000"|"2557653.0000"|"127883.0000"
"04-6917944"|"DERTOLON FAMILY FOUNDATION"|"1332794"|"21129.0000"|"20812.0000"|"1041.0000"
"01-0559509"|"PETRELLO FAMILY FOUNDATION"|"1334606"|"6744158.0000"|"6642996.0000"|"332150.0000"
"01-0956020"|"AND COMPETITION IN HEALTHCARE"|"1334607"|"7861991.0000"|"7744061.0000"|"387203.0000"
"02-0255205"|"THE PERLMAN FAMILY FOUNDATION INC"|"1334609"|"231885.0000"|"228407.0000"|"11420.0000"
"02-6134751"|"MARY DALY MACFARLAND FOUNDATION"|"1334611"|"1987992.0000"|"1958172.0000"|"97909.0000"
"04-2105774"|"TRUSTEES OF THE HOWARD FUNDS 1993"|"1334613"|"934358.0000"|"920343.0000"|"46017.0000"
"04-2131415"|"SARAH GILLETT SERVICES FOR THE ELDERLY, INC"|"1334614"|"675125.0000"|"664998.0000"|"33250.0000"
"04-3030385"|"RUFFINI CHARITABLE FOUNDATION"|"1334615"|"2017880.0000"|"1987612.0000"|"99381.0000"
"04-3321452"|"THE RICHARD ERIC ROSENBERG FOUNDATION, INC."|"1334616"|"205122.0000"|"202045.0000"|"10102.0000"
"04-6014010"|"SHOLLEY FOUNDATION"|"1334617"|"2056538.0000"|"2025690.0000"|"101285.0000"
"04-6093505"|"BIRD CHARLES SUMNER FDN TR U/DECL"|"1334618"|"2097172.0000"|"2065714.0000"|"103286.0000"
"04-6112830"|"FRANK H BEEBE FUND FOR MUSICIANS 7562-07552005918"|"1334619"|"1365155.0000"|"1344678.0000"|"67234.0000"
"04-6773530"|"WILSON FAMILY FOUNDATION"|"1334620"|"123588.0000"|"121734.0000"|"6087.0000"
"04-3366747"|"THE GATEWAY FUND"|"1335138"|"1417355.0000"|"1396095.0000"|"69805.0000"
"04-6223350"|"GEORGE & BEATRICE SHERMAN FAMILY CHARITABLE TRUST"|"1335255"|"1352546.0000"|"1332258.0000"|"66613.0000"
"01-0490113"|"Maine State Troopers Foundation"|"1335332"|"1719.0000"|"1693.0000"|"85.0000"
"04-3255974"|"SWARTZ FOUNDATION"|"1335334"|"228983814.0000"|"225549057.0000"|"11277453.0000"
"04-3484188"|"GISELA B HOGAN CHARITABLE FOUNDATION"|"1335335"|"5167024.0000"|"5089519.0000"|"254476.0000"
"04-3541874"|"THE SISTERS AND JOHNNY FOUNDATION"|"1335336"|"1193023.0000"|"1175128.0000"|"58756.0000"
"04-6051095"|"HENDERSON FOUNDATION"|"1335337"|"11071514.0000"|"10905441.0000"|"545272.0000"
"04-6556188"|"C. F. ADAMS CHARITABLE TRUST"|"1335338"|"16132323.0000"|"15890338.0000"|"794517.0000"
"04-6729068"|"PHALAROPE FOUNDATION"|"1335341"|"3370337.0000"|"3319782.0000"|"165989.0000"
"05-0475089"|"MURRAY FAMILY FOUNDATION IMA"|"1335343"|"20129787.0000"|"19827840.0000"|"991392.0000"
"01-0514859"|"THE OLD BUG LIGHT CHARITABLE FOUNDATION"|"1335561"|"2225560.0000"|"2192177.0000"|"109609.0000"
"01-6040690"|"MEANS ELIZABETH W"|"1335562"|"733829.0000"|"722822.0000"|"36141.0000"
"02-6127798"|"LAFFERTY FAMILY CHARITABLE FOUNDATION"|"1335563"|"3391175.0000"|"3340307.0000"|"167015.0000"
"03-6087553"|"HELEN P. LEFEVRE CHARITABLE TRUST"|"1335564"|"2014359.0000"|"1984144.0000"|"99207.0000"
"04-3391146"|"EDWARD & ANTOINETTE BANA HURST"|"1335566"|"1558381.0000"|"1535005.0000"|"76750.0000"
"04-6314384"|"SIDNEY HMARY L GRAY FAMILY SCHOLARSHIP FUND"|"1335567"|"451736.0000"|"444960.0000"|"22248.0000"
"04-6557590"|"WARREN CROSS FOUNDATION"|"1335568"|"55346.0000"|"54516.0000"|"2726.0000"
"04-6599655"|"HATHAWAY MEMORIAL CHARIT TR"|"1335569"|"1793383.0000"|"1766482.0000"|"88324.0000"
"04-6702776"|"TTEE U/D OF W F & D M SEARS"|"1335570"|"791439.0000"|"779567.0000"|"38978.0000"
"01-0712009"|"BACHMAN FOUNDATION"|"1335791"|"1340438.0000"|"1320331.0000"|"66017.0000"
"01-3732915"|"THE JOHN AND ANNAMARIA PHILLIPS FOUNDATION INC"|"1335792"|"3076366.0000"|"3030221.0000"|"151511.0000"
"02-0550210"|"THE JAY PRITZKER FOUNDATION"|"1335793"|"9081587.0000"|"8945363.0000"|"447268.0000"
"02-0814904"|"THE KHARIS FOUNDATION INC"|"1335794"|"109029.0000"|"107394.0000"|"5370.0000"
"04-2131404"|"THE STANLEY PARK OF WESTFIELD INC"|"1335795"|"6931946.0000"|"6827967.0000"|"341398.0000"
"04-3136120"|"The Kneisel Foundation, Inc"|"1335796"|"3541476.0000"|"3488354.0000"|"174418.0000"
"04-3148824"|"FOUNDATION FOR EXPANDING HEALTHCARE ACCESS"|"1335797"|"84223644.0000"|"82960289.0000"|"4148014.0000"
"04-3612920"|"THE CHARLES R. BRONFMAN PRIZE FOUNDATION"|"1335798"|"3962011.0000"|"3902581.0000"|"195129.0000"
"04-3613913"|"KITE FOUNDATION"|"1335799"|"5834732.0000"|"5747211.0000"|"287361.0000"
"04-3722125"|"MAJESTIC REALTY FOUNDATION"|"1335800"|"364769.0000"|"359297.0000"|"17965.0000"
"04-6856820"|"ABRAMS FOUNDATION INC."|"1335801"|"55120357.0000"|"54293552.0000"|"2714678.0000"
"01-6102905"|"MARY T. & CURTIS LOVILL TRUST"|"1336100"|"472534.0000"|"465446.0000"|"23272.0000"
