"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"DISTRIBUTABLE_AMOUNT"|"DIST_MIN_INVEST_RETURN"|"DIST_INVEST_INC_TAX"|"DIST_INC_TAX"|"DIST_INV_INC_TAX"|"DIST_BEFORE_ADJ"|"DIST_RECOV"|"DIST_BEFORE_ADJ_RECOV"|"DIST_DEDUCT"
"04-6025549"|"CO-TTEE U/W OF EDWIN PHILLIPS"|"935975"|"549074.0000"|""|""|""|""|""|""|""|""
"04-6028852"|"MARGARETTE G CROSSMAN U/W"|"935976"|"230194.0000"|""|""|""|""|""|""|""|""
"04-6036659"|"Joseph L. Sweeney Charitable Foundation"|"935977"|"19168.0000"|""|""|""|""|""|""|""|""
"04-6039660"|"EDDWARD BANGS KELLEY AND ELZA KELLEY FOUNDATION, INC."|"935978"|"276318.0000"|""|""|""|""|""|""|""|""
"04-6052150"|"SWIFT CHARITY, INC."|"935979"|"35798.0000"|""|""|""|""|""|""|""|""
"04-6062249"|"ROTCH TRAVELING SCHOLARSHIP, INC."|"935980"|""|""|""|""|""|""|""|""|""
"04-6076048"|"MARY M. B. WAKEFIELD CHARITABLE TRUST"|"935981"|""|""|""|""|""|""|""|""|""
"04-6225360"|"OGDEN CODMAN TR U/W DOROTHY SFM CODMAN"|"935983"|"204913.0000"|""|""|""|""|""|""|""|""
"04-6236055"|"WILLIAM B KIRKHAM"|"935984"|"87362.0000"|""|""|""|""|""|""|""|""
"04-6312563"|"TR U/W GEORGE W DAVENPORT"|"935985"|"24553.0000"|""|""|""|""|""|""|""|""
"04-6360057"|"Cheryl Spencer Memorial Foundation"|"935986"|"205997.0000"|""|""|""|""|""|""|""|""
"04-6512451"|"E BROOKS FBO MASS CYSTIC FIBROS"|"935987"|"116552.0000"|""|""|""|""|""|""|""|""
"05-0398850"|"KILMARTIN CHARITABLE CORPORATION"|"935991"|"81809.0000"|""|""|""|""|""|""|""|""
"04-3332966"|"BRISTOL COUNTY SAVINGS CHARITABLE FOUNDATION INC"|"936629"|"344302.0000"|""|""|""|""|""|""|""|""
"01-0671468"|"THE CLYDE WILLIAMS FOUNDATION"|"936686"|"62344.0000"|""|""|""|""|""|""|""|""
"02-0539569"|"ELIZABETH MCGEACHIN MCKEE FOUNDATION"|"936687"|"26458.0000"|""|""|""|""|""|""|""|""
"02-6004364"|"ABRAHAM BURTMAN CHARITY TRUST"|"936688"|"0.0000"|""|""|""|""|""|""|""|""
"02-6004465"|"THE KINGSBURY FUND"|"936689"|"160845.0000"|""|""|""|""|""|""|""|""
"02-6014169"|"ELVA S SMITH TRUST U/W"|"936690"|"103708.0000"|""|""|""|""|""|""|""|""
"02-6037670"|"OSCAR J GEORGE TRUST"|"936691"|"232397.0000"|""|""|""|""|""|""|""|""
"02-6123968"|"Roger R. & Theresa Thompson Endowment f/b/o Local Charities"|"936692"|"78803.0000"|""|""|""|""|""|""|""|""
"03-0490864"|"THE SWINERTON FOUNDATION"|"936693"|"42333.0000"|""|""|""|""|""|""|""|""
"03-6016072"|"JOHN R WILSON SCHOLARSHIP TR 430004010"|"936695"|"20115.0000"|""|""|""|""|""|""|""|""
"03-6044565"|"E. DANTE BOGNI TRUST 420260010"|"936696"|"42143.0000"|""|""|""|""|""|""|""|""
"03-6066372"|"WALTER IRISH CHURCH FUND 420361016"|"936697"|"72560.0000"|""|""|""|""|""|""|""|""
"03-6072967"|"FRANCIS EARL AND EDWINA JONES CLARKE TRUST 430056010"|"936698"|"24286.0000"|""|""|""|""|""|""|""|""
"04-2113268"|"SHURTLEFF CHILDREN'S SERVICES-PRIN"|"936699"|"131988.0000"|""|""|""|""|""|""|""|""
"04-3175266"|"Putnam Investments Foundation"|"936700"|"8307.0000"|""|""|""|""|""|""|""|""
"04-3244069"|"THE NEW ENGLAND PATRIOTS CHARITABLE FOUNDATION, INC."|"936701"|"102754.0000"|""|""|""|""|""|""|""|""
"04-3492171"|"The Jerry & Adi Greenberg Charitable Foundation"|"936702"|"394092.0000"|""|""|""|""|""|""|""|""
"04-3501266"|"THE THOMPSON FOSTER STREET FOUNDATION INC"|"936703"|"68698.0000"|""|""|""|""|""|""|""|""
"04-3504566"|"SUMMER STAR FOUNDATION FOR NATURE, ART AND HUMANITY INC."|"936704"|"65969.0000"|""|""|""|""|""|""|""|""
"04-3537365"|"The Harter Family Charitable Foundation"|"936705"|"57492.0000"|""|""|""|""|""|""|""|""
"04-3619072"|"JILL & DAVID KRISCHER FAMILY FOUNDATION, INC."|"936706"|"49650.0000"|""|""|""|""|""|""|""|""
"04-3812871"|"KRUPP FAMILY FOUNDATION"|"936707"|"149755.0000"|""|""|""|""|""|""|""|""
"04-6015965"|"GRACE T. BLANCHARD TRUST U/W EASTERN BANK, TRUSTEE"|"936708"|"10722.0000"|""|""|""|""|""|""|""|""
"04-6020367"|"HENRY WALKER FOR OTHERS"|"936710"|"14425.0000"|""|""|""|""|""|""|""|""
"04-6024367"|"CO-TTEE U/W OF JAMES W DUNPHY"|"936711"|"728342.0000"|""|""|""|""|""|""|""|""
"04-6173271"|"Clinton O & Lura Jones Memorial Trust"|"936714"|"47828.0000"|""|""|""|""|""|""|""|""
"04-6485766"|"ONE WORLD FUND"|"936716"|"172244.0000"|""|""|""|""|""|""|""|""
"04-6628772"|"THE BAKER FAMILY TRUST"|"936718"|"1567.0000"|""|""|""|""|""|""|""|""
"04-6836265"|"J. IRVING & JANE L. ENGLAND CHARITABLE TRUST, A. MOLLOY & F. RUSSELL, CO-TRUSTEES"|"936719"|"195719.0000"|""|""|""|""|""|""|""|""
"01-0504173"|"MATHESON MARGARET & DON SCH FD"|"937744"|"28814.0000"|""|""|""|""|""|""|""|""
"02-6004971"|"AGNES M. LINDSAY TRUST"|"937745"|"854822.0000"|""|""|""|""|""|""|""|""
"02-6090073"|"ANNE SLADE FREY CHARITABLE TRUST"|"937746"|"5753.0000"|""|""|""|""|""|""|""|""
"04-2104372"|"LATHROP HOME"|"937747"|""|""|""|""|""|""|""|""|""
"04-6018072"|"G. Peabody & Rose Gardner Charitable Tr."|"937748"|"15676.0000"|""|""|""|""|""|""|""|""
"04-6048472"|"OXFORD FUND INC."|"937749"|"62142.0000"|""|""|""|""|""|""|""|""
"04-6178371"|"WAPACK FOUNDATION THE JH2325"|"937750"|"41460.0000"|""|""|""|""|""|""|""|""
"02-0807885"|"Nova Foundation, Inc."|"937860"|"17121.0000"|""|""|""|""|""|""|""|""
"04-2947276"|"KATZ FAMILY FOUNDATION (F/K/A SPRINGHOUSE FOUNDATION)"|"937861"|"141558.0000"|""|""|""|""|""|""|""|""
"01-0512082"|"FISHER CHARITABLE FOUNDATION"|"937904"|"314185.0000"|""|""|""|""|""|""|""|""
"01-0551686"|"JOE AND MISSY WALSH FAMILY FOUNDATION"|"937905"|"44369.0000"|""|""|""|""|""|""|""|""
"01-0643285"|"MWH CARING FOUNDATION, INC."|"937906"|"4077.0000"|""|""|""|""|""|""|""|""
"01-0724780"|"Foundation For Hope"|"937907"|"822.0000"|""|""|""|""|""|""|""|""
"01-0758677"|"THE WILLIAM AND KARIN BANKS FOUNDATION, INC"|"937908"|"291621.0000"|""|""|""|""|""|""|""|""
"01-6174485"|"PALMER WALBRIDGE FOUNDATION"|"937909"|"147575.0000"|""|""|""|""|""|""|""|""
"02-6013780"|"WILLIAM W. TREAT FOUNDATION"|"937910"|"63588.0000"|""|""|""|""|""|""|""|""
"02-6123078"|"GRUNBECK JENNIFER & ROBERT FAM FOUND ROBERT &"|"937911"|"206.0000"|""|""|""|""|""|""|""|""
"02-6155676"|"VINTON FAMILY FOUNDATION"|"937912"|"1477.0000"|""|""|""|""|""|""|""|""
"04-6012782"|"HURDLE HILL FOUNDATION"|"937914"|"14295.0000"|""|""|""|""|""|""|""|""
"04-6013075"|"GEORGE H MORRISON TRUST U/WILL FBO MORRISON"|"937915"|"83986.0000"|""|""|""|""|""|""|""|""
"04-6028076"|"CO-TR U/A HEALD FOUNDATION"|"937916"|"7056.0000"|""|""|""|""|""|""|""|""
"04-6584378"|"RUTH COVO FAMILY FOUNDATION"|"937917"|"65357.0000"|""|""|""|""|""|""|""|""
"04-6744975"|"KERSHAW FOUNDATION CHARITABLE TRUST"|"937918"|"619.0000"|""|""|""|""|""|""|""|""
"04-6044784"|"ROSENFELD MAX C TR U/WILL"|"938803"|"46008.0000"|""|""|""|""|""|""|""|""
"01-0442078"|"MORTON-KELLY CHARITABLE TRUST"|"938831"|"185000.0000"|""|""|""|""|""|""|""|""
"01-0496879"|"MARGARET E BURNHAM CHARITABLE TRUST"|"938832"|"299173.0000"|""|""|""|""|""|""|""|""
"01-0693374"|"THE RONALD E. & ELEANOR J. HALL FOUNDATION"|"938833"|"47873.0000"|""|""|""|""|""|""|""|""
"01-0744075"|"Networks, Electronic Commerce and Telecommunications Institute"|"938834"|"13109.0000"|""|""|""|""|""|""|""|""
"01-6008575"|"Z A MERSEREAU TRUST U/W"|"938836"|"68865.0000"|""|""|""|""|""|""|""|""
"01-6019476"|"ROSAMOND THAXTER FOUNDATION"|"938837"|"53599.0000"|""|""|""|""|""|""|""|""
"02-0366576"|"BLUE HILLS FOUNDATION, INC."|"938839"|""|""|""|""|""|""|""|""|""
"02-0500977"|"PUMPKIN HILL FOUNDATION"|"938840"|"44935.0000"|""|""|""|""|""|""|""|""
"02-6003982"|"HELEN BLAKE GILE TR"|"938841"|"110850.0000"|""|""|""|""|""|""|""|""
"02-6074479"|"THE BUSI SCHOLARSHIP FUND 362665010"|"938842"|"41330.0000"|""|""|""|""|""|""|""|""
"03-0466977"|"HEALY FOUNDATION"|"938843"|"762422.0000"|""|""|""|""|""|""|""|""
"03-0514974"|"THE WARREN & BERNICE HENSEL FOUNDATION"|"938844"|"18216.0000"|""|""|""|""|""|""|""|""
"03-0536676"|"THE V & L MARX FOUNDATION"|"938845"|"4157239.0000"|""|""|""|""|""|""|""|""
"04-1841679"|"GILLESPIE FAMILY FDN I/AG 20 -102301132700"|"938846"|"42959.0000"|""|""|""|""|""|""|""|""
"04-2981078"|"THE BARRON FAMILY CHARITABLE FOUNDATION"|"938847"|"109105.0000"|""|""|""|""|""|""|""|""
"04-3293081"|"GERALD R JORDAN FOUNDATION"|"938848"|"1434702.0000"|""|""|""|""|""|""|""|""
"04-3344681"|"MAZAR FAMILY CHARITABLE FOUNDATION TRUST"|"938849"|"520925.0000"|""|""|""|""|""|""|""|""
"04-3359381"|"Courtney and Victoria Buffum Family Foundation"|"938850"|"42541.0000"|""|""|""|""|""|""|""|""
"04-3425084"|"PROKOPIS CHARITABLE FOUNDATION"|"938851"|"23600.0000"|""|""|""|""|""|""|""|""
"04-3469581"|"BAIRD, TRUSTEES"|"938852"|"181041.0000"|""|""|""|""|""|""|""|""
"04-3506575"|"JANCI FOUNDATION"|"938853"|"1488.0000"|""|""|""|""|""|""|""|""
"04-6019085"|"ETHAN TAYLOR - BENEVOLENT FUND"|"938855"|"8738.0000"|""|""|""|""|""|""|""|""
"04-6019184"|"GRACE NOYES B/O 7 CHARITIES"|"938856"|"86590.0000"|""|""|""|""|""|""|""|""
"04-6019483"|"DOROTHY WHITNEY CHARITABLE TRUST"|"938857"|"95845.0000"|""|""|""|""|""|""|""|""
"04-6044077"|"Shelburne Falla Community House, Inc."|"938858"|"39998.0000"|""|""|""|""|""|""|""|""
"04-6315174"|"JULIAN DE CORDOVA U/W-EQUITY"|"938861"|"326024.0000"|""|""|""|""|""|""|""|""
"04-6455276"|"SANDLER H FBO VARIOUS CHARITIES"|"938862"|"75665.0000"|""|""|""|""|""|""|""|""
"04-6635075"|"F. LEO MURRAY & IRENE D. MURRAY SCHOLARSHIP FUND"|"938863"|""|""|""|""|""|""|""|""|""
"04-6737675"|"THE MARNEEGIL CHARITABLE FDN"|"938864"|"54366.0000"|""|""|""|""|""|""|""|""
"04-6744379"|"DAVID P. WHEATLAND CHARITABLE TRUST"|"938865"|"404286.0000"|""|""|""|""|""|""|""|""
"04-6779682"|"RUTH C M MASSON FD FOR CHARLTON"|"938866"|"630155.0000"|""|""|""|""|""|""|""|""
"02-6005885"|"THE BARKER FOUNDATION INC."|"939394"|"257486.0000"|""|""|""|""|""|""|""|""
"04-3294086"|"THE KRUPP FOUNDATION"|"939395"|"175222.0000"|""|""|""|""|""|""|""|""
"04-2944189"|"McLane/Harper Charitable Foundation Inc"|"941015"|"1676405.0000"|""|""|""|""|""|""|""|""
"01-0483892"|"Hannaford Charitable Foundation"|"941083"|"77620.0000"|""|""|""|""|""|""|""|""
"01-0525593"|"BHBT & JK PETTY TTEES RICHARD S. PETTY CHAR.F DN"|"941084"|"59423.0000"|""|""|""|""|""|""|""|""
"01-0547392"|"Kennebunk Savings Bank Foundation"|"941085"|"182631.0000"|""|""|""|""|""|""|""|""
"01-0553690"|"THURBER FAMILY FOUNDATION, INC."|"941086"|"54492.0000"|""|""|""|""|""|""|""|""
"01-0647596"|"The Pomeroy Family Foundation"|"941087"|"96977.0000"|""|""|""|""|""|""|""|""
"01-0676696"|"EVERETT TRUST FBO CAYUGA CO. BANK OF AMERICA, NA"|"941088"|"31689.0000"|""|""|""|""|""|""|""|""
"01-6028898"|"SUMNER O. HANCOCK SCHOLARSHIP FUND"|"941089"|"5366.0000"|""|""|""|""|""|""|""|""
"02-0762991"|"JAMES I. PERKINS FAMILY FOUNDATION"|"941090"|"171356.0000"|""|""|""|""|""|""|""|""
"02-6004790"|"U/W CLARA SALTUS 360145015"|"941091"|"344980.0000"|""|""|""|""|""|""|""|""
"02-6006598"|"CONCORD FEMALE CHARITABLE SOCIETY 642093017"|"941092"|"44583.0000"|""|""|""|""|""|""|""|""
"02-6050390"|"OLIN J. COCHRAN TR U/W 361042013"|"941093"|"196641.0000"|""|""|""|""|""|""|""|""
"02-6124799"|"The Bitty Foundation"|"941094"|"103179.0000"|""|""|""|""|""|""|""|""
"02-6125090"|"JOHN & MARGARET BRENNAN TRUST"|"941095"|"65757.0000"|""|""|""|""|""|""|""|""
"03-6020099"|"PROCTOR M FBO RESIDENTS MASTER 31V120007"|"941097"|"179812.0000"|""|""|""|""|""|""|""|""
"03-6064491"|"WILLIAM & GLENNA JAMES SCHOLARSHIP FUND 430053017"|"941098"|"23942.0000"|""|""|""|""|""|""|""|""
"03-6075387"|"THE MCCARTHY FAMILY FOUNDATION"|"941099"|"65279.0000"|""|""|""|""|""|""|""|""
"03-6088692"|"S. L. GIMBEL FOUNDATION"|"941100"|"4356354.0000"|""|""|""|""|""|""|""|""
"04-2236996"|"NATHANIEL & ELIZABETH P. STEVENS FOUNDATION"|"941101"|"787110.0000"|""|""|""|""|""|""|""|""
"04-2642387"|"JOHN T. MCGILLICUDDY CHARITABLE TRUST LINDA S. DALBY ET AL, TRUSTEES"|"941102"|"112105.0000"|""|""|""|""|""|""|""|""
"04-2680399"|"RESTORATION HOUSING CORPORATION"|"941103"|"14776.0000"|""|""|""|""|""|""|""|""
"04-2748787"|"KENDRICK FOUNDATION"|"941104"|"93585.0000"|""|""|""|""|""|""|""|""
"04-2946393"|"Sprague Foundation Inc."|"941106"|"131581.0000"|""|""|""|""|""|""|""|""
"04-2991588"|"ALFRED CAMPANELLI CHARITABLE FOUNDATION"|"941107"|"4019.0000"|""|""|""|""|""|""|""|""
"04-3005593"|"FRASER FAMILY FOUNDATION, INC."|"941108"|"114719.0000"|""|""|""|""|""|""|""|""
"04-3195994"|"HILDRETH STEWART CHARITABLE FOUNDATION"|"941109"|"466465.0000"|""|""|""|""|""|""|""|""
"04-3211993"|"THE NYPRO FOUNDATION, INC."|"941110"|"208650.0000"|""|""|""|""|""|""|""|""
"04-3371592"|"EASTHAMPTON SAVINGS FOUNDATION, INC."|"941112"|"59629.0000"|""|""|""|""|""|""|""|""
"04-3526188"|"CURVEY FAMILY FOUNDATION"|"941114"|"172097.0000"|""|""|""|""|""|""|""|""
"04-3551989"|"Barbara Delinsky Charitable Foundation"|"941115"|"4742.0000"|""|""|""|""|""|""|""|""
"04-3557888"|"FELICIA M. DELORENZO SCHOLARSHIP FOUNDATION, INC. #0741869"|"941116"|"339820.0000"|""|""|""|""|""|""|""|""
"04-3560389"|"JOAN K. SEXTON FOUNDATION DAVID A. RANDALL, TRUSTEE"|"941117"|"41585.0000"|""|""|""|""|""|""|""|""
"04-3574891"|"MESSIER-COSTAIN FOUNDATION 43M135018"|"941118"|"49999.0000"|""|""|""|""|""|""|""|""
"04-3593793"|"THE BORDUI FOUNDATION"|"941119"|"21887.0000"|""|""|""|""|""|""|""|""
"04-3801691"|"EISZNER FAMILY FOUNDATION"|"941120"|"135431.0000"|""|""|""|""|""|""|""|""
"04-6009796"|"ERVANT SERPOSS ACCOUNT"|"941121"|"139092.0000"|""|""|""|""|""|""|""|""
"04-6010588"|"LILLIAN M BAKER TRUST"|"941122"|"37946.0000"|""|""|""|""|""|""|""|""
"04-6012597"|"JOHN E SOMERS TRUST 1264001"|"941123"|"40614.0000"|""|""|""|""|""|""|""|""
"04-6014290"|"RALPH BRADLEY PRIZES"|"941124"|"17660.0000"|""|""|""|""|""|""|""|""
"04-6019296"|"FOX FOR STATE OF NH"|"941125"|"63498.0000"|""|""|""|""|""|""|""|""
"04-6020593"|"CHARLES J DRAPER FOR CHARITY"|"941126"|"78213.0000"|""|""|""|""|""|""|""|""
"04-6025499"|"TTEE U/W OF MARY ALICE FITCH"|"941127"|"196764.0000"|""|""|""|""|""|""|""|""
"04-6031995"|"HENRY B. MARTIN FUND, INC."|"941128"|"74075.0000"|""|""|""|""|""|""|""|""
"04-6036697"|"STEARNS CHARITABLE TRUST"|"941129"|"339711.0000"|""|""|""|""|""|""|""|""
"04-6039187"|"EDWIN GINN TR-ART XV (11)"|"941130"|"456549.0000"|""|""|""|""|""|""|""|""
"04-6041597"|"HAROLD RUBENSTEIN FAMILY CHARITABLE FOUNDATION"|"941131"|"212580.0000"|""|""|""|""|""|""|""|""
"04-6043588"|"ABRAHAM SHAPIRO CHARITY FUND"|"941132"|"159163.0000"|""|""|""|""|""|""|""|""
"04-6044998"|"HERBERT FALES EDUCATIONAL TRUST"|"941133"|"39034.0000"|""|""|""|""|""|""|""|""
"04-6095991"|"TRUST U/WILL FRED L. ROBBINS"|"941135"|"20282.0000"|""|""|""|""|""|""|""|""
"04-6096792"|"ARLINE P PADELFORD SCHOLARSHIP FUND"|"941136"|"15767.0000"|""|""|""|""|""|""|""|""
"04-6107991"|"ABBOT & DOROTHY H. STEVENS FOUNDATION"|"941137"|"1017562.0000"|""|""|""|""|""|""|""|""
"04-6121497"|"GEORGE WALKER MILK FUND"|"941138"|"41211.0000"|""|""|""|""|""|""|""|""
"04-6135098"|"S ALICE KNAPP TRUST"|"941139"|"122213.0000"|""|""|""|""|""|""|""|""
"04-6155695"|"MARY ALICE ARAKELIAN FOUNDATION"|"941140"|"328857.0000"|""|""|""|""|""|""|""|""
"04-6183688"|"E MAURAN & J BEALS CHARITABLE TRUST"|"941141"|"24899.0000"|""|""|""|""|""|""|""|""
"04-6249689"|"FREDERICK LOBL FOR CHARITIES"|"941142"|"38255.0000"|""|""|""|""|""|""|""|""
"04-6348990"|"TRUST UNDER THE WILL OF LUKE A. WOOD"|"941143"|"27282.0000"|""|""|""|""|""|""|""|""
"04-6529891"|"NAKEPEACE, ISAB CHARITABLE TRUST 422129015"|"941145"|"356546.0000"|""|""|""|""|""|""|""|""
"04-6533896"|"Elizabeth Whittemore Charitable Trust"|"941146"|"230597.0000"|""|""|""|""|""|""|""|""
"04-6555493"|"VERGOBBI ANGELO TR-SCHOLAR'PS"|"941148"|"19900.0000"|""|""|""|""|""|""|""|""
"04-6617090"|"LUCIA P. FULTON FOUNDATION"|"941150"|"138250.0000"|""|""|""|""|""|""|""|""
"04-6626994"|"LIBRA FOUNDATION"|"941151"|"7136001.0000"|""|""|""|""|""|""|""|""
"04-6796689"|"JACBEL FOUNDATION"|"941153"|"209910.0000"|""|""|""|""|""|""|""|""
"04-6880299"|"THE HIGH POINTE FOUNDATION"|"941154"|"105654.0000"|""|""|""|""|""|""|""|""
"04-6905190"|"THE WATER COVE CHARITABLE FOUNDATION"|"941155"|"212277.0000"|""|""|""|""|""|""|""|""
"03-6048694"|"DOROTHY HASTINGS STUDENT AID FUND 430026013"|"942150"|"20242.0000"|""|""|""|""|""|""|""|""
"01-0548602"|"SHEPARD'S CORNERSTONE FOUNDATION, INC."|"942161"|"38193.0000"|""|""|""|""|""|""|""|""
"04-3183600"|"Stride Rite Philanthropic Foundation, Inc."|"942162"|"46122.0000"|""|""|""|""|""|""|""|""
"03-0277007"|"RAYMOND & LORRAINE LETOURNEAU EDUCATIONAL FOUNDATION"|"942196"|"11715.0000"|""|""|""|""|""|""|""|""
"04-3109508"|"FRANK R. AND ELIZABETH SIMONI FOUNDATION INC."|"942197"|"166402.0000"|""|""|""|""|""|""|""|""
"04-3396602"|"NORMAN M SHACK CHARITABLE FOUNDATION"|"942198"|"15553.0000"|""|""|""|""|""|""|""|""
"04-3541108"|"EPKER-SINHA FOUNDATION"|"942199"|"481801.0000"|""|""|""|""|""|""|""|""
"04-6027800"|"TAMARACK FOUNDATION"|"942200"|"38308.0000"|""|""|""|""|""|""|""|""
"04-6605802"|"THE DAVID AND NATALIE LEDERMAN FOUNDATION"|"942201"|"0.0000"|""|""|""|""|""|""|""|""
"04-6691809"|"VAN SLOUN FOUNDATION"|"942202"|"389120.0000"|""|""|""|""|""|""|""|""
"04-6904109"|"THE BRESLOW FAMILY FOUNDATION TRUST"|"942203"|"55648.0000"|""|""|""|""|""|""|""|""
"04-3190300"|"TUCO DR ANTON FRIED MEM'L TRUST"|"942411"|"56285.0000"|""|""|""|""|""|""|""|""
"04-6118587"|"CHARLES B & LOUIS R PERINI FAMILY"|"944684"|"63825.0000"|""|""|""|""|""|""|""|""
"01-0576324"|"STEVAN & CYNTHIA PEARCE CHARITABLE FOUNDATION"|"955773"|"64934.0000"|""|""|""|""|""|""|""|""
"01-6007022"|"LEVEY, A S PERP FOUNDATION 10 -101200367720"|"955774"|"53258.0000"|""|""|""|""|""|""|""|""
"01-6007111"|"CLOVER C CLARK MEMORIAL TR 10 -101230022380"|"955775"|"105380.0000"|""|""|""|""|""|""|""|""
"01-6035550"|"EDWARD P CLARK MEMORIAL TR 10 -101230022400"|"955776"|"345327.0000"|""|""|""|""|""|""|""|""
"02-0759145"|"DOWNEY-SHORT FOUNDATION"|"955777"|"215511.0000"|""|""|""|""|""|""|""|""
"03-0558277"|"PRAYER CHILD FOUNDATION"|"955778"|"2435.0000"|""|""|""|""|""|""|""|""
"04-3526333"|"THE ASTRA FOUNDATION INC"|"955780"|"442547.0000"|""|""|""|""|""|""|""|""
"04-6183662"|"SHOLES CHARITABLE FOUNDATION"|"955781"|"10506.0000"|""|""|""|""|""|""|""|""
"01-0493311"|"Francis T. and Louise Nichols Foundation"|"955954"|"837626.0000"|""|""|""|""|""|""|""|""
"01-0557030"|"LINDSAY FAMILY FOUNDATION 58034730"|"955955"|"28884.0000"|""|""|""|""|""|""|""|""
"01-0617231"|"FORDNEY FOUNDATION"|"955956"|"54917.0000"|""|""|""|""|""|""|""|""
"01-0854918"|"Oreggia Family Foundation"|"955958"|"1143878.0000"|""|""|""|""|""|""|""|""
"01-0936787"|"NARROW GATE FOUNDATION"|"955959"|"17179.0000"|""|""|""|""|""|""|""|""
"01-6009698"|"WILLIAM SEARLS SCHOLARSHIP FUND THE FIRST NA"|"955960"|"18005.0000"|""|""|""|""|""|""|""|""
"01-6059906"|"THE ALDERMERE FOUNDATION"|"955961"|""|""|""|""|""|""|""|""|""
"02-0583552"|"James R. Dougherty, Jr. Foundation, Inc."|"955962"|"318770.0000"|""|""|""|""|""|""|""|""
"02-6100725"|"ELIZABETH PARKHILL CHARITABLE TRUST DAVID ROBY & EDWIN CHAMBERLAIN, TRUSTEES"|"955963"|"19884.0000"|""|""|""|""|""|""|""|""
"03-0518473"|"THE LESSING FAMILY FOUNDATION STEPHEN&SANDRA LESSING, TTEES; U/A/D 5/19/03"|"955964"|"65108.0000"|""|""|""|""|""|""|""|""
"03-0533223"|"GALANTA FOUNDATION, INC"|"955965"|"13425.0000"|""|""|""|""|""|""|""|""
"04-3241999"|"THE JOHN & KATHERINE MORRIS FOUNDATION"|"955967"|"150381.0000"|""|""|""|""|""|""|""|""
"04-3388014"|"SEA BREEZE FOUNDATION-TR"|"955969"|"89605.0000"|""|""|""|""|""|""|""|""
"04-3428896"|"The Edwin and Sara Brody Family Charitable Foundation"|"955971"|"22885.0000"|""|""|""|""|""|""|""|""
"04-3477129"|"AMERICAN DENTAL PARTNERS FOUNDATION, INC."|"955972"|"10324.0000"|""|""|""|""|""|""|""|""
"04-3493854"|"PRIVITERA FAMILY CHARITABLE FOUNDATION"|"955974"|"13807.0000"|""|""|""|""|""|""|""|""
"04-3535723"|"GANSETT FOUNDATION"|"955975"|"47332.0000"|""|""|""|""|""|""|""|""
"04-3538396"|"CLINTON SAVINGS CHARITABLE FOUNDATION, INC."|"955976"|"9270.0000"|""|""|""|""|""|""|""|""
"04-3541231"|"ROBERT W. MURRAY CHARITABLE FOUNDATION"|"955977"|"3932.0000"|""|""|""|""|""|""|""|""
"04-3562515"|"GRACE RIVER FOUNDATION JH1361"|"955978"|"12470.0000"|""|""|""|""|""|""|""|""
"04-3613060"|"ALLAN LOUIS LOEB FOUNDATION"|"955979"|"32279.0000"|""|""|""|""|""|""|""|""
"04-3666136"|"C & Y FOUNDATION, INC."|"955980"|"287545.0000"|""|""|""|""|""|""|""|""
"04-3729982"|"THE PAUL D. WASSEROTT FOUNDATION"|"955981"|"169105.0000"|""|""|""|""|""|""|""|""
"04-6042267"|"JAMES C BOWDRING TRUSTEE"|"955983"|"78141.0000"|""|""|""|""|""|""|""|""
"04-6057388"|"THE CRANE & CO. FUND"|"955984"|"0.0000"|""|""|""|""|""|""|""|""
"04-6089310"|"GEORGE B. HENDERSON FOUNDATION"|"955985"|"365313.0000"|""|""|""|""|""|""|""|""
"04-6092821"|"CROPPER WILLIAM H TR U/WILL"|"955986"|"123642.0000"|""|""|""|""|""|""|""|""
"04-6109594"|"THE ROBERTSON TRUST PHILIP S. ROBERTSON ET AL TRUSTEES"|"955987"|"47460.0000"|""|""|""|""|""|""|""|""
"04-6125606"|"The George F. & Sybil H. Fuller Foundation"|"955988"|"2270811.0000"|""|""|""|""|""|""|""|""
"04-6210177"|"DAVID E. MOESER TR/IND #0709485"|"955989"|"16600.0000"|""|""|""|""|""|""|""|""
"04-6676539"|"CAROLINE BLANTON THAYER CHARITABLE TRUST #1011477"|"955991"|"196193.0000"|""|""|""|""|""|""|""|""
"04-6726873"|"N C DRAPER CHARITABLE FOUNDATION"|"955992"|"598556.0000"|""|""|""|""|""|""|""|""
"04-6762777"|"KATHLEEN & RONALD J. JACKSON FOUNDATION"|"955994"|"151308.0000"|""|""|""|""|""|""|""|""
"04-6771029"|"BELL FAMILY FOUNDATION"|"955995"|"298417.0000"|""|""|""|""|""|""|""|""
"04-6834092"|"Becton Family Foundation Justin W. Heatter, Trustee"|"955996"|"220536.0000"|""|""|""|""|""|""|""|""
"04-6847260"|"FREEDOM CHARITABLE FOUNDATION"|"955997"|"14559.0000"|""|""|""|""|""|""|""|""
"05-0509060"|"THE BANCROFT FAMILY FOUNDATION"|"956001"|"28843.0000"|""|""|""|""|""|""|""|""
"01-0721940"|"FRED J HARDER FOUNDATION"|"957241"|"129868.0000"|""|""|""|""|""|""|""|""
"04-3547221"|"TALBOTS CHARITABLE FOUNDATION, INC."|"957244"|"28812.0000"|""|""|""|""|""|""|""|""
"04-6072512"|"34-398781868421 FRED & SARAH LIPSKY FOUNDATION"|"957245"|"111761.0000"|""|""|""|""|""|""|""|""
