"C_EIN"|"C_Org_Name"|"approved_grant_id"|"XML_DOCUMENT_ID"|"ORGNAME"|"CITY"|"STATE"|"COUNTRY"|"AMOUNT"
"02-0512290"|"ENDOWMENT FOR HEALTH, INC."|"153303"|"993882"|"Univerity of New England"|"Portland"|"ME"|"USA"|"25000.0000"
"02-0512290"|"ENDOWMENT FOR HEALTH, INC."|"153304"|"993882"|"New Hampshire Citizens Alliance"|"Concord"|"NH"|"USA"|"40000.0000"
"02-0512290"|"ENDOWMENT FOR HEALTH, INC."|"153305"|"993882"|"Elliot Hospital"|"Manchester"|"NH"|"USA"|"28981.0000"
"02-0512290"|"ENDOWMENT FOR HEALTH, INC."|"153306"|"993882"|"University of New Hampshire"|"Concord"|"NH"|"USA"|"67366.0000"
"02-0512290"|"ENDOWMENT FOR HEALTH, INC."|"153307"|"993882"|"University of New Hampshire"|"Concord"|"NH"|"USA"|"131435.0000"
"02-0512290"|"ENDOWMENT FOR HEALTH, INC."|"153308"|"993882"|"Friends Forever"|"Portsmouth"|"NH"|"USA"|"5000.0000"
"02-0512290"|"ENDOWMENT FOR HEALTH, INC."|"153309"|"993882"|"Riverbend Community Mental Health"|"Concord"|"NH"|"USA"|"138837.0000"
"02-0512290"|"ENDOWMENT FOR HEALTH, INC."|"153310"|"993882"|"Lakes Region Partnership for Public Health, Inc."|"Laconia"|"NH"|"USA"|"26084.0000"
"02-0512290"|"ENDOWMENT FOR HEALTH, INC."|"153311"|"993882"|"Easter Seals New Hampshire, Inc."|"Manchester"|"NH"|"USA"|"95950.0000"
"02-0512290"|"ENDOWMENT FOR HEALTH, INC."|"153312"|"993882"|"New Hampshire Coalition Against Domestic & Sexual Violence"|"Concord"|"NH"|"USA"|"5000.0000"
"02-0512290"|"ENDOWMENT FOR HEALTH, INC."|"153313"|"993882"|"Seacoast Mental Health Center"|"Portsmouth"|"NH"|"USA"|"125000.0000"
"02-0512290"|"ENDOWMENT FOR HEALTH, INC."|"153314"|"993882"|"Somali Development Center"|"Manchester"|"NH"|"USA"|"56000.0000"
"02-0512290"|"ENDOWMENT FOR HEALTH, INC."|"153315"|"993882"|"NH Coalition for Occupational Safety and Health"|"Hooksett"|"NH"|"USA"|"20593.0000"
"02-0512290"|"ENDOWMENT FOR HEALTH, INC."|"153316"|"993882"|"University of New Hampshire"|"Concord"|"NH"|"USA"|"55867.0000"
"02-0512290"|"ENDOWMENT FOR HEALTH, INC."|"153317"|"993882"|"New Hampshire Medical Society"|"Concord"|"NH"|"USA"|"5000.0000"
"02-0512290"|"ENDOWMENT FOR HEALTH, INC."|"153318"|"993882"|"West Central Behavioral Health"|"Lebanon"|"NH"|"USA"|"25548.0000"
"02-0512290"|"ENDOWMENT FOR HEALTH, INC."|"153319"|"993882"|"Community Action Program - Belknap-Merrimack Counties"|"Concord"|"NH"|"USA"|"10000.0000"
"02-0512290"|"ENDOWMENT FOR HEALTH, INC."|"153320"|"993882"|"Foundation for Healthy Communities"|"Concord"|"NH"|"USA"|"53567.0000"
"02-0512290"|"ENDOWMENT FOR HEALTH, INC."|"153321"|"993882"|"Community Catalyst, Inc."|"Boston"|"MA"|"USA"|"30000.0000"
"02-0512290"|"ENDOWMENT FOR HEALTH, INC."|"153322"|"993882"|"Families in transition"|"Manchester"|"NH"|"USA"|"16000.0000"
"02-0512290"|"ENDOWMENT FOR HEALTH, INC."|"153323"|"993882"|"New Hampshire Fiscal Policy Institute"|"Concord"|"NH"|"USA"|"8334.0000"
"04-3365869"|"BERKSHIRE BANK FOUNDATION, INC."|"153355"|"993929"|"1Berkshire 1/k/a Berkshire Unity Project"|""|""|"USA"|"55000.0000"
"04-3365869"|"BERKSHIRE BANK FOUNDATION, INC."|"153356"|"993929"|"Albany Medical Center Foundation"|""|""|"USA"|"10000.0000"
"04-3365869"|"BERKSHIRE BANK FOUNDATION, INC."|"153357"|"993929"|"American Cancer Society Easterm Division, Inc"|""|""|"USA"|"5000.0000"
"04-3365869"|"BERKSHIRE BANK FOUNDATION, INC."|"153358"|"993929"|"Bay Path College"|""|""|"USA"|"5000.0000"
"04-3365869"|"BERKSHIRE BANK FOUNDATION, INC."|"153359"|"993929"|"Baystate Health Founation, Inc"|""|""|"USA"|"25000.0000"
"04-3365869"|"BERKSHIRE BANK FOUNDATION, INC."|"153360"|"993929"|"Berkshire"|""|""|"USA"|"10000.0000"
"04-3365869"|"BERKSHIRE BANK FOUNDATION, INC."|"153361"|"993929"|"Berkshire Regional Employment Board/Youth Leadership Program"|""|""|"USA"|"5000.0000"
"04-3365869"|"BERKSHIRE BANK FOUNDATION, INC."|"153362"|"993929"|"Berkshire United Way"|""|""|"USA"|"35000.0000"
"04-3365869"|"BERKSHIRE BANK FOUNDATION, INC."|"153363"|"993929"|"Berkshire United Way"|""|""|"USA"|"35000.0000"
"04-3365869"|"BERKSHIRE BANK FOUNDATION, INC."|"153364"|"993929"|"Boys & Girls Club of Greater Westfield, Inc"|""|""|"USA"|"17000.0000"
"04-3365869"|"BERKSHIRE BANK FOUNDATION, INC."|"153365"|"993929"|"Boys & Girls Club of Pittsfield"|""|""|"USA"|"7500.0000"
"04-3365869"|"BERKSHIRE BANK FOUNDATION, INC."|"153366"|"993929"|"Community Foundation of Western Massachusetts"|""|""|"USA"|"15000.0000"
"04-3365869"|"BERKSHIRE BANK FOUNDATION, INC."|"153367"|"993929"|"DevelopSpringfield"|""|""|"USA"|"5000.0000"
"04-3365869"|"BERKSHIRE BANK FOUNDATION, INC."|"153368"|"993929"|"IS183, Inc d/b/a IS 183 Art School of the Berkshires"|""|""|"USA"|"5000.0000"
"04-3365869"|"BERKSHIRE BANK FOUNDATION, INC."|"153369"|"993929"|"Norman Rockwell Museum"|""|""|"USA"|"8000.0000"
"04-3365869"|"BERKSHIRE BANK FOUNDATION, INC."|"153370"|"993929"|"Northern Berkshire YMCA"|""|""|"USA"|"6000.0000"
"04-3365869"|"BERKSHIRE BANK FOUNDATION, INC."|"153371"|"993929"|"Pioneer Valley Regional Ventures Center"|""|""|"USA"|"5000.0000"
"04-3365869"|"BERKSHIRE BANK FOUNDATION, INC."|"153372"|"993929"|"Springfield College"|""|""|"USA"|"5000.0000"
"04-3365869"|"BERKSHIRE BANK FOUNDATION, INC."|"153373"|"993929"|"St Peter's Hospital Foundation"|""|""|"USA"|"10000.0000"
"04-3365869"|"BERKSHIRE BANK FOUNDATION, INC."|"153374"|"993929"|"United Way of rome & Western Oneida County, Inc"|""|""|"USA"|"15000.0000"
"02-6007363"|"GILBERT VERNEY FOUNDATION"|"153693"|"994117"|"CHARITABLE"|""|""|"USA"|"77500.0000"
"04-6528085"|"LEONARD & HILDA KAPLAN CHARITABLE FOUNDATION"|"153892"|"994518"|"NEW BEDFORD EDUCATIONAL FOUNDATION"|"NEW BEDFORD"|"MA"|"USA"|"10000.0000"
"04-6528085"|"LEONARD & HILDA KAPLAN CHARITABLE FOUNDATION"|"153893"|"994518"|"YWCA"|"NEW BEDFORD"|"MA"|"USA"|"75000.0000"
"04-6556188"|"C. F. ADAMS CHARITABLE TRUST"|"153901"|"994744"|"Adolescent Consultation Services Inc"|"Cambridge"|"MA"|"USA"|"35000.0000"
"04-6556188"|"C. F. ADAMS CHARITABLE TRUST"|"153902"|"994744"|"Center for Public Representation"|"Northampton"|"MA"|"USA"|"80000.0000"
"04-6556188"|"C. F. ADAMS CHARITABLE TRUST"|"153903"|"994744"|"Cobscook Community Learning Center"|"Trescott"|"ME"|"USA"|"50000.0000"
"04-6556188"|"C. F. ADAMS CHARITABLE TRUST"|"153904"|"994744"|"Eastport Arts Center"|"Eastport"|"ME"|"USA"|"25000.0000"
"04-6556188"|"C. F. ADAMS CHARITABLE TRUST"|"153905"|"994744"|"Freelance Players, Inc"|"Jamaica Plain"|"MA"|"USA"|"15000.0000"
"04-6556188"|"C. F. ADAMS CHARITABLE TRUST"|"153906"|"994744"|"Health Law Advocates, Inc"|"Boston"|"MA"|"USA"|"50000.0000"
"04-6556188"|"C. F. ADAMS CHARITABLE TRUST"|"153907"|"994744"|"Healthy Acadia"|"Bar Harbor"|"ME"|"USA"|"30000.0000"
"04-6556188"|"C. F. ADAMS CHARITABLE TRUST"|"153908"|"994744"|"Quoddy Tides Foundation"|"Eastport"|"ME"|"USA"|"25000.0000"
"04-6556188"|"C. F. ADAMS CHARITABLE TRUST"|"153909"|"994744"|"RAW Art Works, Inc"|"Lynn"|"MA"|"USA"|"35000.0000"
"04-6556188"|"C. F. ADAMS CHARITABLE TRUST"|"153910"|"994744"|"Schoodic Arts For All"|"Winter Harbor"|"ME"|"USA"|"25000.0000"
"04-6556188"|"C. F. ADAMS CHARITABLE TRUST"|"153911"|"994744"|"Sunrise County Economic Council"|"Machias"|"ME"|"USA"|"25000.0000"
"01-0598444"|"TECO ENERGY FOUNDATION, INC."|"155303"|"996121"|"TAMPA BAY HISTORY CENTER"|"TAMPA"|"FL"|"USA"|"119700.0000"
"01-0598444"|"TECO ENERGY FOUNDATION, INC."|"155304"|"996121"|"TAMPA MUSEUM OF ART FOUND. INC."|"TAMPA"|"FL"|"USA"|"100000.0000"
"01-0598444"|"TECO ENERGY FOUNDATION, INC."|"155305"|"996121"|"HILLSBOROUGH EDUCATION FOUND."|"TAMPA"|"FL"|"USA"|"150000.0000"
"01-0598444"|"TECO ENERGY FOUNDATION, INC."|"155306"|"996121"|"CHILDREN'S MUSEUM OF TAMPA"|"TAMPA"|"FL"|"USA"|"160000.0000"
"03-0300865"|"Ben & Jerry's Foundation, Inc."|"156007"|"1009898"|"Vermont Workers' Center"|"Burlington"|"VT"|"USA"|"25000.0000"
"03-0300865"|"Ben & Jerry's Foundation, Inc."|"156008"|"1009898"|"Vermont Journalism Trust"|"East Hardwick"|"VT"|"USA"|"50000.0000"
"04-3197325"|"Sheehan Family Foundation"|"156009"|"1009904"|"Coalition for Buzzards Bay"|""|""|"USA"|"95000.0000"
"04-3197325"|"Sheehan Family Foundation"|"156010"|"1009904"|"Dennis Conservation Trust"|""|""|"USA"|"15000.0000"
"04-3197325"|"Sheehan Family Foundation"|"156011"|"1009904"|"Ipswich River Watershed Association"|""|""|"USA"|"15000.0000"
"04-3197325"|"Sheehan Family Foundation"|"156012"|"1009904"|"The Nature Conservancy"|""|""|"USA"|"125000.0000"
"04-3197325"|"Sheehan Family Foundation"|"156013"|"1009904"|"Trust for Public Land"|""|""|"USA"|"25000.0000"
"04-3197325"|"Sheehan Family Foundation"|"156014"|"1009904"|"Trustees of Reservations"|""|""|"USA"|"10000.0000"
"04-3197325"|"Sheehan Family Foundation"|"156015"|"1009904"|"Wildlands Trust of Southeastern Massachusetts"|""|""|"USA"|"275000.0000"
"04-3197325"|"Sheehan Family Foundation"|"156016"|"1009904"|"Brooklyn Community Foundation"|""|""|"USA"|"25000.0000"
"04-3197325"|"Sheehan Family Foundation"|"156017"|"1009904"|"Community Visions"|""|""|"USA"|"34000.0000"
"04-3197325"|"Sheehan Family Foundation"|"156018"|"1009904"|"First Stage Children's Theatre"|""|""|"USA"|"10000.0000"
"04-3197325"|"Sheehan Family Foundation"|"156019"|"1009904"|"Youth at Risk"|""|""|"USA"|"20000.0000"
"04-6142794"|"RICHARD P. & CLAIRE W. MORSE FOUNDATION"|"156020"|"1009917"|"GRAND TETON MUSIC FESTIVAL"|"WILSON"|"WY"|"USA"|"7500.0000"
"04-2852328"|"GODDARD HEALTH SERVICES INC"|"157087"|"1012185"|"BROCKTON NEIGHBORHOOD HEALTH CENTER"|"BROCKTON"|"MA"|"USA"|"400000.0000"
"02-0562020"|"JOHN & AMY GRIFFIN FOUNDATION"|"157090"|"1013045"|"FRIENDS OF PAVE ACADEMY"|"BROOKLYN"|"NY"|"USA"|"250000.0000"
"04-3292646"|"Information Research Foundation"|"157357"|"1012781"|"Bio-imaging research"|""|""|"USA"|"22000.0000"
"04-3343529"|"THE ROBERT F STOICO/FIRSTFED CHARITABLE FOUNDATION"|"157358"|"1012782"|"DETAILS UPON REQUEST"|""|""|"USA"|"850000.0000"
"04-3353621"|"INSTITUTION FOR SAVINGS IN NEWBURYPORT & ITS VICINITY CHARITABLE FOUNDATION, INC."|"157359"|"1012783"|"AMESBURY SENIOR CENTER"|"AMESBURY"|"MA"|"USA"|"5000.0000"
"04-3353621"|"INSTITUTION FOR SAVINGS IN NEWBURYPORT & ITS VICINITY CHARITABLE FOUNDATION, INC."|"157360"|"1012783"|"ANNA JAQUES HOSPITAL ANNUAL FUND"|"NEWBURYPORT"|"MA"|"USA"|"150000.0000"
"04-3353621"|"INSTITUTION FOR SAVINGS IN NEWBURYPORT & ITS VICINITY CHARITABLE FOUNDATION, INC."|"157361"|"1012783"|"ANNA JAQUES HOSPITAL CAPITAL CAMPAIGN"|"NEWBURYPORT"|"MA"|"USA"|"750000.0000"
"04-3353621"|"INSTITUTION FOR SAVINGS IN NEWBURYPORT & ITS VICINITY CHARITABLE FOUNDATION, INC."|"157362"|"1012783"|"TRITON REGIONAL HIGH SCHOOL"|"BYFIELD"|"MA"|"USA"|"225000.0000"
"04-3353621"|"INSTITUTION FOR SAVINGS IN NEWBURYPORT & ITS VICINITY CHARITABLE FOUNDATION, INC."|"157363"|"1012783"|"NEWBURYPORT EDUCATIONAL FOUNDATION"|"NEWBURYPORT"|"MA"|"USA"|"100000.0000"
"04-3353621"|"INSTITUTION FOR SAVINGS IN NEWBURYPORT & ITS VICINITY CHARITABLE FOUNDATION, INC."|"157364"|"1012783"|"RESTORE OUR STADIUM"|"NEWBURYPORT"|"MA"|"USA"|"500000.0000"
"04-3353621"|"INSTITUTION FOR SAVINGS IN NEWBURYPORT & ITS VICINITY CHARITABLE FOUNDATION, INC."|"157365"|"1012783"|"NEWBURYPORT EDUCATIONAL FOUNDATION"|"NEWBURYPORT"|"MA"|"USA"|"40000.0000"
"04-6864140"|"CATHERINE HAWKINS FOUNDATION JOHN I. & ELIZABETH TAYLOR, TTEES"|"157366"|"1012787"|"DENVER ART MUSEUM"|"DENVER"|"CO"|"USA"|"20000.0000"
"01-0421806"|"THE BILL AND JOAN ALFOND FOUNDATION"|"157460"|"1013227"|"CHEWONKI FOUNDATION"|"WISCASSET"|"ME"|"USA"|"126800.0000"
"01-0421806"|"THE BILL AND JOAN ALFOND FOUNDATION"|"157461"|"1013227"|"COLBY COLLEGE"|"WATERVILLE"|"ME"|"USA"|"85578.0000"
"01-0421806"|"THE BILL AND JOAN ALFOND FOUNDATION"|"157462"|"1013227"|"EDUCARE CENTRAL MAINE"|"WATERVILLE"|"ME"|"USA"|"227688.0000"
"01-0421806"|"THE BILL AND JOAN ALFOND FOUNDATION"|"157463"|"1013227"|"MSAD #46"|"DEXTER"|"ME"|"USA"|"115200.0000"
"01-0421806"|"THE BILL AND JOAN ALFOND FOUNDATION"|"157464"|"1013227"|"KENNEBEC VALLEY COMMUNITY COLLEGE FOUNDATION"|"FAIRFIELD"|"ME"|"USA"|"20790.0000"
"01-0421806"|"THE BILL AND JOAN ALFOND FOUNDATION"|"157465"|"1013227"|"KVCS-AOS #92"|"WATERVILLE"|"ME"|"USA"|"5000.0000"
"01-0421806"|"THE BILL AND JOAN ALFOND FOUNDATION"|"157466"|"1013227"|"COLBY COLLEGE"|"WATERVILLE"|"ME"|"USA"|"10000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"157467"|"1013236"|"Action for Boston Community Development, Inc."|"Boston"|"MA"|"USA"|"75000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"157468"|"1013236"|"Bethel Institute for Social Justice"|"Jamaica Plain"|"MA"|"USA"|"250000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"157469"|"1013236"|"Cathedral High School"|"Boston"|"MA"|"USA"|"1000000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"157470"|"1013236"|"Children's Hospital"|"Boston"|"MA"|"USA"|"1500000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"157471"|"1013236"|"Dana-Farber Cancer Institute, Inc."|"Boston"|"MA"|"USA"|"17500000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"157472"|"1013236"|"Franciscan Hospital for Children, Inc."|"Brighton"|"MA"|"USA"|"100000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"157473"|"1013236"|"Generation Excel Youth Development Program, Inc."|"Jamaica Plain"|"MA"|"USA"|"75000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"157474"|"1013236"|"hopeFound"|"Jamaica Plain"|"MA"|"USA"|"75000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"157475"|"1013236"|"House of Possibilities, Inc."|"North Easton"|"MA"|"USA"|"100000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"157476"|"1013236"|"Isabella Stewart Gardner Museum, Inc."|"Boston"|"MA"|"USA"|"25000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"157477"|"1013236"|"Jackie Robinson Foundation"|"New York"|"NY"|"USA"|"1750000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"157478"|"1013236"|"Lazarus House"|"Lawrence"|"MA"|"USA"|"150000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"157479"|"1013236"|"Massachusetts Special Olympics Association, Inc."|"Mariborough"|"MA"|"USA"|"500000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"157480"|"1013236"|"National Baseball Hall of Fame and Museum, Inc."|"Cooperstown"|"NY"|"USA"|"200000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"157481"|"1013236"|"National Park Foundation"|"Washington"|"DC"|"USA"|"600000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"157482"|"1013236"|"New England Aquarium Corporation"|"Boston"|"MA"|"USA"|"1500000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"157483"|"1013236"|"New England Baptist Hospital"|"Boston"|"MA"|"USA"|"1500000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"157484"|"1013236"|"Perkins School for the Blind"|"Watertown"|"MA"|"USA"|"50000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"157485"|"1013236"|"Pine Street Inn, Inc."|"Boston"|"MA"|"USA"|"400000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"157486"|"1013236"|"Robert Sever Hale Camping Reservation"|"Westwood"|"MA"|"USA"|"150000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"157487"|"1013236"|"The Fund for Catholic Schools, Inc."|"Braintree"|"MA"|"USA"|"6000000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"157488"|"1013236"|"The Home for Little Wanderers"|"Boston"|"MA"|"USA"|"1500000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"157489"|"1013236"|"The Philanthropic Initiative"|"Boston"|"MA"|"USA"|"1336878.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"157490"|"1013236"|"Trustees of Boston College"|"Chestnut Hill"|"MA"|"USA"|"12000000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"157491"|"1013236"|"Tufts Medical Center"|"Boston"|"MA"|"USA"|"50000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"157492"|"1013236"|"YMCA Greater Boston"|"Boston"|"MA"|"USA"|"100000.0000"
"04-6142600"|"WYMAN-GORDON FOUNDATION"|"157493"|"1013255"|"UNITED WAY OF CENTRAL MASSACHUSETTS"|""|"MA"|"USA"|"35000.0000"
"04-6142600"|"WYMAN-GORDON FOUNDATION"|"157494"|"1013255"|"WORCESTER POLYTECHNIC INSTITUTE"|""|"MA"|"USA"|"15000.0000"
"04-6142600"|"WYMAN-GORDON FOUNDATION"|"157495"|"1013255"|"WORCESTER POLYTECHNIC INSTITUTE"|""|"MA"|"USA"|"15000.0000"
"04-6142600"|"WYMAN-GORDON FOUNDATION"|"157496"|"1013255"|"WORCESTER POLYTECHNIC INSTITUTE"|""|"MA"|"USA"|"15000.0000"
"04-3466878"|"RCB CHARITABLE FOUNDATION, INC."|"158303"|"1015763"|"MISSION OF DEEDS"|""|""|"USA"|"10000.0000"
"04-3466878"|"RCB CHARITABLE FOUNDATION, INC."|"158304"|"1015763"|"WINCHESTER HOSPITAL FOUNDATION"|""|""|"USA"|"20000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162170"|"1038607"|"15-40 Connection"|""|""|"USA"|"5000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162171"|"1038607"|"AFRICAN COMMUNITY EDUCATION PROGRAM"|""|""|"USA"|"10000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162172"|"1038607"|"American Red Cross of Central Massachusetts"|""|""|"USA"|"5000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162173"|"1038607"|"Anna Maria College"|""|""|"USA"|"40000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162174"|"1038607"|"Assumption College"|""|""|"USA"|"25000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162175"|"1038607"|"Barton Center for Diabetes Education, Inc."|""|""|"USA"|"25000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162176"|"1038607"|"Becker College"|""|""|"USA"|"30000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162177"|"1038607"|"Big Brothers Big Sisters of Central Mass/Metrowest"|""|""|"USA"|"25000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162178"|"1038607"|"Bottom Line (The)"|""|""|"USA"|"5000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162179"|"1038607"|"Bottom Line (The)"|""|""|"USA"|"5000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162180"|"1038607"|"Bottom Line (The)"|""|""|"USA"|"10000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162181"|"1038607"|"CASA Project, Inc. (The)"|""|""|"USA"|"10000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162182"|"1038607"|"Clark University"|""|""|"USA"|"60000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162183"|"1038607"|"Clark University"|""|""|"USA"|"6000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162184"|"1038607"|"Community Healthlink"|""|""|"USA"|"7500.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162185"|"1038607"|"Devereaux Massachusetts"|""|""|"USA"|"25000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162186"|"1038607"|"ELDER SERVICES OF WORCESTER AREA INC."|""|""|"USA"|"10000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162187"|"1038607"|"Easter Seals Massachusetts"|""|""|"USA"|"10000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162188"|"1038607"|"EcoTanum"|""|""|"USA"|"40000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162189"|"1038607"|"EcoTanum"|""|""|"USA"|"750000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162190"|"1038607"|"Edward Street Child Services"|""|""|"USA"|"10000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162191"|"1038607"|"Family Health Center of Worcester"|""|""|"USA"|"10000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162192"|"1038607"|"Girls Incorporated of Worcester"|""|""|"USA"|"10000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162193"|"1038607"|"Greater Worcester Community Foundation, Inc."|""|""|"USA"|"10000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162194"|"1038607"|"Habitat for Humanity MetroWest/Greater Worcester"|""|""|"USA"|"7000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162195"|"1038607"|"Hanover Theatre for the Performing Arts"|""|""|"USA"|"5000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162196"|"1038607"|"Hanover Theatre for the Performing Arts"|""|""|"USA"|"40000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162197"|"1038607"|"Hillside School"|""|""|"USA"|"20000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162198"|"1038607"|"Literacy Volunteers of Greater Worcester"|""|""|"USA"|"6000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162199"|"1038607"|"Main South Community Development Corporation"|""|""|"USA"|"15000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162200"|"1038607"|"Massachusetts College of Pharmacy and Health Sciences"|""|""|"USA"|"50000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162201"|"1038607"|"Mechanics Hall"|""|""|"USA"|"15000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162202"|"1038607"|"Mohegan Council, Inc, Boy Scouts of America"|""|""|"USA"|"7500.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162203"|"1038607"|"NEADS"|""|""|"USA"|"10000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162204"|"1038607"|"Nativity School of Worcester, Inc."|""|""|"USA"|"10000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162205"|"1038607"|"Quinsigamond Community College Foundation"|""|""|"USA"|"5000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162206"|"1038607"|"Quinsigamond Community College Foundation"|""|""|"USA"|"10000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162207"|"1038607"|"Rachel's Table"|""|""|"USA"|"5000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162208"|"1038607"|"Rainbow Child Development Center, Inc."|""|""|"USA"|"15000.0000"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"162209"|"1038607"|"St. John's Church"|""|""|"USA"|"10000.0000"
"01-0498551"|"John T. Gorman Foundation"|"162707"|"1042083"|"PREBLE STREET"|"PORTLAND"|"ME"|"USA"|"1000000.0000"
"01-0498551"|"John T. Gorman Foundation"|"162708"|"1042083"|"BEATRICE RAFFERTY SCHOOL"|"PLEASANT POINT"|"ME"|"USA"|"5000.0000"
"01-0498551"|"John T. Gorman Foundation"|"162709"|"1042083"|"COMMUNITY CARE"|"BANGOR"|"ME"|"USA"|"12745.0000"
"01-0498551"|"John T. Gorman Foundation"|"162710"|"1042083"|"BIDDEFORD SCHOOL DEPARTMENT"|"BIDDEFORD"|"ME"|"USA"|"5000.0000"
"01-0498551"|"John T. Gorman Foundation"|"162711"|"1042083"|"MSAD 24"|"VAN BUREN"|"ME"|"USA"|"5000.0000"
"01-0498551"|"John T. Gorman Foundation"|"162712"|"1042083"|"MSAD 49"|"FAIRFIELD"|"ME"|"USA"|"5000.0000"
"01-0498551"|"John T. Gorman Foundation"|"162713"|"1042083"|"BAILEYVILLE SHOOL DEPARTMENT (AOS 90)"|"BAILEYVILLE"|"ME"|"USA"|"10000.0000"
"01-0498551"|"John T. Gorman Foundation"|"162714"|"1042083"|"INDIAN TOWNSHIP SCHOOL"|"PRINCETON"|"ME"|"USA"|"5000.0000"
"01-0498551"|"John T. Gorman Foundation"|"162715"|"1042083"|"RSU 1"|"BATH"|"ME"|"USA"|"5000.0000"
"01-0498551"|"John T. Gorman Foundation"|"162716"|"1042083"|"RSU 3O"|"BAILEYVILLE"|"ME"|"USA"|"10000.0000"
