"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"ADJUSTED_QUALIFYING_DISTRIBUTIONS"|"PAID_CHAR_ASSETS"|"CHAR_DIST_TEST"|"QUAL_DIST_XII"|"REDUCED_TAX_RATE"|"CHAR_SUIT_TEST"
"04-6635207"|"KENNETH S. DONNELL TRUST KATE HOWARD ET AL TRUSTEES"|"1035927"|"29411.0000"|""|""|""|""|""
"04-6640238"|"WILLIAM J. MCKEE CHARITABLE FOUNDATION"|"1035928"|"278867.0000"|""|""|""|""|""
"04-6689812"|"CORA DU BOIS CHARITABLE TRUST"|"1035929"|"69747.0000"|""|""|""|""|""
"04-6854624"|"SCOTT A NATHAN CHARITABLE TR"|"1035930"|"270000.0000"|""|""|""|""|""
"04-6911403"|"THE SDSC GLOBAL FOUNDATION"|"1035931"|"593000.0000"|""|""|""|""|""
"01-0519633"|"THE DUGAS FAMILY FOUNDATION"|"1037344"|"240307.0000"|""|""|""|""|""
"01-0521503"|"WINSLOW - JOHNSON SCHOLARSHIP TRUST"|"1037345"|"20456.0000"|""|""|""|""|""
"01-0782316"|"THE HERITAGE FUND, INC"|"1037346"|"70808.0000"|""|""|""|""|""
"01-6017314"|"SYLVIA E ROSS TRUST"|"1037347"|"337766.0000"|""|""|""|""|""
"02-0498236"|"ROY M. MALOOL FAMILY FOUNDATION"|"1037348"|"124705.0000"|""|""|""|""|""
"02-0519812"|"CENTENNIAL SENIOR CENTER, INC."|"1037349"|"411333.0000"|""|""|""|""|""
"02-0787615"|"CALABAR FOUNDATION"|"1037350"|"376930.0000"|""|""|""|""|""
"02-6106324"|"ALLAN B. ROBY & FRANCES M. ROBY CHARITABLE TRUST"|"1037351"|"313859.0000"|""|""|""|""|""
"03-6003333"|"FRANCES HICKS MEMORIAL FUND"|"1037352"|"18266.0000"|""|""|""|""|""
"04-2598211"|"GARDINOR-PRUNARET FOUNDATION"|"1037353"|"195000.0000"|""|""|""|""|""
"04-3582018"|"BROOKS FAMILY FOUNDATION"|"1037354"|"309500.0000"|""|""|""|""|""
"04-6093505"|"BIRD CHARLES SUMNER FDN TR U/DECL"|"1037355"|"101675.0000"|""|""|""|""|""
"04-6185933"|"BAILEY FREDERICK A TR U/WILL"|"1037356"|"83122.0000"|""|""|""|""|""
"04-6720803"|"HARPLEY FOUNDATION"|"1037357"|"30550.0000"|""|""|""|""|""
"04-2658294"|"THE COLLINGS FOUNDATION"|"1038600"|"4093906.0000"|""|""|""|""|""
"01-0706738"|"The Marshall Mathers Foundation"|"1038603"|"264619.0000"|""|""|""|""|""
"04-3489794"|"The Zoller Family Foundation, Inc."|"1038604"|"106111.0000"|""|""|""|""|""
"04-6013691"|"TRUSTEES OF DONATIONS FOR EDUCATION IN LIBERIA"|"1038605"|"157711.0000"|""|""|""|""|""
"04-6022091"|"CHARLES SANDERS TRUST UW"|"1038606"|"301017.0000"|""|""|""|""|""
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"1038607"|"1085078.0000"|""|""|""|""|""
"04-6914538"|"BROWN CHARITABLE FOUNDATION"|"1038608"|"84923.0000"|""|""|""|""|""
"04-6948994"|"THE MOONEY-REED CHARITABE FOUNDATION"|"1038609"|"1567264.0000"|""|""|""|""|""
"02-6005491"|"EDWARD WAGNER & GEORGE HOSSER SCH FUND 3020003262"|"1038730"|"26193.0000"|""|""|""|""|""
"04-3663738"|"DONALD D. ROGERS FOUNDATION INC."|"1038731"|"13500.0000"|""|""|""|""|""
"04-6091592"|"PERMANENT SCIENCE FUND TR U/DECL"|"1038732"|"144507.0000"|""|""|""|""|""
"04-3409527"|"RUNNING DEER FOUNDATION"|"1039850"|"171230.0000"|""|""|""|""|""
"04-6023791"|"STODDARD CHARITABLE TRUST"|"1039851"|"4047121.0000"|""|""|""|""|""
"02-0471515"|"LYMAN FUN INC"|"1039895"|"41773.0000"|""|""|""|""|""
"04-6013418"|"ALICE PLIMPTON EDUCATION UNDER WILL 52723467"|"1039896"|"49133.0000"|""|""|""|""|""
"01-0498551"|"John T. Gorman Foundation"|"1042083"|"6720764.0000"|""|""|""|""|""
"01-0760054"|"RICHARD W. HOTES FOUNDATION"|"1042087"|"5277128.0000"|""|""|""|""|""
"01-6148895"|"The S Douglas and Rita C Sukeforth Charitable Foundation"|"1042088"|"236833.0000"|""|""|""|""|""
"02-0439653"|"DODGE SCHOLARSHIP FOR GIRLS"|"1042089"|"26392.0000"|""|""|""|""|""
"02-0481954"|"BNH CHARITABLE FOUNDATION"|"1042090"|"30865.0000"|""|""|""|""|""
"02-0488551"|"ROBERT S BRISTOL CHARITABLE TRUST"|"1042091"|"74402.0000"|""|""|""|""|""
"02-0491795"|"THE OXFORD LEAGUE, INC"|"1042092"|"159116.0000"|""|""|""|""|""
"02-0683054"|"THE ISLAM FAMILY FOUNDATION"|"1042093"|"130021.0000"|""|""|""|""|""
"02-0788451"|"THE MCKELVEY ENTREPRENEURIAL FOUNDATION"|"1042094"|"507546.0000"|""|""|""|""|""
"02-6070843"|"THE TRUST FAMILY FOUNDATION"|"1042095"|"1114998.0000"|""|""|""|""|""
"02-6124449"|"THE MAE CASALI BONVICINI CHARITABLE FOUNDATION"|"1042096"|"103007.0000"|""|""|""|""|""
"04-2104839"|"PITTSFIELD ANTI-TUBERCULOSIS ASSOCIATION"|"1042097"|"90253.0000"|""|""|""|""|""
"04-2752893"|"HYDE CHARITABLE FOUNDATION"|"1042098"|"177994.0000"|""|""|""|""|""
"04-3133049"|"RICHARD K & NANCY L DONAHUE CHAR FDTN"|"1042099"|"1094027.0000"|""|""|""|""|""
"04-3211653"|"EGAN FAMILY FOUNDATION"|"1042100"|"463333.0000"|""|""|""|""|""
"04-3213639"|"THE TODD AND DEBORAH KRASNOW FOUNDATION"|"1042101"|"115594.0000"|""|""|""|""|""
"04-3442439"|"THOMAS A RODGERS JR FAMILY FOUNDATION"|"1042102"|"984041.0000"|""|""|""|""|""
"04-3452643"|"GORONGOSA RESTORATION PROJECT, INC."|"1042103"|"1047156.0000"|""|""|""|""|""
"04-3493753"|"WEBBER FAMILY FOUNDATION INC"|"1042104"|"85631.0000"|""|""|""|""|""
"04-3494455"|"THE GERALD AND JUDITH FELDMAN CHARITABLE FOUNDATION"|"1042105"|"42000.0000"|""|""|""|""|""
"04-3505849"|"THE MULBERRY FOUNDATION, INC."|"1042106"|"196008.0000"|""|""|""|""|""
"04-3739441"|"THE PROVIDENT BANK FOUNDATION"|"1042107"|"1666771.0000"|""|""|""|""|""
"04-3757853"|"LINDA PACE FOUNDATION"|"1042108"|"1760594.0000"|""|""|""|""|""
"04-3762697"|"THE HAVNER FAMILY FOUNDATION"|"1042109"|"269185.0000"|""|""|""|""|""
"04-6051095"|"HENDERSON FOUNDATION"|"1042111"|"533959.0000"|""|""|""|""|""
"04-6053996"|"HAVEN TRUST"|"1042113"|"83593.0000"|""|""|""|""|""
"04-6059253"|"PECHET FOUNDATION (F/K/A MAURICE PECHET FOUNDATION)"|"1042114"|"233500.0000"|""|""|""|""|""
"04-6095797"|"GOODING G L IND DTD 5 10 50"|"1042115"|"48482.0000"|""|""|""|""|""
"04-6107955"|"THE LASSOR AND FANNY AGOOS CHARITY FUND"|"1042116"|"117210.0000"|""|""|""|""|""
"04-6108344"|"EDWARD C. JOHNSON FUND"|"1042117"|"39744575.0000"|""|""|""|""|""
"04-6155696"|"THE ART COMPLEX INC"|"1042118"|"643456.0000"|""|""|""|""|""
"04-6579815"|"BARR FOUNDATION"|"1042119"|"59051369.0000"|""|""|""|""|""
"04-6758553"|"THE GROSSMAN FAMILY CHARITABLE FOUNDATION"|"1042120"|"324683.0000"|""|""|""|""|""
"04-6833651"|"JAMES L RUBENSTEIN FAMILY FOUNDATION"|"1042121"|"60250.0000"|""|""|""|""|""
"02-0222149"|"TAYLOR COMMUNITY"|"1043075"|"1909999.0000"|""|""|""|""|""
"02-6051741"|"HENRY C LORD SCHOLARSHIP FD 3035010332"|"1043077"|"41893.0000"|""|""|""|""|""
"02-6134751"|"MARY DALY MACFARLAND FOUNDATION"|"1043078"|"85750.0000"|""|""|""|""|""
"04-1302043"|"FARNSWORTH LUCY C TR U/WILL"|"1043079"|"350503.0000"|""|""|""|""|""
"04-2133244"|"THE FREDERICK E. WEBER CHARITIES CORP."|"1043080"|"282831.0000"|""|""|""|""|""
"04-2613244"|"JAMES G. MARTIN MEMORIAL TRUST"|"1043081"|"661961.0000"|""|""|""|""|""
"04-2683042"|"PerkinElmer Foundation"|"1043082"|"460618.0000"|""|""|""|""|""
"04-2761754"|"THE WHITE FUND INC"|"1043083"|"98817.0000"|""|""|""|""|""
"04-6012150"|"HIRAM FRANCIS MILLS TRUST U/WILL #0704163"|"1043085"|"42819.0000"|""|""|""|""|""
"04-6056949"|"NEWSBOYS READING ROOM ASSOCIATION"|"1043087"|"65730.0000"|""|""|""|""|""
"04-6223350"|"GEORGE & BEATRICE SHERMAN FAMILY CHARITABLE TRUST"|"1043088"|"172286.0000"|""|""|""|""|""
"04-6384141"|"HELENA W HUNT TRUST UA ARTICLE 11"|"1043089"|"16696.0000"|""|""|""|""|""
"04-6412350"|"FRED W. WELLS TRUST FUND"|"1043090"|"202885.0000"|""|""|""|""|""
"04-6599655"|"HATHAWAY MEMORIAL CHARIT TR"|"1043091"|"84451.0000"|""|""|""|""|""
"01-0530498"|"THE SHERMAN FAMILY FOUNDATION"|"1047449"|"56000.0000"|""|""|""|""|""
"01-0566881"|"WENDY & DEREK PEW FOUNDATION, INC."|"1047450"|"17168.0000"|""|""|""|""|""
"01-0679061"|"SMF FOUNDATION SHERRI A MAHNE & LAWRENCE B COHEN, TRUSTEES"|"1047451"|"120060.0000"|""|""|""|""|""
"01-0931287"|"THE PETE & RUTH LESLIE FOUNDATION"|"1047452"|"91722.0000"|""|""|""|""|""
"02-6007487"|"New London Service Organization, Inc."|"1047453"|"25849.0000"|""|""|""|""|""
"04-3366745"|"THE COMPASS FUND 4737682"|"1047455"|"53650.0000"|""|""|""|""|""
"04-3382858"|"NARGARET S LINDSAY FDN OF 1989"|"1047457"|"558067.0000"|""|""|""|""|""
"04-3494798"|"THE WADE FAMILY FOUNDATION"|"1047458"|"467300.0000"|""|""|""|""|""
"04-6012784"|"KENWOOD FOUNDATION 7569-7552021240"|"1047459"|"177387.0000"|""|""|""|""|""
"04-6195965"|"Frank Gerrity Charitable Trust"|"1047460"|"171730.0000"|""|""|""|""|""
"04-6837456"|"THE BRESSLER FAMILY FOUNDATION"|"1047461"|"393577.0000"|""|""|""|""|""
"01-0756380"|"BANGS FAMILY FOUNDATION"|"1048107"|"132785.0000"|""|""|""|""|""
"04-3559359"|"FOUNDATION M"|"1048108"|"505000.0000"|""|""|""|""|""
"04-6013598"|"BUSHROD H. CAMPBELL & ADAH F. HALL CHARITY FUND"|"1048109"|"855834.0000"|""|""|""|""|""
"04-6066081"|"TRAYLOR CHARITABLE FUND"|"1048110"|"84346.0000"|""|""|""|""|""
"04-6923387"|"COGAN FAMILY FOUNDATION"|"1048111"|"1017410.0000"|""|""|""|""|""
"01-0211545"|"PORTLAND SEAMEN'S FRIEND SOCIETY"|"1048896"|"68705.0000"|""|""|""|""|""
"01-0437556"|"UJNDCR FOUNDATION"|"1048897"|"1912427.0000"|""|""|""|""|""
"01-6020765"|"JEWISH COMMUNITY ENDOWMENT ASSOCIATES"|"1048898"|"34476.0000"|""|""|""|""|""
"02-0511758"|"MASIPHUMELELE CORPORATION"|"1048899"|"164590.0000"|""|""|""|""|""
"02-6019759"|"ACA SCHOLARSHIP TRUST"|"1048900"|"28423.0000"|""|""|""|""|""
"04-2915665"|"THE DR A EVERETT ROSEN AND RUTH E ROSEN FOUNDATION"|"1048901"|"219254.0000"|""|""|""|""|""
"04-3105768"|"THE KLARMAN FAMILY FOUNDATION"|"1048902"|"25595085.0000"|""|""|""|""|""
"04-3422869"|"Florence Savings Charitable Foundation Inc"|"1048903"|"77197.0000"|""|""|""|""|""
"04-3539065"|"THE 484 PHI ALPHA FOUNDATION INC"|"1048904"|"144654.0000"|""|""|""|""|""
"04-3837163"|"ECHOES OF LASTING PEACE, INC."|"1048905"|"514505.0000"|""|""|""|""|""
"04-6010559"|"MARION G JACKSON CHAR TR"|"1048906"|"402991.0000"|""|""|""|""|""
"04-6046761"|"MASSACHUSETTS SOCIETY OF THE CINCINNATI"|"1048907"|"129598.0000"|""|""|""|""|""
"04-6128361"|"The Koussevitzky Music Foundation, Inc."|"1048908"|"162926.0000"|""|""|""|""|""
"04-6147160"|"BERYL DAVID AND HARRY NGORIN FOUNDATION"|"1048909"|"64000.0000"|""|""|""|""|""
"04-6197960"|"WILLIAM H. HARRIS FOUNDATION"|"1048910"|"718366.0000"|""|""|""|""|""
"04-6497465"|"MIRIAM SHAW FUND U/W"|"1048911"|"346895.0000"|""|""|""|""|""
"04-6729068"|"PHALAROPE FOUNDATION"|"1048912"|"308279.0000"|""|""|""|""|""
"04-6743248"|"KEANE FAMILY FOUNDATION"|"1048913"|"1136723.0000"|""|""|""|""|""
"04-6856456"|"GRANTHAM FOUNDATION FOR THE PROTECTION OF THE ENVIRONMENT"|"1048915"|"16842748.0000"|""|""|""|""|""
"04-2961763"|"EAST LONGMEADOW ROTARY MEMORIAL SCHOLARSHIP FOUNDATION, INC."|"1049269"|"17285.0000"|""|""|""|""|""
"04-6091865"|"ELY CHARLES C TR U/WILL"|"1049270"|"199000.0000"|""|""|""|""|""
"04-3542674"|"PARKER FAMILY FOUNDATION"|"1049373"|"515211.0000"|""|""|""|""|""
"01-0537471"|"Planet Dog Foundation"|"1049390"|"82469.0000"|""|""|""|""|""
"01-0612073"|"The Klingbeil Family Foundation"|"1049391"|"50627.0000"|""|""|""|""|""
"01-0737173"|"SUZANNE WESTER MATTEO MD CHARITABLE FNDN"|"1049392"|"41405.0000"|""|""|""|""|""
"01-0739379"|"Douglas E Mitchell Charitable Foundation"|"1049393"|"37881.0000"|""|""|""|""|""
"01-6220476"|"ANNE AND PAUL MARCUS FAMILY FOUNDATION"|"1049395"|"1098740.0000"|""|""|""|""|""
"02-0649872"|"LAM YAU JONG CHARITABLE FOUNDATION"|"1049396"|"267139.0000"|""|""|""|""|""
"03-0354374"|"HOEHL FAMILY FOUNDATION"|"1049397"|"146745.0000"|""|""|""|""|""
"03-6091970"|"FRANK & ZADA CHASE CHARITABLE TRUST 1576"|"1049399"|"415781.0000"|""|""|""|""|""
"04-2023566"|"MASSACHUSETTS CHARITABLE MECHANIC"|"1049400"|"188878.0000"|""|""|""|""|""
"04-2103780"|"FRANKLIN SQUARE HOUSE FOUNDATION INC"|"1049401"|"1340849.0000"|""|""|""|""|""
"04-2131404"|"THE STANLEY PARK OF WESTFIELD INC"|"1049402"|"1180200.0000"|""|""|""|""|""
"04-2309470"|"WARREN BENEVOLENT FUND INC"|"1049403"|"29075.0000"|""|""|""|""|""
"04-2610674"|"LOTTA AGRICULTURAL FUND"|"1049404"|"326801.0000"|""|""|""|""|""
"04-2625173"|"THE LINNELL FOUNDATION"|"1049405"|"322950.0000"|""|""|""|""|""
"04-3339572"|"THE MORNINGSIDE FOUNDATION"|"1049407"|"2812260.0000"|""|""|""|""|""
"04-3369962"|"TREFLER FOUNDATION"|"1049408"|"137070.0000"|""|""|""|""|""
"04-3371173"|"LAURING CHARITABLE FOUNDATION"|"1049409"|"533238.0000"|""|""|""|""|""
"04-3397500"|"HUNT ALTERNATIVES FUND"|"1049410"|"5997009.0000"|""|""|""|""|""
"04-3416880"|"THE COSETTE CHARITABLE FUND"|"1049411"|"1554882.0000"|""|""|""|""|""
"04-3423462"|"DEDHAM INSTITUTE FOR SAVINGS FOUNDATION 7563-07561015702"|"1049412"|"303692.0000"|""|""|""|""|""
"04-3489662"|"F E and A.R. Barstow Charitable Trust"|"1049413"|"269511.0000"|""|""|""|""|""
"04-3534471"|"Irene Stiver Scholarship Fund"|"1049414"|"18627.0000"|""|""|""|""|""
"04-3536671"|"GREEN LEAF FOUNDATION WILLIAM B PERKINS ET AL TRUSTEES"|"1049415"|"120158.0000"|""|""|""|""|""
"04-3537378"|"TRESORELLE FOUNDATION"|"1049416"|"341066.0000"|""|""|""|""|""
"04-3732752"|"THE GILBERT FAMILY FOUNDATION"|"1049417"|"77725.0000"|""|""|""|""|""
"04-6012768"|"MICHAEL ANAGNOS SCHOOLS"|"1049418"|"92627.0000"|""|""|""|""|""
"04-6032804"|"UBS FOUNDATION USA"|"1049419"|"0.0000"|""|""|""|""|""
"04-6039173"|"WELD FOUNDATION 15007564"|"1049420"|"442478.0000"|""|""|""|""|""
"04-6039972"|"CLARA B WINTHROP CHARITABLE TRUST"|"1049421"|"146875.0000"|""|""|""|""|""
"04-6049776"|"WINNING HOME INC"|"1049422"|"238450.0000"|""|""|""|""|""
"04-6528704"|"LOEWY CHARITABLE FOUNDATION ARTHUR F LOEWY TRUSTEE"|"1049423"|"60420.0000"|""|""|""|""|""
"04-6660300"|"Francis H LeBlanc Charitable Trust"|"1049424"|"27082.0000"|""|""|""|""|""
"04-6833652"|"ROBERT L EPSTEIN FAMILY FOUNDATION"|"1049425"|"102400.0000"|""|""|""|""|""
"04-6906900"|"THE ROBERT F"|"1049427"|"263903.0000"|""|""|""|""|""
"05-0508471"|"DELPRETE FAMILY FOUNDATION"|"1049428"|"81410.0000"|""|""|""|""|""
"02-6086871"|"THE STANNARD & DOROTHY DUNN CHARITABLE TRUST"|"1050300"|"231742.0000"|""|""|""|""|""
"02-6098262"|"EDWIN C. REMICK TESTAMENTARY TRUST"|"1050301"|"698968.0000"|""|""|""|""|""
"03-6103976"|"JEFFREY COOK CHARITABLE TRUST LAWRENCE B COHEN ET AL, TRUSTEET"|"1050302"|"120185.0000"|""|""|""|""|""
"04-2105774"|"TRUSTEES OF THE HOWARD FUNDS 1993"|"1050303"|"39286.0000"|""|""|""|""|""
"04-2628366"|"Massachusetts Maternity & Foundling Hospital Corp"|"1050304"|"177077.0000"|""|""|""|""|""
"04-3321452"|"THE RICHARD ERIC ROSENBERG FOUNDATION, INC."|"1050305"|"11057.0000"|""|""|""|""|""
"04-6382377"|"MARY ELIZABETH PEARCE FOUNDATION TR"|"1050306"|"340000.0000"|""|""|""|""|""
"04-2725274"|"KERRI ANN KATTAR MEMORIAL FUND INC"|"1050754"|"17074.0000"|""|""|""|""|""
"04-3255974"|"SWARTZ FOUNDATION"|"1050757"|"14888530.0000"|""|""|""|""|""
"04-3467074"|"DE BEAUMONT FOUNDATION INC"|"1050758"|"2317778.0000"|""|""|""|""|""
"04-3530777"|"AKAMAI FOUNDATION INC"|"1050759"|"401261.0000"|""|""|""|""|""
"04-6019078"|"BELLE T SMITH"|"1050761"|"136236.0000"|""|""|""|""|""
"04-6035572"|"HARRIET FAUNCE TRUST UWILL"|"1050762"|"25543.0000"|""|""|""|""|""
"04-6042274"|"Mary A Kelly Scholarship Fund"|"1050763"|""|""|""|""|""|""
"04-6707573"|"JAMES N ABBOTT JR TRUST UW ARTICLE 4"|"1050764"|"38257.0000"|""|""|""|""|""
"02-0733877"|"ARITA FOUNDATION-JMA"|"1050966"|"266366.0000"|""|""|""|""|""
"04-2944183"|"Lovett-Woodsum Foundation Inc"|"1051419"|"2075204.0000"|""|""|""|""|""
"01-0388680"|"Margaret Chase Smith Foundation"|"1051421"|"2310515.0000"|""|""|""|""|""
"01-0516587"|"Saco & Biddeford Savings Charitable Foundation"|"1051422"|"95701.0000"|""|""|""|""|""
"04-3547684"|"WINTERLINE FOUNDATION GLENN CONRAD, EXECUTIVE DIRECTOR"|"1051424"|"219934.0000"|""|""|""|""|""
"04-3785583"|"ROBERT J FRISBY FOUNDATION"|"1051425"|"198439.0000"|""|""|""|""|""
"04-6019079"|"GEORGE WALTER VINCENT SMITH"|"1051426"|"68915.0000"|""|""|""|""|""
"04-6112483"|"THE BARUCJ FUND"|"1051428"|"731244.0000"|""|""|""|""|""
"04-6169683"|"DIRLAM CHARITABLE TRUST"|"1051429"|"35120.0000"|""|""|""|""|""
"04-6026880"|"The Nichols Trust"|"1051555"|"71723.0000"|""|""|""|""|""
"01-0482817"|"THE HUDSON FOUNDATION"|"1051583"|"107682.0000"|""|""|""|""|""
"01-0557719"|"THE MACNEAL FOUNDATION"|"1051584"|"50035.0000"|""|""|""|""|""
"01-0744113"|"MCCULLOUGH FOUNDATION"|"1051586"|"68187.0000"|""|""|""|""|""
"01-3732915"|"THE JOHN AND ANNAMARIA PHILLIPS FOUNDATION INC"|"1051587"|"136718.0000"|""|""|""|""|""
"03-0369213"|"S D Ireland Cancer Research Fund Inc"|"1051590"|"318957.0000"|""|""|""|""|""
"04-3049521"|"MAYOR GAYDEN MORRILL CHARITABLE FOUNDATION"|"1051592"|"87816.0000"|""|""|""|""|""
"04-3424620"|"THE BLAIS FOUNDATION"|"1051594"|"31838.0000"|""|""|""|""|""
"04-3504021"|"BILEZIKIAN FAMILY FOUNDATION INC"|"1051595"|"1026860.0000"|""|""|""|""|""
"04-6130518"|"GEORGE R WALLACE FOUNDATION"|"1051597"|"259587.0000"|""|""|""|""|""
"04-6644020"|"THE IVES FAMILY CHARITABLE TRUST"|"1051598"|"61890.0000"|""|""|""|""|""
"04-6908113"|"QUIRK MARY E IRREV TRUST"|"1051599"|"117815.0000"|""|""|""|""|""
"04-3294711"|"THE MARTIN & DEBORAH HALE FOUNDATION"|"1052046"|"163400.0000"|""|""|""|""|""
"04-2104384"|"LEND A HAND SOCIETY"|"1052326"|"128169.0000"|""|""|""|""|""
"04-3212851"|"HOME BUILDERS FOUNDATION OF WESTERN MASS, INC."|"1052328"|"15500.0000"|""|""|""|""|""
"04-3369981"|"ROCKWELL FOUNDATION"|"1052329"|"83070.0000"|""|""|""|""|""
"04-6047379"|"STONEMAN FAMILY FOUNDATION"|"1052332"|"7536489.0000"|""|""|""|""|""
"04-3493404"|"Carlson Family Trust"|"1052543"|"112656.0000"|""|""|""|""|""
"04-3250513"|"MARK S & DONNA LEVENTHAL FAMILY FOUNDATION INC"|"1052699"|"254200.0000"|""|""|""|""|""
"04-3494117"|"Kelly Family Charitable Foundation"|"1052700"|"72315.0000"|""|""|""|""|""
"04-3763019"|"GEORGE T. LEWIS, IR. 2001 FOUNDATION"|"1054353"|"1582032.0000"|""|""|""|""|""
"04-6111819"|"HISTORIC BOSTON INCORPORATED"|"1054354"|"2301945.0000"|""|""|""|""|""
"01-0800004"|"Pierce Family Foundation"|"1054543"|"31427.0000"|""|""|""|""|""
"02-0630222"|"MORTIMER H FURTSCH FOUNDATION INC"|"1054544"|"60035.0000"|""|""|""|""|""
"02-0649804"|"ANTON SAMUEL FAMILY FOUNDATION INC"|"1054545"|"80232.0000"|""|""|""|""|""
"02-0779716"|"WTC FOUNDATION"|"1054546"|"279800.0000"|""|""|""|""|""
"02-6005330"|"THE BEAN FOUNDATION"|"1054547"|"100766.0000"|""|""|""|""|""
"03-0461030"|"Harrington Family Foundation"|"1054548"|"51250.0000"|""|""|""|""|""
"04-2433914"|"The CarEth Foundation Inc"|"1054549"|"88027.0000"|""|""|""|""|""
"04-3251802"|"ELSIE PROCTER VAN BUREN FOUNDATION EP VAN BURENW DAVISONC BYE ET AL TTEES"|"1054552"|"280555.0000"|""|""|""|""|""
"04-3257030"|"IRA C KAPLAN & ANITA M MIGDAY FOUNDATION INC"|"1054553"|"14992.0000"|""|""|""|""|""
"04-3259828"|"GEORGE S TROUPE FOUNDATION"|"1054554"|"61718.0000"|""|""|""|""|""
"04-3347626"|"The Schooner Foundation"|"1054555"|"3028907.0000"|""|""|""|""|""
"04-3361704"|"NLT FOUNDATION INC"|"1054556"|"83416.0000"|""|""|""|""|""
"04-3368616"|"HARRIS A BERMAN & RUTH E NEMZOFF FAMILY FOUNDATION"|"1054557"|"95649.0000"|""|""|""|""|""
"04-3391926"|"GRAVESTAR FOUNDATION CO GRAVESTAR INC"|"1054558"|"77252.0000"|""|""|""|""|""
"04-3496505"|"THE DOLCE FAMILY FOUNDATION TRUST"|"1054559"|"54255.0000"|""|""|""|""|""
"04-3544626"|"RUDDEN POSNER FAMILY FOUNDATION"|"1054561"|"18885.0000"|""|""|""|""|""
"04-3647404"|"HASCOE CHARITABLE FOUNDATION"|"1054562"|"77264.0000"|""|""|""|""|""
"04-3781316"|"THE KING AND I FOUNDATION"|"1054563"|"246898.0000"|""|""|""|""|""
"04-6029103"|"HENRY P KENDALL FOUNDATION"|"1054564"|"2657287.0000"|""|""|""|""|""
"04-6032023"|"BEAMAN FOUNDATION ELLEN M HARRINGTON TRUSTEE"|"1054565"|"29692.0000"|""|""|""|""|""
"04-6044714"|"Arthur Ashley Williams Foundation"|"1054566"|"218721.0000"|""|""|""|""|""
"04-6060903"|"RIMER TRUST"|"1054567"|"31286.0000"|""|""|""|""|""
"04-6773605"|"Roger Mand Michelle S Manno Char foun"|"1054568"|"263800.0000"|""|""|""|""|""
"04-6817924"|"THE CALLAGHAN FAMILY TRUST"|"1054569"|"63426.0000"|""|""|""|""|""
"04-6819602"|"THE WILLOWBANK FOUNDATION"|"1054570"|"211027.0000"|""|""|""|""|""
"04-6965300"|"Spreading the Good News of"|"1054575"|"35000.0000"|""|""|""|""|""
"02-6004800"|"ARTHUR H BRITTON TESTAMENTARY TRUST 360097018"|"1055343"|"91344.0000"|""|""|""|""|""
"04-3417222"|"ARCHIBALD FAMILY FOUNDATION"|"1055350"|"177315.0000"|""|""|""|""|""
"04-3494605"|"SYMES FAMILY CHARITABLE FOUNDATION"|"1055351"|"197858.0000"|""|""|""|""|""
"04-6112830"|"FRANK H BEEBE FUND FOR MUSICIANS"|"1055352"|"93265.0000"|""|""|""|""|""
"04-6897800"|"THE WINDOVER FOUNDATION"|"1055353"|"1017730.0000"|""|""|""|""|""
"04-3048298"|"HIGHLAND STREET CONNECTION AND SUBSIDIARIES"|"1055699"|"11415551.0000"|""|""|""|""|""
"04-6938198"|"DOROTHY S GRANT TRUST"|"1055700"|"86896.0000"|""|""|""|""|""
"02-6127798"|"LAFFERTY FAMILY CHARITABLE FOUNDATION"|"1055751"|"133175.0000"|""|""|""|""|""
"03-0280402"|"KEAL FOUNDATION"|"1055772"|"10000.0000"|""|""|""|""|""
"04-3037802"|"THE S RICHARD AND PATRICIA R PENNI CHARITABLE FOUNDATION"|"1055773"|"15000.0000"|""|""|""|""|""
"04-3365903"|"CALEB DEVELOPMENT CORPORATION"|"1055774"|"0.0000"|""|""|""|""|""
"04-3600502"|"SEEDLINGS FOUNDATION"|"1055775"|"18314259.0000"|""|""|""|""|""
"04-6029004"|"JAMES C MELVIN TRUST UW FRANCIS L COOLIDGE ET AL TRUSTEES"|"1055776"|"249648.0000"|""|""|""|""|""
"04-6896202"|"JOHN AND JUDITH NELSON FAMILY FOUNDATION"|"1055778"|"120565.0000"|""|""|""|""|""
"01-0211504"|"The Eunice Frye Home Foundation"|"1055941"|"81011.0000"|""|""|""|""|""
"01-0511020"|"BARKING FOUNDATION INC"|"1056135"|"179900.0000"|""|""|""|""|""
"01-0687604"|"P J CALLAHAN FOUNDATION INC"|"1056136"|"117000.0000"|""|""|""|""|""
"02-0533614"|"THE DABERKO CHARITABLE FOUNDATION"|"1056137"|"250000.0000"|""|""|""|""|""
"02-0814904"|"THE KHARIS FOUNDATION INC"|"1056138"|"189450.0000"|""|""|""|""|""
"04-2104317"|"WINCHESTER MOUNT VERNON HOUSE"|"1056139"|"1107270.0000"|""|""|""|""|""
"04-3066922"|"BRIGHAM HILL FOUNDATION"|"1056140"|"81750.0000"|""|""|""|""|""
"04-3201916"|"ACORN FOUNDATION"|"1056141"|"789742.0000"|""|""|""|""|""
"04-3236716"|"THE LANDSMAN CHARITABLE TRUST"|"1056142"|"2724424.0000"|""|""|""|""|""
