"C_EIN"|"C_Org_Name"|"RULING_DATE_XIV"|"XIV_4942_3"|"XIV_4942_5"|"XML_DOCUMENT_ID"
"04-3136120"|"The Kneisel Foundation, Inc"|""|""|""|"1335796"
"04-3148824"|"FOUNDATION FOR EXPANDING HEALTHCARE ACCESS"|""|""|""|"1335797"
"04-3612920"|"THE CHARLES R. BRONFMAN PRIZE FOUNDATION"|""|""|""|"1335798"
"04-3613913"|"KITE FOUNDATION"|""|""|""|"1335799"
"04-3722125"|"MAJESTIC REALTY FOUNDATION"|""|""|""|"1335800"
"04-6856820"|"ABRAMS FOUNDATION INC."|""|""|""|"1335801"
"01-6102905"|"MARY T. & CURTIS LOVILL TRUST"|""|""|""|"1336100"
"04-6667008"|"HELENE B BLACK CHARITABLE FOUNDATION M SPARROW, N SAMILJAN & R GOLDMAN, TTEES"|""|""|""|"1336101"
"01-0211545"|"PORTLAND SEAMEN'S FRIEND SOCIETY"|""|"Y"|""|"1336180"
"01-0788855"|"BOUKAI FAMILY FOUNDATION"|""|""|""|"1336181"
"01-6067146"|"BARKER MEMORIAL FUND 44-1700051000 10 -101230022200"|""|""|""|"1336182"
"02-6070843"|"THE TRUST FAMILY FOUNDATION"|""|""|""|"1336183"
"04-3212851"|"HOME BUILDERS FOUNDATION OF WESTERN MASS, INC."|""|"Y"|""|"1336184"
"04-3493352"|"CLOUD MOUNTAIN FOUNDATION"|""|""|""|"1336186"
"04-3505849"|"THE MULBERRY FOUNDATION, INC."|""|""|""|"1336187"
"04-3757853"|"LINDA PACE FOUNDATION"|""|""|""|"1336188"
"04-6050051"|"TRUSTEES OF THE ASHLEY SCHOOL AND CHARITABLE FUND OF WEST SPRINGFIELD"|""|""|""|"1336190"
"04-6069958"|"MILDRED H. MCEVOY FOUNDATION"|""|""|""|"1336191"
"04-6108344"|"EDWARD C. JOHNSON FUND"|""|""|""|"1336192"
"04-6278857"|"RILEY MABEL LOUISE TR U/WILL"|""|""|""|"1336193"
"04-6728351"|"THE VIRGINIA WELLINGTON CABOT FOUNDATION"|""|""|""|"1336194"
"04-6758553"|"THE GROSSMAN FAMILY CHARITABLE FOUNDATION"|""|""|""|"1336195"
"04-6836735"|"THE JACOBSON FAMILY FOUNDATION TRUST"|""|""|""|"1336196"
"02-6051741"|"HENRY C LORD SCHOLARSHIP FD"|""|""|""|"1336563"
"02-6058742"|"BENJAMIN S COHEN TRUST 361722010"|""|""|""|"1336564"
"04-2593846"|"CENTER FOR NUTRITIONAL RESEARCH CHARITABLE TRUST"|""|""|""|"1336565"
"04-6019146"|"MAUDE-FRANCES CHILDREN'S FUND"|""|""|""|"1336566"
"01-0437556"|"LUNDER FOUNDATION"|""|""|""|"1336733"
"01-6220476"|"ANNE AND PAUL MARCUS FAMILY FOUNDATION"|""|"Y"|""|"1336734"
"04-3048298"|"HIGHLAND STREET CONNECTION AND SUBSIDIARIES"|""|""|""|"1336735"
"04-3235379"|"Poduska Family Foundation Inc"|""|""|""|"1336736"
"04-3236375"|"Genzvine Charitable Foundation, Inc."|""|"Y"|""|"1336737"
"04-3547684"|"WINTERLINE FOUNDATION GLENN CONRAD, EXECUTIVE DIRECTOR"|""|""|""|"1336738"
"04-3762697"|"THE HAVNER FAMILY FOUNDATION"|""|""|""|"1336739"
"04-3843795"|"THE GRETCHEN C. VALADE ENDOWMENT FOR THE ARTS"|""|""|""|"1336740"
"04-6012768"|"MICHAEL ANAGNOS SCHOOLS"|""|""|""|"1336741"
"04-6023790"|"THE ALBERT J. GIFFORD CHARITABLE TRUST"|""|""|""|"1336742"
"04-6047379"|"STONEMAN FAMILY FOUNDATION"|""|""|""|"1336743"
"04-6125088"|"F. A. & J. H. HARRINGTON FOUNDATION"|""|""|""|"1336744"
"04-6197960"|"WILLIAM H. HARRIS FOUNDATION"|""|""|""|"1336745"
"04-6470890"|"THE FLETCHER FOUNDATION"|""|""|""|"1336746"
"04-6547989"|"TUPANCY-HARRIS FDN.-1986"|""|""|""|"1336747"
"04-6856456"|"GRANTHAM FOUNDATION FOR THE PROTECTION OF THE ENVIRONMENT"|""|""|""|"1336748"
"04-6902384"|"THE HOPE FOUNDATION - USA 1999 TRUST"|""|""|""|"1336749"
"04-2944490"|"Mark Miminos Charitable Trust & Foundation"|""|""|""|"1337080"
"04-3559359"|"FOUNDATION M"|""|""|""|"1337081"
"04-6004390"|"Wheelwright Scientific School"|""|""|""|"1337082"
"04-6020389"|"EDWARD V BIRD TRUST"|""|""|""|"1337083"
"04-3522053"|"MANNION FAMILY FOUNDATION"|""|""|""|"1337571"
"04-6059253"|"PECHET FOUNDATION (FK/A/ MAURICE PECHET FOUNDATION)"|""|""|""|"1337572"
"04-2733957"|"MELVIN S. CUTLER CHARITABLE FOUNDATION"|""|""|""|"1337614"
"01-0555028"|"THE CHRIS AND MELODY MALACHOWSKY FAMILY FOUNDATION"|""|""|""|"1348819"
"02-0657534"|"Andre & Katherine Merage Foundation of Nevada"|""|""|""|"1348820"
"02-0704231"|"LAURENCE LEVINE CHARITABLE FUND, INC."|""|""|""|"1348821"
"02-6077231"|"MERRIFIELD WOODIS IRRV TRUST 402726012"|""|""|""|"1348823"
"03-6100828"|"BILL AND JACKIE LOCKWOOD FAMILY FOUNDATION"|""|""|""|"1348824"
"04-3254694"|"THE HAYNES FAMILY FOUNDATION INC"|""|""|""|"1348825"
"04-3357529"|"TELAKA FOUNDATION"|""|""|""|"1348826"
"04-3409527"|"RUNNING DEER FOUNDATION"|""|""|""|"1348827"
"04-3424527"|"THE BIRCHROCK FOUNDATION"|""|""|""|"1348828"
"04-3537378"|"TRESORELLE FOUNDATION"|""|""|""|"1348829"
"04-3676427"|"THE DUCKWORTH CHARITABLE FOUNDATION"|""|""|""|"1348830"
"04-6041027"|"TR UW MARY W B CURTIS RES CL"|""|""|""|"1348831"
"04-6466327"|"GRACE B JONES CO TD BANK TAX DEPT"|""|""|""|"1348832"
"04-6948994"|"THE MOONEY-REED CHARITABLE FOUNDATION"|""|""|""|"1348833"
"01-0499178"|"BROOK FAMILY FOUNDATION"|""|""|""|"1349056"
"03-6048694"|"DOROTHY HASTINGS STUDENT AID FUND 430026013"|""|""|""|"1349057"
"01-0575520"|"Merck Patient Assistance Proqram, Inc."|""|"Y"|"Y"|"1355867"
"01-0635531"|"THE NATALIE BAILEY & HERBERT J KIRSHNER FOUNDATION"|""|""|""|"1355868"
"04-6778721"|"Grimshaw- Gudewicz Chartable Foundation"|""|""|""|"1355870"
"01-6007198"|"RAY G MARSTON TRUST U/W FBO PINE TREE SOCIETY FOR 10 -101160016280"|""|""|""|"1355953"
"04-6057931"|"TRUST U/W HENRT FARNAM LINDA S. DALBY ET AL TRUSTEES"|""|""|""|"1355954"
"01-0751429"|"THE DAVIS FAMILY FOUNDATION, INC."|""|""|""|"1357204"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|""|""|""|"1357205"
"02-6004322"|"Trust uw Alvin Cross"|""|""|""|"1357206"
"04-3406328"|"East Boston Savings Bank Charitable Foundation Inc"|""|""|""|"1357207"
"04-3408722"|"THE UPSTREAM FOUNDATION"|""|""|""|"1357208"
"04-3730022"|"ANGELS WINGS FOUNDATION INTERNATIONAL. INC."|""|""|""|"1357209"
"04-6029322"|"GEORGE W. HATHAWAY TR U/D"|""|""|""|"1357361"
"04-3175434"|"GRAND CIRCLE FOUNDATION, INC."|""|""|""|"1358628"
"04-6078934"|"RICHARD SALTONSTALL CHARITABLE FOUNDATION"|""|""|""|"1358629"
"04-6112131"|"The Braitmayer Foundation"|""|""|""|"1358630"
"04-6142794"|"RICHARD P. & CLAIRE W. MORSE FOUNDATION"|""|""|""|"1358631"
"04-2741931"|"JAMES M STONEMAN CHARITABLE FUND"|""|""|""|"1358686"
"04-3608094"|"LAWRENCE E WHITE FAMILY FOUNDATION"|""|"Y"|""|"1358687"
"01-0421806"|"THE BILL AND JOAN ALFOND FOUNDATION"|""|""|""|"1358795"
"01-0559558"|"HUMAN GROWTH FOUNDATION"|""|""|""|"1358796"
"01-0598444"|"TECO ENERGY FOUNDATION INC."|""|"Y"|""|"1358797"
"01-0669086"|"THE FRANK &GERTRUDE KAISER FOUNDATION"|""|""|""|"1358800"
"01-0706738"|"The Marshall Mathers Foundati9on"|""|""|""|"1358801"
"01-6059906"|"THE ALDERMERE FOUNDATION"|""|"Y"|""|"1358803"
"01-6080444"|"THE RICHARD C PAINE JR AUTOMOBILE COLLECTION CHARITABLE TRUST"|"7/9/2008 12:00:00 AM"|"Y"|""|"1358804"
"02-0229861"|"THE NARARO FOUNDATION"|""|""|""|"1358806"
"02-0511758"|"MASIPHUMELELE CORPORATION"|""|"Y"|""|"1358807"
"02-0656117"|"The Edward E and Mane L Matthews Foundation"|""|""|""|"1358808"
"02-0665786"|"ABRAHAM & RAIZEL EKSTEIN CHARITABLE"|""|""|""|"1358810"
"02-0747955"|"THE VINCENT AND CAROL W DEAN FAMILY CHARITABLE FOUNDATION"|""|""|""|"1358811"
"02-6144776"|"Gladys M Thomas Testamentary Trust Kearns Peter D Trustee"|""|""|""|"1358812"
"03-0270131"|"WARNER HOME FOR LITTLE WANDERERS"|""|""|""|"1358815"
"03-0395312"|"JULIE ANN WRIGLEY FOUNDATION INC"|""|""|""|"1358817"
"03-0474038"|"B & E gILMAN FAMILY FOUNDATION"|""|""|""|"1358819"
"04-2077934"|"HENRY DAVID THOREAU FOUNDATION INC"|""|""|""|"1358822"
"04-2741943"|"S SYDNEY DEYOUNG FOUNDATION"|""|""|""|"1358824"
"04-2876245"|"AZADOUTIOUN FOUNDATION"|""|""|""|"1358825"
"04-3073023"|"Cummings Foundation Inc"|"4/27/1990 12:00:00 AM"|"Y"|""|"1358826"
"04-3246547"|"BCLF MANAGED ASSETS CORPORATION"|""|""|""|"1358829"
"04-3254361"|"THEODORE L CROSS FAMILY CHARITABLE FOUNDATION"|""|""|""|"1358830"
"04-3267731"|"H PATTERSON HALE CHARITABLE FOUNDAT"|""|""|""|"1358831"
"04-3322480"|"THE SANTAYANA FUND INC"|"10/21/1996 12:00:00 AM"|"Y"|""|"1358834"
"04-3347626"|"The Schooner Foundation"|""|""|""|"1358835"
"04-3370051"|"STILL POINT FUND"|""|""|""|"1358836"
"04-3374858"|"CAMMARATA FAMILY FOUNDATION UA 52997"|""|""|""|"1358837"
"04-3477129"|"AMERICAN DENTAL PARTNERS FOUNDATION, INC."|""|""|""|"1358839"
"04-3489109"|"Noubar & Anna Afeyan Foundation"|""|""|""|"1358840"
"04-3496159"|"LINDA P MARSH CHARITABLE FOUNDATION 15027659"|""|""|""|"1358842"
"04-3519886"|"COGHLIN FAMILY FOUNDATION"|""|""|""|"1358843"
"04-3532105"|"MATTHEW A & SUSAN B WEATHERBIE FOUNDATION"|""|""|""|"1358845"
"04-3551974"|"JOHN JOSEPH MOAKLEY CHARITABLE FOUNDATION INC"|""|""|""|"1358847"
"04-3730409"|"THE DIMITRIS BERTSIMAS - GEORGIA PERAKIS FOUNDATION"|"12/31/2004 12:00:00 AM"|"Y"|""|"1358848"
"04-3781316"|"THE KING AND I FOUNATION POLSTON"|""|""|""|"1358849"
"04-6004808"|"THE DEVONSHIRE FOUNDATION"|""|""|""|"1358851"
"04-6048643"|"SHERMAN H STARR FOUNDATION"|""|""|""|"1358852"
"04-6049776"|"WINNING HOME INC"|""|""|""|"1358853"
"04-6053426"|"FRENCH FDN TR U/DECL"|""|""|""|"1358854"
"04-6128361"|"The Koussevitzky Music Foundation, Inc."|""|""|""|"1358856"
"04-6582339"|"The Devereaux Foundation"|""|""|""|"1358857"
"04-6716517"|"THE KAPLAN GOLDSTEIN FAMILY FOUNDATION"|""|""|""|"1358858"
"04-6773335"|"Theodore H Cutler Family Trust"|""|""|""|"1358860"
"04-6773605"|"Roger Mand Michelle S Marino Char Foun"|""|""|""|"1358861"
"04-6864032"|"THE PERLS FOUNDATION 90150376 KATHERINE PERLS ET AL TRUSTEES"|""|""|""|"1358864"
"04-6987078"|"FOWLER-BOMBARDIER FAMILY CHARITABLE TRUST"|""|""|""|"1358868"
"05-0508705"|"BRIGHTMAN HILL CHARITABLE FOUNDATION"|""|""|""|"1358873"
"01-0546133"|"NARRAGANSETT NUMBER ONE FOUNDATION"|""|""|""|"1361109"
"02-0582343"|"GEORGE V DURGIN TRUST UW SCHOLARSHIP FUND"|""|""|""|"1361114"
"02-0733877"|"CARITA FOUNDATION-IMA"|""|""|""|"1361116"
"02-6106324"|"ALLAN B ROBY & FRANCES M ROBY CHARITABLE TRUST"|""|""|""|"1361118"
"03-0558277"|"FRAYER CHILD FOUNDATION"|""|""|""|"1361120"
"04-2127029"|"MARIETTA W DYER TRUST UW"|""|""|""|"1361122"
"04-2214828"|"NECF FOUNDATION INC"|""|""|""|"1361124"
"04-2655735"|"CRICKET FOUNDATION JH6001"|""|""|""|"1361125"
"04-3064835"|"THE VIYU FOUNDATION"|""|""|""|"1361127"
"04-3092412"|"HCK CHARITABLE FOUNDATION TRUST"|""|""|""|"1361128"
"04-3294711"|"THE MARTIN & DEBORAH HALE FOUNDATION"|""|""|""|"1361131"
"04-3435338"|"FLORENCE E SEELEY EDUCATION FDTN+"|""|""|""|"1361132"
"04-3466878"|"RCB CHARITABLE FOUNDATION, INC."|""|""|""|"1361133"
"04-3492839"|"Savage Family Foundation"|""|""|""|"1361134"
"04-3657039"|"RICHARD & SCARLETT CHANG FAMILY FOUNDATION"|""|""|""|"1361136"
"04-6007979"|"EDWIN J CASTLE TRUST NO 3"|""|""|""|"1361137"
"04-6008578"|"LILLIAN C. MOORE TRUST"|""|""|""|"1361138"
"04-6009458"|"CHARLES H PEARSON TRUST"|""|""|""|"1361139"
"04-6012150"|"HIRAM FRANCIS MILLS TRUST U/WILL #0704163"|""|""|""|"1361140"
"04-6025910"|"THOMAS MINNS FUND"|""|""|""|"1361141"
"04-6056949"|"NEWSBOYS READING ROOM ASSOCIATION"|""|""|""|"1361143"
"04-6089261"|"BEATRICE D PIERCE T/U/I"|""|""|""|"1361144"
"04-6111826"|"GARDINER HOWLAND SHAW FOUNDATION"|""|""|""|"1361145"
"04-6384141"|"HELENA W HUNT TRUST UA ARTICLE 11"|""|""|""|"1361146"
"04-6418554"|"BETSEY W. TABER TR/U/W+"|""|""|""|"1361147"
"02-0631312"|"HANLEY FOUNDATION"|""|""|""|"1362190"
"04-3371812"|"THE CONWAY FAMILY FOUNDATION"|""|""|""|"1362191"
"04-2241130"|"THE FULLER FOUNDATION, INC."|""|""|""|"1362336"
"04-2986731"|"SCHOLARSHIP FUND OF KAPPA SIGMA FRATERNITY INC"|""|""|""|"1362342"
"01-0277832"|"SIMMONS FOUNDATION - PERKINSTHOMPSON"|""|""|""|"1363609"
"01-0722832"|"THE R & S FAMILY FOUNDATION INC"|""|""|""|"1363611"
"02-0653934"|"FOSTER CHARITABLE FOUNDATION, INC"|""|""|""|"1363615"
"04-3522036"|"FROG POND FOUNDATION, INC."|"8/11/2000 12:00:00 AM"|"Y"|""|"1363621"
"01-0617948"|"S O CHARITABLE TRUST"|""|""|""|"1364309"
"01-0687604"|"P J CALLAHAN FOUNDATION INC"|""|""|""|"1364310"
"04-2103743"|"THE JOHN BERTRAM HOUSE INC"|"10/1/1942 12:00:00 AM"|""|"Y"|"1364319"
"04-2573604"|"GIBRAN KAHLIL GIBRAN EDUCATIONAL FUND INC"|""|""|""|"1364324"
"04-3409789"|"INAVALE FOUNDATION INC"|""|""|""|"1364329"
"04-3541288"|"WINN FAMILY CHARITABLE FOUNDATION"|""|""|""|"1364331"
"04-3674101"|"THE SYDELLE & MICHAEL J LAZAR FOUNDATION INC"|""|""|""|"1364334"
"04-3785583"|"ROBERT J FRISBY FOUNDATION"|""|""|""|"1364336"
"04-6013691"|"TRUSTEES OF DONATIONS FOR EDUCATION IN LIBERIA"|""|""|""|"1364338"
"04-6029103"|"HENRY P KENDALL FOUNDATION"|""|""|""|"1364339"
"04-6040591"|"REED & BARTON FOUNDATION INC"|""|""|""|"1364340"
"04-6689934"|"THE JOHN AND MARY CORCORAN FAMILY FOUNDATION"|""|""|""|"1364342"
"04-6796657"|"CARLEE CHARITABLE TRUST 15010248 FREDERICK D BALLOU ET AL TRUSTEES"|""|""|""|"1364344"
"04-6965548"|"Howard & Robin Reisman Charitbale Trust"|""|""|""|"1364346"
"04-2203700"|"JOSIAH WILLARD HAYDEN RECREATION CENTRE, INC."|"11/25/1991 12:00:00 AM"|"Y"|""|"1365576"
"04-2722163"|"FUNDACAO BENEFICIENTE FAIALENSE INC"|""|""|""|"1365579"
"04-6009000"|"FREDERICK H JONES"|""|""|""|"1365582"
"04-6047689"|"JOHN M THORNE AND ETHEL C THORNE FOUNDATION INC"|""|""|""|"1365583"
"04-6077889"|"SAMUEL C. HOWES TRUST U/W ART 7 #0718585"|""|""|""|"1365584"
"04-6607402"|"BEN & ZELMA DORSON CHRTBLE FNDN IMA 1-04015"|""|""|""|"1365586"
"02-0691253"|"RUTH E PROUD CHARITABLE TRUST"|""|""|""|"1366135"
"04-2761754"|"THE WHITE FUND INC"|""|""|""|"1366598"
"02-0491795"|"THE OXFORD LEAGUE INC"|""|""|""|"1366918"
"02-0590852"|"EDWARD GOREY CHARITABLE TRUST"|""|""|""|"1366921"
"02-0729969"|"LAFAYETTE RIVER FOUNDATION"|""|""|""|"1366924"
"03-0523195"|"CONWAY FARMS GOLF CLUB FOUNDATION"|"7/6/2004 12:00:00 AM"|"Y"|""|"1366933"
"03-0539996"|"CEDAR CREEK INSTITUTE"|""|"Y"|""|"1366934"
"04-2943894"|"CROWLEY FAMILY CHARITABLE TRUST"|""|""|""|"1366945"
"04-3033170"|"THE STOBART FOUNDATION"|""|""|""|"1366946"
"04-3198227"|"WOODBURY FUND INC"|""|""|""|"1366948"
"04-3282073"|"Irwin Chafetz Family Charitable Trust"|""|""|""|"1366949"
"04-3304952"|"Michael R. Lissack Foundation"|""|""|""|"1366950"
"04-3684566"|"THE CONDUIT FOUNDATION"|""|""|""|"1366956"
"04-6707664"|"WINDHORSE FOUNDATION"|""|""|""|"1366959"
"04-6717573"|"BARRY M JAYE FAMILY CHARITABLE TRUST"|""|""|""|"1366960"
"04-6742527"|"Ted & Ruth Johnson Family Foundation"|""|""|""|"1366961"
"04-6833652"|"ROBERT L EPSTEIN FAMILY FOUNDATION"|""|""|""|"1366962"
"04-6851595"|"SHIRLEY SHATTUCK WINDSOR CHARITABLE TRUST 15012344"|""|""|""|"1366963"
"04-6878795"|"THE PHILLIP AND ELIZABETH GROSS FAMILY FDN"|""|""|""|"1366964"
"05-0426569"|"THE PAPITTO FOUNDATION"|""|""|""|"1366968"
"02-0685568"|"HARPER FAMILY CHARITABLE FOUNDATION INC"|""|""|""|"1368294"
"02-6014968"|"BLANCHE A BRUCE TRUST UWO"|""|""|""|"1368295"
"04-2104284"|"HARVARD MUSICAL ASSOCIATION"|""|""|""|"1368302"
"04-2104681"|"Faith Home Inc"|""|""|""|"1368303"
"04-3293593"|"THE ALBERT & JUDITH GOLDBERG FOUNDATION"|""|""|""|"1368314"
"04-3293595"|"HERBERT & BARBARA GOLDBERG FOUNDATION"|""|""|""|"1368315"
"04-3446684"|"THE BADDOUR FAMILY FOUNDATION"|""|""|""|"1368316"
"04-6009066"|"FLORENCE L. MACKAY TRUST"|""|""|""|"1368320"
"04-6060265"|"RUDNICK CHARITABLE FOUNDATION, INC."|""|"Y"|"Y"|"1368322"
"04-6137368"|"WILLIAM L PULLEN TRUST"|""|""|""|"1368323"
"04-2104839"|"PITTSFIELD ANTI-TUBERCULOSIS ASSOCIATION"|""|""|""|"1370907"
"04-2768239"|"YAWKEY FOUNDATION II"|""|""|""|"1370908"
"04-3073548"|"REEBOK FOUNDATION INC."|""|""|""|"1370909"
"04-3355139"|"THE HENRY VINCENT COUPER CHARITABLE FOUNDATION"|""|""|""|"1370910"
"04-6665839"|"BOYLE FOUNDATION"|""|""|""|"1370911"
"04-6743248"|"KEANE FAMILY FOUNDATION"|""|""|""|"1370912"
"02-0678498"|"Carlton Hill Family Foundation Inc"|""|""|""|"1371192"
"04-3369962"|"TREFLER FOUNDATION"|""|""|""|"1371207"
"04-3744965"|"KRISHNAMURTHY TANDON FOUNDATION INC"|""|""|""|"1371211"
"02-6006797"|"NUTE CHARITABLE ASSOCIAITON"|""|""|""|"1372202"
"04-2628366"|"Massachusetts Maternity & Foundling Hospital Corp"|""|""|""|"1372217"
"04-2961763"|"FOUNDATION, INC."|""|""|""|"1372221"
"04-3613397"|"John F Byme Family Foundation Inc"|""|""|""|"1372225"
"04-6198798"|"The Fisher-Renkert Foundation"|""|""|""|"1372227"
"04-3105768"|"THE KLARMAN FAMILY FOUNDATION"|""|""|""|"1372772"
"01-6007242"|"RALPH AND MARY SIMMONS WELFARE FND 10 -101160023000"|""|""|""|"1373366"
"01-0563707"|"AVELINA CHARITABLE FOUNDATION INC"|""|""|""|"1374158"
"02-6095307"|"RENY CHARITABLE FOUNDATION"|""|""|""|"1374159"
"04-3178007"|"THE STABLE FOUNDATION INC"|""|""|""|"1374169"
"04-3370016"|"The Hayseed Hill Foundation"|""|""|""|"1374172"
"04-3469424"|"THE NORWOOD CHARITABLE FOUNDATION INC"|""|""|""|"1374173"
"04-3541368"|"THE DUTKOWSKY CHARITABLE FOUNDATION TRUST"|""|""|""|"1374174"
"04-6032023"|"BEAMAN FOUNDATION ELLEN M HARRINGTON TRUSTEE"|""|""|""|"1374177"
"04-6655524"|"OEDEL FOUNDATION"|""|""|""|"1374179"
"04-6817924"|"THE CALLAGHAN FAMILY TRUST"|""|""|""|"1374180"
"04-6854624"|"SCOTT A NATHAN CHARITABLE TR"|""|""|""|"1374181"
"04-6965300"|"SPREADING THE GOOD NEWS OF SALVATION FOUNDATION"|""|""|""|"1374182"
"01-6007600"|"ADDIE KALER VAILL TRUST 10 -101200031240"|""|""|""|"1375115"
"02-6055400"|"ANNIE L ROWELL CHARITABLE REMAINDER TRUST"|""|""|""|"1375120"
"02-6061000"|"LEON M & HAZEL F FITCH TR FBO CHESHIRE HEATLH FDN 3035010314"|""|""|""|"1375121"
"04-2138900"|"MASSACHUSETTS SOCIETY FOR AIDING DISCHARGED PRISONERS"|""|""|""|"1375128"
"04-6208360"|"HAZEL CHASE GIFFORD FUND 31C009011"|""|""|""|"1375148"
"04-6897800"|"THE WINDOVER FOUNDATION"|""|""|""|"1375149"
"04-6008408"|"LEROY M BICKFORD TRUST"|""|""|""|"1376690"
"04-6033568"|"FLORENCE J TRYON TUW"|""|""|""|"1376691"
"04-6093316"|"EMERY GEORGIANA TR U/WILL"|""|""|""|"1376692"
"04-6093516"|"WARREN FRANCES KNOWLES TR U/AGREE"|""|""|""|"1376693"
"03-0549778"|"The Dignity Seed Foundation"|"11/6/2004 12:00:00 AM"|"Y"|""|"1376976"
"04-3265080"|"DENTAQUEST FOUNDATION INC"|""|""|""|"1376986"
"04-6013680"|"THE HYAMS FOUNDATION INC"|""|""|""|"1376992"
"04-6035480"|"SHERBORN WIDOWS AND ORPHANS BENEVOLENT SOCIETY"|"11/7/2009 12:00:00 AM"|"Y"|""|"1378376"
"04-6008387"|"HENRY HERBERT SMYTHE TRUST"|""|""|""|"1379564"
"04-3283183"|"THE SCHEICK-VERROCHI FAMILY FOUNDATION INC"|""|""|""|"1379738"
"04-3477836"|"THE JOSEPH R LEVIS FOUNDATION INC"|""|""|""|"1379739"
"04-6269182"|"E JOSEPH EVANS CHARITABLE TRUST LEE ALFIERI TRUSTEE"|""|""|""|"1379741"
"04-6091682"|"STRAUSS PETER E TR U/WILL"|""|""|""|"1379934"
"04-6555836"|"VIOLA G MANUEL TR 42C081017"|""|""|""|"1379935"
"04-3747289"|"EQT FOUNDATION INC"|""|""|""|"1380084"
"04-6629590"|"STEVENSON FAMILY CHARITABLE TRUST"|""|""|""|"1380085"
"04-6097390"|"JOHN CHANY RESIDUARY CL UW"|""|""|""|"1380288"
"01-0557719"|"THE MACNEAL FOUNDATION"|""|""|""|"1381006"
"01-0612073"|"The Kingbeil Family Foundation"|""|""|""|"1381007"
"01-0681963"|"DAVID AND VERA ROSENBERG FOUNDATION"|""|""|""|"1381010"
"01-0760063"|"JANICE A LARSEN FOUNDATION"|"8/4/2004 12:00:00 AM"|"Y"|""|"1381011"
"02-0628229"|"BRANFMAN FAMILY FOUNDATION"|""|""|""|"1381015"
"04-2725274"|"KERRI ANN KATTAR MEMORIAL FUND INC"|""|""|""|"1381029"
"04-3256673"|"RUSSELL'S GARDEN CENTER CHARITABLE FOUNDATION INC"|""|""|""|"1381034"
"04-3257030"|"IRA C KAPLAN & ANITA M MIGDAY FOUNDATION INC"|""|""|""|"1381035"
"04-3339819"|"MURIEL & NORMAN B LEVENTHAL FAMILY FOUNDATION INC"|""|""|""|"1381037"
"04-3451161"|"ELEPHANT ROCK FOUNDATION INC"|""|""|""|"1381039"
"04-3527006"|"The Lost and Foundation Inc"|""|""|""|"1381042"
"04-3539065"|"THE 484 PHI ALPHA FOUNDATION INC"|""|""|""|"1381043"
"04-3541231"|"ROBERT W MURRAY CHARITABLE FOUNDATION"|""|""|""|"1381044"
"04-3558072"|"MKC GORMLEY FAMILY FOUNDATION INC"|""|""|""|"1381045"
"04-3571773"|"GRACE AND BILL PEABODY FOUNDATION INC"|""|""|""|"1381046"
"04-3763019"|"GEORGE T LEWIS JR 2001 FOUNDATION"|""|""|""|"1381048"
"04-6035572"|"HARRIET FAUNCE TRUST UWILL"|""|""|""|"1381050"
"04-6039972"|"CLARA B WINTHROP CHARITABLE TRUST"|""|""|""|"1381051"
"04-6046761"|"MASSACHUSETTS SOCIETY OF THE CINCINNATI"|""|""|""|"1381052"
"04-6087371"|"LAWRENCE J AND ANNE RUBENSTEIN CHARITABLE FOUNDATION"|""|""|""|"1381053"
"04-6116930"|"ZARTARIAN FOUNDATION"|""|""|""|"1381054"
"04-6133161"|"BEARD FAMILY CHARITABLE TRUST JOHN E BEARD TRUSTEE"|""|""|""|"1381055"
"04-6628772"|"The Baker Family Trust"|""|""|""|"1381057"
"04-6635075"|"F LEO MURRAY & IRENE D MURRAY SCHOLARSHIP FUND"|""|""|""|"1381058"
"04-6818329"|"WALSKE CHARITABLE FOUNDATION STEVEN C WALSKE ET AL TRUSTEES"|""|""|""|"1381060"
"04-6855961"|"BRAD & CORI MELTZER CHARITABLE TRUST"|""|""|""|"1381061"
"04-6933631"|"THE SUZANNE A AND ANDREW S OFFIT CHARITABLE TRUST"|""|""|""|"1381062"
"01-0248064"|"Camden Home For Senior Citizens"|"5/19/1972 12:00:00 AM"|"Y"|""|"1382554"
"01-0522171"|"The Borman Family Foundation"|""|""|""|"1382557"
"04-2129132"|"HOWARD BENEVOLENT SOCIETY"|""|"Y"|""|"1382582"
"04-2648729"|"SWEATT WILLIAM H TR U/WILL"|""|""|""|"1382592"
"04-2700063"|"TAPPER CHARITABLE FOUNDATION"|""|""|""|"1382593"
"04-3528464"|"THE JOHANNA K AND JEFFREY T BLACK FOUNDATION"|""|""|""|"1382601"
"04-6008364"|"ALMIRA N SIMONS TRUST"|""|""|""|"1382604"
"04-6008674"|"FLORIAN O. BARTLETT TRUST+"|""|""|""|"1382605"
"04-6091664"|"SMITH TIMOTHY TR U/WILL"|""|""|""|"1382609"
"04-6091865"|"ELY CHARLES C TR U/WILL"|""|""|""|"1382610"
"04-6093374"|"BLANCHARD ARTHUR F TR U/AGREE"|""|""|""|"1382611"
"04-6093518"|"WARREN FRANCES KNOWLES TR U/AGREE"|""|""|""|"1382613"
"04-6154761"|"ELIZABETH TANNATT BUFFUM TUA"|""|""|""|"1382614"
"04-6240765"|"ROSE KNOOP TUA"|""|""|""|"1382615"
