"EIN"|"ORG_NAME"|"XMLID"
"04-2127029"|"MARIETTA W DYER TRUST UW"|"994513"
"04-3538929"|"BEN F FACTORS FOUNDATION 7565-07560016259"|"994517"
"04-6067431"|"NEW ENGLAND EDUCATION SOCIETY"|"1016760"
"01-0446023"|"The Bank of Maine Charitable Foundation"|"1035878"
"01-0471533"|"Maine Education Services"|"1035879"
"03-6070736"|"MOYNEHAN P MEM FD CHARITABLE TR 403051014"|"1035894"
"03-6100828"|"BILL AND JACKIE LOCKWOOD FAMILY FOUNDATION"|"1035895"
"04-2103827"|"NEW BEDFORD DAY NURSERY INC"|"1035896"
"04-2105936"|"MASON-WRIGHT FOUNDATION, INC."|"1035897"
"04-3430324"|"THE BRUCE AND BARBARA AUSTIN FAMILY FOUNDATION"|"1035910"
"04-3477836"|"THE JOSEPH R. LEVIS FOUNDATION, INC."|"1035911"
"04-3485516"|"GERMESHAUSEN FOUNDATION, INC"|"1035912"
"04-3512637"|"OUYANG YU FOUNDATION"|"1035913"
"04-6635207"|"KENNETH S. DONNELL TRUST KATE HOWARD ET AL TRUSTEES"|"1035927"
"04-6640238"|"WILLIAM J. MCKEE CHARITABLE FOUNDATION"|"1035928"
"04-6689812"|"CORA DU BOIS CHARITABLE TRUST"|"1035929"
"04-6854624"|"SCOTT A NATHAN CHARITABLE TR"|"1035930"
"04-6066081"|"TRAYLOR CHARITABLE FUND"|"1048110"
"04-6923387"|"COGAN FAMILY FOUNDATION"|"1048111"
"01-0211545"|"PORTLAND SEAMEN'S FRIEND SOCIETY"|"1048896"
"01-0437556"|"UJNDCR FOUNDATION"|"1048897"
"01-6020765"|"JEWISH COMMUNITY ENDOWMENT ASSOCIATES"|"1048898"
"02-0511758"|"MASIPHUMELELE CORPORATION"|"1048899"
"04-6743248"|"KEANE FAMILY FOUNDATION"|"1048913"
"04-6856456"|"GRANTHAM FOUNDATION FOR THE PROTECTION OF THE ENVIRONMENT"|"1048915"
"03-0354374"|"HOEHL FAMILY FOUNDATION"|"1049397"
"03-6091970"|"FRANK & ZADA CHASE CHARITABLE TRUST 1576"|"1049399"
"04-2023566"|"MASSACHUSETTS CHARITABLE MECHANIC"|"1049400"
"04-3534471"|"Irene Stiver Scholarship Fund"|"1049414"
"04-3536671"|"GREEN LEAF FOUNDATION WILLIAM B PERKINS ET AL TRUSTEES"|"1049415"
"04-3537378"|"TRESORELLE FOUNDATION"|"1049416"
"04-3732752"|"THE GILBERT FAMILY FOUNDATION"|"1049417"
"01-0511020"|"BARKING FOUNDATION INC"|"1056135"
"05-0508705"|"BRIGHTMAN HILL CHARITABLE FOUNDATION"|"1056149"
"04-3073023"|"Cummings Foundation Inc"|"1056717"
"04-6037423"|"ARONSON FOUNDATION INC"|"1056718"
"04-6778721"|"Grimshaw-Gudewicz Charitable Foundation"|"1056719"
"02-0222124"|"ALEXANDER EASTMAN FOUNDATION"|"1056785"
"01-0563707"|"AVELINA CHARITABLE FOUNDATION INC"|"1057304"
"01-0722832"|"THE R & S FAMILY FOUNDATION INC"|"1057305"
"04-6063152"|"ROGERS FAMILY FOUNDATION"|"1057319"
"04-6773335"|"Theodore H Cutler Family Trust"|"1057320"
"04-2722163"|"FUNDACAO BENEFICIENTE FAIALENSE, INC."|"1063570"
"04-2944490"|"Mark Miminos Charitable Trust & Foundation"|"1063572"
"04-3140238"|"The Stephen J. Hendrickson Foundation, Inc"|"1063573"
"01-6128257"|"JAMES JACKSON TRUST 10 -101200051000"|"1083591"
"04-2852328"|"GODDARD HEALTH SERVICES INC"|"1012185"
"04-3073548"|"REEBOK FOUNDATION INC."|"1012278"
"01-0519633"|"THE DUGAS FAMILY FOUNDATION"|"1037344"
"01-0782316"|"THE HERITAGE FUND, INC"|"1037346"
"04-2598211"|"GARDINOR-PRUNARET FOUNDATION"|"1037353"
"04-6093505"|"BIRD CHARLES SUMNER FDN TR U/DECL"|"1037355"
"04-3321452"|"THE RICHARD ERIC ROSENBERG FOUNDATION, INC."|"1050305"
"04-6429961"|"BROWN EMMA S U/DECL 3/12/79"|"963817"
"01-0658759"|"AMERICA FIRST FOUNDATION"|"967747"
"04-3105942"|"CLEMENTIFAMILY CHARITABLE TRUST"|"967754"
"04-6257543"|"TRUST U/W EDWIN S. FARMER"|"967761"
"04-2660275"|"ROBERT M CHILDS CHARITABLE FOUNDATION"|"974747"
"04-3528464"|"THE JOHANNA K AND JEFFREY T BLACK FOUNDATION"|"974749"
"01-0628246"|"THOUSAND ISLANDS FOUNDATION INC"|"980170"
"04-6107990"|"THE CHARLOTTE HOME"|"980181"
"02-2229190"|"CHASE HOME FOR CHILDREN"|"980604"
"04-6004390"|"Wheelwright Scientific School"|"980606"
"04-6815282"|"F ROSCOE & VILA WEBBER CHARITABLE TRUST"|"980608"
"03-0395312"|"JULIE ANN WRIGLEY FOUNDATION INC"|"980706"
"04-3198227"|"WOODBURY FUND INC"|"980715"
"04-3439357"|"THE JOHN J & SUSAN F DORAN FAMILY FOUNDATION"|"980722"
"04-3483851"|"THE THIBAULT FOUNDATION"|"980724"
"04-3674101"|"THE SYDELLE & MICHAEL J LAZAR FOUNDATION INC"|"980731"
"04-6054689"|"BRITISH SOCIETY INC"|"980733"
"04-6851595"|"SHIRLEY SHATTUCK WINDSOR CHARITABLE TRUST 15012344"|"980738"
"04-6556188"|"C. F. ADAMS CHARITABLE TRUST"|"994744"
"04-6526806"|"E BROOKS-GR BOST COUNCIL ALCOHOL"|"996125"
"01-6040690"|"MEANS ELIZABETH W"|"996325"
"04-3134531"|"REAL COLEGIO COMPLUTENSE INC."|"1000278"
"03-0179439"|"WARNER HOME FOR LITTLE WANDERERS"|"1000342"
"04-3449084"|"CHARLES FAMILY CHARITABLE FOUNDATION"|"1000751"
"03-0497916"|"THE ANDREW CADER FOUNDATION INC."|"1009786"
"04-2943910"|"Stamps Family Charitable Foundation Inc"|"1009788"
"01-0788855"|"BOUKAI FAMILY FOUNDATION"|"1009893"
"02-0663360"|"JANE AND SAM SUTTON FAMILY FOUNDATION"|"1009895"
"04-2771098"|"WM O MOSELEY FNDN 16U/I"|"1009902"
"04-3197325"|"Sheehan Family Foundation"|"1009904"
"04-3509776"|"THE HICKS FAMILY CHARITABLE FOUNDATION JUTTA B. HICKS ET AL, TRUSTEES"|"1009911"
"04-6013050"|"STEPHEN D AND SUSAN W PAINE FOUNDATION"|"1009913"
"04-6719809"|"THE ROBBINS-DE BEAUMONT FOUNDATION"|"1009918"
"04-6906429"|"STEPHEN AND ALICE CUTLER FAMILY FNDTN"|"1009920"
"01-6007504"|"JOHN W MANSON TRUST 10 - 101200039320"|"1013707"
"02-6021464"|"ABBIE M GRIFFIN HOSPITAL FUND"|"1013712"
"04-6019494"|"MELLA M GRIMM FOX FOUNDATION"|"1013721"
"04-6095808"|"BAILEY CO DECL 11 30 53 CHAR FD"|"1013723"
"04-3684566"|"The Conduit Foundation"|"1015627"
"04-6055699"|"MADELAINE G. VONWEBER TRUST TODD FAHEY & WILLIAM TUCKER, CO-TRUSTEES"|"1015629"
"01-0441158"|"HAWKES SCHOLARSHIP FUND 10 -101160367540"|"1015759"
"04-2658294"|"THE COLLINGS FOUNDATION"|"1038600"
"04-6013691"|"TRUSTEES OF DONATIONS FOR EDUCATION IN LIBERIA"|"1038605"
"04-6113491"|"WARREN A- ELLSWORTH FOUNDATION"|"1038607"
"02-6005491"|"EDWARD WAGNER & GEORGE HOSSER SCH FUND 3020003262"|"1038730"
"04-6091592"|"PERMANENT SCIENCE FUND TR U/DECL"|"1038732"
"04-3409527"|"RUNNING DEER FOUNDATION"|"1039850"
"02-0471515"|"LYMAN FUN INC"|"1039895"
"01-0498551"|"John T. Gorman Foundation"|"1042083"
"02-0481954"|"BNH CHARITABLE FOUNDATION"|"1042090"
"02-0491795"|"THE OXFORD LEAGUE, INC"|"1042092"
"04-3133049"|"RICHARD K & NANCY L DONAHUE CHAR FDTN"|"1042099"
"04-3213639"|"THE TODD AND DEBORAH KRASNOW FOUNDATION"|"1042101"
"04-3505849"|"THE MULBERRY FOUNDATION, INC."|"1042106"
"04-3757853"|"LINDA PACE FOUNDATION"|"1042108"
"04-6095797"|"GOODING G L IND DTD 5 10 50"|"1042115"
"04-6108344"|"EDWARD C. JOHNSON FUND"|"1042117"
"02-0733877"|"ARITA FOUNDATION-JMA"|"1050966"
"04-3785583"|"ROBERT J FRISBY FOUNDATION"|"1051425"
"01-0557719"|"THE MACNEAL FOUNDATION"|"1051584"
"01-0744113"|"MCCULLOUGH FOUNDATION"|"1051586"
"04-3369981"|"ROCKWELL FOUNDATION"|"1052329"
"04-3493404"|"Carlson Family Trust"|"1052543"
"04-6093518"|"WARREN FRANCES KNOWLES TR U/AGREE"|"1076043"
"02-0760235"|"THE ELLIE & LES HAYT FAMILY FOUNDATION"|"1076066"
"04-2104688"|"Managers of Boston Port and Seamen's Aid Society"|"1076068"
"01-6006945"|"MG MARLAND TR FBO GOODALL HOSP"|"1076320"
"01-6009431"|"CARL E DANFORTH"|"1076325"
"01-6173503"|"EVELYN E. STRICKLIN SCHOLARSHIP FOUNDATION"|"1083592"
"04-2104858"|"ROXBURY HOME FOR AGED WOMEN"|"1083609"
"04-2129132"|"HOWARD BENEVOLENT SOCIETY"|"1083611"
"04-3134266"|"JOHN & SONIA LINGOS FAMILY FOUNDATION INC"|"1083624"
"04-3212098"|"HINDA L & ARTHUR MARCUS FOUNDATION FKA FRED & HINDA SHUMAN FOUNDATION"|"1083625"
"04-3214315"|"PAUL & ELAINE CHERVINSKY CHARITABLE FOUNDATION"|"1083626"
"04-3254104"|"FREDERICK OJ MUZI FOUNDATION"|"1083627"
"04-6044779"|"THE HOPEDALE FOUNDATION"|"1083644"
"04-6840915"|"THE PLOURDE FAMILY CHARITABLE TRUST"|"1083658"
"03-0374762"|"HUGIN FAMILY FOUNDATION INC"|"1085247"
"04-6014549"|"CO-TTEE UW OF C ALICE R BEAN"|"1085364"
"04-6091346"|"CHICKERING CAROLINE E TR U/WILL"|"1085365"
"04-2275506"|"SERVICE CENTER OF GREATER LAWRENCE, INC"|"1227438"
"02-0560941"|"NAUGATUCK VALLEY MEDICAL SCHOLARSHIP FUND, INC"|"1255915"
"04-3493343"|"THE CHARLOTTE FOUNDATION INC."|"1260077"
"02-0386319"|"FOUNDATION FOR SEACOAST HEALTH"|"1260893"
"04-3493830"|"Santos Family Foundation"|"1260895"
"04-6036446"|"THE CABOT FAMILY CHARITABLE TRUST"|"1260897"
"04-3739441"|"THE PROVIDENT BANK FOUNDATION"|"1260962"
"04-3526333"|"THE ASTRA FOUNDATION INC"|"1263720"
"01-0852699"|"TABAT FAMILY FOUNDATION INC"|"1266929"
"02-0807885"|"Nova Foundation, Inc."|"1266930"
"01-0525593"|"DN"|"1267211"
"01-0547392"|"Kennebunk Savings Bank Foundation"|"1267212"
"01-0551686"|"JOE AND MISSY WALSH FAMILY FOUNDATION"|"1267213"
"01-0553690"|"THURBER FAMILY FOUNDATION, INC."|"1267214"
"01-0772925"|"ASHNER FAMILY EVERGREEN FOUNDATION"|"1267228"
"01-0852305"|"KALT FAMILY FOUNDATION"|"1267229"
"01-0936787"|"NARROW GATE FOUNDATION"|"1267231"
"01-6161852"|"ELLEN M CROUCHLEY TR FBO RIDGEFIELD LIB & HIST"|"1267244"
"01-6162638"|"KAREN ANNE BOLLWERK BURKE AND WILLIAM A BURKE FAMILY CHARITABLE TRUST"|"1267245"
"01-6190683"|"ALICE E & JOSEPH C BLEWETT FOUNDATION"|"1267247"
"02-0583552"|"JAMES R. DOUGHERTY, JR. FOUNDATION, INC."|"1267261"
"02-0595263"|"GOULD FAMILY FOUNDATION"|"1267262"
"02-0597036"|"THE CHERICOKE FOUNDATION"|"1267263"
"02-0663360"|"JANE AND SAM SUTTON FAMILY FOUNDATION"|"1267264"
"02-6007195"|"MILFORD HOSPITAL ASSOCIATION"|"1267278"
"02-6007363"|"GILBERT VERNEY FOUNDATION"|"1267279"
"02-6007760"|"J WILFRED ANCTIL FOUNDATION"|"1267280"
"02-6013780"|"WILLIAM W. TREAT FOUNDATION"|"1267281"
"02-6123078"|"GRUNBECK JENNIFER & ROBERT FAM FOUND ROBERT & JENNIFER GRUNBECK, CO-TRUSTEES"|"1267295"
"02-6123968"|"ROGER R. & THERESA THOMPSON ENDOWMENT F/B/O LOCAL CHARITIES"|"1267296"
"02-6124799"|"THE BITTY FOUNDATION"|"1267297"
"02-6086871"|"THE STANNARD & DOROTHY DUNN CHARITABLE TRUST"|"1050300"
"02-6098262"|"EDWIN C. REMICK TESTAMENTARY TRUST"|"1050301"
"03-6103976"|"JEFFREY COOK CHARITABLE TRUST LAWRENCE B COHEN ET AL, TRUSTEET"|"1050302"
"04-2105774"|"TRUSTEES OF THE HOWARD FUNDS 1993"|"1050303"
"04-2725274"|"KERRI ANN KATTAR MEMORIAL FUND INC"|"1050754"
"04-2103910"|"BOSTON CENTER FOR BLIND CHILDREN INC"|"1057772"
"04-3064835"|"THE VIYU FOUNDATION"|"1057773"
"04-6037026"|"THE SUDBURY FOUNDATION"|"1058505"
"01-0702653"|"THE DAMICO FAMILY FOUNDATION"|"1058923"
"01-0718240"|"THE FAIR HOLME FOUNDATION"|"1058924"
"01-0733593"|"TWELVE LABOURS FOUNDATION INC"|"1058925"
"01-0746539"|"FRANKLIN SQUARE FOUNDATION"|"1058926"
"02-6005793"|"TRUST ESTATE UW MARION C SMYTH"|"1058941"
"02-6013556"|"CASEY FAMILY FOUNDATION"|"1058942"
"04-3213793"|"JAMES G & CAROLYN BIRMINGHAM FOUNDATION"|"1058957"
"04-3243059"|"THE OHANIAN FAMILY FOUNDATION INC"|"1058958"
"04-3254361"|"THEODORE L CROSS FAMILY CHARITABLE FOUNDAITON"|"1058959"
"04-3282073"|"Irwin Chafetz Family Charitable Trust"|"1058960"
"04-3528932"|"THE LUCILLE FOUNDATION"|"1058973"
"04-3541069"|"ORISTAGLIO FAMILY FOUNDATION"|"1058974"
"04-3541368"|"THE DUTKOWSKY CHARITABLE FOUNDATION TRUST"|"1058975"
"04-3555494"|"LOVELL CHARITABLE FOUNDATION"|"1058976"
"04-3556853"|"THE SCULLY FAMILY FOUNDATION INC"|"1058977"
"04-6114839"|"FRANCES R DEWING FOUNDATION 7565-7552015480"|"1058990"
"04-6116930"|"ZARTARIAN FOUNDATION"|"1058991"
"04-6130871"|"GERONDELIS FOUNDATION INC"|"1058992"
"04-6133161"|"BEARD FAMILY CHARITABLE TRUST JOHN E BEARD TRUSTEE"|"1058993"
"04-6903459"|"BIERLY BOASBERG FOUNDATION"|"1059007"
"04-6933631"|"THE SUZANNE A AND ANDREW S OFFIT CHARITABLE TRUST"|"1059010"
"04-3383620"|"C LEROY MILLER CHARITABLE FDN 668019011"|"1035907"
"04-3424527"|"THE BIRCHROCK FOUNDATION"|"1035909"
"04-3522036"|"FROG POND FOUNDATION, INC."|"1035914"
"04-3612920"|"THE CHARLES R. BRONFMAN PRIZE FOUNDATION"|"1035918"
"04-3781038"|"ALFRED A IVERSEN AND FAMILY FOUNDATION"|"1035923"
"04-6054237"|"SCOTS CHARITABLE SOCIETY BOSTON-WOMANS AUXILIARY BOARD"|"1035925"
"01-0756380"|"BANGS FAMILY FOUNDATION"|"1048107"
"02-0595263"|"GOULD FAMILY FOUNDATION"|"963452"
"04-3425988"|"ROBERT AND IRIS FANGER FAMILY FOUNDATION"|"963459"
"04-6027900"|"TRUST U/IND 3/1/52 EMMA R. TRAVELLI"|"963461"
"02-0536250"|"THE MATTHEW J & ANNE B SMITH FOUNDATION INC"|"963809"
"02-6055400"|"ANNIE L ROWELL CHARITABLE REMAINDER TRUST 401451018"|"963811"
"04-2062107"|"EVERETT FOUNDATION FOR AGED PERSONS INC"|"967621"
"01-0575520"|"Merck Patient Assistance Program, Inc."|"967746"
"04-3196041"|"FIELDS POND FOUNDATION, INC."|"967755"
"04-3030385"|"RUFFINI CHARITABLE FOUNDATION"|"974748"
"04-6077889"|"SAMUEL C. HOWES TRUST U/W ART 7 #0718585"|"974750"
"01-0852699"|"TABAT FAMILY FOUNDATION INC"|"980153"
"01-6067146"|"BARKER MEMORIAL FUND 44-1700051000 10-101230022200"|"980171"
"04-3366747"|"THE GATEWAY FUND"|"980178"
"04-6007299"|"F.C. & C.W. NICHOLS CHARITY FD"|"980180"
"04-6155699"|"MIDDLECOTT FOUNDATION"|"980182"
"04-3464899"|"THE RAMSEY MCCLUSKEY FAMILY FOUNDATION"|"980605"
"04-6046890"|"DEAN WELFARE TRUST-TR"|"980607"
"04-3391489"|"H ARTHUR SMITH CHARITABLE FOUNDATION"|"980721"
"04-3448695"|"THE LUDES FAMILY FOUNDATION"|"980723"
"04-3516466"|"THE JUNE RICHARD MATTHEWS CHARITABLE FOUNDATION"|"980725"
"04-3676427"|"THE DUCKWORTH CHARITABLE FOUNDATION INC"|"980732"
"04-6009617"|"MARTHA DANA MERCER TRUST"|"994743"
"04-6716517"|"THE KAPLAN GOLDSTEIN FAMILY FOUNDATION"|"994745"
"04-2573604"|"GIBRAN KAHLIL GIBRAN EDUCATIONAL FUND, INC."|"996122"
"04-3253603"|"JOSEPH W & FAITH K TIBERIO CHARITABLE FOUNDATION"|"996124"
"01-6080221"|"GREENLAW VERA GRACE TR SC"|"996326"
"04-3591196"|"THE EDWIN E HATCH FOUNDATION"|"1000752"
"04-3619796"|"The J. Freunard Kim Foundation"|"1000763"
"03-0523195"|"CONWAY FARMS GOLF CLUB FOUNDATION"|"1004514"
"04-2111410"|"THE SETH MANN, 2D, HOME FOR THE AGED AND INFIRM WOMEN"|"1009787"
"01-6019033"|"Max Kagan Family Foundation"|"1009894"
"04-2754324"|"CROCKETT JAMES UNDERWOOD"|"1009901"
"04-2940586"|"RICHRD & SALLY ZECKHAUSER FOUNDATION"|"1009903"
"04-3216914"|"THE JOHN LEVY AND GAIL ROTHENBERG FAMILY FOUNDATION"|"1009905"
"04-3412829"|"THE POSS FAMILY FOUNDATION"|"1009910"
"04-3700494"|"THE DANKIS CHRISTIAN FOUNDATION, INC."|"1009912"
"04-6772198"|"The Mary E. Murphy and John F. Murphy, Jr. Charitable Trust"|"1009919"
"05-0374155"|"RI INTERSCHOLASTIC INJURY FUND"|"1009921"
"01-6007242"|"RALPH AND MARY SIMMONS WELFARE FND 10 - 101160023000"|"1013706"
"02-6021465"|"ABBIE M GRIFFIN MEMORIAL FUND"|"1013713"
"03-6087553"|"HELEN P. LEFEVRE CHARITABLE TRUST"|"1013715"
"04-6015548"|"MYRON L. FULLER TRUST"|"1013720"
"04-6044620"|"EASTERN CHARITABLE FOUNDATION"|"1013722"
"03-0287574"|"BRYAN MEMORIAL GALLERY FOUNDATION, INC"|"1015626"
"04-6021061"|"J EMMA GRAY"|"1015628"
"04-6022091"|"CHARLES SANDERS TRUST UW"|"1038606"
"04-6914538"|"BROWN CHARITABLE FOUNDATION"|"1038608"
"04-3663738"|"DONALD D. ROGERS FOUNDATION INC."|"1038731"
"04-6023791"|"STODDARD CHARITABLE TRUST"|"1039851"
"02-0488551"|"ROBERT S BRISTOL CHARITABLE TRUST"|"1042091"
"02-0683054"|"THE ISLAM FAMILY FOUNDATION"|"1042093"
"04-2752893"|"HYDE CHARITABLE FOUNDATION"|"1042098"
"04-3211653"|"EGAN FAMILY FOUNDATION"|"1042100"
"04-3739441"|"THE PROVIDENT BANK FOUNDATION"|"1042107"
"04-3762697"|"THE HAVNER FAMILY FOUNDATION"|"1042109"
"04-6107955"|"THE LASSOR AND FANNY AGOOS CHARITY FUND"|"1042116"
"04-6155696"|"THE ART COMPLEX INC"|"1042118"
"04-3547684"|"WINTERLINE FOUNDATION GLENN CONRAD, EXECUTIVE DIRECTOR"|"1051424"
"04-6019079"|"GEORGE WALTER VINCENT SMITH"|"1051426"
"01-0482817"|"THE HUDSON FOUNDATION"|"1051583"
"04-3049521"|"MAYOR GAYDEN MORRILL CHARITABLE FOUNDATION"|"1051592"
"04-3424620"|"THE BLAIS FOUNDATION"|"1051594"
"04-6908113"|"QUIRK MARY E IRREV TRUST"|"1051599"
"04-2104384"|"LEND A HAND SOCIETY"|"1052326"
"04-3212851"|"HOME BUILDERS FOUNDATION OF WESTERN MASS, INC."|"1052328"
"01-6027530"|"ABNER E MORISON TRUST FUND"|"1076327"
"02-0331198"|"RANNIE WEBSTER FOUNDATION"|"1076334"
"02-0534424"|"THE MICHAEL & HELEN SCHAFFER FOUNDATION"|"1076336"
"03-6016628"|"MERCHANTS BANK FOUNDATION, INC."|"1076343"
"03-6117463"|"JAMES F KELLY AND FERNANDE KELLY CHARITANLE TR 429823016"|"1076345"
"04-2679904"|"STEPHEN J. MEOLI MEMORIAL FOUNDATION"|"1076350"
"04-2775692"|"HART FOUNDATION"|"1076352"
"04-3357627"|"MARTIN SALOMON MORTON AND GUSTEL SCHREIBER MORTON FOUNDATION"|"1076359"
"04-3446684"|"THE BADDOUR FAMILY FOUNDATION"|"1076361"
"04-6008242"|"J F&W S SCHOELLKOPF FDN BANK OF AMERICA"|"1076368"
"04-6008332"|"ANDREW W PRESTON CHARITY FD TR"|"1076370"
"04-6008443"|"BERNARD W DOYLE TRUST"|"1076375"
"04-6008730"|"EDWIN M. THAYER TRUST"|"1076377"
"04-6011097"|"GEORGE W.P. MAGEE TRUST"|"1076384"
"04-6011912"|"IDA S. CHARLTON FUND"|"1076386"
"04-6020426"|"CHARLES G PRINGLE FOUNDATION"|"1076393"
"04-6025910"|"THOMAS MINNS FUND"|"1076395"
"04-6027776"|"CORNERSTONE FOUNDATION"|"1076400"
"04-6033442"|"CALKINS FBO SALVATION ARMY UW FLEET NATIONAL BANK"|"1076402"
"04-6033865"|"ARTHUR D. BUDD U/A"|"1076404"
"04-6054630"|"POMROY REBECCA FOUNDATION INC (CUST)"|"1076411"
"04-6091664"|"SMITH TIMOTHY TR U/WILL"|"1076418"
"04-6091682"|"STRAUSS PETER E TR U/WILL"|"1076420"
"04-6093280"|"PETHYBRIDGE HARRY M-TR"|"1076425"
"04-6093518"|"WARREN FRANCES KNOWLES TR U/AGREE"|"1076429"
"04-6094293"|"TR U/WILL COLMAN BLANCHE E"|"1076434"
"04-6096926"|"COX CHARLES M U IND DTD 12 31 34"|"1076436"
"04-6237788"|"PRINCE LUCINDA WYMAN TR U/WILL"|"1076443"
"04-6246000"|"BAYLEY HARRIET B TR U/IND"|"1076445"
"04-6477185"|"MEYER HAROLD F TR U/AGREE"|"1076450"
"04-3255974"|"SWARTZ FOUNDATION"|"1050757"
"04-6707573"|"JAMES N ABBOTT JR TRUST UW ARTICLE 4"|"1050764"
"03-6069606"|"THE PANJANDRUM FOUNDATION"|"1057911"
"04-3356807"|"SOUTH SHORE SAVINGS CHARITABLE FOUNDATION INC"|"1057950"
"03-0364509"|"FOUNDATION, INC."|"1058327"
"04-2311010"|"THE FORBES KIRKSIDE FOUNDATION INC"|"1058329"
"01-0277832"|"SIMMONS FOUNDATION-PERKINSTHOMPSON"|"1058502"
"04-3406328"|"East Boston |Savings Bank Charitable Foundation Inc"|"1058504"
"04-3366125"|"IKEDA CENTER FOR PEACE LEARNING AND DIALOGUE INC"|"1058602"
"04-6773530"|"WILSON FAMILY FOUNDATION"|"1058604"
"01-0681963"|"DAVID AND VERA ROSENBERG FOUNDATION"|"1058922"
"01-0760063"|"JANICE A LARSEN FOUNDATION"|"1058929"
"01-6182253"|"LOUIS PLANSEON FDN CO-TTEE"|"1058931"
"02-0657534"|"Andre & Kathenne Merage Foundation of Nevada"|"1058936"
"02-0691253"|"RUTH E PROUD CHARITABLE TRUST"|"1058938"
"04-2077934"|"HENRY DAVID THOREAU FOUNDATION INC"|"1058945"
"04-2167469"|"ADMIRAL SIR ISAAC COFFIN'S LANCASTERIAN SCHOOL"|"1058947"
"04-3138834"|"THE BLESSING WAY FOUNDATION INC"|"1058954"
"04-3179137"|"DENNIS AND MARION MAVROGENIS TRUST FUND"|"1058956"
"04-3338237"|"ARTHUR GRIFFIN FOUNDATION FOR WINCHESTER"|"1058961"
"04-3374858"|"CAMMARATA FAMILY FOUNDATION UA 52997"|"1058963"
"04-3517737"|"COGHLIN SERVICES FUND"|"1058970"
"04-3522054"|"ROBERTS FAMILY FOUNDATION"|"1058972"
"04-3558239"|"The Fnsbie Family Foundation"|"1058979"
"04-3571773"|"GRACE AND BILL PEABODY FOUNDATION INC"|"1058981"
"04-6044854"|"RUTH H HOLMES TRUST UWILL"|"1058986"
"04-6582339"|"The Devereaux Foundation"|"1058995"
"04-6725453"|"GEORGE B FOSTER MEMORIAL TRUST"|"1058997"
"04-6855961"|"BRAD & CORI MELTZER CHARITABLE TRUST"|"1059004"
"04-6967568"|"RAWSON FAMILY FOUNDATION TRUST"|"1059011"
"05-0426569"|"THE PAPITTO FOUNDATION"|"1059013"
"01-0441043"|"COURI FOUNDATION INC"|"1074846"
"02-0798199"|"TRUBRADOR FOUNDATION"|"1074855"
"03-0355842"|"Antonio B and Rita M Pomerleau Foundation Inc"|"1074857"
"04-2741943"|"S SYDNEY DEYOUNG FOUNDATION"|"1074864"
"04-3487843"|"PEPPERCORN FOUNDATION"|"1074873"
"04-6000647"|"EDWIN S WEBSTER FOUNDATION"|"1074880"
"04-6048643"|"SHERMAN H STARR FOUNDATION"|"1074882"
"01-0523143"|"Oxford Hills Scholarship Foundation"|"1075782"
"02-6006398"|"GEORGE A WENTWORTH 1994 TRUST 5129150"|"1075784"
"04-3391146"|"EDWARD & ANTOINETTE BANA HURST"|"1075791"
"04-3425998"|"SINGING FIELD FOUNDATION INC"|"1075793"
"01-6180869"|"ALICE A PAXTON CHARITABLE TRUST"|"1086046"
"04-6468598"|"CAREY M FBO CEW GRINNELL FD MED RES"|"1086782"
"04-6008578"|"LILLIAN C. MOORE TRUST"|"1089093"
"04-6002496"|"EDWARDS SCHOLARSHIP FUND"|"1117223"
"03-0471427"|"THE SWANTON FAMILY FOUNDATION INC."|"1076067"
"04-3283183"|"THE SCHEICK-VERROCHI FAMILY FOUNDATION, INC."|"1076069"
"01-0248064"|"Camden Home For Senior Citizens"|"1076317"
"01-0852643"|"Gregory L. Gibson Charitable Foundation, Inc."|"1076319"
"01-6009480"|"HELEN W. MOULTON FUND"|"1076326"
"01-6042302"|"JOHN B CROCKETT TRUST"|"1076328"
"02-0474928"|"LINWOOD EDUCATIONAL TRUST FUND, INC"|"1076335"
"02-6061000"|"LEON M & HAZEL F FITCH TR FBO CHESHIRE HEATLH FDN 3035010314"|"1076337"
"03-6088605"|"FRANK & ELLEN COBB MEMORIAL SCHOLARS"|"1076344"
"04-2680681"|"ALBERT E. MARKS CHARITABLE TRUST"|"1076351"
"04-3435338"|"FLORENCE E SEELEY EDUCATION FDTN+"|"1076360"
"04-3464255"|"F. Felix Foundation"|"1076362"
"04-6008252"|"CHARLES W. HOLTZER FUND NO.3"|"1076369"
"04-6008674"|"FLORIAN O. BAUTLETT TRUST"|"1076376"
"04-6009000"|"FREDERICK H JONES"|"1076378"
"04-6011911"|"EARLE P CHARLTON TRUST"|"1076385"
"04-6011934"|"GENNIE B ROBINSON TRUST"|"1076387"
"04-6019793"|"ALICE W MILES T/U/W-WORC HS"|"1076392"
"04-6024733"|"TTEE U/W OF CLARK HARWOOD"|"1076394"
"04-6033568"|"FLORENCE J TRYON TR UW"|"1076403"
"04-6051719"|"CLYDE PARK CHARITABLE FOUDNATION"|"1076410"
"04-6060558"|"TAZEWELL FOUNDATION"|"1076412"
"04-6091358"|"CONANT WILLIAM H TR U/IND"|"1076417"
"04-6091666"|"SMITH TIMOTHY TR U/WILL"|"1076419"
"04-6093316"|"EMERY GEORGIANA TR U/WILL"|"1076426"
"04-6093516"|"WARREN FRANCES KNOWLES TR U/AGREE"|"1076428"
