"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"INVEST_INC_TAX"|"TAX_DUE"
"01-0712009"|"BACHMAN FOUNDATION"|"1335791"|"14.0000"|""
"01-3732915"|"THE JOHN AND ANNAMARIA PHILLIPS FOUNDATION INC"|"1335792"|"515.0000"|""
"02-0550210"|"THE JAY PRITZKER FOUNDATION"|"1335793"|"16527.0000"|"5978.0000"
"02-0814904"|"THE KHARIS FOUNDATION INC"|"1335794"|"90.0000"|"90.0000"
"04-2131404"|"THE STANLEY PARK OF WESTFIELD INC"|"1335795"|"0.0000"|"0.0000"
"04-3136120"|"The Kneisel Foundation, Inc"|"1335796"|"642.0000"|"0.0000"
"04-3148824"|"FOUNDATION FOR EXPANDING HEALTHCARE ACCESS"|"1335797"|"77309.0000"|"37882.0000"
"04-3612920"|"THE CHARLES R. BRONFMAN PRIZE FOUNDATION"|"1335798"|"2708.0000"|""
"04-3613913"|"KITE FOUNDATION"|"1335799"|"9648.0000"|"2493.0000"
"04-3722125"|"MAJESTIC REALTY FOUNDATION"|"1335800"|"16.0000"|""
"04-6856820"|"ABRAMS FOUNDATION INC."|"1335801"|"38108.0000"|""
"01-6102905"|"MARY T. & CURTIS LOVILL TRUST"|"1336100"|"850.0000"|"850.0000"
"04-6667008"|"HELENE B BLACK CHARITABLE FOUNDATION M SPARROW, N SAMILJAN & R GOLDMAN, TTEES"|"1336101"|"4682.0000"|"2867.0000"
"01-0211545"|"PORTLAND SEAMEN'S FRIEND SOCIETY"|"1336180"|"11.0000"|"11.0000"
"01-0788855"|"BOUKAI FAMILY FOUNDATION"|"1336181"|"1.0000"|"1.0000"
"01-6067146"|"BARKER MEMORIAL FUND 44-1700051000 10 -101230022200"|"1336182"|"3825.0000"|""
"02-6070843"|"THE TRUST FAMILY FOUNDATION"|"1336183"|"7632.0000"|""
"04-3212851"|"HOME BUILDERS FOUNDATION OF WESTERN MASS, INC."|"1336184"|"0.0000"|"0.0000"
"04-3493352"|"CLOUD MOUNTAIN FOUNDATION"|"1336186"|"10589.0000"|""
"04-3505849"|"THE MULBERRY FOUNDATION, INC."|"1336187"|"7618.0000"|""
"04-3757853"|"LINDA PACE FOUNDATION"|"1336188"|"13940.0000"|""
"04-6050051"|"TRUSTEES OF THE ASHLEY SCHOOL AND CHARITABLE FUND OF WEST SPRINGFIELD"|"1336190"|"428.0000"|""
"04-6069958"|"MILDRED H. MCEVOY FOUNDATION"|"1336191"|"31189.0000"|""
"04-6108344"|"EDWARD C. JOHNSON FUND"|"1336192"|"477628.0000"|""
"04-6278857"|"RILEY MABEL LOUISE TR U/WILL"|"1336193"|"19622.0000"|"0.0000"
"04-6728351"|"THE VIRGINIA WELLINGTON CABOT FOUNDATION"|"1336194"|"8509.0000"|""
"04-6758553"|"THE GROSSMAN FAMILY CHARITABLE FOUNDATION"|"1336195"|"1243.0000"|""
"04-6836735"|"THE JACOBSON FAMILY FOUNDATION TRUST"|"1336196"|"481322.0000"|""
"02-6051741"|"HENRY C LORD SCHOLARSHIP FD"|"1336563"|"6849.0000"|""
"02-6058742"|"BENJAMIN S COHEN TRUST 361722010"|"1336564"|"459.0000"|"243.0000"
"04-2593846"|"CENTER FOR NUTRITIONAL RESEARCH CHARITABLE TRUST"|"1336565"|"10605.0000"|"1175.0000"
"04-6019146"|"MAUDE-FRANCES CHILDREN'S FUND"|"1336566"|"459.0000"|""
"01-0437556"|"LUNDER FOUNDATION"|"1336733"|"1005.0000"|""
"01-6220476"|"ANNE AND PAUL MARCUS FAMILY FOUNDATION"|"1336734"|"233.0000"|""
"04-3048298"|"HIGHLAND STREET CONNECTION AND SUBSIDIARIES"|"1336735"|"147345.0000"|""
"04-3235379"|"Poduska Family Foundation Inc"|"1336736"|"1.0000"|"1.0000"
"04-3236375"|"Genzvine Charitable Foundation, Inc."|"1336737"|"0.0000"|"0.0000"
"04-3547684"|"WINTERLINE FOUNDATION GLENN CONRAD, EXECUTIVE DIRECTOR"|"1336738"|"50.0000"|"50.0000"
"04-3762697"|"THE HAVNER FAMILY FOUNDATION"|"1336739"|"1505.0000"|""
"04-3843795"|"THE GRETCHEN C. VALADE ENDOWMENT FOR THE ARTS"|"1336740"|"4948.0000"|""
"04-6012768"|"MICHAEL ANAGNOS SCHOOLS"|"1336741"|"1115.0000"|""
"04-6023790"|"THE ALBERT J. GIFFORD CHARITABLE TRUST"|"1336742"|"1368.0000"|""
"04-6047379"|"STONEMAN FAMILY FOUNDATION"|"1336743"|"58797.0000"|""
"04-6125088"|"F. A. & J. H. HARRINGTON FOUNDATION"|"1336744"|"7186.0000"|""
"04-6197960"|"WILLIAM H. HARRIS FOUNDATION"|"1336745"|"23331.0000"|""
"04-6470890"|"THE FLETCHER FOUNDATION"|"1336746"|"10557.0000"|""
"04-6547989"|"TUPANCY-HARRIS FDN.-1986"|"1336747"|"13214.0000"|""
"04-6856456"|"GRANTHAM FOUNDATION FOR THE PROTECTION OF THE ENVIRONMENT"|"1336748"|"0.0000"|""
"04-6902384"|"THE HOPE FOUNDATION - USA 1999 TRUST"|"1336749"|"1024.0000"|""
"04-2944490"|"Mark Miminos Charitable Trust & Foundation"|"1337080"|"488.0000"|"488.0000"
"04-3559359"|"FOUNDATION M"|"1337081"|"14264.0000"|"3477.0000"
"04-6004390"|"Wheelwright Scientific School"|"1337082"|"4001.0000"|"1166.0000"
"04-6020389"|"EDWARD V BIRD TRUST"|"1337083"|"18046.0000"|"15396.0000"
"04-3522053"|"MANNION FAMILY FOUNDATION"|"1337571"|"5375.0000"|""
"04-6059253"|"PECHET FOUNDATION (FK/A/ MAURICE PECHET FOUNDATION)"|"1337572"|"3625.0000"|""
"04-2733957"|"MELVIN S. CUTLER CHARITABLE FOUNDATION"|"1337614"|"9559.0000"|""
"01-0555028"|"THE CHRIS AND MELODY MALACHOWSKY FAMILY FOUNDATION"|"1348819"|"1871.0000"|"0.0000"
"02-0657534"|"Andre & Katherine Merage Foundation of Nevada"|"1348820"|"14129.0000"|"0.0000"
"02-0704231"|"LAURENCE LEVINE CHARITABLE FUND, INC."|"1348821"|"0.0000"|"0.0000"
"02-6077231"|"MERRIFIELD WOODIS IRRV TRUST 402726012"|"1348823"|"393.0000"|""
"03-6100828"|"BILL AND JACKIE LOCKWOOD FAMILY FOUNDATION"|"1348824"|"0.0000"|""
"04-3254694"|"THE HAYNES FAMILY FOUNDATION INC"|"1348825"|"2846.0000"|"1246.0000"
"04-3357529"|"TELAKA FOUNDATION"|"1348826"|"2141.0000"|""
"04-3409527"|"RUNNING DEER FOUNDATION"|"1348827"|"2504.0000"|""
"04-3424527"|"THE BIRCHROCK FOUNDATION"|"1348828"|"6258.0000"|""
"04-3537378"|"TRESORELLE FOUNDATION"|"1348829"|"139.0000"|""
"04-3676427"|"THE DUCKWORTH CHARITABLE FOUNDATION"|"1348830"|"0.0000"|"0.0000"
"04-6041027"|"TR UW MARY W B CURTIS RES CL"|"1348831"|"455.0000"|"0.0000"
"04-6466327"|"GRACE B JONES CO TD BANK TAX DEPT"|"1348832"|"121.0000"|""
"04-6948994"|"THE MOONEY-REED CHARITABLE FOUNDATION"|"1348833"|"18672.0000"|""
"01-0499178"|"BROOK FAMILY FOUNDATION"|"1349056"|"78.0000"|"78.0000"
"03-6048694"|"DOROTHY HASTINGS STUDENT AID FUND 430026013"|"1349057"|"198.0000"|""
"01-0575520"|"Merck Patient Assistance Proqram, Inc."|"1355867"|"0.0000"|"0.0000"
"01-0635531"|"THE NATALIE BAILEY & HERBERT J KIRSHNER FOUNDATION"|"1355868"|"691.0000"|""
"04-6778721"|"Grimshaw- Gudewicz Chartable Foundation"|"1355870"|"26898.0000"|""
"01-6007198"|"RAY G MARSTON TRUST U/W FBO PINE TREE SOCIETY FOR 10 -101160016280"|"1355953"|"472.0000"|"472.0000"
"04-6057931"|"TRUST U/W HENRT FARNAM LINDA S. DALBY ET AL TRUSTEES"|"1355954"|"120.0000"|""
"01-0751429"|"THE DAVIS FAMILY FOUNDATION, INC."|"1357204"|"41106.0000"|""
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"1357205"|"7216.0000"|""
"02-6004322"|"Trust uw Alvin Cross"|"1357206"|"986.0000"|"774.0000"
"04-3406328"|"East Boston Savings Bank Charitable Foundation Inc"|"1357207"|"1639.0000"|""
"04-3408722"|"THE UPSTREAM FOUNDATION"|"1357208"|"378.0000"|""
"04-3730022"|"ANGELS WINGS FOUNDATION INTERNATIONAL. INC."|"1357209"|"929.0000"|""
"04-6029322"|"GEORGE W. HATHAWAY TR U/D"|"1357361"|"3258.0000"|"1058.0000"
"04-3175434"|"GRAND CIRCLE FOUNDATION, INC."|"1358628"|"167.0000"|""
"04-6078934"|"RICHARD SALTONSTALL CHARITABLE FOUNDATION"|"1358629"|"55673.0000"|""
"04-6112131"|"The Braitmayer Foundation"|"1358630"|"1584.0000"|""
"04-6142794"|"RICHARD P. & CLAIRE W. MORSE FOUNDATION"|"1358631"|"1455.0000"|""
"04-2741931"|"JAMES M STONEMAN CHARITABLE FUND"|"1358686"|"8455.0000"|""
"04-3608094"|"LAWRENCE E WHITE FAMILY FOUNDATION"|"1358687"|"0.0000"|"0.0000"
"01-0421806"|"THE BILL AND JOAN ALFOND FOUNDATION"|"1358795"|"47344.0000"|""
"01-0559558"|"HUMAN GROWTH FOUNDATION"|"1358796"|"56.0000"|"56.0000"
"01-0598444"|"TECO ENERGY FOUNDATION INC."|"1358797"|"0.0000"|"0.0000"
"01-0669086"|"THE FRANK &GERTRUDE KAISER FOUNDATION"|"1358800"|"634.0000"|""
"01-0706738"|"The Marshall Mathers Foundati9on"|"1358801"|"3.0000"|"3.0000"
"01-6059906"|"THE ALDERMERE FOUNDATION"|"1358803"|"2801.0000"|""
"01-6080444"|"THE RICHARD C PAINE JR AUTOMOBILE COLLECTION CHARITABLE TRUST"|"1358804"|"125.0000"|""
"02-0229861"|"THE NARARO FOUNDATION"|"1358806"|"45868.0000"|"47160.0000"
"02-0511758"|"MASIPHUMELELE CORPORATION"|"1358807"|"0.0000"|""
"02-0656117"|"The Edward E and Mane L Matthews Foundation"|"1358808"|"11457.0000"|""
"02-0665786"|"ABRAHAM & RAIZEL EKSTEIN CHARITABLE"|"1358810"|""|""
"02-0747955"|"THE VINCENT AND CAROL W DEAN FAMILY CHARITABLE FOUNDATION"|"1358811"|"237.0000"|""
"02-6144776"|"Gladys M Thomas Testamentary Trust Kearns Peter D Trustee"|"1358812"|"1100.0000"|"19.0000"
"03-0270131"|"WARNER HOME FOR LITTLE WANDERERS"|"1358815"|"345.0000"|"345.0000"
"03-0395312"|"JULIE ANN WRIGLEY FOUNDATION INC"|"1358817"|"0.0000"|""
"03-0474038"|"B & E gILMAN FAMILY FOUNDATION"|"1358819"|"85.0000"|""
"04-2077934"|"HENRY DAVID THOREAU FOUNDATION INC"|"1358822"|"8128.0000"|""
"04-2741943"|"S SYDNEY DEYOUNG FOUNDATION"|"1358824"|"649.0000"|""
"04-2876245"|"AZADOUTIOUN FOUNDATION"|"1358825"|"881.0000"|""
"04-3073023"|"Cummings Foundation Inc"|"1358826"|"1248483.0000"|""
"04-3246547"|"BCLF MANAGED ASSETS CORPORATION"|"1358829"|"5798.0000"|""
"04-3254361"|"THEODORE L CROSS FAMILY CHARITABLE FOUNDATION"|"1358830"|"9620.0000"|""
"04-3267731"|"H PATTERSON HALE CHARITABLE FOUNDAT"|"1358831"|"719.0000"|"719.0000"
"04-3322480"|"THE SANTAYANA FUND INC"|"1358834"|"0.0000"|""
"04-3347626"|"The Schooner Foundation"|"1358835"|"564.0000"|""
"04-3370051"|"STILL POINT FUND"|"1358836"|"848.0000"|""
"04-3374858"|"CAMMARATA FAMILY FOUNDATION UA 52997"|"1358837"|"16126.0000"|"12052.0000"
"04-3477129"|"AMERICAN DENTAL PARTNERS FOUNDATION, INC."|"1358839"|"1.0000"|"1.0000"
"04-3489109"|"Noubar & Anna Afeyan Foundation"|"1358840"|"3254.0000"|""
"04-3496159"|"LINDA P MARSH CHARITABLE FOUNDATION 15027659"|"1358842"|"45.0000"|""
"04-3519886"|"COGHLIN FAMILY FOUNDATION"|"1358843"|"37.0000"|""
"04-3532105"|"MATTHEW A & SUSAN B WEATHERBIE FOUNDATION"|"1358845"|"1261.0000"|""
"04-3551974"|"JOHN JOSEPH MOAKLEY CHARITABLE FOUNDATION INC"|"1358847"|"321.0000"|""
"04-3730409"|"THE DIMITRIS BERTSIMAS - GEORGIA PERAKIS FOUNDATION"|"1358848"|"11.0000"|"11.0000"
"04-3781316"|"THE KING AND I FOUNATION POLSTON"|"1358849"|"250.0000"|"100.0000"
"04-6004808"|"THE DEVONSHIRE FOUNDATION"|"1358851"|"27504.0000"|""
"04-6048643"|"SHERMAN H STARR FOUNDATION"|"1358852"|"2192.0000"|""
"04-6049776"|"WINNING HOME INC"|"1358853"|"5154.0000"|"274.0000"
"04-6053426"|"FRENCH FDN TR U/DECL"|"1358854"|"4167.0000"|"0.0000"
"04-6128361"|"The Koussevitzky Music Foundation, Inc."|"1358856"|"611.0000"|""
"04-6582339"|"The Devereaux Foundation"|"1358857"|"688.0000"|""
"04-6716517"|"THE KAPLAN GOLDSTEIN FAMILY FOUNDATION"|"1358858"|"88.0000"|"88.0000"
"04-6773335"|"Theodore H Cutler Family Trust"|"1358860"|"1159.0000"|""
"04-6773605"|"Roger Mand Michelle S Marino Char Foun"|"1358861"|"3875.0000"|""
"04-6864032"|"THE PERLS FOUNDATION 90150376 KATHERINE PERLS ET AL TRUSTEES"|"1358864"|"7616.0000"|""
"04-6987078"|"FOWLER-BOMBARDIER FAMILY CHARITABLE TRUST"|"1358868"|"0.0000"|"0.0000"
"05-0508705"|"BRIGHTMAN HILL CHARITABLE FOUNDATION"|"1358873"|"101.0000"|"101.0000"
"01-0546133"|"NARRAGANSETT NUMBER ONE FOUNDATION"|"1361109"|"5362.0000"|"3845.0000"
"02-0582343"|"GEORGE V DURGIN TRUST UW SCHOLARSHIP FUND"|"1361114"|"757.0000"|"129.0000"
"02-0733877"|"CARITA FOUNDATION-IMA"|"1361116"|"3674.0000"|"2233.0000"
"02-6106324"|"ALLAN B ROBY & FRANCES M ROBY CHARITABLE TRUST"|"1361118"|"6336.0000"|"5336.0000"
"03-0558277"|"FRAYER CHILD FOUNDATION"|"1361120"|"0.0000"|"0.0000"
"04-2127029"|"MARIETTA W DYER TRUST UW"|"1361122"|"2295.0000"|""
"04-2214828"|"NECF FOUNDATION INC"|"1361124"|"501.0000"|"512.0000"
"04-2655735"|"CRICKET FOUNDATION JH6001"|"1361125"|"795.0000"|""
"04-3064835"|"THE VIYU FOUNDATION"|"1361127"|"1000.0000"|"120.0000"
"04-3092412"|"HCK CHARITABLE FOUNDATION TRUST"|"1361128"|"1011.0000"|"731.0000"
"04-3294711"|"THE MARTIN & DEBORAH HALE FOUNDATION"|"1361131"|"7731.0000"|"7906.0000"
"04-3435338"|"FLORENCE E SEELEY EDUCATION FDTN+"|"1361132"|"5728.0000"|"1628.0000"
"04-3466878"|"RCB CHARITABLE FOUNDATION, INC."|"1361133"|"878.0000"|""
"04-3492839"|"Savage Family Foundation"|"1361134"|"838.0000"|"0.0000"
"04-3657039"|"RICHARD & SCARLETT CHANG FAMILY FOUNDATION"|"1361136"|"635.0000"|"139.0000"
"04-6007979"|"EDWIN J CASTLE TRUST NO 3"|"1361137"|"977.0000"|""
"04-6008578"|"LILLIAN C. MOORE TRUST"|"1361138"|"292.0000"|""
"04-6009458"|"CHARLES H PEARSON TRUST"|"1361139"|"1381.0000"|""
"04-6012150"|"HIRAM FRANCIS MILLS TRUST U/WILL #0704163"|"1361140"|"1130.0000"|"731.0000"
"04-6025910"|"THOMAS MINNS FUND"|"1361141"|"882.0000"|""
"04-6056949"|"NEWSBOYS READING ROOM ASSOCIATION"|"1361143"|"1967.0000"|"1095.0000"
"04-6089261"|"BEATRICE D PIERCE T/U/I"|"1361144"|"96.0000"|""
"04-6111826"|"GARDINER HOWLAND SHAW FOUNDATION"|"1361145"|"17963.0000"|""
"04-6384141"|"HELENA W HUNT TRUST UA ARTICLE 11"|"1361146"|"190.0000"|""
"04-6418554"|"BETSEY W. TABER TR/U/W+"|"1361147"|"213.0000"|""
"02-0631312"|"HANLEY FOUNDATION"|"1362190"|"3198.0000"|""
"04-3371812"|"THE CONWAY FAMILY FOUNDATION"|"1362191"|"0.0000"|""
"04-2241130"|"THE FULLER FOUNDATION, INC."|"1362336"|"3157.0000"|"3228.0000"
"04-2986731"|"SCHOLARSHIP FUND OF KAPPA SIGMA FRATERNITY INC"|"1362342"|"50.0000"|""
"01-0277832"|"SIMMONS FOUNDATION - PERKINSTHOMPSON"|"1363609"|"6096.0000"|""
"01-0722832"|"THE R & S FAMILY FOUNDATION INC"|"1363611"|"0.0000"|"0.0000"
"02-0653934"|"FOSTER CHARITABLE FOUNDATION, INC"|"1363615"|"0.0000"|""
"04-3522036"|"FROG POND FOUNDATION, INC."|"1363621"|"1.0000"|""
"01-0617948"|"S O CHARITABLE TRUST"|"1364309"|"16106.0000"|""
"01-0687604"|"P J CALLAHAN FOUNDATION INC"|"1364310"|"1222.0000"|""
"04-2103743"|"THE JOHN BERTRAM HOUSE INC"|"1364319"|"4308.0000"|"141.0000"
"04-2573604"|"GIBRAN KAHLIL GIBRAN EDUCATIONAL FUND INC"|"1364324"|"20.0000"|""
"04-3409789"|"INAVALE FOUNDATION INC"|"1364329"|"3305.0000"|""
"04-3541288"|"WINN FAMILY CHARITABLE FOUNDATION"|"1364331"|"0.0000"|"0.0000"
"04-3674101"|"THE SYDELLE & MICHAEL J LAZAR FOUNDATION INC"|"1364334"|"23.0000"|""
"04-3785583"|"ROBERT J FRISBY FOUNDATION"|"1364336"|"526.0000"|""
"04-6013691"|"TRUSTEES OF DONATIONS FOR EDUCATION IN LIBERIA"|"1364338"|"4661.0000"|"2485.0000"
"04-6029103"|"HENRY P KENDALL FOUNDATION"|"1364339"|"18765.0000"|""
"04-6040591"|"REED & BARTON FOUNDATION INC"|"1364340"|"193.0000"|""
"04-6689934"|"THE JOHN AND MARY CORCORAN FAMILY FOUNDATION"|"1364342"|"61469.0000"|""
"04-6796657"|"CARLEE CHARITABLE TRUST 15010248 FREDERICK D BALLOU ET AL TRUSTEES"|"1364344"|"1316.0000"|""
"04-6965548"|"Howard & Robin Reisman Charitbale Trust"|"1364346"|"2428.0000"|""
"04-2203700"|"JOSIAH WILLARD HAYDEN RECREATION CENTRE, INC."|"1365576"|"0.0000"|""
"04-2722163"|"FUNDACAO BENEFICIENTE FAIALENSE INC"|"1365579"|"67.0000"|"37.0000"
"04-6009000"|"FREDERICK H JONES"|"1365582"|"559.0000"|""
"04-6047689"|"JOHN M THORNE AND ETHEL C THORNE FOUNDATION INC"|"1365583"|"446.0000"|"446.0000"
"04-6077889"|"SAMUEL C. HOWES TRUST U/W ART 7 #0718585"|"1365584"|"3318.0000"|"346.0000"
"04-6607402"|"BEN & ZELMA DORSON CHRTBLE FNDN IMA 1-04015"|"1365586"|"35.0000"|""
"02-0691253"|"RUTH E PROUD CHARITABLE TRUST"|"1366135"|"231.0000"|""
"04-2761754"|"THE WHITE FUND INC"|"1366598"|"325.0000"|"45.0000"
"02-0491795"|"THE OXFORD LEAGUE INC"|"1366918"|"370.0000"|"1653.0000"
"02-0590852"|"EDWARD GOREY CHARITABLE TRUST"|"1366921"|"1045.0000"|""
"02-0729969"|"LAFAYETTE RIVER FOUNDATION"|"1366924"|"3895.0000"|""
"03-0523195"|"CONWAY FARMS GOLF CLUB FOUNDATION"|"1366933"|"3.0000"|"3.0000"
"03-0539996"|"CEDAR CREEK INSTITUTE"|"1366934"|"2329.0000"|"2352.0000"
"04-2943894"|"CROWLEY FAMILY CHARITABLE TRUST"|"1366945"|"0.0000"|"0.0000"
"04-3033170"|"THE STOBART FOUNDATION"|"1366946"|"96.0000"|"2.0000"
"04-3198227"|"WOODBURY FUND INC"|"1366948"|"2089.0000"|""
"04-3282073"|"Irwin Chafetz Family Charitable Trust"|"1366949"|"628.0000"|""
"04-3304952"|"Michael R. Lissack Foundation"|"1366950"|"1142.0000"|"1196.0000"
"04-3684566"|"THE CONDUIT FOUNDATION"|"1366956"|"3786.0000"|""
"04-6707664"|"WINDHORSE FOUNDATION"|"1366959"|"19071.0000"|"6596.0000"
"04-6717573"|"BARRY M JAYE FAMILY CHARITABLE TRUST"|"1366960"|"1840.0000"|""
"04-6742527"|"Ted & Ruth Johnson Family Foundation"|"1366961"|"1363.0000"|""
"04-6833652"|"ROBERT L EPSTEIN FAMILY FOUNDATION"|"1366962"|"0.0000"|""
"04-6851595"|"SHIRLEY SHATTUCK WINDSOR CHARITABLE TRUST 15012344"|"1366963"|"1254.0000"|"2510.0000"
"04-6878795"|"THE PHILLIP AND ELIZABETH GROSS FAMILY FDN"|"1366964"|"15250.0000"|"16900.0000"
"05-0426569"|"THE PAPITTO FOUNDATION"|"1366968"|"10940.0000"|""
"02-0685568"|"HARPER FAMILY CHARITABLE FOUNDATION INC"|"1368294"|"7166.0000"|"0.0000"
"02-6014968"|"BLANCHE A BRUCE TRUST UWO"|"1368295"|"2349.0000"|"650.0000"
"04-2104284"|"HARVARD MUSICAL ASSOCIATION"|"1368302"|"2603.0000"|"2647.0000"
"04-2104681"|"Faith Home Inc"|"1368303"|"285.0000"|"237.0000"
"04-3293593"|"THE ALBERT & JUDITH GOLDBERG FOUNDATION"|"1368314"|"1879.0000"|"679.0000"
"04-3293595"|"HERBERT & BARBARA GOLDBERG FOUNDATION"|"1368315"|"794.0000"|""
"04-3446684"|"THE BADDOUR FAMILY FOUNDATION"|"1368316"|"879.0000"|""
"04-6009066"|"FLORENCE L. MACKAY TRUST"|"1368320"|"262.0000"|""
"04-6060265"|"RUDNICK CHARITABLE FOUNDATION, INC."|"1368322"|"469.0000"|"469.0000"
"04-6137368"|"WILLIAM L PULLEN TRUST"|"1368323"|"597.0000"|""
"04-2104839"|"PITTSFIELD ANTI-TUBERCULOSIS ASSOCIATION"|"1370907"|"803.0000"|"59.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"1370908"|"249926.0000"|""
"04-3073548"|"REEBOK FOUNDATION INC."|"1370909"|"0.0000"|"0.0000"
"04-3355139"|"THE HENRY VINCENT COUPER CHARITABLE FOUNDATION"|"1370910"|"1184.0000"|"184.0000"
"04-6665839"|"BOYLE FOUNDATION"|"1370911"|"0.0000"|"0.0000"
"04-6743248"|"KEANE FAMILY FOUNDATION"|"1370912"|"7721.0000"|""
"02-0678498"|"Carlton Hill Family Foundation Inc"|"1371192"|"6.0000"|""
"04-3369962"|"TREFLER FOUNDATION"|"1371207"|"13950.0000"|"16400.0000"
"04-3744965"|"KRISHNAMURTHY TANDON FOUNDATION INC"|"1371211"|"5454.0000"|""
"02-6006797"|"NUTE CHARITABLE ASSOCIAITON"|"1372202"|"411.0000"|""
"04-2628366"|"Massachusetts Maternity & Foundling Hospital Corp"|"1372217"|"1239.0000"|"17.0000"
"04-2961763"|"FOUNDATION, INC."|"1372221"|"578.0000"|"578.0000"
"04-3613397"|"John F Byme Family Foundation Inc"|"1372225"|"2397.0000"|"499.0000"
"04-6198798"|"The Fisher-Renkert Foundation"|"1372227"|"1291.0000"|"147.0000"
"04-3105768"|"THE KLARMAN FAMILY FOUNDATION"|"1372772"|"70068.0000"|""
"01-6007242"|"RALPH AND MARY SIMMONS WELFARE FND 10 -101160023000"|"1373366"|"138.0000"|"138.0000"
"01-0563707"|"AVELINA CHARITABLE FOUNDATION INC"|"1374158"|"0.0000"|""
"02-6095307"|"RENY CHARITABLE FOUNDATION"|"1374159"|"334.0000"|""
"04-3178007"|"THE STABLE FOUNDATION INC"|"1374169"|"333.0000"|"53.0000"
"04-3370016"|"The Hayseed Hill Foundation"|"1374172"|"1316.0000"|""
"04-3469424"|"THE NORWOOD CHARITABLE FOUNDATION INC"|"1374173"|"143.0000"|""
"04-3541368"|"THE DUTKOWSKY CHARITABLE FOUNDATION TRUST"|"1374174"|"1102.0000"|""
"04-6032023"|"BEAMAN FOUNDATION ELLEN M HARRINGTON TRUSTEE"|"1374177"|"241.0000"|"241.0000"
"04-6655524"|"OEDEL FOUNDATION"|"1374179"|"667.0000"|""
"04-6817924"|"THE CALLAGHAN FAMILY TRUST"|"1374180"|"48.0000"|""
"04-6854624"|"SCOTT A NATHAN CHARITABLE TR"|"1374181"|"17.0000"|""
"04-6965300"|"SPREADING THE GOOD NEWS OF SALVATION FOUNDATION"|"1374182"|"0.0000"|"0.0000"
"01-6007600"|"ADDIE KALER VAILL TRUST 10 -101200031240"|"1375115"|"2776.0000"|"1904.0000"
"02-6055400"|"ANNIE L ROWELL CHARITABLE REMAINDER TRUST"|"1375120"|"5052.0000"|"3176.0000"
"02-6061000"|"LEON M & HAZEL F FITCH TR FBO CHESHIRE HEATLH FDN 3035010314"|"1375121"|"2126.0000"|"1038.0000"
"04-2138900"|"MASSACHUSETTS SOCIETY FOR AIDING DISCHARGED PRISONERS"|"1375128"|"1942.0000"|"1964.0000"
"04-6208360"|"HAZEL CHASE GIFFORD FUND 31C009011"|"1375148"|"59.0000"|"39.0000"
"04-6897800"|"THE WINDOVER FOUNDATION"|"1375149"|"7831.0000"|"3033.0000"
"04-6008408"|"LEROY M BICKFORD TRUST"|"1376690"|"137.0000"|""
"04-6033568"|"FLORENCE J TRYON TUW"|"1376691"|"770.0000"|"320.0000"
"04-6093316"|"EMERY GEORGIANA TR U/WILL"|"1376692"|"787.0000"|"91.0000"
"04-6093516"|"WARREN FRANCES KNOWLES TR U/AGREE"|"1376693"|"2704.0000"|"1344.0000"
"03-0549778"|"The Dignity Seed Foundation"|"1376976"|"0.0000"|""
"04-3265080"|"DENTAQUEST FOUNDATION INC"|"1376986"|"25705.0000"|""
"04-6013680"|"THE HYAMS FOUNDATION INC"|"1376992"|"88765.0000"|""
"04-6035480"|"SHERBORN WIDOWS AND ORPHANS BENEVOLENT SOCIETY"|"1378376"|"0.0000"|"0.0000"
"04-6008387"|"HENRY HERBERT SMYTHE TRUST"|"1379564"|"807.0000"|""
"04-3283183"|"THE SCHEICK-VERROCHI FAMILY FOUNDATION INC"|"1379738"|"6204.0000"|"6204.0000"
"04-3477836"|"THE JOSEPH R LEVIS FOUNDATION INC"|"1379739"|"2048.0000"|""
"04-6269182"|"E JOSEPH EVANS CHARITABLE TRUST LEE ALFIERI TRUSTEE"|"1379741"|"439.0000"|""
"04-6091682"|"STRAUSS PETER E TR U/WILL"|"1379934"|"6664.0000"|"4381.0000"
"04-6555836"|"VIOLA G MANUEL TR 42C081017"|"1379935"|"406.0000"|"30.0000"
"04-3747289"|"EQT FOUNDATION INC"|"1380084"|"37034.0000"|""
"04-6629590"|"STEVENSON FAMILY CHARITABLE TRUST"|"1380085"|"6050.0000"|""
"04-6097390"|"JOHN CHANY RESIDUARY CL UW"|"1380288"|"471.0000"|""
"01-0557719"|"THE MACNEAL FOUNDATION"|"1381006"|"1692.0000"|"292.0000"
"01-0612073"|"The Kingbeil Family Foundation"|"1381007"|"263.0000"|""
"01-0681963"|"DAVID AND VERA ROSENBERG FOUNDATION"|"1381010"|""|""
"01-0760063"|"JANICE A LARSEN FOUNDATION"|"1381011"|"5.0000"|""
"02-0628229"|"BRANFMAN FAMILY FOUNDATION"|"1381015"|""|""
"04-2725274"|"KERRI ANN KATTAR MEMORIAL FUND INC"|"1381029"|"0.0000"|""
"04-3256673"|"RUSSELL'S GARDEN CENTER CHARITABLE FOUNDATION INC"|"1381034"|"0.0000"|"0.0000"
"04-3257030"|"IRA C KAPLAN & ANITA M MIGDAY FOUNDATION INC"|"1381035"|"136.0000"|""
