"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"FORM_1096"|"W_2G"|"ALL_YEAR_EMPLOYEES"|"UNRELATED_BUSINESS_CBX"|"FORM_990_T_CBX"|"FOREIGN_ACCOUNT_CBX"|"NAME_COUNTRY"|"TAX_SHELTER_CBX"|"SOLICIT_GIFTS_CBX"|"TAX_DEDUCT_CBX"|"FUNDS_PBC_CBX"|"PREMIUMS_PBC_CBX"|"EXCESS_BUSINESS_HOLDINGS_CBX"|"TAXABLE_DIST_4966_CBX"|"DONOR_DIST_CBX"|"SCH_O_V_CBX"|"MULTISTATE_PLANS_CBX"|"RESERVES_REQUIRED_AMT"|"RESERVES_ONHAND_AMT"|"INDOOR_TANNING_CBX"|"FORM_720_CBX"
"01-0372997"|"PORTLAND SCHOOL OF BALLET"|"734869"|"40"|"0"|"8"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0430261"|"MAINE WOMEN'S FUND"|"734871"|"8"|"0"|"6"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0438846"|"AMERICA EAST"|"734872"|"175"|"0"|"12"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0449761"|"FREEPORT HOUSING TRUST INC"|"734873"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0466768"|"American University in Bulgaria"|"734875"|"0"|"0"|"35"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"02-0241746"|"COE-BROWN NORTHWOOD ACADEMY"|"734900"|"5"|"0"|"106"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0269802"|"GIRL SCOUTS OF MAINE INC"|"739182"|"16"|"0"|"150"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-6006001"|"Bigelow Laboratory for Ocean Sciences"|"739199"|"46"|"0"|"71"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0511224"|"MAINE ENERGY MARKETERS ASSOCIATION EDUCATION FOUNDATION"|"739342"|"9"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0762192"|"HARRY AND JEANETTE WEINBERG VILLAGE I AT OWINGS MILLS I INC. @ CHAI"|"739349"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"02-0210407"|"BALD PEAK COLONY CLUB"|"739353"|"19"|"0"|"130"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0801061"|"Fort Worth HOPE Center"|"1413939"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-6014288"|"KENNEBUNKPORT HISTORICAL SOCIETY"|"1413942"|"3"|"0"|"3"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0846888"|"RESTORATION CENTER INC"|"741499"|"0"|"0"|"22"|"N"|"N"|"N"|""|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|"0.0000"|"0.0000"|"N"|"N"
"01-0398692"|"Sheepscot Valley Children's House"|"742143"|"5"|"0"|"15"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0473857"|"MANOR AT PHILLIPSTOWN PLACE, INC."|"742145"|"62"|"62"|"62"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0504446"|"Hyde School at South Woodstock, Inc."|"742147"|"14"|"0"|"112"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0278623"|"Androscoggin Valley Council of Governments"|"743433"|"14"|"0"|"23"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0331180"|"Downeast Horizons, Inc."|"743437"|"18"|"0"|"175"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0455018"|"ROTARY INTERNATIONAL, DISTRICT 7780"|"743445"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0794721"|"Tikigaqmiut Incorporated"|"743454"|"0"|"0"|"0"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0505151"|"PROFESSIONAL LOGGING CONTRACTORS OF MAINE"|"747008"|"1"|"0"|"2"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-6233557"|"South Path PC EWBPT"|"747017"|"0"|"0"|""|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0212178"|"AMERICAN LEGION POST 158 COOMBS-MONTFORT"|"747438"|"0"|"0"|"8"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0564259"|"FREEMUSLIM ASSOCIATION, INC."|"747445"|"0"|"0"|"0"|"N"|""|"Y"|"US; LE; IR; SY; IZ"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0473460"|"DOWNTOWN IMPROVEMENT DISTRICT, INC"|"747803"|"9"|"0"|"16"|"N"|""|"N"|""|"N"|"Y"|"Y"|""|""|""|""|""|""|""|""|""|"N"|""
"01-0596543"|"Ashburn Travel Hockey, Inc."|"747808"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"02-0162153"|"MANCHESTER MASONIC TEMPLE ASSOC"|"747817"|""|""|""|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0239259"|"MAINE ENERGY MARKETERS ASSOCIATION"|"749424"|"8"|"0"|"10"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0471985"|"BROADREACH INC"|"749438"|"3"|"0"|"112"|"N"|"N"|"N"|""|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0540292"|"Konbit Sante Cap Haitien Health Partners"|"749447"|"0"|"0"|"5"|"N"|"N"|"Y"|"HA"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0544468"|"FOUR DIRECTIONS DEVELOPMENT CORPORATION"|"749450"|"20"|"0"|"13"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0562494"|"WARREN MIDDLE SCHOOL PTO"|"749452"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0684796"|"STEP BY STEP ACADEMY INC"|"749462"|"5"|"0"|"250"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0724451"|"ASPEN CENTER FOR ENVIRONMENTAL STUDIES ENDOWMENT FUND INC"|"749466"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0812774"|"Bonfield Express Foundation"|"754927"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0943174"|"HOSE OF JUDAH"|"754931"|""|""|""|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0241767"|"UNITED WAY INC"|"755736"|"49"|"0"|"39"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0510768"|"JHA PROPERTIES INC"|"755742"|"11"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0569965"|"Hillel at Binghamton Inc"|"755745"|"0"|"0"|"16"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"02-0214564"|"GREATER KEENE CHAMBER OF COMMERCE"|"755750"|"6"|"0"|"7"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"758140"|"58"|"0"|"501"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0729022"|"EAST BAY HOUSING OPT IONS INC"|"758146"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0384908"|"The Maine Way Inc."|"758345"|""|""|""|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0286963"|"ARUNDEL YACHT CLUB"|"1416280"|"0"|"0"|"6"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0360072"|"Small Woodland Owners Association of Maine"|"1416281"|"11"|"0"|"4"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0633672"|"EARLY CHILDHOOD COUNCIL OF LARIMER COUNTY, INC"|"1416286"|"9"|""|"13"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0709158"|"First Coast No More Homeless Pets, Inc."|"1416288"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0211783"|"Calals Reglonal Hospltal"|"1418222"|"62"|"0"|"312"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0544094"|"BRIXHAM MONTESSORI FRIENDS SCHOOL"|"1419434"|"0"|"0"|"24"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0450803"|"MAINE NATIONAL GUARD FOUNDATION FUND"|"1419764"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0544901"|"WATERVILLE MAIN STREET"|"1419765"|"0"|"0"|"10"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0775179"|"ECOM FOUNDATION FOR DEVELOPMENT OF ORIGIN RESOURCES"|"1422137"|"1"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0352636"|"FAMILY CRISIS SERVICES"|"1409806"|"12"|"0"|"33"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0454077"|"WHA INC"|"713359"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0725179"|"THE FLORENCE MELTON ADULT MINI-SCHOOL CORPORATION"|"713361"|"0"|"0"|"9"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0245341"|"CORNELIA WARREN COMMUNITY ASSOCIATION"|"713823"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0482400"|"COURTYARD AFFORDABLE HOUSING CORP."|"713829"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0466131"|"LA PUBLIC THEATER, INC."|"713906"|"13"|"0"|"35"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0469196"|"University of Maine at Fort Kent Foundation"|"719108"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0860991"|"PLAINSBORO FREE PUBLIC LIBRARY FOUNDATION,INC"|"719110"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0586306"|"BARCEDA FAMILIES"|"1429596"|"0"|"0"|"5"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0702442"|"NC IDEA"|"1429600"|"13"|"0"|"0"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0369195"|"Maine-Dartmouth Family Medicine Residency"|"739376"|"26"|"0"|"130"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0223898"|"WINDSOR FAIR"|"741104"|"175"|"5"|"207"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0219829"|"Sarah Frye Home"|"1429579"|"4"|"0"|"45"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0279587"|"Waban Projects Inc"|"1406923"|"14"|"0"|"479"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0370309"|"JOHN BAPST MEMORIAL HIGH SCHOOL"|"1429585"|"49"|"0"|"73"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0482628"|"Jobs for Mame's Graduates Inc"|"1429590"|"9"|"0"|"97"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0322532"|"Day One"|"1406925"|"20"|"0"|"57"|"N"|"N"|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0355090"|"LOVEJOY HEALTH CENTER, INC"|"1406926"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0874029"|"POLARIS CHARTER ACADEMY"|"1406930"|"3"|"0"|"44"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"02-0211966"|"VETERANS OF FOREIGN WARS - POST 1670"|"1406937"|"4"|"0"|"12"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0457589"|"MAINE RESOURCE RECOVERY ASSOCIATION"|"720228"|"3"|"0"|"3"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0204920"|"WATERVILLE COUNTRY CLUB"|"1422746"|"0"|"0"|"37"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0237244"|"LEE ACADEMY"|"1422747"|"23"|"0"|"141"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0332058"|"Hancock County Auditorium Associates"|"1422750"|"16"|"0"|"15"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0499734"|"UNITED SOCCER FEDERATION OF MAINE"|"1422766"|"14"|"0"|"1"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0516064"|"CO-OCCURRING COLLABORATIVE SERVING MAINE"|"1422767"|"9"|"0"|"3"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0541280"|"SUMMER FESTIVAL OF THE ARTS"|"1422769"|"0"|"0"|"76"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0555559"|"ECS MINISTRIES"|"1422771"|"23"|"0"|"15"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0602033"|"TN VOL MANUFACTURING & SERVICES INC"|"1422777"|"0"|"0"|"56"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0672424"|"NASHOBA LEARNING GROUP INC"|"1422781"|"15"|"0"|"169"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0824559"|"PUPPY CREEK FIRE DEPARTMENT INC"|"1422786"|"20"|"0"|"1"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-6024421"|"TOWN OF MOUNT DESERT MEDICAL CENTER"|"1422791"|"3"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0355212"|"MAINE STATE MUSIC THEATRE"|"1428063"|"18"|"0"|"128"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0911124"|"STEPHEN J PONZILLO JR MEMORIAL LIBRARY & MUSEUM OF THE GRAND LODGE OF MARYLAND"|"1422790"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-6000802"|"PORTLAND PUBLIC LIBRARY"|"1434189"|"15"|"0"|"122"|"N"|"N"|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0314110"|"AMICUS"|"1434664"|"8"|"0"|"220"|"N"|"N"|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0375969"|"MAINE AQUACULTURE ASSOCIATION"|"1437191"|"0"|"0"|"2"|"N"|"N"|"N"|""|"N"|"N"|""|""|""|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0584192"|"BRIGHT WORLD FOUNDATION"|"1436806"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0351334"|"Yarmouth Historical Society"|"1436848"|"1"|"0"|"5"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0475146"|"Big Brothers Big Sisters of Southern ME"|"1437200"|"0"|"0"|"17"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0536445"|"FRANCO-AMERICAN HERITAGE CENTER AT ST MARY'S"|"1437210"|"15"|"0"|"37"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0552793"|"LATINAS UNIDAS POR UN NUEVO AMANECER"|"1437211"|"1"|"0"|"6"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0594835"|"Oakland Kids First"|"1437217"|"20"|"0"|"9"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0684986"|"AMERICAN SOCIETY OFTRANSPORTATION AND LOGISTICS, INC."|"1437221"|"0"|"0"|""|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0722629"|"MARIE A MANSBACH MEMORIAL STUDENT MOTIVATION PROGRAM"|"1437223"|"8"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|"Y"|""|""|""|"N"|""
"01-0732696"|"FAMILY SUPPORT ORGANIZATION OF UNION COUNTY INC"|"1437227"|"2"|"0"|"13"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0839874"|"NORTH GRAND NEIGHBORHOOD SERVICES"|"1437232"|"0"|"0"|"34"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0902152"|"MILLENNIAL MUSIC (FKA ORANGE COUNTY MORMON CHORAL ORGANIZATION)"|"1437235"|"19"|"0"|"4"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0145135"|"PROUTS NECK COUNTRY CLUB"|"1437171"|"4"|"0"|"47"|"Y"|""|"N"|""|"N"|"N"|""|""|""|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0266289"|"Maine Hospital Association Inc"|"1437175"|"15"|"0"|"11"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0275545"|"LONESOME PINE TRAILS INC"|"1437177"|"3"|"0"|"12"|"Y"|"Y"|"Y"|"CA"|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0343943"|"SEXUAL ASSAULT RESPONSE SERVICES OF SOUTHERN MAINE"|"1437180"|"10"|"0"|"14"|"N"|"N"|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0353371"|"SALT, INC ."|"1437181"|"9"|"0"|"11"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0355896"|"JOHN F MURPHY HOMES INC"|"1437183"|"20"|"0"|"901"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0369793"|"Facilities Inc"|"1437188"|"18"|"0"|"7"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0371245"|"GROUP MAIN STREAM INCORPORATED"|"1437189"|"6"|"0"|"177"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0283794"|"Maine Health Care Association"|"1444587"|"32"|"0"|"8"|"N"|""|"N"|""|"N"|"Y"|"Y"|""|""|""|""|""|""|""|""|""|"N"|""
"01-0286071"|"KAPPA DELTA PHI INC"|"1444588"|"0"|"0"|"0"|"N"|"N"|"N"|""|"N"|"N"|""|""|""|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0371971"|"MIDTOWN ATHLETIC CLUB"|"1444594"|"1"|"0"|"4"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0783081"|"Chinese American Cooperation Council"|"1444608"|"68"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-6006058"|"PORTLAND MAINE SYMPHONY ORCHESTRA"|"1444614"|"33"|"0"|"229"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"02-0214887"|"VETERANS OF FOREIGN WARS DEPARTMENT OF N"|"1444618"|"0"|"0"|"19"|"Y"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0469062"|"INDEPENDENT SCHOOLS ASSOCIATION OF NNE"|"1452658"|"1"|"0"|"3"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0267988"|"BRISTOL AREAL LIBRARY ASSOCIATION"|"1444398"|"0"|"0"|"2"|"N"|"N"|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0196359"|"THE IRIS NETWORK"|"1444582"|"5"|"0"|"72"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0223879"|"SKOWHEGAN STATE FAIR"|"1444584"|"157"|"2"|"148"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0276272"|"GREATER PORTLAND LANDMARKS INC"|"1444586"|"6"|"0"|"13"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0499703"|"REM"|"758347"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0751931"|"UTAH BUSINESS LENDING CORPORATION"|"758357"|"0"|"0"|"6"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0852125"|"ORGANIZATION OF PJM STATES, INC. (OPSI)"|"758362"|"0"|"0"|"2"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0362709"|"OHI"|"758504"|"65"|"0"|"418"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0951147"|"BUILDERS DEVELOPMENT CORPORATION"|"1454586"|"15"|"0"|"5"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-6157155"|"Sanford Sprindvale Mousam Way"|"761664"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0369553"|"YESTERDAY'S CHILDREN INC"|"762093"|"21"|"0"|"116"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0409991"|"FAMILY FOCUS"|"762094"|"42"|"0"|"81"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0613583"|"Learning Alternatives, Inc."|"762096"|"0"|"0"|"6"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|"Y"|""|""|""|"N"|""
"01-0370020"|"BANGOR AIRPORT CIVIC DEVELOPMENT CORP"|"768840"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0205722"|"Brookside Cemetery Association, Inc."|"772975"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-6038250"|"BPO ELKS MILLINOCKET LODGE NO 1521"|"772978"|"0"|"0"|"8"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0413112"|"Fraternal Order of Eagles Aerie #41 Aerie #4131"|"776598"|""|""|"4"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-6036492"|"AMERICAN LEGION 202 MEM POST"|"776608"|""|""|"5"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"02-0104256"|"GRAND LODGE OF NEW HAMPSHIRE FREE & ACCEPTED MASONS"|"776611"|"0"|"0"|"3"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0574719"|"Carver Heights Ministries Inc."|"777606"|""|""|"4"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0669150"|"GRANTMAKERS FOR EFFECTIVE ORGANIZATIONS"|"777612"|"19"|"0"|"25"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0966602"|"JESUS AND MARY HOPE MINISTRY"|"777621"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
