"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"FED_CAMPAIGNS"|"MEMBERSHIP_DUES"|"FUNDRAISING"|"RELATED_ORGS"|"GOV_GRANTS"|"CONTRIB_OTHER"|"CONTRIB_NONCASH"|"CONTRIB_ALL"|"SERVICE_REVENUE"|"INCOME_INVESTMENT"|"INCOME_BONDS"|"ROYALTIES"|"RENTS_REAL"|"RENTS_PERSONAL"|"RENT_EXP_REAL"|"RENT_EXP_PERSONAL"|"RENT_INCOME_REAL"|"RENT_INCOME_PERSONAL"|"NET_RENTAL"|"GROSS_SECURITIES"|"GROSS_OTHER"|"COST_SECURITIES"|"COST_OTHER"|"GAIN_SECURITIES"|"GAIN_OTHER"|"NET_SALES"|"CONTRIBUTIONS"|"GROSS_SPECIAL"|"DIRECT_EXPENSES"|"NET_SPECIAL"|"GAMING_INCOME"|"GAMING_EXPENSES"|"GAMING_NET"|"GROSS_SALES"|"COST_GOODS"|"GROSS_PROFIT"|"REVENUE_OTHER"|"REVENUE_TOTAL"|"SERVICE_DESC_A"|"SERVICE_CODE_A"|"SERVICE_AMT_A"|"SERVICE_DESC_B"|"SERVICE_CODE_B"|"SERVICE_AMT_B"|"SERVICE_DESC_C"|"SERVICE_CODE_C"|"SERVICE_AMT_C"|"SERVICE_DESC_D"|"SERVICE_CODE_D"|"SERVICE_AMT_D"|"SERVICE_DESC_E"|"SERVICE_CODE_E"|"SERVICE_AMT_E"|"SERVICE_DESC_F"|"SERVICE_CODE_F"|"SERVICE_AMT_F"
"01-0376014"|"WOMANCAREAEGIS ASSOCIATION"|"821354"|"15116.0000"|""|"12803.0000"|""|"428650.0000"|"43621.0000"|""|"500190.0000"|"1300.0000"|"1711.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"12803.0000"|""|""|""|""|""|""|""|""|""|""|"503201.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0386912"|"CENTRAL MAINE COMMUNITY HEALTH CORPORATION"|"821355"|""|""|""|""|"559064.0000"|"20082.0000"|""|"579146.0000"|"1084.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"580230.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0386913"|"CENTRAL MAINE HEALTHCARE CORPORATION"|"821357"|""|""|""|""|"50000.0000"|"441504.0000"|""|"491504.0000"|"45612778.0000"|"1485367.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|"13243349.0000"|""|"11435338.0000"|""|"1808011.0000"|""|"1808011.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"-901784.0000"|"48495876.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0478709"|"Maine Island Trail Association"|"821358"|""|"139157.0000"|""|""|"90841.0000"|"309910.0000"|"12147.0000"|"539908.0000"|"68813.0000"|"4461.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"613182.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0573723"|"VFW POST 34 CANTEEN INC"|"823250"|""|""|""|""|""|"48.0000"|""|"48.0000"|"4266.0000"|"33.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"278364.0000"|"104675.0000"|"173689.0000"|""|"178036.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0782731"|"HOME SWEETS HOME YOUTH SERIVCES INC"|"823256"|""|""|""|""|""|"37798.0000"|""|"37798.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"37798.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0502709"|"Atlantic States Rural Water and Wastewater Association"|"821360"|""|""|""|""|"935618.0000"|""|""|"935618.0000"|"247889.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1183507.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0518516"|"LifeFhght of Maine"|"821361"|""|""|""|"519433.0000"|""|""|""|"519433.0000"|"7933883.0000"|"7489.0000"|""|""|""|""|""|""|""|""|""|""|"800.0000"|""|""|""|"800.0000"|"800.0000"|""|""|""|""|""|""|""|""|""|""|""|"8461605.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0523509"|"Center for Cetacean Research and Conservation"|"821363"|""|""|""|""|""|"52330.0000"|""|"52330.0000"|"0.0000"|""|""|""|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"52330.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0554709"|"FLORIDA PROTON THERAPY INSTITUTE INC"|"821365"|""|""|""|""|""|"259558.0000"|""|"259558.0000"|"47910037.0000"|"91436.0000"|""|""|""|""|""|""|""|""|""|""|"4118.0000"|""|""|""|"4118.0000"|"4118.0000"|""|"122494.0000"|"42144.0000"|"80350.0000"|""|""|""|""|""|""|"1025445.0000"|"49370944.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0603214"|"SAINT FRANCIS HOSPITAL SOUTH, LLC"|"821370"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"162000.0000"|"0.0000"|"162000.0000"|"58840482.0000"|"2637.0000"|"0.0000"|"0.0000"|"360166.0000"|""|"884481.0000"|""|"-524315.0000"|"0.0000"|"-524315.0000"|"0.0000"|"24507.0000"|"0.0000"|"163278.0000"|"0.0000"|"-138771.0000"|"-138771.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"305137.0000"|"58647170.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0621106"|"COALITION OF CHILDREN IN NEED ASSN"|"821373"|""|""|""|""|""|"395660.0000"|""|"395660.0000"|""|"1494.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"397154.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0639602"|"KIPP Austin Public Schools Inc"|"821374"|""|""|""|""|"11189908.0000"|"3018639.0000"|"988666.0000"|"14208547.0000"|"221742.0000"|"863.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"14431152.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0802914"|"Assoc Students of California State Univ Channel Islands Inc"|"821376"|""|""|""|""|""|"172.0000"|""|"172.0000"|"822095.0000"|"2644.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"61261.0000"|"886172.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0717030"|"PORTAGE BAY INSURANCE"|"824309"|""|""|""|""|""|""|""|""|"14687244.0000"|"4474636.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"19161880.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0723319"|"TOBACCO FREE ALLEGHENY"|"824310"|""|""|""|""|"1003919.0000"|""|""|"1003919.0000"|""|"2278.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1006197.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0806645"|"REGIONAL LOCAL UNION NO 846 OF THE INTERNATIONAL ASSOCIATION"|"824312"|""|""|""|""|""|"110000.0000"|""|"110000.0000"|"527031.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"7611.0000"|"644642.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6004444"|"Falmouth Memorial Library Association"|"824313"|""|""|"7339.0000"|""|"376500.0000"|"159596.0000"|"25305.0000"|"543435.0000"|"41045.0000"|"9921.0000"|""|""|""|""|""|""|""|""|""|"142714.0000"|""|"141687.0000"|""|"1028.0000"|""|"1028.0000"|""|""|""|""|""|""|""|""|""|""|""|"595429.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0202220"|"THE CHESHIRE HEALTH FOUNDATION"|"824314"|""|""|""|""|""|"16285.0000"|""|"16285.0000"|""|"262809.0000"|""|""|"81012.0000"|"144303.0000"|""|"63290.0000"|"81012.0000"|"81013.0000"|"162025.0000"|"592006.0000"|""|""|""|"592006.0000"|""|"592006.0000"|""|"50287.0000"|"6540.0000"|"43747.0000"|""|""|""|""|""|""|""|"1076872.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0223321"|"COTTAGE HOSPITAL"|"824316"|""|""|""|""|"26011.0000"|"74679.0000"|""|"100690.0000"|"30513477.0000"|"132464.0000"|""|""|"84797.0000"|""|""|""|"84797.0000"|""|"84797.0000"|"256418.0000"|"101613.0000"|""|"172298.0000"|"256418.0000"|"-70685.0000"|"185733.0000"|""|""|""|""|""|""|""|""|""|""|"488038.0000"|"31505199.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0781066"|"LONG ISLAND LIBERTY LACROSSE INC."|"824167"|""|""|""|""|""|"12930.0000"|""|"12930.0000"|"455967.0000"|"66.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"468963.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0223322"|"CURRIER MUSEUM OF ART"|"824317"|""|""|""|""|"50213.0000"|"1055124.0000"|"5322.0000"|"1105337.0000"|"617743.0000"|"709130.0000"|""|""|"72474.0000"|""|"10908.0000"|""|"61566.0000"|""|"61566.0000"|"43736208.0000"|""|"41370956.0000"|""|"2365252.0000"|""|"2365252.0000"|""|""|""|""|""|""|""|""|""|""|"37916.0000"|"4896944.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6149025"|"THE MARK AND EMILY TURNER MEMORIAL LIBRARY CHARITABLE TRUST"|"824636"|""|""|""|""|""|"5990.0000"|""|"5990.0000"|""|"16291.0000"|""|""|""|""|""|""|""|""|""|"681939.0000"|""|"667360.0000"|""|"14579.0000"|""|"14579.0000"|""|""|""|""|""|""|""|""|""|""|"83.0000"|"36943.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0729873"|"North Carolina Motorsports Association"|"830231"|""|""|""|""|""|""|""|"0.0000"|"172705.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|""|""|""|"0.0000"|""|"76747.0000"|"43243.0000"|"33504.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"206209.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0199215"|"UKRAINIAN AMERICAN CITIZENS C"|"824638"|""|"2485.0000"|""|""|""|""|""|"2485.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"189151.0000"|"90029.0000"|"99122.0000"|"13738.0000"|"115345.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0454046"|"Isle au Haut Development Lorp"|"830175"|""|""|""|""|""|"125246.0000"|""|"125246.0000"|""|"313.0000"|""|""|"12256.0000"|""|""|""|""|""|"12256.0000"|""|"100641.0000"|""|""|""|"100641.0000"|"100641.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"169.0000"|"238626.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0857925"|"Saugus Plaza Funding Company"|"830176"|""|""|""|""|""|""|""|""|"1551142.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1551142.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0265559"|"Kennebec Valley Mental Health Center"|"830225"|""|""|""|"65779.0000"|"1283083.0000"|"147406.0000"|""|"1496268.0000"|"18073674.0000"|"21858.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"60953.0000"|"19652753.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0274725"|"Peoples Regional Opportunity Program"|"830227"|"444396.0000"|""|"8522.0000"|""|"16216113.0000"|"165275.0000"|""|"16834306.0000"|"737287.0000"|"8981.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"8522.0000"|"21218.0000"|"16860.0000"|"4358.0000"|""|""|""|""|""|""|"41222.0000"|"17626154.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0387674"|"CENTRAL MAINE REAL ESTATE MANAGEMENT CORP"|"830228"|""|""|""|""|""|""|""|"0.0000"|"99559.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"99559.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0492747"|"Evergreen Behavioral Services"|"830230"|""|""|""|"6127.0000"|"308073.0000"|""|""|"314200.0000"|"723503.0000"|"281.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"995.0000"|""|"-995.0000"|"-995.0000"|""|""|""|""|""|""|""|""|""|""|""|"1036989.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0705428"|"Ukrainian Ministry, Inc."|"824619"|""|""|""|""|""|"51922.0000"|""|"51922.0000"|"51922.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"51922.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0723520"|"Edward M. Armfield Sr. Civic & Recreation Center"|"824621"|"0.0000"|"385129.0000"|"13063.0000"|"0.0000"|"10456.0000"|"33138.0000"|""|"441746.0000"|"96497.0000"|"1296.0000"|""|""|"30123.0000"|""|""|""|"30123.0000"|""|"30123.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"6981.0000"|"576683.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0731740"|"IRENE'S CHRIST, AN ACADEMY INC"|"824623"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"147127.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"147127.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0773840"|"Syracuse Community Center Inc"|"824624"|""|"608.0000"|""|""|""|"6611.0000"|""|"7219.0000"|"3172.0000"|"40736.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"5908.0000"|"2578.0000"|"3330.0000"|""|""|""|""|""|""|""|"54457.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0909843"|"Friends of Kenya Wildlife Trust"|"824628"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"266850.0000"|"0.0000"|"266850.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"266850.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0946106"|"Volunteer & Exempt Fireman's Benevolent Assn. of Inwood"|"824630"|"0.0000"|"410.0000"|"0.0000"|"0.0000"|"28082.0000"|"0.0000"|"0.0000"|"28492.0000"|""|"13020.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"41512.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6011528"|"Walter Bisbee Trust"|"824633"|""|""|""|""|""|""|""|""|""|"270060.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"270060.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6016305"|"EPHRIAN H JOHNSON POST #9 AMERICAN LEGION"|"824635"|"0.0000"|"4950.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"4950.0000"|"264108.0000"|"230.0000"|"0.0000"|"0.0000"|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"269288.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6019960"|"WALTON LINCOLN TRUST OCHR"|"830233"|""|""|""|""|""|""|""|""|""|"28913.0000"|"10.0000"|""|""|""|""|""|""|""|""|"444963.0000"|""|"426289.0000"|""|"18674.0000"|""|"18674.0000"|""|""|""|""|""|""|""|""|""|""|""|"47597.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0119965"|"CLUB MONT ROYAL"|"831468"|""|"4972.0000"|""|""|""|""|""|"4972.0000"|""|""|""|""|"900.0000"|""|"1035.0000"|""|"-135.0000"|""|"-135.0000"|""|""|""|""|""|""|""|"0.0000"|""|""|""|"17436.0000"|"7356.0000"|"10080.0000"|"338256.0000"|"148067.0000"|"190189.0000"|"1184.0000"|"206290.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0264870"|"CHRISTMAS COVE IMPROVEMENT ASSOCIATION"|"831451"|""|""|""|""|""|"900.0000"|""|"900.0000"|"255528.0000"|"4003.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"260431.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0508465"|"HOSPICE REGATTA OF MAINE"|"831453"|""|""|""|""|""|"35855.0000"|""|"35855.0000"|""|"25.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"6499.0000"|"5726.0000"|"773.0000"|""|""|""|""|""|""|""|"36653.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0523776"|"Spring Point Ledge Light Trust"|"831454"|"0.0000"|"175.0000"|"0.0000"|"0.0000"|"0.0000"|"18698.0000"|"0.0000"|"18873.0000"|"6582.0000"|"100.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"933.0000"|"0.0000"|"933.0000"|"0.0000"|"26488.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0528754"|"THE OPERA HOUSE AT BOOTHBAY HARBOR"|"831455"|""|""|""|""|""|"864731.0000"|"4921.0000"|"864731.0000"|"158745.0000"|"3394.0000"|""|""|"4667.0000"|""|"0.0000"|""|"4667.0000"|""|"4667.0000"|"4848.0000"|""|"4921.0000"|""|"-73.0000"|""|"-73.0000"|"0.0000"|"12804.0000"|"632.0000"|"12172.0000"|""|""|""|""|""|""|"6927.0000"|"1050563.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0551364"|"TECH COAST ANGELS INC."|"831456"|""|""|""|""|""|""|""|""|"288038.0000"|"107.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"161954.0000"|"450099.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0593756"|"THE HERITAGE SOCCER CLUB, INC."|"831458"|""|""|""|""|""|""|""|""|"416218.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"416218.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0594671"|"GILEAD COMMUNITY DEVELOPMENT CORPORATION INC"|"831459"|"0.0000"|"0.0000"|""|"0.0000"|"0.0000"|"2200.0000"|"0.0000"|"2200.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"89088.0000"|""|"87527.0000"|""|"1561.0000"|""|"1561.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"3761.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0199142"|"ABENAKEE CLUB"|"824598"|""|""|""|""|""|""|""|""|"538892.0000"|"855.0000"|""|""|"12000.0000"|""|"1115.0000"|""|"10885.0000"|""|"10885.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"23755.0000"|"19965.0000"|"3790.0000"|"871.0000"|"555293.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0277845"|"Stanwood Wildlife Sanctuary"|"824599"|""|""|""|""|""|"69145.0000"|""|"69145.0000"|""|"5867.0000"|""|""|"500.0000"|""|"0.0000"|""|"500.0000"|""|"500.0000"|"427972.0000"|""|"407681.0000"|""|"20291.0000"|""|"20291.0000"|""|""|""|""|""|""|""|"14666.0000"|"6755.0000"|"7911.0000"|""|"119287.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0383489"|"PINE TREE QUILTERS GUILD, INC."|"824600"|""|"27945.0000"|"9209.0000"|""|""|""|""|"37154.0000"|""|"270.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"9209.0000"|"150696.0000"|"100878.0000"|"49818.0000"|""|""|""|""|""|""|"2948.0000"|"90190.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0463933"|"The Presque Isle Historical Society"|"824602"|""|""|""|""|""|"17421.0000"|""|"17421.0000"|"295.0000"|"13876.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"171.0000"|"31763.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0477639"|"WELLPOINT RETIREE VEBA TRUST"|"824604"|""|""|""|""|""|""|""|"0.0000"|"30000000.0000"|"379801.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|"15561019.0000"|""|"15277833.0000"|""|"283186.0000"|"283186.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"30662987.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0479444"|"PARENT RESOURCE CENTER"|"824606"|"12500.0000"|""|"9673.0000"|""|"48632.0000"|""|""|"70805.0000"|"16315.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"87120.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0517035"|"CMP PRM NON-UNION VEBA TRUST"|"824609"|""|""|""|""|""|""|""|""|""|"169395.0000"|""|""|""|""|""|""|""|""|""|"4749204.0000"|""|"4353186.0000"|""|"396018.0000"|""|"396018.0000"|""|""|""|""|""|""|""|""|""|""|""|"565413.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0527044"|"OCTOBER CORPORATION"|"824611"|""|""|""|""|""|""|""|""|""|"44365.0000"|""|""|"3324482.0000"|""|"6083824.0000"|""|"-2759342.0000"|""|"-2759342.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"-2714977.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0637750"|"ARIZONA ADVOCACY NETWORK"|"831460"|"0.0000"|"4525.0000"|"0.0000"|"0.0000"|"0.0000"|"58149.0000"|"0.0000"|"62674.0000"|"80006.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"142680.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0847951"|"MOORPARK SAINTS PYFL"|"831461"|""|"22976.0000"|"7126.0000"|""|""|"2480.0000"|""|"32582.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"32582.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6010461"|"OCEAN VIEW CEMETERY"|"831462"|""|""|""|""|"3750.0000"|""|""|"3750.0000"|"39420.0000"|"18742.0000"|""|""|""|""|""|""|""|""|""|"124836.0000"|""|"127841.0000"|""|"-3005.0000"|""|"-3005.0000"|""|""|""|""|""|""|""|""|""|""|""|"58907.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6016268"|"Tardiff Belanger Post #39, The Arnerican Legion"|"831463"|"0.0000"|"4127.0000"|"0.0000"|"0.0000"|"600.0000"|"8067.0000"|"0.0000"|"12794.0000"|"0.0000"|"11.0000"|"0.0000"|"0.0000"|"1169.0000"|""|"0.0000"|""|"1169.0000"|"0.0000"|"1169.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"15100.0000"|"9174.0000"|"5926.0000"|"279274.0000"|"226899.0000"|"52375.0000"|"67820.0000"|"35274.0000"|"32546.0000"|"0.0000"|"104821.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6018568"|"The American Legion"|"831464"|""|""|"777246.0000"|""|""|""|""|"777246.0000"|""|"189.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"777435.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
