"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"TOT_REV_CURRENT"|"DISCONTINUED_OPS_CBX"|"TOT_VOLUNTEERS"|"TOT_UBR"|"NET_UBR_990T"|"CONTRIB_ALL_PRIOR"|"SERVICE_REVENUE_PRIOR"|"INCOME_INVESTMENT_PRIOR"|"REVENUE_OTHER_PRIOR"|"TOT_REV_PRIOR"|"GRANTS_PRIOR"|"BENEFITS_TOTAL_PRIOR"|"COMP_BENEFITS_PRIOR"|"FUNDRAISING_TOTAL_PRIOR"|"OTHER_EXPENSES_PRIOR"|"EXPENSES_TOTAL_PRIOR"|"REV_EXP_PRIOR"
"01-0491904"|"MAINE RENEWABLE ENERGY ASSOCIATION"|"1216574"|"295639.0000"|""|"25"|"0.0000"|""|""|"387858.0000"|"198.0000"|"2790.0000"|"390846.0000"|""|""|""|""|"339494.0000"|"339494.0000"|"51352.0000"
"01-0788905"|"MASTER BREWERS ASSOCIATION OF THE AMERICAS INC"|"1216575"|"1292599.0000"|""|"2700"|"779.0000"|"0.0000"|"3913.0000"|"1347454.0000"|"29134.0000"|"51594.0000"|"1432095.0000"|"6698.0000"|"0.0000"|"126603.0000"|"0.0000"|"1196332.0000"|"1329633.0000"|"102462.0000"
"01-0496076"|"FRATERNAL ORDER OF EAGLES #4352"|"1226617"|"324711.0000"|""|"304"|"0.0000"|"0.0000"|"10265.0000"|"0.0000"|"0.0000"|"309917.0000"|"320182.0000"|""|""|"27028.0000"|""|"232793.0000"|"259821.0000"|"60361.0000"
"02-0130185"|"ROCHESTER LODGE OF ELKS #1393"|"1226619"|"345179.0000"|""|"50"|"51616.0000"|"3706.0000"|"61293.0000"|"9189.0000"|"61516.0000"|"313352.0000"|"445350.0000"|""|""|"150869.0000"|""|"270111.0000"|"420980.0000"|"24370.0000"
"01-0961799"|"HOPE BUILDERS INTERNATIONAL"|"1226885"|"390329.0000"|""|"2"|"0.0000"|"0.0000"|"355593.0000"|""|"379926.0000"|"80.0000"|"735599.0000"|""|""|"136374.0000"|""|"363464.0000"|"499838.0000"|"235761.0000"
"01-0781066"|"LONG ISLAND LIBERTY LACROSSE INC"|"1227102"|"491616.0000"|""|""|""|"0.0000"|"12930.0000"|"455967.0000"|"66.0000"|""|"468963.0000"|""|""|""|""|"492055.0000"|"492055.0000"|"-23092.0000"
"01-0501407"|"UNION WORKERS BENEFITS TRUST"|"1227547"|"3170478.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0362343"|"THE CHILD HEALTH CENTER CO JOHN GRIFFITH"|"1199988"|"260446.0000"|""|"0"|"0.0000"|"0.0000"|"25.0000"|"0.0000"|"-51269.0000"|"17121.0000"|"-34123.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"14213.0000"|"14213.0000"|"-48336.0000"
"01-0566111"|"SCHENECTADY COMMUNITY HOME INC"|"1237832"|"231312.0000"|""|"165"|"0.0000"|"0.0000"|"172006.0000"|"0.0000"|"1734.0000"|"17763.0000"|"191503.0000"|"0.0000"|"0.0000"|"109210.0000"|"0.0000"|"114924.0000"|"224134.0000"|"-32631.0000"
"01-0649812"|"TWINSBURG YOUTH SOFTBALL LEAGUE INC"|"1237834"|"28658.0000"|""|"0"|"0.0000"|"0.0000"|""|"25713.0000"|"46.0000"|""|"25759.0000"|"1000.0000"|""|""|""|"25204.0000"|"26204.0000"|"-445.0000"
"01-0455355"|"MID-COAST HABITAT FOR HUMANITY, INC."|"1200603"|"348813.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0052260"|"Cumberland Club"|"1239610"|"506382.0000"|""|"0"|"-5068.0000"|"0.0000"|"0.0000"|"468874.0000"|"142.0000"|"-54192.0000"|"414824.0000"|"0.0000"|"0.0000"|"244398.0000"|"0.0000"|"392737.0000"|"637135.0000"|"-222311.0000"
"01-0345660"|"BOOTHBAY REGION AMBULANCE SERVICE"|"1239614"|"875792.0000"|""|"40"|"0.0000"|"0.0000"|"140813.0000"|"588607.0000"|"8293.0000"|"-500.0000"|"737213.0000"|"0.0000"|"0.0000"|"415870.0000"|"0.0000"|"240047.0000"|"655917.0000"|"81296.0000"
"01-0735034"|"REED ACADEMY"|"1243942"|"3463195.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0504905"|"GULF OF MAINE RESEARCH INSTITUTE"|"1244173"|"7739982.0000"|""|"5"|"0.0000"|"0.0000"|"7068860.0000"|"785826.0000"|"78855.0000"|"84827.0000"|"8018368.0000"|"0.0000"|"0.0000"|"3717630.0000"|"2909.0000"|"4295484.0000"|"8016023.0000"|"2345.0000"
"01-0838477"|"SOUTHERN IOWA COG HOUSING TRUST FUN"|"1247337"|"71380.0000"|""|""|"0.0000"|""|"534106.0000"|"0.0000"|"7272.0000"|"24.0000"|"541402.0000"|"20000.0000"|"0.0000"|"0.0000"|"0.0000"|"45012.0000"|"65012.0000"|"476390.0000"
"01-6045966"|"SOUTH PORTLAND HISTORICAL SOCIETY"|"1247339"|"53636.0000"|""|"50"|"0.0000"|"0.0000"|"57715.0000"|"0.0000"|"96.0000"|"7103.0000"|"64914.0000"|"0.0000"|"0.0000"|"24500.0000"|"0.0000"|"28364.0000"|"52864.0000"|"12050.0000"
"01-0357595"|"Somerset Humane Society"|"1247321"|"155568.0000"|""|"189"|"0.0000"|""|"271415.0000"|"34384.0000"|"23636.0000"|""|"329435.0000"|""|""|"92234.0000"|""|"74974.0000"|"167208.0000"|"162227.0000"
"01-0711547"|"CROSS-GENERATION DBA CONNECTED FAMILIES"|"1247332"|"842440.0000"|""|"0"|"0.0000"|"0.0000"|"202318.0000"|"623020.0000"|"493.0000"|"5769.0000"|"831600.0000"|"0.0000"|"0.0000"|"648852.0000"|"0.0000"|"138438.0000"|"787290.0000"|"44310.0000"
"01-0747396"|"VOUGHT AIRCRAFT HERITAGE FOUNDATION"|"1247333"|"180643.0000"|""|"50"|""|""|"58.0000"|""|"543.0000"|""|"601.0000"|""|""|""|""|"63076.0000"|"63076.0000"|"-62475.0000"
"01-0414441"|"Maine Migrant Health Program, Inc."|"1243144"|"910157.0000"|""|"20"|"0.0000"|"0.0000"|"868475.0000"|"5876.0000"|"303.0000"|"3297.0000"|"877951.0000"|"0.0000"|"0.0000"|"442275.0000"|"0.0000"|"414143.0000"|"856418.0000"|"21533.0000"
"01-0939141"|"RESTAURANT OPPORTUNITIES CENTERS UNITED"|"1245617"|"3480945.0000"|""|"40"|"0.0000"|"0.0000"|"2721744.0000"|"0.0000"|"418.0000"|"19485.0000"|"2741647.0000"|"0.0000"|"0.0000"|"1203916.0000"|"0.0000"|"1378645.0000"|"2582561.0000"|"159086.0000"
"01-0275875"|"METHODIST CONFERENCE HOME INC"|"1247313"|"1047064.0000"|""|"60"|"0.0000"|"0.0000"|"549621.0000"|"368301.0000"|"555.0000"|"77722.0000"|"996199.0000"|"0.0000"|"0.0000"|"354502.0000"|"0.0000"|"540932.0000"|"895434.0000"|"100765.0000"
"01-0229448"|"WASHINGTON ACADEMY"|"1251071"|"5739885.0000"|""|"0"|"0.0000"|"0.0000"|"115244.0000"|"6724920.0000"|"60655.0000"|"45944.0000"|"6946763.0000"|"0.0000"|"0.0000"|"3688578.0000"|"1844.0000"|"2633363.0000"|"6323785.0000"|"622978.0000"
"01-0380150"|"MECHANIC FALLS DEVELOPMENT COMMISSION"|"1251074"|"17327.0000"|""|""|"0.0000"|""|""|"13608.0000"|"2959.0000"|""|"16567.0000"|""|""|""|""|"11131.0000"|"11131.0000"|"5436.0000"
"01-6010284"|"Scarborough Public Library"|"1251082"|"1003433.0000"|""|"33"|"0.0000"|"0.0000"|"872289.0000"|"22035.0000"|"13636.0000"|"19984.0000"|"927944.0000"|"0.0000"|"0.0000"|"671512.0000"|"0.0000"|"336649.0000"|"1008161.0000"|"-80217.0000"
"01-0833397"|"Global Refuge International"|"1252036"|"304083.0000"|""|"75"|"0.0000"|""|"230580.0000"|"155.0000"|"-374.0000"|""|"230361.0000"|""|""|"18593.0000"|""|"208446.0000"|"227039.0000"|"3322.0000"
"01-0508136"|"FRIENDS OF THE KENNEBEC RIVER RAIL TRAIL INC"|"1252290"|"34912.0000"|""|""|"0.0000"|""|"35815.0000"|""|"408.0000"|""|"36223.0000"|""|""|""|""|"29934.0000"|"29934.0000"|"6289.0000"
"01-0536785"|"UNITY FOUNDATION"|"1252291"|"247968.0000"|""|"3"|"0.0000"|"0.0000"|"20000.0000"|"250.0000"|"99767.0000"|"-10908.0000"|"109109.0000"|"139934.0000"|"0.0000"|"139141.0000"|"0.0000"|"205816.0000"|"484891.0000"|"-375782.0000"
"01-0547336"|"NORTHERN LIGHTHOUSE"|"1252292"|"3108192.0000"|""|""|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0222123"|"Capital Region Health Care Corporation"|"1241172"|"388590.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0029480"|"BIDDEFORD-SACO CHAMBER OF COMMERCE"|"1241393"|"241366.0000"|""|"2"|"0.0000"|""|""|"175763.0000"|"1501.0000"|"29822.0000"|"207086.0000"|""|""|"128134.0000"|""|"123583.0000"|"251717.0000"|"-44631.0000"
"01-0288480"|"THREE RIVERS AMBULANCE SERVICE"|"1241394"|"306759.0000"|""|"10"|"0.0000"|"0.0000"|"0.0000"|"292136.0000"|"150.0000"|"0.0000"|"292286.0000"|"0.0000"|"0.0000"|"156193.0000"|"0.0000"|"190908.0000"|"347101.0000"|"-54815.0000"
"01-0425115"|"MID-MAINE HOMELESS SHELTER"|"1241399"|"1204913.0000"|""|"300"|"0.0000"|"0.0000"|"1144861.0000"|"0.0000"|"2989.0000"|"44957.0000"|"1192807.0000"|"0.0000"|"0.0000"|"225995.0000"|"0.0000"|"216938.0000"|"442933.0000"|"749874.0000"
"01-0697940"|"WOMEN IN PROGRESS INC"|"1246334"|"473225.0000"|""|"46"|"0.0000"|"0.0000"|"15037.0000"|"77687.0000"|"1.0000"|"264377.0000"|"357102.0000"|"0.0000"|"0.0000"|"270661.0000"|"433.0000"|"124794.0000"|"395888.0000"|"-38786.0000"
"01-0851830"|"REGULATORY COMPLIANCE ASSOCIATION"|"1246600"|"604591.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0491854"|"EqualityMaine"|"1246699"|"231410.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0802772"|"ST LUKE HOUSING MINISTRY INC"|"1256616"|"227735.0000"|""|"10"|"0.0000"|"0.0000"|"133070.0000"|"99415.0000"|"816.0000"|"15965.0000"|"249266.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"265357.0000"|"265357.0000"|"-16091.0000"
"01-0523789"|"PARK STREET HOME"|"1254251"|"261218.0000"|""|"4"|"0.0000"|""|""|"269336.0000"|""|""|"269336.0000"|""|""|"168822.0000"|""|"110885.0000"|"279707.0000"|"-10371.0000"
"01-0363873"|"NATIONAL RURAL HEALTH ASSOCIATION"|"1256604"|"4597862.0000"|""|"275"|"123055.0000"|"21334.0000"|"3124587.0000"|"1114864.0000"|"872.0000"|"144401.0000"|"4384724.0000"|"1580659.0000"|"0.0000"|"1363145.0000"|"0.0000"|"1364769.0000"|"4308573.0000"|"76151.0000"
"01-0365398"|"AROOSTOOK REGIONAL TRANSPORTATION SYS"""|"1279528"|"3748376.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0389226"|"TAMC TITLE CORPORATION"|"1279530"|"99599.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0545125"|"Trustees of Monmouth Academy"|"1261010"|"157740.0000"|""|"0"|"0.0000"|"0.0000"|"12249.0000"|"0.0000"|"109647.0000"|"0.0000"|"121896.0000"|"34110.0000"|"0.0000"|"500.0000"|"0.0000"|"25707.0000"|"60317.0000"|"61579.0000"
"01-0729039"|"NORTHEAST WILDERNESS TRUST CORPORATION"|"1256613"|"841243.0000"|""|"8"|"0.0000"|"0.0000"|"268900.0000"|"0.0000"|"48163.0000"|"0.0000"|"317063.0000"|"0.0000"|"0.0000"|"130374.0000"|"0.0000"|"148373.0000"|"278747.0000"|"38316.0000"
"01-0772839"|"Homes of Hope Inc"|"1256615"|"180200.0000"|""|"260"|"0.0000"|""|"171234.0000"|""|"13.0000"|""|"171247.0000"|""|""|"31833.0000"|""|"140341.0000"|"172174.0000"|"-927.0000"
"01-0724403"|"Wild Waterways Conservancy Inc"|"1261214"|"811.0000"|""|"9"|"0.0000"|"0.0000"|"22980.0000"|""|"319.0000"|"17900.0000"|"41199.0000"|""|""|""|""|"40417.0000"|"40417.0000"|"782.0000"
"01-0477310"|"CHRISTIAN MISSION SERVICES"|"1279955"|"379801.0000"|""|"10"|""|""|"108552.0000"|"95042.0000"|"27.0000"|""|"203621.0000"|"146245.0000"|""|""|""|"11986.0000"|"158231.0000"|"45390.0000"
"01-0503126"|"Maine Philanthropy Center"|"1279956"|"474837.0000"|""|"16"|"0.0000"|"0.0000"|"306675.0000"|"30068.0000"|"3042.0000"|"0.0000"|"339785.0000"|"0.0000"|"0.0000"|"219658.0000"|"0.0000"|"141056.0000"|"360714.0000"|"-20929.0000"
"01-0211488"|"Trustees of Bloomfield Academy"|"1259319"|"381087.0000"|""|"45"|"0.0000"|"0.0000"|"244417.0000"|"0.0000"|"137753.0000"|"22645.0000"|"404815.0000"|"297059.0000"|"0.0000"|"91048.0000"|"0.0000"|"67782.0000"|"455889.0000"|"-51074.0000"
"01-0270690"|"NATURAL RESOURCES COUNCIL OF MAINE INC"|"1259321"|"2341244.0000"|""|"36"|"0.0000"|"0.0000"|"1962738.0000"|"0.0000"|"85072.0000"|"13934.0000"|"2061744.0000"|"0.0000"|"0.0000"|"1393936.0000"|"0.0000"|"602024.0000"|"1995960.0000"|"65784.0000"
"01-0566395"|"BUILDERS BEYOND BORDERS, INC."|"1282373"|"895926.0000"|""|"10"|"0.0000"|"0.0000"|"767865.0000"|"0.0000"|"2532.0000"|"36048.0000"|"806445.0000"|"0.0000"|"0.0000"|"182954.0000"|"0.0000"|"688240.0000"|"871194.0000"|"-64749.0000"
"01-0262323"|"Northern Maine General"|"1282363"|"11200451.0000"|""|"5"|"0.0000"|"0.0000"|"20915.0000"|"11277775.0000"|"60292.0000"|"22200.0000"|"11381182.0000"|"0.0000"|"0.0000"|"7277025.0000"|"0.0000"|"3386972.0000"|"10663997.0000"|"717185.0000"
"01-0706379"|"WESTBY HOUSING ASSOCIATES INC"|"1289051"|"1504140.0000"|""|"7"|"0.0000"|"0.0000"|"68671.0000"|"1323249.0000"|"829.0000"|"14117.0000"|"1406866.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"1488121.0000"|"1488121.0000"|"-81255.0000"
"02-0241839"|"NEW HAMPSHIRE A.F.L. - C.I.O."|"1289059"|"423849.0000"|""|"76"|"0.0000"|""|"400374.0000"|"9329.0000"|"126.0000"|"3285.0000"|"413114.0000"|""|""|"314644.0000"|""|"104374.0000"|"419018.0000"|"-5904.0000"
"01-0388637"|"New England Baptist Bible College"|"1289040"|"375289.0000"|""|"3"|""|""|"209111.0000"|"253127.0000"|"533.0000"|"1402.0000"|"464173.0000"|"0.0000"|"0.0000"|"296017.0000"|"0.0000"|"207407.0000"|"503424.0000"|"-39251.0000"
"01-0589882"|"JARED C. BRUCE ACADEMY"|"1289050"|"1434190.0000"|""|"5"|"0.0000"|"0.0000"|"71366.0000"|"1296723.0000"|""|"72450.0000"|"1440539.0000"|""|""|"901135.0000"|""|"657675.0000"|"1558810.0000"|"-118271.0000"
"01-0211811"|"Kennebec Valley YMCA"|"1260532"|"2341588.0000"|""|"51"|"0.0000"|"0.0000"|"209240.0000"|"1810126.0000"|"16170.0000"|"83986.0000"|"2119522.0000"|"0.0000"|"0.0000"|"1373447.0000"|"0.0000"|"1155817.0000"|"2529264.0000"|"-409742.0000"
"01-0963014"|"Coastal Marin Fund"|"1260534"|"11394.0000"|""|"5"|"0.0000"|""|"0.0000"|"8475.0000"|""|""|"8475.0000"|""|""|""|""|"1104.0000"|"1104.0000"|"7371.0000"
"01-0490882"|"FRATERNAL ORDER OF EAGLES #4330"|"1265572"|"265853.0000"|""|"319"|"0.0000"|"0.0000"|"8729.0000"|"0.0000"|"42.0000"|"184441.0000"|"193212.0000"|""|""|"45111.0000"|""|"139833.0000"|"184944.0000"|"8268.0000"
"01-0315296"|"AVESTA HOUSING DEVELOPMENT CORPORTAION"|"1266020"|"8990690.0000"|""|"0"|"0.0000"|"0.0000"|"12751073.0000"|"3734206.0000"|"164283.0000"|"0.0000"|"16649562.0000"|"0.0000"|"0.0000"|"2150198.0000"|"0.0000"|"13259055.0000"|"15409253.0000"|"1240309.0000"
"01-0810218"|"LITTLE RIVER CHAMBER OF COMMERCE AND VISITORS CENT"|"1278378"|"173607.0000"|""|"2"|"0.0000"|"0.0000"|"127218.0000"|"60642.0000"|""|"3633.0000"|"191493.0000"|""|""|"76511.0000"|""|"189367.0000"|"265878.0000"|"-74385.0000"
"01-6040875"|"MELVIN SIMMONS TRUST KENNEBEC SAVINGS BANK TRUSTEE"|"1289056"|"57506.0000"|""|""|"0.0000"|""|""|""|"47603.0000"|"1284.0000"|"48887.0000"|"52544.0000"|""|"7499.0000"|""|"1198.0000"|"61241.0000"|"-12354.0000"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"1266701"|"328143108.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0217211"|"INLAND HOSPITAL"|"1266702"|"121749258.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0459837"|"Acadia Hospital Corporation"|"1266703"|"80826507.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0471151"|"Regulatory Assistance Project"|"1276548"|"10859426.0000"|""|""|"0.0000"|""|"8754336.0000"|"458589.0000"|"9369.0000"|""|"9222294.0000"|"20000.0000"|""|"3718100.0000"|""|"4866776.0000"|"8604876.0000"|"617418.0000"
"01-0145135"|"PROUTS NECK COUNTRY CLUB"|"1298386"|"1345080.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0229110"|"WILLIAM MARCONI ITALIAN CLUB"|"1309786"|"200910.0000"|""|"60"|"0.0000"|"0.0000"|""|"22168.0000"|"115.0000"|"149042.0000"|"171325.0000"|"9339.0000"|""|"86897.0000"|""|"92436.0000"|"188672.0000"|"-17347.0000"
"01-6186835"|"NATIONAL CONFERENCE ON PUBLIC EMPLOYEE RETIREMENT SYSTEMS IRREVOCABLE TRUST"|"1298390"|"301047.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0524834"|"SPRING HARBOR HOSPITAL"|"1264995"|"33513994.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0145138"|"PROUTS NECK YACHT CLUB"|"1298696"|"233954.0000"|""|""|"0.0000"|""|"7672.0000"|"220709.0000"|"1427.0000"|"16198.0000"|"246006.0000"|""|""|"99559.0000"|""|"140503.0000"|"240062.0000"|"5944.0000"
"01-0241055"|"MAINE PRINCIPALS' ASSOCIATION"|"1299772"|"2034572.0000"|""|"0"|"12821.0000"|"-8874.0000"|"365854.0000"|"1669124.0000"|"-3843.0000"|"120106.0000"|"2151241.0000"|""|""|"677933.0000"|""|"1463256.0000"|"2141189.0000"|"10052.0000"
"01-0659863"|"RAW INSPIRATION, INC."|"1302298"|"595708.0000"|""|"5"|"0.0000"|"0.0000"|""|"1116361.0000"|""|""|"1116361.0000"|"37932.0000"|""|"525558.0000"|""|"559989.0000"|"1123479.0000"|"-7118.0000"
"01-0348709"|"OGUNQUIT CHAMBER OF COMMERCE"|"1265068"|"424037.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0333304"|"FOX ISLANDS ELECTRIC COOPERATIVE INC"|"1309102"|"1512990.0000"|""|"0"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"4250.0000"|"1580235.0000"|"1584485.0000"|"0.0000"|"0.0000"|"820095.0000"|"0.0000"|"665092.0000"|"1485187.0000"|"99298.0000"
"01-0219904"|"STEPHENS MEMORIAL HOSPITAL ASSOC"|"1309400"|"58441403.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0387300"|"VILE ARBORETUM"|"1309782"|"158174.0000"|""|"95"|"0.0000"|""|"121380.0000"|"23967.0000"|"-8235.0000"|"34507.0000"|"171619.0000"|""|""|"120025.0000"|""|"72413.0000"|"192438.0000"|"-20819.0000"
"01-0804043"|"SALMON OF AMERICAS, INC."|"1284612"|"460.0000"|""|"0"|""|""|""|""|""|""|""|""|""|"21949.0000"|""|"217186.0000"|"239135.0000"|"-239135.0000"
"01-0843142"|"SCUBANAUTS INTERNATIONAL, INC"|"1284613"|"669268.0000"|""|""|"0.0000"|"0.0000"|"258471.0000"|"0.0000"|"0.0000"|"0.0000"|"258471.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"184181.0000"|"184181.0000"|"74290.0000"
"01-0488811"|"MAINE STATE GOLF ASSOCIATION INC"|"1309783"|"1022893.0000"|""|"100"|"0.0000"|"0.0000"|"58410.0000"|"912206.0000"|"1228.0000"|"19297.0000"|"991141.0000"|"74185.0000"|"0.0000"|"178151.0000"|"0.0000"|"686314.0000"|"938650.0000"|"52491.0000"
"01-0601606"|"American Int'l School of Bamako Foundation"|"1285383"|"2243031.0000"|""|""|"0.0000"|"0.0000"|"446.0000"|"1601404.0000"|"12459.0000"|"0.0000"|"1614309.0000"|"1977706.0000"|"0.0000"|"0.0000"|"0.0000"|"34131.0000"|"2011837.0000"|"-397528.0000"
"01-0547055"|"Marine Community Action Association"|"1286044"|"217413.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0818635"|"KINGS ACADEMY CHRISTIAN SCHOOL INC"|"1286046"|"693586.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0472430"|"ROYAL RIVER CONSERVATION TRUST"|"1286248"|"133661.0000"|""|"40"|"0.0000"|""|"233042.0000"|"103782.0000"|"3096.0000"|""|"339920.0000"|""|""|"96639.0000"|""|"37318.0000"|"133957.0000"|"205963.0000"
"01-0485254"|"WILHELM REICH INFANT TRUST CORP"|"1286249"|"142352.0000"|""|"25"|"0.0000"|""|"41895.0000"|"2523.0000"|"16.0000"|"37674.0000"|"82108.0000"|""|""|"92569.0000"|""|"82910.0000"|"175479.0000"|"-93371.0000"
"01-0509203"|"CHEBEAGUE RECREATION CENTER INC"|"1286250"|"238208.0000"|""|""|"0.0000"|""|"135558.0000"|"109747.0000"|"2179.0000"|"885.0000"|"248369.0000"|""|""|"121047.0000"|""|"135820.0000"|"256867.0000"|"-8498.0000"
"01-0765675"|"JOAN MALE FAMILY SUPPORT CENTER FOUNDATION"|"1286261"|"71547.0000"|""|""|"-4410.0000"|"-3026.0000"|"600.0000"|"67500.0000"|""|"4997.0000"|"73097.0000"|""|""|"1400.0000"|""|"94217.0000"|"95617.0000"|"-22520.0000"
"01-0800764"|"HERITAGE REGIONAL LIBRARY FDN"|"1286263"|"311939.0000"|""|""|"0.0000"|""|"274160.0000"|""|"359.0000"|""|"274519.0000"|""|""|""|""|"168804.0000"|"168804.0000"|"105715.0000"
"01-0329208"|"AMERICAN VETERANS WWII, POST NUMBEP"|"1306610"|"168398.0000"|""|"13"|"77702.0000"|"-2311.0000"|"11095.0000"|""|"223.0000"|"152741.0000"|"164059.0000"|"7420.0000"|""|"51925.0000"|""|"74564.0000"|"133909.0000"|"30150.0000"
"01-0342859"|"SPORTS PROJECTS INC"|"1264450"|"-47929.0000"|""|"15"|"0.0000"|"0.0000"|"0.0000"|"27686.0000"|"82458.0000"|"0.0000"|"110144.0000"|"13589.0000"|"0.0000"|"25495.0000"|"13555.0000"|"17238.0000"|"69877.0000"|"40267.0000"
"01-0246804"|"VNA Home Health & Hospice"|"1305777"|"13905372.0000"|""|"198"|"0.0000"|"0.0000"|"176221.0000"|"11068613.0000"|"-30351.0000"|"0.0000"|"11214483.0000"|"0.0000"|"0.0000"|"8306586.0000"|"0.0000"|"2424262.0000"|"10730848.0000"|"483635.0000"
"01-0752319"|"PITTSBURGH REGIONAL HEALTHCARE INITIATIVE"|"1311998"|"3602621.0000"|""|"0"|"0.0000"|"0.0000"|"2743018.0000"|"561899.0000"|"0.0000"|"0.0000"|"3304917.0000"|"0.0000"|"0.0000"|"2248338.0000"|"0.0000"|"1848339.0000"|"4096677.0000"|"-791760.0000"
"01-0382676"|"Employees of Municipal and Other Public Employers c"|"1303997"|"121466695.0000"|""|"11"|"0.0000"|"0.0000"|""|"119173695.0000"|"1149712.0000"|""|"120323407.0000"|""|"113991588.0000"|""|""|"6506646.0000"|"120498234.0000"|"-174827.0000"
"01-0974882"|"Faith & Dreams Academy Inc"|"1304002"|"964455.0000"|""|""|"0.0000"|""|"35685.0000"|"970519.0000"|""|""|"1006204.0000"|""|""|"656423.0000"|""|"354791.0000"|"1011214.0000"|"-5010.0000"
"01-0595129"|"CALIFORNIA ISSUES FORUM"|"1326584"|"540010.0000"|""|"5"|"0.0000"|""|"486858.0000"|""|"79.0000"|""|"486937.0000"|"6500.0000"|""|""|"55000.0000"|"589845.0000"|"651345.0000"|"-164408.0000"
"01-0657646"|"International Apostolic Missions"|"1327148"|"1224929.0000"|""|"10"|"0.0000"|"0.0000"|"1225506.0000"|""|""|""|"1225506.0000"|""|""|""|""|"1196515.0000"|"1196515.0000"|"28991.0000"
"01-0717158"|"GEORGETOWN COMMUNITY RESOURCE CRNTER"|"1327149"|"202553.0000"|""|"0"|"0.0000"|"0.0000"|"176627.0000"|"41691.0000"|"2.0000"|""|"218320.0000"|""|""|""|""|"204014.0000"|"204014.0000"|"14306.0000"
"01-0263908"|"SKOWHEGAN SCHOOL OF PAINTING AND SCULPTURE INC"|"1313329"|"2966673.0000"|""|"0"|"0.0000"|"0.0000"|"763507.0000"|"453400.0000"|"1524885.0000"|"74177.0000"|"2815969.0000"|"226266.0000"|"0.0000"|"827000.0000"|"0.0000"|"763030.0000"|"1816296.0000"|"999673.0000"
"01-0436841"|"Bangor Hydro Electric Company VEBA TRUST"|"1327144"|"168.0000"|""|"0"|"0.0000"|"0.0000"|""|""|"23.0000"|""|"23.0000"|""|""|""|""|"6449.0000"|"6449.0000"|"-6426.0000"
"01-0465864"|"Hospice Volunteers of Somerset County"|"1327145"|"109687.0000"|""|"55"|"0.0000"|""|"61490.0000"|""|"910.0000"|"40326.0000"|"102726.0000"|""|""|"67257.0000"|""|"39886.0000"|"107143.0000"|"-4417.0000"
"01-0520531"|"SOUTHERN MAINE COMMUNITY COLLEGE FOUNDATION"|"1321051"|"255791.0000"|""|"13"|"0.0000"|""|"118834.0000"|""|"67597.0000"|"15171.0000"|"201602.0000"|"137912.0000"|""|""|""|"54818.0000"|"192730.0000"|"8872.0000"
"01-0913226"|"Americas Agenda Health Care for Kids"|"1322121"|"1735.0000"|""|"3"|"0.0000"|""|""|""|"1963.0000"|""|"1963.0000"|""|""|""|""|"2936.0000"|"2936.0000"|"-973.0000"
"02-0196520"|"Bellwether Community Credit Union"|"1322824"|"15788805.0000"|""|""|"314885.0000"|"115712.0000"|""|"9864178.0000"|"3568980.0000"|"1730027.0000"|"15163185.0000"|""|"2433586.0000"|"5339564.0000"|""|"6797590.0000"|"14570740.0000"|"592445.0000"
"01-0270233"|"Blue Hill Society for Aid to Children Inc"|"1323823"|"220879.0000"|""|""|"0.0000"|""|"168666.0000"|"118983.0000"|"9715.0000"|"668.0000"|"298032.0000"|"17675.0000"|""|"129392.0000"|""|"80247.0000"|"227314.0000"|"70718.0000"
