"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"ENDOW_BOY"|"ENDOW_CONTRIB"|"ENDOW_INVESTMENTS"|"ENDOW_GRANTS"|"ENDOW_OTHER_EXPENSES"|"ENDOW_ADMIN_EXPENSES"|"ENDOW_EOY"|"ENDOW_BOARD_DESIGNATED_EOY"|"ENDOW_PERMANENT_EOY"|"ENDOW_TERM_EOY"|"ENDOW_UNRELATED_ORGS_CBX"|"ENDOW_RELATED_ORGS_CBX"|"ENDOW_SCHEDR_CBX"
"01-0440702"|"Arundel Cemetery Caproration"|"1494035"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0589514"|"Green Power EMC"|"1494040"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0717158"|"GEORGETOWN COMMUNITY RESOURCE CENTER"|"1494045"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0769456"|"VENTURA HILLSIDES CONSERVANCY"|"1494048"|"111737.0000"|"520.0000"|"22158.0000"|""|""|""|"134415.0000"|"99.60"|"0.40"|""|"N"|"N"|""
"01-0853006"|"North Park USBC Youth"|"1494050"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0855170"|"Catholic Christians Defending Christ & His Church"|"1494051"|"0.0000"|""|""|""|""|""|"0.0000"|""|""|""|""|""|""
"01-0215213"|"BOWDOIN COLLEGE"|"1497088"|"902364000.0000"|"32465000.0000"|"145634000.0000"|"16808000.0000"|"21283000.0000"|"3732000.0000"|"1038640000.0000"|"7.60"|"39.40"|"53.00"|"N"|"N"|""
"01-0376014"|"WOMANCARE/AEGIS ASSOCIATION"|"1497090"|"80053.0000"|""|"10257.0000"|""|""|"709.0000"|"89601.0000"|"100.00"|""|""|"Y"|"N"|""
"01-0693025"|"GILLOURY INSTITUTE"|"1497736"|"0.0000"|""|""|""|""|""|"0.0000"|""|""|""|""|""|""
"01-0792511"|"HIGH WAY EDUCATION INC."|"1497738"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0221344"|"BRIDGTON ACADEMY"|"1499486"|"4365788.0000"|"15558.0000"|"644294.0000"|""|"194878.0000"|""|"4830762.0000"|"31.63"|"23.76"|"44.61"|"N"|"N"|""
"01-0603034"|"Rural Health Collaborative of Southern Ohio Inc"|"1499914"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0972230"|"JOSEPH OMOSHEWA MINISTRIES WORLDWIDE"|"1499916"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0351334"|"Yarmouth Historical Society"|"1501491"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6011528"|"WALTER BISBEE TRUST"|"1501990"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0277845"|"Stanwood Wildlife Sanctuary"|"1503086"|"366852.0000"|""|"0.0000"|""|""|""|"366852.0000"|""|"100.00"|""|"Y"|"N"|""
"01-0349146"|"Newport Public Library Association"|"1503087"|""|""|""|""|""|""|"0.0000"|""|""|""|""|""|""
"01-0551364"|"TECH COAST ANGELS INC."|"1503089"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0461120"|"Maine Pretrial Services"|"1503682"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6023519"|"BAY CHAMBER CONCERTS, INC."|"1503690"|"1614780.0000"|"169325.0000"|"67130.0000"|""|"525209.0000"|""|"1326026.0000"|"23.05"|"26.03"|"50.92"|"N"|"N"|""
"01-0523156"|"PHILLIPS-STRICKLAND CHARITIES"|"1504858"|"4215796.0000"|""|"854449.0000"|""|"313279.0000"|"12081.0000"|"4744885.0000"|"0.00"|"18.66"|"81.34"|"Y"|"N"|""
"01-0211568"|"YOUNG MEN'S CHRISTIAN ASSOCIATION OF SOUTHERN MAINE"|"1505400"|"698516.0000"|""|"74538.0000"|""|""|""|"773054.0000"|"52.00"|"24.00"|"24.00"|"N"|"N"|""
"01-0639265"|"Meritus Healthcare Foundation, Inc."|"1505405"|"9418213.0000"|"959301.0000"|"144728.0000"|""|"3482100.0000"|""|"7040142.0000"|""|""|"100.00"|"N"|"N"|""
"01-0833578"|"ALLIANCE JUDY IVIE BURTON TECHNOLOGY ACADEMY HIGH SCHOOL"|"1505409"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0868265"|"COVENANTOFLOVEUUL,CORP"|"1506686"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0119375"|"MEGANTIC FISH AND GAME"|"1508500"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0484154"|"MAHC INC"|"1508509"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0489978"|"SOUTHERN MAINE ECONOMIC DEVELOPMENT DISTRICT"|"1508510"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6011843"|"GREATER ANDROSCOGGIN HUMANE SOCIETY"|"1508517"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0778179"|"The Brooklyn Montesson Ltd"|"1510749"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0922089"|"GOOSES GAMERS BASEBALL INC"|"1511524"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0963014"|"Coastal Marin Fund"|"1512583"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0342596"|"BAR HARBOR HISTORICAL SOCIETY INC"|"1514903"|"0.0000"|""|""|""|""|""|"0.0000"|""|""|""|""|""|""
"01-0224898"|"HEBRON ACADEMY INCORPORATED"|"1516910"|"7555142.0000"|"18046.0000"|"782143.0000"|""|"269009.0000"|""|"8086322.0000"|""|"95.80"|"4.20"|"N"|"N"|""
"01-0386913"|"CENTRAL MAINE HEALTHCARE CORPORATION"|"1516918"|"22018061.0000"|"2498691.0000"|"1060488.0000"|""|"2848268.0000"|""|"22728972.0000"|""|"73.44"|"26.55"|"N"|"N"|""
"01-0477512"|"MAKE-A-WISH FOUNDATION OF MAINE"|"1516920"|"540554.0000"|"60.0000"|"7073.0000"|""|"54342.0000"|""|"493345.0000"|""|""|"100.00"|"N"|"N"|""
"01-0817613"|"WALKER MINISTRIES INC"|"821189"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0350707"|"PORTLAND OVATIONS"|"821351"|"597646.0000"|"50.0000"|"120354.0000"|""|"23800.0000"|""|"694250.0000"|"100.00"|""|""|"N"|"N"|""
"01-0502709"|"Atlantic States Rural Water and Wastewater Association"|"821360"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0523509"|"Center for Cetacean Research and Conservation"|"821363"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0554709"|"FLORIDA PROTON THERAPY INSTITUTE INC"|"821365"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0603214"|"SAINT FRANCIS HOSPITAL SOUTH, LLC"|"821370"|""|""|""|""|""|""|"0.0000"|""|""|""|""|""|""
"01-0639602"|"KIPP Austin Public Schools Inc"|"821374"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0782731"|"HOME SWEETS HOME YOUTH SERIVCES INC"|"823256"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0790428"|"ST JOSEPH HEALTH SYSTEM FOUNDATION"|"823311"|"138169.0000"|"65979.0000"|"25972.0000"|""|""|""|"230120.0000"|"4.00"|"96.00"|""|"Y"|"N"|"N"
"01-0535770"|"ORONO ECONOMIC DEVELOPMENT CORP"|"824303"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0539222"|"MaineStream Finance"|"824304"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0717030"|"PORTAGE BAY INSURANCE"|"824309"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0723319"|"TOBACCO FREE ALLEGHENY"|"824310"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6004444"|"Falmouth Memorial Library Association"|"824313"|"489729.0000"|"82790.0000"|"62199.0000"|""|"69075.0000"|"2931.0000"|"489727.0000"|"93.00"|"7.00"|""|"N"|"N"|""
"02-0202220"|"THE CHESHIRE HEALTH FOUNDATION"|"824314"|"14052297.0000"|""|"-271862.0000"|""|""|""|"13780435.0000"|""|"0.00"|"100.00"|"N"|"N"|""
"02-0223322"|"CURRIER MUSEUM OF ART"|"824317"|"72199712.0000"|"69871.0000"|"14261974.0000"|"13000.0000"|"4132182.0000"|"215604.0000"|"82170771.0000"|"0.67"|"61.45"|"37.88"|"N"|"N"|""
"01-0705428"|"Ukrainian Ministry, Inc."|"824619"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0454046"|"Isle au Haut Development Lorp"|"830175"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0265559"|"Kennebec Valley Mental Health Center"|"830225"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0274725"|"Peoples Regional Opportunity Program"|"830227"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0387674"|"CENTRAL MAINE REAL ESTATE MANAGEMENT CORP"|"830228"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0492747"|"Evergreen Behavioral Services"|"830230"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0508465"|"HOSPICE REGATTA OF MAINE"|"831453"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0523776"|"Spring Point Ledge Light Trust"|"831454"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0528754"|"THE OPERA HOUSE AT BOOTHBAY HARBOR"|"831455"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0593756"|"THE HERITAGE SOCCER CLUB, INC."|"831458"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0594671"|"GILEAD COMMUNITY DEVELOPMENT CORPORATION INC"|"831459"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6016268"|"Tardiff Belanger Post #39, The Arnerican Legion"|"831463"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6038550"|"DONALD V HENRY"|"831465"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0104257"|"St. John's Masonic Lodge"|"831467"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0223755"|"BERWICK ACADEMY"|"831628"|"19601716.0000"|"59747.0000"|"-12726.0000"|""|"3116055.0000"|""|"16532682.0000"|"33800.00"|"6510.00"|"59690.00"|"N"|"N"|""
"01-0281875"|"Eastern Maine Development Corporation"|"831631"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0493869"|"SMART CHILD & FAMILY SERVICES"|"831646"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0578476"|"BRANDYWINE SCHOOL OF EARLY LEARNING, INC"|"831649"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0772160"|"Circle K International Inc"|"831663"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0199596"|"THE WOMEN'S BOARD OF THE MAINE GENERAL HOSPITAL"|"836994"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0275156"|"Western Maine Community Action Inc"|"837003"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0364852"|"HOPE AND JUSTICE PROJECT INC"|"837008"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0162690"|"Sorrento Village Improvement Association"|"837296"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0459677"|"VBUAIDUC"|"837306"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0584486"|"ST. LOUIS SENIOR 006 PROJECT"|"837313"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0656986"|"THE SURF CLUB OF RYE, INC"|"837320"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0701794"|"MAKING A DIFFERENCE FOUNDATION"|"837322"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0863786"|"MANALIVE-SACRAMENTO, INC."|"837328"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0237992"|"American Legion Post #22-Guyer Carignan"|"837365"|""|""|""|""|""|""|""|""|""|""|""|""|"N"
"01-0249865"|"Wiscasset Public Library"|"838397"|"1419569.0000"|""|"-67010.0000"|""|""|"25346.0000"|"1327213.0000"|""|"100.00"|""|"N"|"N"|""
"01-0589194"|"Brazilian Arts Foundation"|"838419"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0716364"|"CNameoforganizationBranch Brook Park Alliance, Inc."|"838448"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0897461"|"United African Organization"|"838466"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0358090"|"SPRUCE RUN ASSOCIATION"|"839076"|"903333.0000"|"320.0000"|"-6407.0000"|""|""|"168.0000"|"897078.0000"|"38.71"|"3.73"|"57.56"|"N"|"N"|"N"
"01-0488478"|"KENNEBEC VALLEY COUNCIL OF GOVERNMENTS"|"839092"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0560081"|"NATIONAL NURSING CENTERS CONSORTIUM INC"|"839104"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6038250"|"BPO ELKS MILLINOCKET LODGE NO 1521"|"843498"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0597551"|"THE CRADDOCK CENTER INC"|"846040"|"369089.0000"|""|"19608.0000"|""|""|"1100.0000"|"387597.0000"|""|"100.00"|""|"N"|"N"|""
"01-0954243"|"AMAZING GRACE EVANGELICAL MINISTRIES"|"846051"|"0.0000"|""|""|""|""|""|"0.0000"|""|""|""|""|""|""
"01-0495262"|"SHAW HOUSE"|"846064"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0211508"|"Good Will Home Association"|"847931"|"11039821.0000"|"1800.0000"|"917639.0000"|""|"181451.0000"|""|"1177809.0000"|"5.57"|"83.34"|"11.09"|"N"|"N"|""
"01-0347504"|"COASTAL ENTERPRISES INC"|"847932"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0484310"|"MAINE INITIATIVESINC"|"847936"|"2141511.0000"|"50.0000"|"23816.0000"|""|"106000.0000"|""|"2059377.0000"|""|"100.00"|""|"N"|"N"|"N"
"01-0447619"|"MAHOOSUC LAND TRUST INC"|"847964"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0974476"|"CHARTER BOARD PARTNERS"|"847974"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0546327"|"Sebasticook Family Doctors"|"850528"|"9744.0000"|"5650.0000"|""|"5761.0000"|""|""|"9633.0000"|"0.00"|"0.00"|"100.00"|"N"|"N"|""
"01-0630527"|"PERSONAL ASSISTANCE OPTIONS INC"|"850531"|"39173.0000"|""|"-2278.0000"|""|""|"251.0000"|"36644.0000"|"19.26"|"80.74"|""|"Y"|"N"|"N"
"01-0384674"|"CONVENTION & VISITORS BUREAU OF GREATER PORTLAND"|"852668"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211542"|"CATHERINE MORRILL DAY NURSERY"|"852964"|"595754.0000"|""|"-9236.0000"|""|"5714.0000"|""|"580804.0000"|"91.40"|"7.90"|"0.70"|"N"|"N"|""
"01-0849648"|"ACADEMY IN MANAYUNK"|"853838"|"221445.0000"|"119865.0000"|"1289.0000"|""|""|"1381.0000"|"341218.0000"|""|"100.00"|""|"N"|"N"|""
"01-0187940"|"ROCKLAND CEMETERY ASSOCIATION"|"854038"|"1653972.0000"|""|"150688.0000"|""|"36821.0000"|""|"1767839.0000"|""|"3.00"|"97.00"|"N"|"N"|""
"01-0418902"|"United Bikers of Maine"|"854204"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0100593"|"KENNEBUNK RIVER CLUB"|"855026"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0234189"|"Northern Maine Medical Center"|"855113"|"392196.0000"|"105945.0000"|"715.0000"|""|"114479.0000"|""|"384377.0000"|"0.00"|"0.00"|"100.00"|"N"|"N"|""
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"855117"|"275602.0000"|""|"2959.0000"|""|"14514.0000"|""|"264047.0000"|""|"100.00"|""|"N"|"Y"|"Y"
"01-0382340"|"COVE'S EDGE INC"|"855119"|"1084211.0000"|"1300.0000"|"110127.0000"|""|""|"-5029.0000"|"1190609.0000"|"9.32"|"90.68"|""|"N"|"N"|"N"
"01-0489824"|"WESTERN MAINE MULTI-MEDICAL SPECIALISTS"|"855132"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0542842"|"GERIATRIC RESOURCE NETWORK"|"855135"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0424969"|"COMMUNITY CONCEPTS INC"|"860418"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0540981"|"COMMUNITY CONCEPTS FINANCE CORPORATION"|"860421"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0222174"|"PHILLIPS EXETER ACADEMY"|"860425"|"936598421.0000"|"12798975.0000"|"137016917.0000"|"14835919.0000"|"22350028.0000"|"248352.0000"|"1048980009.0000"|"14.00"|"31.00"|"55.00"|"Y"|"Y"|"Y"
"01-0526734"|"OPERA HOUSE ARTS"|"1516922"|"98354.0000"|"500.0000"|"11780.0000"|""|""|""|"110634.0000"|""|"54.55"|"45.45"|"Y"|"N"|""
"01-0735034"|"REED ACADEMY"|"1516926"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0418917"|"PREBLE STREET"|"1521073"|"1437384.0000"|""|"153645.0000"|""|"45102.0000"|""|"1545927.0000"|"91.00"|"9.00"|""|"N"|"N"|""
"01-0518516"|"LifeFlight of Maine"|"1521076"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0597318"|"DARE EDUCATION FOUNDATION INC"|"1521079"|"41276.0000"|""|"6079.0000"|""|""|"699.0000"|"46656.0000"|"100.00"|""|""|"Y"|"N"|""
"01-0900952"|"PEABODY CHARTER SCHOOL"|"1521089"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0479444"|"PARENT RESOURCE CENTER"|"1523339"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0786632"|"Middle Tennessee Mission Outreach, Inc"|"1523341"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"1524507"|"16439401.0000"|"1317335.0000"|"490909.0000"|""|"1325560.0000"|""|"16922085.0000"|""|"71.62"|"27.37"|"N"|"Y"|"Y"
"01-0212542"|"TRUSTEES OF SAINT JOSEPH'S COLLEGE SAINT JOSEPH'S COLLEGE OF MAINE"|"1524509"|"14154997.0000"|"303105.0000"|"2021831.0000"|"124380.0000"|"26963.0000"|""|"16328590.0000"|"55.75"|"25.14"|"19.11"|"N"|"N"|""
"01-0216655"|"Odd Fellows' and Rebekahs' Home of Maine"|"1524510"|"916166.0000"|"600.0000"|"110624.0000"|""|"110624.0000"|""|"916766.0000"|"0.00"|"100.00"|"0.00"|"N"|"N"|""
"01-0226195"|"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS 1253 LOCAL"|"1524511"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0554275"|"CCCP COMMUNITY TRUST F/K/A CHARLOTTE ARTS FEST INC"|"1524524"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6274657"|"NEW YORK UNIVERSITY VEBA TRUST"|"1524531"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0222182"|"SAINT ANSELM COLLEGE"|"1524534"|"85274353.0000"|"12881696.0000"|"10302552.0000"|"3197124.0000"|"-1043049.0000"|"0.0000"|"106304526.0000"|"62.60"|"24.40"|"13.00"|"N"|"N"|""
"01-0544282"|"Main Street Bath"|"1528020"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0961799"|"Hope Builders International"|"1529317"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0660264"|"TEAM ACADEMY CHARTER SCHOOL INC"|"1530919"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0491854"|"EqualityMaine"|"1532241"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6015752"|"ARUNDEL LODGE NO 76 AF & AM"|"1532296"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0202445"|"Grindstone Association"|"1534045"|"1830897.0000"|""|"351527.0000"|""|""|"53.0000"|"2182371.0000"|"54.18"|"45.82"|""|"N"|"N"|"N"
"01-0363316"|"OAKFIELD HOUSING CORPORATION"|"1534047"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0881719"|"Fisher House in St Louis"|"1534052"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0164055"|"MASONIC BUILDING ASSOCIATION"|"1534054"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211813"|"PENOBSCOT BAY YMCA"|"1536516"|"618767.0000"|""|"46919.0000"|""|""|""|"665686.0000"|""|"100.00"|""|"Y"|"N"|""
"01-0246804"|"VNA Home Health & Hospice"|"1536518"|"10031.0000"|""|"211.0000"|""|""|""|"10242.0000"|""|"100.00"|""|"N"|"N"|""
"01-0280430"|"FORT KENT HOUSING INC"|"1536519"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0150530"|"INTERNATIONAL BROTHERHOOD OF TEAMSTERS 633 TCWH LOCAL"|"1536531"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0223334"|"WEBSTER HOUSE"|"1536533"|"4108549.0000"|""|"855093.0000"|""|"95000.0000"|""|"4868642.0000"|""|""|""|"N"|"N"|""
"01-0734062"|"Automotive Industry Trust"|"1538937"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0332352"|"PATTEN HOUSING CORPORATION"|"1542628"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0365386"|"ISLAND FALLS HOUSING CORPORATION"|"1542629"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0199142"|"ABENAKEE CLUB"|"1543688"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0382676"|"Employees of Municipal and Other Public Employers"|"1543690"|""|""|""|""|""|""|"0.0000"|""|""|""|""|""|""
"01-0652065"|"THE CAMPUS THEATRE LTD"|"1543691"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0416755"|"MAINE CENTER ON DEAFNESS"|"1546546"|"3175.0000"|""|"645.0000"|""|""|""|"3820.0000"|""|"100.00"|""|"N"|"N"|""
"01-0748205"|"THE FRIENDS OF THALAMUS"|"1546599"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211564"|"UNITED WAY OF ANDROSCOGGIN COUNTY INC"|"1547783"|"553899.0000"|""|"29061.0000"|""|""|""|"582960.0000"|"100.00"|""|""|"N"|"N"|""
"01-0540911"|"JANUS SUPPORTIVE LIVING SERVICES INC"|"1548621"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0457499"|"ST MARTIN DE PORRES RESIDENCE INC"|"1551134"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0212602"|"Blue Hill Public Library"|"1552238"|"3559603.0000"|"1800.0000"|"687824.0000"|""|"155075.0000"|""|"4094152.0000"|"100.00"|""|""|"N"|"N"|"N"
"01-0523819"|"Mary's Walk"|"1552245"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0647817"|"IGLESIA PENTECOSTAL PODER DESDE LO ALTO INC"|"1552247"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0717802"|"GLOBAL VISION CITADELLE MINISTRIES INC"|"1552250"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0724516"|"ORGANIZACION DE IGUALDAD DE DERECHOS"|"1552251"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0760818"|"DELAWARE STORM TRAVEL TEAMS I"|"1552252"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0390410"|"MAINE SELF-INSURANCE GUARANTEE ASSOCIATION"|"1556192"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0649812"|"TWINSBURG YOUTH SOFTBALL LEAGUE INC"|"1556196"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0791649"|"THE PROMISED LAND FOUNDATION INC"|"1556198"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0959428"|"GROW FOOD NORTHAMPTON INC"|"1556199"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0135937"|"LE PASSE-TEMPS INC"|"1560029"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0340560"|"Yarmouth Senior Housing Inc"|"1560034"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0482767"|"Peaks Island Children's Workshop"|"1560044"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0508136"|"FRIENDS OF THE KENNEBEC RIVER RAIL TRAIL INC"|"1560046"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0601585"|"OWEN HOUSE LTD"|"1560053"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6045966"|"SOUTH PORTLAND HISTORICAL SOCIETY"|"1560071"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0332353"|"CORINTH HOUSING CORPORATION"|"1566013"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0571372"|"Gandhi Memorial Trust Fund N F P"|"1566015"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0357595"|"Somerset Humane Society"|"1567752"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0363873"|"NATIONAL RURAL HEALTH ASSOCIATION"|"1567753"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0446468"|"Kennebec Estuary Land Trust"|"1567760"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0503294"|"MCKEEN STREET LEARNING CENTER"|"1567764"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0747396"|"VOUGHT AIRCRAFT HERITAGE FOUNDATION"|"1567772"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0759974"|"THOUSAND ISLANDS EMERGENCY RESCUE SERVICE INC"|"1567773"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6013593"|"Telephone Association of Maine"|"1567782"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6149025"|"The Mark and Emily Turner Mamorial Library Charitable Trust"|"1567784"|"885966.0000"|""|"158938.0000"|""|"158938.0000"|""|"885966.0000"|""|"100.00"|""|"N"|"N"|""
"01-0847951"|"MOORPARK SAINTS PYFL"|"1573724"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6021180"|"Maine Beer & Wine Wholesalers Assoc., Inc."|"1573935"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0375377"|"ALLAGASH DEVELOPMENT CORPORATION"|"1575126"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0412221"|"Maine Council of Self insurers"|"1576384"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0966281"|"IGLESIA DEL DIOS VIVIENTE"|"1578758"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0440342"|"BETHEL AREA CHAMBER OF COMMERCE"|"1580316"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0883506"|"NEW MEXICO YOUTH TENNIS FOUNDATION"|"1580318"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0930709"|"Glenwood Family Ministries"|"1580532"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0563040"|"Servant's Heart Camp Ministries"|"1580557"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0484605"|"ALBION ASSOCIATES"|"1582543"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0421753"|"REAL J DAIGLE EVANGELSTIC CORPORATION"|"1584770"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0179500"|"THE WEBBER HOSPITAL ASSOC"|"862775"|"20007122.0000"|"10006.0000"|"-552773.0000"|""|""|""|"19464355.0000"|"95.02"|"4.98"|""|"N"|"N"|"N"
