"C_EIN"|"C_Org_Name"|"RELATED_ORG_ID"|"XML_DOCUMENT_ID"|"REL_ORG_NAME"|"REL_ORG_ADDRESS1"|"REL_ORG_CITY"|"REL_ORG_STATE"|"REL_ORG_COUNTRY"|"REL_ORG_ZIP"|"REL_ORG_EIN"|"REL_ORG_PRIMARY_ACTIVITY"|"REL_ORG_LEGAL_DOM"|"REL_ORG_EXEMPT_CODE"|"REL_ORG_CHARITY_STATUS"|"REL_ORG_CONTROLLING_ENTITY"|"REL_ORG_SEC512_CBX"
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"824590"|"855117"|"Sebasticook Valley Health (SVH)"|"447 North Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"01-0263628"|"Critical care hospital"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"824591"|"855117"|"The Aroostook Medical Center (TAMC)"|"P O Box 151, 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0372148"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"824592"|"855117"|"TAMC Title Corp"|"P O Box 151, 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0389226"|"Real estate holding company"|"ME"|"501(c)(3)"|""|"TAMC"|"Y"
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"824593"|"855117"|"TAMC Endowments"|"P O Box 151, 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0389222"|"Raise funds for exempt organizations"|"ME"|"501(c)(3)"|"11 Type I"|"TAMC"|"Y"
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"824594"|"855117"|"Horizons Health Services"|"P O Box 151, 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0504393"|"Provide patient care"|"ME"|"501(c)(3)"|"3"|"TAMC"|"Y"
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"824595"|"855117"|"Eastern Maine Homecare"|"P O Box 688"|"Caribou"|"ME"|"USA"|"04736"|"01-0328442"|"Provide home health & hospice services"|"ME"|"501(c)(3)"|"9"|"EMHS"|"Y"
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"824596"|"855117"|"Maine Institute Human Genetics & Hea"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"55-0894346"|"Biomedical research and development"|"ME"|"501(c)(3)"|"9"|"EMHS"|"Y"
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"824597"|"855117"|"Blue Hill Memorial Hospital"|"57 Water Street"|"Blue Hill"|"ME"|"USA"|"04614-5231"|"01-0227195"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"824598"|"855117"|"Meadow Wood, LLC"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"27-2935243"|"Provide Patient Care"|"ME"|"501(c)(3)"|"9"|"AHI"|"Y"
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"824599"|"855117"|"Inland Family Practice Associates, L"|"200 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"27-2942245"|"Provide Patient Care"|"ME"|"501(c)(3)"|"3"|"Inland Hospital"|"Y"
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"824600"|"855117"|"Sebasticook Valley Family Practice A"|"447 North Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"01-0357854"|"Provide Patient Care"|"ME"|"501(c)(3)"|"9"|"SVH"|"Y"
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"824601"|"855117"|"Sebasticook Valley Hlth Con Care, LL"|"447 North Maine Street"|"Pittsfield"|"ME"|"USA"|"04967"|"27-3129791"|"Provide Patient Care"|"ME"|"501(c)(3)"|"3"|"SVH"|"Y"
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"824602"|"855117"|"Capitol Convenient Care, LLC"|"43 Whiting Hill Road, Ste 500"|"Brewer"|"ME"|"USA"|"04412"|"27-3671960"|"Provide Patient Care"|"ME"|"501(c)(3)"|"11 Type II"|"EMHS"|"Y"
"01-0382340"|"COVE'S EDGE INC"|"824603"|"855119"|"LINCOLN COUNTY MEDICAL GROUP"|"6 ST ANDREWS LANE"|"BOOTHBAY HARBOR"|"ME"|"USA"|"04538"|"26-3878235"|"HEALTHCARE"|"ME"|"501C3"|"7"|"LCH"|"N"
"01-0382340"|"COVE'S EDGE INC"|"824604"|"855119"|"LINCOLN COUNTY HEALTHCARE INC"|"LCH 6 ST ANDREWS LANE"|"BOOTHBAY HARBOR"|"ME"|"USA"|"04538"|"26-1475629"|"HEALTHCARE"|"ME"|"501C3"|"11C"|"MH"|"N"
"01-0382340"|"COVE'S EDGE INC"|"824605"|"855119"|"MILES MEMORIAL HOSPITAL"|"35 MILES STREET"|"DAMARISCOTTA"|"ME"|"USA"|"04543"|"01-0211796"|"HOSPITAL"|"ME"|"501C3"|"3"|"LCH"|"N"
"01-0382340"|"COVE'S EDGE INC"|"824606"|"855119"|"ST ANDREWS HOSPITAL"|"6 ST ANDREWS LANE"|"BOOTHBAY HARBOR"|"ME"|"USA"|"04538"|"01-0153960"|"HOSPITAL"|"ME"|"501C3"|"3"|"LCH"|"N"
"01-0382340"|"COVE'S EDGE INC"|"824607"|"855119"|"MAINEHEALTH (MH)"|"110 FREE STREET"|"PORTLAND"|"ME"|"USA"|"04101"|"01-0431680"|"HEALTHCARE"|"ME"|"501C3"|"11C"|""|"N"
"01-0421234"|"Lakewood A Continuing Care Center"|"824608"|"855122"|"Capitol Convenient Care LLC"|"43 Whiting Hill Road Ste 500"|"Brewer"|"ME"|"USA"|"04412"|"27-3671960"|"Provide patient care"|"ME"|"501(c)(3)"|"11, Type II"|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"824609"|"855122"|"Sebasticook Valley Health Convenient Car"|"447 North Maine Street"|"Pittsfield"|"ME"|"USA"|"04967"|"27-3129791"|"Provide patient care"|"ME"|"501(c)(3)"|"3"|"SVH"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"824610"|"855122"|"Sebasticook Valley Vamily Practice Assoc"|"447 North Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"01-0357854"|"Provide patient care"|"ME"|"501(c)(3)"|"9"|"SVH"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"824611"|"855122"|"Inland Family Practice Associates LLC"|"200 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"27-2942245"|"Provide patient care"|"ME"|"501(c)(3)"|"3"|"Inland Hospital"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"824612"|"855122"|"Meadow Wood LLC"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"27-2935243"|"Provide patient care"|"ME"|"501(c)(3)"|"9"|"AHI"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"824613"|"855122"|"Inland Hospital"|"200 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"01-0217211"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"824614"|"855122"|"Rosscare"|"43 Whiting Hill Rd Ste 400"|"Brewer"|"ME"|"USA"|"04412"|"01-0391038"|"Provide services to elderly"|"ME"|"501(c)(3)"|"PF"|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"824615"|"855122"|"Eastern Maine Healthcare Real Estate"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0391036"|"Leases real estate"|"ME"|"501(c)(2)"|""|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"824616"|"855122"|"Eastern Maine Medical Center EMMC"|"Po Box 404 489 State Street"|"Bangor"|"ME"|"USA"|"04402-0404"|"01-0211501"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"824617"|"855122"|"Blue Hill Memorial Hospital"|"57 Water Street"|"Blue Hill"|"ME"|"USA"|"04614-5231"|"01-0227195"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"824618"|"855122"|"Maine Institute Human Genetics & Health"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"55-0894346"|"Biomedical research and development"|"ME"|"501(c)(3)"|"9"|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"824619"|"855122"|"Eastern Maine HomeCare"|"PO Box 688"|"Caribou"|"ME"|"USA"|"04736"|"01-0328442"|"Provide home health and hospice services"|"ME"|"501(c)(3)"|"9"|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"824620"|"855122"|"Horizons Health Services"|"PO Box 151 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0504393"|"Provide patient care"|"ME"|"501(c)(3)"|"3"|"TAMC"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"824621"|"855122"|"TAMC Endowments"|"PO Box 151 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0389222"|"Raise funds for exempt organizations"|"ME"|"501(c)(3)"|"11, Type I"|"TAMC"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"824622"|"855122"|"TAMC Title Corp"|"PO Box 151 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0389226"|"Real estate holding company"|"ME"|"501(c)(2)"|""|"TAMC"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"824623"|"855122"|"The Aroostook Medical Center TAMC"|"PO Box 151 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0372148"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"824624"|"855122"|"Sebasticook Valley Health SVH"|"447 North Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"01-0263628"|"Critical care hospital"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"824625"|"855122"|"CA Dean Memorial Hospital & Nursing Home"|"Pritham Avenue PO Box 1129"|"Greenville"|"ME"|"USA"|"04441-1129"|"04-3341666"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"824626"|"855122"|"Norumbega Medical Specialists LTD"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0465231"|"Provide patient care and education"|"ME"|"501(c)(3)"|"9"|"EMMC"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"824627"|"855122"|"Healthcare Charities"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"22-2514163"|"Raise and manage funds for exempt organizations"|"ME"|"501(c)(3)"|"11, Type II"|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"824628"|"855122"|"Acadia Healthcare Inc"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"22-3183888"|"Provide healthcare services"|"ME"|"501(c)(3)"|"9"|"AHC"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"824629"|"855122"|"Eastern Maine Medical Center Auxiliary"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0377901"|"Fund raising for exempt Eastern Maine Medical Center"|"ME"|"501(c)(3)"|"9"|"EMMC"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"824630"|"855122"|"Acadia Hospital Corp AHC"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0459837"|"Provide healthcare service"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"824631"|"855122"|"Rosscare Nursing Homes Inc"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0430751"|"Operation of nursing homes"|"ME"|"501(c)(3)"|"9"|"Rosscare"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"824632"|"855122"|"Eastern Maine Healthcare Systems EMHS"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0527066"|"Supporting organization for healthcare affiliates"|"ME"|"501(c)(3)"|"11, Type II"|""|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"824633"|"855125"|"Eastern Maine Healthcare Systems"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0527066"|"Supporting organization for healthcare affiliates"|"ME"|"501(c)(3)"|"11, Type II"|""|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"824634"|"855125"|"Eastern Maine Medical Center (EMMC"|"PO Box 404, 489 State Street"|"Bangor"|"ME"|"USA"|"04402-0404"|"01-0211501"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"824635"|"855125"|"Eastern Maine Healthcare Real Esta"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0391036"|"Leases real estate"|"ME"|"501(c)(3)"|""|"EMHS"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"824636"|"855125"|"Rosscare"|"43 Whiting Hill Road, Ste 400"|"Brewer"|"ME"|"USA"|"04412"|"01-0391038"|"Provide services to elderly"|"ME"|"501(c)(3)"|"PF"|"EMHS"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"824637"|"855125"|"Acadia Hospital Corp. (AHC)"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0459837"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"824638"|"855125"|"Eastern Maine Medical Center Auxilia"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0377901"|"Fund raising for exempt Eastern Maine Medical Center"|"ME"|"501(c)(3)"|"9"|"EMMC"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"824639"|"855125"|"Acadia Healthcare, Inc."|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"22-3183888"|"Provide healthcare services"|"ME"|"501(c)(3)"|"9"|"AHC"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"824640"|"855125"|"Healthcare Charities"|"43 Whiting Hill Road, Ste 400"|"Brewer"|"ME"|"USA"|"04412"|"22-2514163"|"Raise and manage funds for exempt organizations"|"ME"|"501(c)(3)"|"11, Type II"|"EMHS"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"824641"|"855125"|"Norumbega Medical Specialists, LTD"|"43 Whiting Hill Road, Ste 400"|"Brewer"|"ME"|"USA"|"04412"|"01-0465231"|"Provide patient care and education"|"ME"|"501(c)(3)"|"9"|"EMMC"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"824642"|"855125"|"Inland Hospital"|"200 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"01-0217211"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"824643"|"855125"|"Lakewood, A Continuing Care Center"|"220 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"01-0421234"|"Provide skilled and long-term nursing care"|"ME"|"501(c)(3)"|"3"|"Inland Hospital"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"824644"|"855125"|"CA Dean Memorial Hospital & Nursing"|"Pritham Avenue, PO Box 1129"|"Greenville"|"ME"|"USA"|"04441-1129"|"04-3341666"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"824645"|"855125"|"Sebasticook Valley Health (SVH)"|"447 North Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"01-0263628"|"Critical care hospital"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"824646"|"855125"|"The Aroostook Medical Center (TAMC)"|"PO Box 151, 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0372148"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"824647"|"855125"|"TAMC Title Corp."|"PO Box 151, 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0389226"|"Real estate holding company"|"ME"|"501(c)(2)"|""|"TAMC"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"824648"|"855125"|"TAMC Endowments"|"PO Box 151, 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0389222"|"Raise funds for exempt organizations"|"ME"|"501(c)(3)"|"11, Type I"|"TAMC"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"824649"|"855125"|"Horizons Health Services"|"PO Box 151, 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0504393"|"Provide patient care"|"ME"|"501(c)(3)"|"3"|"TAMC"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"824650"|"855125"|"Eastern Maine HomeCare"|"PO Box 688"|"Caribou"|"ME"|"USA"|"04736"|"01-0328442"|"Provide home health and hospice services"|"ME"|"501(c)(3)"|"9"|"EMHS"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"824651"|"855125"|"Maine Inst for Human Genetics & Heal"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"55-0894346"|"Biomedical research and development"|"ME"|"501(c)(3)"|"9"|"EMHS"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"824652"|"855125"|"Blue Hill Memorial Hospital"|"57 Water Street"|"Blue Hill"|"ME"|"USA"|"04614-5231"|"01-0227195"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"824653"|"855125"|"Meadow Wood, LLC"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"27-2935243"|"Provide patient care"|"ME"|"501(c)(3)"|"9"|"AHI"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"824654"|"855125"|"Inland Family Practice Associates, L"|"200 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"27-2942245"|"Provide patient care"|"ME"|"501(c)(3)"|"3"|"Inland Hospital"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"824655"|"855125"|"Sebasticook Valley Family Practice A"|"447 North Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"01-0357854"|"Provide patient care"|"ME"|"501(c)(3)"|"9"|"SVH"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"824656"|"855125"|"Sebasticook Valley Hlth Convenient C"|"447 North Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"27-3129791"|"Provide patient care"|"ME"|"501(c)(3)"|"3"|"SVH"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"824657"|"855125"|"Capitol Convenient Care, LLC"|"43 Whiting Hill Road, Ste 500"|"Brewer"|"ME"|"USA"|"04412"|"27-3671960"|"Provide patient care"|"ME"|"501(c)(3)"|"11, Type II"|"EMHS"|"Y"
"01-0459837"|"Acadia Hospital Corporation"|"824658"|"855127"|"Capitol Convenient Care LLC"|"43 Whiting Hill Rd Suite 500"|"Brewer"|"ME"|"USA"|"04412"|"27-3671960"|"Provide Patient Care"|"ME"|"501(c)(3)"|"11, Type II"|"EMHS"|""
"01-0459837"|"Acadia Hospital Corporation"|"824659"|"855127"|"Sebasticook Valley Hlth Convient Ctr"|"447 North Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"27-3129791"|"Provide patient care"|"ME"|"501(c)(3)"|"3"|"SVH"|"Y"
"01-0459837"|"Acadia Hospital Corporation"|"824660"|"855127"|"Sebasticook Valley Family Practice Assoc"|"447 North Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"01-0357854"|"Provide patient care"|"ME"|"501(c)(3)"|"9"|"SVH"|"Y"
"01-0459837"|"Acadia Hospital Corporation"|"824661"|"855127"|"Inland Family Practice Assoc LLC"|"200 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"27-2942245"|"Provide patient care"|"ME"|"501(c)(3)"|"3"|"Inland Hospital"|"Y"
"01-0459837"|"Acadia Hospital Corporation"|"824662"|"855127"|"Meadow Wood LLC"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"27-2935243"|"Provide patient care"|"ME"|"501(c)(3)"|"9"|"AHI"|"Y"
"01-0459837"|"Acadia Hospital Corporation"|"824663"|"855127"|"Lakewood A Continuing Care Center"|"220 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"01-0421234"|"Provide skilled and long-term nursing care"|"ME"|"501(c)(3)"|"3"|"Inland Hospital"|"Y"
"01-0459837"|"Acadia Hospital Corporation"|"824664"|"855127"|"Blue Hill Memorial Hospital"|"57 Water St"|"Blue Hill"|"ME"|"USA"|"04614-5231"|"01-0227195"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0459837"|"Acadia Hospital Corporation"|"824665"|"855127"|"Maine Inst for Human Genetics and Health"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"55-0894346"|"Biomedical research and development"|"ME"|"501(c)(3)"|"9"|"EMHS"|"Y"
"01-0459837"|"Acadia Hospital Corporation"|"824666"|"855127"|"Eastern Maine Homecare"|"PO Box 688"|"Caribou"|"ME"|"USA"|"04736"|"01-0328442"|"Provide home health and hospice services"|"ME"|"501(c)(3)"|"9"|"EMHS"|"Y"
"01-0459837"|"Acadia Hospital Corporation"|"824667"|"855127"|"Horizons Health Services"|"PO Box 151 140 Academy St"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0504393"|"Provide patient care"|"ME"|"501(c)(3)"|"3"|"TAMC"|"Y"
"01-0459837"|"Acadia Hospital Corporation"|"824668"|"855127"|"TAMC Endowments"|"PO Box 151 140 Academy St"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0389222"|"Raise funds for exempt organizations"|"ME"|"501(c)(3)"|"11, Type I"|"TAMC"|"Y"
"01-0459837"|"Acadia Hospital Corporation"|"824669"|"855127"|"TAMC Title Corporation"|"PO Box 151 140 Academy St"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0389226"|"Real estate holding company"|"ME"|"501(c)(2)"|""|"TAMC"|"Y"
"01-0459837"|"Acadia Hospital Corporation"|"824670"|"855127"|"The Aroostook Medical Center TAMC"|"PO Box 151 140 Academy St"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0372148"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0459837"|"Acadia Hospital Corporation"|"824671"|"855127"|"Sebasticook Valley Health SVH"|"447 North Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"01-0263628"|"Critical care hospital"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0459837"|"Acadia Hospital Corporation"|"824672"|"855127"|"CA Dean Memorial Hosp and Nursing Home"|"Pritham Ave PO Box 1129"|"Greenville"|"ME"|"USA"|"04441-1129"|"04-3341666"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0459837"|"Acadia Hospital Corporation"|"824673"|"855127"|"Inland Hospital"|"200 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"01-0217211"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0459837"|"Acadia Hospital Corporation"|"824674"|"855127"|"Healthcare Charities"|"43 Whiting Hill Rd Suite 400"|"Brewer"|"ME"|"USA"|"04412"|"22-2514163"|"Raise and manage funds for exempt organizations"|"ME"|"501(c)(3)"|"11, Type II"|"EMHS"|"Y"
"01-0459837"|"Acadia Hospital Corporation"|"824675"|"855127"|"Norumbega Medical Specialists Ltd"|"43 Whiting Hill Rd Suite 400"|"Brewer"|"ME"|"USA"|"04412"|"01-0465231"|"Provide patient care and education"|"ME"|"501(c)(3)"|"9"|"EMMC"|"Y"
"01-0459837"|"Acadia Hospital Corporation"|"824676"|"855127"|"Acadia Healthcare Inc AHI"|"43 Whiting Hill Rd Suite 400"|"Brewer"|"ME"|"USA"|"04412"|"22-3183888"|"Provide healthcare services"|"ME"|"501(c)(3)"|"9"|"Acadia Hospital Corp"|"Y"
"01-0459837"|"Acadia Hospital Corporation"|"824677"|"855127"|"Eastern Maine Medical Center Auxiliary"|"43 Whiting Hill Rd Suite 400"|"Brewer"|"ME"|"USA"|"04412"|"01-0377901"|"Fundraising for exempt Eastern Maine Medical Center"|"ME"|"501(c)(3)"|"9"|"EMMC"|"Y"
"01-0459837"|"Acadia Hospital Corporation"|"824678"|"855127"|"Rosscare Nursing Home Inc"|"43 Whiting Hill Rd Suite 400"|"Brewer"|"ME"|"USA"|"04412"|"01-0430751"|"Operation of nursing home"|"ME"|"501(c)(3)"|"9"|"Rosscare"|"Y"
"01-0459837"|"Acadia Hospital Corporation"|"824679"|"855127"|"Rosscare"|"43 Whiting Hill Rd Suite 400"|"Brewer"|"ME"|"USA"|"04412"|"01-0391038"|"Provide services to elderly"|"ME"|"501(c)(3)"|"PF"|"EMHS"|"Y"
"01-0459837"|"Acadia Hospital Corporation"|"824680"|"855127"|"Eastern Maine Healthcare Real Estate"|"43 Whiting Hill Rd Suite 400"|"Brewer"|"ME"|"USA"|"04412"|"01-0391036"|"Leases real estate"|"ME"|"501(c)(2)"|""|"EMHS"|"Y"
"01-0459837"|"Acadia Hospital Corporation"|"824681"|"855127"|"Eastern Maine Medical Center EMMC"|"PO Box 404 489 State St"|"Bangor"|"ME"|"USA"|"04402-0404"|"01-0211501"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0459837"|"Acadia Hospital Corporation"|"824682"|"855127"|"Eastern Maine Healthcare Systems EMHS"|"43 Whiting Hill Rd"|"Brewer"|"ME"|"USA"|"04412"|"01-0527066"|"Supporting organization for healthcare affiliates"|"ME"|"501(c)(3)"|"11, Type II"|""|"Y"
"01-0487091"|"COASTAL MEDICAL CARE"|"824683"|"855129"|"WALDO COUNTY GENERAL HOSPITAL"|"PO BOX 287"|"BELFAST"|"ME"|"USA"|"04915"|"01-0177170"|"HOSPITAL"|"ME"|"501C3"|"3"|"WCHI"|"N"
"01-0487091"|"COASTAL MEDICAL CARE"|"824684"|"855129"|"WALDO COUNTY HOME HEALTHCARE SERVIC"|"PO BOX 287"|"BELFAST"|"ME"|"USA"|"04915"|"22-2864960"|"HOSPICE"|"ME"|"501C3"|"9"|"WCHI"|"N"
"01-0487091"|"COASTAL MEDICAL CARE"|"824685"|"855129"|"BELFAST PUBLIC HEALTH NURSING"|"PO BOX 287"|"BELFAST"|"ME"|"USA"|"04915"|"04-3359810"|"PUBLIC HEA"|"ME"|"501C3"|"9"|"WCHI"|"N"
