"C_EIN"|"C_Org_Name"|"OTHER_FACILITY_ID"|"XML_DOCUMENT_ID"|"OTHER_FAC_NAME"|"OTHER_FAC_STREET"|"OTHER_FAC_CITY"|"OTHER_FAC_STATE"|"OTHER_FAC_COUNTRY"|"OTHER_FAC_ZIP"|"OTHER_FAC_TYPE"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37683"|"1524507"|"CENTRAL MAINE HEART ASSOCIATION"|"11 EVERGREEN DRIVE"|"OAKLAND"|"ME"|"USA"|"04693"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37684"|"1524507"|"CENTRAL MAINE SPORTS MEDICINE"|"77 BATES STREET SUITE 201"|"LEWISTON"|"ME"|"USA"|"04240"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37685"|"1524507"|"MECHANIC FALLS FAMILY PRACTICE"|"22 PLEASANT STREET"|"MECHANIC FALLS"|"ME"|"USA"|"04256"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37686"|"1524507"|"CMMC BLADDER CONTROL CENTER"|"287 MAIN STREET"|"LEWISTON"|"ME"|"USA"|"04240"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37687"|"1524507"|"BRUNSWICK PEDIATRICS"|"329 MAINE STREET SUITE J"|"BRUNSWICK"|"ME"|"USA"|"04011"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37688"|"1524507"|"CENTRAL MAINE HEARING CENTER"|"12 HIGH STREET SUITE 102"|"LEWISTON"|"ME"|"USA"|"04240"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37689"|"1524507"|"INFECTIOU SDISEASE ASSOCIATES"|"76 HIGH STREET SUITE 200"|"LEWISTON"|"ME"|"USA"|"04240"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37690"|"1524507"|"CENTRAL MAINE FERTILITY CENTER"|"287 MAIN STREET SUITE 201"|"LEWISTON"|"ME"|"USA"|"04240"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37691"|"1524507"|"BRUNSWICK NEUROLOGY"|"51 HARPS WELL ROAD SUITE 100"|"BRUNSWICK"|"ME"|"USA"|"04011"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37692"|"1524507"|"BRUNSWICK WOMEN'S HEALTH"|"331 MAINE STREET SUITE 6"|"BRUNSWICK"|"ME"|"USA"|"04011"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37693"|"1524507"|"BRUNSWICK PULMONOLOGY"|"329 MAINE STREET SUITE c"|"BRUNSWICK"|"ME"|"USA"|"04011"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37694"|"1524507"|"NORWAY FAMILY MEDICINE"|"39 MAIN STREET"|"NORWAY"|"ME"|"USA"|"04268"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37695"|"1524507"|"CENTRAL MAINE HEART ASSOCIATES"|"329 MAINE STREET SUITE C"|"BRUNSWICK"|"ME"|"USA"|"04011"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211501"|"Eastern Maine Healthcare Systems EMMC Eastern Maine Medical Center EMMC"|"40256"|"1558063"|"Lafayette Family Cancer Center"|"33 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"Med Office Building-Cancer treatment"
"01-0211501"|"Eastern Maine Healthcare Systems EMMC Eastern Maine Medical Center EMMC"|"40257"|"1558063"|"EMMC-Phy Prac in Webber Bld"|"417 State Street"|"Bangor"|"ME"|"USA"|"04401"|"Med Office Building-Cancer treatment"
"01-0211501"|"Eastern Maine Healthcare Systems EMMC Eastern Maine Medical Center EMMC"|"40258"|"1558063"|"EMMC-Gynecology Associates"|"404 State St Suite 310"|"Bangor"|"ME"|"USA"|"04401"|"Med Office Building-Cancer treatment"
"01-0211501"|"Eastern Maine Healthcare Systems EMMC Eastern Maine Medical Center EMMC"|"40259"|"1558063"|"EMMC Urologic Surgery of ME"|"55 Broadway Suite 2"|"Bangor"|"ME"|"USA"|"04401"|"Med Office Building-Cancer treatment"
"01-0211501"|"Eastern Maine Healthcare Systems EMMC Eastern Maine Medical Center EMMC"|"40260"|"1558063"|"EMMC Northeast Cardiology"|"1 Northeast Drive"|"Bangor"|"ME"|"USA"|"04401"|"Med Office Building-Cancer treatment"
"01-0211501"|"Eastern Maine Healthcare Systems EMMC Eastern Maine Medical Center EMMC"|"40261"|"1558063"|"EMMC Orono Family Medicine"|"84 Kelly Road"|"Orono"|"ME"|"USA"|"04473"|"Med Office Building-Cancer treatment"
"01-0211501"|"Eastern Maine Healthcare Systems EMMC Eastern Maine Medical Center EMMC"|"40262"|"1558063"|"Husson Family MedPedInternal"|"302 Husson Ave"|"Bangor"|"ME"|"USA"|"04401"|"Med Office Building-Cancer treatment"
"01-0211501"|"Eastern Maine Healthcare Systems EMMC Eastern Maine Medical Center EMMC"|"40263"|"1558063"|"EMMC Family Medicine"|"Corporate Drive"|"Bangor"|"ME"|"USA"|"04401"|"Med Office Building-Cancer treatment"
"01-0211501"|"Eastern Maine Healthcare Systems EMMC Eastern Maine Medical Center EMMC"|"40264"|"1558063"|"EMMC Sleep Diagnostics"|"290 State Street"|"Bangor"|"ME"|"USA"|"04401"|"Med Office Building-Cancer treatment"
"01-0211501"|"Eastern Maine Healthcare Systems EMMC Eastern Maine Medical Center EMMC"|"40265"|"1558063"|"EMMC Family Medicine of Brewer"|"234 State Street"|"Brewer"|"ME"|"USA"|"04412"|"Med Office Building-Cancer treatment"
"01-0211501"|"Eastern Maine Healthcare Systems EMMC Eastern Maine Medical Center EMMC"|"40266"|"1558063"|"EMMC Family Medicine - Hampden"|"7 Main Road North"|"Hampden"|"ME"|"USA"|"04444"|"Med Office Building-Cancer treatment"
"01-0211501"|"Eastern Maine Healthcare Systems EMMC Eastern Maine Medical Center EMMC"|"40267"|"1558063"|"Eastern Maine Healthcare Mall"|"885-925 Union Street"|"Bangor"|"ME"|"USA"|"04401"|"Med Office Building-Cancer treatment"
"01-0263628"|"EASTERN MAINE HEALTHCARE SYSTEMS SEBASTICOOK VALLEY HEALTH"|"40375"|"1592776"|"Sebasticook Valley Work Health LLC"|"125 Main Street"|"Pittsfield"|"ME"|"USA"|"04927"|"Outpatient Medical Facility"
"01-0263628"|"EASTERN MAINE HEALTHCARE SYSTEMS SEBASTICOOK VALLEY HEALTH"|"40376"|"1592776"|"SVH Family Care &Specialty Physicians"|"1309 Main Street Unit 1"|"Clinton"|"ME"|"USA"|"04927"|"Outpatient Medical Facility"
"01-0263628"|"EASTERN MAINE HEALTHCARE SYSTEMS SEBASTICOOK VALLEY HEALTH"|"40377"|"1592776"|"SVH Family Care"|"8 Main Street"|"Newport"|"ME"|"USA"|"04953"|"Outpatient Medical Facility"
"01-0263628"|"EASTERN MAINE HEALTHCARE SYSTEMS SEBASTICOOK VALLEY HEALTH"|"40378"|"1592776"|"SVH Family Care"|"470 Somerset Avenue"|"Pittsfield"|"ME"|"USA"|"04967"|"Outpatient Medical Facility"
"01-0263628"|"EASTERN MAINE HEALTHCARE SYSTEMS SEBASTICOOK VALLEY HEALTH"|"40379"|"1592776"|"SVH Specialty Physicians"|"72 North Main Road"|"Detroit"|"ME"|"USA"|"04929"|"Outpatient Medical Facility"
"01-0263628"|"EASTERN MAINE HEALTHCARE SYSTEMS SEBASTICOOK VALLEY HEALTH"|"40380"|"1592776"|"SVH Rehabitation Services"|"118 Moosehead Trail Suite 4"|"Newport"|"ME"|"USA"|"04953"|"Outpatient Medical Facility"
"01-0263628"|"EASTERN MAINE HEALTHCARE SYSTEMS SEBASTICOOK VALLEY HEALTH"|"40381"|"1592776"|"SVH Sleep CenterofMaine"|"114 Chandlet Street"|"Pittsfield"|"ME"|"USA"|"04967"|"Outpatient Medical Facility"
"01-0263628"|"EASTERN MAINE HEALTHCARE SYSTEMS SEBASTICOOK VALLEY HEALTH"|"40382"|"1592776"|"SVH Rehabilitation Services"|"141 Leighton Street"|"Pittsfield"|"ME"|"USA"|"04967"|"Outpatient Medical Facility"
"01-0263628"|"EASTERN MAINE HEALTHCARE SYSTEMS SEBASTICOOK VALLEY HEALTH"|"40383"|"1592776"|"SVH Convenient Care LLC"|"1573 Main Street"|"Newport"|"ME"|"USA"|"04953"|"Outpatient Medical Facility"
"01-0179500"|"SOUTHERN MAINE HEALTH CARE"|"41043"|"1609897"|"SMMC PRIMECARE & ANC FACILITY"|"9 HEALTHCARE DRIVE"|"BIDDEFORD"|"ME"|"USA"|"04005"|"PHYSICIAN OFFICES AND DIAGNOSTIC SERVICE"
"01-0179500"|"SOUTHERN MAINE HEALTH CARE"|"41044"|"1609897"|"SMMC PRIMECARE INTERNAL MEDICINE"|"30 WEST COLE ROAD"|"BIDDEFORD"|"ME"|"USA"|"04005"|"PHYSICIAN OFFICES AND DIAGNOSTIC SERVICE"
"01-0179500"|"SOUTHERN MAINE HEALTH CARE"|"41045"|"1609897"|"SMMC PRIMECARE COASTAL SURGERY"|"3 MEDICAL CENTER DRIVE"|"BIDDEFORD"|"ME"|"USA"|"04005"|"PHYSICIAN OFFICES AND DIAGNOSTIC SERVICE"
"01-0179500"|"SOUTHERN MAINE HEALTH CARE"|"41046"|"1609897"|"SMMC PRIMECARE INFECTIOUS DISEASE"|"2 MEDICAL CENTER DRIVE"|"BIDDEFORD"|"ME"|"USA"|"04005"|"PHYSICIAN OFFICES AND DIAGNOSTIC SERVICE"
"01-0179500"|"SOUTHERN MAINE HEALTH CARE"|"41047"|"1609897"|"SMMC PRIMECARE NEUROLOGY"|"26 WEST COLE ROAD"|"BIDDEFORD"|"ME"|"USA"|"04005"|"PHYSICIAN OFFICES AND DIAGNOSTIC SERVICE"
"01-0179500"|"SOUTHERN MAINE HEALTH CARE"|"41048"|"1609897"|"SMMC PRIMECARE ORTHOPEDICS"|"10 WELLSPRING ROAD"|"BIDDEFORD"|"ME"|"USA"|"04005"|"PHYSICIAN OFFICES AND DIAGNOSTIC SERVICE"
"01-0179500"|"SOUTHERN MAINE HEALTH CARE"|"41049"|"1609897"|"SMMC PRIMECARE & ANC FACILITY"|"4 SHAPE DRIVE"|"KENNEBUNK"|"ME"|"USA"|"04043"|"PHYSICIAN OFFICES AND DIAGNOSTIC SERVICE"
"01-0179500"|"SOUTHERN MAINE HEALTH CARE"|"41050"|"1609897"|"SMMC PRIMECARE PEDIATRICS"|"3 SHAPE DRIVE"|"KENNEBUNK"|"ME"|"USA"|"04043"|"PHYSICIAN OFFICES AND DIAGNOSTIC SERVICE"
"01-0179500"|"SOUTHERN MAINE HEALTH CARE"|"41051"|"1609897"|"SMMC INTERNAL MEDICINE"|"72 MAIN STREET"|"KENNEBUNK"|"ME"|"USA"|"04043"|"PHYSICIAN OFFICES AND DIAGNOSTIC SERVICE"
"01-0179500"|"SOUTHERN MAINE HEALTH CARE"|"41052"|"1609897"|"SMMC SLEEP LAB"|"45 BARRA ROAD"|"BIDDEFORD"|"ME"|"USA"|"04005"|"PHYSICIAN OFFICES AND DIAGNOSTIC SERVICE"
"01-0179500"|"SOUTHERN MAINE HEALTH CARE"|"41053"|"1609897"|"SMMC REHAB THERAPY"|"41 SPRINGHILL ROAD"|"SACO"|"ME"|"USA"|"04072"|"PHYSICIAN OFFICES AND DIAGNOSTIC SERVICE"
"01-0179500"|"SOUTHERN MAINE HEALTH CARE"|"41054"|"1609897"|"SMMC PRIMECARE & ANC FACILITY"|"13 INDUSTRIAL PARK ROAD"|"SACO"|"ME"|"USA"|"04072"|"PHYSICIAN OFFICES AND DIAGNOSTIC SERVICE"
"01-0179500"|"SOUTHERN MAINE HEALTH CARE"|"41055"|"1609897"|"SMMC PRIMECARE INTERNAL MEDICINE"|"1 GRANNY SMITH ROAD"|"OLD ORCHARD BEACH"|"ME"|"USA"|"04064"|"PHYSICIAN OFFICES AND DIAGNOSTIC SERVICE"
"01-0215911"|"Mid Coast Hospital"|"41151"|"1617422"|"Mid Coast Hospital"|"121 Medical Center Drive"|"Brunswick"|"ME"|"USA"|"04011"|"General Medical & Surgical"
"01-0215911"|"Mid Coast Hospital"|"41152"|"1617422"|"Mid Coast Hospital"|"81 Medical Center Drive"|"Brunswick"|"ME"|"USA"|"04011"|"General Medical & Surgical"
"01-0215911"|"Mid Coast Hospital"|"41153"|"1617422"|"Mid Coast Hospital"|"11 Medical Center Drive"|"Brunswick"|"ME"|"USA"|"04011"|"General Medical & Surgical"
"01-0215911"|"Mid Coast Hospital"|"41154"|"1617422"|"Mid Coast Hospital"|"310 Bath Road"|"Brunswick"|"ME"|"USA"|"04011"|"General Medical & Surgical"
"01-0215911"|"Mid Coast Hospital"|"41155"|"1617422"|"Mid Coast Hospital"|"430 Bath Road"|"Brunswick"|"ME"|"USA"|"04011"|"General Medical & Surgical"
"01-0215911"|"Mid Coast Hospital"|"41156"|"1617422"|"Mid Coast Hospital"|"66 Baribeau Drive"|"Brunswick"|"ME"|"USA"|"04011"|"General Medical & Surgical"
"01-0215911"|"Mid Coast Hospital"|"41157"|"1617422"|"Mid Coast Hospital"|"30 So Bristol Road"|"Damariscotta"|"ME"|"USA"|"04543"|"General Medical & Surgical"
"01-0215911"|"Mid Coast Hospital"|"41158"|"1617422"|"Mid Coast Hospital"|"1356A Washington Avenue"|"Bath"|"ME"|"USA"|"04530"|"General Medical & Surgical"
"01-0215911"|"Mid Coast Hospital"|"41159"|"1617422"|"Mid Coast Hospital - Mid Coast Med Group"|"1 Bowdoin Mill Island"|"Topsham"|"ME"|"USA"|"04086"|"General Medical & Surgical"
"01-0215911"|"Mid Coast Hospital"|"41160"|"1617422"|"Mid Coast Hospital"|"22 Maine Street Station"|"Brunswick"|"ME"|"USA"|"04011"|"General Medical & Surgical"
"01-0217211"|"EASTERN MAINE HEALTHCARE SYSTEMS IH INLAND HOSPITAL IH"|"41161"|"1617423"|"Inland Orthopedics"|"325D Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"Medical Office Building - Physician Service"
"01-0217211"|"EASTERN MAINE HEALTHCARE SYSTEMS IH INLAND HOSPITAL IH"|"41162"|"1617423"|"Inland Medical Associates"|"180 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"Medical Office Building - Physician Service"
"01-0217211"|"EASTERN MAINE HEALTHCARE SYSTEMS IH INLAND HOSPITAL IH"|"41163"|"1617423"|"New Horizons Family Medicine Associates"|"10 Washington Street"|"Waterville"|"ME"|"USA"|"04901"|"Medical Office Building - Physician Service"
"01-0217211"|"EASTERN MAINE HEALTHCARE SYSTEMS IH INLAND HOSPITAL IH"|"41164"|"1617423"|"Inland Rheumatology"|"246 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"246 Kennedy Memorial Drive"
"01-0217211"|"EASTERN MAINE HEALTHCARE SYSTEMS IH INLAND HOSPITAL IH"|"41165"|"1617423"|"Inland Medical Associates"|"180 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"Medical Office Building - Physician Service"
"01-0217211"|"EASTERN MAINE HEALTHCARE SYSTEMS IH INLAND HOSPITAL IH"|"41166"|"1617423"|"Waterville Surgical Associates"|"180 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"Medical Office Building - Physician Service"
"01-0217211"|"EASTERN MAINE HEALTHCARE SYSTEMS IH INLAND HOSPITAL IH"|"41167"|"1617423"|"Inland Osteopathic Manipulative Medicine"|"246 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"Medical Office Building - Physician Service"
"01-0217211"|"EASTERN MAINE HEALTHCARE SYSTEMS IH INLAND HOSPITAL IH"|"41168"|"1617423"|"Inland Medical Associates"|"174 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"Medical Office Building - Physician Service"
"01-0217211"|"EASTERN MAINE HEALTHCARE SYSTEMS IH INLAND HOSPITAL IH"|"41169"|"1617423"|"Inland Medical Associates"|"180 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"Medical Office Building - Physician Service"
"01-0217211"|"EASTERN MAINE HEALTHCARE SYSTEMS IH INLAND HOSPITAL IH"|"41170"|"1617423"|"Inland Family Care - Fairfield"|"121 Main Street"|"Waterville"|"ME"|"USA"|"04901"|"Medical Office Building - Physician Service"
"01-0217211"|"EASTERN MAINE HEALTHCARE SYSTEMS IH INLAND HOSPITAL IH"|"41171"|"1617423"|"Inland Women's Healthcare"|"395E Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"Medical Office Building - Physician Service"
"01-0217211"|"EASTERN MAINE HEALTHCARE SYSTEMS IH INLAND HOSPITAL IH"|"41172"|"1617423"|"Inland Family Care"|"416 Concourse West"|"Waterville"|"ME"|"USA"|"04901"|"Medical Office Building - Physician Service"
"01-0217211"|"EASTERN MAINE HEALTHCARE SYSTEMS IH INLAND HOSPITAL IH"|"41173"|"1617423"|"Heart First Cardiology Assoc"|"244 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"Medical Office Building - Physician Service"
"01-0217211"|"EASTERN MAINE HEALTHCARE SYSTEMS IH INLAND HOSPITAL IH"|"41174"|"1617423"|"Inland Women's Healthcare"|"180 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"Medical Office Building - Physician Service"
"01-0217211"|"EASTERN MAINE HEALTHCARE SYSTEMS IH INLAND HOSPITAL IH"|"41175"|"1617423"|"Inland Neurology"|"246 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"Medical Office Building - Physician Service"
"01-0217211"|"EASTERN MAINE HEALTHCARE SYSTEMS IH INLAND HOSPITAL IH"|"41176"|"1617423"|"New Honzons North Anson RHC"|"167 Main Street"|"Waterville"|"ME"|"USA"|"04958"|"Medical Office Building - Physician Service"
"01-0217211"|"EASTERN MAINE HEALTHCARE SYSTEMS IH INLAND HOSPITAL IH"|"41177"|"1617423"|"Inland Family Care"|"74 Water Street"|"Oakland"|"ME"|"USA"|"04963"|"Medical Office Building - Physician Service"
"01-0217211"|"EASTERN MAINE HEALTHCARE SYSTEMS IH INLAND HOSPITAL IH"|"41178"|"1617423"|"Inland Family Care - Unity"|"80 Main Street"|"Unity"|"ME"|"USA"|"04988"|"Medical Office Building - Physician Service"
"01-0217211"|"EASTERN MAINE HEALTHCARE SYSTEMS IH INLAND HOSPITAL IH"|"41179"|"1617423"|"New Horizons Madison RHC"|"344 Lakewood Road"|"Skowhegan"|"ME"|"USA"|"04901"|"Medical Office Building - Physician Service"
"02-0222157"|"Monadnock Community Hospital"|"41604"|"1641743"|"Bond Wellness Center"|"458 Old Street Road Wellness Center"|"Peterborough"|"NH"|"USA"|"03458"|"Medically-based fitness center and rehabilitation services"
"02-0222157"|"Monadnock Community Hospital"|"41605"|"1641743"|"Monadnock Orthopaedic Associates"|"458 Old Stret Road Wellness Center"|"Peterborough"|"NH"|"USA"|"03458"|"Medically-based fitness center and rehabilitation services"
"02-0222157"|"Monadnock Community Hospital"|"41606"|"1641743"|"Monadnock Regional Pediatrics"|"454 Old Street Road MAB Building"|"Peterborough"|"NH"|"USA"|"03458"|"Medically-based fitness center and rehabilitation services"
"02-0222157"|"Monadnock Community Hospital"|"41607"|"1641743"|"Jaffrey Family MedicinePT Staellite"|"82 Peterborough Street"|"Jaffrey"|"NH"|"USA"|"03452"|"Medically-based fitness center and rehabilitation services"
"02-0222157"|"Monadnock Community Hospital"|"41608"|"1641743"|"Monadnock Family Care"|"454 Old Street Road MAB Building"|"Peterborough"|"NH"|"USA"|"03458"|"Medically-based fitness center and rehabilitation services"
"02-0222157"|"Monadnock Community Hospital"|"41609"|"1641743"|"North Meadow"|"154 Hancock Road"|"Peterborough"|"NH"|"USA"|"03458"|"Medically-based fitness center and rehabilitation services"
"02-0222157"|"Monadnock Community Hospital"|"41610"|"1641743"|"Monadnock Internists"|"454 Old Street Road MAB Building"|"Peterborough"|"NH"|"USA"|"03458"|"Medically-based fitness center and rehabilitation services"
"02-0222157"|"Monadnock Community Hospital"|"41611"|"1641743"|"Peterborough Internal Medicine"|"454 Old Street Road MAB Building"|"Peterborough"|"NH"|"USA"|"03458"|"Medically-based fitness center and rehabilitation services"
"02-0222157"|"Monadnock Community Hospital"|"41612"|"1641743"|"Monadnock Behavioral Health"|"458 Old Street Road Wellness Center"|"Peterborough"|"NH"|"USA"|"03458"|"Medically-based fitness center and rehabilitation services"
"02-0222157"|"Monadnock Community Hospital"|"41613"|"1641743"|"Rindge Family Practice"|"145 US Route 202"|"Rindge"|"NH"|"USA"|"03461"|"Medically-based fitness center and rehabilitation services"
"02-0222157"|"Monadnock Community Hospital"|"41614"|"1641743"|"Monadnock Surgical Associates"|"454 Old Street Road MAB Building"|"Peterborough"|"NH"|"USA"|"03458"|"Medically-based fitness center and rehabilitation services"
"02-0222157"|"Monadnock Community Hospital"|"41615"|"1641743"|"Antrim Medical Group"|"12 Elm Street"|"Antrim"|"NH"|"USA"|"03440"|"Medically-based fitness center and rehabilitation services"
"02-0222157"|"Monadnock Community Hospital"|"41616"|"1641743"|"New Ipswich Family Medicine"|"821 Turnpike Road"|"New Ipswich"|"NH"|"USA"|"03071"|"Medically-based fitness center and rehabilitation services"
"02-0222157"|"Monadnock Community Hospital"|"41617"|"1641743"|"Neurology Center"|"458 Old Street Road Wellness Center"|"Peterborough"|"NH"|"USA"|"03458"|"Medically-based fitness center and rehabilitation services"
"01-0372148"|"EASTERN MAINE HEALTHCARE SYSTEMS TAMC THE AROOSTOOK MEDICAL CENTER TAMC"|"41670"|"1644094"|"NEPHROLOGY SERVICES"|"19 NORTH STREET"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"EASTERN MAINE HEALTHCARE SYSTEMS TAMC THE AROOSTOOK MEDICAL CENTER TAMC"|"41671"|"1644094"|"OCCUPATIONAL HEALTH & WELLNESS"|"146 ACADEMY STREET"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"EASTERN MAINE HEALTHCARE SYSTEMS TAMC THE AROOSTOOK MEDICAL CENTER TAMC"|"41672"|"1644094"|"TAMC NEURO REHAB"|"146 ACADEMY STREET STE 5"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"EASTERN MAINE HEALTHCARE SYSTEMS TAMC THE AROOSTOOK MEDICAL CENTER TAMC"|"41673"|"1644094"|"WOMEN'S HEALTH CENTER"|"140 ACADEMY STREET STE 6"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"EASTERN MAINE HEALTHCARE SYSTEMS TAMC THE AROOSTOOK MEDICAL CENTER TAMC"|"41674"|"1644094"|"MARS HILL HEALTH CENTER"|"106 MAIN STREET"|"MARS HILL"|"ME"|"USA"|"04758"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"EASTERN MAINE HEALTHCARE SYSTEMS TAMC THE AROOSTOOK MEDICAL CENTER TAMC"|"41675"|"1644094"|"CARIBOU HEALTH CENTER"|"118 BENNETT DRIVE STE 130"|"CARIBOU"|"ME"|"USA"|"04736"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"EASTERN MAINE HEALTHCARE SYSTEMS TAMC THE AROOSTOOK MEDICAL CENTER TAMC"|"41676"|"1644094"|"ASHLAND HEALTH CENTER"|"33 WALKER STREET"|"ASHLAND"|"ME"|"USA"|"04759"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"EASTERN MAINE HEALTHCARE SYSTEMS TAMC THE AROOSTOOK MEDICAL CENTER TAMC"|"41677"|"1644094"|"RADIATION ONCOLOGY"|"140 ACADEMY STREET"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"EASTERN MAINE HEALTHCARE SYSTEMS TAMC THE AROOSTOOK MEDICAL CENTER TAMC"|"41678"|"1644094"|"FORT FAIRFIELD HEALTH CENTER"|"23 HIGH STREET"|"FORT FAIRFIELD"|"ME"|"USA"|"04742"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"EASTERN MAINE HEALTHCARE SYSTEMS TAMC THE AROOSTOOK MEDICAL CENTER TAMC"|"41679"|"1644094"|"WALKIN CARE"|"23 NORTH STREET STE 2"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"EASTERN MAINE HEALTHCARE SYSTEMS TAMC THE AROOSTOOK MEDICAL CENTER TAMC"|"41680"|"1644094"|"OUTPATIENT SPECIALTY CLINICS"|"146 ACADEMY STREET STE 1C"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"EASTERN MAINE HEALTHCARE SYSTEMS TAMC THE AROOSTOOK MEDICAL CENTER TAMC"|"41681"|"1644094"|"AROOSTOOK HEART & LUNG CENTER"|"146 ACADEMY STREET STE B"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"EASTERN MAINE HEALTHCARE SYSTEMS TAMC THE AROOSTOOK MEDICAL CENTER TAMC"|"41682"|"1644094"|"AROOSTOOK CANCER CARE"|"140 ACADEMY STREET"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"EASTERN MAINE HEALTHCARE SYSTEMS TAMC THE AROOSTOOK MEDICAL CENTER TAMC"|"41683"|"1644094"|"AROOSTOOK PEDIATRICS"|"23 NORTH STREET STE 1"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"EASTERN MAINE HEALTHCARE SYSTEMS TAMC THE AROOSTOOK MEDICAL CENTER TAMC"|"41684"|"1644094"|"SLEEP MEDICINE SERVICES"|"140 ACADEMY STREET STE 2 3"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"EASTERN MAINE HEALTHCARE SYSTEMS TAMC THE AROOSTOOK MEDICAL CENTER TAMC"|"41685"|"1644094"|"ORTHOPEDICS & SPORTS MEDICINE"|"140 ACADEMY STREET STE 9"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"EASTERN MAINE HEALTHCARE SYSTEMS TAMC THE AROOSTOOK MEDICAL CENTER TAMC"|"41686"|"1644094"|"OBGYN MIDWIFERY SERVICES"|"140 ACADEMY STREET STE 4"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"EASTERN MAINE HEALTHCARE SYSTEMS TAMC THE AROOSTOOK MEDICAL CENTER TAMC"|"41687"|"1644094"|"GENERAL & VASCULAR SURGERY CTR"|"146 ACADEMY STREET STE 1A"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINIC"
