"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"TOTAL_EXPENSES"
"01-0954243"|"AMAZING GRACE EVANGELICAL MINISTRIES"|"846051"|""
"01-0409063"|"Maine Education Credit Union"|"846061"|""
"01-0495262"|"SHAW HOUSE"|"846064"|"1562385.0000"
"01-0729134"|"CLARE OAKS"|"846065"|""
"01-6006058"|"PORTLAND MAINE SYMPHONY ORCHESTRA"|"846066"|"2657986.0000"
"01-0903800"|"CARMEL IDEAS FOUNDATION"|"847752"|""
"01-0211508"|"Good Will Home Association"|"847931"|"3349276.0000"
"01-0347504"|"COASTAL ENTERPRISES INC"|"847932"|"10648571.0000"
"01-0387418"|"PENOBSCOT THEATRE COMPANY"|"847934"|"805291.0000"
"01-0434603"|"WOMEN UNLIMITED"|"847935"|"646981.0000"
"01-0484310"|"MAINE INITIATIVESINC"|"847936"|"793418.0000"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"847937"|"125936330.0000"
"01-0612870"|"METHODIST TRANSPLANT PHYSICIANS"|"847938"|""
"01-0447619"|"MAHOOSUC LAND TRUST INC"|"847964"|""
"01-0536785"|"UNITY FOUNDATION"|"847966"|"472739.0000"
"01-0565782"|"The China Training Network"|"847968"|""
"01-0765675"|"JOAN MALE FAMILY SUPPORT CENTER FOUNDATION"|"847972"|""
"01-0974476"|"CHARTER BOARD PARTNERS"|"847974"|""
"02-0223176"|"NEW HAMPSHIRE MEDICAL SOCIETY"|"847975"|"1003750.0000"
"02-0239519"|"World Affairs Council of New Hampshire"|"847977"|""
"01-0224532"|"FRIEND MEMORIAL PUBLIC LIBRARY"|"850496"|""
"01-0317540"|"Swans Island Educational Society"|"850498"|""
"01-0357548"|"The Conservation Trust of Brooksville, Castine & Penobscott"|"850501"|""
"01-0603034"|"Rural Health Collaborative of Southern Ohio"|"850504"|""
"01-0648145"|"ORTHOCAROLINA RESEARCH INSTITUTE, INC FMRLY O. L. MILLER RESEARCH INSTITUTE"|"850506"|"1062710.0000"
"01-0904345"|"PHOENIX LODGE 2 FRATERNAL ORDER OF POLICE"|"850510"|""
"01-0939141"|"RESTAURANT OPPORTUNITIES CENTERS UNITEC"|"850511"|"2582561.0000"
"01-0964541"|"PRAISEALUJAH DISCIPLESHIP"|"850513"|""
"02-0223334"|"WEBSTER HOUSE"|"850516"|"969317.0000"
"01-0315847"|"HALFWAY HOUSE INC"|"850522"|"705018.0000"
"01-0319524"|"MAINE PRESERVATION"|"850523"|""
"01-0377246"|"New Hope for Women, Inc."|"850526"|"793782.0000"
"01-0496139"|"ISLAND COMMONS RESOURCE CENTER"|"850527"|""
"01-0546327"|"Sebasticook Family Doctors"|"850528"|"5008654.0000"
"01-0630527"|"PERSONAL ASSISTANCE OPTIONS INC"|"850531"|"2764682.0000"
"01-0384674"|"CONVENTION & VISITORS BUREAU OF GREATER PORTLAND"|"852668"|""
"01-0318746"|"BELFAST AREA CHAMBER OF COMMERCE"|"852937"|""
"01-0412221"|"Maine Council of Self Insurers"|"852938"|""
"01-0654320"|"The Lio Mission Inc."|"852940"|""
"01-0211542"|"CATHERINE MORRILL DAY NURSERY"|"852964"|"894079.0000"
"01-0315849"|"AROOSTOOK COUNTY ACTION PROGRAMS INC"|"852966"|"15204942.0000"
"01-0865446"|"Cosby High School Athletic Boosters"|"853229"|""
"01-0495250"|"Ingraham Housing Corporation"|"853388"|""
"01-0153960"|"ST ANDREWS HOSPITAL"|"853594"|""
"01-0315732"|"Midcoast Maine Community Action"|"853595"|"6416754.0000"
"01-0465231"|"Norumbega Medical Specialists LTD"|"853597"|"2959572.0000"
"01-0263628"|"SEBASTICOOK VALLEY HEALTH"|"853837"|"33986914.0000"
"01-0849648"|"ACADEMY IN MANAYUNK"|"853838"|"5686196.0000"
"01-0187940"|"ROCKLAND CEMETERY ASSOCIATION"|"854038"|""
"01-0277678"|"Kennebec Valley Community Action Program"|"854124"|"23148200.0000"
"01-0618964"|"OASIS CARE, INC."|"854125"|""
"01-0366464"|"KATAHDIN SHARED SERVICES INC"|"854203"|"1121960.0000"
"01-0418902"|"United Bikers of Maine"|"854204"|""
"02-0205076"|"WINONA SOCIAL CLUB, INC"|"854456"|""
"01-0100593"|"KENNEBUNK RIVER CLUB"|"855026"|""
"02-0127246"|"GREATER DOVER CHAMBER OF COMMERCE"|"855031"|""
"01-0234189"|"Northern Maine Medical Center"|"855113"|"46168424.0000"
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"855117"|"558027.0000"
"01-0382340"|"COVE'S EDGE INC"|"855119"|""
"01-0421234"|"Lakewood A Continuing Care Center"|"855122"|"9640558.0000"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"855125"|"168077.0000"
"01-0459837"|"Acadia Hospital Corporation"|"855127"|""
"01-0487091"|"COASTAL MEDICAL CARE"|"855129"|""
"01-0489824"|"WESTERN MAINE MULTI-MEDICAL SPECIALISTS"|"855132"|""
"01-0524835"|"SPRING HARBOR COMMUNITY SERVICES"|"855133"|""
"01-0542842"|"GERIATRIC RESOURCE NETWORK"|"855135"|""
"01-0569403"|"HRCA BROOKLINE HOUSING 1550 BEACON PLAZA INC"|"855138"|"3115463.0000"
"01-0818232"|"COMMUNITY CONNECTIONS REAL ESTATE FOUNDATION"|"855140"|"1403119.0000"
"01-6023681"|"VISITING BOARD OF THE CHILDREN'S HOSPITAL"|"855142"|""
"02-0222157"|"Monadnock Community Hospital"|"855150"|"73502775.0000"
"01-0211781"|"PRESIDENT AND TRUSTEES OF BATES COLLEGE"|"860414"|"118474815.0000"
"01-0212444"|"York Hospital"|"860415"|"153049863.0000"
"01-0284446"|"REDINGTON-FAIRVIEW GENERAL HOSPITAL"|"860416"|"71937894.0000"
"01-0328442"|"EASTERN MAINE HOMECARE"|"860417"|"10782437.0000"
"01-0424969"|"COMMUNITY CONCEPTS INC"|"860418"|"27575358.0000"
"01-0484154"|"MAHC INC"|"860419"|""
"01-0496076"|"FRATERNAL ORDER OF EAGLES #4352"|"860420"|""
"01-0540981"|"COMMUNITY CONCEPTS FINANCE CORPORATION"|"860421"|"910206.0000"
"01-0727280"|"BRONX CHARTER SCHOOL FOR THE ARTS"|"860422"|"5822913.0000"
"01-0729555"|"FIRST DEFENSE LEGAL AID"|"860423"|""
"01-0782573"|"Advisors Charitable Gift Fund"|"860424"|"1138007.0000"
"02-0222174"|"PHILLIPS EXETER ACADEMY"|"860425"|"88099983.0000"
"02-0222182"|"SAINT ANSELM COLLEGE"|"860426"|"87465710.0000"
"01-0562775"|"NEW JERSEY EMERGENCY PREPAREDNESS AS"|"861450"|"212810.0000"
"01-0697869"|"ATZUM, INC."|"861451"|"231240.0000"
"01-0914846"|"COMMUNITY IST-AMERICA'S CHARITIES OF GREATER WASHINGTON DC"|"861452"|"197528.0000"
"01-0371166"|"PENOBSCOT CHRISTIAN SCHOOL"|"862334"|""
"01-0179500"|"THE WEBBER HOSPITAL ASSOC"|"862775"|""
"01-0211485"|"YOUNG MEN'S CHRISTIAN ASSOCIATION BANGOR"|"862776"|"3761341.0000"
"01-0211501"|"Eastern Maine Medical Center"|"862777"|""
"01-0211505"|"THE TRUSTEES OF FRYEBURG ACADEMY"|"862778"|"12878555.0000"
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"862779"|""
"01-0215911"|"Mid Coast Hospital"|"862780"|"115131887.0000"
"01-0217211"|"INLAND HOSPITAL"|"862781"|""
"01-0219904"|"STEPHENS MEMORIAL HOSPITAL ASSOC"|"862782"|"46765511.0000"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"862783"|"33559834.0000"
"01-0266289"|"Maine Hospital Association Inc"|"862784"|""
"01-0280225"|"Catholic Charities Maine"|"862785"|""
"01-0389222"|"TAMC ENDOWMENTS"|"862786"|""
"01-0389226"|"TAMC TITLE CORPORATION"|"862787"|""
"01-0411788"|"WESTERN MAINE HEALTH CARE CORP"|"862788"|""
"01-0431680"|"MAINEHEALTH"|"862789"|""
"01-0434215"|"MMC REALTY CORP"|"862790"|""
"01-0496221"|"Mid Coast Geriatric Services Corporation"|"862792"|"8625202.0000"
"01-0511356"|"NORDX"|"862794"|""
"01-0524834"|"SPRING HARBOR HOSPITAL"|"862795"|""
"01-0547055"|"Maine Community Action Association"|"862796"|"788897.0000"
"01-0560598"|"CHILD DEVELOPMENT CENTER CORPORATION"|"862797"|"820568.0000"
"01-0569404"|"CENTER COMMUNITIES OF BROOKLINE INC"|"862798"|"4346463.0000"
"01-0628051"|"SHOLOM COMMUNITY ALLIANCE HOME HEALTHCARE"|"862799"|""
"01-0732928"|"US RUSSIA FOUNDATION FOR ECONOMIC ADVANCEMENT AND THE RULE OF LAW"|"862800"|"6369901.0000"
"01-0829282"|"GOOD SHEPHERD MEDICAL CENTER-LINDEN"|"862801"|"10693902.0000"
"01-0852888"|"TEAM READ"|"862802"|""
"02-0110580"|"Blue Mountain Forest Association"|"862803"|"1089436.0000"
"02-0179953"|"GREATER PORTSMOUTH CHAMBER OF COMMERCE"|"862804"|""
"02-0222131"|"FRISBIE MEMORIAL HOSPITAL"|"862805"|"126881371.0000"
"01-0195310"|"THE YORKS CHAMBER OF COMMERCE INC"|"864958"|""
"01-0427824"|"WATERSHED CENTER FOR THE CERAMIC ARTS"|"864959"|""
"01-0671151"|"American Friends of Lucerne Festival"|"864962"|"104865.0000"
"01-0777925"|"ELEVA BROILER FESTIVAL INC"|"864964"|""
"01-0838125"|"SAFE FAMILY MINISTRIES"|"864966"|"104821.0000"
"01-0890941"|"LAHAK HANOCHOS INC"|"864968"|""
"01-0906593"|"MANAGEMENT SERVICES, INC"|"864969"|""
"01-0908221"|"HOLSTEN HUMAN CAPITAL DEVELOPMENT NFP"|"864970"|""
"01-0941732"|"Connecticut Catholic Public Affairs Conference, Inc."|"864971"|""
"02-0102440"|"ABENAQUI COUNTRY CLUB, INC."|"864972"|""
"02-0103680"|"American Guernsey Association"|"864973"|""
"01-0061310"|"Fraternal Order of Eagles"|"866812"|""
"02-0130185"|"ROCHESTER LODGE OF ELKS #1393"|"866814"|""
"01-0177170"|"WALDO COUNTY GENERAL HOSPITAL"|"867258"|"68997027.0000"
"01-0724306"|"THE PHILLY AND CHARLIE DAKE FOUNDATION"|"867414"|"582250.0000"
"01-0833397"|"Global Refuge International"|"867415"|""
"01-6010198"|"AUBURN MASONIC ASSOCIATION"|"867416"|""
"01-0749311"|"UFCW UNIONS & PARTICIPATING EMPLOYERS HEALTH & WELFARE FUND"|"867962"|"35950504.0000"
"02-0223390"|"MANCHESTER HISTORIC ASSOCIATION"|"867963"|"803974.0000"
"01-0095705"|"International Brotherhood of Electrical Workers Local 567"|"868421"|""
"01-0131390"|"OAKDALE COUNTRY CLUB"|"868422"|""
"01-0211811"|"Kennebec Valley YMCA"|"868423"|"2529264.0000"
"01-0211813"|"PENOBSCOT BAY YMCA"|"868424"|"3249563.0000"
"01-0241528"|"SOUTHWEST HARBOR LIBRARY"|"868425"|""
"01-0269301"|"MAINE ASSOCIATION OF REALTORS"|"868426"|""
"01-0287814"|"Caribou Country Club"|"868427"|""
"01-0369904"|"CASA INC"|"868428"|"8363857.0000"
"01-0377308"|"BELGRADE LAKES ASSOCIATION"|"868429"|""
"01-0390410"|"MAINE SELF-INSURANCE GUARANTEE ASSOCIATION"|"868430"|"60172.0000"
"01-0457499"|"ST MARTIN DE PORRES RESIDENCE INC"|"868431"|"159608.0000"
"01-0477310"|"CHRISTIAN MISSION SERVICES"|"868432"|""
"01-0507505"|"MAINE DAIRY PROMOTION BOARD"|"868433"|"485382.0000"
"01-0507513"|"MAINE DAIRY AND NUTRITION COUNCIL"|"868434"|"185523.0000"
"01-0523209"|"MAINE COMPOSITES ALLIANCE"|"868435"|""
"01-0536008"|"MAINE CONSERVATION VOTERS"|"868437"|""
"01-0621026"|"INSTITUTO MAZATLAN BELLAS ARTES DE SACRAMENTO"|"868438"|""
"01-0645907"|"LIFE EDUCATION FOUNDATION"|"868439"|""
"01-0654014"|"Ministry Services Group, Inc"|"868440"|""
"01-0678012"|"MCDUFFIE MUSEUM INC"|"868441"|""
"01-0688619"|"WHITE OAK GROVE OUTREACH CENTER INC"|"868442"|""
"01-0709509"|"SINGLES PLEASING THE LORD INC"|"868443"|""
"01-0836208"|"Hand in Hand / Mano en Mano, Inc."|"868447"|"224416.0000"
"01-0862621"|"ST JOSEPH SHELTER"|"868449"|""
"01-0881719"|"Fisher House in St Louis"|"868450"|""
"01-0939609"|"FOOD OF LIFE OUTREACH MINSTRIES INC"|"868451"|""
"01-0956221"|"PATRICKSBURG FOOD PANTRY INC"|"868452"|""
"02-0128010"|"DUBLIN LAKE CLUB"|"868453"|""
"02-0156800"|"GUARDIAN ANGEL CREDIT UNION"|"868454"|""
"02-0221111"|"ASSOCIATED GENERAL CONTRACTORS OF NH"|"868456"|""
"02-0227519"|"Ancient Arabric Order of Nobles of the Mystic Shrine of N A - Bektash Shriners"|"868457"|"324449.0000"
"02-0244311"|"EXETER DAY SCHOOL"|"872587"|""
"01-0491854"|"EqualityMaine"|"873258"|"492541.0000"
"01-0515357"|"EqualityMaine Foundation"|"873259"|"1024531.0000"
"01-0790552"|"Theater Arts Group"|"873260"|""
"01-0024245"|"BANGOR REGION CHAMBER OF COMMERCE"|"873857"|""
"01-0135937"|"LE PASSE-TEMPS INC"|"873859"|""
"01-0207022"|"FAIRMOUNT CEMETERY ASSOC"|"873860"|""
"01-0210495"|"American Legion Post 0015 Henry Pratt"|"873861"|""
"01-0217234"|"BIDDEFORD POOL YACHT CLUB"|"873862"|""
"01-0244422"|"Laborers Intl Union of North America 327 Local Union"|"873863"|""
"01-0280430"|"Fort Kent Housing Inc"|"873864"|"292186.0000"
"01-0309344"|"KC-FATHER DRUILLETTE COUNCIL"|"873865"|""
"01-0328017"|"AUGUSTA REGIONAL CHURCH HOUSING CORP BETA"|"873866"|"889496.0000"
"01-0344891"|"FRANKLIN COUNTY ANIMAL SHELTER"|"873867"|""
"01-0346944"|"FREEPORT HISTORICAL SOCIETY"|"873868"|""
"01-0369722"|"WAWENOCK GOLF CLUB"|"873869"|""
"01-0376696"|"BIRCH ROCK CAMP"|"873870"|""
"01-0448263"|"Ronald McDonald House Charities of Maine, Inc."|"873871"|"217044.0000"
"01-0456644"|"MAINE YANKEE ATOMIC POWER COMPANY EMPLOYEE WELFARE TRUST"|"873872"|"1103325.0000"
"01-0478121"|"COMMUNITY CHILD CARE CENTER"|"873874"|""
"01-0505433"|"WATERVILLE REGIONAL ARTS AND COMMUNITY CENTER"|"873875"|""
"01-0511596"|"THE NATHAN AND HENRY B CLEAVES LAW LIBRARY"|"873876"|""
"01-0535534"|"SOMERSET ECONOMIC DEVELOPMENT ECONOMIC DEVELOPMENT"|"873877"|""
"01-0552691"|"FULCRUM POINT NEW MUSIC PROJECT"|"873878"|""
"01-0640326"|"AHWATUKEE CHILDREN'S THEATRE INC"|"873879"|""
"01-0673538"|"AMERICAN FRIENDS OF YESHIVAT LEV HATORAH"|"873881"|""
"01-0687154"|"NORTHEASTERN ECONOMIC DEVELOPMENT COMPANY OF PA"|"873883"|""
"01-0729841"|"LOVE INC OF GREATER SHELDON"|"873884"|""
"01-0747396"|"Vought Aircraft Heritage Foundation"|"873886"|""
"01-0750822"|"TMG FOUNDATION"|"873887"|""
"01-0779923"|"THOMAS C & SANDRA S SULLIVAN FOUNDATION"|"873888"|""
"01-0828143"|"NORTHVILLE AMATEUR RADIO ASSOC INC"|"873889"|""
"01-0857526"|"A FAMILY AFFAIR BRIDGES INC"|"873891"|""
"01-0911420"|"FairVote Minnesota"|"873893"|""
"01-6047645"|"GOOSE ROCKS BEACH FIRE COMPANY"|"873897"|""
"01-6242128"|"Euclid Hitachi Retirees VEBA Benefit Plan"|"873898"|""
"02-0215228"|"AMERICAN LEGION POST #8"|"873900"|""
"01-0027741"|"AUGUSTA MAINE ELKS LODGE NO. 964"|"879152"|""
"01-0063430"|"B.P.O. ELKS WATERVILLE MAINE LODGE #905"|"879154"|""
"01-0285449"|"SOUTHERN KENNEBEC CHILD DEVELOPMENT CC"|"879157"|""
"01-0416939"|"Northern Maine Community College Education Foundation"|"879158"|"5153910.0000"
"01-0785049"|"Queens Community Center, Inc."|"879160"|"434603.0000"
"02-0136438"|"Fraternal Order Of Eagles #1464"|"879161"|""
"01-0607464"|"WESTMORELAND APARTMENTS, INC."|"879915"|"132407.0000"
"01-0709883"|"NAOMI'S HOUSE"|"879917"|""
"01-0039552"|"CAMDEN YACHT CLUB"|"880325"|""
"01-0211564"|"UNITED WAY OF ANDROSCOGGIN COUNTY INC"|"880326"|"1475145.0000"
"01-0272150"|"Harbor House Community Service Center"|"880329"|"908472.0000"
"01-0382451"|"WHITNEY BROOKSIDE CORPORATION"|"880330"|"202355.0000"
"01-0465864"|"Hospice Volunteers of Somerset County"|"880331"|""
"01-0478977"|"BIDDEFORD FREE CLINIC"|"880332"|"193781.0000"
"01-0481458"|"CHANNING CHAPEL PRESERVATION SOCIETY"|"880333"|""
"01-0484568"|"OXFORD HILLS FOOD PANTRY"|"880334"|""
"01-0509793"|"PITTSTON FAIR ASSOCIATION"|"880335"|""
"01-0530866"|"INSTITUTE FOR HUMANE EDUCATION"|"880336"|""
"01-0549750"|"FLORIDA ASSISTED LIVING AFFILIATION INC"|"880337"|"1155302.0000"
"01-0564032"|"THE INSTITUTE FOR GIS STUDIES, INC."|"880338"|""
"01-0566082"|"OROMO CULTURAL CENTER"|"880339"|""
"01-0599147"|"DIGITAL MEDIA EDUCATION COMMUNITY MENTORING PROGRAM INC"|"880341"|""
"01-0620340"|"WHISPERS OF HOPE HORSE FARM"|"880342"|""
"01-0631361"|"Washington International School"|"880343"|""
"01-0714863"|"Community Housing Services Cedar Canyon Inc"|"880345"|"250334.0000"
"01-0871294"|"New Redeemed Bible Fellowship Inc"|"880346"|""
"01-0881587"|"SIERRA NEVADA JOURNEYS"|"880347"|"1418984.0000"
"01-6013970"|"PYTHIAN SISTERS HOME ASSOCIATION C/0 DONNA GREGORY TREASURER"|"880350"|"29953.0000"
"01-6019053"|"AMVETS CHARLES J LORING JR POST #25"|"880351"|""
"01-0241055"|"MAINE PRINCIPALS' ASSOCIATION"|"884032"|"2170005.0000"
"01-0354589"|"EASTPORT HEALTH CARE, INC."|"884034"|"3790503.0000"
"01-0421974"|"ORR'S AND BAILEY ISLANDS FIRE DEPARTMENT"|"884633"|""
"01-0550458"|"STOCKDALE VOLUNTEER FIRE DEPARTMENT"|"884635"|""
"01-0605273"|"WE ARE ONE MINISTRIES INC"|"884636"|""
"02-0217171"|"Veterans Of Foreign Wars Post #816"|"884638"|""
"01-0535175"|"WINTERKIDS EDUCATION FOUNDATION"|"885940"|""
"01-0923793"|"CAMP TEN TREES"|"886114"|""
"01-0386284"|"HOPE HAVEN GOSPEL MISSION INC"|"886253"|""
"01-0483786"|"BICYCLE COALITION OF MAINE"|"886254"|""
"01-0484793"|"Table of Plenty"|"886255"|""
"01-0552288"|"THE FG FOUNDATION"|"886257"|"69860.0000"
"01-0557881"|"GRANDIN THEATRE FOUNDATION, INC."|"886258"|""
"01-0582284"|"COMMUNITY CONNECTIONS INC"|"886259"|"1819245.0000"
"01-0837280"|"Galveston Houston Knights of Columbus Charities, Inc."|"886261"|""
"01-0365189"|"Celebration Inc"|"887815"|""
"01-0022320"|"AUGUSTA COUNTRY CLUB"|"888171"|""
"01-0340111"|"EAST MILLINOCKET HOUSING CORPORATION"|"888172"|"398961.0000"
"01-0518900"|"THE POPTECH INSTITUTE"|"888173"|"4375228.0000"
"01-0527319"|"Northern Maine Independent System Administrator Inc"|"888174"|"938388.0000"
"01-0625811"|"Freedom Builders of America Inc"|"888176"|""
"01-0730818"|"CIUDAD DE ANGELES INC"|"888177"|""
"01-0779814"|"Leadership Transformations Inc"|"888178"|""
"01-0856114"|"CAVALIER KING CHARLES SPANIEL CLUB RESCUE INC"|"888179"|""
"01-0963014"|"Coastal Marin Fund"|"888180"|""
"01-0211500"|"DYER LIBRARY ASSOCIATION"|"889375"|"742305.0000"
"01-0547918"|"MAIN STREET MOBILE TREATMENT ASSOCIATES INC"|"889376"|""
"01-0096117"|"ISLAND COUNTRY CLUB"|"889788"|""
"01-0165117"|"MAINE MERCHANTS ASSOCIATION"|"889789"|""
"01-0186800"|"YOUNG MEN'S CHRISTIAN ASSOCIATION"|"889790"|"762497.0000"
"01-0203515"|"SACO VALLEY CREDIT UNION"|"889791"|""
"01-0237912"|"Boothbay Region YMCA"|"889792"|""
"01-0261000"|"SABATTUS REGIONAL CREDIT UNION"|"889793"|""
"01-0284115"|"THE MAIN IDEA INC"|"889794"|""
"01-0313213"|"YORK GOLF & TENNIS CLUB"|"889795"|""
"01-0323915"|"Ambulance Service Inc."|"889796"|""
"01-0324012"|"MAINE RIGHT TO LIFE COMMITTEE"|"889797"|""
"01-0495219"|"BARAN PLACE"|"889798"|"310102.0000"
"01-0520715"|"EQUEST FOUNDATION"|"889799"|""
"01-0521521"|"PISCATAQUIS COUNTY ECONOMIC DEVELOP P C E D C"|"889800"|""
"01-0528014"|"MAINE FARMLAND TRUST"|"889801"|"1632689.0000"
"01-0538200"|"EDGECOMB WOODS"|"889802"|"184617.0000"
"01-0540911"|"JANUS SUPPORTIVE LIVING SERVICES INC"|"889803"|"1115651.0000"
"01-0577111"|"CHIN BAPTIST MISSION CHURCH"|"889804"|""
"01-0601611"|"HARVEY HOUSE LTD"|"889807"|"64374.0000"
"01-0635317"|"Hoosier Owners and Providers for the Elderly, Inc."|"889808"|""
"01-0774114"|"GOVERNMENT INVESTMENT OFFICERS ASSOCIATION"|"889809"|""
"01-0797012"|"BELOVED RAGAMUFFIN MINISTRY"|"889810"|""
"01-0862616"|"SHALOM PRAYER CENTER"|"889811"|""
"01-0916120"|"TURTLE MOUNTAIN COMMUNITY DEVELOPMENT FINANCIAL INSTITUTION INCORPORATED"|"889814"|""
"01-0930015"|"BREAKFORTH MINISTRIES AND CONSULTING INC"|"889815"|""
"01-0951115"|"ALASKA LONGLINE FISHERMENS ASSOCIATION"|"889816"|"314305.0000"
"01-6012414"|"KATAHDIN COUNCIL INC BOY SCOUTS OF AMERICA"|"889817"|"228494.0000"
"02-0105200"|"ACA ASSURANCE"|"889818"|""
"02-0119913"|"CLUB CANADIAN INC"|"889819"|""
"02-0120120"|"COCHECHO COUNTRY CLUB INC"|"889820"|""
"02-0132120"|"The Farmington Cemetery Association"|"889821"|""
"02-0179721"|"POLISH AMERICAN CITIZENS CLUB"|"889823"|""
"02-0222215"|"ST JOSEPH HPSPITAL"|"889826"|""
"01-0525615"|"Maine Winter Sports Center"|"893140"|"1912735.0000"
"01-0710619"|"THE WESTWOOD MONTESSORI SCHOOL, INC."|"893141"|""
"01-0794721"|"Tikigaqmiut Incorporated"|"893143"|""
"01-0273431"|"Centerboard Yacht Club"|"893834"|""
"01-0324705"|"THE SUSAN L. CURTIS CHARITABLE FOUNDATION"|"893835"|"716693.0000"
"01-0206603"|"COMMUNITY CREDIT UNION"|"893930"|"2766201.0000"
"01-0212602"|"Blue Hill Public Library"|"893931"|""
"01-0270233"|"Blue Hill Society for Aid to Children Inc"|"893932"|""
"01-0317602"|"Oceanview Manor Inc"|"893933"|"593890.0000"
"01-0333304"|"FOX ISLANDS ELECTRIC COOPERATIVE INC"|"893934"|"2677417.0000"
"01-0347202"|"HILL STREET TERRACE HOUSING CORPORATION"|"893935"|"932844.0000"
"01-0355822"|"SPECIAL OLYMPICS MAINE INC"|"893936"|"1532411.0000"
"01-0491904"|"MAINE RENEWABLE ENERGY ASSOCIATION"|"893937"|""
"01-0504905"|"GULF OF MAINE RESEARCH INSTITUTE"|"893938"|"8165316.0000"
"01-0505002"|"CAMDEN PUBLIC LIBRARY CENTENNIAL FUND"|"893939"|""
"01-0509203"|"CHEBEAGUE RECREATION CENTER, INC."|"893940"|""
"01-0563728"|"COVERED BRIDGE AFFORDABLE HOUSING CORP"|"893941"|"240842.0000"
"01-0568603"|"GLOBAL GATEWAY NETWORK"|"893942"|""
"01-0576305"|"ANNALS OF FAMILY MEDICINE INC"|"893943"|"651303.0000"
"01-0638903"|"INLIQUIDCOM INC"|"893947"|""
"01-0717802"|"GLOBAL VISION CITADELLE MINISTRIES INC"|"893948"|""
"01-0725431"|"TREASURES 4 TEACHERS INC"|"893949"|""
"01-0760818"|"DELAWARE STORM TRAVEL TEAMS I"|"893951"|""
"01-0788905"|"MASTER BREWERS ASSOCIATION OF THE AMERICAS INC"|"893952"|"1355203.0000"
"01-3073027"|"MAINE COUNCIL-ATLANTIC SALMON FEDERATION"|"893954"|""
"01-6010628"|"MUSEUM OF ART OF OGUNQUIT D/B/A OGUNQUIT MUSEUM OF AMERICAN ART"|"893955"|"579573.0000"
"01-6023503"|"LE CLUB CALUMET EDUCATIONAL & LITERARY FOUNDATION INC"|"893956"|""
"02-0159805"|"LITTLETON AREA CHAMBER OF COMMERCE"|"893957"|""
"01-0211533"|"MCARTHUR LIBRARY ASSOCIATION"|"896590"|""
"01-0221126"|"CASTINE COMMUNITY HOSPITAL"|"896591"|""
"01-0224627"|"BOOTHBAY HARBOR MEMORIAL LIBRARY ASSOCIATION"|"896592"|""
"01-0344605"|"WATERVILLE AREA BOYS & GIRLS CLUB"|"896594"|"1140501.0000"
"01-0361328"|"MAINE MOTOR ARANSPORT ASSCIATION"|"896595"|""
"01-0421229"|"THE HOUSING FOUNDATION-HAMPDEN"|"896596"|"317335.0000"
"01-0545125"|"Trustees of Monmouth Academy"|"896597"|""
"01-0639118"|"ST STEPHEN'S HUMAN SERVICES INC"|"896598"|"10534895.0000"
"01-0262323"|"Northern Maine General"|"897455"|"10663997.0000"
"01-0248224"|"MAINE CREDIT UNION LEAGUE"|"897525"|"1492141.0000"
"01-0369125"|"Maine Forest Products Council"|"897526"|""
"01-0484605"|"ALBION ASSOCIATES"|"897527"|"197775.0000"
"01-0492125"|"ALLIANCE OF INDEP ACADEMIC MEDICAL CTRS"|"897528"|""
"01-0503126"|"Maine Philanthropy Center"|"897529"|""
"01-0531223"|"JORDAN BAY PLACE CO AVESTA HOUSING"|"897530"|"202515.0000"
"01-0531224"|"FIVE GRAHAM STREET CO AVESTA HOUSING"|"897531"|"267694.0000"
"01-0617023"|"CENTER OF LIFE"|"897532"|"428226.0000"
"01-0638224"|"Council For Educational Chang Inc."|"897533"|""
"01-0710522"|"TMT Three Maroon Circle Inc"|"897534"|""
"01-0848225"|"Youth Media Minds of America"|"897535"|""
"01-0969325"|"SUNCOAST SOCCER INC"|"897536"|""
"01-0406624"|"Holocaust Human Rights Center of Maine"|"898498"|""
"01-0502630"|"MAINE VOLUNTEER LAKE MONITORING PROGRAM"|"898712"|""
"01-0541131"|"Downeast Lakes Land Trust"|"898713"|"1037470.0000"
"01-0584930"|"Richmond County Medical Society Project Access Inc"|"898714"|""
"01-0632431"|"CENTER FOR EDUCATION IN LAW AND DEMOCRAC"|"898715"|"279068.0000"
"01-0676431"|"CALIFORNIA CHAPTER OF THE AMERICAN ASSOCIATION OF CLINICAL ENDOCRINOLOGISTS"|"898716"|""
"01-0810429"|"GOVERNMENT TRAINING SERVICES INC"|"898717"|"1480416.0000"
"01-6014031"|"ST MARKS HOME FOR WOMEN"|"898719"|"3194.0000"
"01-6044928"|"AUGUSTA ELECTRICAL JATC"|"898720"|"199079.0000"
"01-0373341"|"KENNEBEC VALLEY EMERGENCY MEDICAL SERVICES"|"900190"|""
