"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"TOTAL_CONTRACTORS"
"01-0322532"|"DAY ONE"|"986602"|"0"
"01-0452620"|"FRIENDS OF CASCO BAY"|"986603"|"0"
"01-0490620"|"HOME RESOURCES OF MAINE INC"|"986604"|"0"
"01-0520531"|"SOUTHERN MAINE COMMUNITY COLLEGE FOUNDATION"|"986605"|"0"
"01-0545335"|"United Ambulance Service"|"986606"|"0"
"01-0853738"|"HUAXIA CHINESE SCHOOL AT BRIDGEWATER"|"986607"|"0"
"02-0202220"|"THE CHESHIRE HEALTH FOUNDATION"|"986608"|"0"
"02-0218036"|"Veterans of Foreign Wars Post 8546"|"986609"|""
"01-0216328"|"EVERGREEN CREDIT UNION"|"987958"|"3"
"01-0463028"|"PORTLAND TRAILS"|"987959"|"0"
"01-0532229"|"NEW ENGLAND RURAL HEALTH ROUNDTABLE"|"987960"|"0"
"01-0549023"|"PHARMACEUTICAL SECURITY INSTITUTE INC"|"987961"|"0"
"01-0752319"|"PITTSBURGH REGIONAL HEALTHCARE INITIATIVE"|"987962"|"3"
"02-0161920"|"GREATER MANCHESTER CHAMBER OF COMMERCE"|"987963"|""
"01-0456521"|"MAINE HOSPICE COUNCIL AND CENTER FOR ENC"|"988674"|"0"
"01-0548823"|"PRINCE AVENUE CHRISTIAN SCHOOL INC"|"988675"|""
"01-0372429"|"Falmouth Conservation Trust"|"989106"|"0"
"01-0499730"|"AMERICAN LIGHTHOUSE FOUNDATION"|"989107"|"0"
"01-0532230"|"Schoodic Arts For All"|"989108"|""
"01-0595129"|"CALIFORNIA ISSUES FORUM"|"989109"|"2"
"01-0712431"|"HILLSIDE FOOD OUTREACH INC"|"989110"|""
"01-0339631"|"BIDDEFORD YOUTH HOCKEY ASSOCIATION"|"989819"|""
"01-0466131"|"LA PUBLIC THEATER INC"|"989820"|"0"
"02-0147630"|"HOLDERNESS SCHOOL"|"989821"|"0"
"01-0564933"|"AUSTIN HINDU TEMPLE AND COMMUNITY CENTER"|"990225"|"0"
"01-0736732"|"MOUNT ST MARY'S HDFC INC"|"990226"|"0"
"01-0741733"|"INTERNATIONAL PARTNERSHIP FOR MICROBICIDES INC"|"990227"|"25"
"01-0938132"|"7 RIVERS ALLIANCE"|"990228"|""
"01-0358732"|"MOBIUS INC"|"990539"|"0"
"01-0918435"|"BASEL ACTION NETWORK"|"990748"|""
"01-0281533"|"Green Valley Association"|"991062"|"0"
"01-0422035"|"TEDFORD HOUSING"|"991063"|"0"
"01-0532835"|"SAFE PASSAGE"|"991064"|"0"
"01-6024421"|"Town of Mount Desert Medical Center"|"991066"|"0"
"01-0244035"|"PARKVIEW ADVENTIST MEDICAL CENTER"|"991950"|"15"
"01-0363873"|"NATIONAL RURAL HEALTH ASSOCIATION"|"991951"|"5"
"01-0367846"|"HERMON ELDERLY PROJECT"|"991952"|""
"01-0379054"|"JACKSON MEMORIAL LIBRARY"|"991953"|"0"
"01-0557352"|"CHILDREN'S FELLOWSHIP OF INDIA, INC"|"991955"|""
"01-0657646"|"International Apostolic Missions"|"991956"|""
"01-0778873"|"EASTON MOUNTAIN, INC."|"991957"|"0"
"01-0826246"|"CALIFORNIA COUNCIL OF LAND TRUSTS"|"991958"|"0"
"01-0888847"|"BETHEL TOWERS INC"|"991959"|"0"
"01-6254546"|"SEIU Healthcare PA Training & Education Fund"|"991960"|"0"
"01-0385303"|"EASTERN MAINE COMMUNITY COLLEGE FOUNDATION"|"993141"|"0"
"01-0471173"|"KENNEBEC VALLEY COMMUNITY COLLEGE FOUNDATION"|"993142"|"0"
"01-0682859"|"MUTUAL FUND DIRECTORS FORUM"|"993143"|"0"
"01-0817571"|"Pepperwood Foundation"|"993144"|"0"
"01-0902152"|"Orange County Mormon Choral Organization"|"993145"|"0"
"01-6015247"|"NAPLES PUBLIC LIBRARY"|"993146"|"0"
"01-0745603"|"CYPRESS LANDING MARINA ASSOCIATION INC"|"994264"|""
"01-0791603"|"CALIFORNIA STATE FAIR MEMORIAL PLAZA FOUNDATION"|"994265"|"0"
"01-0276862"|"UNITED WAY OF YORK COUNTY"|"994852"|"0"
"01-0686634"|"DREAM CENTER OF LAKELAND, INC"|"994855"|"0"
"01-0739765"|"Charleston Academy of Music"|"994856"|"0"
"02-0229110"|"WILLIAM MARCONI ITALIAN CLUB"|"994858"|"0"
"01-0219810"|"MAINE INSURANCE AGENTS ASSOCIATION"|"995625"|"0"
"01-0314110"|"AMICUS"|"995626"|"0"
"01-0349310"|"Treats Falls House, Inc."|"995627"|"1"
"01-0698010"|"HSC NO5 HOUSING DEVELOPMENT FUND COMPANY INC"|"995628"|"0"
"01-0764462"|"HOUSING TRUST FUND OF JOHNSON COUNTY"|"995629"|"0"
"01-0265648"|"NEW ENGLAND MUSIC CAMP ASSOCIATION"|"996445"|"0"
"01-0325912"|"MATTANAWCOOK TERRACE HOUSING CORPORATION"|"996446"|""
"01-0360077"|"New Beginnings, Inc"|"996447"|"0"
"01-0391479"|"Maine Community Foundation Inc"|"996449"|"1"
"01-0467644"|"RAGGED MOUNTAIN REC AREA FOUNDATION"|"996450"|"0"
"01-0492643"|"Mid Coast Hunger Prevention Program"|"996451"|"0"
"01-0527022"|"MAINE DISCOVERY MUSEUM"|"996452"|"0"
"01-0588077"|"DEMOCRATIC FARMER LABOR PARTY BUILDING FUND"|"996454"|"0"
"01-0604413"|"THE FOUNDATION OF ST. LAWRENCE NYSARC, INC."|"996455"|"0"
"01-0606353"|"MIDWEST REGION LABORERS'-EMPLOYERS' COOPERATION & EDUCATION TRUST"|"996456"|"0"
"01-0608944"|"Roofing Contractors Association of South Florida, Inc."|"996457"|"0"
"01-0637743"|"MOST VALUABLE KIDS, INC."|"996459"|"0"
"01-0651843"|"IRANIAN AMERICAN JEWISH FEDERATION OF NEW YORK INC"|"996460"|"1"
"01-0764022"|"MillerCoors LLC Long-Term Disability & Survivor Income Benefit Plan Trust"|"996462"|"0"
"01-0800764"|"HERITAGE REGIONAL LIBRARY FDN"|"996463"|""
"01-0804043"|"SALMON OF AMERICAS, INC"|"996464"|""
"01-0921490"|"IDignity, Inc."|"996467"|""
"01-6004404"|"United Way of Kennebec Valley"|"996469"|"0"
"01-6231970"|"MEDICAL EXPENSE REIMBURSEMENT PLAN OF THE BURBANK EMPLOYEES RETIREE MEDICAL TRUST"|"996470"|"0"
"01-0245341"|"CORNELIA WARREN COMMUNITY ASSOCIATION"|"998737"|"0"
"01-0346260"|"PORTLAND EDUCATION ASSOCIATION"|"998739"|""
"01-0373341"|"ATLANTIC PARTNERS EMS, INC."|"998740"|"0"
"01-0544448"|"UNIVERSITY OF MAINE SCHOOL OF LAW FOUNDATION"|"998741"|"0"
"01-0694632"|"SEYMOUR OSMAN COMMUNITY CENTER AND YOUTH HAVEN"|"998742"|"0"
"01-0844012"|"The Sun-Times Judge Marovitz Lawyer Lend-A-Hand to Youth Program"|"998744"|"0"
"01-0246804"|"VNA HOME HEALTH & HOSPICE"|"1000365"|"0"
"01-0478004"|"THE MAINE NARROW GAUGE RAILROAD AND INDUSTRIAL HERITAGE TRUST"|"1000366"|"0"
"01-0687133"|"GOLISANO CHILDREN'S MUSEUM OF NAPLES INC"|"1000367"|"1"
"01-0275130"|"Unity College"|"1000593"|"2"
"01-0211486"|"MOUNT DESERT ISLAND YMCA"|"1000934"|"0"
"01-0211569"|"YWCA OF MOUNT DESERT ISLAND"|"1000935"|"0"
"01-0332278"|"BRADFORD HOUSING CORP"|"1000936"|""
"01-0347068"|"POLAND SPRING PRESERVATION SOCIETY"|"1000937"|"0"
"01-0366667"|"MAINE OPTOMETRIC ASSOCIATION"|"1000938"|"0"
"01-0430078"|"DOWNEAST COASTAL CONSERVANCY"|"1000939"|"0"
"01-0436739"|"Eastport Arts Center"|"1000940"|"0"
"01-0544705"|"ST ANTHONYS MONASTERY ASSOCIATION"|"1000941"|""
"01-0547255"|"UAW Local 3999 BIW Dental Benefit Trust Fund"|"1000942"|"0"
"01-0559608"|"ALLIED MEDIA PROJECTS, INC."|"1000943"|"0"
"01-0563874"|"JEWISH ALLIANCE FOR LAW AND SOCIAL ACTION INC"|"1000944"|"0"
"01-0596305"|"RESCUEGROUPS.ORG, INC"|"1000946"|""
"01-0681969"|"AMERICAN FRIENDS OF YESHIVA ZICHRON DAVID"|"1000947"|""
"01-6010068"|"FARMINGTON PUBLIC LIBRARY ASS"|"1000948"|""
"01-0279587"|"Waban Projects Inc"|"1003072"|"0"
"01-0388609"|"STILLWATER MONTESSORI SCHOOL"|"1003074"|"0"
"01-0581489"|"NEIGHBORHOOD LENDING PARTNERS, INC."|"1003075"|"0"
"01-0746157"|"AM DAWG INC."|"1003076"|"0"
"01-0211513"|"THE JACKSON LABORATORY"|"1004639"|"16"
"01-0211812"|"Bath Area Family YMCA"|"1004640"|"0"
"01-0284906"|"YORK COMMUNITY SERVICE ASSOCIATION"|"1004641"|"0"
"01-0345195"|"SACOPEE RESCUE UNIT INC"|"1004642"|""
"01-0357895"|"FIFTH MAINE REGIMENT MUSEUM"|"1004643"|"0"
"01-0377183"|"SUMMER STREET ASSOCIATES CO UPLIFT INC"|"1004644"|"0"
"01-0455007"|"MARINE ENVIRONMENTAL RESEARCH INSTITUTE, INC."|"1004645"|"0"
"01-0505456"|"Sail Maine"|"1004647"|""
"01-0596561"|"LIBERTY LODGE INC"|"1004648"|"1"
"01-0608595"|"AMERICAN CARIBBEAN EXPERIENCE INC"|"1004649"|""
"01-0621493"|"ALS THERAPY ALLIANCE INC."|"1004650"|"1"
"01-0697206"|"LHASA HAPPY HOMES RESCUE INC"|"1004651"|"0"
"01-0719207"|"FIRST MEDICAL INSURANCE COMPANY (RRG)"|"1004652"|"5"
"01-0735797"|"HOMELAND PROTECTION INSTITUTE, LTD."|"1004653"|"2"
"01-0803109"|"INTERNATIONAL SEMATECH MANUFACTURING INITIATIVE INC"|"1004656"|"8"
"01-0811961"|"INTERNATIONAL ASSOCIATION OF SOFTWARE ARCHITECTS"|"1004657"|"0"
"01-0867393"|"CR JRS CHIP"|"1004659"|"0"
"01-6010506"|"LOCAL 716 HEALTH & WELFARE TRUST FUND"|"1004660"|"1"
"01-6011483"|"PORTLAND FIREFIGHTERS' UNION LOCAL #740"|"1004661"|"0"
"01-6021794"|"CHARLOTTE HOBBS MEMORIAL LIBRARY"|"1004662"|"0"
"01-0211509"|"GOULD ACADEMY"|"1007727"|"3"
"01-0248668"|"HUBBARD FREE LIBRARY"|"1007728"|""
"01-0370896"|"Maine Association of Retirees, Inc."|"1007732"|"0"
"01-0388492"|"TURNER PUBLIC LIBRARY ANDROSCOGGIN SAVINGS BANK, MANAGER"|"1007734"|"0"
"01-0439009"|"AUBURN RESIDENTIAL DEVELOPMENT CORP"|"1007735"|"0"
"01-0633672"|"EARLY CHILDHOOD COUNCIL OF LARIMER COUNTY, INC"|"1007736"|"0"
"01-0697213"|"HELPING HANDS OUTREACH"|"1007737"|"0"
"01-0765884"|"NORTH CLACKAMAS CHRISTIAN SCHOOL"|"1007738"|"0"
"01-0819513"|"DANSVILLE FIRE DEPARTMENT INC"|"1007740"|"0"
"01-0930709"|"Glenwood Family Ministries"|"1007741"|""
"01-0920313"|"IMPACT PERSONAL SAFETY, INC."|"1010938"|"0"
"01-0469062"|"INDEPENDENT SCHOOLS ASSOCIATION OF NORTHERN NEW ENGLAND"|"1011447"|""
"01-0490422"|"PERSONAL ONSITE DEVELOPMENT"|"1011448"|""
"01-0803356"|"STEWART COUNTY ANIMAL MANAGEMENT PROGRAM"|"1011449"|"0"
"01-6014236"|"MORSE HIGH SCHOOL SCHOLARSHIP FUND"|"1011450"|"0"
"01-0524313"|"WINDHAM SCHOOL AGE CHILDCARE ASSOC"|"1011898"|""
"01-0170013"|"Shriners International"|"1014166"|"0"
"01-0275734"|"ASSOCIATED GENERAL CONTRACTORS OF MAINE INC"|"1014168"|"0"
"01-0514334"|"TD Bank Beach to Beacon 10K Inc"|"1014169"|"0"
"01-0520871"|"CONSUMERS WATER CO SVC CO VEBA"|"1014170"|"0"
"01-0659863"|"RAW INSPIRATION, INC"|"1014171"|"0"
"01-0740113"|"KHMER ARTS ACADEMY"|"1014172"|"0"
"01-0781234"|"The Moore Free Care Clinic Inc"|"1014173"|""
"01-0814641"|"FUSION (FRIENDS UNITED TO SHELTER THE INDIGENT OPPRESSED & NEEDY)"|"1014174"|"0"
"01-0356261"|"AMERICAN VETERANS OF WWII"|"1014960"|"0"
"01-0709661"|"UNIVERSAL SCHOOL"|"1014962"|"1"
"01-0365436"|"Maine Administrators of Services For Children With Disabilities"|"1015984"|"0"
"01-0724403"|"Wild Waterways Conservancy Inc"|"1016079"|"0"
"01-0462738"|"UA LOCAL 716 APPRENTICESHIP & TRAINING"|"1016781"|"0"
"01-0588839"|"THE MIDDLETOWN TOWNSHIP CULTURAL AND ARTS COUNCIL INC"|"1016783"|"0"
"01-0661979"|"MAJESTIC THEATER ASSOCIATION"|"1016784"|"0"
"01-0974537"|"BRING CHANGE 2 MIND"|"1016785"|"0"
"01-0974882"|"Faith & Dreams Academy Inc."|"1016786"|"0"
"01-0364237"|"Good Neighbors Inc"|"1018126"|"0"
"01-0376239"|"STELLA MARIS HOUSING DEVELOPMENT CORP"|"1018127"|"0"
"01-0566395"|"BUILDERS BEYOND BORDERS, INC."|"1018128"|"0"
"01-0124841"|"MT PLEASANT CEMETERY CORPORATION"|"1019050"|""
"01-0286541"|"Maine Dental Service Corporation"|"1019051"|"8"
"01-0436841"|"Bangor Hydro Electric Company VEBA TRUST"|"1019053"|"0"
"01-0553641"|"South Carolina United Methodist Camps and Retreat Ministries"|"1019054"|"0"
"01-0634942"|"OHIO CAPITAL FINANCE CORPORATION"|"1019055"|"0"
"01-0722641"|"Sheriffs Memorial & Benevolent Society of Travis County"|"1019056"|"0"
"01-6029461"|"LOCAL 1253 HEALTH & WELFARE FUND"|"1019057"|"0"
"01-0598494"|"TEN CROSS STREET CORPORATION"|"1020038"|"0"
"01-0816065"|"CFNV CHARITABLE REAL ESTATE FUND"|"1020039"|"0"
"01-0211546"|"Community Health and Nursing Services"|"1020650"|"0"
"01-0496745"|"CHOICES"|"1020651"|""
"01-0766844"|"FURKIDS INC"|"1020654"|""
"01-0229448"|"WASHINGTON ACADEMY"|"1021769"|"0"
"01-0538045"|"TEEN AND YOUNG PARENT PROGRAM OF KNOX COUNTY"|"1021771"|""
"01-0451745"|"ST CROIX INTERNATIONAL WATERWAY COMMISSION"|"1022463"|""
"01-0471151"|"Regulatory Assistance Project"|"1022464"|"5"
"01-0599150"|"REACHING U A FOUNDATION FOR URUGUAY"|"1022466"|"0"
"01-0599278"|"LIFELINE ANIMAL PROJECT, INC."|"1022467"|""
"01-0704651"|"FRENCH BULLDOG RESCUE NETWORK A NONPROFIT CORP"|"1022468"|"0"
"01-0729151"|"HEALTHPLUS PARTNERS INC"|"1022469"|"87"
"01-6017053"|"MAINE MEDICAL EDUCATION FOUNDATION"|"1022471"|"0"
"01-0243451"|"SPEDNIC CLUB INC"|"1023520"|""
"01-0477749"|"PORTLAND VOA ELDERLY HOUSING INC BAYVIEW HEIGHTS"|"1023522"|"1"
"01-0431574"|"Berwick Library Association"|"1024286"|"0"
"01-0824477"|"JESUS TEAM MINISTRIES, INC."|"1024455"|"0"
"01-0153128"|"Greater Rumford Community Center"|"1025123"|"0"
"01-0228297"|"SKIDOMPHA LIBRARY ASSOCIATION"|"1025124"|""
"01-0275447"|"Children's Center Early Intervention & Family Support"|"1025125"|"0"
"01-0280221"|"COMMUNITY LIVING ASSOCIATION"|"1025126"|"0"
"01-0348849"|"MAPS"|"1025127"|"0"
"01-0351077"|"Maine Cancer Foundation"|"1025128"|"0"
"01-0372997"|"PORTLAND SCHOOL OF BALLET"|"1025130"|"0"
"01-0385020"|"HOSPICE VOLUNTEERS OF HANCOCK COUNTY"|"1025132"|"0"
"01-0409428"|"SCARBOROUGH ECONOMIC DEV. CORP"|"1025133"|"0"
"01-0443774"|"HANCOCK COUNTY HABITAT FOR HUMANITY"|"1025134"|"0"
"01-0656674"|"BRUNSWICK SENIOR RESOURCES. INC."|"1025136"|"0"
"01-0805468"|"LIVING BREAD RADIO INC"|"1025137"|""
"01-0825719"|"Vision Rescue International"|"1025138"|""
"01-0869176"|"MOREHOUSE SENIOR APARTMENTS, INC"|"1025139"|"0"
"01-6013485"|"BANGOR YMCA FOUNDATION"|"1025140"|"0"
"01-6123853"|"BC&T, LOCAL # 334"|"1025141"|"0"
"02-0211966"|"VETERANS OF FOREIGN WARS - POST 1670"|"1025143"|""
"01-0213357"|"DOWN EAST CREDIT UNION"|"1028005"|"0"
"01-0544956"|"Hygeia Foundation"|"1028006"|"0"
"01-0598053"|"SEARS BRAZOS RETIREMENT CORPORATION"|"1028007"|"2"
"01-0645457"|"EL PORTAL DE BELEN FOUNDATION"|"1028008"|"0"
"01-0717158"|"GEORGETOWN COMMUNITY RESOURCE CENTER"|"1028010"|"0"
"01-0789358"|"EARTH ANGELS UNITED INC"|"1028011"|"1"
"01-0803956"|"SHEPHERDS HEART MINISTRIES"|"1028012"|"0"
"01-0964759"|"Ho'okipaipai LLC"|"1028013"|"0"
"01-0342859"|"SPORTS PROJECTS INC"|"1029014"|"0"
"01-0467754"|"The Camden Children's House Montessori School"|"1029015"|"0"
"02-0104256"|"GRAND LODGE OF NEW HAMPSHIRE FREE & ACCEPTED MASONS"|"1029016"|""
"01-0231382"|"SPRINGVALE PUBLIC LIBRARY ASSOCIATION"|"1029764"|"0"
"01-0317679"|"Family Planning Association of Maine, Inc."|"1029765"|"0"
"01-0440182"|"ST. XAVIER'S HOME"|"1029767"|"0"
"01-0228578"|"SPRINGVALE SOCIAL CLUB"|"1030123"|"0"
"01-0558961"|"HARRISBURG CULTURAL & SOCIAL SERVIC"|"1030124"|""
"01-0571960"|"UECDF CORPORATION"|"1030125"|"0"
"01-0734062"|"AUTOMOTIVE INDUSTRY TRUST"|"1030126"|""
"01-0734263"|"LEE & HERMAN OSTROW FAMILY FOUNDATION"|"1030128"|"0"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"1030129"|"185"
"01-0796859"|"MONTEFIORE NORTH AMBULATORY CARE CENTER, INC."|"1030130"|"0"
"01-0801061"|"Fort Worth HOPE Center"|"1030131"|"0"
"01-0369660"|"Work First Inc"|"1031030"|"0"
"01-0468460"|"G & H AMBULANCE SERVICE INC"|"1031032"|""
"01-0521260"|"RIPPLEFFECT INC"|"1031033"|"0"
"01-0202467"|"MOUNT DESERT ISLAND BIOLOGICAL LABORATORY"|"1031672"|"1"
"01-0309364"|"DEERING MEMORIAL POST 6859"|"1031673"|"0"
"01-0463255"|"Maine Sheriffs' Association"|"1031674"|""
"01-0593565"|"THE ONE CAMPAIGN"|"1031676"|"18"
"01-0646166"|"INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL INC"|"1031677"|"5"
"01-0736063"|"Mc Closkey Family Foundation Inc"|"1031678"|"0"
"01-0773957"|"GIFTS OF LOVE INTERNATIONAL"|"1031679"|"0"
"01-0813367"|"HOUSING WITH HEART INC"|"1031681"|"0"
"01-3253364"|"SPONTANEOUS CELEBRATIONS INC"|"1031682"|""
"01-0368153"|"THE PROGRESS CENTER INC"|"1032977"|"0"
"01-0466967"|"OXFORD COUNTY MENTAL HEALTH SERVICES"|"1032978"|"0"
"01-0472964"|"BIDDEFORD-SACO AREA ECONOMIC DEVELOPMENT CORPORATION"|"1032979"|"0"
"01-0762655"|"O A.C.B.H A. Foundation"|"1032981"|"0"
"02-0222167"|"NEW HAMPSHIRE ODD FELLOWS HOME"|"1032983"|"3"
"01-0368571"|"The Arts and Recreation Center"|"1033831"|"0"
"01-0368574"|"WENDELL GILLEY MUSEUM OF BIRD CARVING"|"1033832"|"0"
"01-0512570"|"FAIRFIELD POLICE ATHLETIC LEAGUE"|"1033835"|""
"01-0533472"|"Tanglewood Camp and Learning Center"|"1033836"|"0"
"01-0565671"|"The San Diego River Park Foundation"|"1033837"|"0"
"01-0611469"|"FRIENDS OF FIREFIGHTERS INC"|"1033838"|"0"
"01-0704374"|"BENDERS LANDING POA CO CHAPARRAL MANAGEMENT"|"1033839"|"0"
"01-0802772"|"ST LUKE HOUSING MINISTRY INC"|"1033840"|"0"
"01-0833168"|"UNIVERSITIES ALLIED FOR ESSENTIAL MEDICINES CORP"|"1033842"|"0"
"01-6015740"|"BOOTHBAY REGION HUMANE SOCIETY"|"1033843"|"0"
"01-0224769"|"TRUSTEES OF THORNTON ACADEMY"|"1035103"|"2"
"01-0332769"|"FREEPORT COMMUNITY SERVICES"|"1035104"|"1"
"01-0353371"|"SALT, INC."|"1035105"|"0"
"01-0360072"|"Small Woodland Owners Association of Maine"|"1035106"|"0"
"01-0369553"|"YESTERDAY'S CHILDREN INC"|"1035107"|"1"
"01-0529871"|"Maine Technology Institute"|"1035108"|"0"
"01-0699969"|"COMPASS CHARTER MIDDLE SCHOOL INC"|"1035109"|""
"01-0916973"|"HUMILITY OF MARY SHELTER INC"|"1035110"|"0"
"02-0116973"|"GREATER NASHUA CHAMBER OF COMMERCE"|"1035111"|"0"
"01-0353275"|"Martin's Point Health Care Inc"|"1037637"|"245"
"01-0724773"|"AMERICAN FEDERATION OF STATE COUNTY MUNICIPAL EMPLOYEES LOCAL 199"|"1037638"|""
"01-0885377"|"America Gives Back Inc"|"1037640"|"0"
"01-0267877"|"KENNEBUNK BEACH IMPROVEMENT ASSOCIATION"|"1038763"|"2"
"01-0488477"|"RIVERVIEW FOUNDATION"|"1038764"|"0"
"01-0564677"|"TEXAS OILMAN'S CHARITY INVITATIONAL FISHING TOURNAMENT INC"|"1038765"|"0"
"01-0572077"|"ENABLE AMERICA INC"|"1038766"|"1"
"01-0801476"|"AFRICAN GENESIS CORRECTIVE HISTORY"|"1038767"|""
"01-0217277"|"MAINE FARM BUREAU ASSOCIATION"|"1039105"|"0"
"01-0249577"|"BREAKWATER SCHOOL"|"1039106"|"0"
"01-0368070"|"THE WILLIAM A FARNSWORTH LIBRARY AND ART MUSEUM INC"|"1039373"|"0"
"01-0485474"|"TELESIS HOUSING CORPORATION"|"1039374"|"0"
"01-0493869"|"SMART CHILD & FAMILY SERVICES"|"1039676"|"0"
"01-0079380"|"cPort Credit Union"|"1039918"|"5"
"01-0551879"|"Kids Cancer Foundation Inc"|"1039920"|"0"
"01-0581980"|"GEDE FOUNDATION"|"1039921"|"0"
"01-0775179"|"ECOM FOUNDATION FOR DEVELOPMENT OF ORIGIN RESOURCES"|"1039922"|"0"
"02-0172481"|"NEW HAMPSHIRE MOTOR TRANSPORT ASSOC"|"1039923"|"0"
"01-0248780"|"Maine Audubon Society"|"1040372"|"0"
"01-0282768"|"CHI DELTA PHI HOUSE CORP."|"1040373"|"0"
"01-0545281"|"Greenwood"|"1040375"|""
"01-0725179"|"THE FLORENCE MELTON ADULT MINI-SCHOOL CORPORATION"|"1040377"|"0"
"01-0211783"|"Calais Regional Hospital"|"1040770"|"32"
"01-0531683"|"RESOURCES FIRST FOUNDATION"|"1040771"|"0"
"01-0884383"|"MILAGRE KIDS SCHOOLS INC"|"1040772"|"0"
"01-0511583"|"Northern New Center for Financial Training"|"1041209"|"0"
"01-0223879"|"SKOWHEGAN STATE FAIR"|"1041607"|"0"
"01-0369983"|"BANGOR POLICE RELIEF ASSOCIATION"|"1041608"|"0"
"01-0494481"|"RICHMOND ELDERCARE COALITION"|"1041609"|"0"
"01-0544421"|"Oxford Hills Christian Academy"|"1041610"|""
"01-0856707"|"MONGIL CORPORATION"|"1041611"|"0"
"01-0211784"|"CAMP FIRE HITINOWA COUNCIL INC"|"1043298"|"0"
"01-0710884"|"CHRISTIAN OUTDOOR ALLIANCE INC"|"1043299"|""
"01-0857784"|"THE KEROSENE LAMP FOUNDATION"|"1043300"|""
"01-6010284"|"Scarborough Public Library"|"1043589"|"0"
"02-0235942"|"Meredith Chamber of Commerce"|"1043820"|""
"01-0216888"|"WOLVES SOCIAL CLUB"|"1043933"|""
"01-0372086"|"ST FRANCIS COMMUNITY"|"1043934"|"0"
"01-0824387"|"STOP THE SILENCE STOP CHILD SEXUAL ABUSE INC"|"1043935"|""
"01-0849087"|"Open Space Alliance for North Brooklyn Inc"|"1043936"|"0"
"01-6000787"|"Brunswick Public Library Association d/b/a Curtis Memonal Library"|"1044414"|"0"
"01-0717788"|"PROVIDING AUTISM LINKS & SUPPORT INC"|"1044909"|""
"01-6014288"|"KENNEBUNKPORT HISTORICAL SOCIETY"|"1044910"|"0"
"01-0495589"|"PORTLAND CONSERVATORY OF MUSIC"|"1045429"|"0"
"02-0170390"|"CLUB NATIONAL, INC."|"1045430"|"0"
"01-0408591"|"INDUSTRIAL ENERGY CONSUMER GROUP"|"1045904"|"1"
"01-0686191"|"4TH STREET BASEMENT BOUTIQUE"|"1045905"|"0"
"01-0784491"|"FOR THE KID IN ALL OF US INC"|"1046205"|""
"01-0173095"|"Trefethen-Evergreen Improvement Association"|"1046491"|""
"01-0538121"|"HARDY GIRLS, HEALTHY WOMEN, INC."|"1046492"|"0"
"01-0635954"|"Fayetteville Main Street Tourism Association, Inc"|"1046494"|"0"
"01-0215686"|"RICE PUBLIC LIBRARY"|"1047025"|"0"
"01-0398692"|"SHEEPSCOT VALLEY CHILDREN'S HOUSE"|"1047026"|"0"
"01-0449192"|"BUCKSPORT AREA CHILD CARE CENTER"|"1047027"|""
"01-0518193"|"ENVIRONMENT NORTHEAST"|"1048233"|"0"
"01-0740393"|"THE RENAISSANCE SCHOOL"|"1048234"|""
"01-0482994"|"MAINE ADULT EDUCATION ASSOCIATION"|"1048500"|"0"
"01-0130335"|"NORTHEAST HARBOR TENNIS CLUB"|"1048744"|"0"
"01-0220430"|"THE LINCOLN HOME"|"1048745"|"0"
"01-0490195"|"COMMUNITY HOUSING OF MAINE INC"|"1050591"|"1"
"01-0870395"|"MUSIC HAVEN INC"|"1050592"|""
"01-0355896"|"JOHN F MURPHY HOMES INC"|"1051351"|""
"01-0586306"|"Barceda Families"|"1052191"|""
"01-0414441"|"Maine Migrant Health Program, Inc."|"1052534"|"0"
"01-0733041"|"SARASOTA CREW, INC"|"1052536"|"0"
"01-0261795"|"FIVE COUNTY CREDIT UNION"|"1052686"|"1"
"01-0355797"|"BLUE KNIGHTS MOTORCYCLE CLUB"|"1052687"|""
"01-0343697"|"GROUP HOME FOUNDATION INC"|"1053131"|""
"01-0490882"|"FRATERNAL ORDER OF EAGLES #4330"|"1053132"|""
"01-0544094"|"BRIXHAM MONTESSORI FRIENDS SCHOOL"|"1053133"|""
"01-0594994"|"COOPERATIVE HEALTHCARE SERVICES INC"|"1053134"|"3"
"01-0688897"|"OHIO NETWORK OF CHILDREN'S ADVOCACY CENTERS"|"1053135"|""
"01-0795152"|"Christian Friends of New Americans"|"1053136"|""
"01-0697940"|"WOMEN IN PROGRESS INC"|"1053402"|"0"
"01-0735741"|"FAUNA SANCTUARY INC"|"1053403"|"0"
"01-0263198"|"Down East Community Hospital"|"1053733"|"21"
"01-0693398"|"THE CENTER HELPING OBESITY IN CHILDREN END SUCCESSFULLY INC"|"1053734"|""
"01-0681241"|"CERTIFIED FUNCTIONAL SAFETY EXPERT GOVERNANCE BOARD INC"|"1054081"|""
"01-0690242"|"PORTER'S CALL"|"1054082"|"0"
"01-0790641"|"J AUSTIN WHITE CULTURAL CENTER INC"|"1054083"|""
"01-0486399"|"NEW HOPE HOSPICE INC"|"1054540"|""
"01-0628124"|"LATINA BREAST CANCER AGENCY"|"1056825"|""
"01-0207716"|"VICTORIA MANSION"|"1056884"|"0"
"01-0362343"|"THE CHILD HEALTH CENTER"|"1057165"|"0"
