"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"EFILE"|"ORGNAME"|"DBA"|"PHONE"|"CO_ATTN"|"STREET"|"SUITE"|"CITY"|"STATE"|"COUNTRY"|"ZIP"|"PERIOD_BEGIN"|"PERIOD_END"|"CHANGE_ADDR_CBX"|"CHANGE_NAME_CBX"|"INIT_RET_CBX"|"FINAL_RET_CBX"|"APP_PEND_CBX"|"PRINCIPAL_NAME"|"RECEIPT_TOT"|"TYPE"|"WEB"|"ORG_TYPE_CORPORATION_CBX"|"ORG_TYPE_TRUST_CBX"|"ORG_TYPE_ASSOCIATION_CBX"|"ORG_TYPE_OTHER_CBX"|"ORG_TYPE"|"FORMATION_YEAR"|"LEGAL_DOM"|"GROUP_RET_STATUS_CBX"|"GROUP_RET_ALL_AFFIL_CBX"|"GROUP_RET_GEN"|"LAST_MODIFIED"|"Prefix"|"FirstName"|"MiddleName"|"LastName"|"Suffix"|"Gender"|"ParseNameFlag"
"01-6040875"|"MELVIN SIMMONS TRUST KENNEBEC SAVINGS BANK TRUSTEE"|"950783"|"Y"|"MELVIN SIMMONS TRUST KENNEBEC SAVINGS BANK TRUSTEE"|""|"207-622-4766"|""|"PO BOX 50"|""|"AUGUSTA"|"ME"|"USA"|"04332"|"5/1/2011 12:00:00 AM"|"4/30/2012 12:00:00 AM"|""|""|""|""|""|""|"221321.0000"|"03"|""|""|"Y"|""|""|""|"1976"|"ME"|"N"|"N"|""|"3/18/2013 6:46:23 PM"|""|""|""|""|""|""|""
"01-0504725"|"ELDERCARE NETWORK OF LINCOLN COUNTY"|"953093"|"Y"|"ELDERCARE NETWORK OF LINCOLN COUNTY"|""|"207-882-9768"|""|"PO BOX 652"|""|"DAMARISCOTTA"|"ME"|"USA"|"04543"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|""|""|""|""|"ALLAN S TEEL MD"|"1910873.0000"|"03"|"WWW.ELDERCARENETWORK.ORG"|"Y"|""|""|""|""|"1996"|"ME"|"N"|""|""|"3/19/2013 11:14:02 AM"|""|"Allan"|"S"|"Teel"|"MD"|"Male"|"True"
"01-0574830"|"NCCNEUMANN SENIOR HOUSING CORPORATION"|"953094"|"Y"|"NCCNEUMANN SENIOR HOUSING CORPORATION"|""|"215-925-1865"|""|"236 SOUTH 7TH STREET"|""|"PHILADELPHIA"|"PA"|"USA"|"19106"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|""|""|""|""|"THEODORE ROBB"|"677101.0000"|"03"|""|"Y"|""|""|""|""|"2001"|"PA"|"N"|""|""|"3/19/2013 11:14:19 AM"|""|"Theodore"|""|"Robb"|""|"Male"|"True"
"01-0633329"|"Cambridge Valley Community Development Preservation Partnership Inc"|"953095"|"Y"|"Cambridge Valley Community Development Preservation Partnership Inc"|""|"518-677-3555"|""|"PO Box 72"|""|"Cambridge"|"NY"|"USA"|"12816"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|""|""|""|""|"Sarah Ashton"|"133761.0000"|"03"|""|"Y"|""|""|""|""|"2001"|"NY"|"N"|""|""|"3/19/2013 11:14:25 AM"|""|"Sarah"|""|"Ashton"|""|"Female"|"True"
"01-6208491"|"SEDGWICK CMS 501(C)(9) WELFARE TRUST"|"953096"|"Y"|"SEDGWICK CMS 501(C)(9) WELFARE TRUST"|""|"901-415-7400"|""|"1100 RIDGEWAY LOOP ROAD"|"200"|"MEMPHIS"|"TN"|"USA"|"38120"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|""|""|""|""|"TERRI S BROWNE"|"70345389.0000"|"09"|""|""|"Y"|""|""|""|"2000"|"TN"|"N"|""|""|"3/19/2013 11:14:31 AM"|""|"Terri"|"S"|"Browne"|""|"Unknown"|"True"
"01-0369891"|"LANDMARK HUMAN RESOURCES, INC"|"954223"|"N"|"LANDMARK HUMAN RESOURCES, INC"|""|"207-647-8396"|""|"PO BOX 178"|""|"BRIDGTON"|"ME"|"USA"|"04009-0178"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|""|""|""|""|""|"MARY BETH SULLIVAN"|"726729.0000"|"03"|""|"Y"|""|""|""|""|"1975"|"ME"|"N"|""|""|"3/19/2013 2:40:47 PM"|""|"Mary"|"Beth"|"Sullivan"|""|"Female"|"True"
"01-0562891"|"Atlantic Cape Family Support Organization, Inc"|"954224"|"N"|"Atlantic Cape Family Support Organization, Inc"|""|"609-485-0575"|""|"1601 Tilton Road Unit"|"1"|"Northfield"|"NJ"|"USA"|"08225"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|""|""|""|""|""|"Mark Slotkin"|"602137.0000"|"03"|"www.acfamsupport.org"|"Y"|""|""|""|""|"2001"|"NJ"|"N"|""|""|"3/19/2013 2:40:54 PM"|""|"Mark"|""|"Slotkin"|""|"Male"|"True"
"01-0589882"|"JARED C. BRUCE ACADEMY"|"954225"|"N"|"JARED C. BRUCE ACADEMY"|""|"414-438-0051"|""|"6090 N. 35TH STREET"|""|"MILWAUKEE"|"WI"|"USA"|"53209"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|""|""|""|""|""|"SEAN TATUM"|"1447592.0000"|"03"|"WWW.JAREDCBRUCE.ORG"|"Y"|""|""|""|""|"2001"|"WI"|"N"|""|""|"3/19/2013 2:41:00 PM"|""|"Sean"|""|"Tatum"|""|"Unknown"|"True"
"01-0964525"|"Tanque Verde Soccer Club Inc"|"954226"|"Y"|"Tanque Verde Soccer Club Inc"|""|"888-856-8694"|""|"8987 E Tanque Verde Rd 309-397"|""|"Tucson"|"AZ"|"USA"|"85749"|"5/1/2011 12:00:00 AM"|"4/30/2012 12:00:00 AM"|""|""|""|""|""|""|"378806.0000"|"03"|"www.tanqueverdesoccer.com"|"Y"|""|""|""|""|"2010"|"AZ"|"N"|"N"|""|"3/19/2013 2:41:06 PM"|""|""|""|""|""|""|""
"01-6004866"|"UNITED WAY OF MID COAST MAINE, INC."|"954227"|"N"|"UNITED WAY OF MID COAST MAINE, INC."|""|"207-443-9752"|""|"34 WING FARM PARKWAY"|"201"|"BATH"|"ME"|"USA"|"04530"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|""|""|""|""|""|"GLENN HUTCHINSON"|"2198755.0000"|"03"|"WWW.UWMCM.ORG"|"Y"|""|""|""|""|"1956"|"ME"|"N"|""|""|"3/19/2013 2:41:13 PM"|""|"Glenn"|""|"Hutchinson"|""|"Unknown"|"True"
"01-0574137"|"Yuma-Southwest Contractors Association"|"955134"|"Y"|"Yuma-Southwest Contractors Association"|""|"928-539-9035"|""|"350 W 16th Street"|""|"Yuma"|"AZ"|"USA"|"85364"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|"Y"|""|""|""|""|"Don Wilson"|"243447.0000"|"06"|"www.yswca.com"|"Y"|""|""|""|""|"2001"|"AZ"|"N"|"N"|""|"3/20/2013 10:21:19 AM"|""|"Don"|""|"Wilson"|""|"Unknown"|"True"
"01-0598137"|"The Thelma Gaylord Lyric Theate End"|"955135"|"N"|"The Thelma Gaylord Lyric Theate End"|""|"405-524-9310"|""|"1727 NW 16th"|""|"Oklahoma City"|"OK"|"USA"|"73106"|"11/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|""|""|""|""|""|"-28484.0000"|"03"|""|""|""|""|""|""|""|""|"N"|""|""|"3/20/2013 10:21:25 AM"|""|""|""|""|""|""|""
"01-0661535"|"SD PROPERTIES INC"|"955136"|"Y"|"SD PROPERTIES INC"|""|"414-906-2700"|""|"4041 N RICHARDS STREET"|""|"MILWAUKEE"|"WI"|"USA"|"53212"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|""|""|""|""|"KRISTINA MCHENRY"|"224830.0000"|"25"|""|"Y"|""|""|""|""|"2002"|"WI"|"N"|""|""|"3/20/2013 10:21:32 AM"|""|"Kristina"|""|"McHenry"|""|"Female"|"True"
"01-0706736"|"AMERICAN EAGLE LIFECARE CORPORATION"|"955137"|"Y"|"AMERICAN EAGLE LIFECARE CORPORATION"|""|"615-252-2305"|""|"3819 Hawk Crest Road"|""|"Ann Arbor"|"MI"|"USA"|"48103"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|"Y"|""|""|""|""|"FSCOTT KELLMAN"|"68142267.0000"|"03"|""|"Y"|""|""|""|""|"2002"|"TN"|"N"|""|""|"3/20/2013 10:21:38 AM"|""|"Kellman"|""|"Fscott"|""|"Male"|"True"
"01-0725238"|"LEAD MARYLAND FOUNDATION INC"|"955511"|"Y"|"LEAD MARYLAND FOUNDATION INC"|""|"410-827-8056"|""|"PO BOX 169"|""|"QUEENSTOWN"|"MD"|"USA"|"21658"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|""|""|""|""|""|""|"168387.0000"|"03"|"WWW.LEADMARYLAND.ORG"|"Y"|""|""|""|""|"2002"|"MD"|"N"|""|""|"3/20/2013 11:00:43 AM"|""|""|""|""|""|""|""
"01-0670943"|"Torrey Pines Pop Warner Inc"|"957369"|"Y"|"Torrey Pines Pop Warner Inc"|""|"760-630-8899"|""|"3830 Valley Centre Dr PMB 551 705"|""|"San Diego"|"CA"|"USA"|"92130"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|""|""|""|""|"A ndy Vanderwiel"|"205716.0000"|"03"|"www.torreypinespw.com"|"Y"|""|""|""|""|"1994"|"CA"|"N"|""|""|"3/21/2013 10:16:21 AM"|""|"Vanderwiel"|"A"|"Ndy"|""|"Unknown"|"True"
"01-0388637"|"New England Baptist Bible College"|"957698"|"N"|"New England Baptist Bible College"|"New England Bible College"|"207-799-5979"|""|"PO Box 2886"|""|"South Portland"|"ME"|"USA"|"04116"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|""|""|""|""|""|"Dr. David Christensen"|"464173.0000"|"03"|"WWW.nebc.edu"|"Y"|""|""|""|""|"1980"|"ME"|"N"|""|""|"3/21/2013 10:49:27 AM"|"Dr       "|"David"|""|"Christensen"|""|"Male"|"True"
"01-0645244"|"HEAD START OF EASTERN ORANGE COUNTY INC"|"958623"|"Y"|"HEAD START OF EASTERN ORANGE COUNTY INC"|""|"845-562-0380"|""|"49 GIDNEY AVENUE"|""|"NEWBURGH"|"NY"|"USA"|"12550"|"5/1/2011 12:00:00 AM"|"4/30/2012 12:00:00 AM"|""|""|""|""|""|"ANN PAGLIARO"|"2591278.0000"|"03"|"WWW.HSEOC.ORG"|"Y"|""|""|""|""|"2001"|"NY"|"N"|""|""|"3/22/2013 10:25:39 AM"|""|"Ann"|""|"Pagliaro"|""|"Female"|"True"
"01-0140290"|"PINE GROVE CEMETERY CORPORATION"|"959379"|"N"|"PINE GROVE CEMETERY CORPORATION"|""|"207-741-5300"|"SBAS"|"PO BOX 2147"|""|"SOUTH PORTLAND"|"ME"|"USA"|"04116-2147"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|""|""|""|""|"CHARLES GRUBB"|"700664.0000"|"13"|""|"Y"|""|""|""|""|"1971"|"ME"|"N"|""|""|"3/25/2013 10:56:34 AM"|""|"Charles"|""|"Grubb"|""|"Male"|"True"
"01-0376890"|"Pines Health Services"|"959380"|"Y"|"Pines Health Services"|""|"207-498-2356"|""|"PO Box 40"|""|"Caribou"|"ME"|"USA"|"04736"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|""|""|""|""|"James M Davis"|"16986000.0000"|"03"|""|"Y"|""|""|""|""|"1981"|"ME"|"N"|""|""|"3/25/2013 10:56:55 AM"|""|"James"|"M"|"Davis"|""|"Male"|"True"
"01-0449348"|"The Cobscook Community Learning Center"|"959381"|"Y"|"The Cobscook Community Learning Center"|""|"207-733-2233"|""|"10 Commissary Point Road"|""|"Trescott"|"ME"|"USA"|"04652"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|""|""|""|""|"Stephanie Bailey"|"907122.0000"|"03"|"www.thecclc.org"|"Y"|""|""|""|""|"1999"|"ME"|"N"|""|""|"3/25/2013 10:57:02 AM"|""|"Stephanie"|""|"Bailey"|""|"Female"|"True"
"01-0488538"|"Maine Association of Nonprofits"|"959382"|"Y"|"Maine Association of Nonprofits"|""|"207-871-1885"|""|"565 Congress Street"|""|"Portland"|"ME"|"USA"|"04101"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|""|""|""|""|"Scott Schnapp"|"800864.0000"|"03"|"www.nonprofitmaine.org"|"Y"|""|""|""|""|"1996"|"ME"|"N"|"N"|""|"3/25/2013 10:57:08 AM"|""|"Scott"|""|"Schnapp"|""|"Male"|"True"
"01-0516646"|"NORTHWEST ATLANTIC MARINE ALLIANCE INC"|"959383"|"Y"|"NORTHWEST ATLANTIC MARINE ALLIANCE INC"|""|"978-281-6934"|""|"PO BOX 7066"|""|"GLOUCESTER"|"MA"|"USA"|"01930"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|""|""|""|""|"NIAZ DORRY"|"181066.0000"|"03"|""|"Y"|""|""|""|""|"1997"|"MA"|"N"|""|""|"3/25/2013 10:57:14 AM"|""|"Dorry"|""|"Niaz"|""|"Female"|"True"
"01-0588347"|"CPYSC"|"959384"|"Y"|"CPYSC"|""|"717-520-8897"|""|"PO BOX 545"|""|"PALMYRA"|"PA"|"USA"|"17078-0545"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|""|""|""|""|"COLIN CARROLL PO BOX 545 PALMYRA,PA 17078"|"145573.0000"|"03"|"WWW.CPYSC.ORG"|""|""|"Y"|""|""|"2002"|"PA"|"N"|""|""|"3/25/2013 10:57:21 AM"|"Colin"|"Carroll"|"Po"|"Box"|"545 palmyrapa17078"|"Unknown"|"False"
"01-0629345"|"VOLUNTEER CHRISTIAN TELEVISION INC"|"959385"|"Y"|"VOLUNTEER CHRISTIAN TELEVISION INC"|""|"727-535-5622"|""|"PO BOX 6922"|""|"CLEARWATER"|"FL"|"USA"|"33758-6922"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|""|""|""|""|"BOBD'ANDREA"|"545302.0000"|"03"|"WWW.CTNONLINE.COM"|"Y"|""|""|""|""|"2002"|"TN"|"N"|""|""|"3/25/2013 10:57:27 AM"|""|""|""|"Bobd'andrea"|""|"Unknown"|"False"
"01-0652445"|"RODNEY STREET TENNIS AND TUTORING ASSOCIATION INC"|"959386"|"Y"|"RODNEY STREET TENNIS AND TUTORING ASSOCIATION INC"|""|"302-761-9290"|""|"PO BOX 7284"|""|"WILMINGTON"|"DE"|"USA"|"19803"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|""|""|""|""|"CHRISTINE R THARP"|"263550.0000"|"03"|"WWW.RODNEYSTREETTENNISUSTA.COM"|"Y"|""|""|""|""|"1979"|"DE"|"N"|""|""|"3/25/2013 10:57:33 AM"|""|"Christine"|"R"|"Tharp"|""|"Female"|"True"
"01-0691450"|"STRATEGIC WORLD IMPACT INC"|"959387"|"Y"|"STRATEGIC WORLD IMPACT INC"|""|"940-595-1562"|""|"PO BOX 830337"|""|"RICHARDSON"|"TX"|"USA"|"75083"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|""|""|""|""|""|"479159.0000"|"03"|"WWW.TOUCHINGEVERYNATION.COM"|"Y"|""|""|""|""|"2002"|"TX"|"N"|"N"|""|"3/25/2013 10:57:40 AM"|""|""|""|""|""|""|""
"01-0711547"|"CROSS-GENERATION"|"959388"|"Y"|"CROSS-GENERATION"|"CONNECTED FAMILIES"|"952-448-3625"|""|"566 BAVARIA LANE"|""|"CHASKA"|"MN"|"USA"|"55318"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|""|""|""|""|"JAMES JA CKSON"|"831600.0000"|"03"|"WWW.CONNECTEDFAMILIES.COM"|"Y"|""|""|""|""|"2002"|"MN"|"N"|""|""|"3/25/2013 10:57:46 AM"|""|"James"|"Ja"|"Ckson"|""|"Male"|"True"
"01-0883062"|"CHICAGO COMMUNITY LAND TRUST"|"959390"|"Y"|"CHICAGO COMMUNITY LAND TRUST"|""|"312-744-6746"|""|"121 N LASALLE STREET"|"1006"|"CHICAGO"|"IL"|"USA"|"60602"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|"Y"|""|""|""|""|"BRUCE GOTTSCHALL"|"236484.0000"|"03"|""|"Y"|""|""|""|""|"2006"|"IL"|"N"|""|""|"3/25/2013 10:57:59 AM"|""|"Bruce"|""|"Gottschall"|""|"Male"|"True"
"01-6196051"|"INTERNATIONAL BROTHERHOOD OF TEAMSTERS VOLUNTARY EMPLOYEE BENEFITS TRUST"|"959392"|"Y"|"INTERNATIONAL BROTHERHOOD OF TEAMSTERS VOLUNTARY EMPLOYEE BENEFITS TRUST"|""|"202-624-6800"|""|"25 LOUISIANA AVENUE NW"|""|"WASHINGTON"|"DC"|"USA"|"20001-2198"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|""|""|""|""|"KEN HALL 25 LO UISIANA AVENUE NW WASHINGTON,DC 200012198"|"29569413.0000"|"09"|"WWW.TEAMSTER.ORG"|""|"Y"|""|""|""|"2002"|"DC"|"N"|""|""|"3/25/2013 10:58:11 AM"|"Ken"|"Hall"|"25"|"Lo"|"Uisiana avenuenwwashingtondc200012198"|"Unknown"|"False"
"01-0380150"|"MECHANIC FALLS DEVELOPMENT COMMISSION"|"960749"|"Y"|"MECHANIC FALLS DEVELOPMENT COMMISSION"|""|"207-345-3047"|""|"125 MANLEY ROAD"|""|"AUBURN"|"ME"|"USA"|"04210"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|""|""|""|""|""|"MICHAELBAIRD"|"16567.0000"|"06"|""|"Y"|""|""|""|""|"1982"|""|"N"|""|""|"3/25/2013 2:03:54 PM"|""|""|""|"Michaelbaird"|""|"Unknown"|"False"
"01-0457589"|"MAINE RESOURCE RECOVERY ASSOCIATION"|"960751"|"N"|"MAINE RESOURCE RECOVERY ASSOCIATION"|""|"207-942-6772"|""|"PO BOX 1838"|""|"BANGOR"|"ME"|"USA"|"04402-1838"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|""|""|""|""|""|"MAINE RESOURCE RECOVERY ASSOCIATION"|"290611.0000"|"03"|"WWW.MRRA.NET"|"Y"|""|""|""|""|"1984"|"ME"|"N"|""|""|"3/25/2013 2:04:07 PM"|"Maine"|"Resource"|"recovery"|"Association"|""|"Unknown"|"False"
"01-0554061"|"MOUNT EPHRAIM SENIOR HOUSING INITIATIVE"|"960752"|"N"|"MOUNT EPHRAIM SENIOR HOUSING INITIATIVE"|""|"856-486-1990"|""|"4350 HADDONFIELD ROAD"|"117"|"PENNSAUKEN"|"NJ"|"USA"|"08109"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|""|""|""|""|""|"MOUNT EPHRAIM SENIOR HOUSING INITIATIVE"|"523811.0000"|"03"|""|"Y"|""|""|""|""|"2001"|"NJ"|"N"|""|""|"3/25/2013 2:04:13 PM"|"Mount"|"Ephraim"|"Senior"|"Housing"|"Initiative"|"Unknown"|"True"
"01-0595845"|"USA SOUTH ATHLETIC CONFERENCE, INC."|"960753"|"N"|"USA SOUTH ATHLETIC CONFERENCE, INC."|""|"910-630-7282"|""|"5400 RAMSEY STREET"|""|"FAYETTEVILLE"|"NC"|"USA"|"28311"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|""|""|""|""|""|"RITA WIGGS"|"347152.0000"|"03"|"WWW.USASOUTH.NET"|"Y"|""|""|""|""|"1963"|"NC"|"N"|""|""|"3/25/2013 2:04:19 PM"|""|"Rita"|""|"Wiggs"|""|"Female"|"True"
"01-0626449"|"GATEWAY MONTESSORI SCHOOL INC"|"960754"|"Y"|"GATEWAY MONTESSORI SCHOOL INC"|""|"773-539-3025"|""|"3748 W MONTROSE AVENUE"|""|"CHICAGO"|"IL"|"USA"|"60618"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|""|""|""|""|""|"SHELLEY TORRES ALDEEN"|"413278.0000"|"03"|"WWW.GATEWAYMONTESSORISCHOOL.ORG"|"Y"|""|""|""|""|"2002"|"IL"|"N"|"N"|""|"3/25/2013 2:04:26 PM"|""|"Shelley"|"Torres"|"Aldeen"|""|"Unknown"|"True"
"01-0793953"|"LAKE BOWEN Baptist Church Childcare"|"960755"|"N"|"LAKE BOWEN Baptist Church Childcare"|""|"864-814-6280"|""|"404 Sugar Ridge Rd."|""|"Inman"|"SC"|"USA"|"29349"|"8/1/2011 12:00:00 AM"|"7/31/2012 12:00:00 AM"|""|""|""|""|""|"Mark Williams"|"450233.0000"|"03"|"WWW.LAKEBOWENBAPHST.COM"|"Y"|""|""|""|""|"2003"|"SC"|"N"|"N"|""|"3/25/2013 2:04:32 PM"|""|"Mark"|""|"Williams"|""|"Male"|"True"
"02-0156447"|"Fraternal Order of Eagles, Lamprey Aerie #1934"|"960756"|"N"|"Fraternal Order of Eagles, Lamprey Aerie #1934"|""|"603-814-2184"|""|"41 Exeter Rd"|""|"Newmarket"|"NH"|"USA"|"03857-1908"|"6/1/2011 12:00:00 AM"|"5/31/2012 12:00:00 AM"|"Y"|""|""|""|""|"Butch Trenholm"|"3132.0000"|"03"|""|"Y"|""|""|""|""|"1908"|"NH"|"N"|""|""|"3/25/2013 2:04:38 PM"|""|"Butch"|""|"Trenholm"|""|"Male"|"True"
"02-0241746"|"COE-BROWN NORTHWOOD ACADEMY"|"960758"|"Y"|"COE-BROWN NORTHWOOD ACADEMY"|""|"603-942-5531"|""|"907 FIRST NEW HAMPSHIRE TURNPIKE"|""|"NORTHWOOD"|"NH"|"USA"|"03261"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|""|""|""|""|""|"JAMES COLBURN"|"10838307.0000"|"03"|"WWW.COEBROWN.ORG"|"Y"|""|""|""|""|"1867"|"NH"|"N"|""|""|"3/25/2013 2:04:51 PM"|""|"James"|""|"Colburn"|""|"Male"|"True"
"01-0132580"|"OQUOSSOC ANGLING ASSOCIATION"|"961776"|"Y"|"OQUOSSOC ANGLING ASSOCIATION"|""|"401-274-1801"|""|"21 GEORGE STREET"|""|"PROVIDENCE"|"RI"|"USA"|"02906"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|""|""|""|""|"ALISON P MCNAUGHTON"|"211519.0000"|"07"|""|"Y"|""|""|""|""|"1870"|"ME"|"N"|""|""|"3/26/2013 10:56:59 AM"|""|"Alison"|"P"|"McNaughton"|""|"Female"|"True"
"01-0244457"|"NEW ENGLAND ELECTRIC RAILWAY HISTORICAL SOCIETY"|"961777"|"Y"|"NEW ENGLAND ELECTRIC RAILWAY HISTORICAL SOCIETY"|""|"207-967-2712"|""|"PO BOX A"|""|"KENNEBUNKPORT"|"ME"|"USA"|"04046"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|""|""|""|""|"JEFFREY N SISSON"|"695109.0000"|"03"|"WWW.TROLLEYMUSEUM.ORG"|"Y"|""|""|""|""|"1941"|"ME"|"N"|""|""|"3/26/2013 10:57:45 AM"|""|"Jeffrey"|"N"|"Sisson"|""|"Male"|"True"
"01-0416974"|"FRANNIE PEABODY CENTER"|"961778"|"Y"|"FRANNIE PEABODY CENTER"|""|"207-774-6877"|""|"30 DANFORTH STREET"|"311"|"PORTLAND"|"ME"|"USA"|"04101"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|""|""|""|""|"PATTI CAPOUCH"|"2583735.0000"|"03"|"www.PEABODYCENTER.ORG"|"Y"|""|""|""|""|"1986"|"ME"|"N"|""|""|"3/26/2013 10:58:19 AM"|""|"Patti"|""|"Capouch"|""|"Female"|"True"
"01-0561554"|"THE SHEPHERD'S CROOK MINISTRIES INC"|"961780"|"Y"|"THE SHEPHERD'S CROOK MINISTRIES INC"|""|"513-889-2449"|""|"849 CLINTON AVE"|""|"HAMILTON"|"OH"|"USA"|"45015"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|"Y"|""|""|""|""|"SCOTT ROSENOW DIRECTOR HAMILTON, OH 45015"|"362788.0000"|"03"|"WWW.THESHEPERDSCROOK.ORG"|"Y"|""|""|""|""|"2002"|"OH"|"N"|""|""|"3/26/2013 10:58:33 AM"|"Scott"|"Rosenow"|"Director"|"Hamilton"|"Oh 45015"|"Unknown"|"False"
"01-6129359"|"Weathervane Seafoods Health & Welfare Trust"|"961782"|"Y"|"Weathervane Seafoods Health & Welfare Trust"|""|"207-439-0335"|""|"31 Badgers Island West"|""|"Kittery"|"ME"|"USA"|"03904-5504"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|""|""|""|""|"William J Kurkul Jr"|"944123.0000"|"09"|"www.weathervaneseafoods.com"|""|"Y"|""|""|""|"1989"|"ME"|"N"|""|""|"3/26/2013 10:58:46 AM"|""|"William"|"J"|"Kurkul"|"Jr       "|"Male"|"True"
"01-0345660"|"BOOTHBAY REGION AMBULANCE SERVICE"|"962664"|"N"|"BOOTHBAY REGION AMBULANCE SERVICE"|""|"207-633-7711"|""|"P.O. BOX 280"|""|"BOOTHBAY"|"ME"|"USA"|"04537-0280"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|""|""|""|""|""|"ROBERT HAM"|"739363.0000"|"03"|""|"Y"|""|""|""|""|"1970"|"ME"|"N"|""|""|"3/26/2013 12:37:34 PM"|""|"Robert"|""|"Ham"|""|"Male"|"True"
"01-0424895"|"SOUTH PARK DEVELOPMENT CORPORATION"|"962665"|"Y"|"SOUTH PARK DEVELOPMENT CORPORATION"|""|"207-784-2951"|""|"27 PINE STREET - CITY BUILDING"|""|"LEWISTON"|"ME"|"USA"|"04240-7200"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|""|""|""|""|""|"TAMMY BUREAU"|"37349.0000"|"06"|"HTTP:/WWW.CI.LEWISTON.ME.US"|"Y"|""|""|""|""|""|""|"N"|""|""|"3/26/2013 12:37:41 PM"|""|"Tammy"|""|"Bureau"|""|"Unknown"|"True"
"01-0621556"|"THE GILL ST. BERNARD'S PARENTS' ASSOCIATION, INC."|"962666"|"N"|"THE GILL ST. BERNARD'S PARENTS' ASSOCIATION, INC."|""|"908-234-1611"|""|"P.O. BOX 604, ST. BERNARDS RD."|""|"GLADSTONE"|"NJ"|"USA"|"07934"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|""|""|""|""|""|"JILL GATEMAN"|"113424.0000"|"03"|"WWW.GSBSCHOOL.ORG"|"Y"|""|""|""|""|"2002"|"NJ"|"N"|""|""|"3/26/2013 12:37:47 PM"|""|"Jill"|""|"Gateman"|""|"Female"|"True"
"01-0211476"|"THE CHAPMAN HOUSE"|"963958"|"Y"|"THE CHAPMAN HOUSE"|""|"207-783-0961"|""|"41 PLEASANT STREET"|""|"AUBURN"|"ME"|"USA"|"04210"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|""|""|""|""|"KATHY GLEASON"|"1391733.0000"|"03"|"WWW.CHAPMANHOUSE.ORG"|"Y"|""|""|""|""|"1941"|"ME"|"N"|""|""|"3/27/2013 10:22:42 AM"|""|"Kathy"|""|"Gleason"|""|"Female"|"True"
