"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"FUNDRAISING_MAIL_CBX"|"FUNDRAISING_EMAIL_CBX"|"FUNDRAISING_PHONE_CBX"|"FUNDRAISING_PERSON_CBX"|"FUNDRAISING_NON_GOV_GRANTS_CBX"|"FUNDRAISING_GOV_GRANTS_CBX"|"FUNDRAISING_SPECIAL_EVENTS_CBX"|"FUNDRAISING_PROF_CBX"|"FUNDRAISING_TOTAL_GROSS_RECEIPTS"|"TOTAL_PAID_TO_FUNDRAISER"|"FUNDRAISING_TOTAL_PAID_ORG"
"01-0368096"|"Alpha One"|"839081"|""|""|""|""|""|""|""|""|""|""|""
"01-0482994"|"MAINE ADULT EDUCATION ASSOCIATION"|"839084"|""|""|""|""|""|""|""|""|""|""|""
"01-0488478"|"KENNEBEC VALLEY COUNCIL OF GOVERNMENTS"|"839092"|""|""|""|""|""|""|""|""|""|""|""
"01-0553478"|"EAST MOUNTAIN HOSPITAL INC"|"839098"|""|""|""|""|""|""|""|""|""|""|""
"01-0560081"|"NATIONAL NURSING CENTERS CONSORTIUM INC"|"839104"|""|""|""|""|""|""|""|""|""|""|""
"01-0598494"|"TEN CROSS STREET CORPORATION"|"839108"|""|""|""|""|""|""|""|""|""|""|""
"01-0676306"|"Alliance Foundation for Community Health Inc"|"839112"|""|""|""|""|""|""|""|""|""|""|""
"01-0833578"|"ALLIANCE JUDY IVIE BURTON TECHNOLOGY ACADEMY HIGH SCHOOL"|"839121"|""|""|""|""|""|""|""|""|""|""|""
"01-0833582"|"ALLIANCE HUNTINGTON PARK COLLEGE-READY ACADEMY HIGH SCHOOL"|"839126"|""|""|""|""|""|""|""|""|""|""|""
"01-0833588"|"ALLIANCE RICHARD MERKIN MIDDLE SCHOOL"|"839130"|""|""|""|""|""|""|""|""|""|""|""
"01-6010995"|"Wayne Library Association"|"839138"|"Y"|""|""|"Y"|"Y"|""|"Y"|"N"|""|""|""
"01-6038250"|"BPO ELKS MILLINOCKET LODGE NO 1521"|"843498"|""|""|""|""|""|""|""|""|""|""|""
"01-0342596"|"BAR HARBOR HISTORICAL SOCIETY INC"|"845618"|""|""|""|""|""|""|""|""|""|""|""
"01-6114884"|"JOHN CHABOT EDUCATIONAL FOUNDATION TRUST"|"845620"|""|""|""|""|""|""|""|""|""|""|""
"01-0116390"|"SHRINERS INTERNATIONAL"|"846024"|""|""|""|""|""|""|""|""|""|""|""
"01-0220091"|"NORTHEAST HARBOR LIBRARY"|"846027"|""|""|""|""|""|""|""|""|""|""|""
"01-0269721"|"Harraseeket Yacht Club"|"846031"|""|""|""|""|""|""|""|""|""|""|""
"01-0425115"|"MID-MAINE HOMELESS SHELTER"|"846034"|""|""|""|""|""|""|""|""|""|""|""
"01-0457896"|"C & M CONSULTING AND MANAGEMENT SERVICES"|"846037"|""|""|""|""|""|""|""|""|""|""|""
"01-0597551"|"THE CRADDOCK CENTER INC"|"846040"|""|""|""|""|""|""|""|""|""|""|""
"01-0649812"|"TWINSBURG YOUTH SOFTBALL LEAGUE INC"|"846043"|""|""|""|""|""|""|""|""|""|""|""
"01-0729385"|"The Chesapeake Rivers Association, Inc."|"846046"|""|""|""|""|""|""|""|""|""|""|""
"01-0769456"|"VENTURA HILLSIDES CONSERVANCY"|"846048"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|"0.0000"
"01-0954243"|"AMAZING GRACE EVANGELICAL MINISTRIES"|"846051"|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|"0.0000"
"01-0409063"|"Maine Education Credit Union"|"846061"|""|""|""|""|""|""|""|""|""|""|""
"01-0495262"|"SHAW HOUSE"|"846064"|""|""|""|""|""|""|""|""|""|""|""
"01-0729134"|"CLARE OAKS"|"846065"|""|""|""|""|""|""|""|""|""|""|""
"01-6006058"|"PORTLAND MAINE SYMPHONY ORCHESTRA"|"846066"|""|""|""|""|""|""|""|""|""|""|""
"01-0903800"|"CARMEL IDEAS FOUNDATION"|"847752"|""|""|""|""|""|""|""|""|""|""|""
"01-0211508"|"Good Will Home Association"|"847931"|""|""|""|""|""|""|""|""|""|""|""
"01-0347504"|"COASTAL ENTERPRISES INC"|"847932"|""|""|""|""|""|""|""|""|""|""|""
"01-0387418"|"PENOBSCOT THEATRE COMPANY"|"847934"|""|""|""|""|""|""|""|""|""|""|""
"01-0434603"|"WOMEN UNLIMITED"|"847935"|""|""|""|""|""|""|""|""|""|""|""
"01-0484310"|"MAINE INITIATIVESINC"|"847936"|""|""|""|""|""|""|""|""|""|""|""
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"847937"|""|""|""|""|""|""|""|""|""|""|""
"01-0612870"|"METHODIST TRANSPLANT PHYSICIANS"|"847938"|""|""|""|""|""|""|""|""|""|""|""
"01-0447619"|"MAHOOSUC LAND TRUST INC"|"847964"|""|""|""|""|""|""|""|""|""|""|""
"01-0536785"|"UNITY FOUNDATION"|"847966"|""|""|""|""|""|""|""|""|""|""|""
"01-0565782"|"The China Training Network"|"847968"|""|""|""|""|""|""|""|""|""|""|""
"01-0765675"|"JOAN MALE FAMILY SUPPORT CENTER FOUNDATION"|"847972"|""|""|""|""|""|""|""|""|""|""|""
"01-0974476"|"CHARTER BOARD PARTNERS"|"847974"|""|""|""|""|""|""|""|""|""|""|""
"02-0223176"|"NEW HAMPSHIRE MEDICAL SOCIETY"|"847975"|""|""|""|""|""|""|""|""|""|""|""
"02-0239519"|"World Affairs Council of New Hampshire"|"847977"|""|""|""|""|""|""|""|""|""|""|""
"01-0224532"|"FRIEND MEMORIAL PUBLIC LIBRARY"|"850496"|""|""|""|""|""|""|""|""|""|""|""
"01-0317540"|"Swans Island Educational Society"|"850498"|""|""|""|""|""|""|""|""|""|""|""
"01-0357548"|"The Conservation Trust of Brooksville, Castine & Penobscott"|"850501"|""|""|""|""|""|""|""|""|""|""|""
"01-0603034"|"Rural Health Collaborative of Southern Ohio"|"850504"|""|""|""|""|""|""|""|""|""|""|""
"01-0648145"|"ORTHOCAROLINA RESEARCH INSTITUTE, INC FMRLY O. L. MILLER RESEARCH INSTITUTE"|"850506"|""|""|""|""|""|""|""|""|""|""|""
"01-0904345"|"PHOENIX LODGE 2 FRATERNAL ORDER OF POLICE"|"850510"|""|""|""|""|""|""|""|""|""|""|""
"01-0939141"|"RESTAURANT OPPORTUNITIES CENTERS UNITEC"|"850511"|""|""|""|""|""|""|""|""|""|""|""
"01-0964541"|"PRAISEALUJAH DISCIPLESHIP"|"850513"|""|""|""|""|""|""|""|""|""|""|""
"02-0223334"|"WEBSTER HOUSE"|"850516"|""|""|""|""|""|""|""|""|""|""|""
"01-0315847"|"HALFWAY HOUSE INC"|"850522"|""|""|""|""|""|""|""|""|""|""|""
"01-0319524"|"MAINE PRESERVATION"|"850523"|""|""|""|""|""|""|""|""|""|""|""
"01-0377246"|"New Hope for Women, Inc."|"850526"|""|""|""|""|""|""|""|""|""|""|""
"01-0496139"|"ISLAND COMMONS RESOURCE CENTER"|"850527"|""|""|""|""|""|""|""|""|""|""|""
"01-0546327"|"Sebasticook Family Doctors"|"850528"|""|""|""|""|""|""|""|""|""|""|""
"01-0630527"|"PERSONAL ASSISTANCE OPTIONS INC"|"850531"|""|""|""|""|""|""|""|""|""|""|""
"01-0384674"|"CONVENTION & VISITORS BUREAU OF GREATER PORTLAND"|"852668"|""|""|""|""|""|""|""|""|""|""|""
"01-0318746"|"BELFAST AREA CHAMBER OF COMMERCE"|"852937"|""|""|""|""|""|""|""|""|""|""|""
"01-0412221"|"Maine Council of Self Insurers"|"852938"|""|""|""|""|""|""|""|""|""|""|""
"01-0654320"|"The Lio Mission Inc."|"852940"|""|""|""|""|""|""|""|""|""|""|""
"01-0211542"|"CATHERINE MORRILL DAY NURSERY"|"852964"|""|""|""|""|""|""|""|""|""|""|""
"01-0315849"|"AROOSTOOK COUNTY ACTION PROGRAMS INC"|"852966"|""|""|""|""|""|""|""|""|""|""|""
"01-0865446"|"Cosby High School Athletic Boosters"|"853229"|""|""|""|""|""|""|""|""|""|""|""
"01-0495250"|"Ingraham Housing Corporation"|"853388"|""|""|""|""|""|""|""|""|""|""|""
"01-0153960"|"ST ANDREWS HOSPITAL"|"853594"|""|""|""|""|""|""|""|""|""|""|""
"01-0315732"|"Midcoast Maine Community Action"|"853595"|""|""|""|""|""|""|""|""|""|""|""
"01-0465231"|"Norumbega Medical Specialists LTD"|"853597"|""|""|""|""|""|""|""|""|""|""|""
"01-0263628"|"SEBASTICOOK VALLEY HEALTH"|"853837"|""|""|""|""|""|""|""|""|""|""|""
"01-0849648"|"ACADEMY IN MANAYUNK"|"853838"|""|""|""|""|""|""|""|""|""|""|""
"01-0187940"|"ROCKLAND CEMETERY ASSOCIATION"|"854038"|""|""|""|""|""|""|""|""|""|""|""
"01-0277678"|"Kennebec Valley Community Action Program"|"854124"|""|""|""|""|""|""|""|""|""|""|""
"01-0618964"|"OASIS CARE, INC."|"854125"|""|""|""|""|""|""|""|""|""|""|""
"01-0366464"|"KATAHDIN SHARED SERVICES INC"|"854203"|""|""|""|""|""|""|""|""|""|""|""
"01-0418902"|"United Bikers of Maine"|"854204"|""|""|""|""|""|""|""|""|""|""|""
"02-0205076"|"WINONA SOCIAL CLUB, INC"|"854456"|""|""|""|""|""|""|""|"N"|"0.0000"|"0.0000"|"0.0000"
"01-0100593"|"KENNEBUNK RIVER CLUB"|"855026"|""|""|""|""|""|""|""|""|""|""|""
"02-0127246"|"GREATER DOVER CHAMBER OF COMMERCE"|"855031"|""|""|""|""|""|""|""|""|""|""|""
"01-0234189"|"Northern Maine Medical Center"|"855113"|""|""|""|""|""|""|""|""|""|""|""
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"855117"|""|""|""|""|""|""|"Y"|"N"|""|""|"0.0000"
"01-0382340"|"COVE'S EDGE INC"|"855119"|""|""|""|""|""|""|""|""|""|""|""
"01-0421234"|"Lakewood A Continuing Care Center"|"855122"|""|""|""|""|""|""|""|""|""|""|""
"01-0430751"|"Rosscare Nursing Homes, Inc."|"855125"|""|""|""|""|""|""|""|""|""|""|""
"01-0459837"|"Acadia Hospital Corporation"|"855127"|""|""|""|""|""|""|""|""|""|""|""
"01-0487091"|"COASTAL MEDICAL CARE"|"855129"|""|""|""|""|""|""|""|""|""|""|""
"01-0489824"|"WESTERN MAINE MULTI-MEDICAL SPECIALISTS"|"855132"|""|""|""|""|""|""|""|""|""|""|""
"01-0524835"|"SPRING HARBOR COMMUNITY SERVICES"|"855133"|""|""|""|""|""|""|""|""|""|""|""
"01-0542842"|"GERIATRIC RESOURCE NETWORK"|"855135"|""|""|""|""|""|""|""|""|""|""|""
"01-0569403"|"HRCA BROOKLINE HOUSING 1550 BEACON PLAZA INC"|"855138"|""|""|""|""|""|""|""|""|""|""|""
"01-0818232"|"COMMUNITY CONNECTIONS REAL ESTATE FOUNDATION"|"855140"|""|""|""|""|""|""|""|""|""|""|""
"01-6023681"|"VISITING BOARD OF THE CHILDREN'S HOSPITAL"|"855142"|""|""|""|""|""|""|""|""|""|""|""
"02-0222157"|"Monadnock Community Hospital"|"855150"|"Y"|""|""|"Y"|"Y"|"Y"|"Y"|"Y"|""|"41035.0000"|""
"01-0211781"|"PRESIDENT AND TRUSTEES OF BATES COLLEGE"|"860414"|""|""|""|""|""|""|""|""|""|""|""
"01-0212444"|"York Hospital"|"860415"|""|""|""|""|""|""|""|""|""|""|""
"01-0284446"|"REDINGTON-FAIRVIEW GENERAL HOSPITAL"|"860416"|""|""|""|""|""|""|""|""|""|""|""
"01-0328442"|"EASTERN MAINE HOMECARE"|"860417"|""|""|""|""|""|""|""|""|""|""|""
"01-0424969"|"COMMUNITY CONCEPTS INC"|"860418"|""|""|""|""|""|""|""|""|""|""|""
"01-0484154"|"MAHC INC"|"860419"|""|""|""|""|""|""|""|""|""|""|""
"01-0496076"|"FRATERNAL ORDER OF EAGLES #4352"|"860420"|""|""|""|""|""|""|""|""|""|""|""
"01-0540981"|"COMMUNITY CONCEPTS FINANCE CORPORATION"|"860421"|""|""|""|""|""|""|""|""|""|""|""
"01-0727280"|"BRONX CHARTER SCHOOL FOR THE ARTS"|"860422"|""|""|""|""|""|""|""|""|""|""|""
"01-0729555"|"FIRST DEFENSE LEGAL AID"|"860423"|""|""|""|""|""|""|""|""|""|""|""
"01-0782573"|"Advisors Charitable Gift Fund"|"860424"|""|""|""|""|""|""|""|""|""|""|""
"02-0222174"|"PHILLIPS EXETER ACADEMY"|"860425"|""|""|""|""|""|""|""|""|""|""|""
"02-0222182"|"SAINT ANSELM COLLEGE"|"860426"|""|""|""|""|""|""|""|""|""|""|""
"01-0562775"|"NEW JERSEY EMERGENCY PREPAREDNESS AS"|"861450"|""|""|""|""|""|""|""|""|""|""|""
"01-0697869"|"ATZUM, INC."|"861451"|""|""|""|""|""|""|""|""|""|""|""
"01-0914846"|"COMMUNITY IST-AMERICA'S CHARITIES OF GREATER WASHINGTON DC"|"861452"|""|""|""|""|""|""|""|""|""|""|""
"01-0371166"|"PENOBSCOT CHRISTIAN SCHOOL"|"862334"|""|""|""|""|""|""|""|""|""|""|""
"01-0179500"|"THE WEBBER HOSPITAL ASSOC"|"862775"|""|""|""|""|""|""|""|""|""|""|""
"01-0211485"|"YOUNG MEN'S CHRISTIAN ASSOCIATION BANGOR"|"862776"|""|""|""|""|""|""|""|""|""|""|""
"01-0211501"|"Eastern Maine Medical Center"|"862777"|""|""|""|""|""|""|""|""|""|""|""
"01-0211505"|"THE TRUSTEES OF FRYEBURG ACADEMY"|"862778"|""|""|""|""|""|""|""|""|""|""|""
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"862779"|""|""|""|""|""|""|""|""|""|""|""
"01-0215911"|"Mid Coast Hospital"|"862780"|""|""|""|""|""|""|""|""|""|""|""
"01-0217211"|"INLAND HOSPITAL"|"862781"|""|""|""|""|""|""|""|""|""|""|""
"01-0219904"|"STEPHENS MEMORIAL HOSPITAL ASSOC"|"862782"|""|""|""|""|""|""|""|""|""|""|""
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"862783"|""|""|""|""|""|""|""|""|""|""|""
"01-0266289"|"Maine Hospital Association Inc"|"862784"|""|""|""|""|""|""|""|""|""|""|""
"01-0280225"|"Catholic Charities Maine"|"862785"|""|""|""|""|""|""|""|""|""|""|""
"01-0389222"|"TAMC ENDOWMENTS"|"862786"|""|""|""|""|""|""|""|""|""|""|""
"01-0389226"|"TAMC TITLE CORPORATION"|"862787"|""|""|""|""|""|""|""|""|""|""|""
"01-0411788"|"WESTERN MAINE HEALTH CARE CORP"|"862788"|""|""|""|""|""|""|""|""|""|""|""
"01-0431680"|"MAINEHEALTH"|"862789"|""|""|""|""|""|""|""|""|""|""|""
"01-0434215"|"MMC REALTY CORP"|"862790"|""|""|""|""|""|""|""|""|""|""|""
"01-0496221"|"Mid Coast Geriatric Services Corporation"|"862792"|""|""|""|""|""|""|""|""|""|""|""
"01-0511356"|"NORDX"|"862794"|""|""|""|""|""|""|""|""|""|""|""
"01-0524834"|"SPRING HARBOR HOSPITAL"|"862795"|""|""|""|""|""|""|""|""|""|""|""
"01-0547055"|"Maine Community Action Association"|"862796"|""|""|""|""|""|""|""|""|""|""|""
"01-0560598"|"CHILD DEVELOPMENT CENTER CORPORATION"|"862797"|""|""|""|""|""|""|""|""|""|""|""
"01-0569404"|"CENTER COMMUNITIES OF BROOKLINE INC"|"862798"|""|""|""|""|""|""|""|""|""|""|""
"01-0628051"|"SHOLOM COMMUNITY ALLIANCE HOME HEALTHCARE"|"862799"|""|""|""|""|""|""|""|""|""|""|""
"01-0732928"|"US RUSSIA FOUNDATION FOR ECONOMIC ADVANCEMENT AND THE RULE OF LAW"|"862800"|""|""|""|""|""|""|""|""|""|""|""
"01-0829282"|"GOOD SHEPHERD MEDICAL CENTER-LINDEN"|"862801"|""|""|""|""|""|""|""|""|""|""|""
"01-0852888"|"TEAM READ"|"862802"|""|""|""|""|""|""|""|""|""|""|""
"02-0110580"|"Blue Mountain Forest Association"|"862803"|""|""|""|""|""|""|""|""|""|""|""
"02-0179953"|"GREATER PORTSMOUTH CHAMBER OF COMMERCE"|"862804"|""|""|""|""|""|""|""|""|""|""|""
"02-0222131"|"FRISBIE MEMORIAL HOSPITAL"|"862805"|""|""|""|""|""|""|""|""|""|""|""
"01-0195310"|"THE YORKS CHAMBER OF COMMERCE INC"|"864958"|""|""|""|""|""|""|"Y"|"N"|"0.0000"|"0.0000"|"0.0000"
"01-0427824"|"WATERSHED CENTER FOR THE CERAMIC ARTS"|"864959"|""|""|""|""|""|""|""|""|""|""|""
"01-0671151"|"American Friends of Lucerne Festival"|"864962"|""|""|""|""|""|""|""|""|""|""|""
"01-0777925"|"ELEVA BROILER FESTIVAL INC"|"864964"|""|""|""|""|""|""|""|""|""|""|""
"01-0838125"|"SAFE FAMILY MINISTRIES"|"864966"|""|""|""|""|""|""|""|""|""|""|""
"01-0890941"|"LAHAK HANOCHOS INC"|"864968"|""|""|""|""|""|""|""|""|""|""|""
"01-0906593"|"MANAGEMENT SERVICES, INC"|"864969"|""|""|""|""|""|""|""|""|""|""|""
"01-0908221"|"HOLSTEN HUMAN CAPITAL DEVELOPMENT NFP"|"864970"|""|""|""|""|""|""|""|""|""|""|""
"01-0941732"|"Connecticut Catholic Public Affairs Conference, Inc."|"864971"|""|""|""|""|""|""|""|""|""|""|""
"02-0102440"|"ABENAQUI COUNTRY CLUB, INC."|"864972"|""|""|""|""|""|""|""|""|""|""|""
"02-0103680"|"American Guernsey Association"|"864973"|""|""|""|""|""|""|""|""|""|""|""
"01-0061310"|"Fraternal Order of Eagles"|"866812"|""|""|""|""|""|""|""|""|""|""|""
"02-0130185"|"ROCHESTER LODGE OF ELKS #1393"|"866814"|""|""|""|""|""|""|""|""|""|""|""
"01-0177170"|"WALDO COUNTY GENERAL HOSPITAL"|"867258"|""|""|""|""|""|""|""|""|""|""|""
"01-0724306"|"THE PHILLY AND CHARLIE DAKE FOUNDATION"|"867414"|""|""|""|""|""|""|""|""|""|""|""
"01-0833397"|"Global Refuge International"|"867415"|""|""|""|""|""|""|""|""|""|""|""
"01-6010198"|"AUBURN MASONIC ASSOCIATION"|"867416"|""|""|""|""|""|""|""|""|""|""|""
"01-0749311"|"UFCW UNIONS & PARTICIPATING EMPLOYERS HEALTH & WELFARE FUND"|"867962"|""|""|""|""|""|""|""|""|""|""|""
"02-0223390"|"MANCHESTER HISTORIC ASSOCIATION"|"867963"|""|""|""|""|""|""|""|""|""|""|""
"01-0095705"|"International Brotherhood of Electrical Workers Local 567"|"868421"|""|""|""|""|""|""|""|""|""|""|""
"01-0131390"|"OAKDALE COUNTRY CLUB"|"868422"|""|""|""|""|""|""|""|""|""|""|""
"01-0211811"|"Kennebec Valley YMCA"|"868423"|""|""|""|""|""|""|""|""|""|""|""
"01-0211813"|"PENOBSCOT BAY YMCA"|"868424"|""|""|""|""|""|""|""|""|""|""|""
"01-0241528"|"SOUTHWEST HARBOR LIBRARY"|"868425"|""|""|""|""|""|""|""|""|""|""|""
"01-0269301"|"MAINE ASSOCIATION OF REALTORS"|"868426"|""|""|""|""|""|""|""|""|""|""|""
"01-0287814"|"Caribou Country Club"|"868427"|""|""|""|""|""|""|""|""|""|""|""
"01-0369904"|"CASA INC"|"868428"|""|""|""|""|""|""|""|""|""|""|""
"01-0377308"|"BELGRADE LAKES ASSOCIATION"|"868429"|""|""|""|""|""|""|""|""|""|""|""
"01-0390410"|"MAINE SELF-INSURANCE GUARANTEE ASSOCIATION"|"868430"|""|""|""|""|""|""|""|""|""|""|""
"01-0457499"|"ST MARTIN DE PORRES RESIDENCE INC"|"868431"|""|""|""|""|""|""|""|""|""|""|""
"01-0477310"|"CHRISTIAN MISSION SERVICES"|"868432"|""|""|""|""|""|""|""|""|""|""|""
"01-0507505"|"MAINE DAIRY PROMOTION BOARD"|"868433"|""|""|""|""|""|""|""|""|""|""|""
"01-0507513"|"MAINE DAIRY AND NUTRITION COUNCIL"|"868434"|""|""|""|""|""|""|""|""|""|""|""
"01-0523209"|"MAINE COMPOSITES ALLIANCE"|"868435"|""|""|""|""|""|""|""|""|""|""|""
"01-0536008"|"MAINE CONSERVATION VOTERS"|"868437"|""|""|""|""|""|""|""|""|""|""|""
"01-0621026"|"INSTITUTO MAZATLAN BELLAS ARTES DE SACRAMENTO"|"868438"|""|""|""|""|""|""|""|""|""|""|""
"01-0645907"|"LIFE EDUCATION FOUNDATION"|"868439"|""|""|""|""|""|""|""|""|""|""|""
"01-0654014"|"Ministry Services Group, Inc"|"868440"|""|""|""|""|""|""|""|""|""|""|""
"01-0678012"|"MCDUFFIE MUSEUM INC"|"868441"|""|""|""|""|""|""|""|""|""|""|""
"01-0688619"|"WHITE OAK GROVE OUTREACH CENTER INC"|"868442"|""|""|""|""|""|""|""|""|""|""|""
"01-0709509"|"SINGLES PLEASING THE LORD INC"|"868443"|""|""|""|""|""|""|""|""|""|""|""
"01-0836208"|"Hand in Hand / Mano en Mano, Inc."|"868447"|""|""|""|""|""|""|""|""|""|""|""
"01-0862621"|"ST JOSEPH SHELTER"|"868449"|""|""|""|""|""|""|""|""|""|""|""
"01-0881719"|"Fisher House in St Louis"|"868450"|""|""|""|""|""|""|""|""|""|""|""
"01-0939609"|"FOOD OF LIFE OUTREACH MINSTRIES INC"|"868451"|""|""|""|""|""|""|""|""|""|""|""
"01-0956221"|"PATRICKSBURG FOOD PANTRY INC"|"868452"|""|""|""|""|""|""|""|""|""|""|""
"02-0128010"|"DUBLIN LAKE CLUB"|"868453"|""|""|""|""|""|""|""|""|""|""|""
"02-0156800"|"GUARDIAN ANGEL CREDIT UNION"|"868454"|""|""|""|""|""|""|""|""|""|""|""
"02-0221111"|"ASSOCIATED GENERAL CONTRACTORS OF NH"|"868456"|""|""|""|""|""|""|""|""|""|""|""
"02-0227519"|"Ancient Arabric Order of Nobles of the Mystic Shrine of N A - Bektash Shriners"|"868457"|""|""|""|""|""|""|"Y"|""|""|""|""
"02-0244311"|"EXETER DAY SCHOOL"|"872587"|""|""|""|""|""|""|""|""|""|""|""
"01-0491854"|"EqualityMaine"|"873258"|"Y"|"Y"|""|""|""|""|"Y"|"Y"|"67693.0000"|"68107.0000"|"-414.0000"
"01-0515357"|"EqualityMaine Foundation"|"873259"|""|""|""|""|""|""|""|""|""|""|""
"01-0790552"|"Theater Arts Group"|"873260"|""|""|""|""|""|""|""|""|""|""|""
"01-0024245"|"BANGOR REGION CHAMBER OF COMMERCE"|"873857"|""|""|""|""|""|""|""|""|""|""|""
"01-0135937"|"LE PASSE-TEMPS INC"|"873859"|""|""|""|""|""|""|""|"N"|""|""|""
"01-0207022"|"FAIRMOUNT CEMETERY ASSOC"|"873860"|""|""|""|""|""|""|""|""|""|""|""
"01-0210495"|"American Legion Post 0015 Henry Pratt"|"873861"|""|""|""|""|""|""|""|""|""|""|""
"01-0217234"|"BIDDEFORD POOL YACHT CLUB"|"873862"|""|""|""|""|""|""|""|""|""|""|""
"01-0244422"|"Laborers Intl Union of North America 327 Local Union"|"873863"|""|""|""|""|""|""|""|""|""|""|""
"01-0280430"|"Fort Kent Housing Inc"|"873864"|""|""|""|""|""|""|""|""|""|""|""
"01-0309344"|"KC-FATHER DRUILLETTE COUNCIL"|"873865"|""|""|""|""|""|""|""|""|""|""|""
"01-0328017"|"AUGUSTA REGIONAL CHURCH HOUSING CORP BETA"|"873866"|""|""|""|""|""|""|""|""|""|""|""
"01-0344891"|"FRANKLIN COUNTY ANIMAL SHELTER"|"873867"|""|""|""|""|""|""|""|""|""|""|""
"01-0346944"|"FREEPORT HISTORICAL SOCIETY"|"873868"|""|""|""|""|""|""|""|""|""|""|""
"01-0369722"|"WAWENOCK GOLF CLUB"|"873869"|""|""|""|""|""|""|""|""|""|""|""
"01-0376696"|"BIRCH ROCK CAMP"|"873870"|""|""|""|""|""|""|""|""|""|""|""
"01-0448263"|"Ronald McDonald House Charities of Maine, Inc."|"873871"|""|""|""|""|""|""|""|""|""|""|""
"01-0456644"|"MAINE YANKEE ATOMIC POWER COMPANY EMPLOYEE WELFARE TRUST"|"873872"|""|""|""|""|""|""|""|""|""|""|""
"01-0478121"|"COMMUNITY CHILD CARE CENTER"|"873874"|""|""|""|""|""|""|""|""|""|""|""
"01-0505433"|"WATERVILLE REGIONAL ARTS AND COMMUNITY CENTER"|"873875"|""|""|""|""|""|""|""|""|""|""|""
"01-0511596"|"THE NATHAN AND HENRY B CLEAVES LAW LIBRARY"|"873876"|""|""|""|""|""|""|""|""|""|""|""
"01-0535534"|"SOMERSET ECONOMIC DEVELOPMENT ECONOMIC DEVELOPMENT"|"873877"|""|""|""|""|""|""|""|""|""|""|""
"01-0552691"|"FULCRUM POINT NEW MUSIC PROJECT"|"873878"|""|""|""|""|""|""|""|""|""|""|""
"01-0640326"|"AHWATUKEE CHILDREN'S THEATRE INC"|"873879"|""|""|""|""|""|""|""|""|""|""|""
"01-0673538"|"AMERICAN FRIENDS OF YESHIVAT LEV HATORAH"|"873881"|""|""|""|""|""|""|""|""|""|""|""
"01-0687154"|"NORTHEASTERN ECONOMIC DEVELOPMENT COMPANY OF PA"|"873883"|""|""|""|""|""|""|""|""|""|""|""
"01-0729841"|"LOVE INC OF GREATER SHELDON"|"873884"|""|""|""|""|""|""|""|""|""|""|""
"01-0747396"|"Vought Aircraft Heritage Foundation"|"873886"|""|""|""|""|""|""|""|""|""|""|""
"01-0750822"|"TMG FOUNDATION"|"873887"|""|""|""|""|""|""|""|""|""|""|""
"01-0779923"|"THOMAS C & SANDRA S SULLIVAN FOUNDATION"|"873888"|""|""|""|""|""|""|""|""|""|""|""
"01-0828143"|"NORTHVILLE AMATEUR RADIO ASSOC INC"|"873889"|""|""|""|""|""|""|""|""|""|""|""
"01-0857526"|"A FAMILY AFFAIR BRIDGES INC"|"873891"|""|""|""|""|""|""|""|""|""|""|""
"01-0911420"|"FairVote Minnesota"|"873893"|""|""|""|""|""|""|""|""|""|""|""
"01-6047645"|"GOOSE ROCKS BEACH FIRE COMPANY"|"873897"|""|""|""|""|""|""|""|""|""|""|""
"01-6242128"|"Euclid Hitachi Retirees VEBA Benefit Plan"|"873898"|""|""|""|""|""|""|""|""|""|""|""
"02-0215228"|"AMERICAN LEGION POST #8"|"873900"|""|""|""|""|""|""|""|""|""|""|""
"01-0027741"|"AUGUSTA MAINE ELKS LODGE NO. 964"|"879152"|""|""|""|""|""|""|""|""|""|""|""
"01-0063430"|"B.P.O. ELKS WATERVILLE MAINE LODGE #905"|"879154"|""|""|""|""|""|""|""|""|""|""|""
"01-0285449"|"SOUTHERN KENNEBEC CHILD DEVELOPMENT CC"|"879157"|""|""|""|""|""|""|""|""|""|""|""
"01-0416939"|"Northern Maine Community College Education Foundation"|"879158"|""|""|""|""|""|""|""|""|""|""|""
"01-0785049"|"Queens Community Center, Inc."|"879160"|""|""|""|""|""|""|""|""|""|""|""
"02-0136438"|"Fraternal Order Of Eagles #1464"|"879161"|""|""|""|""|""|""|""|"N"|""|""|""
"01-0607464"|"WESTMORELAND APARTMENTS, INC."|"879915"|""|""|""|""|""|""|""|""|""|""|""
"01-0709883"|"NAOMI'S HOUSE"|"879917"|""|""|""|""|""|""|""|""|""|""|""
"01-0039552"|"CAMDEN YACHT CLUB"|"880325"|""|""|""|""|""|""|""|""|""|""|""
"01-0211564"|"UNITED WAY OF ANDROSCOGGIN COUNTY INC"|"880326"|""|""|""|""|""|""|""|""|""|""|""
"01-0272150"|"Harbor House Community Service Center"|"880329"|""|""|""|""|""|""|""|""|""|""|""
"01-0382451"|"WHITNEY BROOKSIDE CORPORATION"|"880330"|""|""|""|""|""|""|""|""|""|""|""
