"C_EIN"|"C_Org_Name"|"GOV_GRANT_ID"|"XML_DOCUMENT_ID"|"ORG_NAME"|"STREET"|"CITY"|"STATE"|"COUNTRY"|"ZIP"|"EIN"|"SECTION"|"ORG_CASH"|"ORG_NON_CASH"|"ORG_METHOD_VALUE"|"ORG_DESCR_NON_CASH"|"GRANT_PURPOSE"
"01-0467644"|"RAGGED MOUNTAIN REC AREA FOUNDATION"|"71682"|"1319286"|"TOWN OF CAMDEN"|"ELM STREET"|"CAMDEN"|"ME"|"04843"|"04843"|""|""|"55345.0000"|"0.0000"|""|""|"CONTRIBUTIONS TO WA RDS REDEVELOPMENT"
"01-0385303"|"EASTERN MAINE COMMUNITY COLLEGE FOUNDATION"|"72769"|"1321048"|"EASTERN MAINE COMMUNITY COLL"|"354 HOGAN ROAD"|"BANGOR"|"ME"|"USA"|"04401"|"01-0416015"|""|"12000.0000"|"0.0000"|""|""|"GENERAL SUPPORT"
"01-0520531"|"SOUTHERN MAINE COMMUNITY COLLEGE FOUNDATION"|"72770"|"1321051"|"SMCC"|"2 FORT RD"|"South Portland"|"ME"|"USA"|"04106"|""|""|"23937.0000"|"0.0000"|""|""|"SMCC conf& ed programs"
"01-0520531"|"SOUTHERN MAINE COMMUNITY COLLEGE FOUNDATION"|"72771"|"1321051"|"SMCC"|"2 FORT RD"|"South Portland"|"ME"|"USA"|"04106"|""|""|"127366.0000"|"0.0000"|""|""|"Scholarships"
"01-0237721"|"UNIVERSITY OF MAINE PULP & PAPER FOUNDATION"|"73634"|"1323822"|"UNIVERSITY OF MAINE"|"JENNESS HALL"|"ORONO"|"ME"|"USA"|"04469"|"01-6000769"|"State University"|"99855.0000"|"0.0000"|""|""|"TO SUPPORT TEACHING AND FACULTY"
"01-0286541"|"Maine Dental Service Corporation"|"73635"|"1323824"|"Northeast Delta Dental Foundation"|"One Delta Drive PO Box 2002"|"Concord"|"NH"|"USA"|"03302"|"02-0489150"|"501(c)(3)"|"187800.0000"|""|""|""|"General support to promote oral health"
"01-0499730"|"AMERICAN LIGHTHOUSE FOUNDATION"|"73636"|"1323828"|"THATCHER ISLAND ASSOCIATION"|"PO BOX 73"|"ROCKPORT"|"MA"|"USA"|"01966"|""|"501(C)(3)"|"5000.0000"|""|""|""|"TO BENEFIT RESTORATION OF THE LIGHTHOUSE TOWER DOOR PROJECT"
"02-0202220"|"THE CHESHIRE HEALTH FOUNDATION"|"75002"|"1326302"|"KEENE FAMILY YMCA"|"200 SUMMIT ROAD"|"KEENE"|"NH"|"USA"|"03431"|"02-0222247"|"501(c)(3)"|"10000.0000"|""|""|""|"CHILD/FAMILY WEIGHT LOSS PROGRAM - BE FIT"
"02-0202220"|"THE CHESHIRE HEALTH FOUNDATION"|"75003"|"1326302"|"KEENE STATE COLLEGE"|"229 MAIN STREET"|"KEENE"|"NH"|"USA"|"03431"|"02-6000937"|"501(c)(3)"|"5000.0000"|""|""|""|"NUTRITIONAL COMPONENT OF WEIGHT LOSS PROGRAM - BE FIT"
"02-0202220"|"THE CHESHIRE HEALTH FOUNDATION"|"75004"|"1326302"|"DENTAL HEALTH WORKS"|"69V ISLAND STREET"|"KEENE"|"NH"|"USA"|"03431"|"30-0275867"|"501(c)(3)"|"10000.0000"|""|""|""|"DENTALCAREIN THECOMMUNITY"
"01-0267159"|"NATIONAL SOCIETY OF THE COLONIAL DAMES IN THE STATE OF MAINE"|"75802"|"1328410"|"TATE HOUSE MUSEUM"|"1267 WESTBROOK STREET"|"PORTLAND"|"ME"|"USA"|"04102"|"20-1283552"|"501(C)(3)"|"16200.0000"|"0.0000"|""|""|"MAINTAIN HISTORIC TATE HOUSE MUSEUM"
"01-0816065"|"CFNV CHARITABLE REAL ESTATE FUND"|"76921"|"1331640"|"COMMUNITY FOUNDATION OF THE NAPA VALLEY"|"3299 CLAREMONT WAY SUITE 2"|"NAPA"|"CA"|"USA"|"94558"|"68-0349777"|"501(C)(3)"|"180784.0000"|""|""|""|"GENERAL SUPPORT"
"01-0545327"|"Penobscot Valley Hospital"|"77490"|"1337178"|"Alpine Health Services"|"PO Box 460"|"West Enfield"|"ME"|"USA"|"04493"|"22-2533280"|"501(c)(3)"|"9935.0000"|""|""|""|"To fund operations"
"01-0927327"|"ELECTRIFICATION COALITION FOUNDATION"|"77491"|"1337181"|"ELECTRIC AUTO ASSOCIATION"|"1544 CHAUMONT DRIVE"|"SAN JOSE"|"CA"|"USA"|"95118"|"51-0172118"|"501(C)(3)"|"25000.0000"|"0.0000"|""|""|"FUNDING FOR WEBSITE PROMOTING USE OF ELETRIC VEHICLES"
"01-0927327"|"ELECTRIFICATION COALITION FOUNDATION"|"77492"|"1337181"|"STRENGTHEN ORLANDO"|"400 SOUTH ORANGE AVENUE"|"ORLANDO"|"FL"|"USA"|"32801"|"27-1964941"|"501(C)(3)"|"44000.0000"|"0.0000"|""|""|"SPONSORSHIP OF U.S. CONFERENCE"
"01-0514334"|"TD Bank Beach to Beacon 10K Inc"|"77772"|"1337731"|"Center for Grieving Children"|"PO Box 1438"|"Portland"|"ME"|"USA"|"04104"|"01-0431501"|"501(c)(3)"|"5328.0000"|""|""|""|"General support"
"01-0544448"|"UNIVERSITY OF MAINE SCHOOL OF LAW FOUNDATION"|"78559"|"1339791"|"University of Maine School of Law"|"246 DEERING AVENUE"|"PORTLAND"|"ME"|"USA"|"04102"|""|""|"110103.0000"|"0.0000"|""|""|"SCHOLARSHIPS, Fellowships & support"
"01-0544448"|"UNIVERSITY OF MAINE SCHOOL OF LAW FOUNDATION"|"78560"|"1339791"|"Univ of Maine School of Law"|"246 DEERING AVENUE"|"PORTLAND"|"ME"|"USA"|"04102"|""|""|"137881.0000"|"0.0000"|""|""|"Support of the Legal Aid Clinic"
"01-0244035"|"PARKVIEW ADVENTIST MEDICAL CENTER"|"78916"|"1340921"|"LIFEFLIGHT FOUNDATION"|"PO BOX 899"|"CAMDEN"|"ME"|"USA"|"04843"|"52-2377085"|"501(C)(3)"|"13000.0000"|""|""|""|"SUPPORT"
"01-0842491"|"Old Rochester Community Television Inc"|"80082"|"1341941"|"OLD ROCHESTER REGIONAL SCHOOL RTE 6"|""|"MATTAPOISETT"|"MA"|"USA"|"02739"|""|""|"71992.0000"|"0.0000"|""|""|"EDUCATIONAL"
"01-0916973"|"HUMILITY OF MARY SHELTER INC"|"83814"|"1346498"|"VERA FRENCH HOUSING CORPORATION"|"211 EAST 37TH STREET"|"DAVENPORT"|"IA"|"USA"|"52806"|"42-1427313"|"501C(3)"|"16391.0000"|""|""|""|"HOUSING"
"01-0916973"|"HUMILITY OF MARY SHELTER INC"|"83815"|"1346498"|"HUMILITY OF MARY HOUSING INC"|"3805 MISSISSIPPI AVE"|"DAVENPORT"|"IA"|"USA"|"52807"|"42-1349437"|"501C(3)"|"146995.0000"|""|""|""|"HOUSING"
"01-0916973"|"HUMILITY OF MARY SHELTER INC"|"83816"|"1346498"|"COMMUNITY HEALTH CARE"|"500 WEST RIVER DRIVE"|"DAVENPORT"|"IA"|"USA"|"52801"|"42-1060724"|"501C(3)"|"27276.0000"|""|""|""|"HOUSING"
"01-0916973"|"HUMILITY OF MARY SHELTER INC"|"83817"|"1346498"|"SALVATION ARMY"|"301 WEST 6TH STREET 1"|"DAVENPORT"|"IA"|"USA"|"52801"|"36-2167190"|"501C(3)"|"47308.0000"|""|""|""|"HOUSING"
"01-0916973"|"HUMILITY OF MARY SHELTER INC"|"83818"|"1346498"|"BETHANY FOR CHILDREN & FAMILIES"|"1202 WEST 3RD STREET"|"DAVENPORT"|"IA"|"USA"|"52802"|"36-2166973"|"501C(3)"|"66161.0000"|""|""|""|"HOUSING"
"01-0916973"|"HUMILITY OF MARY SHELTER INC"|"83819"|"1346498"|"DELACERDA HOUSE INC"|"2827 7TH AVENUE"|"ROCK ISLAND"|"IL"|"USA"|"61201"|"36-3987992"|"501C(3)"|"5068.0000"|""|""|""|"HOUSING"
"01-0242095"|"ROBERT W TRAIP TRUST"|"86825"|"1353473"|"TOWN OF KITTERY MAINE SCHOOL DEPT"|"200 ROGERS ROAD"|"KITTERY"|"ME"|"USA"|"03904"|"01-0377943"|"6"|"7790.0000"|""|""|""|"SCHOOL EQUIPMENT"
"01-0586454"|"FULL SPECTRUM FARMS INC"|"86826"|"1353481"|"AUTISM SOCIETY OF NC"|"505 OBERLIN ROAD SUITE 230"|"RALEIGH"|"NC"|"USA"|"27605"|"23-7087887"|""|""|""|""|""|"To assist in bringing in new recipients"
"02-0222248"|"YMCA OF GREATER MANCHESTER"|"86827"|"1353488"|"BIG BROTHERBIG SISTER PROGRAM"|"25 LOWELL STREET 201"|"MANCHESTER"|"NH"|"USA"|"03101"|"51-0180586"|"3"|"61603.0000"|""|"FMV"|"MEMBERSHIP FEES"|""
"02-0222248"|"YMCA OF GREATER MANCHESTER"|"86828"|"1353488"|"COMMUNITY RESOURCE JUSTICE HAMPSHIRE HOUSE"|"1492 ELM STREET"|"MANCHESTER"|"NH"|"USA"|"03101"|"04-3461434"|"3"|"20136.0000"|""|"FMV"|"MEMBERSHIP FEES"|""
"02-0222248"|"YMCA OF GREATER MANCHESTER"|"86829"|"1353488"|"CROSS ROADS"|"600 LAFAYETTE RD"|"PORTSMOUTH"|"NH"|"USA"|"03801"|"22-2549963"|"3"|"7194.0000"|""|"FMV"|"MEMBERSHIP FEES"|""
"02-0222248"|"YMCA OF GREATER MANCHESTER"|"86830"|"1353488"|"CROTCHED MOUNTAIN"|"16 RT 111 BROOKSTONE PK STE 3"|"DERRY"|"NH"|"USA"|"03038"|"22-2849875"|"3"|"18888.0000"|""|"FMV"|"MEMBERSHIP FEES"|""
"02-0222248"|"YMCA OF GREATER MANCHESTER"|"86831"|"1353488"|"EASTER SEALS"|"555 AUBURN STREET"|"MANCHESTER"|"NH"|"USA"|"03103"|"02-0272825"|"3"|"51902.0000"|""|"FMV"|"MEMBERSHIP FEES"|""
"02-0222248"|"YMCA OF GREATER MANCHESTER"|"86832"|"1353488"|"FAMILIES IN TRANSITION"|"122 MARKET STREET"|"MANCHESTER"|"NH"|"USA"|"03101"|"02-0475414"|"3"|"20487.0000"|""|"FMV"|"MEMBERSHIP FEES"|""
"02-0222248"|"YMCA OF GREATER MANCHESTER"|"86833"|"1353488"|"GRANITE BAY CONNECTIONS INC"|"540 LD SUNCOOKRD"|"CONCORD"|"NH"|"USA"|"03301"|"04-3365397"|"3"|"5034.0000"|""|"FMV"|"MEMBERSHIP FEES"|""
"02-0222248"|"YMCA OF GREATER MANCHESTER"|"86834"|"1353488"|"HELPING HANDS-PINE STREET"|"140-142 CENTRAL STREET"|"MANCHESTER"|"NH"|"USA"|"03103"|"02-0418983"|"3"|"5034.0000"|""|"FMV"|"MEMBERSHIP FEES"|""
"02-0222248"|"YMCA OF GREATER MANCHESTER"|"86835"|"1353488"|"INDEPENDENT SERVICES NETWORK"|"117 MARKET ST"|"MANCHESTER"|"NH"|"USA"|"03105"|"02-0437298"|"3"|"10068.0000"|""|"FMV"|"MEMBERSHIP FEES"|""
"02-0222248"|"YMCA OF GREATER MANCHESTER"|"86836"|"1353488"|"KIDS CAFE-SALVATION ARMY"|"121 CEDAR STREET"|"MANCHESTER"|"NH"|"USA"|"03101"|"13-5562351"|"3"|"6355.0000"|""|"FMV"|"MEMBERSHIP FEES"|""
"02-0222248"|"YMCA OF GREATER MANCHESTER"|"86837"|"1353488"|"MANCHESTER COMMUNITY HEALTH CENTER"|"1555 ELM STREET"|"MANCHESTER"|"NH"|"USA"|"03101"|"02-0258994"|"3"|"26132.0000"|""|"FMV"|"MEMBERSHIP FEES"|""
"02-0222248"|"YMCA OF GREATER MANCHESTER"|"86838"|"1353488"|"MANCHESTER HOUSING AND REDEVELOPMENT AUTHORITY"|"198 HANOVER STREET"|"MANCHESTER"|"NH"|"USA"|"03104"|"02-6000518"|"3"|"12620.0000"|""|"FMV"|"MEMBERSHIP FEES"|""
"02-0222248"|"YMCA OF GREATER MANCHESTER"|"86839"|"1353488"|"MOORE CENTER"|"195 MCGREGOR STREET UNIT 400"|"MANCHESTER"|"NH"|"USA"|"03102"|"02-0261136"|"3"|"77308.0000"|""|"FMV"|"MEMBERSHIP FEES"|""
"02-0222248"|"YMCA OF GREATER MANCHESTER"|"86840"|"1353488"|"OFFICE OF YOUTH SERVICES"|"1045 ELM STREET SUITE 204"|"MANCHESTER"|"NH"|"USA"|"03101"|"02-6000517"|"3"|"16858.0000"|""|"FMV"|"MEMBERSHIP FEES"|""
"02-0222248"|"YMCA OF GREATER MANCHESTER"|"86841"|"1353488"|"PALACE THEATRE"|"80 HANOVER STREET"|"MANCHESTER"|"NH"|"USA"|"03101"|"23-7356019"|"3"|"10571.0000"|""|"FMV"|"MEMBERSHIP FEES"|""
"02-0222248"|"YMCA OF GREATER MANCHESTER"|"86842"|"1353488"|"ROBINSON HOUSE"|"49 MANCHESTER STREET"|"MANCHESTER"|"NH"|"USA"|"03101"|"02-2068285"|"3"|"9061.0000"|""|"FMV"|"MEMBERSHIP FEES"|""
"02-0222248"|"YMCA OF GREATER MANCHESTER"|"86843"|"1353488"|"VETERNS AFFAIRS"|"718 SMYTH ROAD"|"MANCHESTER"|"NH"|"USA"|"03104"|""|""|"9209.0000"|""|"FMV"|"MEMBERSHIP FEES"|""
"02-0222248"|"YMCA OF GREATER MANCHESTER"|"86844"|"1353488"|"WEST BRIDGE"|"1361 ELM STREET"|"MANCHESTER"|"NH"|"USA"|"03101"|"52-2324227"|"3"|"27687.0000"|""|"FMV"|"MEMBERSHIP FEES"|""
"01-0938793"|"BETHEL FOUNDATION OF OSHKOSH INC"|"87572"|"1356059"|"LUTHERAN HOMES OF OSHKOSH INC"|"225 NORTH EAGLE STREET"|"OSHKOSH"|"WI"|"USA"|"54902"|"39-1032234"|"501(C)(3)"|"50894.0000"|""|""|""|"GENERAL SUPPORT"
"01-0938793"|"BETHEL FOUNDATION OF OSHKOSH INC"|"87573"|"1356059"|"BETHEL HOME INC"|"225 NORTH EAGLE STREET"|"OSHKOSH"|"WI"|"USA"|"54902"|"39-1209707"|"501(C)(3)"|"33535.0000"|""|""|""|"GENERAL SUPPORT"
"01-0938793"|"BETHEL FOUNDATION OF OSHKOSH INC"|"87574"|"1356059"|"CARMEL RESIDENCE INC"|"225 NORTH EAGLE STREET"|"OSHKOSH"|"WI"|"USA"|"54902"|"39-1448325"|"501(C)(3)"|"5994.0000"|""|""|""|"GENERAL SUPPORT"
"01-0938793"|"BETHEL FOUNDATION OF OSHKOSH INC"|"87575"|"1356059"|"SIMEANNA III INC"|"225 NORTH EAGLE STREET"|"OSHKOSH"|"WI"|"USA"|"54902"|"39-1270056"|"501(C)(3)"|"5311.0000"|""|""|""|"GENERAL SUPPORT"
"01-0224138"|"ROCKLAND FESTIVAL CORPORATION"|"92701"|"1362324"|"PENOBSCOT BAY CHAMBER OF COMMERCE"|"PO BOX 508"|"ROCKLAND"|"ME"|"USA"|"04841"|"01-0151040"|"501(C)6"|"8000.0000"|""|""|""|"GENERAL SUPPORT"
"01-0224138"|"ROCKLAND FESTIVAL CORPORATION"|"92702"|"1362324"|"CAMDEN FIRST AID"|"123 JOHN STREET"|"CAMDEN"|"ME"|"USA"|"04843"|""|""|"10000.0000"|""|""|""|"GENERAL SUPPORT"
"01-0224138"|"ROCKLAND FESTIVAL CORPORATION"|"92703"|"1362324"|"NOAH KEENE FUND"|""|""|""|"USA"|""|""|""|"5000.0000"|""|""|""|"MEDICALEXPENSES CONTRIBUTION"
"01-6023974"|"Washington County Association for Retarded Citizens"|"93308"|"1363038"|"Milbridge Harbor Apts"|"PO Box 84"|"Machias"|"ME"|"USA"|"04654"|"59-3796786"|"501(C)(3)"|"29903.0000"|"0.0000"|""|""|"To provide housing for the homeless"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"94890"|"1364312"|"NCH HOMECARE (PAID BY NCHF)"|"700 CHILDREN'S DRIVE"|"COLUMBUS"|"OH"|"USA"|"43205"|"31-1296332"|"501(c)(3)"|"68462.0000"|""|""|""|"TO SUPPORT HOSPICE AND PALLIATIVE CARE PROGRAMS"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"94891"|"1364312"|"CTR FOR CHILD &FAMILY ADVOCACY (PD BY NCHF)"|"700 CHILDREN'S DRIVE"|"COLUMBUS"|"OH"|"USA"|"43205"|"02-0627166"|"501(c)(3)"|"488889.0000"|""|""|""|"TO SUPPORT CHILD ADVOCACY PROGRAMS"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"94892"|"1364312"|"CHILDREN'S SURGICAL ASSOC (PAID BY NCHF)"|"700 CHILDREN'S DRIVE"|"COLUMBUS"|"OH"|"USA"|"43205"|"31-1654000"|"501(c)(3)"|"145353.0000"|""|""|""|"TO SUPPORT SURGICAL RESEARCH INITIATIVES"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"94893"|"1364312"|"CHILDREN'S RADIOLOGICAL INST (PAID BY NCHF)"|"700 CHILDREN'S DRIVE"|"COLUMBUS"|"OH"|"USA"|"43205"|"31-1439570"|"501(c)(3)"|"103382.0000"|""|""|""|"TO SUPPORT VISITING PROFESSOR COSTS"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"94894"|"1364312"|"NCH - BEHAVIORAL HLTH PROGRAMS (PD BY NCH)"|"700 CHILDREN'S DRIVE"|"COLUMBUS"|"OH"|"USA"|"43205"|"31-4379441"|"501(c)(3)"|"308987.0000"|""|""|""|"TO SUPPORT AUTISM AND BEHAVIORAL HEALTH PROGRAMS"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"94895"|"1364312"|"CTR FOR CHILD & FAMILY ADVOCACY (PD BY NCH)"|"700 CHILDREN'S DRIVE"|"COLUMBUS"|"OH"|"USA"|"43205"|"02-0627166"|"501(c)(3)"|"300000.0000"|""|""|""|"TO SUPPORT ADMINISTRATIVE OVERSIGHT OF THE CENTER FOR CHILD & FAMILY ADVOCACY"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"94896"|"1364312"|"NCH INC (PAID BY NCH)"|"700 CHILDREN'S DRIVE"|"COLUMBUS"|"OH"|"USA"|"43205"|"31-1036372"|"501(c)(3)"|"25000.0000"|""|""|""|"TO SUPPORT VARIOUS COMMUNITY BENEFIT PROGRAMS"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"94897"|"1364312"|"NCH FOUNDATION (PAID BY CRI)"|"700 CHILDREN'S DRIVE"|"COLUMBUS"|"OH"|"USA"|"43205"|"31-4379441"|"501(c)(3)"|"50000.0000"|""|""|""|"TO SUPPORT COMMUNITY EDUCATION PROGRAMS"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"94898"|"1364312"|"MARCH OF DIMES (PAID BY NCH)"|"975 EASTWIND DR STE 150"|"WESTERVILLE"|"OH"|"USA"|"43081"|"13-1846366"|"501(c)(3)"|"15000.0000"|""|""|""|"TO SUPPORT PROGRAMS FOR HEALTHIER BABIES"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"94899"|"1364312"|"UNITED WAY OF CENTRAL OHIO (PD BY NCH)"|"360 S THIRD STREET"|"COLUMBUS"|"OH"|"USA"|"43215"|"31-4393712"|"501(c)(3)"|"50000.0000"|""|""|""|"VARIOUS COMMUNITY BENEFIT PROGRAMS"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"94900"|"1364312"|"RONALD MCDONALD HOUSE CHARITIES (PD BY NCH)"|"711 E LIVINGSTON AVE"|"COLUMBUS"|"OH"|"USA"|"43205"|"31-0890152"|"501(c)(3)"|"754200.0000"|""|""|""|"TO SUPPORT CAPITAL CAMPAIGN"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"94901"|"1364312"|"COMMUNITY DEV FOR ALL PEOPLE (PD BY NCH)"|"POB 06063 964 PARSONS"|"COLUMBUS"|"OH"|"USA"|"43206"|"51-0476886"|"501(c)(3)"|"47500.0000"|""|""|""|"TO SUPPORT HEALTH FOODS COOPERATIVE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"94902"|"1364312"|"FLYING HORSE FARMS (PAID BY NCH)"|"3 EASTON OVAL STE 330"|"COLUMBUS"|"OH"|"USA"|"43219"|"20-3498125"|"501(c)(3)"|"6500.0000"|""|""|""|"TO SUPPORT MAGICAL CAMP FOR CHILDREN WITH SERIOUS ILLNESS"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"94903"|"1364312"|"PROGENY (PAID BY NCH)"|"6471 LITHOPOLIS WINCHESTER"|"CANAL WINCHESTER"|"OH"|"USA"|"43110"|"31-1417786"|"501(c)(3)"|"25000.0000"|""|""|""|"TO SUPPORT HOUSING/ONGOING CARE FOR CHILDREN"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"94904"|"1364312"|"AMERICAN HEART ASSOCIATION (PAID BY NCH)"|"5455 N HIGH STREET"|"COLUMBUS"|"OH"|"USA"|"43214"|"13-5613797"|"501(c)(3)"|"13000.0000"|""|""|""|"TO SUPPORT CENTRAL OHIO HEART WALK & COLUMBUS GO RED LUNCH"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"94905"|"1364312"|"COLUMBUS BICENTENNIAL 2012 (PAID BY NCH)"|"100 E BROAD ST STE 2250"|"COLUMBUS"|"OH"|"USA"|"43215"|"45-1730585"|"501(c)(3)"|"20000.0000"|""|""|""|"TO SUPPORT THE COLUMBUS BICENTENNIAL FUND"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"94906"|"1364312"|"WEXNER CENTERSTAR BENEFIT (PAID BY NCH)"|"1871 N HIGH ST"|"COLUMBUS"|"OH"|"USA"|"43210"|"31-6025986"|"501(c)(3)"|"10000.0000"|""|""|""|"TO SUPPORT AN EVENING WITH CARRIE FISHER EVENT"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"94907"|"1364312"|"CHARIT PHARMACY OF CENTRAL OHIO (PD BY NCH)"|"200 E LIVINGSTON AVENUE"|"COLUMBUS"|"OH"|"USA"|"43215"|"27-0147099"|"501(c)(3)"|"25000.0000"|""|""|""|"TO SUPPORT OPERATION OF CPOCO"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"94908"|"1364312"|"COLUMBUS URBAN LEAGUE (PAID BY NCH)"|"788 MOUNT VERNON AVE"|"COLUMBUS"|"OH"|"USA"|"43203"|"31-4379453"|"501(c)(3)"|"5750.0000"|""|""|""|"TO SUPPORT EMPOWERMENT DAY CELEBRATION"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"94909"|"1364312"|"ASSN OF PHYS OF PAKISTANI-DESCENT (PD BY NCH)"|"6414 SOUTH CASS AVENUE"|"WESTMONT"|"IL"|"USA"|"60559"|"36-0291079"|"501(c)(3)"|""|"100846.0000"|"FAIR MARKET VALUE"|"MEDICAL SUPPLIES"|"TO PROVIDE MEDICAL SUPPLY BOXES"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"94910"|"1364312"|"MID-OHIO FOODBANK (PAID BY NCH)"|"3960 BROOKHAM DRIVE"|"GROVE CITY"|"OH"|"USA"|"43123"|"31-0865343"|"501(c)(3)"|""|"32000.0000"|"FAIR MARKET VALUE"|"FOOD"|"TO PROVIDE MEALS READY TO EAT"
"01-0762655"|"Ohio Assoc. of County Behavioral Health Authorities Foundation"|"96757"|"1368291"|"Athens, Hocking, Vinton 317 Bd."|"7990 Dairy Lane"|"Athens"|"OH"|"USA"|""|""|""|"5000.0000"|""|""|""|"Develop a local Opiate Task Force designed to bring people and resources"
"01-0762655"|"Ohio Assoc. of County Behavioral Health Authorities Foundation"|"96758"|"1368291"|"Gallia. Jackson Meigs MHRS Bd"|"53 Shawnee Lane"|"Gallipolis"|"OH"|"USA"|""|"31-6400068"|""|"5000.0000"|""|""|""|""
"01-0762655"|"Ohio Assoc. of County Behavioral Health Authorities Foundation"|"96759"|"1368291"|"Montgomery County ADAMH Bd"|"409 E Monument Ave"|"Dayton"|"OH"|"USA"|""|"31-6000172"|""|"5000.0000"|""|""|""|""
"01-0762655"|"Ohio Assoc. of County Behavioral Health Authorities Foundation"|"96760"|"1368291"|"Trumbull County MH&R Board"|"4076 Youngstown Rd."|"Warren"|"OH"|"USA"|""|"34-6002841"|""|"5.0000"|""|""|""|""
"01-0762655"|"Ohio Assoc. of County Behavioral Health Authorities Foundation"|"96761"|"1368291"|"Adams Lawrence Scioto MHRS"|"919 Seventh St."|"POrtsmouth"|"OH"|"USA"|""|"31-6400086"|""|"11000.0000"|""|""|""|""
"01-0762655"|"Ohio Assoc. of County Behavioral Health Authorities Foundation"|"96762"|"1368291"|"Crawford-Marion ADAMH Bd."|"142 Prospect Rd."|"Marion"|"OH"|"USA"|""|"31-6400076"|""|"5000.0000"|""|""|""|""
"01-0762655"|"Ohio Assoc. of County Behavioral Health Authorities Foundation"|"96763"|"1368291"|"Brown County ADAMH Bd."|"85 Banting Dr"|"Georgetown"|"OH"|"USA"|""|"31-6000066"|""|"5000.0000"|""|""|""|""
"01-0762655"|"Ohio Assoc. of County Behavioral Health Authorities Foundation"|"96764"|"1368291"|"Paint Valley ADAMH Board"|"394 Chestnut St."|"Chillicothe"|"OH"|"USA"|""|"31-6400085"|""|"5000.0000"|""|""|""|""
"01-0762655"|"Ohio Assoc. of County Behavioral Health Authorities Foundation"|"96765"|"1368291"|"Stark County MHRS Board"|"121 Cleveland Ave"|"SW Canton"|"OH"|"USA"|""|"34-6002718"|""|"5000.0000"|""|""|""|""
"01-0762655"|"Ohio Assoc. of County Behavioral Health Authorities Foundation"|"96766"|"1368291"|"Jeffersop County P&R Board"|"524 Madison Ave."|"Steubenville"|"OH"|"USA"|""|"34-6001501"|""|"7500.0000"|""|""|""|""
"01-0762655"|"Ohio Assoc. of County Behavioral Health Authorities Foundation"|"96767"|"1368291"|"Clermont County MHRS Board"|"2337 Clermont Ctr. Dr."|"Batavia"|"OH"|"USA"|""|"31-1346544"|""|"7500.0000"|""|""|""|""
"01-0353275"|"Martin's Point Health Care Inc"|"105032"|"1376076"|"United Way of Greater Portland"|"one Canal Plaza Suite 300"|"Portland"|"ME"|"USA"|"04101"|"01-0241767"|"501(c)(3)"|"36800.0000"|""|""|""|"General Support"
"01-0353275"|"Martin's Point Health Care Inc"|"105033"|"1376076"|"MaineShare"|"PO Box 2095"|"Augusta"|"ME"|"USA"|"04338"|"01-0444245"|"501(c)(3)"|"26420.0000"|""|""|""|"General Support"
"01-0353275"|"Martin's Point Health Care Inc"|"105034"|"1376076"|"Community Health Charities of Maine"|"39 Mechanic Street Suite 100"|"Westbrook"|"ME"|"USA"|"04092"|"22-2478946"|"501(c)(3)"|"22267.0000"|""|""|""|"General Support"
"01-0353275"|"Martin's Point Health Care Inc"|"105035"|"1376076"|"Portland Regional Chamber"|"60 Pearl Street"|"Portland"|"ME"|"USA"|"04101"|"01-0043280"|"501(c)(3)"|"20000.0000"|""|""|""|"General Support"
"01-0353275"|"Martin's Point Health Care Inc"|"105036"|"1376076"|"American Heart Association"|"7272 Greenville Avenue"|"Dallas"|"TX"|"USA"|"75231"|"13-5613797"|"501(c)(3)"|"15000.0000"|""|""|""|"General Support"
