"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"SCH_O_XII_CBX"|"ACCOUNT"|"FINS_REVIEWED_CBX"|"FINS_AUDITED_CBX"|"OVERSIGHT_COMMITTEE_CBX"|"SCB_STMT_CBX"|"RQ_AUDIT_CBX"|"DID_RQ_AUDIT_CBX"|"REVIEWED_SCB_CBX"|"AUDITED_SCB_CBX"
"01-0836208"|"Hand in Hand / Mano en Mano, Inc."|"868447"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"01-0862621"|"ST JOSEPH SHELTER"|"868449"|""|"A"|"Y"|"N"|"N"|"B"|"N"|""|""|""
"01-0881719"|"Fisher House in St Louis"|"868450"|""|"A"|"N"|"Y"|"N"|""|"N"|"N"|""|""
"01-0939609"|"FOOD OF LIFE OUTREACH MINSTRIES INC"|"868451"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0956221"|"PATRICKSBURG FOOD PANTRY INC"|"868452"|""|"C"|"N"|"N"|""|""|""|""|""|""
"02-0128010"|"DUBLIN LAKE CLUB"|"868453"|""|"A"|"Y"|"N"|"N"|"S"|"N"|""|""|""
"02-0156800"|"GUARDIAN ANGEL CREDIT UNION"|"868454"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"02-0221111"|"ASSOCIATED GENERAL CONTRACTORS OF NH"|"868456"|""|"A"|"Y"|"N"|"Y"|"S"|"N"|""|""|""
"02-0227519"|"Ancient Arabric Order of Nobles of the Mystic Shrine of N A - Bektash Shriners"|"868457"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"02-0244311"|"EXETER DAY SCHOOL"|"872587"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0491854"|"EqualityMaine"|"873258"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0515357"|"EqualityMaine Foundation"|"873259"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0790552"|"Theater Arts Group"|"873260"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|""
"01-0024245"|"BANGOR REGION CHAMBER OF COMMERCE"|"873857"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0135937"|"LE PASSE-TEMPS INC"|"873859"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0207022"|"FAIRMOUNT CEMETERY ASSOC"|"873860"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0210495"|"American Legion Post 0015 Henry Pratt"|"873861"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0217234"|"BIDDEFORD POOL YACHT CLUB"|"873862"|"Y"|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0244422"|"Laborers Intl Union of North America 327 Local Union"|"873863"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0280430"|"Fort Kent Housing Inc"|"873864"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0309344"|"KC-FATHER DRUILLETTE COUNCIL"|"873865"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0328017"|"AUGUSTA REGIONAL CHURCH HOUSING CORP BETA"|"873866"|""|"A"|"N"|"Y"|"N"|"S"|"Y"|"Y"|""|""
"01-0344891"|"FRANKLIN COUNTY ANIMAL SHELTER"|"873867"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0346944"|"FREEPORT HISTORICAL SOCIETY"|"873868"|""|"A"|"N"|"N"|""|""|""|""|""|""
"01-0369722"|"WAWENOCK GOLF CLUB"|"873869"|"Y"|"A"|"Y"|"N"|"Y"|"S"|"N"|""|""|""
"01-0376696"|"BIRCH ROCK CAMP"|"873870"|""|"A"|"Y"|"N"|"Y"|"C"|"N"|""|""|""
"01-0448263"|"Ronald McDonald House Charities of Maine, Inc."|"873871"|"Y"|"C"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0456644"|"MAINE YANKEE ATOMIC POWER COMPANY EMPLOYEE WELFARE TRUST"|"873872"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0478121"|"COMMUNITY CHILD CARE CENTER"|"873874"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0505433"|"WATERVILLE REGIONAL ARTS AND COMMUNITY CENTER"|"873875"|""|"A"|"N"|"N"|"N"|""|"N"|"N"|""|""
"01-0511596"|"THE NATHAN AND HENRY B CLEAVES LAW LIBRARY"|"873876"|""|""|""|""|""|""|""|""|""|""
"01-0535534"|"SOMERSET ECONOMIC DEVELOPMENT ECONOMIC DEVELOPMENT"|"873877"|""|"A"|"N"|"N"|""|""|""|""|""|""
"01-0552691"|"FULCRUM POINT NEW MUSIC PROJECT"|"873878"|""|"A"|"Y"|"Y"|"Y"|""|"N"|""|""|""
"01-0640326"|"AHWATUKEE CHILDREN'S THEATRE INC"|"873879"|""|"A"|"Y"|"N"|""|"S"|"N"|""|""|""
"01-0673538"|"AMERICAN FRIENDS OF YESHIVAT LEV HATORAH"|"873881"|""|"A"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-0687154"|"NORTHEASTERN ECONOMIC DEVELOPMENT COMPANY OF PA"|"873883"|""|"A"|"Y"|"N"|"Y"|"S"|"N"|""|""|""
"01-0729841"|"LOVE INC OF GREATER SHELDON"|"873884"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0747396"|"Vought Aircraft Heritage Foundation"|"873886"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0750822"|"TMG FOUNDATION"|"873887"|""|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-0779923"|"THOMAS C & SANDRA S SULLIVAN FOUNDATION"|"873888"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0828143"|"NORTHVILLE AMATEUR RADIO ASSOC INC"|"873889"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0857526"|"A FAMILY AFFAIR BRIDGES INC"|"873891"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0911420"|"FairVote Minnesota"|"873893"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-6047645"|"GOOSE ROCKS BEACH FIRE COMPANY"|"873897"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-6242128"|"Euclid Hitachi Retirees VEBA Benefit Plan"|"873898"|""|"A"|"N"|"N"|""|""|""|""|""|""
"02-0215228"|"AMERICAN LEGION POST #8"|"873900"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0027741"|"AUGUSTA MAINE ELKS LODGE NO. 964"|"879152"|""|"A"|"Y"|"N"|"Y"|"S"|"N"|""|""|""
"01-0063430"|"B.P.O. ELKS WATERVILLE MAINE LODGE #905"|"879154"|"Y"|"A"|"Y"|"N"|"Y"|"C"|"N"|""|""|""
"01-0285449"|"SOUTHERN KENNEBEC CHILD DEVELOPMENT CC"|"879157"|""|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"01-0416939"|"Northern Maine Community College Education Foundation"|"879158"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0785049"|"Queens Community Center, Inc."|"879160"|""|"A"|"Y"|"Y"|"Y"|""|"N"|""|""|""
"02-0136438"|"Fraternal Order Of Eagles #1464"|"879161"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0607464"|"WESTMORELAND APARTMENTS, INC."|"879915"|""|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"01-0709883"|"NAOMI'S HOUSE"|"879917"|""|"A"|"Y"|"Y"|"Y"|"B"|"Y"|"Y"|""|""
"01-0039552"|"CAMDEN YACHT CLUB"|"880325"|""|"A"|"N"|"N"|""|""|""|""|""|""
"01-0211564"|"UNITED WAY OF ANDROSCOGGIN COUNTY INC"|"880326"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0272150"|"Harbor House Community Service Center"|"880329"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0382451"|"WHITNEY BROOKSIDE CORPORATION"|"880330"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0465864"|"Hospice Volunteers of Somerset County"|"880331"|""|"C"|"Y"|"N"|"N"|"S"|"N"|""|""|""
"01-0478977"|"BIDDEFORD FREE CLINIC"|"880332"|""|"C"|"N"|"Y"|"Y"|"S"|""|""|""|""
"01-0481458"|"CHANNING CHAPEL PRESERVATION SOCIETY"|"880333"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0484568"|"OXFORD HILLS FOOD PANTRY"|"880334"|""|"C"|"Y"|"N"|"N"|"S"|"N"|""|""|""
"01-0509793"|"PITTSTON FAIR ASSOCIATION"|"880335"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0530866"|"INSTITUTE FOR HUMANE EDUCATION"|"880336"|""|"A"|"Y"|"N"|"N"|"B"|"N"|""|""|""
"01-0549750"|"FLORIDA ASSISTED LIVING AFFILIATION INC"|"880337"|""|"A"|"Y"|"N"|"N"|"S"|"N"|""|""|""
"01-0564032"|"THE INSTITUTE FOR GIS STUDIES, INC."|"880338"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0566082"|"OROMO CULTURAL CENTER"|"880339"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0599147"|"DIGITAL MEDIA EDUCATION COMMUNITY MENTORING PROGRAM INC"|"880341"|""|"A"|"N"|"N"|"N"|""|"N"|"N"|""|""
"01-0620340"|"WHISPERS OF HOPE HORSE FARM"|"880342"|""|"C"|"N"|"N"|""|""|"Y"|"Y"|""|""
"01-0631361"|"Washington International School"|"880343"|""|"C"|"Y"|"N"|"N"|""|"N"|""|""|""
"01-0714863"|"Community Housing Services Cedar Canyon Inc"|"880345"|""|"A"|"N"|"Y"|"N"|"S"|"N"|"N"|""|""
"01-0871294"|"New Redeemed Bible Fellowship Inc"|"880346"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0881587"|"SIERRA NEVADA JOURNEYS"|"880347"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-6013970"|"PYTHIAN SISTERS HOME ASSOCIATION C/0 DONNA GREGORY TREASURER"|"880350"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-6019053"|"AMVETS CHARLES J LORING JR POST #25"|"880351"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0241055"|"MAINE PRINCIPALS' ASSOCIATION"|"884032"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0354589"|"EASTPORT HEALTH CARE, INC."|"884034"|""|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"01-0421974"|"ORR'S AND BAILEY ISLANDS FIRE DEPARTMENT"|"884633"|""|"C"|"Y"|"N"|"Y"|"S"|"N"|""|""|""
"01-0550458"|"STOCKDALE VOLUNTEER FIRE DEPARTMENT"|"884635"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0605273"|"WE ARE ONE MINISTRIES INC"|"884636"|""|"C"|"N"|"N"|""|""|""|""|""|""
"02-0217171"|"Veterans Of Foreign Wars Post #816"|"884638"|""|"C"|"N"|"Y"|"Y"|""|"N"|""|""|""
"01-0535175"|"WINTERKIDS EDUCATION FOUNDATION"|"885940"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0923793"|"CAMP TEN TREES"|"886114"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0386284"|"HOPE HAVEN GOSPEL MISSION INC"|"886253"|""|"A"|"Y"|"N"|"N"|"S"|"N"|""|""|""
"01-0483786"|"BICYCLE COALITION OF MAINE"|"886254"|""|"A"|"N"|"N"|"N"|""|"N"|"N"|""|""
"01-0484793"|"Table of Plenty"|"886255"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0552288"|"THE FG FOUNDATION"|"886257"|"Y"|"A"|"N"|"Y"|"N"|"B"|"N"|""|""|""
"01-0557881"|"GRANDIN THEATRE FOUNDATION, INC."|"886258"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0582284"|"COMMUNITY CONNECTIONS INC"|"886259"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|"N"|""|""
"01-0837280"|"Galveston Houston Knights of Columbus Charities, Inc."|"886261"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0365189"|"Celebration Inc"|"887815"|""|"C"|"N"|"N"|"N"|""|"N"|"N"|""|""
"01-0022320"|"AUGUSTA COUNTRY CLUB"|"888171"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0340111"|"EAST MILLINOCKET HOUSING CORPORATION"|"888172"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0518900"|"THE POPTECH INSTITUTE"|"888173"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|"N"|""|""
"01-0527319"|"Northern Maine Independent System Administrator Inc"|"888174"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0625811"|"Freedom Builders of America Inc"|"888176"|""|"C"|"Y"|"N"|"Y"|"C"|"N"|""|""|""
"01-0730818"|"CIUDAD DE ANGELES INC"|"888177"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0779814"|"Leadership Transformations Inc"|"888178"|"Y"|"A"|"Y"|"N"|"Y"|"S"|"N"|""|""|""
"01-0856114"|"CAVALIER KING CHARLES SPANIEL CLUB RESCUE INC"|"888179"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0963014"|"Coastal Marin Fund"|"888180"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0211500"|"DYER LIBRARY ASSOCIATION"|"889375"|""|"A"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-0547918"|"MAIN STREET MOBILE TREATMENT ASSOCIATES INC"|"889376"|""|"C"|"N"|"N"|"N"|""|"N"|"N"|""|""
"01-0096117"|"ISLAND COUNTRY CLUB"|"889788"|""|"C"|"Y"|"N"|"N"|"S"|"N"|""|""|""
"01-0165117"|"MAINE MERCHANTS ASSOCIATION"|"889789"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0186800"|"YOUNG MEN'S CHRISTIAN ASSOCIATION"|"889790"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0203515"|"SACO VALLEY CREDIT UNION"|"889791"|""|"A"|"N"|"N"|"N"|""|"N"|"N"|""|""
"01-0237912"|"Boothbay Region YMCA"|"889792"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|""
"01-0261000"|"SABATTUS REGIONAL CREDIT UNION"|"889793"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0284115"|"THE MAIN IDEA INC"|"889794"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0313213"|"YORK GOLF & TENNIS CLUB"|"889795"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0323915"|"Ambulance Service Inc."|"889796"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0324012"|"MAINE RIGHT TO LIFE COMMITTEE"|"889797"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0495219"|"BARAN PLACE"|"889798"|""|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"01-0520715"|"EQUEST FOUNDATION"|"889799"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0521521"|"PISCATAQUIS COUNTY ECONOMIC DEVELOP P C E D C"|"889800"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0528014"|"MAINE FARMLAND TRUST"|"889801"|""|"A"|"N"|"Y"|"N"|"S"|"N"|"N"|""|""
"01-0538200"|"EDGECOMB WOODS"|"889802"|""|"A"|"N"|"Y"|"Y"|"B"|"Y"|"Y"|""|""
"01-0540911"|"JANUS SUPPORTIVE LIVING SERVICES INC"|"889803"|""|"A"|"N"|"Y"|"Y"|"C"|"Y"|"Y"|""|""
"01-0577111"|"CHIN BAPTIST MISSION CHURCH"|"889804"|""|"C"|"N"|"N"|"N"|""|"N"|"N"|""|""
"01-0601611"|"HARVEY HOUSE LTD"|"889807"|""|"A"|"N"|"Y"|"N"|"S"|"Y"|"Y"|""|""
"01-0635317"|"Hoosier Owners and Providers for the Elderly, Inc."|"889808"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0774114"|"GOVERNMENT INVESTMENT OFFICERS ASSOCIATION"|"889809"|""|"A"|"Y"|"N"|"Y"|"S"|"N"|""|""|""
"01-0797012"|"BELOVED RAGAMUFFIN MINISTRY"|"889810"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0862616"|"SHALOM PRAYER CENTER"|"889811"|""|"A"|"Y"|"N"|"N"|"B"|"N"|"N"|""|""
"01-0916120"|"TURTLE MOUNTAIN COMMUNITY DEVELOPMENT FINANCIAL INSTITUTION INCORPORATED"|"889814"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0930015"|"BREAKFORTH MINISTRIES AND CONSULTING INC"|"889815"|""|"A"|"Y"|"N"|"Y"|"C"|"N"|""|""|""
"01-0951115"|"ALASKA LONGLINE FISHERMENS ASSOCIATION"|"889816"|""|"A"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-6012414"|"KATAHDIN COUNCIL INC BOY SCOUTS OF AMERICA"|"889817"|""|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"02-0105200"|"ACA ASSURANCE"|"889818"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"02-0119913"|"CLUB CANADIAN INC"|"889819"|""|"A"|"N"|"N"|"N"|""|"N"|"N"|""|""
"02-0120120"|"COCHECHO COUNTRY CLUB INC"|"889820"|""|"A"|"Y"|"N"|"Y"|"C"|""|""|""|""
"02-0132120"|"The Farmington Cemetery Association"|"889821"|""|"C"|"N"|"N"|"N"|""|"N"|"N"|""|""
"02-0179721"|"POLISH AMERICAN CITIZENS CLUB"|"889823"|""|"C"|"N"|"N"|"N"|""|"N"|"N"|""|""
"02-0222215"|"ST JOSEPH HPSPITAL"|"889826"|"Y"|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|""
"01-0525615"|"Maine Winter Sports Center"|"893140"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|""
"01-0710619"|"THE WESTWOOD MONTESSORI SCHOOL, INC."|"893141"|""|"A"|"Y"|"N"|"Y"|"S"|"N"|""|""|""
"01-0794721"|"Tikigaqmiut Incorporated"|"893143"|""|"A"|"Y"|"N"|"Y"|"S"|"N"|"N"|""|""
"01-0273431"|"Centerboard Yacht Club"|"893834"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0324705"|"THE SUSAN L. CURTIS CHARITABLE FOUNDATION"|"893835"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0206603"|"COMMUNITY CREDIT UNION"|"893930"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0212602"|"Blue Hill Public Library"|"893931"|""|"A"|"Y"|"N"|"Y"|"S"|"N"|"N"|""|""
"01-0270233"|"Blue Hill Society for Aid to Children Inc"|"893932"|""|"C"|"Y"|"N"|"N"|"S"|"N"|""|""|""
"01-0317602"|"Oceanview Manor Inc"|"893933"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"01-0333304"|"FOX ISLANDS ELECTRIC COOPERATIVE INC"|"893934"|"Y"|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0347202"|"HILL STREET TERRACE HOUSING CORPORATION"|"893935"|""|"A"|"N"|"Y"|"Y"|"B"|"Y"|"Y"|""|""
"01-0355822"|"SPECIAL OLYMPICS MAINE INC"|"893936"|""|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-0491904"|"MAINE RENEWABLE ENERGY ASSOCIATION"|"893937"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0504905"|"GULF OF MAINE RESEARCH INSTITUTE"|"893938"|"Y"|"A"|"N"|"Y"|"Y"|"C"|"Y"|"Y"|""|""
"01-0505002"|"CAMDEN PUBLIC LIBRARY CENTENNIAL FUND"|"893939"|""|"C"|"N"|"N"|"N"|""|"N"|"N"|""|""
"01-0509203"|"CHEBEAGUE RECREATION CENTER, INC."|"893940"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0563728"|"COVERED BRIDGE AFFORDABLE HOUSING CORP"|"893941"|""|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"01-0568603"|"GLOBAL GATEWAY NETWORK"|"893942"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0576305"|"ANNALS OF FAMILY MEDICINE INC"|"893943"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0638903"|"INLIQUIDCOM INC"|"893947"|""|"A"|"Y"|"N"|"Y"|"S"|"N"|""|""|""
"01-0717802"|"GLOBAL VISION CITADELLE MINISTRIES INC"|"893948"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0725431"|"TREASURES 4 TEACHERS INC"|"893949"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0760818"|"DELAWARE STORM TRAVEL TEAMS I"|"893951"|"Y"|"C"|"N"|"N"|"N"|"S"|"N"|""|""|""
"01-0788905"|"MASTER BREWERS ASSOCIATION OF THE AMERICAS INC"|"893952"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-3073027"|"MAINE COUNCIL-ATLANTIC SALMON FEDERATION"|"893954"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-6010628"|"MUSEUM OF ART OF OGUNQUIT D/B/A OGUNQUIT MUSEUM OF AMERICAN ART"|"893955"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-6023503"|"LE CLUB CALUMET EDUCATIONAL & LITERARY FOUNDATION INC"|"893956"|""|"O"|"N"|"N"|""|""|"N"|""|""|""
"02-0159805"|"LITTLETON AREA CHAMBER OF COMMERCE"|"893957"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0211533"|"MCARTHUR LIBRARY ASSOCIATION"|"896590"|""|"C"|"Y"|"N"|"N"|"S"|"N"|""|""|""
"01-0221126"|"CASTINE COMMUNITY HOSPITAL"|"896591"|""|"A"|"Y"|"N"|"N"|""|"N"|""|""|""
"01-0224627"|"BOOTHBAY HARBOR MEMORIAL LIBRARY ASSOCIATION"|"896592"|""|"A"|"Y"|"N"|"N"|"S"|"N"|""|""|""
"01-0344605"|"WATERVILLE AREA BOYS & GIRLS CLUB"|"896594"|"Y"|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-0361328"|"MAINE MOTOR ARANSPORT ASSCIATION"|"896595"|"Y"|"A"|"Y"|"N"|"Y"|"C"|"N"|""|""|""
"01-0421229"|"THE HOUSING FOUNDATION-HAMPDEN"|"896596"|""|"A"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-0545125"|"Trustees of Monmouth Academy"|"896597"|"Y"|"C"|"Y"|"N"|"Y"|"S"|"N"|""|""|""
"01-0639118"|"ST STEPHEN'S HUMAN SERVICES INC"|"896598"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"01-0262323"|"Northern Maine General"|"897455"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0248224"|"MAINE CREDIT UNION LEAGUE"|"897525"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|"N"|""|""
"01-0369125"|"Maine Forest Products Council"|"897526"|"Y"|"A"|"Y"|"N"|"Y"|"S"|"N"|""|""|""
"01-0484605"|"ALBION ASSOCIATES"|"897527"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0492125"|"ALLIANCE OF INDEP ACADEMIC MEDICAL CTRS"|"897528"|""|"A"|"N"|"N"|""|""|""|""|""|""
"01-0503126"|"Maine Philanthropy Center"|"897529"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0531223"|"JORDAN BAY PLACE CO AVESTA HOUSING"|"897530"|""|"A"|"N"|"Y"|"Y"|"B"|"Y"|"Y"|""|""
"01-0531224"|"FIVE GRAHAM STREET CO AVESTA HOUSING"|"897531"|""|"A"|"N"|"Y"|"Y"|"B"|"Y"|"Y"|""|""
"01-0617023"|"CENTER OF LIFE"|"897532"|""|"A"|"Y"|"N"|"Y"|"C"|"N"|""|""|""
"01-0638224"|"Council For Educational Chang Inc."|"897533"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0710522"|"TMT Three Maroon Circle Inc"|"897534"|""|"A"|"N"|"Y"|"Y"|"C"|"N"|"N"|""|""
"01-0848225"|"Youth Media Minds of America"|"897535"|""|"C"|"Y"|"Y"|"Y"|"B"|"N"|""|""|""
"01-0969325"|"SUNCOAST SOCCER INC"|"897536"|""|"C"|"Y"|"N"|"Y"|"S"|"N"|""|""|""
"01-0406624"|"Holocaust Human Rights Center of Maine"|"898498"|""|"A"|"N"|"N"|"N"|""|"N"|"N"|""|""
"01-0502630"|"MAINE VOLUNTEER LAKE MONITORING PROGRAM"|"898712"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0541131"|"Downeast Lakes Land Trust"|"898713"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|"N"|""|""
"01-0584930"|"Richmond County Medical Society Project Access Inc"|"898714"|""|"C"|"N"|"Y"|"N"|""|"N"|"N"|""|""
"01-0632431"|"CENTER FOR EDUCATION IN LAW AND DEMOCRAC"|"898715"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0676431"|"CALIFORNIA CHAPTER OF THE AMERICAN ASSOCIATION OF CLINICAL ENDOCRINOLOGISTS"|"898716"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0810429"|"GOVERNMENT TRAINING SERVICES INC"|"898717"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-6014031"|"ST MARKS HOME FOR WOMEN"|"898719"|""|"C"|"Y"|"Y"|"Y"|"S"|"N"|""|""|""
"01-6044928"|"AUGUSTA ELECTRICAL JATC"|"898720"|"Y"|"C"|"Y"|"N"|"Y"|"S"|"N"|""|""|""
"01-0373341"|"KENNEBEC VALLEY EMERGENCY MEDICAL SERVICES"|"900190"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0278130"|"MEMORIAL AMBULANCE CORPS"|"900260"|""|"C"|"N"|"N"|"N"|""|"N"|"N"|""|""
"01-0288542"|"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL #2327"|"900261"|"Y"|"O"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0390443"|"Davis Family Foundation"|"900262"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0440342"|"BETHEL AREA CHAMBER OF COMMERCE"|"900263"|""|"A"|"Y"|"N"|"N"|""|"N"|""|""|""
"01-0508136"|"FRIENDS OF THE KENNEBEC RIVER RAIL TRAIL INC"|"900264"|""|"C"|"Y"|"N"|""|"S"|"N"|""|""|""
"01-0570609"|"Camp Smile Foundation Inc"|"900265"|""|"C"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0768541"|"FRIENDS OF YOUTH SPORTS"|"900268"|""|"C"|"Y"|"N"|"Y"|""|"N"|"N"|""|""
"01-0769741"|"JOHNNY BURKE'S CHILDREN'S FOUNDATION"|"900269"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0770241"|"DRUG TREATMENT COURT FOUNDATION OF KALAMAZOO COUNTY"|"900270"|""|"A"|"Y"|"Y"|"Y"|"C"|"N"|""|""|""
"01-6029208"|"American Legion Post 153"|"900272"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
