"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"FIRM_NAME"|"FIRM_STREET"|"FIRM_CITY"|"FIRM_STATE"|"FIRM_COUNTRY"|"FIRM_ZIP"|"FIRM_EIN"|"FIRM_PHONE"|"DISCUSS_WITH_PREPARER_CBX"|"PREP_SELF_EMP_CBX"
"01-0328017"|"AUGUSTA REGIONAL CHURCH HOUSING CORP BETA"|"873866"|"OUELLETTE & ASSOCIATES PA"|"1111 LISBON STREET"|"LEWISTON"|"ME"|"USA"|"04240"|"01-0448675"|"207-786-0328"|"Y"|""
"01-0344891"|"FRANKLIN COUNTY ANIMAL SHELTER"|"873867"|"NICHOLSON, MICHAUD & COMPANY"|"76 SILVER STREET"|"WATERVILLE"|"ME"|"USA"|"04901"|"01-0511973"|"207-872-7077"|"Y"|""
"01-0346944"|"FREEPORT HISTORICAL SOCIETY"|"873868"|"VITO COURTNEY & ASSOCIATES"|"PO BOX 246"|"MONMOUTH"|"ME"|"USA"|"04259"|""|"207-377-2794"|"Y"|""
"01-0369722"|"WAWENOCK GOLF CLUB"|"873869"|"WILLIAM H BREWER CPA"|"858 WASHINGTON STREET"|"BATH"|"ME"|"USA"|"04530"|"01-0330007"|"207-443-9759"|""|""
"01-0747396"|"Vought Aircraft Heritage Foundation"|"873886"|""|""|""|""|""|""|""|""|""|""
"01-0750822"|"TMG FOUNDATION"|"873887"|"KOCH CONSULTANTS, LTD."|"11770 MILLER RD"|"TREMONT"|"IL"|"USA"|"61568"|"26-1227532"|"309-267-3796"|"Y"|""
"01-0376696"|"BIRCH ROCK CAMP"|"873870"|"PFBFCPAS"|"46 FIRSTPARK DRIVE"|"OAKLAND"|"ME"|"USA"|"04963-5362"|""|"207-873-1603"|"Y"|""
"01-0448263"|"Ronald McDonald House Charities of Maine, Inc."|"873871"|"Purdy Powers & Company"|"130 Middle Street"|"Portland"|"ME"|"USA"|"04101"|"01-0463013"|"207-775-3496"|"Y"|""
"01-0456644"|"MAINE YANKEE ATOMIC POWER COMPANY EMPLOYEE WELFARE TRUST"|"873872"|"MARCUM LLP"|"53 STATE STREET, FLOOR 38"|"BOSTON"|"MA"|"USA"|"02109"|"11-1986323"|"617-742-9666"|"Y"|""
"01-0478121"|"COMMUNITY CHILD CARE CENTER"|"873874"|"ALL RITE ACCOUNTING"|"7 GREENLEAF AVENUE"|"NORWAY"|"ME"|"USA"|"04268"|""|"207-743-9485"|"Y"|""
"01-0505433"|"WATERVILLE REGIONAL ARTS AND COMMUNITY CENTER"|"873875"|""|""|""|""|""|""|""|""|""|""
"01-0511596"|"THE NATHAN AND HENRY B CLEAVES LAW LIBRARY"|"873876"|"DAWSON, SMITH, PURVIS & BASSETT, P.A."|"15 CASCO STREET"|"PORTLAND"|"ME"|"USA"|"04101-2902"|"01-0459941"|"207-874-0355"|"Y"|""
"01-0027741"|"AUGUSTA MAINE ELKS LODGE NO. 964"|"879152"|"MAINE FAMILY BUSINESS SERVICES PC"|"216 HIGH ST 121"|"ELLSWORTH"|"ME"|"USA"|"04605-1742"|"45-3209299"|"207-951-9957"|"Y"|""
"01-0063430"|"B.P.O. ELKS WATERVILLE MAINE LODGE #905"|"879154"|"NICHOLSON, MICHAUD & COMPANY"|"76 SILVER STREET"|"WATERVILLE"|"ME"|"USA"|"04901"|"01-0511973"|"207-872-7077"|"Y"|""
"01-0285449"|"SOUTHERN KENNEBEC CHILD DEVELOPMENT CC"|"879157"|"CHARLES A. CALLIGAN, CPA, P.A."|"P. O. BOX 599"|"MANCHESTER"|"ME"|"USA"|"04351"|"01-0517653"|"207-622-8775"|"Y"|""
"01-0416939"|"Northern Maine Community College Education Foundation"|"879158"|"Chester M. Kearney, PA"|"P.O. Box 1550"|"Presque Isle"|"ME"|"USA"|"04769"|"01-0411241"|"207-764-3171"|""|""
"01-0785049"|"Queens Community Center, Inc."|"879160"|"DANIEL WING-YU NG, PLLC"|"2 EAST BROADWAY, SUITE 301"|"NEW YORK"|"NY"|"USA"|"10038"|"26-4164621"|"347-292-8745"|"Y"|""
"02-0136438"|"Fraternal Order Of Eagles #1464"|"879161"|""|""|""|""|""|""|""|""|""|""
"01-0881587"|"SIERRA NEVADA JOURNEYS"|"880347"|""|""|""|""|""|""|""|""|""|""
"01-6013970"|"PYTHIAN SISTERS HOME ASSOCIATION C/0 DONNA GREGORY TREASURER"|"880350"|"WILLIAM H BREWER CPA"|"858 WASHINGTON STREET"|"BATH"|"ME"|"USA"|"04530"|"01-0330007"|"207-443-9759"|""|""
"01-6019053"|"AMVETS CHARLES J LORING JR POST #25"|"880351"|"Hildreth and Co"|"PO Box 406"|"Conway"|"NH"|"USA"|"03818"|""|"866-280-2204"|"Y"|""
"01-0039552"|"CAMDEN YACHT CLUB"|"880325"|"NORTON & MASTERS, CPAS"|"14A SCHOOL ST"|"ROCKLAND"|"ME"|"USA"|"04841"|"01-0378706"|"207-594-9501"|""|""
"01-0211564"|"UNITED WAY OF ANDROSCOGGIN COUNTY INC"|"880326"|"OUELLETTE & ASSOCIATES PA"|"1111 LISBON STREET"|"LEWISTON"|"ME"|"USA"|"04240"|"01-0448675"|"207-786-0328"|"Y"|""
"01-0272150"|"Harbor House Community Service Center"|"880329"|"Purdy Powers & Company"|"130 Middle Street"|"Portland"|"ME"|"USA"|"04101"|"01-0463013"|"207-775-3496"|"Y"|""
"01-0382451"|"WHITNEY BROOKSIDE CORPORATION"|"880330"|"OUELLETTE & ASSOCIATES PA"|"1111 LISBON STREET"|"LEWISTON"|"ME"|"USA"|"04240"|"01-0448675"|"207-786-0328"|"Y"|""
"01-0465864"|"Hospice Volunteers of Somerset County"|"880331"|"Emerson & Associates"|"52 Main Street"|"Madison"|"ME"|"USA"|"04950"|"01-0476060"|"207-696-4808"|"Y"|""
"01-0478977"|"BIDDEFORD FREE CLINIC"|"880332"|"This tax return"|"prepared by a non-paid preparer"|""|""|"USA"|""|""|""|""|""
"01-0481458"|"CHANNING CHAPEL PRESERVATION SOCIETY"|"880333"|"Rocky Shore Realty & Tax Service"|"Betty Lou Sawyer EA"|"Gouldsboro"|"ME"|"USA"|"04607"|"01-0385886"|"207-963-2945"|"Y"|""
"01-0484568"|"OXFORD HILLS FOOD PANTRY"|"880334"|""|""|""|""|""|""|""|""|""|""
"01-0509793"|"PITTSTON FAIR ASSOCIATION"|"880335"|"LAURIE A LAWRENCE ACCOUNTING"|"56 EAST PITTSTON ROAD"|"PITTSTON"|"ME"|"USA"|"04345"|""|"207-582-1293"|"Y"|""
"01-0530866"|"INSTITUTE FOR HUMANE EDUCATION"|"880336"|"ROBERT M SULLIVAN CPA"|"42 ACKLEY FARM ROAD"|"BLUE HILL"|"ME"|"USA"|"04614"|""|"207-374-5971"|"Y"|""
"01-0549750"|"FLORIDA ASSISTED LIVING AFFILIATION INC"|"880337"|"CARR RIGGS & INGRAM LLC"|"1713 MAHAN DRIVE"|"TALLAHASSEE"|"FL"|"USA"|"32308"|"72-1396621"|"850-878-8777"|"Y"|""
"01-0564032"|"THE INSTITUTE FOR GIS STUDIES, INC."|"880338"|"CFO Business Strategies Inc"|"7107 Crossroads Blvd Ste 102"|"Brentwood"|"TN"|"USA"|"37027"|""|"615-373-4829"|"Y"|""
"01-0566082"|"OROMO CULTURAL CENTER"|"880339"|""|""|""|""|""|""|""|""|""|""
"01-0599147"|"DIGITAL MEDIA EDUCATION COMMUNITY MENTORING PROGRAM INC"|"880341"|"SUSAN JAMES AND ASSOCIATES INC"|"10061 RIVERSIDE DR 171"|"TOLUCA LAKE"|"CA"|"USA"|"91602"|""|"818-846-1619"|"Y"|""
"01-0620340"|"WHISPERS OF HOPE HORSE FARM"|"880342"|"Vinny Lewis' Business Solutions"|"1301 Holliday St"|"Wichita Falls"|"TX"|"USA"|"76301"|""|"940-767-5234"|"Y"|""
"01-0631361"|"Washington International School"|"880343"|""|""|""|""|""|""|""|""|""|""
"01-0714863"|"Community Housing Services Cedar Canyon Inc"|"880345"|"Child VanWagoner & Bradshaw PLLC"|"1284 Flint Meadow Dr"|"Kaysville"|"UT"|"USA"|"84037"|""|"801-927-1337"|"Y"|""
"01-0871294"|"New Redeemed Bible Fellowship Inc"|"880346"|"CONCORD MANAGEMENT GROUP"|"113 G Street Ste 205"|"Antioch"|"CA"|"USA"|"94509"|""|"925-459-5672"|"N"|""
"01-0550458"|"STOCKDALE VOLUNTEER FIRE DEPARTMENT"|"884635"|"Seals DeMillion, P.C."|"314 5th St."|"Charleroi"|"PA"|"USA"|"15022-1517"|"25-1372828"|"724-483-3522"|"Y"|""
"01-0605273"|"WE ARE ONE MINISTRIES INC"|"884636"|"Moats & Company, P. C."|"1317 SW US Highway 40"|"Blue Springs"|"MO"|"USA"|"64015-4613"|"43-1744205"|"816-228-1788"|""|""
"02-0217171"|"Veterans Of Foreign Wars Post #816"|"884638"|"Dodge House Inc Computer Accounting Division"|"15 Jackson Street, Apt. #6"|"Littleton"|"NH"|"USA"|"03561"|"02-0361321"|""|"Y"|""
"01-0241055"|"MAINE PRINCIPALS' ASSOCIATION"|"884032"|"MACDONALD PAGE & CO LLC"|"227 WATER STREET, PO BOX 2749"|"AUGUSTA"|"ME"|"USA"|"04338"|"01-0242373"|"207-622-4766"|"Y"|""
"01-0354589"|"EASTPORT HEALTH CARE, INC."|"884034"|"Chester M. Kearney, PA"|"P. O. Box 1550"|"Presque Isle"|"ME"|"USA"|"04769"|"01-0411241"|"207-764-3171"|""|""
"01-0421974"|"ORR'S AND BAILEY ISLANDS FIRE DEPARTMENT"|"884633"|"Boucher Perkins Et Al, CPA's"|"163 Park Row"|"Brunswick"|"ME"|"USA"|"04011-2073"|"01-0320938"|"207-725-4327"|"Y"|""
"01-0607464"|"WESTMORELAND APARTMENTS, INC."|"879915"|"M&M CONSULTING"|"104 MEADOW CREEK"|"BARBOURSVILLE"|"WV"|"USA"|"25504"|""|"304-634-1040"|"Y"|""
"01-0709883"|"NAOMI'S HOUSE"|"879917"|"James R Connelly CPA"|"1903 W Fairmont 101"|"Fresno"|"CA"|"USA"|"93705-0242"|""|"559-222-2073"|"Y"|""
"01-0535175"|"WINTERKIDS EDUCATION FOUNDATION"|"885940"|"VITO COURTNEY & ASSOCIATES"|"PO BOX 246"|"MONMOUTH"|"ME"|"USA"|"04259"|""|"207-377-2794"|"Y"|""
"01-0365189"|"Celebration Inc"|"887815"|"Connell and Company"|"3506 Mooregate Dr"|"Marietta"|"GA"|"USA"|"30062"|""|"770-578-0028"|"Y"|""
"01-0963014"|"Coastal Marin Fund"|"888180"|"Malcolm Ponder, MBA, ATP"|"3 Ocean Parkway"|"Bolinas"|"CA"|"USA"|"94924-8717"|"20-1060303"|"415-868-1854"|"Y"|""
"01-0022320"|"AUGUSTA COUNTRY CLUB"|"888171"|"MACDONALD PAGE & CO LLC"|"227 WATER STREET, PO BOX 2749"|"AUGUSTA"|"ME"|"USA"|"04338"|"01-0242373"|"207-622-4766"|"Y"|""
"01-0340111"|"EAST MILLINOCKET HOUSING CORPORATION"|"888172"|"OTIS ATWELL"|"324 GANNETT DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"20-3690847"|"207-780-1100"|""|""
"01-0518900"|"THE POPTECH INSTITUTE"|"888173"|"Loiselle Goodwin & Hinds"|"1 Merchants Plaza Suite 703"|"Bangor"|"ME"|"USA"|"04402-0939"|""|"207-990-4585"|"Y"|""
"01-0527319"|"Northern Maine Independent System Administrator Inc"|"888174"|"Berry Dunn McNeil & Parker LLC"|"PO Box 1100"|"Portland"|"ME"|"USA"|"04104-1100"|"01-0523282"|"207-775-2387"|"Y"|""
"01-0625811"|"Freedom Builders of America Inc"|"888176"|"Cherryland Accounting and Tax Services LLC"|"812 South Garfield Ave Ste F"|"Traverse City"|"MI"|"USA"|"49686"|""|"231-357-7866"|"Y"|""
"01-0730818"|"CIUDAD DE ANGELES INC"|"888177"|"PUTMAN & CO PC"|"2734 MEADOW CHURCH RD STE 200"|"DULUTH"|"GA"|"USA"|"30097-4034"|""|"678-957-1366"|"Y"|""
"01-0779814"|"Leadership Transformations Inc"|"888178"|"Capin Crouse LLP"|"972 Emerson Parkway Suite A"|"Greenwood"|"IN"|"USA"|"46143"|"36-3990892"|"317-885-2620"|"Y"|""
"01-0856114"|"CAVALIER KING CHARLES SPANIEL CLUB RESCUE INC"|"888179"|"ADELSON MOYNIHAN KOWALCZYK PC"|"100 NORTH ST"|"PITTSFIELD"|"MA"|"USA"|"01201"|"20-5711238"|"413-443-6408"|"Y"|""
"01-0923793"|"CAMP TEN TREES"|"886114"|"WILLIAMS CALLAN, PLLC"|"19503 VASHON HWY SW POB 2540"|"VASHON"|"WA"|"USA"|"98070-6029"|""|"206-938-1310"|"Y"|""
"01-0386284"|"HOPE HAVEN GOSPEL MISSION INC"|"886253"|"OUELLETTE & ASSOCIATES PA"|"1111 LISBON STREET"|"LEWISTON"|"ME"|"USA"|"04240"|"01-0448675"|"207-786-0328"|"Y"|""
"01-0483786"|"BICYCLE COALITION OF MAINE"|"886254"|"Macdonald Page & Co LLC"|"30 Long Creek Dr"|"South Portland"|"ME"|"USA"|"04106"|""|"207-774-5701"|"Y"|""
"01-0484793"|"Table of Plenty"|"886255"|"MAJOR TAX SERVICE"|"11 PICOTT ROAD"|"KITTERY"|"ME"|"USA"|"03904-5556"|""|"207-439-9744"|"Y"|""
"01-0552288"|"THE FG FOUNDATION"|"886257"|"JOHN GERLACH & COMPANY"|"37 WEST BROAD STREET"|"COLUMBUS"|"OH"|"USA"|"43215"|"31-4419361"|"614-224-2164"|"Y"|""
"01-0557881"|"GRANDIN THEATRE FOUNDATION, INC."|"886258"|"NON-PAID PREPARER"|""|""|""|""|""|""|""|""|""
"01-0582284"|"COMMUNITY CONNECTIONS INC"|"886259"|"David B Floyd CPA PC"|"300 Colonial Center Pkwy Ste 240"|"Roswell"|"GA"|"USA"|"30076"|""|"770-650-6824"|"Y"|""
"01-0837280"|"Galveston Houston Knights of Columbus Charities, Inc."|"886261"|""|""|""|""|""|""|""|""|""|""
"01-0313213"|"YORK GOLF & TENNIS CLUB"|"889795"|""|""|""|""|""|""|""|""|""|""
"01-0951115"|"ALASKA LONGLINE FISHERMENS ASSOCIATION"|"889816"|"CHRISTINE E HARRINGTON CPA LLC"|"PO BOX 1328"|"SITKA"|"AK"|"USA"|"99835"|"26-0266368"|"907-747-5500"|"Y"|""
"01-6012414"|"KATAHDIN COUNCIL INC BOY SCOUTS OF AMERICA"|"889817"|"BEATHAMBERNIERSEEKINS & COLPRITT CPAS"|"38 PARKWAY SOUTH"|"BREWER"|"ME"|"USA"|"04412-1628"|""|"207-941-8890"|"Y"|""
"02-0105200"|"ACA ASSURANCE"|"889818"|""|""|""|""|""|""|""|""|""|""
"02-0119913"|"CLUB CANADIAN INC"|"889819"|"Robert L Corallino CPA PC"|"114 Bay Street"|"Manchester"|"NH"|"USA"|"03104"|""|"603-623-5557"|"Y"|""
"02-0120120"|"COCHECHO COUNTRY CLUB INC"|"889820"|"SANDERS & KARCHER CPA'S"|"264 LAFAYETTE ROAD SUITE 4"|"PORTSMOUTH"|"NH"|"USA"|"03801"|""|"603-430-0942"|""|""
"02-0132120"|"The Farmington Cemetery Association"|"889821"|"Allen Ryea CPA"|"210 Ten Rod Road"|"Rochester"|"NH"|"USA"|"03867"|""|"603-335-3500"|"Y"|""
"02-0179721"|"POLISH AMERICAN CITIZENS CLUB"|"889823"|"Ackley Associates"|"215-A Main Street"|"Nashua"|"NH"|"USA"|"03060-2959"|""|"603-883-3912"|"Y"|""
"02-0222215"|"ST JOSEPH HPSPITAL"|"889826"|"WILLTAM STEELE & ASSOCIATES"|"40 STARK STREET"|"MANCHESTER"|"NH"|"USA"|"03101"|""|"603-622-8881"|"Y"|""
"01-0211500"|"DYER LIBRARY ASSOCIATION"|"889375"|"Simensky, Engstrom & Associates CPA's"|"P.O. Box 760"|"Saco"|"ME"|"USA"|"04072"|"01-0353028"|"207-284-5943"|""|""
"01-0547918"|"MAIN STREET MOBILE TREATMENT ASSOCIATES INC"|"889376"|"LEICHTER ACCOUNTING SERVICES LLC"|"5927 BLAND AVE"|"BALTIMORE"|"MD"|"USA"|"21215"|""|"443-934-9220"|"Y"|""
"01-0096117"|"ISLAND COUNTRY CLUB"|"889788"|"HELEN M MCKINNON BMS"|"20 GRAVEL PIT DR"|"DEER ISLE"|"ME"|"USA"|"04627-3480"|""|"207-348-2847"|"Y"|""
"01-0165117"|"MAINE MERCHANTS ASSOCIATION"|"889789"|"OUELLETTE & ASSOCIATES PA"|"1111 LISBON STREET"|"LEWISTON"|"ME"|"USA"|"04240"|"01-0448675"|"207-786-0328"|"Y"|""
"01-0186800"|"YOUNG MEN'S CHRISTIAN ASSOCIATION"|"889790"|"RAY COOK CPA"|"317 MAIN STREET"|"WINTHROP"|"ME"|"USA"|"04364"|""|"207-377-8749"|"Y"|""
"01-0203515"|"SACO VALLEY CREDIT UNION"|"889791"|"Macdonald Page & Co LLC"|"30 Long Creek Dr"|"South Portland"|"ME"|"USA"|"04106"|""|"207-774-5701"|"Y"|""
"01-0237912"|"Boothbay Region YMCA"|"889792"|"Gibson LeClair, LLC"|"150 Capitol Street, Suite 3"|"Augusta"|"ME"|"USA"|"04330"|"45-0512128"|"207-623-8401"|"Y"|""
"01-0261000"|"SABATTUS REGIONAL CREDIT UNION"|"889793"|"OUELLETTE & ASSOCIATES PA"|"1111 LISBON STREET"|"LEWISTON"|"ME"|"USA"|"04240"|"01-0448675"|"207-786-0328"|"Y"|""
"01-0577111"|"CHIN BAPTIST MISSION CHURCH"|"889804"|"HNR CPA LLC"|"15 Crofton Hill Ct"|"Rockville"|"MD"|"USA"|"20850"|""|"240-676-3866"|"N"|""
"01-0601611"|"HARVEY HOUSE LTD"|"889807"|"McCormack Guyette & Associates PC"|"66 Grove Street"|"Rutland"|"VT"|"USA"|"05701"|""|"802-775-3221"|"Y"|""
"01-0635317"|"Hoosier Owners and Providers for the Elderly, Inc."|"889808"|""|""|""|""|""|""|""|""|""|""
"01-0774114"|"GOVERNMENT INVESTMENT OFFICERS ASSOCIATION"|"889809"|"FELGER AND ASSOCIATES"|"3050 ARCHDALE ST"|"LAS VEGAS"|"NV"|"USA"|"89135"|""|"702-860-7221"|"Y"|""
"01-0797012"|"BELOVED RAGAMUFFIN MINISTRY"|"889810"|"GRANATO & ASSOCIATES INC"|"3785 MARSHALL ST"|"WHEAT RIDGE"|"CO"|"USA"|"80033"|""|"303-431-6646"|"Y"|""
"01-0862616"|"SHALOM PRAYER CENTER"|"889811"|"Brenner & Company LLP CPAs"|"245 Court Street NE"|"Salem"|"OR"|"USA"|"97301"|""|"503-585-8414"|"Y"|""
"01-0916120"|"TURTLE MOUNTAIN COMMUNITY DEVELOPMENT FINANCIAL INSTITUTION INCORPORATED"|"889814"|"BRADY MARTZ AND ASSOCIATES PC"|"PO BOX 14296"|"GRAND FORKS"|"ND"|"USA"|"58208-4296"|"45-0310328"|"701-775-4685"|"Y"|""
"01-0930015"|"BREAKFORTH MINISTRIES AND CONSULTING INC"|"889815"|"J A M & ASSOCIATES LLC"|"PO BOX 1112"|"HAVRE DE GRACE"|"MD"|"USA"|"21078-8412"|""|"410-939-7464"|"Y"|""
"01-0284115"|"THE MAIN IDEA INC"|"889794"|"DAWSON SMITH PURVIS & BASSETT PA"|"15 CASCO STREET"|"PORTLAND"|"ME"|"USA"|"04101-2902"|"01-0459941"|"207-874-0355"|"Y"|""
"01-0323915"|"Ambulance Service Inc."|"889796"|"Felch & Company, LLC"|"P. O. Box 906"|"Caribou"|"ME"|"USA"|"04736"|"01-0540055"|"207-498-3176"|"Y"|""
"01-0324012"|"MAINE RIGHT TO LIFE COMMITTEE"|"889797"|"AUSTIN ASSOCIATES PA CPA'S"|"PO BOX 3400"|"AUBURN"|"ME"|"USA"|"04212-3400"|"01-0371550"|"207-783-9111"|"Y"|""
"01-0495219"|"BARAN PLACE"|"889798"|"OTIS ATWELL"|"324 GANNETT DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"20-3690847"|"207-780-1100"|""|""
"01-0520715"|"EQUEST FOUNDATION"|"889799"|"DAWSON SMITH PURVIS & BASSETT PA"|"15 CASCO STREET"|"PORTLAND"|"ME"|"USA"|"04101-2902"|"01-0459941"|"207-874-0355"|"Y"|""
"01-0521521"|"PISCATAQUIS COUNTY ECONOMIC DEVELOP P C E D C"|"889800"|"TAX-PRO INC"|"438 SOMERSET AVE"|"PITTSFIELD"|"ME"|"USA"|"04967-1314"|""|"207-487-5006"|"Y"|""
"01-0528014"|"MAINE FARMLAND TRUST"|"889801"|"Loiselle Goodwin & Hinds"|"1 Merchants Plaza Suite 703"|"Bangor"|"ME"|"USA"|"04402-0939"|""|"207-990-4585"|"Y"|""
"01-0538200"|"EDGECOMB WOODS"|"889802"|"OTIS ATWELL"|"324 GANNETT DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"20-3690847"|"207-780-1100"|""|""
"01-0540911"|"JANUS SUPPORTIVE LIVING SERVICES INC"|"889803"|"ROBUSTELLI SOUCY HUSSEY PA"|"1071 LISBON ST"|"LEWISTON"|"ME"|"USA"|"04240-5768"|""|"207-783-2839"|"Y"|""
"01-0525615"|"Maine Winter Sports Center"|"893140"|"Chester M. Kearhey, PA"|"P.O.Box 1550"|"Presque Isle"|"ME"|"USA"|"04769"|"01-0411241"|"207-764-3171"|""|""
"01-0710619"|"THE WESTWOOD MONTESSORI SCHOOL, INC."|"893141"|"Sullivan & FolanT, LLC"|"325 Wood Road, Ste 105"|"Braintree"|"MA"|"USA"|"02184"|"04-3252952"|"781-849-6060"|"Y"|""
"01-0794721"|"Tikigaqmiut Incorporated"|"893143"|"Barlow Camara & Rowland CPAs APC"|"330 Arden Ave Ste 200"|"Glendale"|"CA"|"USA"|"91203-1181"|""|"818-247-3400"|"Y"|""
"01-6023503"|"LE CLUB CALUMET EDUCATIONAL & LITERARY FOUNDATION INC"|"893956"|"PFBFCPAS"|"46 FIRSTPARK DRIVE"|"OAKLAND"|"ME"|"USA"|"04963-5362"|""|"207-873-1603"|""|""
"02-0159805"|"LITTLETON AREA CHAMBER OF COMMERCE"|"893957"|"H&R BLOCK"|"76 MAIN ST"|"LITTLETON"|"NH"|"USA"|"03561"|"02-0388979"|"603-444-6890"|"Y"|""
"01-0273431"|"Centerboard Yacht Club"|"893834"|"THE TAX & ACCOUNTING SERVICES COMPANY, P.A."|"963 Broadway"|"South Portland"|"ME"|"USA"|"04106"|""|"207-799-8192"|"Y"|""
"01-0324705"|"THE SUSAN L. CURTIS CHARITABLE FOUNDATION"|"893835"|"RUNYON KERSTEEN OUELLETTE"|"20 LONG CREEK DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|""|"207-773-2986"|"Y"|""
"01-0206603"|"COMMUNITY CREDIT UNION"|"893930"|"OUELLETTE & ASSOCIATES PA"|"1111 LISBON STREET"|"LEWISTON"|"ME"|"USA"|"04240"|"01-0448675"|"207-786-0328"|"Y"|""
"01-0212602"|"Blue Hill Public Library"|"893931"|"Loiselle Goodwin & Hinds"|"1 Mercharits Plaza Suite 703"|"Bangor"|"ME"|"USA"|"04402-0939"|""|"207-990-4585"|"Y"|""
"01-0270233"|"Blue Hill Society for Aid to Children Inc"|"893932"|"The McClure Group"|"PO Box 747"|"Blue Hill"|"ME"|"USA"|"04614"|""|"207-374-5433"|"Y"|""
"01-0317602"|"Oceanview Manor Inc"|"893933"|"BAKER NEWMAN & NOYES"|"PO BOX 507"|"PORTLAND"|"ME"|"USA"|"04112"|"01-0494526"|"207-879-2100"|""|""
"01-0333304"|"FOX ISLANDS ELECTRIC COOPERATIVE INC"|"893934"|"THOMAS E YARGER CPA"|"P O BOX 923"|"MONTPELIER"|"VT"|"USA"|"05601-0923"|"03-0351388"|"802-223-1769"|"Y"|""
"01-0347202"|"HILL STREET TERRACE HOUSING CORPORATION"|"893935"|"OTIS ATWELL"|"324 GANNETT DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"20-3690847"|"207-780-1100"|""|""
"01-0355822"|"SPECIAL OLYMPICS MAINE INC"|"893936"|"SMITH & ASSOCIATES CPAS"|"50 FOREST FALLS DR STE 3"|"YARMOUTH"|"ME"|"USA"|"04096-6937"|""|"207-846-8881"|"Y"|""
"01-0491904"|"MAINE RENEWABLE ENERGY ASSOCIATION"|"893937"|"ROMITO TOMASETTI & ASSOCIATES PC"|"600 WEST CUMMINGS PARK"|"WOBURN"|"MA"|"USA"|"01801"|""|"781-938-5600"|"Y"|""
"01-0504905"|"GULF OF MAINE RESEARCH INSTITUTE"|"893938"|"RUNYON KERSTEEN OUELLETTE"|"20 LONG CREEK DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"01-0440155"|"207-773-2986"|"Y"|""
"01-0505002"|"CAMDEN PUBLIC LIBRARY CENTENNIAL FUND"|"893939"|"Macdonald Page & Co PLLC"|"227 Water Street PO Box 2749"|"Augusta"|"ME"|"USA"|"04338"|""|"207-512-3421"|"Y"|""
"01-0509203"|"CHEBEAGUE RECREATION CENTER, INC."|"893940"|"MACDONALD PAGE & CO LLC"|"ONE MARKET SQUARE"|"AUGUSTA"|"ME"|"USA"|"04330"|"01-0242373"|"207-622-4766"|"Y"|""
"01-0563728"|"COVERED BRIDGE AFFORDABLE HOUSING CORP"|"893941"|"OTIS ATWELL"|"324 GANNETT DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"20-3690847"|"207-780-1100"|""|""
"01-0568603"|"GLOBAL GATEWAY NETWORK"|"893942"|"ERNEST M FULLMER JR PS"|"5616 NORTH WALL ST"|"SPOKANE"|"WA"|"USA"|"99205"|""|"509-487-6010"|"Y"|""
"01-0576305"|"ANNALS OF FAMILY MEDICINE INC"|"893943"|"KELLER & OWENS LLC"|"10955 LOWELL AVE STE 800"|"OVERLAND PARK"|"KS"|"USA"|"66210"|"48-1195228"|"913-338-3500"|"Y"|""
"01-0638903"|"INLIQUIDCOM INC"|"893947"|"JULIAN SUR CPA"|"675 LANCASTER AVE"|"BERWYN"|"PA"|"USA"|"19312-1636"|""|"610-647-4833"|"Y"|""
"01-0717802"|"GLOBAL VISION CITADELLE MINISTRIES INC"|"893948"|"Resil Financial Services Inc"|"599 Pleasant Street"|"Brockton"|"MA"|"USA"|"02301"|""|"508-894-1127"|"Y"|""
"01-0725431"|"TREASURES 4 TEACHERS INC"|"893949"|"MONICA J STERN CPA PLLC"|"11225 NORTH 28TH DRIVE SUITE B-109"|"PHOENIX"|"AZ"|"USA"|"85029-5609"|"77-0602105"|"602-674-8226"|"Y"|""
"01-0760818"|"DELAWARE STORM TRAVEL TEAMS I"|"893951"|"TAXES ITS YOUR MONEY COM LL"|"1 BASSETT AVE"|"NEW CASTLE"|"DE"|"USA"|"19720"|""|"302-276-1214"|"Y"|""
"01-0788905"|"MASTER BREWERS ASSOCIATION OF THE AMERICAS INC"|"893952"|"HLB TAUTGES REDPATH LTD"|"4810 WHITE BEAR PARKWAY"|"WHITE BEAR LAKE"|"MN"|"USA"|"55110"|"41-0975573"|"651-426-7000"|"Y"|""
"01-3073027"|"MAINE COUNCIL-ATLANTIC SALMON FEDERATION"|"893954"|"DEAN M SCHROEHERINC"|"15 CEDAR BREEZE CENTER"|"GLENBURN"|"ME"|"USA"|"04401"|""|"207-942-7586"|"Y"|""
