"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"TOTAL_COMP_ORG"|"TOTAL_COMP_RELATED_ORG"|"TOTAL_COMP_OTHER"|"TOTAL_PERSONS_100000"|"FORMER_1A_CBX"|"ANYBODY_150000_CBX"|"ANYBODY_COMP_UNRELATED_CBX"
"01-0597551"|"THE CRADDOCK CENTER INC"|"846040"|"52723.0000"|"0.0000"|"10651.0000"|""|"N"|"N"|"N"
"01-0649812"|"TWINSBURG YOUTH SOFTBALL LEAGUE INC"|"846043"|""|""|""|"0"|"N"|"N"|"N"
"01-0729385"|"The Chesapeake Rivers Association, Inc."|"846046"|"80000.0000"|""|""|"0"|"N"|"N"|""
"01-0769456"|"VENTURA HILLSIDES CONSERVANCY"|"846048"|"10814.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0954243"|"AMAZING GRACE EVANGELICAL MINISTRIES"|"846051"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|""
"01-0409063"|"Maine Education Credit Union"|"846061"|"100538.0000"|""|""|"1"|"N"|"N"|"N"
"01-0495262"|"SHAW HOUSE"|"846064"|"64491.0000"|""|"2705.0000"|""|"N"|"N"|"N"
"01-0729134"|"CLARE OAKS"|"846065"|"135560.0000"|"0.0000"|"0.0000"|"1"|"N"|"N"|"N"
"01-6006058"|"PORTLAND MAINE SYMPHONY ORCHESTRA"|"846066"|"208235.0000"|"0.0000"|"6294.0000"|"1"|"N"|"N"|"N"
"01-0903800"|"CARMEL IDEAS FOUNDATION"|"847752"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0211508"|"Good Will Home Association"|"847931"|"104947.0000"|"0.0000"|"15526.0000"|"0"|"N"|"N"|"N"
"01-0347504"|"COASTAL ENTERPRISES INC"|"847932"|"330990.0000"|""|"47105.0000"|"1"|"N"|"N"|"N"
"01-0387418"|"PENOBSCOT THEATRE COMPANY"|"847934"|"97963.0000"|""|""|""|"N"|"N"|"N"
"01-0434603"|"WOMEN UNLIMITED"|"847935"|"74506.0000"|"0.0000"|"7137.0000"|"0"|"N"|"N"|"N"
"01-0484310"|"MAINE INITIATIVESINC"|"847936"|"61731.0000"|""|"11936.0000"|""|"N"|"N"|"N"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"847937"|"6471299.0000"|"2694852.0000"|"1367542.0000"|"42"|"Y"|"Y"|"N"
"01-0612870"|"METHODIST TRANSPLANT PHYSICIANS"|"847938"|"3270770.0000"|"1220450.0000"|"307094.0000"|"10"|"N"|"Y"|"Y"
"01-0447619"|"MAHOOSUC LAND TRUST INC"|"847964"|"56645.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0536785"|"UNITY FOUNDATION"|"847966"|"66250.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0565782"|"The China Training Network"|"847968"|"12887.0000"|"48913.0000"|""|"0"|"N"|"N"|"N"
"01-0765675"|"JOAN MALE FAMILY SUPPORT CENTER FOUNDATION"|"847972"|""|""|""|"0"|"N"|"N"|"N"
"01-0974476"|"CHARTER BOARD PARTNERS"|"847974"|"135313.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"02-0223176"|"NEW HAMPSHIRE MEDICAL SOCIETY"|"847975"|"317954.0000"|"0.0000"|"46132.0000"|"2"|"N"|"Y"|"N"
"02-0239519"|"World Affairs Council of New Hampshire"|"847977"|"41308.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0224532"|"FRIEND MEMORIAL PUBLIC LIBRARY"|"850496"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0317540"|"Swans Island Educational Society"|"850498"|"13750.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0357548"|"The Conservation Trust of Brooksville, Castine & Penobscott"|"850501"|"0.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0603034"|"Rural Health Collaborative of Southern Ohio"|"850504"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|""|""
"01-0648145"|"ORTHOCAROLINA RESEARCH INSTITUTE, INC FMRLY O. L. MILLER RESEARCH INSTITUTE"|"850506"|"98236.0000"|"0.0000"|"7356.0000"|"0"|"N"|"N"|"N"
"01-0904345"|"PHOENIX LODGE 2 FRATERNAL ORDER OF POLICE"|"850510"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0939141"|"RESTAURANT OPPORTUNITIES CENTERS UNITEC"|"850511"|"171000.0000"|"0.0000"|"0.0000"|"0"|"Y"|"Y"|"N"
"01-0964541"|"PRAISEALUJAH DISCIPLESHIP"|"850513"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"02-0223334"|"WEBSTER HOUSE"|"850516"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0315847"|"HALFWAY HOUSE INC"|"850522"|"49277.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0319524"|"MAINE PRESERVATION"|"850523"|"110000.0000"|"0.0000"|"5472.0000"|"0"|"N"|"N"|"N"
"01-0377246"|"New Hope for Women, Inc."|"850526"|"64834.0000"|"0.0000"|"10770.0000"|"0"|"N"|"N"|"N"
"01-0496139"|"ISLAND COMMONS RESOURCE CENTER"|"850527"|"51811.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0546327"|"Sebasticook Family Doctors"|"850528"|"601220.0000"|"0.0000"|"58029.0000"|"4"|"N"|"Y"|"N"
"01-0630527"|"PERSONAL ASSISTANCE OPTIONS INC"|"850531"|"85972.0000"|""|""|""|"N"|"N"|"N"
"01-0384674"|"CONVENTION & VISITORS BUREAU OF GREATER PORTLAND"|"852668"|"89160.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0318746"|"BELFAST AREA CHAMBER OF COMMERCE"|"852937"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0412221"|"Maine Council of Self Insurers"|"852938"|"0.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0654320"|"The Lio Mission Inc."|"852940"|"153000.0000"|""|"153000.0000"|""|"N"|"N"|"N"
"01-0211542"|"CATHERINE MORRILL DAY NURSERY"|"852964"|"41594.0000"|"0.0000"|"5308.0000"|"0"|"N"|"N"|"N"
"01-0315849"|"AROOSTOOK COUNTY ACTION PROGRAMS INC"|"852966"|"264575.0000"|"0.0000"|"47541.0000"|"1"|"N"|"N"|"N"
"01-0865446"|"Cosby High School Athletic Boosters"|"853229"|""|""|""|""|"N"|"N"|"N"
"01-0495250"|"Ingraham Housing Corporation"|"853388"|"0.0000"|"160412.0000"|"14975.0000"|"0"|"N"|"Y"|"N"
"01-0153960"|"ST ANDREWS HOSPITAL"|"853594"|"381815.0000"|"1798537.0000"|"195265.0000"|"3"|"N"|"Y"|"N"
"01-0315732"|"Midcoast Maine Community Action"|"853595"|"83526.0000"|"0.0000"|"7043.0000"|"0"|"N"|"N"|"N"
"01-0465231"|"Norumbega Medical Specialists LTD"|"853597"|"0.0000"|"1780837.0000"|"521616.0000"|"0"|"Y"|"Y"|"N"
"01-0263628"|"SEBASTICOOK VALLEY HEALTH"|"853837"|"2536723.0000"|"0.0000"|"242750.0000"|"22"|"Y"|"Y"|"N"
"01-0849648"|"ACADEMY IN MANAYUNK"|"853838"|"75203.0000"|"187572.0000"|"24861.0000"|"0"|"N"|"N"|"N"
"01-0187940"|"ROCKLAND CEMETERY ASSOCIATION"|"854038"|""|""|""|"0"|"N"|"N"|"N"
"01-0277678"|"Kennebec Valley Community Action Program"|"854124"|"230323.0000"|"0.0000"|"19823.0000"|"2"|"N"|"N"|"N"
"01-0618964"|"OASIS CARE, INC."|"854125"|"0.0000"|"310000.0000"|"3600.0000"|"0"|"N"|"Y"|"N"
"01-0366464"|"KATAHDIN SHARED SERVICES INC"|"854203"|""|""|""|""|"N"|"N"|"N"
"01-0418902"|"United Bikers of Maine"|"854204"|""|""|""|"0"|"N"|"N"|"N"
"02-0205076"|"WINONA SOCIAL CLUB, INC"|"854456"|"33054.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0100593"|"KENNEBUNK RIVER CLUB"|"855026"|""|""|""|"0"|"N"|"N"|"N"
"02-0127246"|"GREATER DOVER CHAMBER OF COMMERCE"|"855031"|"67004.0000"|""|""|"0"|"N"|"N"|"N"
"01-0234189"|"Northern Maine Medical Center"|"855113"|"1847698.0000"|"0.0000"|"126923.0000"|"8"|"N"|"Y"|"N"
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"855117"|"0.0000"|"398919.0000"|"86100.0000"|"0"|"N"|"N"|"N"
"01-0382340"|"COVE'S EDGE INC"|"855119"|"155804.0000"|"1798537.0000"|"171744.0000"|"1"|"N"|"Y"|"N"
"01-0421234"|"Lakewood A Continuing Care Center"|"855122"|"69639.0000"|"639315.0000"|"133668.0000"|"0"|"N"|"Y"|"N"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"855125"|"0.0000"|"3523715.0000"|"358913.0000"|"0"|"Y"|"Y"|"N"
"01-0459837"|"Acadia Hospital Corporation"|"855127"|"2354128.0000"|"3632139.0000"|"753729.0000"|"31"|"Y"|"Y"|"N"
"01-0487091"|"COASTAL MEDICAL CARE"|"855129"|"121898.0000"|"982945.0000"|"86663.0000"|"1"|"N"|"Y"|"N"
"01-0489824"|"WESTERN MAINE MULTI-MEDICAL SPECIALISTS"|"855132"|"2016896.0000"|"606831.0000"|"216705.0000"|"12"|"N"|"Y"|"N"
"01-0524835"|"SPRING HARBOR COMMUNITY SERVICES"|"855133"|"767730.0000"|"1737216.0000"|"227583.0000"|"5"|"N"|"Y"|"N"
"01-0542842"|"GERIATRIC RESOURCE NETWORK"|"855135"|""|"2274972.0000"|"169754.0000"|""|"Y"|"Y"|"N"
"01-0569403"|"HRCA BROOKLINE HOUSING 1550 BEACON PLAZA INC"|"855138"|"0.0000"|"2102757.0000"|"91538.0000"|"0"|"N"|"Y"|"N"
"01-0818232"|"COMMUNITY CONNECTIONS REAL ESTATE FOUNDATION"|"855140"|"0.0000"|"540904.0000"|"371652.0000"|"0"|"N"|"Y"|"N"
"01-6023681"|"VISITING BOARD OF THE CHILDREN'S HOSPITAL"|"855142"|""|""|""|""|"N"|"N"|"N"
"02-0222157"|"Monadnock Community Hospital"|"855150"|"2432071.0000"|"0.0000"|"293078.0000"|"40"|"Y"|"Y"|"N"
"01-0211781"|"PRESIDENT AND TRUSTEES OF BATES COLLEGE"|"860414"|"2347288.0000"|"0.0000"|"511259.0000"|"71"|"N"|"Y"|"N"
"01-0212444"|"York Hospital"|"860415"|"5087598.0000"|"0.0000"|"655583.0000"|"93"|"N"|"Y"|"N"
"01-0284446"|"REDINGTON-FAIRVIEW GENERAL HOSPITAL"|"860416"|"2735236.0000"|""|"483480.0000"|"38"|"N"|"Y"|"N"
"01-0328442"|"EASTERN MAINE HOMECARE"|"860417"|"92372.0000"|"428245.0000"|"73058.0000"|"0"|"N"|"Y"|"N"
"01-0424969"|"COMMUNITY CONCEPTS INC"|"860418"|"360046.0000"|"0.0000"|"43416.0000"|"3"|"N"|"Y"|"N"
"01-0484154"|"MAHC INC"|"860419"|""|""|""|""|"N"|"N"|"N"
"01-0496076"|"FRATERNAL ORDER OF EAGLES #4352"|"860420"|""|""|""|""|"N"|"N"|"N"
"01-0540981"|"COMMUNITY CONCEPTS FINANCE CORPORATION"|"860421"|"0.0000"|"360046.0000"|"43416.0000"|"0"|"N"|"Y"|"N"
"01-0727280"|"BRONX CHARTER SCHOOL FOR THE ARTS"|"860422"|"403980.0000"|"0.0000"|"29830.0000"|"3"|"N"|"Y"|"N"
"01-0729555"|"FIRST DEFENSE LEGAL AID"|"860423"|""|""|""|""|"N"|"N"|"N"
"01-0782573"|"Advisors Charitable Gift Fund"|"860424"|""|""|""|"0"|"N"|"N"|"N"
"02-0222174"|"PHILLIPS EXETER ACADEMY"|"860425"|"1719918.0000"|"0.0000"|"413521.0000"|"28"|"Y"|"Y"|"N"
"02-0222182"|"SAINT ANSELM COLLEGE"|"860426"|"992553.0000"|"0.0000"|"232172.0000"|"16"|"N"|"Y"|"N"
"01-0562775"|"NEW JERSEY EMERGENCY PREPAREDNESS AS"|"861450"|"0.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0697869"|"ATZUM, INC."|"861451"|""|""|""|"0"|"N"|"N"|"N"
"01-0914846"|"COMMUNITY IST-AMERICA'S CHARITIES OF GREATER WASHINGTON DC"|"861452"|"0.0000"|"279200.0000"|"25490.0000"|"1"|"N"|"Y"|"N"
"01-0371166"|"PENOBSCOT CHRISTIAN SCHOOL"|"862334"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0179500"|"THE WEBBER HOSPITAL ASSOC"|"862775"|"2122385.0000"|"2306039.0000"|"561193.0000"|"25"|"Y"|"Y"|"N"
"01-0211485"|"YOUNG MEN'S CHRISTIAN ASSOCIATION BANGOR"|"862776"|"110482.0000"|""|"7630.0000"|"1"|"N"|"N"|"N"
"01-0211501"|"Eastern Maine Medical Center"|"862777"|"6542019.0000"|"3347726.0000"|"1178398.0000"|"345"|"Y"|"Y"|"N"
"01-0211505"|"THE TRUSTEES OF FRYEBURG ACADEMY"|"862778"|"224932.0000"|"0.0000"|"0.0000"|"2"|"N"|"Y"|"N"
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"862779"|"473854.0000"|"1892710.0000"|"169047.0000"|"4"|"N"|"Y"|"N"
"01-0215911"|"Mid Coast Hospital"|"862780"|"1695847.0000"|"883336.0000"|"417797.0000"|"46"|"N"|"Y"|"N"
"01-0217211"|"INLAND HOSPITAL"|"862781"|"3094106.0000"|"2694651.0000"|"529626.0000"|"39"|"Y"|"Y"|"N"
"01-0219904"|"STEPHENS MEMORIAL HOSPITAL ASSOC"|"862782"|"1058507.0000"|"1213549.0000"|"218023.0000"|"15"|"N"|"Y"|"N"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"862783"|"2843191.0000"|"604739.0000"|"425519.0000"|"22"|"Y"|"Y"|"N"
"01-0266289"|"Maine Hospital Association Inc"|"862784"|"1296867.0000"|"0.0000"|"96023.0000"|"4"|"N"|"Y"|"N"
"01-0280225"|"Catholic Charities Maine"|"862785"|"607178.0000"|"0.0000"|"110546.0000"|"3"|"N"|"Y"|"N"
"01-0389222"|"TAMC ENDOWMENTS"|"862786"|""|"183593.0000"|"63240.0000"|"0"|"N"|"Y"|"N"
"01-0389226"|"TAMC TITLE CORPORATION"|"862787"|""|"1327683.0000"|"98251.0000"|"0"|"Y"|"Y"|"N"
"01-0411788"|"WESTERN MAINE HEALTH CARE CORP"|"862788"|"606831.0000"|"606718.0000"|"111000.0000"|"3"|"N"|"Y"|"N"
"01-0431680"|"MAINEHEALTH"|"862789"|"3729571.0000"|""|"316635.0000"|"24"|"N"|"Y"|"N"
"01-0434215"|"MMC REALTY CORP"|"862790"|""|"3207116.0000"|"283866.0000"|""|"Y"|"Y"|"N"
"01-0496221"|"Mid Coast Geriatric Services Corporation"|"862792"|"0.0000"|"883336.0000"|"213279.0000"|"0"|"N"|"Y"|"N"
"01-0511356"|"NORDX"|"862794"|"937372.0000"|"3600823.0000"|"406986.0000"|"11"|"N"|"Y"|"N"
"01-0524834"|"SPRING HARBOR HOSPITAL"|"862795"|"945925.0000"|"3615938.0000"|"397397.0000"|"5"|"N"|"Y"|"N"
"01-0547055"|"Maine Community Action Association"|"862796"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0560598"|"CHILD DEVELOPMENT CENTER CORPORATION"|"862797"|"0.0000"|"2313806.0000"|"834481.0000"|"0"|"N"|"Y"|"N"
"01-0569404"|"CENTER COMMUNITIES OF BROOKLINE INC"|"862798"|"0.0000"|"2102757.0000"|"91538.0000"|"0"|"N"|"Y"|"N"
"01-0628051"|"SHOLOM COMMUNITY ALLIANCE HOME HEALTHCARE"|"862799"|"103149.0000"|"446223.0000"|"22103.0000"|"1"|"Y"|"Y"|"N"
"01-0732928"|"US RUSSIA FOUNDATION FOR ECONOMIC ADVANCEMENT AND THE RULE OF LAW"|"862800"|"1126394.0000"|"0.0000"|"165900.0000"|"2"|"N"|"Y"|"N"
"01-0829282"|"GOOD SHEPHERD MEDICAL CENTER-LINDEN"|"862801"|"241584.0000"|"1042460.0000"|"33249.0000"|"2"|"N"|"Y"|"N"
"01-0852888"|"TEAM READ"|"862802"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"02-0110580"|"Blue Mountain Forest Association"|"862803"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"02-0179953"|"GREATER PORTSMOUTH CHAMBER OF COMMERCE"|"862804"|"77000.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"02-0222131"|"FRISBIE MEMORIAL HOSPITAL"|"862805"|"3457260.0000"|""|"448514.0000"|"36"|"N"|"Y"|"N"
"01-0195310"|"THE YORKS CHAMBER OF COMMERCE INC"|"864958"|"19463.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0427824"|"WATERSHED CENTER FOR THE CERAMIC ARTS"|"864959"|"37800.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0671151"|"American Friends of Lucerne Festival"|"864962"|""|""|""|""|"N"|"N"|"N"
"01-0777925"|"ELEVA BROILER FESTIVAL INC"|"864964"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0838125"|"SAFE FAMILY MINISTRIES"|"864966"|""|""|""|""|"N"|"N"|"N"
"01-0890941"|"LAHAK HANOCHOS INC"|"864968"|"202900.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0906593"|"MANAGEMENT SERVICES, INC"|"864969"|"228806.0000"|""|"6865.0000"|"0"|"N"|"N"|"N"
"01-0908221"|"HOLSTEN HUMAN CAPITAL DEVELOPMENT NFP"|"864970"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0941732"|"Connecticut Catholic Public Affairs Conference, Inc."|"864971"|"209745.0000"|"0.0000"|"0.0000"|"1"|"N"|"N"|"N"
"02-0102440"|"ABENAQUI COUNTRY CLUB, INC."|"864972"|""|""|""|"2"|"N"|"N"|"N"
"02-0103680"|"American Guernsey Association"|"864973"|"49138.0000"|"0.0000"|"792.0000"|""|"N"|"N"|"N"
"01-0061310"|"Fraternal Order of Eagles"|"866812"|"17319.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"02-0130185"|"ROCHESTER LODGE OF ELKS #1393"|"866814"|"43977.0000"|"0.0000"|"6000.0000"|""|"N"|"N"|"N"
"01-0177170"|"WALDO COUNTY GENERAL HOSPITAL"|"867258"|"2718943.0000"|"78230.0000"|"192074.0000"|"48"|"N"|"Y"|"N"
"01-0724306"|"THE PHILLY AND CHARLIE DAKE FOUNDATION"|"867414"|""|""|""|""|"N"|"N"|"N"
"01-0833397"|"Global Refuge International"|"867415"|"0.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-6010198"|"AUBURN MASONIC ASSOCIATION"|"867416"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0749311"|"UFCW UNIONS & PARTICIPATING EMPLOYERS HEALTH & WELFARE FUND"|"867962"|""|""|""|""|"N"|"N"|"N"
"02-0223390"|"MANCHESTER HISTORIC ASSOCIATION"|"867963"|""|""|""|"0"|"N"|"N"|"N"
"01-0095705"|"International Brotherhood of Electrical Workers Local 567"|"868421"|"145369.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0131390"|"OAKDALE COUNTRY CLUB"|"868422"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0211811"|"Kennebec Valley YMCA"|"868423"|"83913.0000"|"0.0000"|"1317.0000"|"0"|"N"|"N"|"N"
"01-0211813"|"PENOBSCOT BAY YMCA"|"868424"|"136786.0000"|""|"17429.0000"|""|"N"|"N"|"N"
"01-0241528"|"SOUTHWEST HARBOR LIBRARY"|"868425"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0269301"|"MAINE ASSOCIATION OF REALTORS"|"868426"|"125269.0000"|"81097.0000"|"22725.0000"|"1"|"N"|"Y"|"N"
"01-0287814"|"Caribou Country Club"|"868427"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0369904"|"CASA INC"|"868428"|"245789.0000"|"0.0000"|"29100.0000"|"0"|"N"|"N"|"N"
"01-0377308"|"BELGRADE LAKES ASSOCIATION"|"868429"|""|""|""|""|"N"|"N"|"N"
"01-0390410"|"MAINE SELF-INSURANCE GUARANTEE ASSOCIATION"|"868430"|""|""|""|"0"|"N"|"N"|"N"
"01-0457499"|"ST MARTIN DE PORRES RESIDENCE INC"|"868431"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0477310"|"CHRISTIAN MISSION SERVICES"|"868432"|"0.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0507505"|"MAINE DAIRY PROMOTION BOARD"|"868433"|"1200.0000"|"1800.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0507513"|"MAINE DAIRY AND NUTRITION COUNCIL"|"868434"|"1800.0000"|"1200.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0523209"|"MAINE COMPOSITES ALLIANCE"|"868435"|"52500.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0536008"|"MAINE CONSERVATION VOTERS"|"868437"|"61500.0000"|"0.0000"|"8828.0000"|"0"|"N"|"N"|"N"
"01-0621026"|"INSTITUTO MAZATLAN BELLAS ARTES DE SACRAMENTO"|"868438"|"0.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0645907"|"LIFE EDUCATION FOUNDATION"|"868439"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0654014"|"Ministry Services Group, Inc"|"868440"|"14750.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0678012"|"MCDUFFIE MUSEUM INC"|"868441"|""|""|""|""|"N"|"N"|"N"
"01-0688619"|"WHITE OAK GROVE OUTREACH CENTER INC"|"868442"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0709509"|"SINGLES PLEASING THE LORD INC"|"868443"|"22475.0000"|""|"6350.0000"|""|"N"|"N"|"N"
"01-0836208"|"Hand in Hand / Mano en Mano, Inc."|"868447"|"41571.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0862621"|"ST JOSEPH SHELTER"|"868449"|"40368.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0881719"|"Fisher House in St Louis"|"868450"|""|""|""|"0"|"N"|"N"|"N"
"01-0939609"|"FOOD OF LIFE OUTREACH MINSTRIES INC"|"868451"|""|""|""|""|"N"|""|""
"01-0956221"|"PATRICKSBURG FOOD PANTRY INC"|"868452"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"02-0128010"|"DUBLIN LAKE CLUB"|"868453"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"02-0156800"|"GUARDIAN ANGEL CREDIT UNION"|"868454"|"234872.0000"|""|""|"1"|"N"|"N"|"N"
"02-0221111"|"ASSOCIATED GENERAL CONTRACTORS OF NH"|"868456"|"104044.0000"|""|"17325.0000"|"1"|"N"|"N"|"N"
"02-0227519"|"Ancient Arabric Order of Nobles of the Mystic Shrine of N A - Bektash Shriners"|"868457"|"14200.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"02-0244311"|"EXETER DAY SCHOOL"|"872587"|"77006.0000"|""|""|"0"|"N"|"N"|"N"
"01-0491854"|"EqualityMaine"|"873258"|"6225.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0515357"|"EqualityMaine Foundation"|"873259"|"57132.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0790552"|"Theater Arts Group"|"873260"|"0.0000"|"79628.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0024245"|"BANGOR REGION CHAMBER OF COMMERCE"|"873857"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0135937"|"LE PASSE-TEMPS INC"|"873859"|""|""|""|""|"N"|"N"|"N"
"01-0207022"|"FAIRMOUNT CEMETERY ASSOC"|"873860"|"5930.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0210495"|"American Legion Post 0015 Henry Pratt"|"873861"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0217234"|"BIDDEFORD POOL YACHT CLUB"|"873862"|""|""|""|"0"|"N"|"N"|"N"
"01-0244422"|"Laborers Intl Union of North America 327 Local Union"|"873863"|"86024.0000"|"0.0000"|"1330.0000"|"0"|"N"|"N"|"N"
"01-0280430"|"Fort Kent Housing Inc"|"873864"|""|""|""|""|"N"|"N"|"N"
"01-0309344"|"KC-FATHER DRUILLETTE COUNCIL"|"873865"|""|""|""|"0"|"N"|"N"|"N"
"01-0328017"|"AUGUSTA REGIONAL CHURCH HOUSING CORP BETA"|"873866"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0344891"|"FRANKLIN COUNTY ANIMAL SHELTER"|"873867"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0346944"|"FREEPORT HISTORICAL SOCIETY"|"873868"|"59207.0000"|""|""|"0"|"N"|"N"|"N"
"01-0369722"|"WAWENOCK GOLF CLUB"|"873869"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0376696"|"BIRCH ROCK CAMP"|"873870"|"104964.0000"|""|""|""|"N"|"N"|"N"
"01-0448263"|"Ronald McDonald House Charities of Maine, Inc."|"873871"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0456644"|"MAINE YANKEE ATOMIC POWER COMPANY EMPLOYEE WELFARE TRUST"|"873872"|"1275.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0478121"|"COMMUNITY CHILD CARE CENTER"|"873874"|"31200.0000"|""|""|""|"N"|"N"|"N"
"01-0505433"|"WATERVILLE REGIONAL ARTS AND COMMUNITY CENTER"|"873875"|"10000.0000"|""|""|"0"|"N"|"N"|"N"
"01-0511596"|"THE NATHAN AND HENRY B CLEAVES LAW LIBRARY"|"873876"|""|""|""|""|""|""|""
"01-0535534"|"SOMERSET ECONOMIC DEVELOPMENT ECONOMIC DEVELOPMENT"|"873877"|"51155.0000"|""|"8535.0000"|"0"|"N"|"N"|"N"
"01-0552691"|"FULCRUM POINT NEW MUSIC PROJECT"|"873878"|""|""|""|""|"N"|"N"|"N"
"01-0640326"|"AHWATUKEE CHILDREN'S THEATRE INC"|"873879"|"138351.0000"|""|""|""|"N"|"N"|"N"
"01-0673538"|"AMERICAN FRIENDS OF YESHIVAT LEV HATORAH"|"873881"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0687154"|"NORTHEASTERN ECONOMIC DEVELOPMENT COMPANY OF PA"|"873883"|"199081.0000"|"0.0000"|"0.0000"|"1"|"N"|"N"|"N"
"01-0729841"|"LOVE INC OF GREATER SHELDON"|"873884"|""|""|""|""|"N"|"N"|"N"
"01-0747396"|"Vought Aircraft Heritage Foundation"|"873886"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
