"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"CASH_BOY"|"CASH_EOY"|"SAVINGS_BOY"|"SAVINGS_EOY"|"PLEDGES_GRANTS_BOY"|"PLEDGES_GRANTS_EOY"|"ACCOUNTS_RECEIVABLE_BOY"|"ACCOUNTS_RECEIVABLE_EOY"|"QUALIFIED_RECEIVABLE_BOY"|"QUALIFIED_RECEIVABLE_EOY"|"DISQUALIFIED_RECEIVABLE_BOY"|"DISQUALIFIED_RECEIVABLE_EOY"|"LOANS_RECEIVABLE_BOY"|"LOANS_RECEIVABLE_EOY"|"INVENTORY_BOY"|"INVENTORY_EOY"|"PREPAID_BOY"|"PREPAID_EOY"|"LBE_BASE"|"LESS_DEPRECIATION"|"LBE_BOY"|"LBE_EOY"|"PUBLIC_SECURITIES_BOY"|"PUBLIC_SECURITIES_EOY"|"OTHER_SECURITIES_BOY"|"OTHER_SECURITIES_EOY"|"INVEST_PROGRAMS_BOY"|"INVEST_PROGRAMS_EOY"|"INTANG_ASSETS_BOY"|"INTANG_ASSETS_EOY"|"OTHER_ASSETS_BOY"|"OTHER_ASSETS_EOY"|"ASSETS_TOTAL_BOY"|"ASSETS_TOTAL_EOY"|"ACCOUNTS_PAYABLE_BOY"|"ACCOUNTS_PAYABLE_EOY"|"GRANTS_PAYABLE_BOY"|"GRANTS_PAYABLE_EOY"|"DEFERRED_REVENUE_BOY"|"DEFERRED_REVENUE_EOY"|"TAX_EXEMPT_BONDS_BOY"|"TAX_EXEMPT_BONDS_EOY"|"ESCROW_LIABILITY_BOY"|"ESCROW_LIABILITY_EOY"|"PAYABLE_OFFICERS_BOY"|"PAYABLE_OFFICERS_EOY"|"SECURED_NOTES_PAYABLE_BOY"|"SECURED_NOTES_PAYABLE_EOY"|"UNSECURED_NOTES_PAYABLE_BOY"|"UNSECURED_NOTES_PAYABLE_EOY"|"LIABILITY_OTHER_BOY"|"LIABILITY_OTHER_EOY"|"LIABILITY_TOTAL_BOY"|"LIABILITY_TOTAL_EOY"|"UNRESTRICTED_BOY"|"UNRESTRICTED_EOY"|"TEMP_RESTRICTED_BOY"|"TEMP_RESTRICTED_EOY"|"PERM_RESTRICTED_BOY"|"PERM_RESTRICTED_EOY"|"CAPITAL_BOY"|"CAPITAL_EOY"|"PAID_IN_BOY"|"PAID_IN_EOY"|"RETAINED_BOY"|"RETAINED_EOY"|"NET_TOTAL_BOY"|"NET_TOTAL_EOY"|"BALANCES_BOY"|"BALANCES_EOY"
"01-6231970"|"MEDICAL EXPENSE REIMBURSEMENT PLAN OF THE BURBANK EMPLOYEES RETIREE MEDICAL TRUST"|"996470"|"0.0000"|"0.0000"|"111390.0000"|"392306.0000"|"0.0000"|"0.0000"|"183360.0000"|"123877.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"3366.0000"|"2617.0000"|""|""|"0.0000"|"0.0000"|"13172623.0000"|"14551263.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"13470739.0000"|"15070063.0000"|"4966.0000"|"9010.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"5649.0000"|"5067.0000"|"10615.0000"|"14077.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"13460124.0000"|"15055986.0000"|"13460124.0000"|"15055986.0000"|"13470739.0000"|"15070063.0000"
"01-0637743"|"MOST VALUABLE KIDS, INC."|"996459"|"46595.0000"|"23534.0000"|"25960.0000"|"25975.0000"|"0.0000"|"17500.0000"|"1702.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|"3992.0000"|"3417.0000"|"958.0000"|"575.0000"|""|""|""|""|""|""|""|""|""|""|"75215.0000"|"67584.0000"|"10500.0000"|"17000.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"5300.0000"|"5036.0000"|"15800.0000"|"22036.0000"|"59415.0000"|"28048.0000"|""|"17500.0000"|""|""|""|""|""|""|""|""|"59415.0000"|"45548.0000"|"75215.0000"|"67584.0000"
"01-0651843"|"IRANIAN AMERICAN JEWISH FEDERATION OF NEW YORK INC"|"996460"|""|"1.0000"|"1378975.0000"|"1208336.0000"|"1282900.0000"|"1479572.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|""|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|"2661875.0000"|"2687909.0000"|"5500.0000"|"2750.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"5500.0000"|"2750.0000"|"2656375.0000"|"2685159.0000"|""|""|""|""|""|""|""|""|""|""|"2656375.0000"|"2685159.0000"|"2661875.0000"|"2687909.0000"
"01-0544448"|"UNIVERSITY OF MAINE SCHOOL OF LAW FOUNDATION"|"998741"|"646857.0000"|"813372.0000"|""|"0.0000"|"26919.0000"|"42825.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|"207502.0000"|"207502.0000"|"12207.0000"|"0.0000"|"3029054.0000"|"2881056.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|"3715037.0000"|"3737253.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"8369.0000"|"22517.0000"|"8369.0000"|"22517.0000"|"652461.0000"|"492671.0000"|"1823320.0000"|"1926564.0000"|"1230887.0000"|"1295501.0000"|""|""|""|""|""|""|"3706668.0000"|"3714736.0000"|"3715037.0000"|"3737253.0000"
"01-0694632"|"SEYMOUR OSMAN COMMUNITY CENTER AND YOUTH HAVEN"|"998742"|"29887.0000"|"8021.0000"|""|""|"17778.0000"|"16215.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"7838.0000"|"7838.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|"47665.0000"|"24236.0000"|"479.0000"|"902.0000"|""|""|"4445.0000"|"1302.0000"|""|""|""|""|""|""|""|""|""|""|"31609.0000"|"42846.0000"|"36533.0000"|"45050.0000"|"11132.0000"|"-20814.0000"|""|""|""|""|""|""|""|""|""|""|"11132.0000"|"-20814.0000"|"47665.0000"|"24236.0000"
"01-0844012"|"The Sun-Times Judge Marovitz Lawyer Lend-A-Hand to Youth Program"|"998744"|"300.0000"|"5650.0000"|"263451.0000"|"151146.0000"|""|""|"2178.0000"|"1100.0000"|""|""|""|""|""|""|""|""|""|""|"2719.0000"|"1427.0000"|"1701.0000"|"1292.0000"|"976977.0000"|"899476.0000"|""|""|""|""|""|""|""|""|"1244607.0000"|"1058664.0000"|"58504.0000"|"93091.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"58504.0000"|"93091.0000"|"1186103.0000"|"965573.0000"|""|""|""|""|""|""|""|""|""|""|"1186103.0000"|"965573.0000"|"1244607.0000"|"1058664.0000"
"01-0245341"|"CORNELIA WARREN COMMUNITY ASSOCIATION"|"998737"|"438.0000"|"439.0000"|"175965.0000"|"111009.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2779893.0000"|"3310787.0000"|""|""|""|""|""|""|""|""|"2956296.0000"|"3422235.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"119950.0000"|"119950.0000"|"2836346.0000"|"3302285.0000"|"2956296.0000"|"3422235.0000"|"2956296.0000"|"3422235.0000"
"01-0346260"|"PORTLAND EDUCATION ASSOCIATION"|"998739"|"3070.0000"|"25872.0000"|"49383.0000"|"28218.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"4272.0000"|"4272.0000"|"157.0000"|""|""|""|""|""|""|""|""|""|""|""|"52610.0000"|"54090.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|"37140.0000"|"54090.0000"|"15470.0000"|""|""|""|""|""|""|""|""|""|"52610.0000"|"54090.0000"|"52610.0000"|"54090.0000"
"01-0373341"|"ATLANTIC PARTNERS EMS, INC."|"998740"|"36446.0000"|"58689.0000"|"3131.0000"|"2.0000"|""|""|""|"31787.0000"|""|""|""|""|""|""|""|""|""|""|"600694.0000"|"494022.0000"|"79647.0000"|"106672.0000"|""|"57171.0000"|""|""|""|""|""|""|""|""|"119224.0000"|"254321.0000"|"5783.0000"|"1557.0000"|""|""|""|""|""|""|""|""|""|""|"22535.0000"|""|""|""|"0.0000"|"83774.0000"|"28318.0000"|"85331.0000"|"90906.0000"|"168990.0000"|""|""|""|""|""|""|""|""|""|""|"90906.0000"|"168990.0000"|"119224.0000"|"254321.0000"
"01-0219810"|"MAINE INSURANCE AGENTS ASSOCIATION"|"995625"|"26742.0000"|"33559.0000"|"74789.0000"|"68876.0000"|""|""|"9804.0000"|"5231.0000"|""|""|""|""|""|""|""|""|"14184.0000"|"20685.0000"|"25991.0000"|"25991.0000"|""|""|"251716.0000"|"277018.0000"|"219142.0000"|"219142.0000"|""|""|""|""|""|"13849.0000"|"596377.0000"|"638360.0000"|"35671.0000"|"13644.0000"|""|""|"5277.0000"|"3637.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"40948.0000"|"17281.0000"|"555429.0000"|"621079.0000"|""|""|""|""|""|""|""|""|""|""|"555429.0000"|"621079.0000"|"596377.0000"|"638360.0000"
"01-0314110"|"AMICUS"|"995626"|"856293.0000"|"1739863.0000"|""|"0.0000"|""|"0.0000"|"767763.0000"|"359380.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|"8392.0000"|"15618.0000"|"392071.0000"|"349255.0000"|"31910.0000"|"42816.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|"1.0000"|"0.0000"|"1664359.0000"|"2157677.0000"|"329376.0000"|"357087.0000"|""|""|"50916.0000"|"53126.0000"|""|""|""|""|""|""|""|""|""|""|"375000.0000"|"375000.0000"|"755292.0000"|"785213.0000"|"821625.0000"|"1292909.0000"|"87442.0000"|"79555.0000"|""|""|""|""|""|""|""|""|"909067.0000"|"1372464.0000"|"1664359.0000"|"2157677.0000"
"01-0349310"|"Treats Falls House, Inc."|"995627"|"34642.0000"|"326770.0000"|""|""|""|""|"332889.0000"|"336370.0000"|""|""|""|""|""|""|""|""|"6480.0000"|"14617.0000"|"1493045.0000"|"961059.0000"|"523939.0000"|"531986.0000"|""|""|""|""|""|""|""|""|"0.0000"|""|"897950.0000"|"1209743.0000"|"383394.0000"|"230042.0000"|""|""|""|""|""|""|""|""|""|""|"681006.0000"|"640932.0000"|"94636.0000"|"526315.0000"|""|""|"1159036.0000"|"1397289.0000"|"-261086.0000"|"-187546.0000"|""|""|""|""|""|""|""|""|""|""|"-261086.0000"|"-187546.0000"|"897950.0000"|"1209743.0000"
"01-0698010"|"HSC NO5 HOUSING DEVELOPMENT FUND COMPANY INC"|"995628"|"81671.0000"|"70113.0000"|"177695.0000"|"284287.0000"|""|""|"889.0000"|"19184.0000"|""|""|""|""|""|""|""|""|"21032.0000"|"20433.0000"|"9372226.0000"|"1883859.0000"|"7793460.0000"|"7488367.0000"|""|""|""|""|""|""|""|""|"26906.0000"|"26960.0000"|"8101653.0000"|"7909344.0000"|"36001.0000"|"24936.0000"|""|""|""|"19636.0000"|""|""|""|""|""|""|"9284500.0000"|"9284500.0000"|""|""|"26231.0000"|"26960.0000"|"9346732.0000"|"9356032.0000"|"-1245079.0000"|"-1446688.0000"|""|""|""|""|""|""|""|""|""|""|"-1245079.0000"|"-1446688.0000"|"8101653.0000"|"7909344.0000"
"01-0764462"|"HOUSING TRUST FUND OF JOHNSON COUNTY"|"995629"|""|"0.0000"|"669881.0000"|"605788.0000"|"3384.0000"|"2184.0000"|""|"3834.0000"|""|"0.0000"|""|"0.0000"|"1035152.0000"|"1432807.0000"|""|"0.0000"|"2892.0000"|"1589.0000"|"5557.0000"|"4045.0000"|"2220.0000"|"1512.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|"2214.0000"|"9620.0000"|"1715743.0000"|"2057334.0000"|"2588.0000"|"4098.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"23000.0000"|"40800.0000"|""|""|"25588.0000"|"44898.0000"|"1546952.0000"|"1907613.0000"|"143203.0000"|"104823.0000"|""|""|""|""|""|""|""|""|"1690155.0000"|"2012436.0000"|"1715743.0000"|"2057334.0000"
"01-0430078"|"DOWNEAST COASTAL CONSERVANCY"|"1000939"|"2176.0000"|"273.0000"|"312144.0000"|"344446.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2391398.0000"|"53340.0000"|"2284119.0000"|"2338058.0000"|"67788.0000"|"74557.0000"|"287213.0000"|"264288.0000"|""|""|""|""|"256080.0000"|"252694.0000"|"3209520.0000"|"3274316.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|"857902.0000"|"852608.0000"|"219174.0000"|"218710.0000"|"2132444.0000"|"2202998.0000"|""|""|""|""|""|""|"3209520.0000"|"3274316.0000"|"3209520.0000"|"3274316.0000"
"01-0581489"|"NEIGHBORHOOD LENDING PARTNERS, INC."|"1003075"|"46358.0000"|"-1851.0000"|""|""|""|""|"75087.0000"|"119639.0000"|""|""|""|""|""|""|""|""|"110501.0000"|"128271.0000"|"1475355.0000"|"414786.0000"|"1094026.0000"|"1060569.0000"|""|""|"18785429.0000"|"18879618.0000"|""|""|""|""|""|""|"20111401.0000"|"20186246.0000"|"353519.0000"|"356106.0000"|""|""|""|""|""|""|""|""|""|""|"809379.0000"|"787448.0000"|""|""|""|""|"1162898.0000"|"1143554.0000"|"6393943.0000"|"6446805.0000"|"12554560.0000"|"12595887.0000"|""|""|""|""|""|""|""|""|"18948503.0000"|"19042692.0000"|"20111401.0000"|"20186246.0000"
"01-0746157"|"AM DAWG INC."|"1003076"|"48005.0000"|"38288.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"27094.0000"|"15247.0000"|"16585.0000"|"11847.0000"|""|""|""|""|""|""|""|""|""|""|"64590.0000"|"50135.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|"64590.0000"|"50135.0000"|"64590.0000"|"50135.0000"|"64590.0000"|"50135.0000"
"01-0211513"|"THE JACKSON LABORATORY"|"1004639"|"25000.0000"|"25000.0000"|"99417194.0000"|"112670128.0000"|"8250873.0000"|"7585709.0000"|"16116963.0000"|"15116879.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"1400000.0000"|"1676820.0000"|"1781697.0000"|"1433830.0000"|"2944913.0000"|"398435130.0000"|"181791286.0000"|"209174137.0000"|"216643844.0000"|"63131936.0000"|"43862800.0000"|"24320916.0000"|"36978265.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"5529920.0000"|"6412541.0000"|"429077589.0000"|"445421776.0000"|"23309140.0000"|"25314041.0000"|"0.0000"|"0.0000"|"5450846.0000"|"6367013.0000"|"79765719.0000"|"77905017.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"14858948.0000"|"18456318.0000"|"123384653.0000"|"128042389.0000"|"262173427.0000"|"277744544.0000"|"35201723.0000"|"31242332.0000"|"8317786.0000"|"8392511.0000"|""|""|""|""|""|""|"305692936.0000"|"317379387.0000"|"429077589.0000"|"445421776.0000"
"01-0211812"|"Bath Area Family YMCA"|"1004640"|"128320.0000"|"80031.0000"|"6364.0000"|"6960.0000"|"3385.0000"|"3946.0000"|"50657.0000"|"43978.0000"|""|""|""|""|""|""|""|""|"4781.0000"|"700.0000"|"6426715.0000"|"1640336.0000"|"4843865.0000"|"4786379.0000"|"227197.0000"|"297152.0000"|"7882.0000"|"4753.0000"|""|""|""|""|"865375.0000"|"803419.0000"|"6137826.0000"|"6027318.0000"|"218124.0000"|"273402.0000"|""|""|"20451.0000"|"6437.0000"|""|""|""|""|""|""|"912410.0000"|"901265.0000"|""|""|"829.0000"|"16153.0000"|"1151814.0000"|"1197257.0000"|"4777000.0000"|"4621049.0000"|""|""|"209012.0000"|"209012.0000"|""|""|""|""|""|""|"4986012.0000"|"4830061.0000"|"6137826.0000"|"6027318.0000"
"01-0284906"|"YORK COMMUNITY SERVICE ASSOCIATION"|"1004641"|"9961.0000"|"4027.0000"|"264371.0000"|"247557.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"3173.0000"|"7284.0000"|"275351.0000"|"84300.0000"|"198289.0000"|"191051.0000"|""|""|""|""|""|""|""|""|""|""|"475794.0000"|"449919.0000"|"5112.0000"|"9656.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"5112.0000"|"9656.0000"|"470682.0000"|"440263.0000"|""|""|""|""|""|""|""|""|""|""|"470682.0000"|"440263.0000"|"475794.0000"|"449919.0000"
"01-0345195"|"SACOPEE RESCUE UNIT INC"|"1004642"|"61725.0000"|"94350.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"881783.0000"|"636750.0000"|"306522.0000"|"245033.0000"|""|""|""|""|""|""|""|""|""|""|"368247.0000"|"339383.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"74875.0000"|"59958.0000"|""|""|""|""|"74875.0000"|"59958.0000"|"293372.0000"|"279425.0000"|""|""|""|""|""|""|""|""|""|""|"293372.0000"|"279425.0000"|"368247.0000"|"339383.0000"
"01-0357895"|"FIFTH MAINE REGIMENT MUSEUM"|"1004643"|"8082.0000"|"9188.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"1000.0000"|"1000.0000"|""|""|"1050000.0000"|""|"1050000.0000"|"1050000.0000"|"47227.0000"|"49929.0000"|""|""|""|""|""|""|"250000.0000"|"250000.0000"|"1356309.0000"|"1360117.0000"|"6147.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"6147.0000"|"0.0000"|"1350162.0000"|"1360117.0000"|""|""|""|""|""|""|""|""|""|""|"1350162.0000"|"1360117.0000"|"1356309.0000"|"1360117.0000"
"01-0377183"|"SUMMER STREET ASSOCIATES CO UPLIFT INC"|"1004644"|"3224.0000"|"12561.0000"|"27325.0000"|"19287.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"296707.0000"|"276549.0000"|"31313.0000"|"20158.0000"|""|""|""|""|""|""|""|""|""|""|"61862.0000"|"52006.0000"|"50499.0000"|"51879.0000"|""|""|""|""|""|""|""|""|""|""|"53585.0000"|"31639.0000"|""|""|"696.0000"|"696.0000"|"104780.0000"|"84214.0000"|"-42918.0000"|"-32208.0000"|""|""|""|""|""|""|""|""|""|""|"-42918.0000"|"-32208.0000"|"61862.0000"|"52006.0000"
"01-0455007"|"MARINE ENVIRONMENTAL RESEARCH INSTITUTE, INC."|"1004645"|"8227.0000"|"11828.0000"|"276625.0000"|"169075.0000"|"27232.0000"|"2993.0000"|"8681.0000"|"0.0000"|""|""|""|""|""|""|""|""|"7428.0000"|"8123.0000"|"1400608.0000"|"891607.0000"|"540915.0000"|"509001.0000"|""|""|""|""|""|""|""|""|""|""|"869108.0000"|"701020.0000"|"14154.0000"|"20303.0000"|""|""|""|""|""|""|""|""|""|""|"167236.0000"|"153947.0000"|""|""|""|""|"181390.0000"|"174250.0000"|"514218.0000"|"425453.0000"|"173500.0000"|"101317.0000"|""|""|""|""|""|""|""|""|"687718.0000"|"526770.0000"|"869108.0000"|"701020.0000"
"01-0505456"|"Sail Maine"|"1004647"|"26441.0000"|"26066.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"178773.0000"|"67951.0000"|"45604.0000"|"110822.0000"|""|""|""|""|""|""|""|""|""|""|"72045.0000"|"136888.0000"|""|"16185.0000"|""|""|"1637.0000"|"4075.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"1637.0000"|"20260.0000"|""|""|""|""|""|""|""|""|""|""|"70408.0000"|"116628.0000"|"70408.0000"|"116628.0000"|"72045.0000"|"136888.0000"
"01-0596561"|"LIBERTY LODGE INC"|"1004648"|"63300.0000"|"118266.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"221495.0000"|"61389.0000"|"162363.0000"|"160106.0000"|""|""|""|""|""|""|""|""|""|""|"225663.0000"|"278372.0000"|"13763.0000"|"6576.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"13763.0000"|"6576.0000"|""|""|""|""|""|""|"211900.0000"|"271796.0000"|""|""|""|""|"211900.0000"|"271796.0000"|"225663.0000"|"278372.0000"
"01-0608595"|"AMERICAN CARIBBEAN EXPERIENCE INC"|"1004649"|"115833.0000"|"155347.0000"|"663.0000"|"663.0000"|""|""|"202.0000"|""|""|""|""|""|"8421.0000"|"8421.0000"|""|""|""|""|"575534.0000"|"70547.0000"|"523530.0000"|"504987.0000"|""|"6208.0000"|""|""|""|""|""|""|""|""|"648649.0000"|"675626.0000"|"594.0000"|"642.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"594.0000"|"642.0000"|"648055.0000"|"674984.0000"|""|""|""|""|""|""|""|""|""|""|"648055.0000"|"674984.0000"|"648649.0000"|"675626.0000"
"01-0621493"|"ALS THERAPY ALLIANCE INC."|"1004650"|"3225747.0000"|"3980143.0000"|"5125890.0000"|"5631934.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|"1094.0000"|""|""|""|""|"503008.0000"|""|"842.0000"|""|""|""|""|""|""|""|"8855487.0000"|"9613171.0000"|""|"8583.0000"|"3585741.0000"|"1922393.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"3585741.0000"|"1930976.0000"|"5269746.0000"|"7682195.0000"|""|""|""|""|""|""|""|""|""|""|"5269746.0000"|"7682195.0000"|"8855487.0000"|"9613171.0000"
"01-0697206"|"LHASA HAPPY HOMES RESCUE INC"|"1004651"|"101963.0000"|"129280.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"101963.0000"|"129280.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"63.0000"|"119.0000"|"63.0000"|"119.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"101900.0000"|"129161.0000"|"101900.0000"|"129161.0000"|"101963.0000"|"129280.0000"
"01-0719207"|"FIRST MEDICAL INSURANCE COMPANY (RRG)"|"1004652"|"8800843.0000"|"3716914.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"179402.0000"|"186771.0000"|""|""|"0.0000"|""|"37345207.0000"|"48658507.0000"|"55909200.0000"|"60619882.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"102234652.0000"|"113182074.0000"|"389572.0000"|"161107.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"50159831.0000"|"47398769.0000"|"50549403.0000"|"47559876.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"5149516.0000"|"5149516.0000"|"46535733.0000"|"60472682.0000"|"51685249.0000"|"65622198.0000"|"102234652.0000"|"113182074.0000"
"01-0735797"|"HOMELAND PROTECTION INSTITUTE, LTD."|"1004653"|"118674.0000"|"186812.0000"|""|""|""|""|"226232.0000"|"439353.0000"|""|""|""|""|""|""|""|""|"4175.0000"|"1242.0000"|"16622.0000"|"9018.0000"|"996.0000"|"7604.0000"|""|""|""|""|""|""|""|""|"3970.0000"|"3970.0000"|"354047.0000"|"638981.0000"|"274799.0000"|"560731.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"50000.0000"|"25000.0000"|""|""|"324799.0000"|"585731.0000"|""|""|""|""|""|""|"-20821.0000"|"-20821.0000"|"0.0000"|"0.0000"|"50069.0000"|"74071.0000"|"29248.0000"|"53250.0000"|"354047.0000"|"638981.0000"
"01-0803109"|"INTERNATIONAL SEMATECH MANUFACTURING INITIATIVE INC"|"1004656"|"1379600.0000"|"104249.0000"|"1477151.0000"|"1046670.0000"|""|""|"152967.0000"|"1238826.0000"|""|""|""|""|""|""|""|""|""|""|"2413968.0000"|"1545072.0000"|"1456582.0000"|"868896.0000"|"310935.0000"|"219842.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"4777235.0000"|"3478483.0000"|"3074494.0000"|"2878112.0000"|""|""|"9375.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|"3618835.0000"|"3811611.0000"|"6702704.0000"|"6689723.0000"|"-1965804.0000"|"-3219917.0000"|"40335.0000"|"8677.0000"|""|""|""|""|""|""|""|""|"-1925469.0000"|"-3211240.0000"|"4777235.0000"|"3478483.0000"
"01-0811961"|"INTERNATIONAL ASSOCIATION OF SOFTWARE ARCHITECTS"|"1004657"|"57820.0000"|"66552.0000"|""|""|""|""|"27000.0000"|"152607.0000"|""|""|""|""|""|"14515.0000"|""|""|""|""|"53588.0000"|"44587.0000"|"14668.0000"|"9001.0000"|""|""|""|""|""|""|""|""|"8395.0000"|"9988.0000"|"107883.0000"|"252663.0000"|"72573.0000"|"159648.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"138796.0000"|"168740.0000"|"211369.0000"|"328388.0000"|"-103486.0000"|"-75725.0000"|""|""|""|""|""|""|""|""|""|""|"-103486.0000"|"-75725.0000"|"107883.0000"|"252663.0000"
"01-0867393"|"CR JRS CHIP"|"1004659"|"308880.0000"|"303805.0000"|""|""|""|""|"1207.0000"|"431.0000"|""|""|""|""|""|""|""|""|""|""|"9643.0000"|"8968.0000"|"2604.0000"|"675.0000"|""|""|""|""|""|""|""|""|""|""|"312691.0000"|"304911.0000"|"9497.0000"|"4123.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"9497.0000"|"4123.0000"|"266425.0000"|"291475.0000"|"36769.0000"|"9313.0000"|""|""|""|""|""|""|""|""|"303194.0000"|"300788.0000"|"312691.0000"|"304911.0000"
"01-6010506"|"LOCAL 716 HEALTH & WELFARE TRUST FUND"|"1004660"|""|"0.0000"|"107879.0000"|"578403.0000"|""|"0.0000"|"469681.0000"|"463743.0000"|""|"0.0000"|"305173.0000"|"126369.0000"|""|"0.0000"|""|"0.0000"|"176378.0000"|"172578.0000"|""|""|""|"0.0000"|"4700153.0000"|"4946756.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|"62077.0000"|"39783.0000"|"5821341.0000"|"6327632.0000"|"135922.0000"|"194005.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"4769166.0000"|"5029548.0000"|"4905088.0000"|"5223553.0000"|"916253.0000"|"1104079.0000"|""|""|""|""|""|""|""|""|""|""|"916253.0000"|"1104079.0000"|"5821341.0000"|"6327632.0000"
