"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"GRANTS_ORGS_US"|"GRANTS_INDIVIDUALS_US"|"GRANTS_ORGS_NON_US"|"BENEFITS_TOTAL"|"COMPENSATION_CURRENT"|"COMPENSATION_DISQUALIFIED"|"WAGES_TOTAL"|"PENSION_TOTAL"|"EMPLOYEE_BENEFITS_TOTAL"|"PAYROLL_TAX_TOTAL"|"FEES_MANAGEMENT"|"FEES_LEGAL"|"ACCOUNTING_FEES_TOTAL"|"FEES_LOBBYING"|"FUNDRAISING_TOTAL"|"FEES_INVESTMENTS"|"FEES_OTHER"|"ADS_PROMO"|"OFFICE"|"INFO_TECH"|"EXP_ROYALTIES"|"OCCUPANCY_TOTAL"|"TRAVEL_TOTAL"|"ENTERTAIN_OFFICIALS"|"MEETINGS_TOTAL"|"INTEREST_TOTAL"|"PAYMENTS"|"DEPRECIATION_TOTAL"|"INSURANCE"|"EXPENSE_A_TOTAL"|"EXPENSE_B_TOTAL"|"EXPENSE_C_TOTAL"|"EXPENSE_D_TOTAL"|"EXPENSE_E_TOTAL"|"EXPENSES_TOTAL"|"TOTAL_PROGRAM_SERVICES"|"TOTAL_MANAGEMENT"|"TOTAL_FUNDRAISING"|"REPORT_COSTS_CBX"|"JOINT_TOTAL"|"JOINT_SERVICES"|"JOINT_GENERAL"|"JOINT_FUNDRAISING"|"ALL_OTHER_EXPENSES"|"EXPENSE_A_DESC"|"EXPENSE_B_DESC"|"EXPENSE_C_DESC"|"EXPENSE_D_DESC"
"01-0469062"|"INDEPENDENT SCHOOLS ASSOCIATION OF NORTHERN NEW ENGLAND"|"1011447"|""|""|""|""|"115266.0000"|""|"17332.0000"|""|"6772.0000"|"10538.0000"|""|""|"6335.0000"|""|""|""|""|""|"6183.0000"|""|""|""|""|""|"24991.0000"|""|""|"424.0000"|""|"5333.0000"|"5094.0000"|"300.0000"|"175152.0000"|""|"373720.0000"|"221634.0000"|"152086.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0365436"|"Maine Administrators of Services For Children With Disabilities"|"1015984"|"0.0000"|"1450.0000"|"0.0000"|"0.0000"|"97166.0000"|"0.0000"|"38627.0000"|"0.0000"|"0.0000"|"10323.0000"|"0.0000"|"0.0000"|"10950.0000"|"0.0000"|"0.0000"|"0.0000"|"407700.0000"|"0.0000"|"2850.0000"|"0.0000"|"0.0000"|"10691.0000"|"10703.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"1684.0000"|"3736.0000"|"3486.0000"|"2470.0000"|"3169.0000"|"8000.0000"|""|"669976.0000"|"612712.0000"|"57264.0000"|"0.0000"|""|""|""|""|""|"55243.0000"|""|""|""|""
"01-0490422"|"PERSONAL ONSITE DEVELOPMENT"|"1011448"|""|""|""|""|"70345.0000"|""|"419560.0000"|"6878.0000"|"117481.0000"|"40108.0000"|""|"280.0000"|"5750.0000"|""|""|""|"3066.0000"|""|"24854.0000"|""|""|"47335.0000"|""|""|"3954.0000"|"1297.0000"|""|"18088.0000"|"17626.0000"|"25732.0000"|"458.0000"|""|""|""|"802812.0000"|"553872.0000"|"248940.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0803356"|"STEWART COUNTY ANIMAL MANAGEMENT PROGRAM"|"1011449"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"196.0000"|""|""|""|""|""|""|""|""|""|""|""|"19058.0000"|"109.0000"|"25.0000"|"20.0000"|""|"19421.0000"|"19421.0000"|"0.0000"|"0.0000"|""|""|""|""|""|"13.0000"|""|""|""|""
"01-6014236"|"MORSE HIGH SCHOOL SCHOLARSHIP FUND"|"1011450"|""|"173278.0000"|""|""|""|""|""|""|""|""|""|""|"795.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"22109.0000"|"350.0000"|"302.0000"|"76.0000"|""|"197002.0000"|"173930.0000"|"23072.0000"|"0.0000"|""|""|""|""|""|"92.0000"|""|""|""|""
"01-0524313"|"WINDHAM SCHOOL AGE CHILDCARE ASSOC"|"1011898"|""|""|""|""|""|""|"267546.0000"|""|""|"26753.0000"|"134.0000"|"91.0000"|"675.0000"|""|""|""|"2710.0000"|"240.0000"|"2099.0000"|""|""|"19525.0000"|"4622.0000"|""|"7069.0000"|""|""|"990.0000"|"10351.0000"|"37497.0000"|"231.0000"|""|""|""|"380533.0000"|"380533.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0356261"|"AMERICAN VETERANS OF WWII"|"1014960"|""|""|""|""|"0.0000"|"0.0000"|"70123.0000"|""|""|"6428.0000"|""|""|"1045.0000"|""|""|""|""|""|""|""|""|"20031.0000"|""|""|"2192.0000"|""|""|"4964.0000"|""|"72811.0000"|"10762.0000"|"7653.0000"|"7195.0000"|""|"221969.0000"|"0.0000"|"221969.0000"|"0.0000"|""|""|""|""|""|"18765.0000"|""|""|""|""
"01-0286541"|"Maine Dental Service Corporation"|"1019051"|"177500.0000"|""|""|"71346081.0000"|"101250.0000"|""|"439430.0000"|"9430.0000"|"111620.0000"|"32356.0000"|""|"34519.0000"|"21139.0000"|""|""|"103726.0000"|"18920.0000"|"489939.0000"|"76411.0000"|""|""|"58972.0000"|"36340.0000"|""|"62591.0000"|"101.0000"|""|"14050.0000"|"21442.0000"|"6442613.0000"|"2850159.0000"|"133280.0000"|"14600.0000"|""|"82657858.0000"|"74635363.0000"|"8022495.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0436841"|"Bangor Hydro Electric Company VEBA TRUST"|"1019053"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"6449.0000"|""|""|""|""|"6449.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0553641"|"South Carolina United Methodist Camps and Retreat Ministries"|"1019054"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"76360.0000"|"0.0000"|"266458.0000"|"15216.0000"|"0.0000"|"11443.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"41717.0000"|"0.0000"|"0.0000"|"0.0000"|"8400.0000"|"3770.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"126139.0000"|"104593.0000"|"63401.0000"|"19060.0000"|"109025.0000"|"62079.0000"|""|"1063530.0000"|"900569.0000"|"132787.0000"|"30174.0000"|""|""|""|""|""|"19329.0000"|""|""|""|""
"01-0724403"|"Wild Waterways Conservancy Inc"|"1016079"|""|""|""|""|""|""|""|""|""|""|"11687.0000"|"4269.0000"|"4495.0000"|""|""|""|""|""|"62.0000"|"209.0000"|""|"4000.0000"|""|""|""|""|""|"74.0000"|"3504.0000"|"10519.0000"|"958.0000"|"255.0000"|"208.0000"|""|"40417.0000"|"15671.0000"|"24746.0000"|"0.0000"|""|""|""|""|""|"177.0000"|""|""|""|""
"01-0462738"|"UA LOCAL 716 APPRENTICESHIP & TRAINING"|"1016781"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"61005.0000"|"0.0000"|"8196.0000"|"9622.0000"|"9030.0000"|"15591.0000"|"15430.0000"|"0.0000"|"0.0000"|"0.0000"|"321.0000"|"0.0000"|"4707.0000"|"0.0000"|"0.0000"|"24543.0000"|"1194.0000"|"0.0000"|"1692.0000"|"7100.0000"|"0.0000"|"42797.0000"|"6952.0000"|"1975.0000"|"3162.0000"|"37404.0000"|"1161.0000"|""|"255675.0000"|"246645.0000"|"9030.0000"|"0.0000"|""|""|""|""|""|"3793.0000"|""|""|""|""
"01-0634942"|"OHIO CAPITAL FINANCE CORPORATION"|"1019055"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"118315.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"23541.0000"|"50871.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"7275.0000"|"10449.0000"|"0.0000"|"0.0000"|"0.0000"|"19692.0000"|"0.0000"|"5600.0000"|"77300.0000"|"0.0000"|"0.0000"|"14289.0000"|"17.0000"|"115812.0000"|"40932.0000"|"357362.0000"|""|"1656351.0000"|"1595031.0000"|"61320.0000"|""|""|"0.0000"|""|""|""|"814896.0000"|""|""|""|""
"01-0722641"|"Sheriffs Memorial & Benevolent Society of Travis County"|"1019056"|"6925.0000"|"80415.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"250.0000"|"250.0000"|"2011.0000"|"170.0000"|""|"99691.0000"|"99649.0000"|"42.0000"|"0.0000"|""|""|""|""|""|"9406.0000"|""|""|""|""
"01-6029461"|"LOCAL 1253 HEALTH & WELFARE FUND"|"1019057"|""|""|""|"1563819.0000"|""|""|""|""|""|""|"51872.0000"|"28717.0000"|"12159.0000"|""|""|"13201.0000"|"6398.0000"|""|"8340.0000"|""|""|""|""|""|"5752.0000"|""|""|""|""|"12832.0000"|"2092.0000"|"428.0000"|""|""|"1705610.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0170013"|"Shriners International"|"1014166"|""|""|""|""|""|""|"41444.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"46170.0000"|""|""|"131464.0000"|"110437.0000"|"95717.0000"|"75452.0000"|""|"650529.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|"149845.0000"|""|""|""|""
"01-0275734"|"ASSOCIATED GENERAL CONTRACTORS OF MAINE INC"|"1014168"|""|""|""|""|"210719.0000"|""|"50230.0000"|"2511.0000"|"9388.0000"|"17007.0000"|""|"1623.0000"|"9653.0000"|"14579.0000"|""|""|"5282.0000"|"10198.0000"|"38461.0000"|""|""|"48132.0000"|"6553.0000"|""|""|"459.0000"|""|"13116.0000"|"7131.0000"|"76772.0000"|"65569.0000"|"61864.0000"|"47601.0000"|""|"714602.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0514334"|"TD Bank Beach to Beacon 10K Inc"|"1014169"|"4515.0000"|""|""|""|""|""|""|""|""|""|""|""|"325.0000"|""|""|""|"149122.0000"|"3333.0000"|"6086.0000"|""|""|""|"42598.0000"|""|""|""|""|""|"1950.0000"|"134548.0000"|"61050.0000"|"56878.0000"|"33882.0000"|""|"617778.0000"|"567453.0000"|"50325.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0520871"|"CONSUMERS WATER CO SVC CO VEBA"|"1014170"|""|""|""|"193011.0000"|"4266.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"20250.0000"|"15000.0000"|"24201.0000"|"86662.0000"|""|"346527.0000"|""|""|""|""|""|""|""|""|"3137.0000"|""|""|""|""
"01-0659863"|"RAW INSPIRATION, INC"|"1014171"|"37932.0000"|""|""|""|"87977.0000"|"0.0000"|"392124.0000"|""|"570.0000"|"44887.0000"|""|"16712.0000"|"6805.0000"|""|""|""|""|"21369.0000"|"29171.0000"|"2194.0000"|""|"110916.0000"|""|""|""|""|""|"3107.0000"|"58360.0000"|"127780.0000"|"60029.0000"|"51209.0000"|"22131.0000"|""|"1123479.0000"|"979726.0000"|"143753.0000"|"0.0000"|""|""|""|""|""|"50206.0000"|""|""|""|""
"01-0740113"|"KHMER ARTS ACADEMY"|"1014172"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"54000.0000"|"0.0000"|"93020.0000"|"0.0000"|"6797.0000"|"3985.0000"|"0.0000"|"0.0000"|"7200.0000"|"0.0000"|"0.0000"|"0.0000"|"14390.0000"|"1172.0000"|"3685.0000"|"0.0000"|"0.0000"|"34314.0000"|"91223.0000"|"0.0000"|"0.0000"|"2788.0000"|"0.0000"|"22541.0000"|"5071.0000"|"3381.0000"|"4395.0000"|"3589.0000"|"16510.0000"|""|"383670.0000"|"316606.0000"|"65811.0000"|"1253.0000"|""|""|""|""|""|"15609.0000"|""|""|""|""
"01-0781234"|"The Moore Free Care Clinic Inc"|"1014173"|""|""|""|""|""|""|"352904.0000"|""|""|"27430.0000"|""|""|""|""|""|""|""|""|"31581.0000"|""|""|""|""|""|""|""|""|"31800.0000"|""|"2080227.0000"|"2516694.0000"|"17527.0000"|"8229.0000"|""|"5334261.0000"|"5152659.0000"|"181602.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0814641"|"FUSION (FRIENDS UNITED TO SHELTER THE INDIGENT OPPRESSED & NEEDY)"|"1014174"|""|""|""|""|"0.0000"|"0.0000"|""|""|""|""|""|""|"1250.0000"|""|""|""|""|""|"1734.0000"|""|""|""|""|""|""|""|""|"32113.0000"|"7587.0000"|"50591.0000"|"34142.0000"|"22651.0000"|"10775.0000"|""|"174854.0000"|"164324.0000"|"10530.0000"|"0.0000"|""|""|""|""|""|"14011.0000"|""|""|""|""
"01-0588839"|"THE MIDDLETOWN TOWNSHIP CULTURAL AND ARTS COUNCIL INC"|"1016783"|""|""|""|""|"15000.0000"|""|"251353.0000"|""|""|"30508.0000"|""|""|"1975.0000"|""|""|""|"99942.0000"|"3265.0000"|"42339.0000"|"825.0000"|""|"28957.0000"|""|""|"113.0000"|""|""|"20008.0000"|"7903.0000"|"13000.0000"|"7686.0000"|"5687.0000"|"4828.0000"|""|"548955.0000"|"386310.0000"|"147251.0000"|"15394.0000"|""|""|""|""|""|""|""|""|""|""
"01-0661979"|"MAJESTIC THEATER ASSOCIATION"|"1016784"|""|""|""|""|"0.0000"|"0.0000"|"1433.0000"|""|""|""|""|"1069.0000"|""|""|""|""|""|"4010.0000"|"3964.0000"|""|""|"22231.0000"|""|""|""|""|""|"26155.0000"|"3637.0000"|"22550.0000"|"6000.0000"|"3062.0000"|"1007.0000"|""|"97515.0000"|"84845.0000"|"10396.0000"|"2274.0000"|""|""|""|""|""|"2397.0000"|""|""|""|""
"01-0974537"|"BRING CHANGE 2 MIND"|"1016785"|"250.0000"|""|""|""|""|""|"32453.0000"|""|""|"12729.0000"|""|""|""|""|""|""|"86232.0000"|"23040.0000"|"9271.0000"|"52516.0000"|""|"3000.0000"|"8032.0000"|""|"4500.0000"|""|""|""|"11093.0000"|"16954.0000"|"14088.0000"|"6265.0000"|"1279.0000"|""|"281762.0000"|"168611.0000"|"58288.0000"|"54863.0000"|""|""|""|""|""|"60.0000"|""|""|""|""
"01-0974882"|"Faith & Dreams Academy Inc."|"1016786"|""|""|""|""|"50769.0000"|"0.0000"|"497982.0000"|""|"61679.0000"|"45993.0000"|""|"694.0000"|"7107.0000"|""|""|""|""|""|"12379.0000"|"8243.0000"|""|"78050.0000"|"29768.0000"|""|"8545.0000"|""|""|""|"3249.0000"|"104713.0000"|"20626.0000"|"17803.0000"|"16695.0000"|""|"1011214.0000"|"744597.0000"|"266617.0000"|"0.0000"|""|""|""|""|""|"46919.0000"|""|""|""|""
"01-0364237"|"Good Neighbors Inc"|"1018126"|""|""|""|""|"123278.0000"|""|"2186392.0000"|""|"504477.0000"|"116559.0000"|""|"2971.0000"|"18649.0000"|""|""|""|""|"1685.0000"|"116784.0000"|""|""|"95468.0000"|"53219.0000"|""|""|"22590.0000"|""|"51624.0000"|"15585.0000"|"157888.0000"|"10419.0000"|"5195.0000"|""|""|"3482783.0000"|"2808128.0000"|"674655.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0376239"|"STELLA MARIS HOUSING DEVELOPMENT CORP"|"1018127"|""|""|""|""|""|""|"82085.0000"|""|"28890.0000"|"8878.0000"|"28224.0000"|"235.0000"|"7200.0000"|""|""|""|""|"1480.0000"|"10121.0000"|""|""|""|""|""|""|"146093.0000"|""|"129063.0000"|""|"58333.0000"|"32418.0000"|"28274.0000"|"15111.0000"|""|"597200.0000"|"491374.0000"|"105826.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0566395"|"BUILDERS BEYOND BORDERS, INC."|"1018128"|""|""|""|""|""|""|"168846.0000"|""|""|"14108.0000"|""|""|"10121.0000"|""|""|""|""|"763.0000"|"16070.0000"|""|""|""|"387243.0000"|""|"1181.0000"|""|""|"2753.0000"|""|"112374.0000"|"45675.0000"|"33115.0000"|"21590.0000"|""|"871194.0000"|"660348.0000"|"184088.0000"|"26758.0000"|""|""|""|""|""|"57355.0000"|""|""|""|""
"01-0124841"|"MT PLEASANT CEMETERY CORPORATION"|"1019050"|"25.0000"|""|""|""|""|""|"38017.0000"|""|""|"5682.0000"|""|""|"2711.0000"|""|""|""|""|""|"744.0000"|"120.0000"|""|"426.0000"|"705.0000"|""|""|"16.0000"|""|"2559.0000"|"2884.0000"|"7685.0000"|"1939.0000"|"1019.0000"|"613.0000"|""|"65206.0000"|"61787.0000"|"3419.0000"|"0.0000"|""|""|""|""|""|"61.0000"|""|""|""|""
"01-0211546"|"Community Health and Nursing Services"|"1020650"|""|""|""|""|""|""|"5487454.0000"|"111927.0000"|"568957.0000"|"438996.0000"|"211869.0000"|"75.0000"|"30000.0000"|""|""|""|"149078.0000"|"23707.0000"|"81760.0000"|"106829.0000"|""|"100175.0000"|"224065.0000"|""|""|""|""|"142219.0000"|"14980.0000"|"748804.0000"|"68738.0000"|"67682.0000"|"61527.0000"|""|"8661471.0000"|"7674278.0000"|"987193.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0409428"|"SCARBOROUGH ECONOMIC DEV. CORP"|"1025133"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"86586.0000"|"50856.0000"|"14025.0000"|"13346.0000"|"11088.0000"|"0.0000"|"0.0000"|"1650.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"2005.0000"|"3273.0000"|"6518.0000"|"0.0000"|"13792.0000"|"1482.0000"|"0.0000"|"6075.0000"|"0.0000"|"0.0000"|"1718.0000"|"3749.0000"|"15974.0000"|"1188.0000"|"1583.0000"|"2279.0000"|""|"237187.0000"|"237187.0000"|"0.0000"|"0.0000"|""|""|""|""|""|"0.0000"|""|""|""|""
"01-0443774"|"HANCOCK COUNTY HABITAT FOR HUMANITY"|"1025134"|""|""|""|""|""|""|"44177.0000"|""|"13802.0000"|"3175.0000"|""|"3468.0000"|"3475.0000"|""|""|""|"275.0000"|""|"3828.0000"|""|""|"570.0000"|""|""|""|""|""|"3138.0000"|"4370.0000"|"104175.0000"|"36520.0000"|"1544.0000"|""|""|"222877.0000"|"173576.0000"|"23919.0000"|"25382.0000"|""|""|""|""|""|"360.0000"|""|""|""|""
"01-0656674"|"BRUNSWICK SENIOR RESOURCES. INC."|"1025136"|""|""|""|""|""|""|"868891.0000"|"30445.0000"|"160480.0000"|"98287.0000"|""|""|"95176.0000"|""|""|""|"23310.0000"|""|""|""|""|"14650.0000"|"28277.0000"|""|"4234.0000"|""|""|"28579.0000"|"22191.0000"|"218429.0000"|"173070.0000"|"149461.0000"|"104089.0000"|""|"2193820.0000"|"1583600.0000"|"610220.0000"|"0.0000"|""|""|""|""|""|"174251.0000"|""|""|""|""
"01-0805468"|"LIVING BREAD RADIO INC"|"1025137"|""|""|""|""|""|""|"103648.0000"|""|""|"9357.0000"|""|""|"850.0000"|""|""|""|"7372.0000"|"2975.0000"|""|""|""|"27264.0000"|"40.0000"|""|"17821.0000"|"12632.0000"|""|"33678.0000"|"2759.0000"|"1555.0000"|"11122.0000"|"4890.0000"|"10211.0000"|""|"256743.0000"|"256743.0000"|"0.0000"|"0.0000"|""|""|""|""|""|"10569.0000"|""|""|""|""
"01-0496745"|"CHOICES"|"1020651"|""|""|""|""|""|""|"142482.0000"|""|"27005.0000"|"11452.0000"|""|""|"1745.0000"|""|""|""|""|""|""|""|""|"17116.0000"|""|""|""|""|"236399.0000"|"185.0000"|"8802.0000"|"62992.0000"|"62618.0000"|"36073.0000"|"9643.0000"|""|"630588.0000"|"618470.0000"|"12118.0000"|"0.0000"|""|""|""|""|""|"14076.0000"|""|""|""|""
"01-0766844"|"FURKIDS INC"|"1020654"|""|""|""|""|"43333.0000"|""|""|""|""|"3315.0000"|""|""|"4025.0000"|""|""|""|"79129.0000"|""|"4213.0000"|"3879.0000"|""|"65022.0000"|"6531.0000"|""|""|""|""|"9169.0000"|""|"151917.0000"|"28113.0000"|"8596.0000"|"23074.0000"|""|"460026.0000"|"406116.0000"|"25996.0000"|"27914.0000"|""|""|""|""|""|"29710.0000"|""|""|""|""
"01-0229448"|"WASHINGTON ACADEMY"|"1021769"|""|""|""|""|""|""|"3075170.0000"|""|"495440.0000"|"117968.0000"|""|""|""|""|"1844.0000"|"17282.0000"|"51412.0000"|"50575.0000"|"40781.0000"|"58202.0000"|""|"356209.0000"|"92705.0000"|""|"2200.0000"|""|""|"350852.0000"|"41179.0000"|"450999.0000"|"381818.0000"|"277339.0000"|"192247.0000"|""|"6323785.0000"|"3796147.0000"|"2427526.0000"|"100112.0000"|""|""|""|""|""|""|""|""|""|""
"01-0538045"|"TEEN AND YOUNG PARENT PROGRAM OF KNOX COUNTY"|"1021771"|""|""|""|""|""|""|""|""|""|""|""|""|"1800.0000"|""|""|""|""|"100.0000"|"60.0000"|""|""|"17817.0000"|"19408.0000"|""|""|""|""|""|"1179.0000"|"263132.0000"|"126041.0000"|"14108.0000"|"10953.0000"|""|"484650.0000"|"439014.0000"|"42386.0000"|"3250.0000"|""|""|""|""|""|"30052.0000"|""|""|""|""
"01-0153128"|"Greater Rumford Community Center"|"1025123"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"95662.0000"|"0.0000"|"4462.0000"|"13772.0000"|"0.0000"|"550.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"9796.0000"|"1214.0000"|"315.0000"|"1113.0000"|"0.0000"|"65896.0000"|"0.0000"|"0.0000"|"0.0000"|"385.0000"|"0.0000"|"1549.0000"|"0.0000"|"2391.0000"|"2540.0000"|"1055.0000"|"10319.0000"|""|"213723.0000"|"213723.0000"|"0.0000"|"0.0000"|""|""|""|""|""|"2704.0000"|""|""|""|""
"01-0228297"|"SKIDOMPHA LIBRARY ASSOCIATION"|"1025124"|""|""|""|""|"48401.0000"|""|"133553.0000"|""|"18435.0000"|"16856.0000"|""|""|"1743.0000"|""|""|""|""|""|"11706.0000"|"17044.0000"|""|"50222.0000"|""|""|""|""|""|"58191.0000"|""|"6793.0000"|"26547.0000"|"18673.0000"|"4196.0000"|""|"440597.0000"|"365071.0000"|"37147.0000"|"38379.0000"|""|""|""|""|""|"28237.0000"|""|""|""|""
"01-0275447"|"Children's Center Early Intervention & Family Support"|"1025125"|""|""|""|""|"75439.0000"|""|"1598820.0000"|""|"192706.0000"|"144863.0000"|""|"38869.0000"|"5770.0000"|""|""|""|"6077.0000"|"9194.0000"|""|""|""|"62350.0000"|"31863.0000"|""|"28967.0000"|""|""|"65702.0000"|"28597.0000"|"442201.0000"|"26142.0000"|"23079.0000"|"20367.0000"|""|"2858373.0000"|"2707650.0000"|"145546.0000"|"5177.0000"|""|""|""|""|""|"57367.0000"|""|""|""|""
"01-0280221"|"COMMUNITY LIVING ASSOCIATION"|"1025126"|""|""|""|""|""|""|"5405639.0000"|""|"1237439.0000"|""|""|"4412.0000"|"20913.0000"|""|""|""|"53828.0000"|""|""|""|""|""|"57282.0000"|""|""|"57996.0000"|""|""|"36914.0000"|"422343.0000"|"248650.0000"|"237337.0000"|"122484.0000"|""|"8363759.0000"|"7725023.0000"|"638736.0000"|"0.0000"|""|""|""|""|""|"458522.0000"|""|""|""|""
"01-0348849"|"MAPS"|"1025127"|""|"128663.0000"|"9000.0000"|""|""|""|"3078103.0000"|""|"630437.0000"|"284385.0000"|""|""|""|""|""|""|""|""|""|""|""|"77372.0000"|"117337.0000"|""|"28805.0000"|"57313.0000"|""|"195461.0000"|""|"143900.0000"|"134170.0000"|"117236.0000"|"116621.0000"|""|"5794186.0000"|"5266096.0000"|"457049.0000"|"71041.0000"|""|""|""|""|""|"675383.0000"|""|""|""|""
"01-0351077"|"Maine Cancer Foundation"|"1025128"|"987344.0000"|""|""|""|"71269.0000"|""|"206182.0000"|"4258.0000"|"38135.0000"|"25486.0000"|""|""|"9006.0000"|""|""|"13283.0000"|"4590.0000"|"6551.0000"|"28135.0000"|"30702.0000"|""|"49736.0000"|"1347.0000"|""|"9810.0000"|""|""|"6593.0000"|"3810.0000"|"132320.0000"|"98371.0000"|"2728.0000"|"542.0000"|""|"1730198.0000"|"1369098.0000"|"122477.0000"|"238623.0000"|"Y"|"132320.0000"|"132320.0000"|"0.0000"|"0.0000"|""|""|""|""|""
"01-0372997"|"PORTLAND SCHOOL OF BALLET"|"1025130"|""|""|""|""|"10000.0000"|""|"125474.0000"|""|""|"8558.0000"|""|"500.0000"|""|""|""|""|""|"17042.0000"|""|""|""|"62651.0000"|"1734.0000"|""|""|""|""|"2992.0000"|""|"55343.0000"|"35074.0000"|"21701.0000"|"15245.0000"|""|"397338.0000"|"306876.0000"|"73418.0000"|"17044.0000"|""|""|""|""|""|"41024.0000"|""|""|""|""
"01-0385020"|"HOSPICE VOLUNTEERS OF HANCOCK COUNTY"|"1025132"|""|""|""|""|""|""|"147814.0000"|""|"14437.0000"|"12247.0000"|""|""|"7989.0000"|""|""|"8171.0000"|""|"16659.0000"|"11486.0000"|""|""|"10801.0000"|"1772.0000"|""|"2819.0000"|""|""|"7591.0000"|"6313.0000"|"5140.0000"|"3901.0000"|"3417.0000"|"1498.0000"|""|"262055.0000"|"207590.0000"|"28849.0000"|"25616.0000"|""|""|""|""|""|""|""|""|""|""
"01-0825719"|"Vision Rescue International"|"1025138"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"1430.0000"|"0.0000"|"50.0000"|"179.0000"|"33.0000"|""|""|"1692.0000"|"0.0000"|"1692.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0869176"|"MOREHOUSE SENIOR APARTMENTS, INC"|"1025139"|""|""|""|""|""|""|"14236.0000"|""|"746.0000"|"1298.0000"|"7070.0000"|""|"9827.0000"|""|""|""|""|""|""|""|""|"11233.0000"|""|""|""|""|""|"31751.0000"|"7983.0000"|"3921.0000"|"3841.0000"|"2721.0000"|"925.0000"|""|"96379.0000"|"64373.0000"|"32006.0000"|"0.0000"|""|""|""|""|""|"827.0000"|""|""|""|""
"01-6013485"|"BANGOR YMCA FOUNDATION"|"1025140"|"59314.0000"|""|""|""|"0.0000"|"0.0000"|""|""|""|""|""|"110.0000"|"1845.0000"|""|""|"1730.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"62999.0000"|"59314.0000"|"3685.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-6123853"|"BC&T, LOCAL # 334"|"1025141"|""|""|""|"301130.0000"|"1316.0000"|"0.0000"|""|""|""|""|""|"4151.0000"|"17995.0000"|""|""|"26650.0000"|"2960.0000"|""|"425.0000"|""|""|"970.0000"|"1963.0000"|""|""|""|""|"371.0000"|""|"299590.0000"|"144271.0000"|"58579.0000"|"40858.0000"|""|"903409.0000"|""|""|""|""|""|""|""|""|"2180.0000"|""|""|""|""
