"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"PROVIDE_DESCRIPTION"|"NEEDS_ASSESSMENT"|"PATIENT_EDUCATION"|"COMMUNITY_INFORMATION"|"COMMUNITY_ACIVITIES"|"OTHER_INFORMATION"|"AFFILIATED_SYSTEM"|"IDENTIFY_STATES"|"SUPPLEMENTAL_INFORMATION"|"FRG_DESCR"
"01-0771157"|"ROTTERDAM HOUSING DEVELOPMENT FUND COMPANY INC"|"1065685"|""|""|""|""|""|""|""|""|""|""
"01-0790110"|"EXCELLENCE ACADEMIES FOUNDATION INC"|"1065686"|""|""|""|""|""|""|""|""|""|""
"01-0806304"|"PENNSYLVANIA AFFORDABLE HSG CORP"|"1065687"|""|""|""|""|""|""|""|""|""|""
"01-0816812"|"The Apple Blossom School and Family Center, Inc."|"1065688"|""|""|""|""|""|""|""|""|""|""
"01-0824559"|"PUPPY CREEK FIRE DEPARTMENT INC"|"1065689"|""|""|""|""|""|""|""|""|""|""
"01-0842036"|"LUTHERAN FAMILY SERVICES OF COLORADO FOUNDATION INC"|"1065690"|""|""|""|""|""|""|""|""|""|""
"01-0869799"|"Washingtons National Park Fund"|"1065691"|""|""|""|""|""|""|""|""|""|""
"01-0916759"|"KIPP St Louis"|"1065692"|""|""|""|""|""|""|""|""|""|""
"01-6006524"|"BRIDGTON PUBLIC LIBRARY"|"1065694"|""|""|""|""|""|""|""|""|""|""
"01-6012053"|"TRUSTEES OF FIRST PARISH IN PORTLAND"|"1065695"|""|""|""|""|""|""|""|""|""|""
"01-6012710"|"Independent Order of Odd Fellows"|"1065696"|""|""|""|""|""|""|""|""|""|""
"01-6021559"|"Hyde School"|"1065699"|""|""|""|""|""|""|""|""|""|""
"01-6029907"|"MAINE ENERGY MARKETERS ASSOCIATION HEALTH INSURANCE TRUST"|"1065700"|""|""|""|""|""|""|""|""|""|""
"01-6117658"|"Downeast Energy Corp HealthDental Plan"|"1065701"|""|""|""|""|""|""|""|""|""|""
"02-0214564"|"GREATER KEENE CHAMBER OF COMMERCE"|"1065703"|""|""|""|""|""|""|""|""|""|""
"01-0683413"|"THE COUNCIL OF URBAN PROFESSIONALS INSTITUTE"|"1073886"|""|""|""|""|""|""|""|""|""|""
"01-0345826"|"RICHMOND HEALTH CENTER"|"1073991"|""|""|""|""|""|""|""|""|""|""
"01-0370827"|"THE BAY SCHOOL"|"1073992"|""|""|""|""|""|""|""|""|""|""
"01-0392413"|"Fraternal Order of Eagles Aerie #4030"|"1073993"|""|""|""|""|""|""|""|""|""|""
"01-0493614"|"PINE ISLAND CAMP, INC."|"1073995"|""|""|""|""|""|""|""|""|""|""
"01-6022815"|"ISLAND MEDICAL CENTER"|"1073997"|""|""|""|""|""|""|""|""|""|""
"01-0286963"|"ARUNDEL YACHT CLUB"|"1077569"|""|""|""|""|""|""|""|""|""|""
"01-0384633"|"CARRABASSETT VALLEY ACADEMY"|"1077877"|""|""|""|""|""|""|""|""|""|""
"01-0524329"|"KENNEBEC VALLEY DENTAL COALITION"|"1077878"|""|""|""|""|""|""|""|""|""|""
"01-0779327"|"ISAIAH'S PLACE"|"1077879"|""|""|""|""|""|""|""|""|""|""
"01-0837128"|"Jericho Partnership Inc"|"1077880"|""|""|""|""|""|""|""|""|""|""
"01-0579367"|"TURNING POINT COMMUNITY SERVICES INC"|"1078440"|""|""|""|""|""|""|""|""|""|""
"01-0931463"|"Protecting Our Children"|"1078441"|""|""|""|""|""|""|""|""|""|""
"01-0204920"|"WATERVILLE COUNTRY CLUB"|"1078600"|""|""|""|""|""|""|""|""|""|""
"01-0241767"|"United Way Inc"|"1078601"|""|""|""|""|""|""|""|""|""|""
"01-0243254"|"Mornson Center"|"1078602"|""|""|""|""|""|""|""|""|""|""
"01-0343953"|"Damanscotta Lake Watershed Assoc"|"1078603"|""|""|""|""|""|""|""|""|""|""
"01-0466768"|"American University in Bulgaria"|"1078604"|""|""|""|""|""|""|""|""|""|""
"01-0494454"|"PENOBSCOT VALLEY HOCKEY CONFERENCE"|"1078605"|""|""|""|""|""|""|""|""|""|""
"01-0621733"|"EIZER BACHURIM DMONSEY FRIENDS OF TEENAGERS INC"|"1078607"|""|""|""|""|""|""|""|""|""|""
"01-0687220"|"LAGUNA NIGUEL SOCCER CLUB INC"|"1078608"|""|""|""|""|""|""|""|""|""|""
"01-0729555"|"FIRST DEFENSE LEGAL AID"|"1078609"|""|""|""|""|""|""|""|""|""|""
"01-0756367"|"LONG ISLAND SCHOOL OF THE ARTS FOUNDATION INC"|"1078610"|""|""|""|""|""|""|""|""|""|""
"02-0173352"|"CONSTRUCTION AND GENERAL LABORERS' UNION LOCAL 976"|"1078612"|""|""|""|""|""|""|""|""|""|""
"02-0229869"|"DUBLIN SCHOOL INC"|"1078614"|""|""|""|""|""|""|""|""|""|""
"01-0685280"|"THE TIBETAN COMMUNITY OF NEW YORK & NEW JERSEY INC"|"1079761"|""|""|""|""|""|""|""|""|""|""
"01-0145780"|"PURPOODOCK CLUB"|"1079891"|""|""|""|""|""|""|""|""|""|""
"01-0278024"|"Independence Association"|"1079892"|""|""|""|""|""|""|""|""|""|""
"01-0284280"|"Multiple Handicapped Association of Aroostook"|"1079893"|""|""|""|""|""|""|""|""|""|""
"01-0286071"|"KAPPA DELTA PHI INC"|"1079894"|""|""|""|""|""|""|""|""|""|""
"01-0355980"|"THE LANDING SCHOOL OF BOATBUILDING AND DESIGN"|"1079895"|""|""|""|""|""|""|""|""|""|""
"01-0359180"|"MAINE COALITION TO END DOMESTIC VIOLENCE"|"1079896"|""|""|""|""|""|""|""|""|""|""
"01-0363374"|"MAINE AFL-CIO HOUSING DEVELOPMENT INC"|"1079897"|""|""|""|""|""|""|""|""|""|""
"01-0363624"|"KENNEBUNKPORT EMERGENCY MEDICAL SERVICES INC"|"1079898"|""|""|""|""|""|""|""|""|""|""
"01-0371971"|"MIDTOWN ATHLETIC CLUB"|"1079899"|""|""|""|""|""|""|""|""|""|""
"01-0541280"|"SUMMER FESTIVAL OF THE ARTS"|"1079900"|""|""|""|""|""|""|""|""|""|""
"01-0726924"|"LOAVES & FISHES FOOD PANTRY INC"|"1079901"|""|""|""|""|""|""|""|""|""|""
"01-6013080"|"STANTON BIRD CLUB INC"|"1079902"|""|""|""|""|""|""|""|""|""|""
"01-6023974"|"Washington County Association for Retarded Citizens"|"1079903"|""|""|""|""|""|""|""|""|""|""
"01-0283794"|"Maine Health Care Association"|"1081056"|""|""|""|""|""|""|""|""|""|""
"01-0409991"|"FAMILY FOCUS"|"1081057"|""|""|""|""|""|""|""|""|""|""
"01-0520094"|"GEORGE & RAYMOND FRANK FOUNDATION"|"1081058"|""|""|""|""|""|""|""|""|""|""
"01-6047288"|"MOUNT DESERT NURSERY SCHOOL"|"1081060"|""|""|""|""|""|""|""|""|""|""
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"1082137"|"NOT APPLICABLE THE ORGANIZATION USES FEDERAL POVERTY GUIDELINES TO DETERMINE ELIGIBILITY FOR FREE OR DISCOUNTED CARE MERIDIAN HOSPITALS CORPORATION, AN ORGANIZATION INCLUDED IN THIS GROUP FORM 990, PREPARES AN ANNUAL COMMUNITY BENEFIT REPORT WHICH IT MAKES AVAILABLE TO THE PUBLIC ON ITS WEBSITE WWWW MERIDIANHEALTH COM AT MERIDIAN HEALTH, WE RECOGNIZE THAT THE CARE WE PROVIDE THROUGH OUR HOSPITALS AND PARTNERS COMPANIES REACHES FAR BEYOND THE BOUNDARIES OF OUR FACILITIES OUR MISSION TO IMPROVE THE HEALTH STATUS OF THE COMMUNITIES WE SERVE IS AT THE HEART OF OUR CHARITABLE ROOTS IN THIS NEW EAR OF HEALTH CARE REFORM, COMMUNITY BASED PREVENTION AND WELLNESS ACTIVITIES WILL PLAY A CRITICAL ROLE IN KEEPING OUR LOCAL COMMUNITIES HEALTH AND KEEPING HEALTH CARE COSTS DOWN MERIDIAN REMAINS COMMITTED TO STRENGTHENING ITS MISSION AND IN 2011, DEVOTED MORE THAN $5.3 MILLION ASSOCIATED WITH PATIENTS ELIGIBLE FOR FINANCIAL ASSISTANCE AND INCURRED MEDICARE SHORTFALL OF $61.2 MILLION WHICH IS NOT INCLUDED AS COMMUNITY BENEFIT MERIDIAN'S 2011 COMMUNITY BENEFIT REPORT CAN BE FOUND ONLINE AT WWW MERIDIANHEALH COM OR ON REQUEST THROUGH ANY OF OUR FACILITIES THE BAD DEBT EXPENSE SUBTRACTED FOR PURPOSES OF CALCULATING THE PERCENTAGE IN THIS COLUMN IS $55,220,916, THE BAD DEBT EXPENSE FOR MERIDIAN HOSPITALS CORPORATION ONLY BAD DEBT EXPENSE WAS CALCULATED USING THE PROVIDIER'S BAD DEBT EXPENSE FROM FINANCIAL STATEMENT, NET OF ACCOUNTS WRITTEN OFF AT CHARGES THE ORGANIZATION INCLUDED IN THIS"|"ASSESSING THE LOCAL HEALTH NEEDS IN BUILDING HEALTHY COMMUNITIES, OUTREACH HAS BEEN DEFINE D AS AN ATTEMPT TO PROVIDE SERVICES BEYOND CONVENTIONAL LIMITS, OFTEN TO PARTICULAR SEGMENTS OF A COMMUNITY AT MERIDIAN HEALTH, NOTHING WE DO IS CONVENTIONAL, AS WE CONTINUOUSLY STRIVE TO PROVIDE OUTSTANDING CARE, SERVICE, AND SUPPORT TO OUR COMMUNITY MEMBERS AS YOU WILL SEE, MERIDIAN IS EXTREMELY DEDICATED TO IMPROVING THE HEALTH STATUS OF THE COMMUNITIES WE SERVE AS THE LEADING PROVIDER OF HEALTH CARE SERVICES IN OUR AREA, OUR COMMUNITY IMPACT EXTENDS FAR BEYOND NUMBERS ON A PAPER WE WALK THE TALK AND LIVE AND BREATHE OUR BRAND PROMISE OF PROVIDING THE BEST HEALTH CARE EXPERIENCE, WHETHER WITHIN THE WALLS OF OUR FACI LITIES OR OUT IN OUR SURROUNDING COMMUNITIES A MERIDIAN HEALTH, OUR MISSION TO IMPROVE THE HEALTH STATUS OF THE COMMUNITIES WE SERVE IS AT THE HEART OF OUR CHARITABLE ROOTS MERIDIAN REMAINS COMMITTED TO STRENGTHENING ITS MISSION AND IN 2011, DEVOTED MORE THAN $165 MILLION IN COMMUNITY BENEFITS CARING FOR ALL MEMBERS OF THE COMMUNITY AS A NOT-FOR-PROFIT HEALTH CARE PROVIDER, MERIDIAN HEALTH IS THE REGIONAL LEADER IN PROVIDING INNOVATIVE AND ACCESSIBLE HEALTH CARE PROGRAMS AND SERVICES TO INDIVIDUALS, FAMILIES AND COMMUNITIES THROUGH HOUT MONMOUTH AND OCEAN COUNTIES EVERYONE DESERVES ACCESS TO QUALITY CARE REGARDLESS OF THEIR ABILITY TO PAY IN 2011, MERIDIAN PROVIDED $134.2 MILLION DOLLARS IN CHARITY CARE AND OTHER UNCOMPENSATED CARE, SERVING AS A HEALTH CARE SAFETY"|"MERIDIAN POSTS NOTICES, IN ENGLISH AND SPANISH, AT EVERY ACCESS POINT OF ITS FACILITIES, VERBALLY INFORMS UNINSURED PATIENTS AT REGISTRATION, FEATURES INFORMATION IN ITS FINANCIAL CONSENT FORM, INCLUDES A SENTENCE AND A PHONE NUMBER FOR ITS FINANCIAL ASSISTANCE OFFICE IN ITS BILLING STATEMENTS, INFORMS INDIVIDUALS IF THEY CALL PATIENT ACCOUNTS CUSTOMER SERVICE AND CONTACTS PATIENTS VIA TELEPHONE AND LETTERS POST BILLING TO INFORM THEM OF THEIR ASSISTANCE OPTIONS"|"MERIDIAN HEALTH OPERATES 5 HOSPITALS IN MONMOUTH AND OCEAN COUNTIES, NEW JERSEY the following information is based on recent CENSUS ESTIMATES MONMOUTH COUNTY OCEAN COUNTY POPULATION, 2010 630,380 576,567 UNDER 5 YEARS OF AGE, 2010 5.5% 6.7% UNDER 18 YEARS OF AGE, 2010 13.8% 21.0% PERSONS BELOW POVERTY LEVEL, 2006-2010 6.3% 9.0% MEDIAN HOUSEHOLD INCOME, 2006-2010 $82,265 $59,620 RACIAL COMPOSITION, 2010 WHITE 76.7% 85.9% AFRICAN AMERICAN 7.4% 3.2% ASIAN 5.0% 1.7% HISPANIC OR LATINO ORIGIN 9.7% 8.3% OTHER 1.2% 0.9%"|""|"MERIDIAN OPERATES CONSISTENTLY WITH THE FOLLOWING CRITERIA OUTLINED IN IRS REVENUE RULING 69-545 1 THE ORGANIZATION PROVICES MEDICALLY NECESSARY HEALTHCARE SERVICES TO ALL INDIVIDUALS REGARDLESS OF ABILITY TO PAY, INCLUDING CHARITY CARE, SELF-PAY, MEDICARE AND MEDICAID PATIENTS, 2 THE ORGANIZATION OPERATES AN ACTIVE EMERGENCY ROOM FOR ALL PERSONS, WHICH IS OPEN 24 HOURS A DAY, 7 DAYS A WEEK, 365 DAYS PER YEAR, 3 THE ORGANIZATION MAINTAINS AN OPEN MEDIAL STAFF, WITH PRIVILEGES AVAILABLE TO ALL QUALIFIED PHYSICIANS, 4 CONTROL OF THE ORGANIZATION RESTS WITH ITS BOARD OF TRUSTEES, WHICH IS COMPRISED OF INDEPENDENT CIVIC LEADERS AND OTHER PROMINENT MEMBERS OF THE COMMUNITY, AND 5 SURPLUS FUNDS ARE USED TO IMPROVE THE QUALITY OF PATIENT CARE, EXPAND AND RENOVATE FACILITIES AND ADVANCE MEDICAL CARE, PROGRAMS AND ACTIVITIES PLEASE REFER TO SCHEDULE O FOR THE SYSTEM'S COMMUNITY BENEFIT STATEMENT FOR ADDITIONAL INFORMATION ON HOW THE SYSTEM PROMOTES COMMUNITY HEALTH"|"MERIDIAN HEALTH SYSTEM, INC MERIDIAN HEALTH SYSTEM, INC (""M ERIDIAN"") IS THE TAX-EXEMPT PARENT OF THE MERIDIAN HEALTH SYSTEM, INC AND AFFILIATES SYSTEM (""SYSTEM"") THIS INTEGRATED HEALTHCARE DELIVERY SYSTEM CONSISTS OF A GROUP OF AFFILIATE D HEALTHCARE ORGANIZATIONS THE SOLE MEMBER OR STOCKHOLDER OF EACH ENTITY IS EITHER MERIDIAN OR ANOTHER SYSTEM AFFILIATE CONTROLLED BY MERIDIAN THE SYSTEM IS AN INTEGRATED NETWORK OF HEALTHCARE PROVIDERS THROUGHOUT MONMOUTH AND OCEAN COUNTIES AND SURROUNDING AREAS MERIDIAN IS AN ORGANIZATION RECOGNIZED BY THE INTERNAL REVENUE SERVICE AS TAX-EXEMPT PURSUANT TO INTERNAL REVENUE CODE 501(C)(3) AND AS A SUPPORTING ORGANIZATION PURSUANT TO INTERNAL REVENUE CODE 509(A)(3) AS THE PARENT ORGANIZATION OF A LARGE TAX-EXEMPT INTEGRATED HEALTH CARE DELIVERY SYSTEM IN NEW JERSEY, MERIDIAN STRIVES TO CONTINUALLY DEVELOP AND OPERATE A MULTI-HOSPITAL HEALTHCARE SYSTEM WHICH PROVIDES SUBSTANTIAL COMMUNITY BENEFIT THROUGH THE PROVISION OF A COMPREHENSIVE SPECTRUM OF HEALTHCARE SERVICES TO THE RESIDENTS OF MONOMOUTH AND OCEAN COUNTIES AND SURROUNDING COMMUNITIES MERIDIAN ENSURES THAT ITS SYSTEM PROVIDES MEDICALLY NECESSARY HEALTHCARE SERVICES TO ALL INDIVIDUALS IN A NON-DISCRIMINATORY MANNER REGARDLESS OF RACE, COLOR, CREED, SEX, NATIONAL ORIGIN, RELIGION OR ABILITY TO PAY NO IND IVIDUALS ARE DENIED NECESSARY MEDICA CARE, TREATMENT OR SERVICES THE SYSTEM'S ACTIVE HOSPITALS INCLUDE JERSEY SHORE UNIVERSITY MEDICAL CENTER, RIVERVIEW MEDICAL CENTER, OCEAN"|"NOT APPLICABLE THE ENTITY AND RELATED PROVIDER ORGANIZATIONS ARE LOCATED IN NEW JERSEY NO COMMUNITY BENEFIT REPORTS IS FILED WITH THE STATE OF NEW JERSEY MERIDIAN HOSPITALS CORPORATION, AN ORGANIZATION INCLUDED IN THIS GROUP FORM 990, PREPARES AND ANNUAL COMMUNITY BENEFIT REPORT WHICH IT MAKES AVAILABLE TO THE PUBLIC ON ITS WEBSITE WWW MERIDIANHEALTH COM"|""|""
"01-0732696"|"FAMILY SUPPORT ORGANIZATION OF UNION COUNTY INC"|"1082325"|""|""|""|""|""|""|""|""|""|""
"01-0275545"|"LONESOME PINE TRAILS, INC."|"1083585"|""|""|""|""|""|""|""|""|""|""
"01-0349949"|"PEOPLE PLUS"|"1083586"|""|""|""|""|""|""|""|""|""|""
"01-0378246"|"Southern Maine Regional Planning Commission, Inc."|"1083587"|""|""|""|""|""|""|""|""|""|""
"01-0371245"|"GROUP MAIN STREAM INCORPORATED"|"1085031"|""|""|""|""|""|""|""|""|""|""
"01-0520045"|"Aroostook Council to Prevent Child Abuse"|"1085032"|""|""|""|""|""|""|""|""|""|""
"01-0671144"|"WASHINGTON DRUG & ALCOHOL COMMISSION INC"|"1085033"|""|""|""|""|""|""|""|""|""|""
"02-0152844"|"NUMBER SEVEN WEBSTER AVENUE"|"1085034"|""|""|""|""|""|""|""|""|""|""
"01-0684347"|"IN ARMS REACH INC."|"1085246"|""|""|""|""|""|""|""|""|""|""
"01-0288347"|"MAINE AUTOMOBILE DEALERS ASSOCIATION, INC. INSURANCE TRUST"|"1085329"|""|""|""|""|""|""|""|""|""|""
"01-0475146"|"Big Brothers Big Sisters of Southern ME"|"1085330"|""|""|""|""|""|""|""|""|""|""
"01-0492747"|"Evergreen Behavioral Services"|"1085331"|""|""|""|""|""|""|""|""|""|""
"01-0504446"|"Hyde School at South Woodstock Inc"|"1085332"|""|""|""|""|""|""|""|""|""|""
"01-0534548"|"Community Care"|"1085333"|""|""|""|""|""|""|""|""|""|""
"01-0351782"|"Disability Rights Center"|"1086041"|""|""|""|""|""|""|""|""|""|""
"01-0407276"|"Sunrise Opportunities"|"1086042"|""|""|""|""|""|""|""|""|""|""
"01-0492876"|"OAKLEAF HOUSING TRUST INC"|"1086043"|""|""|""|""|""|""|""|""|""|""
"01-0962276"|"DRISCOLL HEALTHCARE SERVICES"|"1086044"|""|""|""|""|""|""|""|""|""|""
"01-6004776"|"COUNCIL OF INDEPENDENT COLLEGES"|"1086045"|""|""|""|""|""|""|""|""|""|""
"01-0143485"|"PORTLAND YACHT CLUB"|"1086754"|""|""|""|""|""|""|""|""|""|""
"01-0249983"|"KENNEBUNK FREE LIBRARY ASSOCIATION"|"1086755"|""|""|""|""|""|""|""|""|""|""
"01-0631183"|"ANDOVER HUSKIES YOUTH HOCKEY ASSOCIATION"|"1086757"|""|""|""|""|""|""|""|""|""|""
"01-0749726"|"LIVER INSTITUTE AND FOUNDATION FOR"|"1087247"|""|""|""|""|""|""|""|""|""|""
"01-0019705"|"Ancient Free and Accepted Masons of Maine Grand Lodge"|"1087344"|""|""|""|""|""|""|""|""|""|""
"01-0114110"|"MAINE WATER UTILITIES ASSOCIATION"|"1087345"|""|""|""|""|""|""|""|""|""|""
"01-0211505"|"THE TRUSTEES OF FRYEBURG ACADEMY"|"1087346"|""|""|""|""|""|""|""|""|""|""
"01-0367116"|"Families United of Washington County"|"1087347"|""|""|""|""|""|""|""|""|""|""
"01-0448905"|"YOUNG PRESIDENTS ORGANIZATION INC"|"1087348"|""|""|""|""|""|""|""|""|""|""
"01-0514118"|"HEAR ME NOW INC"|"1087350"|""|""|""|""|""|""|""|""|""|""
"01-0582508"|"ST. HOPE PUBLIC SCHOOLS, INC."|"1087351"|""|""|""|""|""|""|""|""|""|""
"01-0607915"|"MOUND STREET MILITARY ACADEMY"|"1087352"|""|""|""|""|""|""|""|""|""|""
"01-0927505"|"STOCKTON HINDU CULTURAL & COMMUNITY"|"1087354"|""|""|""|""|""|""|""|""|""|""
"02-0210407"|"BALD PEAK COLONY CLUB"|"1087355"|""|""|""|""|""|""|""|""|""|""
"01-0362709"|"OHI"|"1089169"|""|""|""|""|""|""|""|""|""|""
"01-0491710"|"ASSOCIATION OF COMPUTER TECHNOLOGY EDUCATORS OF MAINE"|"1089170"|""|""|""|""|""|""|""|""|""|""
"01-0554709"|"FLORIDA PROTON THERAPY INSTITUTE INC"|"1089171"|""|""|""|""|""|""|""|""|""|""
"01-0368684"|"MAINE AFL-CIO ELDERLY HOUSING INC OPERATIONS AS CHATEAU CUSHNOC"|"1089804"|""|""|""|""|""|""|""|""|""|""
"01-0278623"|"Androscoggin Valley Council of Governments"|"1089879"|""|""|""|""|""|""|""|""|""|""
"01-0342515"|"MOTIVATIONAL SERVICES INC"|"1089880"|""|""|""|""|""|""|""|""|""|""
"01-0729022"|"EAST BAY HOUSING OPTIONS INC"|"1089881"|""|""|""|""|""|""|""|""|""|""
"01-0744024"|"ARABIAN HORSE ASSOCIATION"|"1089882"|""|""|""|""|""|""|""|""|""|""
"01-0887021"|"WESTSIDE COMMUNITY SCHOOL OF THE ARTS"|"1089885"|""|""|""|""|""|""|""|""|""|""
"01-0943022"|"WEBSTER ATHLETIC ASSOCIATION INC"|"1089886"|""|""|""|""|""|""|""|""|""|""
"02-0223321"|"COTTAGE HOSPITAL"|"1089887"|"PART II OUR COMMUNITY BUILDING ACTIVITIES ARE DETERMINED AND ALIGNED THROUGH OUR COMMUNITY NEEDS ASSESSMENT THIS ASSESSMENT IS EVALUATED EVERY 3-5 YEARS KEY LEADERS OF THE COMMUNITY, AS WELL AS PEERS WITHIN DIFFERENT DEMOGRAPHIC SEGMENTS, ARE INTERVIEWED BY A THIRD PARTY PROGRAMS TYPICALLY TARGET PREVENTATIVE CARE, AREAS OF HEALTH NOT BEING MET WITHIN OUR COMMUNITY, AND EDUCATION IN SPECIALTY MEDICINE AVAILABLE WITHIN OUR SERVICE MARKET WE STRATEGICALLY COLLABORATE WITH OTHER ORGANIZATIONS TO BUILD A STRONGER MESSAGE PART III, LINE 4 THE HOSPITAL USED THE AHA SCHEDULE H PROJECT BENCHMARK REPORT THAT STATES THAT FOR A SMALL CRITICAL-ACCESS HOSPITAL THIS AMOUNT IS AN AVERAGE OF 3 2% OF THE TOTAL EXPENSE PART III, LINE 8 THE MEDICARE COSTS ARE TAKEN FROM THE FILED FISCAL YEAR 2011 COST REPORT FROM WORKSHEET E-3 PART II LINE #19 PART III, LINE 9B IF THE PATIENT HAS BEEN ON CHARITY CARE IN THE PAST BUT IT HAS NOW EXPIRED, THE PATIENT WOULD HAVE TO RE-APPLY COTTAGE HOSPITAL PART V, SECTION B, LINE 3 KEY LEADERS AND FOCUS GROUPS WITHIN THE COMMUNITY FOR EXAMPLE, POLITICIANS, BUSINESS HEALTH PARTNERS, STAFF AND ADMINISTRATION COTTAGE HOSPITAL PART V, SECTION B, LINE 19D 25% DISCOUNT TO PATIENTS THAT HAVE NO FORM OF INSURANCE ANOTHER 10% IF THEY PAY WITHIN 10 DAYS OF THE BILL DATE"|"PART VI, LINE 2 COMMUNITY BENEFIT SURVEY EVERY 3 TO 5 YEARS"|"PART VI, LINE 3 IF AT THE TIME OF REGISTRATION OR ADMISSION, A PATIENT INDICATES THAT HE OR SHE HAS NO OTHER MEDICAL PAYER AVAILABLE, I E, NO INSURANCE, MEDICAID, OR MEDICARE, THE HOSPITAL ASKS IF THE PATIENT WOULD LIKE AN APPLICATION FOR MEDICAID AND/OR FOR THE HOSPITAL CHARITY CARE PROGRAM THE HOSPITAL THEN DOCUMENTS ON THE PATIENT'S ACCOUNT WHETHER OR NOT THE PATIENT TOOK EITHER OF THE APPLICATIONS, OR IF THE APPLICATIONS WERE TURNED DOWN IF THE PATIENT IS ADMITTED AND UNABLE TO RESPOND TO THE QUESTION OF PAYERS AVAILABLE AT THE TIME OF ADMISSION, CASE MANAGEMENT NOTIFIES THE PATIENT FINANCIAL COUNSELOR AFTER CHECKING WITH NURSING TO SEE IF THE PATIENT IS ALERT AND ABLE TO DISCUSS THE PAYER ISSUE, THE PATIENT FINANCIAL COUNSELOR WILL VISIT THE PATIENT'S BEDSIDE"|"PART VI, LINE 4 THE HOSPITAL'S GEOGRAPHIC AREA INCLUDES ITS PRIMARY MARKET NEW HAMPSHIRE - BATH, BENTON, HAVERHILL, LISBON, MONROE, PIERMONT, AND IN VERMONT - BARNET, BRADFORD, CORINTH, GROTON, NEWBURY, RYEGATE, AND WELLS RIVER THE SECONDARY MARKET INCLUDES, BUT IS NOT LIMITED TO IN NEW HAMPSHIRE - LANDAFF, LITTLETON, ORFORD, RUMNEY, WARREN AND WENTWORTH AND IN VERMONT - FAIRLEE, MCINDOE FALLS, PEACHAM, THETFORD, AND TOPSHAM DEMOGRAPHICALLY, THE HOSPITAL SERVICES THE GENERAL POPULATION"|""|""|""|""|""|""
